,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1 President's Choice Circle,Brampton,ON,L6Y 5S5,Canada,(905) 459-2500,905 861 2206,https://www.loblaw.ca,Grocery Stores,Consumer Defensive,"Loblaw Companies Limited, a food and pharmacy company, engages in the grocery, pharmacy, health and beauty, apparel, general merchandise, financial services, and wireless mobile products and services businesses in Canada. It operates in two segments, Retail and Financial Services. The Retail segment operates corporate and franchise-owned retail food, and associate-owned drug stores. This segment also includes in-store pharmacies, other health and beauty product stores, apparel stores, and other general merchandise stores. The Financial Services segment provides credit card and banking services, the PC Optimum program, insurance brokerage services, and telecommunication services. It also offers PC Health app. The company provides its products and services under various brands. The company was founded in 1919 and is headquartered in Brampton, Canada. Loblaw Companies Limited is a subsidiary of George Weston Limited.",221000,"{'maxAge': 1, 'name': 'Mr. Galen G. Weston B.A., M.B.A, M.B.A.', 'age': 49, 'title': 'Exec. Chairman, Pres, CEO & Member of Management Board', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 3604198, 'exercisedValue': 0, 'unexercisedValue': 0}",3,9,2,7,6,1693526400,1672444800,86400,2,117.68,116.71,114.83,117.32,117.68,116.71,114.83,117.32,1.78,0.0155,1694649600,0.2701,1.62,0.086313,18.75935,13.783752,1622939,1622939,359532,475320,475320,115.28,115.37,0,0,36499607552,105.57,129.25,0.6279178,117.6148,119.3928,1.661,0.014114548,CAD,53409566720,0.0348,154752218,316369984,2103770,1804344,1690761600,1693440000,0.0067000003,0.53587,0.20877,5.64,35.063,3.290363,1672444800,1703980800,1686960000,0.31,2011000064,6.15,8.37,8.94,1244:1000,1541116800,0.919,10.522,TOR,EQUITY,L.TO,L.TO,LOBLAW CO,Loblaw Companies Limited,789921000,America/Toronto,EDT,-14400000,115.37,169.0,127.0,140.67,138.0,2.4,buy,9,1747000064,5.522,5075999744,18293000192,0.714,1.359,58127998976,159.667,180.347,0.06022,0.18170999,17976000000,3494625024,4850999808,0.362,0.069,0.31873,0.08732,0.062,CAD,
1,1 President's Choice Circle,Brampton,ON,L6Y 5S5,Canada,(905) 459-2500,905 861 2206,https://www.loblaw.ca,Grocery Stores,Consumer Defensive,"Loblaw Companies Limited, a food and pharmacy company, engages in the grocery, pharmacy, health and beauty, apparel, general merchandise, financial services, and wireless mobile products and services businesses in Canada. It operates in two segments, Retail and Financial Services. The Retail segment operates corporate and franchise-owned retail food, and associate-owned drug stores. This segment also includes in-store pharmacies, other health and beauty product stores, apparel stores, and other general merchandise stores. The Financial Services segment provides credit card and banking services, the PC Optimum program, insurance brokerage services, and telecommunication services. It also offers PC Health app. The company provides its products and services under various brands. The company was founded in 1919 and is headquartered in Brampton, Canada. Loblaw Companies Limited is a subsidiary of George Weston Limited.",221000,"{'maxAge': 1, 'name': 'Mr. Richard  Dufresne', 'title': 'CFO & Member of Management Board', 'fiscalYear': 2022, 'totalPay': 2577018, 'exercisedValue': 0, 'unexercisedValue': 0}",3,9,2,7,6,1693526400,1672444800,86400,2,117.68,116.71,114.83,117.32,117.68,116.71,114.83,117.32,1.78,0.0155,1694649600,0.2701,1.62,0.086313,18.75935,13.783752,1622939,1622939,359532,475320,475320,115.28,115.37,0,0,36499607552,105.57,129.25,0.6279178,117.6148,119.3928,1.661,0.014114548,CAD,53409566720,0.0348,154752218,316369984,2103770,1804344,1690761600,1693440000,0.0067000003,0.53587,0.20877,5.64,35.063,3.290363,1672444800,1703980800,1686960000,0.31,2011000064,6.15,8.37,8.94,1244:1000,1541116800,0.919,10.522,TOR,EQUITY,L.TO,L.TO,LOBLAW CO,Loblaw Companies Limited,789921000,America/Toronto,EDT,-14400000,115.37,169.0,127.0,140.67,138.0,2.4,buy,9,1747000064,5.522,5075999744,18293000192,0.714,1.359,58127998976,159.667,180.347,0.06022,0.18170999,17976000000,3494625024,4850999808,0.362,0.069,0.31873,0.08732,0.062,CAD,
2,1 President's Choice Circle,Brampton,ON,L6Y 5S5,Canada,(905) 459-2500,905 861 2206,https://www.loblaw.ca,Grocery Stores,Consumer Defensive,"Loblaw Companies Limited, a food and pharmacy company, engages in the grocery, pharmacy, health and beauty, apparel, general merchandise, financial services, and wireless mobile products and services businesses in Canada. It operates in two segments, Retail and Financial Services. The Retail segment operates corporate and franchise-owned retail food, and associate-owned drug stores. This segment also includes in-store pharmacies, other health and beauty product stores, apparel stores, and other general merchandise stores. The Financial Services segment provides credit card and banking services, the PC Optimum program, insurance brokerage services, and telecommunication services. It also offers PC Health app. The company provides its products and services under various brands. The company was founded in 1919 and is headquartered in Brampton, Canada. Loblaw Companies Limited is a subsidiary of George Weston Limited.",221000,"{'maxAge': 1, 'name': 'Mr. Barry Kieran Columb', 'age': 57, 'title': ""Pres of Pres's Choice Financial & Member of Management Board"", 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 1593208, 'exercisedValue': 0, 'unexercisedValue': 0}",3,9,2,7,6,1693526400,1672444800,86400,2,117.68,116.71,114.83,117.32,117.68,116.71,114.83,117.32,1.78,0.0155,1694649600,0.2701,1.62,0.086313,18.75935,13.783752,1622939,1622939,359532,475320,475320,115.28,115.37,0,0,36499607552,105.57,129.25,0.6279178,117.6148,119.3928,1.661,0.014114548,CAD,53409566720,0.0348,154752218,316369984,2103770,1804344,1690761600,1693440000,0.0067000003,0.53587,0.20877,5.64,35.063,3.290363,1672444800,1703980800,1686960000,0.31,2011000064,6.15,8.37,8.94,1244:1000,1541116800,0.919,10.522,TOR,EQUITY,L.TO,L.TO,LOBLAW CO,Loblaw Companies Limited,789921000,America/Toronto,EDT,-14400000,115.37,169.0,127.0,140.67,138.0,2.4,buy,9,1747000064,5.522,5075999744,18293000192,0.714,1.359,58127998976,159.667,180.347,0.06022,0.18170999,17976000000,3494625024,4850999808,0.362,0.069,0.31873,0.08732,0.062,CAD,
3,1 President's Choice Circle,Brampton,ON,L6Y 5S5,Canada,(905) 459-2500,905 861 2206,https://www.loblaw.ca,Grocery Stores,Consumer Defensive,"Loblaw Companies Limited, a food and pharmacy company, engages in the grocery, pharmacy, health and beauty, apparel, general merchandise, financial services, and wireless mobile products and services businesses in Canada. It operates in two segments, Retail and Financial Services. The Retail segment operates corporate and franchise-owned retail food, and associate-owned drug stores. This segment also includes in-store pharmacies, other health and beauty product stores, apparel stores, and other general merchandise stores. The Financial Services segment provides credit card and banking services, the PC Optimum program, insurance brokerage services, and telecommunication services. It also offers PC Health app. The company provides its products and services under various brands. The company was founded in 1919 and is headquartered in Brampton, Canada. Loblaw Companies Limited is a subsidiary of George Weston Limited.",221000,"{'maxAge': 1, 'name': 'Mr. Jeffery  Leger', 'title': 'Member of Management Board & Pres of Shoppers Drug Mart', 'fiscalYear': 2022, 'totalPay': 1924145, 'exercisedValue': 0, 'unexercisedValue': 0}",3,9,2,7,6,1693526400,1672444800,86400,2,117.68,116.71,114.83,117.32,117.68,116.71,114.83,117.32,1.78,0.0155,1694649600,0.2701,1.62,0.086313,18.75935,13.783752,1622939,1622939,359532,475320,475320,115.28,115.37,0,0,36499607552,105.57,129.25,0.6279178,117.6148,119.3928,1.661,0.014114548,CAD,53409566720,0.0348,154752218,316369984,2103770,1804344,1690761600,1693440000,0.0067000003,0.53587,0.20877,5.64,35.063,3.290363,1672444800,1703980800,1686960000,0.31,2011000064,6.15,8.37,8.94,1244:1000,1541116800,0.919,10.522,TOR,EQUITY,L.TO,L.TO,LOBLAW CO,Loblaw Companies Limited,789921000,America/Toronto,EDT,-14400000,115.37,169.0,127.0,140.67,138.0,2.4,buy,9,1747000064,5.522,5075999744,18293000192,0.714,1.359,58127998976,159.667,180.347,0.06022,0.18170999,17976000000,3494625024,4850999808,0.362,0.069,0.31873,0.08732,0.062,CAD,
4,1 President's Choice Circle,Brampton,ON,L6Y 5S5,Canada,(905) 459-2500,905 861 2206,https://www.loblaw.ca,Grocery Stores,Consumer Defensive,"Loblaw Companies Limited, a food and pharmacy company, engages in the grocery, pharmacy, health and beauty, apparel, general merchandise, financial services, and wireless mobile products and services businesses in Canada. It operates in two segments, Retail and Financial Services. The Retail segment operates corporate and franchise-owned retail food, and associate-owned drug stores. This segment also includes in-store pharmacies, other health and beauty product stores, apparel stores, and other general merchandise stores. The Financial Services segment provides credit card and banking services, the PC Optimum program, insurance brokerage services, and telecommunication services. It also offers PC Health app. The company provides its products and services under various brands. The company was founded in 1919 and is headquartered in Brampton, Canada. Loblaw Companies Limited is a subsidiary of George Weston Limited.",221000,"{'maxAge': 1, 'name': 'Mr. Robert  Sawyer', 'age': 68, 'title': 'COO & Member of Management Board', 'yearBorn': 1954, 'fiscalYear': 2022, 'totalPay': 5313460, 'exercisedValue': 0, 'unexercisedValue': 0}",3,9,2,7,6,1693526400,1672444800,86400,2,117.68,116.71,114.83,117.32,117.68,116.71,114.83,117.32,1.78,0.0155,1694649600,0.2701,1.62,0.086313,18.75935,13.783752,1622939,1622939,359532,475320,475320,115.28,115.37,0,0,36499607552,105.57,129.25,0.6279178,117.6148,119.3928,1.661,0.014114548,CAD,53409566720,0.0348,154752218,316369984,2103770,1804344,1690761600,1693440000,0.0067000003,0.53587,0.20877,5.64,35.063,3.290363,1672444800,1703980800,1686960000,0.31,2011000064,6.15,8.37,8.94,1244:1000,1541116800,0.919,10.522,TOR,EQUITY,L.TO,L.TO,LOBLAW CO,Loblaw Companies Limited,789921000,America/Toronto,EDT,-14400000,115.37,169.0,127.0,140.67,138.0,2.4,buy,9,1747000064,5.522,5075999744,18293000192,0.714,1.359,58127998976,159.667,180.347,0.06022,0.18170999,17976000000,3494625024,4850999808,0.362,0.069,0.31873,0.08732,0.062,CAD,
5,1 President's Choice Circle,Brampton,ON,L6Y 5S5,Canada,(905) 459-2500,905 861 2206,https://www.loblaw.ca,Grocery Stores,Consumer Defensive,"Loblaw Companies Limited, a food and pharmacy company, engages in the grocery, pharmacy, health and beauty, apparel, general merchandise, financial services, and wireless mobile products and services businesses in Canada. It operates in two segments, Retail and Financial Services. The Retail segment operates corporate and franchise-owned retail food, and associate-owned drug stores. This segment also includes in-store pharmacies, other health and beauty product stores, apparel stores, and other general merchandise stores. The Financial Services segment provides credit card and banking services, the PC Optimum program, insurance brokerage services, and telecommunication services. It also offers PC Health app. The company provides its products and services under various brands. The company was founded in 1919 and is headquartered in Brampton, Canada. Loblaw Companies Limited is a subsidiary of George Weston Limited.",221000,"{'maxAge': 1, 'name': 'Mr. Mark W. H. Wilson', 'age': 51, 'title': 'Exec. VP, Chief HR Officer & Member of Management Board', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",3,9,2,7,6,1693526400,1672444800,86400,2,117.68,116.71,114.83,117.32,117.68,116.71,114.83,117.32,1.78,0.0155,1694649600,0.2701,1.62,0.086313,18.75935,13.783752,1622939,1622939,359532,475320,475320,115.28,115.37,0,0,36499607552,105.57,129.25,0.6279178,117.6148,119.3928,1.661,0.014114548,CAD,53409566720,0.0348,154752218,316369984,2103770,1804344,1690761600,1693440000,0.0067000003,0.53587,0.20877,5.64,35.063,3.290363,1672444800,1703980800,1686960000,0.31,2011000064,6.15,8.37,8.94,1244:1000,1541116800,0.919,10.522,TOR,EQUITY,L.TO,L.TO,LOBLAW CO,Loblaw Companies Limited,789921000,America/Toronto,EDT,-14400000,115.37,169.0,127.0,140.67,138.0,2.4,buy,9,1747000064,5.522,5075999744,18293000192,0.714,1.359,58127998976,159.667,180.347,0.06022,0.18170999,17976000000,3494625024,4850999808,0.362,0.069,0.31873,0.08732,0.062,CAD,
6,1 President's Choice Circle,Brampton,ON,L6Y 5S5,Canada,(905) 459-2500,905 861 2206,https://www.loblaw.ca,Grocery Stores,Consumer Defensive,"Loblaw Companies Limited, a food and pharmacy company, engages in the grocery, pharmacy, health and beauty, apparel, general merchandise, financial services, and wireless mobile products and services businesses in Canada. It operates in two segments, Retail and Financial Services. The Retail segment operates corporate and franchise-owned retail food, and associate-owned drug stores. This segment also includes in-store pharmacies, other health and beauty product stores, apparel stores, and other general merchandise stores. The Financial Services segment provides credit card and banking services, the PC Optimum program, insurance brokerage services, and telecommunication services. It also offers PC Health app. The company provides its products and services under various brands. The company was founded in 1919 and is headquartered in Brampton, Canada. Loblaw Companies Limited is a subsidiary of George Weston Limited.",221000,"{'maxAge': 1, 'name': 'Mr. Ian  Freedman', 'title': 'Member of Management Board & Pres of Joe Fresh', 'exercisedValue': 0, 'unexercisedValue': 0}",3,9,2,7,6,1693526400,1672444800,86400,2,117.68,116.71,114.83,117.32,117.68,116.71,114.83,117.32,1.78,0.0155,1694649600,0.2701,1.62,0.086313,18.75935,13.783752,1622939,1622939,359532,475320,475320,115.28,115.37,0,0,36499607552,105.57,129.25,0.6279178,117.6148,119.3928,1.661,0.014114548,CAD,53409566720,0.0348,154752218,316369984,2103770,1804344,1690761600,1693440000,0.0067000003,0.53587,0.20877,5.64,35.063,3.290363,1672444800,1703980800,1686960000,0.31,2011000064,6.15,8.37,8.94,1244:1000,1541116800,0.919,10.522,TOR,EQUITY,L.TO,L.TO,LOBLAW CO,Loblaw Companies Limited,789921000,America/Toronto,EDT,-14400000,115.37,169.0,127.0,140.67,138.0,2.4,buy,9,1747000064,5.522,5075999744,18293000192,0.714,1.359,58127998976,159.667,180.347,0.06022,0.18170999,17976000000,3494625024,4850999808,0.362,0.069,0.31873,0.08732,0.062,CAD,
7,1 President's Choice Circle,Brampton,ON,L6Y 5S5,Canada,(905) 459-2500,905 861 2206,https://www.loblaw.ca,Grocery Stores,Consumer Defensive,"Loblaw Companies Limited, a food and pharmacy company, engages in the grocery, pharmacy, health and beauty, apparel, general merchandise, financial services, and wireless mobile products and services businesses in Canada. It operates in two segments, Retail and Financial Services. The Retail segment operates corporate and franchise-owned retail food, and associate-owned drug stores. This segment also includes in-store pharmacies, other health and beauty product stores, apparel stores, and other general merchandise stores. The Financial Services segment provides credit card and banking services, the PC Optimum program, insurance brokerage services, and telecommunication services. It also offers PC Health app. The company provides its products and services under various brands. The company was founded in 1919 and is headquartered in Brampton, Canada. Loblaw Companies Limited is a subsidiary of George Weston Limited.",221000,"{'maxAge': 1, 'name': 'Robert  Wiebe', 'title': 'Chief Admin. Officer & Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}",3,9,2,7,6,1693526400,1672444800,86400,2,117.68,116.71,114.83,117.32,117.68,116.71,114.83,117.32,1.78,0.0155,1694649600,0.2701,1.62,0.086313,18.75935,13.783752,1622939,1622939,359532,475320,475320,115.28,115.37,0,0,36499607552,105.57,129.25,0.6279178,117.6148,119.3928,1.661,0.014114548,CAD,53409566720,0.0348,154752218,316369984,2103770,1804344,1690761600,1693440000,0.0067000003,0.53587,0.20877,5.64,35.063,3.290363,1672444800,1703980800,1686960000,0.31,2011000064,6.15,8.37,8.94,1244:1000,1541116800,0.919,10.522,TOR,EQUITY,L.TO,L.TO,LOBLAW CO,Loblaw Companies Limited,789921000,America/Toronto,EDT,-14400000,115.37,169.0,127.0,140.67,138.0,2.4,buy,9,1747000064,5.522,5075999744,18293000192,0.714,1.359,58127998976,159.667,180.347,0.06022,0.18170999,17976000000,3494625024,4850999808,0.362,0.069,0.31873,0.08732,0.062,CAD,
8,1 President's Choice Circle,Brampton,ON,L6Y 5S5,Canada,(905) 459-2500,905 861 2206,https://www.loblaw.ca,Grocery Stores,Consumer Defensive,"Loblaw Companies Limited, a food and pharmacy company, engages in the grocery, pharmacy, health and beauty, apparel, general merchandise, financial services, and wireless mobile products and services businesses in Canada. It operates in two segments, Retail and Financial Services. The Retail segment operates corporate and franchise-owned retail food, and associate-owned drug stores. This segment also includes in-store pharmacies, other health and beauty product stores, apparel stores, and other general merchandise stores. The Financial Services segment provides credit card and banking services, the PC Optimum program, insurance brokerage services, and telecommunication services. It also offers PC Health app. The company provides its products and services under various brands. The company was founded in 1919 and is headquartered in Brampton, Canada. Loblaw Companies Limited is a subsidiary of George Weston Limited.",221000,"{'maxAge': 1, 'name': 'Mr. Greg  Ramier', 'title': 'Pres of Market Division & Member of Management Board', 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",3,9,2,7,6,1693526400,1672444800,86400,2,117.68,116.71,114.83,117.32,117.68,116.71,114.83,117.32,1.78,0.0155,1694649600,0.2701,1.62,0.086313,18.75935,13.783752,1622939,1622939,359532,475320,475320,115.28,115.37,0,0,36499607552,105.57,129.25,0.6279178,117.6148,119.3928,1.661,0.014114548,CAD,53409566720,0.0348,154752218,316369984,2103770,1804344,1690761600,1693440000,0.0067000003,0.53587,0.20877,5.64,35.063,3.290363,1672444800,1703980800,1686960000,0.31,2011000064,6.15,8.37,8.94,1244:1000,1541116800,0.919,10.522,TOR,EQUITY,L.TO,L.TO,LOBLAW CO,Loblaw Companies Limited,789921000,America/Toronto,EDT,-14400000,115.37,169.0,127.0,140.67,138.0,2.4,buy,9,1747000064,5.522,5075999744,18293000192,0.714,1.359,58127998976,159.667,180.347,0.06022,0.18170999,17976000000,3494625024,4850999808,0.362,0.069,0.31873,0.08732,0.062,CAD,
9,1 President's Choice Circle,Brampton,ON,L6Y 5S5,Canada,(905) 459-2500,905 861 2206,https://www.loblaw.ca,Grocery Stores,Consumer Defensive,"Loblaw Companies Limited, a food and pharmacy company, engages in the grocery, pharmacy, health and beauty, apparel, general merchandise, financial services, and wireless mobile products and services businesses in Canada. It operates in two segments, Retail and Financial Services. The Retail segment operates corporate and franchise-owned retail food, and associate-owned drug stores. This segment also includes in-store pharmacies, other health and beauty product stores, apparel stores, and other general merchandise stores. The Financial Services segment provides credit card and banking services, the PC Optimum program, insurance brokerage services, and telecommunication services. It also offers PC Health app. The company provides its products and services under various brands. The company was founded in 1919 and is headquartered in Brampton, Canada. Loblaw Companies Limited is a subsidiary of George Weston Limited.",221000,"{'maxAge': 1, 'name': 'Nicholas  Henn', 'title': 'Exec. VP, Chief Legal Officer, Sec. & Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}",3,9,2,7,6,1693526400,1672444800,86400,2,117.68,116.71,114.83,117.32,117.68,116.71,114.83,117.32,1.78,0.0155,1694649600,0.2701,1.62,0.086313,18.75935,13.783752,1622939,1622939,359532,475320,475320,115.28,115.37,0,0,36499607552,105.57,129.25,0.6279178,117.6148,119.3928,1.661,0.014114548,CAD,53409566720,0.0348,154752218,316369984,2103770,1804344,1690761600,1693440000,0.0067000003,0.53587,0.20877,5.64,35.063,3.290363,1672444800,1703980800,1686960000,0.31,2011000064,6.15,8.37,8.94,1244:1000,1541116800,0.919,10.522,TOR,EQUITY,L.TO,L.TO,LOBLAW CO,Loblaw Companies Limited,789921000,America/Toronto,EDT,-14400000,115.37,169.0,127.0,140.67,138.0,2.4,buy,9,1747000064,5.522,5075999744,18293000192,0.714,1.359,58127998976,159.667,180.347,0.06022,0.18170999,17976000000,3494625024,4850999808,0.362,0.069,0.31873,0.08732,0.062,CAD,
