,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"19 W 44th Street, 10th Floor",Suite 1002,New York,NY,10036-5902,United States,212 221 1261,https://www.rptrealty.com,REIT—Retail,Real Estate,"RPT Realty owns and operates a national portfolio of open-air shopping destinations principally located in top U.S. markets. The Company's shopping centers offer diverse, locally-curated consumer experiences that reflect the lifestyles of their surrounding communities and meet the modern expectations of the Company's retail partners. The Company is a fully integrated and self-administered REIT publicly traded on the New York Stock Exchange (the NYSE). The common shares of the Company, par value $0.01 per share (the common shares) are listed and traded on the NYSE under the ticker symbol RPT. As of June 30, 2023, the Company's property portfolio (the ""aggregate portfolio"") consisted of 43 wholly-owned shopping centers, 13 shopping centers owned through its grocery-anchored joint venture, and 49 retail properties owned through its net lease joint venture, which together represent 14.9 million square feet of gross leasable area (GLA). As of June 30, 2023, the Company's pro-rata share of the aggregate portfolio was 93.2% leased.",138,"{'maxAge': 1, 'name': 'Mr. Brian L. Harper', 'age': 46, 'title': 'Pres, CEO & Trustee', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 2244888, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,4,9,4,1693526400,1672444800,86400,2,11.58,11.44,11.44,11.59,11.58,11.44,11.44,11.59,0.56,0.0484,1695081600,0.7105,5.98,1.649377,15.092106,-382.33334,3054238,3054238,1196993,1595060,1595060,11.4,11.49,1300,3000,1001421696,7.28,11.67,4.6907635,10.7006,10.10265,0.54,0.046632126,USD,1953697408,0.34088,85131467,85703504,1172991,889661,1690761600,1693440000,0.0137,0.01953,0.98077005,0.62,0.0221,9.869,1.1622251,1672444800,1703980800,1688083200,-0.995,65189000,0.76,-0.03,57.47,1:4,831945600,9.151,18.204,NYQ,EQUITY,RPT,RPT,RPT Realty,RPT Realty,599322600,America/New_York,EDT,-14400000,11.47,11.5,9.5,10.6,11.0,3.0,hold,5,27467000,0.317,107323000,866248000,0.733,0.741,213488000,90.674,2.512,0.01127,0.07982,157719000,152526256,106721000,-0.036,0.73700994,0.50271,0.16469,USD,
1,"19 W 44th Street, 10th Floor",Suite 1002,New York,NY,10036-5902,United States,212 221 1261,https://www.rptrealty.com,REIT—Retail,Real Estate,"RPT Realty owns and operates a national portfolio of open-air shopping destinations principally located in top U.S. markets. The Company's shopping centers offer diverse, locally-curated consumer experiences that reflect the lifestyles of their surrounding communities and meet the modern expectations of the Company's retail partners. The Company is a fully integrated and self-administered REIT publicly traded on the New York Stock Exchange (the NYSE). The common shares of the Company, par value $0.01 per share (the common shares) are listed and traded on the NYSE under the ticker symbol RPT. As of June 30, 2023, the Company's property portfolio (the ""aggregate portfolio"") consisted of 43 wholly-owned shopping centers, 13 shopping centers owned through its grocery-anchored joint venture, and 49 retail properties owned through its net lease joint venture, which together represent 14.9 million square feet of gross leasable area (GLA). As of June 30, 2023, the Company's pro-rata share of the aggregate portfolio was 93.2% leased.",138,"{'maxAge': 1, 'name': 'Mr. Michael P. Fitzmaurice', 'age': 43, 'title': 'Exec. VP & CFO', 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 1061160, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,4,9,4,1693526400,1672444800,86400,2,11.58,11.44,11.44,11.59,11.58,11.44,11.44,11.59,0.56,0.0484,1695081600,0.7105,5.98,1.649377,15.092106,-382.33334,3054238,3054238,1196993,1595060,1595060,11.4,11.49,1300,3000,1001421696,7.28,11.67,4.6907635,10.7006,10.10265,0.54,0.046632126,USD,1953697408,0.34088,85131467,85703504,1172991,889661,1690761600,1693440000,0.0137,0.01953,0.98077005,0.62,0.0221,9.869,1.1622251,1672444800,1703980800,1688083200,-0.995,65189000,0.76,-0.03,57.47,1:4,831945600,9.151,18.204,NYQ,EQUITY,RPT,RPT,RPT Realty,RPT Realty,599322600,America/New_York,EDT,-14400000,11.47,11.5,9.5,10.6,11.0,3.0,hold,5,27467000,0.317,107323000,866248000,0.733,0.741,213488000,90.674,2.512,0.01127,0.07982,157719000,152526256,106721000,-0.036,0.73700994,0.50271,0.16469,USD,
2,"19 W 44th Street, 10th Floor",Suite 1002,New York,NY,10036-5902,United States,212 221 1261,https://www.rptrealty.com,REIT—Retail,Real Estate,"RPT Realty owns and operates a national portfolio of open-air shopping destinations principally located in top U.S. markets. The Company's shopping centers offer diverse, locally-curated consumer experiences that reflect the lifestyles of their surrounding communities and meet the modern expectations of the Company's retail partners. The Company is a fully integrated and self-administered REIT publicly traded on the New York Stock Exchange (the NYSE). The common shares of the Company, par value $0.01 per share (the common shares) are listed and traded on the NYSE under the ticker symbol RPT. As of June 30, 2023, the Company's property portfolio (the ""aggregate portfolio"") consisted of 43 wholly-owned shopping centers, 13 shopping centers owned through its grocery-anchored joint venture, and 49 retail properties owned through its net lease joint venture, which together represent 14.9 million square feet of gross leasable area (GLA). As of June 30, 2023, the Company's pro-rata share of the aggregate portfolio was 93.2% leased.",138,"{'maxAge': 1, 'name': 'Mr. Raymond J. Merk CPA, MBA', 'age': 63, 'title': 'Sr. VP & Chief Accounting Officer', 'yearBorn': 1959, 'fiscalYear': 2022, 'totalPay': 550295, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,4,9,4,1693526400,1672444800,86400,2,11.58,11.44,11.44,11.59,11.58,11.44,11.44,11.59,0.56,0.0484,1695081600,0.7105,5.98,1.649377,15.092106,-382.33334,3054238,3054238,1196993,1595060,1595060,11.4,11.49,1300,3000,1001421696,7.28,11.67,4.6907635,10.7006,10.10265,0.54,0.046632126,USD,1953697408,0.34088,85131467,85703504,1172991,889661,1690761600,1693440000,0.0137,0.01953,0.98077005,0.62,0.0221,9.869,1.1622251,1672444800,1703980800,1688083200,-0.995,65189000,0.76,-0.03,57.47,1:4,831945600,9.151,18.204,NYQ,EQUITY,RPT,RPT,RPT Realty,RPT Realty,599322600,America/New_York,EDT,-14400000,11.47,11.5,9.5,10.6,11.0,3.0,hold,5,27467000,0.317,107323000,866248000,0.733,0.741,213488000,90.674,2.512,0.01127,0.07982,157719000,152526256,106721000,-0.036,0.73700994,0.50271,0.16469,USD,
3,"19 W 44th Street, 10th Floor",Suite 1002,New York,NY,10036-5902,United States,212 221 1261,https://www.rptrealty.com,REIT—Retail,Real Estate,"RPT Realty owns and operates a national portfolio of open-air shopping destinations principally located in top U.S. markets. The Company's shopping centers offer diverse, locally-curated consumer experiences that reflect the lifestyles of their surrounding communities and meet the modern expectations of the Company's retail partners. The Company is a fully integrated and self-administered REIT publicly traded on the New York Stock Exchange (the NYSE). The common shares of the Company, par value $0.01 per share (the common shares) are listed and traded on the NYSE under the ticker symbol RPT. As of June 30, 2023, the Company's property portfolio (the ""aggregate portfolio"") consisted of 43 wholly-owned shopping centers, 13 shopping centers owned through its grocery-anchored joint venture, and 49 retail properties owned through its net lease joint venture, which together represent 14.9 million square feet of gross leasable area (GLA). As of June 30, 2023, the Company's pro-rata share of the aggregate portfolio was 93.2% leased.",138,"{'maxAge': 1, 'name': 'Ms. Heather R. Ohlberg', 'age': 42, 'title': 'Exec. VP, Gen. Counsel & Sec.', 'yearBorn': 1980, 'fiscalYear': 2022, 'totalPay': 804520, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,4,9,4,1693526400,1672444800,86400,2,11.58,11.44,11.44,11.59,11.58,11.44,11.44,11.59,0.56,0.0484,1695081600,0.7105,5.98,1.649377,15.092106,-382.33334,3054238,3054238,1196993,1595060,1595060,11.4,11.49,1300,3000,1001421696,7.28,11.67,4.6907635,10.7006,10.10265,0.54,0.046632126,USD,1953697408,0.34088,85131467,85703504,1172991,889661,1690761600,1693440000,0.0137,0.01953,0.98077005,0.62,0.0221,9.869,1.1622251,1672444800,1703980800,1688083200,-0.995,65189000,0.76,-0.03,57.47,1:4,831945600,9.151,18.204,NYQ,EQUITY,RPT,RPT,RPT Realty,RPT Realty,599322600,America/New_York,EDT,-14400000,11.47,11.5,9.5,10.6,11.0,3.0,hold,5,27467000,0.317,107323000,866248000,0.733,0.741,213488000,90.674,2.512,0.01127,0.07982,157719000,152526256,106721000,-0.036,0.73700994,0.50271,0.16469,USD,
4,"19 W 44th Street, 10th Floor",Suite 1002,New York,NY,10036-5902,United States,212 221 1261,https://www.rptrealty.com,REIT—Retail,Real Estate,"RPT Realty owns and operates a national portfolio of open-air shopping destinations principally located in top U.S. markets. The Company's shopping centers offer diverse, locally-curated consumer experiences that reflect the lifestyles of their surrounding communities and meet the modern expectations of the Company's retail partners. The Company is a fully integrated and self-administered REIT publicly traded on the New York Stock Exchange (the NYSE). The common shares of the Company, par value $0.01 per share (the common shares) are listed and traded on the NYSE under the ticker symbol RPT. As of June 30, 2023, the Company's property portfolio (the ""aggregate portfolio"") consisted of 43 wholly-owned shopping centers, 13 shopping centers owned through its grocery-anchored joint venture, and 49 retail properties owned through its net lease joint venture, which together represent 14.9 million square feet of gross leasable area (GLA). As of June 30, 2023, the Company's pro-rata share of the aggregate portfolio was 93.2% leased.",138,"{'maxAge': 1, 'name': 'Mr. Timothy  Collier', 'age': 48, 'title': 'Exec. VP of Leasing', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 890418, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,4,9,4,1693526400,1672444800,86400,2,11.58,11.44,11.44,11.59,11.58,11.44,11.44,11.59,0.56,0.0484,1695081600,0.7105,5.98,1.649377,15.092106,-382.33334,3054238,3054238,1196993,1595060,1595060,11.4,11.49,1300,3000,1001421696,7.28,11.67,4.6907635,10.7006,10.10265,0.54,0.046632126,USD,1953697408,0.34088,85131467,85703504,1172991,889661,1690761600,1693440000,0.0137,0.01953,0.98077005,0.62,0.0221,9.869,1.1622251,1672444800,1703980800,1688083200,-0.995,65189000,0.76,-0.03,57.47,1:4,831945600,9.151,18.204,NYQ,EQUITY,RPT,RPT,RPT Realty,RPT Realty,599322600,America/New_York,EDT,-14400000,11.47,11.5,9.5,10.6,11.0,3.0,hold,5,27467000,0.317,107323000,866248000,0.733,0.741,213488000,90.674,2.512,0.01127,0.07982,157719000,152526256,106721000,-0.036,0.73700994,0.50271,0.16469,USD,
5,"19 W 44th Street, 10th Floor",Suite 1002,New York,NY,10036-5902,United States,212 221 1261,https://www.rptrealty.com,REIT—Retail,Real Estate,"RPT Realty owns and operates a national portfolio of open-air shopping destinations principally located in top U.S. markets. The Company's shopping centers offer diverse, locally-curated consumer experiences that reflect the lifestyles of their surrounding communities and meet the modern expectations of the Company's retail partners. The Company is a fully integrated and self-administered REIT publicly traded on the New York Stock Exchange (the NYSE). The common shares of the Company, par value $0.01 per share (the common shares) are listed and traded on the NYSE under the ticker symbol RPT. As of June 30, 2023, the Company's property portfolio (the ""aggregate portfolio"") consisted of 43 wholly-owned shopping centers, 13 shopping centers owned through its grocery-anchored joint venture, and 49 retail properties owned through its net lease joint venture, which together represent 14.9 million square feet of gross leasable area (GLA). As of June 30, 2023, the Company's pro-rata share of the aggregate portfolio was 93.2% leased.",138,"{'maxAge': 1, 'name': 'Ms. Amy  Sands', 'title': 'Exec. VP & Head of Investments', 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,4,9,4,1693526400,1672444800,86400,2,11.58,11.44,11.44,11.59,11.58,11.44,11.44,11.59,0.56,0.0484,1695081600,0.7105,5.98,1.649377,15.092106,-382.33334,3054238,3054238,1196993,1595060,1595060,11.4,11.49,1300,3000,1001421696,7.28,11.67,4.6907635,10.7006,10.10265,0.54,0.046632126,USD,1953697408,0.34088,85131467,85703504,1172991,889661,1690761600,1693440000,0.0137,0.01953,0.98077005,0.62,0.0221,9.869,1.1622251,1672444800,1703980800,1688083200,-0.995,65189000,0.76,-0.03,57.47,1:4,831945600,9.151,18.204,NYQ,EQUITY,RPT,RPT,RPT Realty,RPT Realty,599322600,America/New_York,EDT,-14400000,11.47,11.5,9.5,10.6,11.0,3.0,hold,5,27467000,0.317,107323000,866248000,0.733,0.741,213488000,90.674,2.512,0.01127,0.07982,157719000,152526256,106721000,-0.036,0.73700994,0.50271,0.16469,USD,
6,"19 W 44th Street, 10th Floor",Suite 1002,New York,NY,10036-5902,United States,212 221 1261,https://www.rptrealty.com,REIT—Retail,Real Estate,"RPT Realty owns and operates a national portfolio of open-air shopping destinations principally located in top U.S. markets. The Company's shopping centers offer diverse, locally-curated consumer experiences that reflect the lifestyles of their surrounding communities and meet the modern expectations of the Company's retail partners. The Company is a fully integrated and self-administered REIT publicly traded on the New York Stock Exchange (the NYSE). The common shares of the Company, par value $0.01 per share (the common shares) are listed and traded on the NYSE under the ticker symbol RPT. As of June 30, 2023, the Company's property portfolio (the ""aggregate portfolio"") consisted of 43 wholly-owned shopping centers, 13 shopping centers owned through its grocery-anchored joint venture, and 49 retail properties owned through its net lease joint venture, which together represent 14.9 million square feet of gross leasable area (GLA). As of June 30, 2023, the Company's pro-rata share of the aggregate portfolio was 93.2% leased.",138,"{'maxAge': 1, 'name': 'Mr. Sam  Raghavachari', 'title': 'Head of Technology', 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,4,9,4,1693526400,1672444800,86400,2,11.58,11.44,11.44,11.59,11.58,11.44,11.44,11.59,0.56,0.0484,1695081600,0.7105,5.98,1.649377,15.092106,-382.33334,3054238,3054238,1196993,1595060,1595060,11.4,11.49,1300,3000,1001421696,7.28,11.67,4.6907635,10.7006,10.10265,0.54,0.046632126,USD,1953697408,0.34088,85131467,85703504,1172991,889661,1690761600,1693440000,0.0137,0.01953,0.98077005,0.62,0.0221,9.869,1.1622251,1672444800,1703980800,1688083200,-0.995,65189000,0.76,-0.03,57.47,1:4,831945600,9.151,18.204,NYQ,EQUITY,RPT,RPT,RPT Realty,RPT Realty,599322600,America/New_York,EDT,-14400000,11.47,11.5,9.5,10.6,11.0,3.0,hold,5,27467000,0.317,107323000,866248000,0.733,0.741,213488000,90.674,2.512,0.01127,0.07982,157719000,152526256,106721000,-0.036,0.73700994,0.50271,0.16469,USD,
7,"19 W 44th Street, 10th Floor",Suite 1002,New York,NY,10036-5902,United States,212 221 1261,https://www.rptrealty.com,REIT—Retail,Real Estate,"RPT Realty owns and operates a national portfolio of open-air shopping destinations principally located in top U.S. markets. The Company's shopping centers offer diverse, locally-curated consumer experiences that reflect the lifestyles of their surrounding communities and meet the modern expectations of the Company's retail partners. The Company is a fully integrated and self-administered REIT publicly traded on the New York Stock Exchange (the NYSE). The common shares of the Company, par value $0.01 per share (the common shares) are listed and traded on the NYSE under the ticker symbol RPT. As of June 30, 2023, the Company's property portfolio (the ""aggregate portfolio"") consisted of 43 wholly-owned shopping centers, 13 shopping centers owned through its grocery-anchored joint venture, and 49 retail properties owned through its net lease joint venture, which together represent 14.9 million square feet of gross leasable area (GLA). As of June 30, 2023, the Company's pro-rata share of the aggregate portfolio was 93.2% leased.",138,"{'maxAge': 1, 'name': 'Ms. Deanna  Cain', 'title': 'Head of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,4,9,4,1693526400,1672444800,86400,2,11.58,11.44,11.44,11.59,11.58,11.44,11.44,11.59,0.56,0.0484,1695081600,0.7105,5.98,1.649377,15.092106,-382.33334,3054238,3054238,1196993,1595060,1595060,11.4,11.49,1300,3000,1001421696,7.28,11.67,4.6907635,10.7006,10.10265,0.54,0.046632126,USD,1953697408,0.34088,85131467,85703504,1172991,889661,1690761600,1693440000,0.0137,0.01953,0.98077005,0.62,0.0221,9.869,1.1622251,1672444800,1703980800,1688083200,-0.995,65189000,0.76,-0.03,57.47,1:4,831945600,9.151,18.204,NYQ,EQUITY,RPT,RPT,RPT Realty,RPT Realty,599322600,America/New_York,EDT,-14400000,11.47,11.5,9.5,10.6,11.0,3.0,hold,5,27467000,0.317,107323000,866248000,0.733,0.741,213488000,90.674,2.512,0.01127,0.07982,157719000,152526256,106721000,-0.036,0.73700994,0.50271,0.16469,USD,
8,"19 W 44th Street, 10th Floor",Suite 1002,New York,NY,10036-5902,United States,212 221 1261,https://www.rptrealty.com,REIT—Retail,Real Estate,"RPT Realty owns and operates a national portfolio of open-air shopping destinations principally located in top U.S. markets. The Company's shopping centers offer diverse, locally-curated consumer experiences that reflect the lifestyles of their surrounding communities and meet the modern expectations of the Company's retail partners. The Company is a fully integrated and self-administered REIT publicly traded on the New York Stock Exchange (the NYSE). The common shares of the Company, par value $0.01 per share (the common shares) are listed and traded on the NYSE under the ticker symbol RPT. As of June 30, 2023, the Company's property portfolio (the ""aggregate portfolio"") consisted of 43 wholly-owned shopping centers, 13 shopping centers owned through its grocery-anchored joint venture, and 49 retail properties owned through its net lease joint venture, which together represent 14.9 million square feet of gross leasable area (GLA). As of June 30, 2023, the Company's pro-rata share of the aggregate portfolio was 93.2% leased.",138,"{'maxAge': 1, 'name': 'Mr. Michael  McBride', 'title': 'Sr. VP of Asset Management', 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,4,9,4,1693526400,1672444800,86400,2,11.58,11.44,11.44,11.59,11.58,11.44,11.44,11.59,0.56,0.0484,1695081600,0.7105,5.98,1.649377,15.092106,-382.33334,3054238,3054238,1196993,1595060,1595060,11.4,11.49,1300,3000,1001421696,7.28,11.67,4.6907635,10.7006,10.10265,0.54,0.046632126,USD,1953697408,0.34088,85131467,85703504,1172991,889661,1690761600,1693440000,0.0137,0.01953,0.98077005,0.62,0.0221,9.869,1.1622251,1672444800,1703980800,1688083200,-0.995,65189000,0.76,-0.03,57.47,1:4,831945600,9.151,18.204,NYQ,EQUITY,RPT,RPT,RPT Realty,RPT Realty,599322600,America/New_York,EDT,-14400000,11.47,11.5,9.5,10.6,11.0,3.0,hold,5,27467000,0.317,107323000,866248000,0.733,0.741,213488000,90.674,2.512,0.01127,0.07982,157719000,152526256,106721000,-0.036,0.73700994,0.50271,0.16469,USD,
9,"19 W 44th Street, 10th Floor",Suite 1002,New York,NY,10036-5902,United States,212 221 1261,https://www.rptrealty.com,REIT—Retail,Real Estate,"RPT Realty owns and operates a national portfolio of open-air shopping destinations principally located in top U.S. markets. The Company's shopping centers offer diverse, locally-curated consumer experiences that reflect the lifestyles of their surrounding communities and meet the modern expectations of the Company's retail partners. The Company is a fully integrated and self-administered REIT publicly traded on the New York Stock Exchange (the NYSE). The common shares of the Company, par value $0.01 per share (the common shares) are listed and traded on the NYSE under the ticker symbol RPT. As of June 30, 2023, the Company's property portfolio (the ""aggregate portfolio"") consisted of 43 wholly-owned shopping centers, 13 shopping centers owned through its grocery-anchored joint venture, and 49 retail properties owned through its net lease joint venture, which together represent 14.9 million square feet of gross leasable area (GLA). As of June 30, 2023, the Company's pro-rata share of the aggregate portfolio was 93.2% leased.",138,"{'maxAge': 1, 'name': 'Mr. Vincent  Chao C.F.A.', 'title': 'Managing Director of Fin. & Investments', 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,4,9,4,1693526400,1672444800,86400,2,11.58,11.44,11.44,11.59,11.58,11.44,11.44,11.59,0.56,0.0484,1695081600,0.7105,5.98,1.649377,15.092106,-382.33334,3054238,3054238,1196993,1595060,1595060,11.4,11.49,1300,3000,1001421696,7.28,11.67,4.6907635,10.7006,10.10265,0.54,0.046632126,USD,1953697408,0.34088,85131467,85703504,1172991,889661,1690761600,1693440000,0.0137,0.01953,0.98077005,0.62,0.0221,9.869,1.1622251,1672444800,1703980800,1688083200,-0.995,65189000,0.76,-0.03,57.47,1:4,831945600,9.151,18.204,NYQ,EQUITY,RPT,RPT,RPT Realty,RPT Realty,599322600,America/New_York,EDT,-14400000,11.47,11.5,9.5,10.6,11.0,3.0,hold,5,27467000,0.317,107323000,866248000,0.733,0.741,213488000,90.674,2.512,0.01127,0.07982,157719000,152526256,106721000,-0.036,0.73700994,0.50271,0.16469,USD,
