,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1 York Street,Toronto,ON,M5J 0B6,Canada,416 979 9966,416 979 3209,https://www.sunlife.com,Insurance—Diversified,Financial Services,"Sun Life Financial Inc., a financial services company, provides savings, retirement, and pension products worldwide. It offers term and permanent life, as well as personal health, dental, critical illness, long-term care, and disability insurance products. The company provides financial advice, asset management, and investments related products. It is also involved in mutual fund and investment management businesses. Sun Life Financial Inc was founded in 1871 and is headquartered in Toronto, Canada.",29169,"{'maxAge': 1, 'name': 'Mr. Kevin David Strain C.A., CPA', 'age': 56, 'title': 'Pres, CEO & Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 2710700, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,3,3,2,1693526400,1672444800,86400,2,68.06,67.69,67.69,68.6,68.06,67.69,67.69,68.6,3.0,0.0438,1693267200,0.5783,3.9,0.973772,13.740964,9.989781,4691587,4691587,1939332,2120480,2120480,68.43,68.47,0,0,40156643328,52.97,70.11,1.5901102,67.1914,65.71015,2.88,0.042315606,CAD,-27110885376,0.11915,586813963,586828032,11142738,12818786,1690761600,1693440000,0.019,0.00075,0.54067004,4.4,25.074,2.729122,1672444800,1703980800,1688083200,-0.28,2931000064,4.98,6.85,1.25,-1.074,-6.037,TOR,EQUITY,SLF.TO,SLF.TO,SUN LIFE FINANCIAL INC.,Sun Life Financial Inc.,953821800,America/Toronto,EDT,-14400000,68.43,79.0,61.0,73.64,75.0,2.3,buy,14,82779996160,141.037,4490999808,7029000192,47.102,51.742,25254000640,30.308,43.059,0.00796,0.1221,14476000000,2795124992,3108000000,-0.291,0.093,0.58205,0.17783001,0.16028999,CAD,
1,1 York Street,Toronto,ON,M5J 0B6,Canada,416 979 9966,416 979 3209,https://www.sunlife.com,Insurance—Diversified,Financial Services,"Sun Life Financial Inc., a financial services company, provides savings, retirement, and pension products worldwide. It offers term and permanent life, as well as personal health, dental, critical illness, long-term care, and disability insurance products. The company provides financial advice, asset management, and investments related products. It is also involved in mutual fund and investment management businesses. Sun Life Financial Inc was founded in 1871 and is headquartered in Toronto, Canada.",29169,"{'maxAge': 1, 'name': 'Mr. Manjit  Singh C.A., CPA', 'title': 'Exec. VP & CFO', 'fiscalYear': 2022, 'totalPay': 1550462, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,3,3,2,1693526400,1672444800,86400,2,68.06,67.69,67.69,68.6,68.06,67.69,67.69,68.6,3.0,0.0438,1693267200,0.5783,3.9,0.973772,13.740964,9.989781,4691587,4691587,1939332,2120480,2120480,68.43,68.47,0,0,40156643328,52.97,70.11,1.5901102,67.1914,65.71015,2.88,0.042315606,CAD,-27110885376,0.11915,586813963,586828032,11142738,12818786,1690761600,1693440000,0.019,0.00075,0.54067004,4.4,25.074,2.729122,1672444800,1703980800,1688083200,-0.28,2931000064,4.98,6.85,1.25,-1.074,-6.037,TOR,EQUITY,SLF.TO,SLF.TO,SUN LIFE FINANCIAL INC.,Sun Life Financial Inc.,953821800,America/Toronto,EDT,-14400000,68.43,79.0,61.0,73.64,75.0,2.3,buy,14,82779996160,141.037,4490999808,7029000192,47.102,51.742,25254000640,30.308,43.059,0.00796,0.1221,14476000000,2795124992,3108000000,-0.291,0.093,0.58205,0.17783001,0.16028999,CAD,
2,1 York Street,Toronto,ON,M5J 0B6,Canada,416 979 9966,416 979 3209,https://www.sunlife.com,Insurance—Diversified,Financial Services,"Sun Life Financial Inc., a financial services company, provides savings, retirement, and pension products worldwide. It offers term and permanent life, as well as personal health, dental, critical illness, long-term care, and disability insurance products. The company provides financial advice, asset management, and investments related products. It is also involved in mutual fund and investment management businesses. Sun Life Financial Inc was founded in 1871 and is headquartered in Toronto, Canada.",29169,"{'maxAge': 1, 'name': 'Mr. Stephen Clarkson Peacher CFA', 'age': 58, 'title': 'Pres of SLC Management', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 3426073, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,3,3,2,1693526400,1672444800,86400,2,68.06,67.69,67.69,68.6,68.06,67.69,67.69,68.6,3.0,0.0438,1693267200,0.5783,3.9,0.973772,13.740964,9.989781,4691587,4691587,1939332,2120480,2120480,68.43,68.47,0,0,40156643328,52.97,70.11,1.5901102,67.1914,65.71015,2.88,0.042315606,CAD,-27110885376,0.11915,586813963,586828032,11142738,12818786,1690761600,1693440000,0.019,0.00075,0.54067004,4.4,25.074,2.729122,1672444800,1703980800,1688083200,-0.28,2931000064,4.98,6.85,1.25,-1.074,-6.037,TOR,EQUITY,SLF.TO,SLF.TO,SUN LIFE FINANCIAL INC.,Sun Life Financial Inc.,953821800,America/Toronto,EDT,-14400000,68.43,79.0,61.0,73.64,75.0,2.3,buy,14,82779996160,141.037,4490999808,7029000192,47.102,51.742,25254000640,30.308,43.059,0.00796,0.1221,14476000000,2795124992,3108000000,-0.291,0.093,0.58205,0.17783001,0.16028999,CAD,
3,1 York Street,Toronto,ON,M5J 0B6,Canada,416 979 9966,416 979 3209,https://www.sunlife.com,Insurance—Diversified,Financial Services,"Sun Life Financial Inc., a financial services company, provides savings, retirement, and pension products worldwide. It offers term and permanent life, as well as personal health, dental, critical illness, long-term care, and disability insurance products. The company provides financial advice, asset management, and investments related products. It is also involved in mutual fund and investment management businesses. Sun Life Financial Inc was founded in 1871 and is headquartered in Toronto, Canada.",29169,"{'maxAge': 1, 'name': 'Mr. Daniel Richard Fishbein', 'title': 'Pres of Sun Life U.S.', 'fiscalYear': 2022, 'totalPay': 2625373, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,3,3,2,1693526400,1672444800,86400,2,68.06,67.69,67.69,68.6,68.06,67.69,67.69,68.6,3.0,0.0438,1693267200,0.5783,3.9,0.973772,13.740964,9.989781,4691587,4691587,1939332,2120480,2120480,68.43,68.47,0,0,40156643328,52.97,70.11,1.5901102,67.1914,65.71015,2.88,0.042315606,CAD,-27110885376,0.11915,586813963,586828032,11142738,12818786,1690761600,1693440000,0.019,0.00075,0.54067004,4.4,25.074,2.729122,1672444800,1703980800,1688083200,-0.28,2931000064,4.98,6.85,1.25,-1.074,-6.037,TOR,EQUITY,SLF.TO,SLF.TO,SUN LIFE FINANCIAL INC.,Sun Life Financial Inc.,953821800,America/Toronto,EDT,-14400000,68.43,79.0,61.0,73.64,75.0,2.3,buy,14,82779996160,141.037,4490999808,7029000192,47.102,51.742,25254000640,30.308,43.059,0.00796,0.1221,14476000000,2795124992,3108000000,-0.291,0.093,0.58205,0.17783001,0.16028999,CAD,
4,1 York Street,Toronto,ON,M5J 0B6,Canada,416 979 9966,416 979 3209,https://www.sunlife.com,Insurance—Diversified,Financial Services,"Sun Life Financial Inc., a financial services company, provides savings, retirement, and pension products worldwide. It offers term and permanent life, as well as personal health, dental, critical illness, long-term care, and disability insurance products. The company provides financial advice, asset management, and investments related products. It is also involved in mutual fund and investment management businesses. Sun Life Financial Inc was founded in 1871 and is headquartered in Toronto, Canada.",29169,"{'maxAge': 1, 'name': 'Mr. Jacques  Goulet Jr.', 'age': 56, 'title': 'Pres of Sun Life Canada', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1575101, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,3,3,2,1693526400,1672444800,86400,2,68.06,67.69,67.69,68.6,68.06,67.69,67.69,68.6,3.0,0.0438,1693267200,0.5783,3.9,0.973772,13.740964,9.989781,4691587,4691587,1939332,2120480,2120480,68.43,68.47,0,0,40156643328,52.97,70.11,1.5901102,67.1914,65.71015,2.88,0.042315606,CAD,-27110885376,0.11915,586813963,586828032,11142738,12818786,1690761600,1693440000,0.019,0.00075,0.54067004,4.4,25.074,2.729122,1672444800,1703980800,1688083200,-0.28,2931000064,4.98,6.85,1.25,-1.074,-6.037,TOR,EQUITY,SLF.TO,SLF.TO,SUN LIFE FINANCIAL INC.,Sun Life Financial Inc.,953821800,America/Toronto,EDT,-14400000,68.43,79.0,61.0,73.64,75.0,2.3,buy,14,82779996160,141.037,4490999808,7029000192,47.102,51.742,25254000640,30.308,43.059,0.00796,0.1221,14476000000,2795124992,3108000000,-0.291,0.093,0.58205,0.17783001,0.16028999,CAD,
5,1 York Street,Toronto,ON,M5J 0B6,Canada,416 979 9966,416 979 3209,https://www.sunlife.com,Insurance—Diversified,Financial Services,"Sun Life Financial Inc., a financial services company, provides savings, retirement, and pension products worldwide. It offers term and permanent life, as well as personal health, dental, critical illness, long-term care, and disability insurance products. The company provides financial advice, asset management, and investments related products. It is also involved in mutual fund and investment management businesses. Sun Life Financial Inc was founded in 1871 and is headquartered in Toronto, Canada.",29169,"{'maxAge': 1, 'name': 'Ms. Laura Ann Money', 'title': 'Exec. VP and Chief Information & Technology Innovation Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,3,3,2,1693526400,1672444800,86400,2,68.06,67.69,67.69,68.6,68.06,67.69,67.69,68.6,3.0,0.0438,1693267200,0.5783,3.9,0.973772,13.740964,9.989781,4691587,4691587,1939332,2120480,2120480,68.43,68.47,0,0,40156643328,52.97,70.11,1.5901102,67.1914,65.71015,2.88,0.042315606,CAD,-27110885376,0.11915,586813963,586828032,11142738,12818786,1690761600,1693440000,0.019,0.00075,0.54067004,4.4,25.074,2.729122,1672444800,1703980800,1688083200,-0.28,2931000064,4.98,6.85,1.25,-1.074,-6.037,TOR,EQUITY,SLF.TO,SLF.TO,SUN LIFE FINANCIAL INC.,Sun Life Financial Inc.,953821800,America/Toronto,EDT,-14400000,68.43,79.0,61.0,73.64,75.0,2.3,buy,14,82779996160,141.037,4490999808,7029000192,47.102,51.742,25254000640,30.308,43.059,0.00796,0.1221,14476000000,2795124992,3108000000,-0.291,0.093,0.58205,0.17783001,0.16028999,CAD,
6,1 York Street,Toronto,ON,M5J 0B6,Canada,416 979 9966,416 979 3209,https://www.sunlife.com,Insurance—Diversified,Financial Services,"Sun Life Financial Inc., a financial services company, provides savings, retirement, and pension products worldwide. It offers term and permanent life, as well as personal health, dental, critical illness, long-term care, and disability insurance products. The company provides financial advice, asset management, and investments related products. It is also involved in mutual fund and investment management businesses. Sun Life Financial Inc was founded in 1871 and is headquartered in Toronto, Canada.",29169,"{'maxAge': 1, 'name': 'Mr. David  Garg', 'title': 'Sr. VP of Capital Management & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,3,3,2,1693526400,1672444800,86400,2,68.06,67.69,67.69,68.6,68.06,67.69,67.69,68.6,3.0,0.0438,1693267200,0.5783,3.9,0.973772,13.740964,9.989781,4691587,4691587,1939332,2120480,2120480,68.43,68.47,0,0,40156643328,52.97,70.11,1.5901102,67.1914,65.71015,2.88,0.042315606,CAD,-27110885376,0.11915,586813963,586828032,11142738,12818786,1690761600,1693440000,0.019,0.00075,0.54067004,4.4,25.074,2.729122,1672444800,1703980800,1688083200,-0.28,2931000064,4.98,6.85,1.25,-1.074,-6.037,TOR,EQUITY,SLF.TO,SLF.TO,SUN LIFE FINANCIAL INC.,Sun Life Financial Inc.,953821800,America/Toronto,EDT,-14400000,68.43,79.0,61.0,73.64,75.0,2.3,buy,14,82779996160,141.037,4490999808,7029000192,47.102,51.742,25254000640,30.308,43.059,0.00796,0.1221,14476000000,2795124992,3108000000,-0.291,0.093,0.58205,0.17783001,0.16028999,CAD,
7,1 York Street,Toronto,ON,M5J 0B6,Canada,416 979 9966,416 979 3209,https://www.sunlife.com,Insurance—Diversified,Financial Services,"Sun Life Financial Inc., a financial services company, provides savings, retirement, and pension products worldwide. It offers term and permanent life, as well as personal health, dental, critical illness, long-term care, and disability insurance products. The company provides financial advice, asset management, and investments related products. It is also involved in mutual fund and investment management businesses. Sun Life Financial Inc was founded in 1871 and is headquartered in Toronto, Canada.",29169,"{'maxAge': 1, 'name': 'Ms. Melissa Jane Kennedy', 'age': 59, 'title': 'Exec. VP and Chief Legal Officer & Public Policy Officer', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,3,3,2,1693526400,1672444800,86400,2,68.06,67.69,67.69,68.6,68.06,67.69,67.69,68.6,3.0,0.0438,1693267200,0.5783,3.9,0.973772,13.740964,9.989781,4691587,4691587,1939332,2120480,2120480,68.43,68.47,0,0,40156643328,52.97,70.11,1.5901102,67.1914,65.71015,2.88,0.042315606,CAD,-27110885376,0.11915,586813963,586828032,11142738,12818786,1690761600,1693440000,0.019,0.00075,0.54067004,4.4,25.074,2.729122,1672444800,1703980800,1688083200,-0.28,2931000064,4.98,6.85,1.25,-1.074,-6.037,TOR,EQUITY,SLF.TO,SLF.TO,SUN LIFE FINANCIAL INC.,Sun Life Financial Inc.,953821800,America/Toronto,EDT,-14400000,68.43,79.0,61.0,73.64,75.0,2.3,buy,14,82779996160,141.037,4490999808,7029000192,47.102,51.742,25254000640,30.308,43.059,0.00796,0.1221,14476000000,2795124992,3108000000,-0.291,0.093,0.58205,0.17783001,0.16028999,CAD,
8,1 York Street,Toronto,ON,M5J 0B6,Canada,416 979 9966,416 979 3209,https://www.sunlife.com,Insurance—Diversified,Financial Services,"Sun Life Financial Inc., a financial services company, provides savings, retirement, and pension products worldwide. It offers term and permanent life, as well as personal health, dental, critical illness, long-term care, and disability insurance products. The company provides financial advice, asset management, and investments related products. It is also involved in mutual fund and investment management businesses. Sun Life Financial Inc was founded in 1871 and is headquartered in Toronto, Canada.",29169,"{'maxAge': 1, 'name': 'Ms. Anne C. Sonnen', 'title': 'Sr. VP & Chief Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,3,3,2,1693526400,1672444800,86400,2,68.06,67.69,67.69,68.6,68.06,67.69,67.69,68.6,3.0,0.0438,1693267200,0.5783,3.9,0.973772,13.740964,9.989781,4691587,4691587,1939332,2120480,2120480,68.43,68.47,0,0,40156643328,52.97,70.11,1.5901102,67.1914,65.71015,2.88,0.042315606,CAD,-27110885376,0.11915,586813963,586828032,11142738,12818786,1690761600,1693440000,0.019,0.00075,0.54067004,4.4,25.074,2.729122,1672444800,1703980800,1688083200,-0.28,2931000064,4.98,6.85,1.25,-1.074,-6.037,TOR,EQUITY,SLF.TO,SLF.TO,SUN LIFE FINANCIAL INC.,Sun Life Financial Inc.,953821800,America/Toronto,EDT,-14400000,68.43,79.0,61.0,73.64,75.0,2.3,buy,14,82779996160,141.037,4490999808,7029000192,47.102,51.742,25254000640,30.308,43.059,0.00796,0.1221,14476000000,2795124992,3108000000,-0.291,0.093,0.58205,0.17783001,0.16028999,CAD,
9,1 York Street,Toronto,ON,M5J 0B6,Canada,416 979 9966,416 979 3209,https://www.sunlife.com,Insurance—Diversified,Financial Services,"Sun Life Financial Inc., a financial services company, provides savings, retirement, and pension products worldwide. It offers term and permanent life, as well as personal health, dental, critical illness, long-term care, and disability insurance products. The company provides financial advice, asset management, and investments related products. It is also involved in mutual fund and investment management businesses. Sun Life Financial Inc was founded in 1871 and is headquartered in Toronto, Canada.",29169,"{'maxAge': 1, 'name': 'Aishling  Cullen', 'title': 'VP of Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,3,3,2,1693526400,1672444800,86400,2,68.06,67.69,67.69,68.6,68.06,67.69,67.69,68.6,3.0,0.0438,1693267200,0.5783,3.9,0.973772,13.740964,9.989781,4691587,4691587,1939332,2120480,2120480,68.43,68.47,0,0,40156643328,52.97,70.11,1.5901102,67.1914,65.71015,2.88,0.042315606,CAD,-27110885376,0.11915,586813963,586828032,11142738,12818786,1690761600,1693440000,0.019,0.00075,0.54067004,4.4,25.074,2.729122,1672444800,1703980800,1688083200,-0.28,2931000064,4.98,6.85,1.25,-1.074,-6.037,TOR,EQUITY,SLF.TO,SLF.TO,SUN LIFE FINANCIAL INC.,Sun Life Financial Inc.,953821800,America/Toronto,EDT,-14400000,68.43,79.0,61.0,73.64,75.0,2.3,buy,14,82779996160,141.037,4490999808,7029000192,47.102,51.742,25254000640,30.308,43.059,0.00796,0.1221,14476000000,2795124992,3108000000,-0.291,0.093,0.58205,0.17783001,0.16028999,CAD,
