,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,222 West Merchandise Mart Plaza,Suite 1300,Chicago,IL,60654,United States,312 549 5000,https://www.conagrabrands.com,Packaged Foods,Consumer Defensive,"Conagra Brands, Inc., together with its subsidiaries, operates as a consumer packaged goods food company primarily in the United States. The company operates through Grocery & Snacks, Refrigerated & Frozen, International, and Foodservice segments. The Grocery & Snacks segment primarily offers shelf stable food products through various retail channels. The Refrigerated & Frozen segment provides temperature-controlled food products through various retail channels. The International segment offers food products in various temperature states through retail and foodservice channels outside of the United States. The Foodservice segment offers branded and customized food products, including meals, entrees, sauces, and various custom-manufactured culinary products packaged for restaurants and other foodservice establishments. The company sells its products under the Birds Eye, Marie Callender's, Duncan Hines, Healthy Choice, Slim Jim, Reddi-wip, Angie's, BOOMCHICKAPOP, Duke's, Earth Balance, Gardein, and Frontera brands. The company was incorporated in 1919 and is headquartered in Chicago, Illinois.",18600,"{'maxAge': 1, 'name': 'Mr. Sean M. Connolly', 'age': 57, 'title': 'Pres, CEO & Director', 'yearBorn': 1965, 'fiscalYear': 2023, 'totalPay': 4275654, 'exercisedValue': 0, 'unexercisedValue': 7035670}",9,8,8,7,8,1693526400,1703980800,86400,2,29.06,29.0,28.89,29.3305,29.06,29.0,28.89,29.3305,1.4,0.0484,1690502400,0.9296,3.16,0.541839,20.380283,10.262412,5735488,5735488,3950219,3983980,3983980,28.99,29.32,1300,1800,13829471232,28.35,41.3,1.1264536,31.1624,35.3772,1.32,0.045423266,USD,23250327552,0.05568,474136016,477867008,13212897,16072162,1690761600,1693440000,0.0277,0.0051599997,0.88335997,3.58,0.031600002,18.315,1.5801256,1685232000,1716854400,1685232000,-0.764,683600000,1.42,2.82,1.39,1285:1000,1478736000,1.894,10.315,NYQ,EQUITY,CAG,CAG,"ConAgra Brands, Inc.","Conagra Brands, Inc.",322151400,America/New_York,EDT,-14400000,28.94,39.0,30.0,35.86,36.5,2.8,hold,14,93900000,0.197,2254000128,9467599872,0.239,0.762,12277000192,107.497,25.636,0.05296,0.07733,324162496,995400000,-0.762,0.022,0.26602,0.18360001,0.15352,USD,1.2657
1,222 West Merchandise Mart Plaza,Suite 1300,Chicago,IL,60654,United States,312 549 5000,https://www.conagrabrands.com,Packaged Foods,Consumer Defensive,"Conagra Brands, Inc., together with its subsidiaries, operates as a consumer packaged goods food company primarily in the United States. The company operates through Grocery & Snacks, Refrigerated & Frozen, International, and Foodservice segments. The Grocery & Snacks segment primarily offers shelf stable food products through various retail channels. The Refrigerated & Frozen segment provides temperature-controlled food products through various retail channels. The International segment offers food products in various temperature states through retail and foodservice channels outside of the United States. The Foodservice segment offers branded and customized food products, including meals, entrees, sauces, and various custom-manufactured culinary products packaged for restaurants and other foodservice establishments. The company sells its products under the Birds Eye, Marie Callender's, Duncan Hines, Healthy Choice, Slim Jim, Reddi-wip, Angie's, BOOMCHICKAPOP, Duke's, Earth Balance, Gardein, and Frontera brands. The company was incorporated in 1919 and is headquartered in Chicago, Illinois.",18600,"{'maxAge': 1, 'name': 'Mr. David S. Marberger', 'age': 57, 'title': 'Exec. VP & CFO', 'yearBorn': 1965, 'fiscalYear': 2023, 'totalPay': 1791625, 'exercisedValue': 0, 'unexercisedValue': 40164}",9,8,8,7,8,1693526400,1703980800,86400,2,29.06,29.0,28.89,29.3305,29.06,29.0,28.89,29.3305,1.4,0.0484,1690502400,0.9296,3.16,0.541839,20.380283,10.262412,5735488,5735488,3950219,3983980,3983980,28.99,29.32,1300,1800,13829471232,28.35,41.3,1.1264536,31.1624,35.3772,1.32,0.045423266,USD,23250327552,0.05568,474136016,477867008,13212897,16072162,1690761600,1693440000,0.0277,0.0051599997,0.88335997,3.58,0.031600002,18.315,1.5801256,1685232000,1716854400,1685232000,-0.764,683600000,1.42,2.82,1.39,1285:1000,1478736000,1.894,10.315,NYQ,EQUITY,CAG,CAG,"ConAgra Brands, Inc.","Conagra Brands, Inc.",322151400,America/New_York,EDT,-14400000,28.94,39.0,30.0,35.86,36.5,2.8,hold,14,93900000,0.197,2254000128,9467599872,0.239,0.762,12277000192,107.497,25.636,0.05296,0.07733,324162496,995400000,-0.762,0.022,0.26602,0.18360001,0.15352,USD,1.2657
2,222 West Merchandise Mart Plaza,Suite 1300,Chicago,IL,60654,United States,312 549 5000,https://www.conagrabrands.com,Packaged Foods,Consumer Defensive,"Conagra Brands, Inc., together with its subsidiaries, operates as a consumer packaged goods food company primarily in the United States. The company operates through Grocery & Snacks, Refrigerated & Frozen, International, and Foodservice segments. The Grocery & Snacks segment primarily offers shelf stable food products through various retail channels. The Refrigerated & Frozen segment provides temperature-controlled food products through various retail channels. The International segment offers food products in various temperature states through retail and foodservice channels outside of the United States. The Foodservice segment offers branded and customized food products, including meals, entrees, sauces, and various custom-manufactured culinary products packaged for restaurants and other foodservice establishments. The company sells its products under the Birds Eye, Marie Callender's, Duncan Hines, Healthy Choice, Slim Jim, Reddi-wip, Angie's, BOOMCHICKAPOP, Duke's, Earth Balance, Gardein, and Frontera brands. The company was incorporated in 1919 and is headquartered in Chicago, Illinois.",18600,"{'maxAge': 1, 'name': 'Mr. Thomas M. McGough', 'age': 57, 'title': 'Co-COO & Exec. VP', 'yearBorn': 1965, 'fiscalYear': 2023, 'totalPay': 1693964, 'exercisedValue': 874567, 'unexercisedValue': 1350834}",9,8,8,7,8,1693526400,1703980800,86400,2,29.06,29.0,28.89,29.3305,29.06,29.0,28.89,29.3305,1.4,0.0484,1690502400,0.9296,3.16,0.541839,20.380283,10.262412,5735488,5735488,3950219,3983980,3983980,28.99,29.32,1300,1800,13829471232,28.35,41.3,1.1264536,31.1624,35.3772,1.32,0.045423266,USD,23250327552,0.05568,474136016,477867008,13212897,16072162,1690761600,1693440000,0.0277,0.0051599997,0.88335997,3.58,0.031600002,18.315,1.5801256,1685232000,1716854400,1685232000,-0.764,683600000,1.42,2.82,1.39,1285:1000,1478736000,1.894,10.315,NYQ,EQUITY,CAG,CAG,"ConAgra Brands, Inc.","Conagra Brands, Inc.",322151400,America/New_York,EDT,-14400000,28.94,39.0,30.0,35.86,36.5,2.8,hold,14,93900000,0.197,2254000128,9467599872,0.239,0.762,12277000192,107.497,25.636,0.05296,0.07733,324162496,995400000,-0.762,0.022,0.26602,0.18360001,0.15352,USD,1.2657
3,222 West Merchandise Mart Plaza,Suite 1300,Chicago,IL,60654,United States,312 549 5000,https://www.conagrabrands.com,Packaged Foods,Consumer Defensive,"Conagra Brands, Inc., together with its subsidiaries, operates as a consumer packaged goods food company primarily in the United States. The company operates through Grocery & Snacks, Refrigerated & Frozen, International, and Foodservice segments. The Grocery & Snacks segment primarily offers shelf stable food products through various retail channels. The Refrigerated & Frozen segment provides temperature-controlled food products through various retail channels. The International segment offers food products in various temperature states through retail and foodservice channels outside of the United States. The Foodservice segment offers branded and customized food products, including meals, entrees, sauces, and various custom-manufactured culinary products packaged for restaurants and other foodservice establishments. The company sells its products under the Birds Eye, Marie Callender's, Duncan Hines, Healthy Choice, Slim Jim, Reddi-wip, Angie's, BOOMCHICKAPOP, Duke's, Earth Balance, Gardein, and Frontera brands. The company was incorporated in 1919 and is headquartered in Chicago, Illinois.",18600,"{'maxAge': 1, 'name': 'Mr. Darren C. Serrao', 'age': 55, 'title': 'Co-COO & Exec. VP', 'yearBorn': 1967, 'fiscalYear': 2023, 'totalPay': 1315506, 'exercisedValue': 0, 'unexercisedValue': 205473}",9,8,8,7,8,1693526400,1703980800,86400,2,29.06,29.0,28.89,29.3305,29.06,29.0,28.89,29.3305,1.4,0.0484,1690502400,0.9296,3.16,0.541839,20.380283,10.262412,5735488,5735488,3950219,3983980,3983980,28.99,29.32,1300,1800,13829471232,28.35,41.3,1.1264536,31.1624,35.3772,1.32,0.045423266,USD,23250327552,0.05568,474136016,477867008,13212897,16072162,1690761600,1693440000,0.0277,0.0051599997,0.88335997,3.58,0.031600002,18.315,1.5801256,1685232000,1716854400,1685232000,-0.764,683600000,1.42,2.82,1.39,1285:1000,1478736000,1.894,10.315,NYQ,EQUITY,CAG,CAG,"ConAgra Brands, Inc.","Conagra Brands, Inc.",322151400,America/New_York,EDT,-14400000,28.94,39.0,30.0,35.86,36.5,2.8,hold,14,93900000,0.197,2254000128,9467599872,0.239,0.762,12277000192,107.497,25.636,0.05296,0.07733,324162496,995400000,-0.762,0.022,0.26602,0.18360001,0.15352,USD,1.2657
4,222 West Merchandise Mart Plaza,Suite 1300,Chicago,IL,60654,United States,312 549 5000,https://www.conagrabrands.com,Packaged Foods,Consumer Defensive,"Conagra Brands, Inc., together with its subsidiaries, operates as a consumer packaged goods food company primarily in the United States. The company operates through Grocery & Snacks, Refrigerated & Frozen, International, and Foodservice segments. The Grocery & Snacks segment primarily offers shelf stable food products through various retail channels. The Refrigerated & Frozen segment provides temperature-controlled food products through various retail channels. The International segment offers food products in various temperature states through retail and foodservice channels outside of the United States. The Foodservice segment offers branded and customized food products, including meals, entrees, sauces, and various custom-manufactured culinary products packaged for restaurants and other foodservice establishments. The company sells its products under the Birds Eye, Marie Callender's, Duncan Hines, Healthy Choice, Slim Jim, Reddi-wip, Angie's, BOOMCHICKAPOP, Duke's, Earth Balance, Gardein, and Frontera brands. The company was incorporated in 1919 and is headquartered in Chicago, Illinois.",18600,"{'maxAge': 1, 'name': 'Ms. Charisse  Brock', 'age': 60, 'title': 'Exec. VP & Chief HR Officer', 'yearBorn': 1962, 'fiscalYear': 2023, 'totalPay': 987292, 'exercisedValue': 67405, 'unexercisedValue': 237498}",9,8,8,7,8,1693526400,1703980800,86400,2,29.06,29.0,28.89,29.3305,29.06,29.0,28.89,29.3305,1.4,0.0484,1690502400,0.9296,3.16,0.541839,20.380283,10.262412,5735488,5735488,3950219,3983980,3983980,28.99,29.32,1300,1800,13829471232,28.35,41.3,1.1264536,31.1624,35.3772,1.32,0.045423266,USD,23250327552,0.05568,474136016,477867008,13212897,16072162,1690761600,1693440000,0.0277,0.0051599997,0.88335997,3.58,0.031600002,18.315,1.5801256,1685232000,1716854400,1685232000,-0.764,683600000,1.42,2.82,1.39,1285:1000,1478736000,1.894,10.315,NYQ,EQUITY,CAG,CAG,"ConAgra Brands, Inc.","Conagra Brands, Inc.",322151400,America/New_York,EDT,-14400000,28.94,39.0,30.0,35.86,36.5,2.8,hold,14,93900000,0.197,2254000128,9467599872,0.239,0.762,12277000192,107.497,25.636,0.05296,0.07733,324162496,995400000,-0.762,0.022,0.26602,0.18360001,0.15352,USD,1.2657
5,222 West Merchandise Mart Plaza,Suite 1300,Chicago,IL,60654,United States,312 549 5000,https://www.conagrabrands.com,Packaged Foods,Consumer Defensive,"Conagra Brands, Inc., together with its subsidiaries, operates as a consumer packaged goods food company primarily in the United States. The company operates through Grocery & Snacks, Refrigerated & Frozen, International, and Foodservice segments. The Grocery & Snacks segment primarily offers shelf stable food products through various retail channels. The Refrigerated & Frozen segment provides temperature-controlled food products through various retail channels. The International segment offers food products in various temperature states through retail and foodservice channels outside of the United States. The Foodservice segment offers branded and customized food products, including meals, entrees, sauces, and various custom-manufactured culinary products packaged for restaurants and other foodservice establishments. The company sells its products under the Birds Eye, Marie Callender's, Duncan Hines, Healthy Choice, Slim Jim, Reddi-wip, Angie's, BOOMCHICKAPOP, Duke's, Earth Balance, Gardein, and Frontera brands. The company was incorporated in 1919 and is headquartered in Chicago, Illinois.",18600,"{'maxAge': 1, 'name': 'Mr. William Eric Johnson', 'age': 40, 'title': 'Sr. VP, Corp. Controller & Principal Accounting Officer', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}",9,8,8,7,8,1693526400,1703980800,86400,2,29.06,29.0,28.89,29.3305,29.06,29.0,28.89,29.3305,1.4,0.0484,1690502400,0.9296,3.16,0.541839,20.380283,10.262412,5735488,5735488,3950219,3983980,3983980,28.99,29.32,1300,1800,13829471232,28.35,41.3,1.1264536,31.1624,35.3772,1.32,0.045423266,USD,23250327552,0.05568,474136016,477867008,13212897,16072162,1690761600,1693440000,0.0277,0.0051599997,0.88335997,3.58,0.031600002,18.315,1.5801256,1685232000,1716854400,1685232000,-0.764,683600000,1.42,2.82,1.39,1285:1000,1478736000,1.894,10.315,NYQ,EQUITY,CAG,CAG,"ConAgra Brands, Inc.","Conagra Brands, Inc.",322151400,America/New_York,EDT,-14400000,28.94,39.0,30.0,35.86,36.5,2.8,hold,14,93900000,0.197,2254000128,9467599872,0.239,0.762,12277000192,107.497,25.636,0.05296,0.07733,324162496,995400000,-0.762,0.022,0.26602,0.18360001,0.15352,USD,1.2657
6,222 West Merchandise Mart Plaza,Suite 1300,Chicago,IL,60654,United States,312 549 5000,https://www.conagrabrands.com,Packaged Foods,Consumer Defensive,"Conagra Brands, Inc., together with its subsidiaries, operates as a consumer packaged goods food company primarily in the United States. The company operates through Grocery & Snacks, Refrigerated & Frozen, International, and Foodservice segments. The Grocery & Snacks segment primarily offers shelf stable food products through various retail channels. The Refrigerated & Frozen segment provides temperature-controlled food products through various retail channels. The International segment offers food products in various temperature states through retail and foodservice channels outside of the United States. The Foodservice segment offers branded and customized food products, including meals, entrees, sauces, and various custom-manufactured culinary products packaged for restaurants and other foodservice establishments. The company sells its products under the Birds Eye, Marie Callender's, Duncan Hines, Healthy Choice, Slim Jim, Reddi-wip, Angie's, BOOMCHICKAPOP, Duke's, Earth Balance, Gardein, and Frontera brands. The company was incorporated in 1919 and is headquartered in Chicago, Illinois.",18600,"{'maxAge': 1, 'name': 'Ms. Tracy  Schaefer', 'title': 'Sr. VP & Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",9,8,8,7,8,1693526400,1703980800,86400,2,29.06,29.0,28.89,29.3305,29.06,29.0,28.89,29.3305,1.4,0.0484,1690502400,0.9296,3.16,0.541839,20.380283,10.262412,5735488,5735488,3950219,3983980,3983980,28.99,29.32,1300,1800,13829471232,28.35,41.3,1.1264536,31.1624,35.3772,1.32,0.045423266,USD,23250327552,0.05568,474136016,477867008,13212897,16072162,1690761600,1693440000,0.0277,0.0051599997,0.88335997,3.58,0.031600002,18.315,1.5801256,1685232000,1716854400,1685232000,-0.764,683600000,1.42,2.82,1.39,1285:1000,1478736000,1.894,10.315,NYQ,EQUITY,CAG,CAG,"ConAgra Brands, Inc.","Conagra Brands, Inc.",322151400,America/New_York,EDT,-14400000,28.94,39.0,30.0,35.86,36.5,2.8,hold,14,93900000,0.197,2254000128,9467599872,0.239,0.762,12277000192,107.497,25.636,0.05296,0.07733,324162496,995400000,-0.762,0.022,0.26602,0.18360001,0.15352,USD,1.2657
7,222 West Merchandise Mart Plaza,Suite 1300,Chicago,IL,60654,United States,312 549 5000,https://www.conagrabrands.com,Packaged Foods,Consumer Defensive,"Conagra Brands, Inc., together with its subsidiaries, operates as a consumer packaged goods food company primarily in the United States. The company operates through Grocery & Snacks, Refrigerated & Frozen, International, and Foodservice segments. The Grocery & Snacks segment primarily offers shelf stable food products through various retail channels. The Refrigerated & Frozen segment provides temperature-controlled food products through various retail channels. The International segment offers food products in various temperature states through retail and foodservice channels outside of the United States. The Foodservice segment offers branded and customized food products, including meals, entrees, sauces, and various custom-manufactured culinary products packaged for restaurants and other foodservice establishments. The company sells its products under the Birds Eye, Marie Callender's, Duncan Hines, Healthy Choice, Slim Jim, Reddi-wip, Angie's, BOOMCHICKAPOP, Duke's, Earth Balance, Gardein, and Frontera brands. The company was incorporated in 1919 and is headquartered in Chicago, Illinois.",18600,"{'maxAge': 1, 'name': 'Ms. Melissa  Napier', 'title': 'Sr. VP of Investor Relation', 'exercisedValue': 0, 'unexercisedValue': 0}",9,8,8,7,8,1693526400,1703980800,86400,2,29.06,29.0,28.89,29.3305,29.06,29.0,28.89,29.3305,1.4,0.0484,1690502400,0.9296,3.16,0.541839,20.380283,10.262412,5735488,5735488,3950219,3983980,3983980,28.99,29.32,1300,1800,13829471232,28.35,41.3,1.1264536,31.1624,35.3772,1.32,0.045423266,USD,23250327552,0.05568,474136016,477867008,13212897,16072162,1690761600,1693440000,0.0277,0.0051599997,0.88335997,3.58,0.031600002,18.315,1.5801256,1685232000,1716854400,1685232000,-0.764,683600000,1.42,2.82,1.39,1285:1000,1478736000,1.894,10.315,NYQ,EQUITY,CAG,CAG,"ConAgra Brands, Inc.","Conagra Brands, Inc.",322151400,America/New_York,EDT,-14400000,28.94,39.0,30.0,35.86,36.5,2.8,hold,14,93900000,0.197,2254000128,9467599872,0.239,0.762,12277000192,107.497,25.636,0.05296,0.07733,324162496,995400000,-0.762,0.022,0.26602,0.18360001,0.15352,USD,1.2657
8,222 West Merchandise Mart Plaza,Suite 1300,Chicago,IL,60654,United States,312 549 5000,https://www.conagrabrands.com,Packaged Foods,Consumer Defensive,"Conagra Brands, Inc., together with its subsidiaries, operates as a consumer packaged goods food company primarily in the United States. The company operates through Grocery & Snacks, Refrigerated & Frozen, International, and Foodservice segments. The Grocery & Snacks segment primarily offers shelf stable food products through various retail channels. The Refrigerated & Frozen segment provides temperature-controlled food products through various retail channels. The International segment offers food products in various temperature states through retail and foodservice channels outside of the United States. The Foodservice segment offers branded and customized food products, including meals, entrees, sauces, and various custom-manufactured culinary products packaged for restaurants and other foodservice establishments. The company sells its products under the Birds Eye, Marie Callender's, Duncan Hines, Healthy Choice, Slim Jim, Reddi-wip, Angie's, BOOMCHICKAPOP, Duke's, Earth Balance, Gardein, and Frontera brands. The company was incorporated in 1919 and is headquartered in Chicago, Illinois.",18600,"{'maxAge': 1, 'name': 'Ms. Carey L. Bartell', 'age': 48, 'title': 'Exec. VP, Gen. Counsel & Corp. Sec.', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",9,8,8,7,8,1693526400,1703980800,86400,2,29.06,29.0,28.89,29.3305,29.06,29.0,28.89,29.3305,1.4,0.0484,1690502400,0.9296,3.16,0.541839,20.380283,10.262412,5735488,5735488,3950219,3983980,3983980,28.99,29.32,1300,1800,13829471232,28.35,41.3,1.1264536,31.1624,35.3772,1.32,0.045423266,USD,23250327552,0.05568,474136016,477867008,13212897,16072162,1690761600,1693440000,0.0277,0.0051599997,0.88335997,3.58,0.031600002,18.315,1.5801256,1685232000,1716854400,1685232000,-0.764,683600000,1.42,2.82,1.39,1285:1000,1478736000,1.894,10.315,NYQ,EQUITY,CAG,CAG,"ConAgra Brands, Inc.","Conagra Brands, Inc.",322151400,America/New_York,EDT,-14400000,28.94,39.0,30.0,35.86,36.5,2.8,hold,14,93900000,0.197,2254000128,9467599872,0.239,0.762,12277000192,107.497,25.636,0.05296,0.07733,324162496,995400000,-0.762,0.022,0.26602,0.18360001,0.15352,USD,1.2657
9,222 West Merchandise Mart Plaza,Suite 1300,Chicago,IL,60654,United States,312 549 5000,https://www.conagrabrands.com,Packaged Foods,Consumer Defensive,"Conagra Brands, Inc., together with its subsidiaries, operates as a consumer packaged goods food company primarily in the United States. The company operates through Grocery & Snacks, Refrigerated & Frozen, International, and Foodservice segments. The Grocery & Snacks segment primarily offers shelf stable food products through various retail channels. The Refrigerated & Frozen segment provides temperature-controlled food products through various retail channels. The International segment offers food products in various temperature states through retail and foodservice channels outside of the United States. The Foodservice segment offers branded and customized food products, including meals, entrees, sauces, and various custom-manufactured culinary products packaged for restaurants and other foodservice establishments. The company sells its products under the Birds Eye, Marie Callender's, Duncan Hines, Healthy Choice, Slim Jim, Reddi-wip, Angie's, BOOMCHICKAPOP, Duke's, Earth Balance, Gardein, and Frontera brands. The company was incorporated in 1919 and is headquartered in Chicago, Illinois.",18600,"{'maxAge': 1, 'name': 'Mr. Jonathan J. Harris', 'age': 54, 'title': 'Exec. VP and Chief Communications & Networking Officer', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",9,8,8,7,8,1693526400,1703980800,86400,2,29.06,29.0,28.89,29.3305,29.06,29.0,28.89,29.3305,1.4,0.0484,1690502400,0.9296,3.16,0.541839,20.380283,10.262412,5735488,5735488,3950219,3983980,3983980,28.99,29.32,1300,1800,13829471232,28.35,41.3,1.1264536,31.1624,35.3772,1.32,0.045423266,USD,23250327552,0.05568,474136016,477867008,13212897,16072162,1690761600,1693440000,0.0277,0.0051599997,0.88335997,3.58,0.031600002,18.315,1.5801256,1685232000,1716854400,1685232000,-0.764,683600000,1.42,2.82,1.39,1285:1000,1478736000,1.894,10.315,NYQ,EQUITY,CAG,CAG,"ConAgra Brands, Inc.","Conagra Brands, Inc.",322151400,America/New_York,EDT,-14400000,28.94,39.0,30.0,35.86,36.5,2.8,hold,14,93900000,0.197,2254000128,9467599872,0.239,0.762,12277000192,107.497,25.636,0.05296,0.07733,324162496,995400000,-0.762,0.022,0.26602,0.18360001,0.15352,USD,1.2657
