,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Av. Brigadeiro Faria Lima, 3400",19th and 20th Floors Itaim Bibi,São Paulo,SP,04538-132,Brazil,55 11 3049 7100,https://www.csn.com.br,Steel,Basic Materials,"Companhia Siderúrgica Nacional operates as an integrated steel producer in Brazil and Latin America. It operates through five segments: Steel, Mining, Logistics, Energy, and Cement. The company offers flat steel products, such as high, medium, low carbon, micro-alloyed, ultra-low-carbon, and interstitial free slabs; hot-rolled products, including heavy and light-gauge hot-rolled coils and sheets; cold-rolled products comprising cold-rolled coils and sheets; galvanized products; tin mill products consisting of flat-rolled low-carbon steel coils or sheets; and profiles, channels, UPE sections, and steel sleepers for the distribution, packaging, automotive, home appliance, and construction industries. It primarily explores for iron ore reserves at Casa de Pedra and Engenho mines located in the city of Congonhas; and limestone and dolomite at the Bocaina mine located in the city of Arcos in the state of Minas Gerais, Brazil, as well as produces tin. In addition, the company operates railway and port facilities; produces and sells cement to construction material stores, home centers, concrete producers, construction companies, mortar industries, and cement artifact producers; and generates electric power from its thermoelectric co-generation and hydroelectric power plants. Companhia Siderúrgica Nacional was incorporated in 1941 and is headquartered in São Paulo, Brazil. Companhia Siderúrgica Nacional is a subsidiary of Vicunha Aços S.A.",24924,"{'maxAge': 1, 'name': 'Mr. Benjamin  Steinbruch', 'age': 69, 'title': 'Pres of Exec. Board, Chairman & CEO', 'yearBorn': 1953, 'exercisedValue': 0, 'unexercisedValue': 0}",5,10,2,10,9,1693526400,86400,2,47.59,0.0,47.59,47.59,47.59,0.0,47.59,47.59,4.25,0.08939999,1683676800,1.556183,0,0,1,0,0,0.0,47.59,0,0,63108624384,45.0,65.95,1.4234772,46.9654,53.5555,1.114,0.023408279,MXN,94524710912,-0.013359999,600866428,1326089984,0.0,0.025899999,13.937,3.4146516,1672444800,1703980800,1688083200,-0.07,-592460992,-1.51,2.132,13.537,MEX,EQUITY,SIDN.MX,SIDN.MX,COMPANHIA SIDERURGICA NACIONAL ,Companhia Siderúrgica Nacional,1219408200,America/Mexico_City,CDT,-18000000,47.59,none,13150884864,9.917,6982678016,42429177856,0.973,1.526,44334133248,205.771,33.431,0.03122,-0.00471,13073733000,-2471978240,4695089152,-0.069,0.04,0.24142,0.1575,0.09054,BRL,
1,"Av. Brigadeiro Faria Lima, 3400",19th and 20th Floors Itaim Bibi,São Paulo,SP,04538-132,Brazil,55 11 3049 7100,https://www.csn.com.br,Steel,Basic Materials,"Companhia Siderúrgica Nacional operates as an integrated steel producer in Brazil and Latin America. It operates through five segments: Steel, Mining, Logistics, Energy, and Cement. The company offers flat steel products, such as high, medium, low carbon, micro-alloyed, ultra-low-carbon, and interstitial free slabs; hot-rolled products, including heavy and light-gauge hot-rolled coils and sheets; cold-rolled products comprising cold-rolled coils and sheets; galvanized products; tin mill products consisting of flat-rolled low-carbon steel coils or sheets; and profiles, channels, UPE sections, and steel sleepers for the distribution, packaging, automotive, home appliance, and construction industries. It primarily explores for iron ore reserves at Casa de Pedra and Engenho mines located in the city of Congonhas; and limestone and dolomite at the Bocaina mine located in the city of Arcos in the state of Minas Gerais, Brazil, as well as produces tin. In addition, the company operates railway and port facilities; produces and sells cement to construction material stores, home centers, concrete producers, construction companies, mortar industries, and cement artifact producers; and generates electric power from its thermoelectric co-generation and hydroelectric power plants. Companhia Siderúrgica Nacional was incorporated in 1941 and is headquartered in São Paulo, Brazil. Companhia Siderúrgica Nacional is a subsidiary of Vicunha Aços S.A.",24924,"{'maxAge': 1, 'name': 'Mr. Marcelo Cunha Ribeiro', 'age': 45, 'title': 'Exec. Director of Fin. and Investor Relations & Member of Exec. Board', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",5,10,2,10,9,1693526400,86400,2,47.59,0.0,47.59,47.59,47.59,0.0,47.59,47.59,4.25,0.08939999,1683676800,1.556183,0,0,1,0,0,0.0,47.59,0,0,63108624384,45.0,65.95,1.4234772,46.9654,53.5555,1.114,0.023408279,MXN,94524710912,-0.013359999,600866428,1326089984,0.0,0.025899999,13.937,3.4146516,1672444800,1703980800,1688083200,-0.07,-592460992,-1.51,2.132,13.537,MEX,EQUITY,SIDN.MX,SIDN.MX,COMPANHIA SIDERURGICA NACIONAL ,Companhia Siderúrgica Nacional,1219408200,America/Mexico_City,CDT,-18000000,47.59,none,13150884864,9.917,6982678016,42429177856,0.973,1.526,44334133248,205.771,33.431,0.03122,-0.00471,13073733000,-2471978240,4695089152,-0.069,0.04,0.24142,0.1575,0.09054,BRL,
2,"Av. Brigadeiro Faria Lima, 3400",19th and 20th Floors Itaim Bibi,São Paulo,SP,04538-132,Brazil,55 11 3049 7100,https://www.csn.com.br,Steel,Basic Materials,"Companhia Siderúrgica Nacional operates as an integrated steel producer in Brazil and Latin America. It operates through five segments: Steel, Mining, Logistics, Energy, and Cement. The company offers flat steel products, such as high, medium, low carbon, micro-alloyed, ultra-low-carbon, and interstitial free slabs; hot-rolled products, including heavy and light-gauge hot-rolled coils and sheets; cold-rolled products comprising cold-rolled coils and sheets; galvanized products; tin mill products consisting of flat-rolled low-carbon steel coils or sheets; and profiles, channels, UPE sections, and steel sleepers for the distribution, packaging, automotive, home appliance, and construction industries. It primarily explores for iron ore reserves at Casa de Pedra and Engenho mines located in the city of Congonhas; and limestone and dolomite at the Bocaina mine located in the city of Arcos in the state of Minas Gerais, Brazil, as well as produces tin. In addition, the company operates railway and port facilities; produces and sells cement to construction material stores, home centers, concrete producers, construction companies, mortar industries, and cement artifact producers; and generates electric power from its thermoelectric co-generation and hydroelectric power plants. Companhia Siderúrgica Nacional was incorporated in 1941 and is headquartered in São Paulo, Brazil. Companhia Siderúrgica Nacional is a subsidiary of Vicunha Aços S.A.",24924,"{'maxAge': 1, 'name': 'Mr. David Moise Salama', 'age': 56, 'title': 'Exec. Director of Insurance, Credit and Property & Member of Exec. Board', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",5,10,2,10,9,1693526400,86400,2,47.59,0.0,47.59,47.59,47.59,0.0,47.59,47.59,4.25,0.08939999,1683676800,1.556183,0,0,1,0,0,0.0,47.59,0,0,63108624384,45.0,65.95,1.4234772,46.9654,53.5555,1.114,0.023408279,MXN,94524710912,-0.013359999,600866428,1326089984,0.0,0.025899999,13.937,3.4146516,1672444800,1703980800,1688083200,-0.07,-592460992,-1.51,2.132,13.537,MEX,EQUITY,SIDN.MX,SIDN.MX,COMPANHIA SIDERURGICA NACIONAL ,Companhia Siderúrgica Nacional,1219408200,America/Mexico_City,CDT,-18000000,47.59,none,13150884864,9.917,6982678016,42429177856,0.973,1.526,44334133248,205.771,33.431,0.03122,-0.00471,13073733000,-2471978240,4695089152,-0.069,0.04,0.24142,0.1575,0.09054,BRL,
3,"Av. Brigadeiro Faria Lima, 3400",19th and 20th Floors Itaim Bibi,São Paulo,SP,04538-132,Brazil,55 11 3049 7100,https://www.csn.com.br,Steel,Basic Materials,"Companhia Siderúrgica Nacional operates as an integrated steel producer in Brazil and Latin America. It operates through five segments: Steel, Mining, Logistics, Energy, and Cement. The company offers flat steel products, such as high, medium, low carbon, micro-alloyed, ultra-low-carbon, and interstitial free slabs; hot-rolled products, including heavy and light-gauge hot-rolled coils and sheets; cold-rolled products comprising cold-rolled coils and sheets; galvanized products; tin mill products consisting of flat-rolled low-carbon steel coils or sheets; and profiles, channels, UPE sections, and steel sleepers for the distribution, packaging, automotive, home appliance, and construction industries. It primarily explores for iron ore reserves at Casa de Pedra and Engenho mines located in the city of Congonhas; and limestone and dolomite at the Bocaina mine located in the city of Arcos in the state of Minas Gerais, Brazil, as well as produces tin. In addition, the company operates railway and port facilities; produces and sells cement to construction material stores, home centers, concrete producers, construction companies, mortar industries, and cement artifact producers; and generates electric power from its thermoelectric co-generation and hydroelectric power plants. Companhia Siderúrgica Nacional was incorporated in 1941 and is headquartered in São Paulo, Brazil. Companhia Siderúrgica Nacional is a subsidiary of Vicunha Aços S.A.",24924,"{'maxAge': 1, 'name': 'Mr. Luis Fernando Barbosa Martinez', 'age': 59, 'title': 'Exec. Director of Commercial and Logistics Area & Member of Exec. Board', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",5,10,2,10,9,1693526400,86400,2,47.59,0.0,47.59,47.59,47.59,0.0,47.59,47.59,4.25,0.08939999,1683676800,1.556183,0,0,1,0,0,0.0,47.59,0,0,63108624384,45.0,65.95,1.4234772,46.9654,53.5555,1.114,0.023408279,MXN,94524710912,-0.013359999,600866428,1326089984,0.0,0.025899999,13.937,3.4146516,1672444800,1703980800,1688083200,-0.07,-592460992,-1.51,2.132,13.537,MEX,EQUITY,SIDN.MX,SIDN.MX,COMPANHIA SIDERURGICA NACIONAL ,Companhia Siderúrgica Nacional,1219408200,America/Mexico_City,CDT,-18000000,47.59,none,13150884864,9.917,6982678016,42429177856,0.973,1.526,44334133248,205.771,33.431,0.03122,-0.00471,13073733000,-2471978240,4695089152,-0.069,0.04,0.24142,0.1575,0.09054,BRL,
4,"Av. Brigadeiro Faria Lima, 3400",19th and 20th Floors Itaim Bibi,São Paulo,SP,04538-132,Brazil,55 11 3049 7100,https://www.csn.com.br,Steel,Basic Materials,"Companhia Siderúrgica Nacional operates as an integrated steel producer in Brazil and Latin America. It operates through five segments: Steel, Mining, Logistics, Energy, and Cement. The company offers flat steel products, such as high, medium, low carbon, micro-alloyed, ultra-low-carbon, and interstitial free slabs; hot-rolled products, including heavy and light-gauge hot-rolled coils and sheets; cold-rolled products comprising cold-rolled coils and sheets; galvanized products; tin mill products consisting of flat-rolled low-carbon steel coils or sheets; and profiles, channels, UPE sections, and steel sleepers for the distribution, packaging, automotive, home appliance, and construction industries. It primarily explores for iron ore reserves at Casa de Pedra and Engenho mines located in the city of Congonhas; and limestone and dolomite at the Bocaina mine located in the city of Arcos in the state of Minas Gerais, Brazil, as well as produces tin. In addition, the company operates railway and port facilities; produces and sells cement to construction material stores, home centers, concrete producers, construction companies, mortar industries, and cement artifact producers; and generates electric power from its thermoelectric co-generation and hydroelectric power plants. Companhia Siderúrgica Nacional was incorporated in 1941 and is headquartered in São Paulo, Brazil. Companhia Siderúrgica Nacional is a subsidiary of Vicunha Aços S.A.",24924,"{'maxAge': 1, 'name': 'Mr. Stephan Heinz Josef Victor Weber', 'age': 61, 'title': 'Exec. Director of Investments & Member of Exec. Board', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",5,10,2,10,9,1693526400,86400,2,47.59,0.0,47.59,47.59,47.59,0.0,47.59,47.59,4.25,0.08939999,1683676800,1.556183,0,0,1,0,0,0.0,47.59,0,0,63108624384,45.0,65.95,1.4234772,46.9654,53.5555,1.114,0.023408279,MXN,94524710912,-0.013359999,600866428,1326089984,0.0,0.025899999,13.937,3.4146516,1672444800,1703980800,1688083200,-0.07,-592460992,-1.51,2.132,13.537,MEX,EQUITY,SIDN.MX,SIDN.MX,COMPANHIA SIDERURGICA NACIONAL ,Companhia Siderúrgica Nacional,1219408200,America/Mexico_City,CDT,-18000000,47.59,none,13150884864,9.917,6982678016,42429177856,0.973,1.526,44334133248,205.771,33.431,0.03122,-0.00471,13073733000,-2471978240,4695089152,-0.069,0.04,0.24142,0.1575,0.09054,BRL,
5,"Av. Brigadeiro Faria Lima, 3400",19th and 20th Floors Itaim Bibi,São Paulo,SP,04538-132,Brazil,55 11 3049 7100,https://www.csn.com.br,Steel,Basic Materials,"Companhia Siderúrgica Nacional operates as an integrated steel producer in Brazil and Latin America. It operates through five segments: Steel, Mining, Logistics, Energy, and Cement. The company offers flat steel products, such as high, medium, low carbon, micro-alloyed, ultra-low-carbon, and interstitial free slabs; hot-rolled products, including heavy and light-gauge hot-rolled coils and sheets; cold-rolled products comprising cold-rolled coils and sheets; galvanized products; tin mill products consisting of flat-rolled low-carbon steel coils or sheets; and profiles, channels, UPE sections, and steel sleepers for the distribution, packaging, automotive, home appliance, and construction industries. It primarily explores for iron ore reserves at Casa de Pedra and Engenho mines located in the city of Congonhas; and limestone and dolomite at the Bocaina mine located in the city of Arcos in the state of Minas Gerais, Brazil, as well as produces tin. In addition, the company operates railway and port facilities; produces and sells cement to construction material stores, home centers, concrete producers, construction companies, mortar industries, and cement artifact producers; and generates electric power from its thermoelectric co-generation and hydroelectric power plants. Companhia Siderúrgica Nacional was incorporated in 1941 and is headquartered in São Paulo, Brazil. Companhia Siderúrgica Nacional is a subsidiary of Vicunha Aços S.A.",24924,"{'maxAge': 1, 'name': 'Mr. Alexandre  de Campos Lyra', 'title': 'Member of the Exec. Board', 'exercisedValue': 0, 'unexercisedValue': 0}",5,10,2,10,9,1693526400,86400,2,47.59,0.0,47.59,47.59,47.59,0.0,47.59,47.59,4.25,0.08939999,1683676800,1.556183,0,0,1,0,0,0.0,47.59,0,0,63108624384,45.0,65.95,1.4234772,46.9654,53.5555,1.114,0.023408279,MXN,94524710912,-0.013359999,600866428,1326089984,0.0,0.025899999,13.937,3.4146516,1672444800,1703980800,1688083200,-0.07,-592460992,-1.51,2.132,13.537,MEX,EQUITY,SIDN.MX,SIDN.MX,COMPANHIA SIDERURGICA NACIONAL ,Companhia Siderúrgica Nacional,1219408200,America/Mexico_City,CDT,-18000000,47.59,none,13150884864,9.917,6982678016,42429177856,0.973,1.526,44334133248,205.771,33.431,0.03122,-0.00471,13073733000,-2471978240,4695089152,-0.069,0.04,0.24142,0.1575,0.09054,BRL,
6,"Av. Brigadeiro Faria Lima, 3400",19th and 20th Floors Itaim Bibi,São Paulo,SP,04538-132,Brazil,55 11 3049 7100,https://www.csn.com.br,Steel,Basic Materials,"Companhia Siderúrgica Nacional operates as an integrated steel producer in Brazil and Latin America. It operates through five segments: Steel, Mining, Logistics, Energy, and Cement. The company offers flat steel products, such as high, medium, low carbon, micro-alloyed, ultra-low-carbon, and interstitial free slabs; hot-rolled products, including heavy and light-gauge hot-rolled coils and sheets; cold-rolled products comprising cold-rolled coils and sheets; galvanized products; tin mill products consisting of flat-rolled low-carbon steel coils or sheets; and profiles, channels, UPE sections, and steel sleepers for the distribution, packaging, automotive, home appliance, and construction industries. It primarily explores for iron ore reserves at Casa de Pedra and Engenho mines located in the city of Congonhas; and limestone and dolomite at the Bocaina mine located in the city of Arcos in the state of Minas Gerais, Brazil, as well as produces tin. In addition, the company operates railway and port facilities; produces and sells cement to construction material stores, home centers, concrete producers, construction companies, mortar industries, and cement artifact producers; and generates electric power from its thermoelectric co-generation and hydroelectric power plants. Companhia Siderúrgica Nacional was incorporated in 1941 and is headquartered in São Paulo, Brazil. Companhia Siderúrgica Nacional is a subsidiary of Vicunha Aços S.A.",24924,"{'maxAge': 1, 'name': 'Ms. Claudia Maria Sarti', 'age': 52, 'title': 'Corp. Legal, Governance & Capital Market Mang.', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",5,10,2,10,9,1693526400,86400,2,47.59,0.0,47.59,47.59,47.59,0.0,47.59,47.59,4.25,0.08939999,1683676800,1.556183,0,0,1,0,0,0.0,47.59,0,0,63108624384,45.0,65.95,1.4234772,46.9654,53.5555,1.114,0.023408279,MXN,94524710912,-0.013359999,600866428,1326089984,0.0,0.025899999,13.937,3.4146516,1672444800,1703980800,1688083200,-0.07,-592460992,-1.51,2.132,13.537,MEX,EQUITY,SIDN.MX,SIDN.MX,COMPANHIA SIDERURGICA NACIONAL ,Companhia Siderúrgica Nacional,1219408200,America/Mexico_City,CDT,-18000000,47.59,none,13150884864,9.917,6982678016,42429177856,0.973,1.526,44334133248,205.771,33.431,0.03122,-0.00471,13073733000,-2471978240,4695089152,-0.069,0.04,0.24142,0.1575,0.09054,BRL,
7,"Av. Brigadeiro Faria Lima, 3400",19th and 20th Floors Itaim Bibi,São Paulo,SP,04538-132,Brazil,55 11 3049 7100,https://www.csn.com.br,Steel,Basic Materials,"Companhia Siderúrgica Nacional operates as an integrated steel producer in Brazil and Latin America. It operates through five segments: Steel, Mining, Logistics, Energy, and Cement. The company offers flat steel products, such as high, medium, low carbon, micro-alloyed, ultra-low-carbon, and interstitial free slabs; hot-rolled products, including heavy and light-gauge hot-rolled coils and sheets; cold-rolled products comprising cold-rolled coils and sheets; galvanized products; tin mill products consisting of flat-rolled low-carbon steel coils or sheets; and profiles, channels, UPE sections, and steel sleepers for the distribution, packaging, automotive, home appliance, and construction industries. It primarily explores for iron ore reserves at Casa de Pedra and Engenho mines located in the city of Congonhas; and limestone and dolomite at the Bocaina mine located in the city of Arcos in the state of Minas Gerais, Brazil, as well as produces tin. In addition, the company operates railway and port facilities; produces and sells cement to construction material stores, home centers, concrete producers, construction companies, mortar industries, and cement artifact producers; and generates electric power from its thermoelectric co-generation and hydroelectric power plants. Companhia Siderúrgica Nacional was incorporated in 1941 and is headquartered in São Paulo, Brazil. Companhia Siderúrgica Nacional is a subsidiary of Vicunha Aços S.A.",24924,"{'maxAge': 1, 'name': 'Igor Estrada Gouvea', 'title': 'Director of Audit, Risks & Compliance', 'exercisedValue': 0, 'unexercisedValue': 0}",5,10,2,10,9,1693526400,86400,2,47.59,0.0,47.59,47.59,47.59,0.0,47.59,47.59,4.25,0.08939999,1683676800,1.556183,0,0,1,0,0,0.0,47.59,0,0,63108624384,45.0,65.95,1.4234772,46.9654,53.5555,1.114,0.023408279,MXN,94524710912,-0.013359999,600866428,1326089984,0.0,0.025899999,13.937,3.4146516,1672444800,1703980800,1688083200,-0.07,-592460992,-1.51,2.132,13.537,MEX,EQUITY,SIDN.MX,SIDN.MX,COMPANHIA SIDERURGICA NACIONAL ,Companhia Siderúrgica Nacional,1219408200,America/Mexico_City,CDT,-18000000,47.59,none,13150884864,9.917,6982678016,42429177856,0.973,1.526,44334133248,205.771,33.431,0.03122,-0.00471,13073733000,-2471978240,4695089152,-0.069,0.04,0.24142,0.1575,0.09054,BRL,
8,"Av. Brigadeiro Faria Lima, 3400",19th and 20th Floors Itaim Bibi,São Paulo,SP,04538-132,Brazil,55 11 3049 7100,https://www.csn.com.br,Steel,Basic Materials,"Companhia Siderúrgica Nacional operates as an integrated steel producer in Brazil and Latin America. It operates through five segments: Steel, Mining, Logistics, Energy, and Cement. The company offers flat steel products, such as high, medium, low carbon, micro-alloyed, ultra-low-carbon, and interstitial free slabs; hot-rolled products, including heavy and light-gauge hot-rolled coils and sheets; cold-rolled products comprising cold-rolled coils and sheets; galvanized products; tin mill products consisting of flat-rolled low-carbon steel coils or sheets; and profiles, channels, UPE sections, and steel sleepers for the distribution, packaging, automotive, home appliance, and construction industries. It primarily explores for iron ore reserves at Casa de Pedra and Engenho mines located in the city of Congonhas; and limestone and dolomite at the Bocaina mine located in the city of Arcos in the state of Minas Gerais, Brazil, as well as produces tin. In addition, the company operates railway and port facilities; produces and sells cement to construction material stores, home centers, concrete producers, construction companies, mortar industries, and cement artifact producers; and generates electric power from its thermoelectric co-generation and hydroelectric power plants. Companhia Siderúrgica Nacional was incorporated in 1941 and is headquartered in São Paulo, Brazil. Companhia Siderúrgica Nacional is a subsidiary of Vicunha Aços S.A.",24924,"{'maxAge': 1, 'name': 'Leonardo  De Abreu', 'age': 43, 'title': 'People & Management Director', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",5,10,2,10,9,1693526400,86400,2,47.59,0.0,47.59,47.59,47.59,0.0,47.59,47.59,4.25,0.08939999,1683676800,1.556183,0,0,1,0,0,0.0,47.59,0,0,63108624384,45.0,65.95,1.4234772,46.9654,53.5555,1.114,0.023408279,MXN,94524710912,-0.013359999,600866428,1326089984,0.0,0.025899999,13.937,3.4146516,1672444800,1703980800,1688083200,-0.07,-592460992,-1.51,2.132,13.537,MEX,EQUITY,SIDN.MX,SIDN.MX,COMPANHIA SIDERURGICA NACIONAL ,Companhia Siderúrgica Nacional,1219408200,America/Mexico_City,CDT,-18000000,47.59,none,13150884864,9.917,6982678016,42429177856,0.973,1.526,44334133248,205.771,33.431,0.03122,-0.00471,13073733000,-2471978240,4695089152,-0.069,0.04,0.24142,0.1575,0.09054,BRL,
9,"Av. Brigadeiro Faria Lima, 3400",19th and 20th Floors Itaim Bibi,São Paulo,SP,04538-132,Brazil,55 11 3049 7100,https://www.csn.com.br,Steel,Basic Materials,"Companhia Siderúrgica Nacional operates as an integrated steel producer in Brazil and Latin America. It operates through five segments: Steel, Mining, Logistics, Energy, and Cement. The company offers flat steel products, such as high, medium, low carbon, micro-alloyed, ultra-low-carbon, and interstitial free slabs; hot-rolled products, including heavy and light-gauge hot-rolled coils and sheets; cold-rolled products comprising cold-rolled coils and sheets; galvanized products; tin mill products consisting of flat-rolled low-carbon steel coils or sheets; and profiles, channels, UPE sections, and steel sleepers for the distribution, packaging, automotive, home appliance, and construction industries. It primarily explores for iron ore reserves at Casa de Pedra and Engenho mines located in the city of Congonhas; and limestone and dolomite at the Bocaina mine located in the city of Arcos in the state of Minas Gerais, Brazil, as well as produces tin. In addition, the company operates railway and port facilities; produces and sells cement to construction material stores, home centers, concrete producers, construction companies, mortar industries, and cement artifact producers; and generates electric power from its thermoelectric co-generation and hydroelectric power plants. Companhia Siderúrgica Nacional was incorporated in 1941 and is headquartered in São Paulo, Brazil. Companhia Siderúrgica Nacional is a subsidiary of Vicunha Aços S.A.",24924,"{'maxAge': 1, 'name': 'Mr. Felipe  Steinbruch', 'age': 28, 'title': 'Head of CSN Inova', 'yearBorn': 1994, 'exercisedValue': 0, 'unexercisedValue': 0}",5,10,2,10,9,1693526400,86400,2,47.59,0.0,47.59,47.59,47.59,0.0,47.59,47.59,4.25,0.08939999,1683676800,1.556183,0,0,1,0,0,0.0,47.59,0,0,63108624384,45.0,65.95,1.4234772,46.9654,53.5555,1.114,0.023408279,MXN,94524710912,-0.013359999,600866428,1326089984,0.0,0.025899999,13.937,3.4146516,1672444800,1703980800,1688083200,-0.07,-592460992,-1.51,2.132,13.537,MEX,EQUITY,SIDN.MX,SIDN.MX,COMPANHIA SIDERURGICA NACIONAL ,Companhia Siderúrgica Nacional,1219408200,America/Mexico_City,CDT,-18000000,47.59,none,13150884864,9.917,6982678016,42429177856,0.973,1.526,44334133248,205.771,33.431,0.03122,-0.00471,13073733000,-2471978240,4695089152,-0.069,0.04,0.24142,0.1575,0.09054,BRL,
