,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,No.55 FuXingMenNei Street,Xicheng District,Beijing,100140,China,86 10 6610 6114,86 10 6610 7571,https://www.icbc-ltd.com,Banks—Diversified,Financial Services,"Industrial and Commercial Bank of China Limited, together with its subsidiaries, provides banking products and services in the People's Republic of China and internationally. The company operates through Corporate Banking, Personal Banking, and Treasury Operations segments. The Corporate Banking segment offers financial products and services to corporations, government agencies, and financial institutions. Its products and services include trade financing, deposit, corporate wealth management, custody, and various corporate intermediary services, as well as corporate loans. Its Personal Banking segment provides financial products and services to individual customers. This segment's products and services comprise personal loans and cards, deposits, and personal wealth management and intermediary services. The Treasury Business segment is involved in the money market transactions, investment securities, and proprietary and foreign exchange transactions businesses. It also offers e-banking services, investment banking, financial leasing, and insurance services. Industrial and Commercial Bank of China Limited was incorporated in 1984 and is based in Beijing, the People's Republic of China.",427587,"{'maxAge': 1, 'name': 'Mr. Siqing  Chen', 'age': 62, 'title': 'Exec. Chairman', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 119256, 'exercisedValue': 0, 'unexercisedValue': 0}",2,3,5,1,2,1693526400,1672444800,86400,2,9.67,9.67,9.61,9.67,9.67,9.67,9.61,9.67,0.84,0.087299995,1688601600,0.31120002,6.61,0.408783,3.5666666,279403,279403,175116,147460,147460,0.0,0.0,0,0,213646376960,8.48,11.9,0.29037192,9.1748,10.19115,0.303,0.031334024,USD,-2503812317184,0.49276,4435297666,17820299264,0.0,8.0000005e-05,180.78,0.053269166,1672444800,1703980800,1688083200,0.033,347671986176,2.7,2:1,1293667200,-3.403,PNK,EQUITY,IDCBY,IDCBY,INDUSTRIAL & COMMERCIAL BK OF C,Industrial and Commercial Bank of China Limited,1263997800,America/New_York,EDT,-14400000,9.63,none,5649955028992,317.051,2819497918464,735768018944,41.28,0.00881,0.10475001,735570000000,581024022528,0.032,-0.005,0.0,0.0,0.56836,CNY,0.6045
1,No.55 FuXingMenNei Street,Xicheng District,Beijing,100140,China,86 10 6610 6114,86 10 6610 7571,https://www.icbc-ltd.com,Banks—Diversified,Financial Services,"Industrial and Commercial Bank of China Limited, together with its subsidiaries, provides banking products and services in the People's Republic of China and internationally. The company operates through Corporate Banking, Personal Banking, and Treasury Operations segments. The Corporate Banking segment offers financial products and services to corporations, government agencies, and financial institutions. Its products and services include trade financing, deposit, corporate wealth management, custody, and various corporate intermediary services, as well as corporate loans. Its Personal Banking segment provides financial products and services to individual customers. This segment's products and services comprise personal loans and cards, deposits, and personal wealth management and intermediary services. The Treasury Business segment is involved in the money market transactions, investment securities, and proprietary and foreign exchange transactions businesses. It also offers e-banking services, investment banking, financial leasing, and insurance services. Industrial and Commercial Bank of China Limited was incorporated in 1984 and is based in Beijing, the People's Republic of China.",427587,"{'maxAge': 1, 'name': 'Mr. Lin  Liao', 'age': 56, 'title': 'Exec. Vice Chairman & Pres', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 119256, 'exercisedValue': 0, 'unexercisedValue': 0}",2,3,5,1,2,1693526400,1672444800,86400,2,9.67,9.67,9.61,9.67,9.67,9.67,9.61,9.67,0.84,0.087299995,1688601600,0.31120002,6.61,0.408783,3.5666666,279403,279403,175116,147460,147460,0.0,0.0,0,0,213646376960,8.48,11.9,0.29037192,9.1748,10.19115,0.303,0.031334024,USD,-2503812317184,0.49276,4435297666,17820299264,0.0,8.0000005e-05,180.78,0.053269166,1672444800,1703980800,1688083200,0.033,347671986176,2.7,2:1,1293667200,-3.403,PNK,EQUITY,IDCBY,IDCBY,INDUSTRIAL & COMMERCIAL BK OF C,Industrial and Commercial Bank of China Limited,1263997800,America/New_York,EDT,-14400000,9.63,none,5649955028992,317.051,2819497918464,735768018944,41.28,0.00881,0.10475001,735570000000,581024022528,0.032,-0.005,0.0,0.0,0.56836,CNY,0.6045
2,No.55 FuXingMenNei Street,Xicheng District,Beijing,100140,China,86 10 6610 6114,86 10 6610 7571,https://www.icbc-ltd.com,Banks—Diversified,Financial Services,"Industrial and Commercial Bank of China Limited, together with its subsidiaries, provides banking products and services in the People's Republic of China and internationally. The company operates through Corporate Banking, Personal Banking, and Treasury Operations segments. The Corporate Banking segment offers financial products and services to corporations, government agencies, and financial institutions. Its products and services include trade financing, deposit, corporate wealth management, custody, and various corporate intermediary services, as well as corporate loans. Its Personal Banking segment provides financial products and services to individual customers. This segment's products and services comprise personal loans and cards, deposits, and personal wealth management and intermediary services. The Treasury Business segment is involved in the money market transactions, investment securities, and proprietary and foreign exchange transactions businesses. It also offers e-banking services, investment banking, financial leasing, and insurance services. Industrial and Commercial Bank of China Limited was incorporated in 1984 and is based in Beijing, the People's Republic of China.",427587,"{'maxAge': 1, 'name': 'Mr. Wenwu  Zhang', 'age': 49, 'title': 'Sr. Exec. VP', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 109278, 'exercisedValue': 0, 'unexercisedValue': 0}",2,3,5,1,2,1693526400,1672444800,86400,2,9.67,9.67,9.61,9.67,9.67,9.67,9.61,9.67,0.84,0.087299995,1688601600,0.31120002,6.61,0.408783,3.5666666,279403,279403,175116,147460,147460,0.0,0.0,0,0,213646376960,8.48,11.9,0.29037192,9.1748,10.19115,0.303,0.031334024,USD,-2503812317184,0.49276,4435297666,17820299264,0.0,8.0000005e-05,180.78,0.053269166,1672444800,1703980800,1688083200,0.033,347671986176,2.7,2:1,1293667200,-3.403,PNK,EQUITY,IDCBY,IDCBY,INDUSTRIAL & COMMERCIAL BK OF C,Industrial and Commercial Bank of China Limited,1263997800,America/New_York,EDT,-14400000,9.63,none,5649955028992,317.051,2819497918464,735768018944,41.28,0.00881,0.10475001,735570000000,581024022528,0.032,-0.005,0.0,0.0,0.56836,CNY,0.6045
3,No.55 FuXingMenNei Street,Xicheng District,Beijing,100140,China,86 10 6610 6114,86 10 6610 7571,https://www.icbc-ltd.com,Banks—Diversified,Financial Services,"Industrial and Commercial Bank of China Limited, together with its subsidiaries, provides banking products and services in the People's Republic of China and internationally. The company operates through Corporate Banking, Personal Banking, and Treasury Operations segments. The Corporate Banking segment offers financial products and services to corporations, government agencies, and financial institutions. Its products and services include trade financing, deposit, corporate wealth management, custody, and various corporate intermediary services, as well as corporate loans. Its Personal Banking segment provides financial products and services to individual customers. This segment's products and services comprise personal loans and cards, deposits, and personal wealth management and intermediary services. The Treasury Business segment is involved in the money market transactions, investment securities, and proprietary and foreign exchange transactions businesses. It also offers e-banking services, investment banking, financial leasing, and insurance services. Industrial and Commercial Bank of China Limited was incorporated in 1984 and is based in Beijing, the People's Republic of China.",427587,"{'maxAge': 1, 'name': 'Mr. Jingwu  Wang', 'age': 56, 'title': 'Sr. Exec. VP, Chief Risk Officer & Exec. Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 109278, 'exercisedValue': 0, 'unexercisedValue': 0}",2,3,5,1,2,1693526400,1672444800,86400,2,9.67,9.67,9.61,9.67,9.67,9.67,9.61,9.67,0.84,0.087299995,1688601600,0.31120002,6.61,0.408783,3.5666666,279403,279403,175116,147460,147460,0.0,0.0,0,0,213646376960,8.48,11.9,0.29037192,9.1748,10.19115,0.303,0.031334024,USD,-2503812317184,0.49276,4435297666,17820299264,0.0,8.0000005e-05,180.78,0.053269166,1672444800,1703980800,1688083200,0.033,347671986176,2.7,2:1,1293667200,-3.403,PNK,EQUITY,IDCBY,IDCBY,INDUSTRIAL & COMMERCIAL BK OF C,Industrial and Commercial Bank of China Limited,1263997800,America/New_York,EDT,-14400000,9.63,none,5649955028992,317.051,2819497918464,735768018944,41.28,0.00881,0.10475001,735570000000,581024022528,0.032,-0.005,0.0,0.0,0.56836,CNY,0.6045
4,No.55 FuXingMenNei Street,Xicheng District,Beijing,100140,China,86 10 6610 6114,86 10 6610 7571,https://www.icbc-ltd.com,Banks—Diversified,Financial Services,"Industrial and Commercial Bank of China Limited, together with its subsidiaries, provides banking products and services in the People's Republic of China and internationally. The company operates through Corporate Banking, Personal Banking, and Treasury Operations segments. The Corporate Banking segment offers financial products and services to corporations, government agencies, and financial institutions. Its products and services include trade financing, deposit, corporate wealth management, custody, and various corporate intermediary services, as well as corporate loans. Its Personal Banking segment provides financial products and services to individual customers. This segment's products and services comprise personal loans and cards, deposits, and personal wealth management and intermediary services. The Treasury Business segment is involved in the money market transactions, investment securities, and proprietary and foreign exchange transactions businesses. It also offers e-banking services, investment banking, financial leasing, and insurance services. Industrial and Commercial Bank of China Limited was incorporated in 1984 and is based in Beijing, the People's Republic of China.",427587,"{'maxAge': 1, 'name': 'Ms. Yan  Xiong', 'age': 58, 'title': 'Chief Bus. Officer', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 179043, 'exercisedValue': 0, 'unexercisedValue': 0}",2,3,5,1,2,1693526400,1672444800,86400,2,9.67,9.67,9.61,9.67,9.67,9.67,9.61,9.67,0.84,0.087299995,1688601600,0.31120002,6.61,0.408783,3.5666666,279403,279403,175116,147460,147460,0.0,0.0,0,0,213646376960,8.48,11.9,0.29037192,9.1748,10.19115,0.303,0.031334024,USD,-2503812317184,0.49276,4435297666,17820299264,0.0,8.0000005e-05,180.78,0.053269166,1672444800,1703980800,1688083200,0.033,347671986176,2.7,2:1,1293667200,-3.403,PNK,EQUITY,IDCBY,IDCBY,INDUSTRIAL & COMMERCIAL BK OF C,Industrial and Commercial Bank of China Limited,1263997800,America/New_York,EDT,-14400000,9.63,none,5649955028992,317.051,2819497918464,735768018944,41.28,0.00881,0.10475001,735570000000,581024022528,0.032,-0.005,0.0,0.0,0.56836,CNY,0.6045
5,No.55 FuXingMenNei Street,Xicheng District,Beijing,100140,China,86 10 6610 6114,86 10 6610 7571,https://www.icbc-ltd.com,Banks—Diversified,Financial Services,"Industrial and Commercial Bank of China Limited, together with its subsidiaries, provides banking products and services in the People's Republic of China and internationally. The company operates through Corporate Banking, Personal Banking, and Treasury Operations segments. The Corporate Banking segment offers financial products and services to corporations, government agencies, and financial institutions. Its products and services include trade financing, deposit, corporate wealth management, custody, and various corporate intermediary services, as well as corporate loans. Its Personal Banking segment provides financial products and services to individual customers. This segment's products and services comprise personal loans and cards, deposits, and personal wealth management and intermediary services. The Treasury Business segment is involved in the money market transactions, investment securities, and proprietary and foreign exchange transactions businesses. It also offers e-banking services, investment banking, financial leasing, and insurance services. Industrial and Commercial Bank of China Limited was incorporated in 1984 and is based in Beijing, the People's Republic of China.",427587,"{'maxAge': 1, 'name': 'Mr. Jianhua  Song', 'age': 57, 'title': 'Chief Bus. Officer', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 178218, 'exercisedValue': 0, 'unexercisedValue': 0}",2,3,5,1,2,1693526400,1672444800,86400,2,9.67,9.67,9.61,9.67,9.67,9.67,9.61,9.67,0.84,0.087299995,1688601600,0.31120002,6.61,0.408783,3.5666666,279403,279403,175116,147460,147460,0.0,0.0,0,0,213646376960,8.48,11.9,0.29037192,9.1748,10.19115,0.303,0.031334024,USD,-2503812317184,0.49276,4435297666,17820299264,0.0,8.0000005e-05,180.78,0.053269166,1672444800,1703980800,1688083200,0.033,347671986176,2.7,2:1,1293667200,-3.403,PNK,EQUITY,IDCBY,IDCBY,INDUSTRIAL & COMMERCIAL BK OF C,Industrial and Commercial Bank of China Limited,1263997800,America/New_York,EDT,-14400000,9.63,none,5649955028992,317.051,2819497918464,735768018944,41.28,0.00881,0.10475001,735570000000,581024022528,0.032,-0.005,0.0,0.0,0.56836,CNY,0.6045
6,No.55 FuXingMenNei Street,Xicheng District,Beijing,100140,China,86 10 6610 6114,86 10 6610 7571,https://www.icbc-ltd.com,Banks—Diversified,Financial Services,"Industrial and Commercial Bank of China Limited, together with its subsidiaries, provides banking products and services in the People's Republic of China and internationally. The company operates through Corporate Banking, Personal Banking, and Treasury Operations segments. The Corporate Banking segment offers financial products and services to corporations, government agencies, and financial institutions. Its products and services include trade financing, deposit, corporate wealth management, custody, and various corporate intermediary services, as well as corporate loans. Its Personal Banking segment provides financial products and services to individual customers. This segment's products and services comprise personal loans and cards, deposits, and personal wealth management and intermediary services. The Treasury Business segment is involved in the money market transactions, investment securities, and proprietary and foreign exchange transactions businesses. It also offers e-banking services, investment banking, financial leasing, and insurance services. Industrial and Commercial Bank of China Limited was incorporated in 1984 and is based in Beijing, the People's Republic of China.",427587,"{'maxAge': 1, 'name': 'Mr. Weiwu  Zhang', 'age': 47, 'title': 'Sr. Exec. VP', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 109278, 'exercisedValue': 0, 'unexercisedValue': 0}",2,3,5,1,2,1693526400,1672444800,86400,2,9.67,9.67,9.61,9.67,9.67,9.67,9.61,9.67,0.84,0.087299995,1688601600,0.31120002,6.61,0.408783,3.5666666,279403,279403,175116,147460,147460,0.0,0.0,0,0,213646376960,8.48,11.9,0.29037192,9.1748,10.19115,0.303,0.031334024,USD,-2503812317184,0.49276,4435297666,17820299264,0.0,8.0000005e-05,180.78,0.053269166,1672444800,1703980800,1688083200,0.033,347671986176,2.7,2:1,1293667200,-3.403,PNK,EQUITY,IDCBY,IDCBY,INDUSTRIAL & COMMERCIAL BK OF C,Industrial and Commercial Bank of China Limited,1263997800,America/New_York,EDT,-14400000,9.63,none,5649955028992,317.051,2819497918464,735768018944,41.28,0.00881,0.10475001,735570000000,581024022528,0.032,-0.005,0.0,0.0,0.56836,CNY,0.6045
7,No.55 FuXingMenNei Street,Xicheng District,Beijing,100140,China,86 10 6610 6114,86 10 6610 7571,https://www.icbc-ltd.com,Banks—Diversified,Financial Services,"Industrial and Commercial Bank of China Limited, together with its subsidiaries, provides banking products and services in the People's Republic of China and internationally. The company operates through Corporate Banking, Personal Banking, and Treasury Operations segments. The Corporate Banking segment offers financial products and services to corporations, government agencies, and financial institutions. Its products and services include trade financing, deposit, corporate wealth management, custody, and various corporate intermediary services, as well as corporate loans. Its Personal Banking segment provides financial products and services to individual customers. This segment's products and services comprise personal loans and cards, deposits, and personal wealth management and intermediary services. The Treasury Business segment is involved in the money market transactions, investment securities, and proprietary and foreign exchange transactions businesses. It also offers e-banking services, investment banking, financial leasing, and insurance services. Industrial and Commercial Bank of China Limited was incorporated in 1984 and is based in Beijing, the People's Republic of China.",427587,"{'maxAge': 1, 'name': 'Dr. Xueqing  Guan', 'age': 59, 'title': 'Board Sec. & Company Sec.', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 187674, 'exercisedValue': 0, 'unexercisedValue': 0}",2,3,5,1,2,1693526400,1672444800,86400,2,9.67,9.67,9.61,9.67,9.67,9.67,9.61,9.67,0.84,0.087299995,1688601600,0.31120002,6.61,0.408783,3.5666666,279403,279403,175116,147460,147460,0.0,0.0,0,0,213646376960,8.48,11.9,0.29037192,9.1748,10.19115,0.303,0.031334024,USD,-2503812317184,0.49276,4435297666,17820299264,0.0,8.0000005e-05,180.78,0.053269166,1672444800,1703980800,1688083200,0.033,347671986176,2.7,2:1,1293667200,-3.403,PNK,EQUITY,IDCBY,IDCBY,INDUSTRIAL & COMMERCIAL BK OF C,Industrial and Commercial Bank of China Limited,1263997800,America/New_York,EDT,-14400000,9.63,none,5649955028992,317.051,2819497918464,735768018944,41.28,0.00881,0.10475001,735570000000,581024022528,0.032,-0.005,0.0,0.0,0.56836,CNY,0.6045
8,No.55 FuXingMenNei Street,Xicheng District,Beijing,100140,China,86 10 6610 6114,86 10 6610 7571,https://www.icbc-ltd.com,Banks—Diversified,Financial Services,"Industrial and Commercial Bank of China Limited, together with its subsidiaries, provides banking products and services in the People's Republic of China and internationally. The company operates through Corporate Banking, Personal Banking, and Treasury Operations segments. The Corporate Banking segment offers financial products and services to corporations, government agencies, and financial institutions. Its products and services include trade financing, deposit, corporate wealth management, custody, and various corporate intermediary services, as well as corporate loans. Its Personal Banking segment provides financial products and services to individual customers. This segment's products and services comprise personal loans and cards, deposits, and personal wealth management and intermediary services. The Treasury Business segment is involved in the money market transactions, investment securities, and proprietary and foreign exchange transactions businesses. It also offers e-banking services, investment banking, financial leasing, and insurance services. Industrial and Commercial Bank of China Limited was incorporated in 1984 and is based in Beijing, the People's Republic of China.",427587,"{'maxAge': 1, 'name': 'Mr. Zou  Xin', 'title': 'Gen. Mang. of Corp. Strategy & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",2,3,5,1,2,1693526400,1672444800,86400,2,9.67,9.67,9.61,9.67,9.67,9.67,9.61,9.67,0.84,0.087299995,1688601600,0.31120002,6.61,0.408783,3.5666666,279403,279403,175116,147460,147460,0.0,0.0,0,0,213646376960,8.48,11.9,0.29037192,9.1748,10.19115,0.303,0.031334024,USD,-2503812317184,0.49276,4435297666,17820299264,0.0,8.0000005e-05,180.78,0.053269166,1672444800,1703980800,1688083200,0.033,347671986176,2.7,2:1,1293667200,-3.403,PNK,EQUITY,IDCBY,IDCBY,INDUSTRIAL & COMMERCIAL BK OF C,Industrial and Commercial Bank of China Limited,1263997800,America/New_York,EDT,-14400000,9.63,none,5649955028992,317.051,2819497918464,735768018944,41.28,0.00881,0.10475001,735570000000,581024022528,0.032,-0.005,0.0,0.0,0.56836,CNY,0.6045
9,No.55 FuXingMenNei Street,Xicheng District,Beijing,100140,China,86 10 6610 6114,86 10 6610 7571,https://www.icbc-ltd.com,Banks—Diversified,Financial Services,"Industrial and Commercial Bank of China Limited, together with its subsidiaries, provides banking products and services in the People's Republic of China and internationally. The company operates through Corporate Banking, Personal Banking, and Treasury Operations segments. The Corporate Banking segment offers financial products and services to corporations, government agencies, and financial institutions. Its products and services include trade financing, deposit, corporate wealth management, custody, and various corporate intermediary services, as well as corporate loans. Its Personal Banking segment provides financial products and services to individual customers. This segment's products and services comprise personal loans and cards, deposits, and personal wealth management and intermediary services. The Treasury Business segment is involved in the money market transactions, investment securities, and proprietary and foreign exchange transactions businesses. It also offers e-banking services, investment banking, financial leasing, and insurance services. Industrial and Commercial Bank of China Limited was incorporated in 1984 and is based in Beijing, the People's Republic of China.",427587,"{'maxAge': 1, 'name': 'Mr. Li  Huang', 'age': 58, 'title': 'Head of Beijing Branch & Employee Supervisor', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",2,3,5,1,2,1693526400,1672444800,86400,2,9.67,9.67,9.61,9.67,9.67,9.67,9.61,9.67,0.84,0.087299995,1688601600,0.31120002,6.61,0.408783,3.5666666,279403,279403,175116,147460,147460,0.0,0.0,0,0,213646376960,8.48,11.9,0.29037192,9.1748,10.19115,0.303,0.031334024,USD,-2503812317184,0.49276,4435297666,17820299264,0.0,8.0000005e-05,180.78,0.053269166,1672444800,1703980800,1688083200,0.033,347671986176,2.7,2:1,1293667200,-3.403,PNK,EQUITY,IDCBY,IDCBY,INDUSTRIAL & COMMERCIAL BK OF C,Industrial and Commercial Bank of China Limited,1263997800,America/New_York,EDT,-14400000,9.63,none,5649955028992,317.051,2819497918464,735768018944,41.28,0.00881,0.10475001,735570000000,581024022528,0.032,-0.005,0.0,0.0,0.56836,CNY,0.6045
