,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Borupvang 4,Ballerup,2750,Denmark,45 44 68 33 11,https://www.topdanmark.com,Insurance—Diversified,Financial Services,"Topdanmark A/S, together with its subsidiaries, offers life and non-life insurance products and services in Denmark. The company operates through Private and SME segments. It offers illness and accident, health, workers' compensation, motor, fire and property, liability, tourist assistance, and other insurance products, as well as life insurance and pension fund schemes to individual households, agricultural and SME businesses, and private customers under the Topdanmark brands. The company also provides IT, investments, and property services. Topdanmark A/S was founded in 1728 and is headquartered in Ballerup, Denmark.",2100,"{'maxAge': 1, 'name': 'Mr. Peter  Hermann', 'age': 49, 'title': 'CEO & Member of Exec. Board', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 12200000, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,6,3,1693526400,1672444800,86400,2,332.2,334.0,325.4,334.0,332.2,334.0,325.4,334.0,11.0,0.033099998,1682553600,0.77900004,4.54,0.153528,23.144476,19.86626,275976,275976,87416,79064,79064,327.2,327.4,0,0,28982257664,296.0,400.0,3.4461663,312.244,349.77,11.0,0.03311258,DKK,29880258560,0.25826,44547362,88685000,0.00044,0.71096003,48.599,6.724418,1672444800,1703980800,1688083200,-0.255,1260000000,14.12,16.45,-2.06,10:1,1363132800,3.553,16.749,CPH,EQUITY,TOP.CO,TOP.CO,Topdanmark A/S,Topdanmark A/S,946886400,Europe/Copenhagen,CEST,7200000,326.8,405.0,270.0,323.18,317.7,3.2,hold,8,354000000,3.992,1784000000,1252000000,0.05,0.139,8409999872,29.049,95.057,0.01642,0.27738002,1840000000,3742625024,3103000064,-0.256,0.134,0.26931998,0.21213,0.20571,DKK,
1,Borupvang 4,Ballerup,2750,Denmark,45 44 68 33 11,https://www.topdanmark.com,Insurance—Diversified,Financial Services,"Topdanmark A/S, together with its subsidiaries, offers life and non-life insurance products and services in Denmark. The company operates through Private and SME segments. It offers illness and accident, health, workers' compensation, motor, fire and property, liability, tourist assistance, and other insurance products, as well as life insurance and pension fund schemes to individual households, agricultural and SME businesses, and private customers under the Topdanmark brands. The company also provides IT, investments, and property services. Topdanmark A/S was founded in 1728 and is headquartered in Ballerup, Denmark.",2100,"{'maxAge': 1, 'name': 'Mr. Lars Kufall Beck', 'age': 48, 'title': 'CFO & Member of Exec. Board', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 7100000, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,6,3,1693526400,1672444800,86400,2,332.2,334.0,325.4,334.0,332.2,334.0,325.4,334.0,11.0,0.033099998,1682553600,0.77900004,4.54,0.153528,23.144476,19.86626,275976,275976,87416,79064,79064,327.2,327.4,0,0,28982257664,296.0,400.0,3.4461663,312.244,349.77,11.0,0.03311258,DKK,29880258560,0.25826,44547362,88685000,0.00044,0.71096003,48.599,6.724418,1672444800,1703980800,1688083200,-0.255,1260000000,14.12,16.45,-2.06,10:1,1363132800,3.553,16.749,CPH,EQUITY,TOP.CO,TOP.CO,Topdanmark A/S,Topdanmark A/S,946886400,Europe/Copenhagen,CEST,7200000,326.8,405.0,270.0,323.18,317.7,3.2,hold,8,354000000,3.992,1784000000,1252000000,0.05,0.139,8409999872,29.049,95.057,0.01642,0.27738002,1840000000,3742625024,3103000064,-0.256,0.134,0.26931998,0.21213,0.20571,DKK,
2,Borupvang 4,Ballerup,2750,Denmark,45 44 68 33 11,https://www.topdanmark.com,Insurance—Diversified,Financial Services,"Topdanmark A/S, together with its subsidiaries, offers life and non-life insurance products and services in Denmark. The company operates through Private and SME segments. It offers illness and accident, health, workers' compensation, motor, fire and property, liability, tourist assistance, and other insurance products, as well as life insurance and pension fund schemes to individual households, agricultural and SME businesses, and private customers under the Topdanmark brands. The company also provides IT, investments, and property services. Topdanmark A/S was founded in 1728 and is headquartered in Ballerup, Denmark.",2100,"{'maxAge': 1, 'name': 'Mr. Rasmus  Ruby-Johansen', 'age': 46, 'title': 'Chief Operating Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,6,3,1693526400,1672444800,86400,2,332.2,334.0,325.4,334.0,332.2,334.0,325.4,334.0,11.0,0.033099998,1682553600,0.77900004,4.54,0.153528,23.144476,19.86626,275976,275976,87416,79064,79064,327.2,327.4,0,0,28982257664,296.0,400.0,3.4461663,312.244,349.77,11.0,0.03311258,DKK,29880258560,0.25826,44547362,88685000,0.00044,0.71096003,48.599,6.724418,1672444800,1703980800,1688083200,-0.255,1260000000,14.12,16.45,-2.06,10:1,1363132800,3.553,16.749,CPH,EQUITY,TOP.CO,TOP.CO,Topdanmark A/S,Topdanmark A/S,946886400,Europe/Copenhagen,CEST,7200000,326.8,405.0,270.0,323.18,317.7,3.2,hold,8,354000000,3.992,1784000000,1252000000,0.05,0.139,8409999872,29.049,95.057,0.01642,0.27738002,1840000000,3742625024,3103000064,-0.256,0.134,0.26931998,0.21213,0.20571,DKK,
3,Borupvang 4,Ballerup,2750,Denmark,45 44 68 33 11,https://www.topdanmark.com,Insurance—Diversified,Financial Services,"Topdanmark A/S, together with its subsidiaries, offers life and non-life insurance products and services in Denmark. The company operates through Private and SME segments. It offers illness and accident, health, workers' compensation, motor, fire and property, liability, tourist assistance, and other insurance products, as well as life insurance and pension fund schemes to individual households, agricultural and SME businesses, and private customers under the Topdanmark brands. The company also provides IT, investments, and property services. Topdanmark A/S was founded in 1728 and is headquartered in Ballerup, Denmark.",2100,"{'maxAge': 1, 'name': 'Mr. Niels  Olesen', 'title': 'Head of Accounting', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,6,3,1693526400,1672444800,86400,2,332.2,334.0,325.4,334.0,332.2,334.0,325.4,334.0,11.0,0.033099998,1682553600,0.77900004,4.54,0.153528,23.144476,19.86626,275976,275976,87416,79064,79064,327.2,327.4,0,0,28982257664,296.0,400.0,3.4461663,312.244,349.77,11.0,0.03311258,DKK,29880258560,0.25826,44547362,88685000,0.00044,0.71096003,48.599,6.724418,1672444800,1703980800,1688083200,-0.255,1260000000,14.12,16.45,-2.06,10:1,1363132800,3.553,16.749,CPH,EQUITY,TOP.CO,TOP.CO,Topdanmark A/S,Topdanmark A/S,946886400,Europe/Copenhagen,CEST,7200000,326.8,405.0,270.0,323.18,317.7,3.2,hold,8,354000000,3.992,1784000000,1252000000,0.05,0.139,8409999872,29.049,95.057,0.01642,0.27738002,1840000000,3742625024,3103000064,-0.256,0.134,0.26931998,0.21213,0.20571,DKK,
4,Borupvang 4,Ballerup,2750,Denmark,45 44 68 33 11,https://www.topdanmark.com,Insurance—Diversified,Financial Services,"Topdanmark A/S, together with its subsidiaries, offers life and non-life insurance products and services in Denmark. The company operates through Private and SME segments. It offers illness and accident, health, workers' compensation, motor, fire and property, liability, tourist assistance, and other insurance products, as well as life insurance and pension fund schemes to individual households, agricultural and SME businesses, and private customers under the Topdanmark brands. The company also provides IT, investments, and property services. Topdanmark A/S was founded in 1728 and is headquartered in Ballerup, Denmark.",2100,"{'maxAge': 1, 'name': 'Mr. Robin Hjelgaard Løfgren', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,6,3,1693526400,1672444800,86400,2,332.2,334.0,325.4,334.0,332.2,334.0,325.4,334.0,11.0,0.033099998,1682553600,0.77900004,4.54,0.153528,23.144476,19.86626,275976,275976,87416,79064,79064,327.2,327.4,0,0,28982257664,296.0,400.0,3.4461663,312.244,349.77,11.0,0.03311258,DKK,29880258560,0.25826,44547362,88685000,0.00044,0.71096003,48.599,6.724418,1672444800,1703980800,1688083200,-0.255,1260000000,14.12,16.45,-2.06,10:1,1363132800,3.553,16.749,CPH,EQUITY,TOP.CO,TOP.CO,Topdanmark A/S,Topdanmark A/S,946886400,Europe/Copenhagen,CEST,7200000,326.8,405.0,270.0,323.18,317.7,3.2,hold,8,354000000,3.992,1784000000,1252000000,0.05,0.139,8409999872,29.049,95.057,0.01642,0.27738002,1840000000,3742625024,3103000064,-0.256,0.134,0.26931998,0.21213,0.20571,DKK,
5,Borupvang 4,Ballerup,2750,Denmark,45 44 68 33 11,https://www.topdanmark.com,Insurance—Diversified,Financial Services,"Topdanmark A/S, together with its subsidiaries, offers life and non-life insurance products and services in Denmark. The company operates through Private and SME segments. It offers illness and accident, health, workers' compensation, motor, fire and property, liability, tourist assistance, and other insurance products, as well as life insurance and pension fund schemes to individual households, agricultural and SME businesses, and private customers under the Topdanmark brands. The company also provides IT, investments, and property services. Topdanmark A/S was founded in 1728 and is headquartered in Ballerup, Denmark.",2100,"{'maxAge': 1, 'name': 'Hans  Thomassen', 'title': 'Head of Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,6,3,1693526400,1672444800,86400,2,332.2,334.0,325.4,334.0,332.2,334.0,325.4,334.0,11.0,0.033099998,1682553600,0.77900004,4.54,0.153528,23.144476,19.86626,275976,275976,87416,79064,79064,327.2,327.4,0,0,28982257664,296.0,400.0,3.4461663,312.244,349.77,11.0,0.03311258,DKK,29880258560,0.25826,44547362,88685000,0.00044,0.71096003,48.599,6.724418,1672444800,1703980800,1688083200,-0.255,1260000000,14.12,16.45,-2.06,10:1,1363132800,3.553,16.749,CPH,EQUITY,TOP.CO,TOP.CO,Topdanmark A/S,Topdanmark A/S,946886400,Europe/Copenhagen,CEST,7200000,326.8,405.0,270.0,323.18,317.7,3.2,hold,8,354000000,3.992,1784000000,1252000000,0.05,0.139,8409999872,29.049,95.057,0.01642,0.27738002,1840000000,3742625024,3103000064,-0.256,0.134,0.26931998,0.21213,0.20571,DKK,
6,Borupvang 4,Ballerup,2750,Denmark,45 44 68 33 11,https://www.topdanmark.com,Insurance—Diversified,Financial Services,"Topdanmark A/S, together with its subsidiaries, offers life and non-life insurance products and services in Denmark. The company operates through Private and SME segments. It offers illness and accident, health, workers' compensation, motor, fire and property, liability, tourist assistance, and other insurance products, as well as life insurance and pension fund schemes to individual households, agricultural and SME businesses, and private customers under the Topdanmark brands. The company also provides IT, investments, and property services. Topdanmark A/S was founded in 1728 and is headquartered in Ballerup, Denmark.",2100,"{'maxAge': 1, 'name': 'Ms. Louise  Hørdum', 'age': 52, 'title': 'CPO', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,6,3,1693526400,1672444800,86400,2,332.2,334.0,325.4,334.0,332.2,334.0,325.4,334.0,11.0,0.033099998,1682553600,0.77900004,4.54,0.153528,23.144476,19.86626,275976,275976,87416,79064,79064,327.2,327.4,0,0,28982257664,296.0,400.0,3.4461663,312.244,349.77,11.0,0.03311258,DKK,29880258560,0.25826,44547362,88685000,0.00044,0.71096003,48.599,6.724418,1672444800,1703980800,1688083200,-0.255,1260000000,14.12,16.45,-2.06,10:1,1363132800,3.553,16.749,CPH,EQUITY,TOP.CO,TOP.CO,Topdanmark A/S,Topdanmark A/S,946886400,Europe/Copenhagen,CEST,7200000,326.8,405.0,270.0,323.18,317.7,3.2,hold,8,354000000,3.992,1784000000,1252000000,0.05,0.139,8409999872,29.049,95.057,0.01642,0.27738002,1840000000,3742625024,3103000064,-0.256,0.134,0.26931998,0.21213,0.20571,DKK,
7,Borupvang 4,Ballerup,2750,Denmark,45 44 68 33 11,https://www.topdanmark.com,Insurance—Diversified,Financial Services,"Topdanmark A/S, together with its subsidiaries, offers life and non-life insurance products and services in Denmark. The company operates through Private and SME segments. It offers illness and accident, health, workers' compensation, motor, fire and property, liability, tourist assistance, and other insurance products, as well as life insurance and pension fund schemes to individual households, agricultural and SME businesses, and private customers under the Topdanmark brands. The company also provides IT, investments, and property services. Topdanmark A/S was founded in 1728 and is headquartered in Ballerup, Denmark.",2100,"{'maxAge': 1, 'name': 'Pernille Fogh Christensen', 'title': 'Head of Corp. Social Responsibility', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,6,3,1693526400,1672444800,86400,2,332.2,334.0,325.4,334.0,332.2,334.0,325.4,334.0,11.0,0.033099998,1682553600,0.77900004,4.54,0.153528,23.144476,19.86626,275976,275976,87416,79064,79064,327.2,327.4,0,0,28982257664,296.0,400.0,3.4461663,312.244,349.77,11.0,0.03311258,DKK,29880258560,0.25826,44547362,88685000,0.00044,0.71096003,48.599,6.724418,1672444800,1703980800,1688083200,-0.255,1260000000,14.12,16.45,-2.06,10:1,1363132800,3.553,16.749,CPH,EQUITY,TOP.CO,TOP.CO,Topdanmark A/S,Topdanmark A/S,946886400,Europe/Copenhagen,CEST,7200000,326.8,405.0,270.0,323.18,317.7,3.2,hold,8,354000000,3.992,1784000000,1252000000,0.05,0.139,8409999872,29.049,95.057,0.01642,0.27738002,1840000000,3742625024,3103000064,-0.256,0.134,0.26931998,0.21213,0.20571,DKK,
8,Borupvang 4,Ballerup,2750,Denmark,45 44 68 33 11,https://www.topdanmark.com,Insurance—Diversified,Financial Services,"Topdanmark A/S, together with its subsidiaries, offers life and non-life insurance products and services in Denmark. The company operates through Private and SME segments. It offers illness and accident, health, workers' compensation, motor, fire and property, liability, tourist assistance, and other insurance products, as well as life insurance and pension fund schemes to individual households, agricultural and SME businesses, and private customers under the Topdanmark brands. The company also provides IT, investments, and property services. Topdanmark A/S was founded in 1728 and is headquartered in Ballerup, Denmark.",2100,"{'maxAge': 1, 'name': 'Mr. Henrik  Orloff', 'age': 59, 'title': 'C.A.O', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,6,3,1693526400,1672444800,86400,2,332.2,334.0,325.4,334.0,332.2,334.0,325.4,334.0,11.0,0.033099998,1682553600,0.77900004,4.54,0.153528,23.144476,19.86626,275976,275976,87416,79064,79064,327.2,327.4,0,0,28982257664,296.0,400.0,3.4461663,312.244,349.77,11.0,0.03311258,DKK,29880258560,0.25826,44547362,88685000,0.00044,0.71096003,48.599,6.724418,1672444800,1703980800,1688083200,-0.255,1260000000,14.12,16.45,-2.06,10:1,1363132800,3.553,16.749,CPH,EQUITY,TOP.CO,TOP.CO,Topdanmark A/S,Topdanmark A/S,946886400,Europe/Copenhagen,CEST,7200000,326.8,405.0,270.0,323.18,317.7,3.2,hold,8,354000000,3.992,1784000000,1252000000,0.05,0.139,8409999872,29.049,95.057,0.01642,0.27738002,1840000000,3742625024,3103000064,-0.256,0.134,0.26931998,0.21213,0.20571,DKK,
9,Borupvang 4,Ballerup,2750,Denmark,45 44 68 33 11,https://www.topdanmark.com,Insurance—Diversified,Financial Services,"Topdanmark A/S, together with its subsidiaries, offers life and non-life insurance products and services in Denmark. The company operates through Private and SME segments. It offers illness and accident, health, workers' compensation, motor, fire and property, liability, tourist assistance, and other insurance products, as well as life insurance and pension fund schemes to individual households, agricultural and SME businesses, and private customers under the Topdanmark brands. The company also provides IT, investments, and property services. Topdanmark A/S was founded in 1728 and is headquartered in Ballerup, Denmark.",2100,"{'maxAge': 1, 'name': 'Mr. Jens  Elborg', 'age': 58, 'title': 'Head of Reassurance', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,6,3,1693526400,1672444800,86400,2,332.2,334.0,325.4,334.0,332.2,334.0,325.4,334.0,11.0,0.033099998,1682553600,0.77900004,4.54,0.153528,23.144476,19.86626,275976,275976,87416,79064,79064,327.2,327.4,0,0,28982257664,296.0,400.0,3.4461663,312.244,349.77,11.0,0.03311258,DKK,29880258560,0.25826,44547362,88685000,0.00044,0.71096003,48.599,6.724418,1672444800,1703980800,1688083200,-0.255,1260000000,14.12,16.45,-2.06,10:1,1363132800,3.553,16.749,CPH,EQUITY,TOP.CO,TOP.CO,Topdanmark A/S,Topdanmark A/S,946886400,Europe/Copenhagen,CEST,7200000,326.8,405.0,270.0,323.18,317.7,3.2,hold,8,354000000,3.992,1784000000,1252000000,0.05,0.139,8409999872,29.049,95.057,0.01642,0.27738002,1840000000,3742625024,3103000064,-0.256,0.134,0.26931998,0.21213,0.20571,DKK,
