,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,511 Church Street,Richmond,VIC,3121,Australia,61 3 0085 3440,https://www.rea-group.com,Internet Content & Information,Internet Content & Information,Communication Services,Communication Services,"REA Group Limited engages in online property advertising business in Australia, India, and internationally. It provides property and property-related services on websites and mobile applications. The company operates residential, commercial, and share property sites, such as realestate.com.au, realcommercial.com.au, smartline.com.au, makaan.com, housing.com, PropTiger.com, realtor.com, Flatmates.com.au, property.com.au, simpology.com.au, campaignagent.com.au, proptrack.com.au, myfun.com, housing.com, propertygurugroup.com, realtor.com, spacely.com.au, rumah123.com, iproperty.com.sg, 99.co, and 1form.com.au. It also provides mortgage brokerage and home financing solutions under the Mortgage Choice brand. The company was formerly known as realestate.com.au Ltd. and changed its name to REA Group Limited in December 2008. REA Group Limited was incorporated in 1995 and is headquartered in Richmond, Australia. REA Group Limited operates as a subsidiary of news corporation.",3307,"{'maxAge': 1, 'name': 'Mr. Owen James Wilson A.C.A., ACA, B.Com., BCom', 'age': 58, 'title': 'CEO & Exec. Director', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 2924685, 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,6,7,10,1693526400,1703980800,86400,2,161.97,163.85,162.99,164.92,161.97,163.85,162.99,164.92,1.66,0.010199999,1693440000,0.6085,1.12,1.001501,60.59108,39.656933,219809,219809,164909,150259,150259,162.92,162.99,0,0,21533751296,107.39,166.19,15.465205,156.9258,136.00415,1.58,0.009754893,AUD,21685585920,0.25575,50023542,132117000,0.62271,0.09985,132117000,11.102,14.681139,1688083200,1719705600,1688083200,-0.055,356100000,2.69,4.11,4.1,1.0151:1,1147651200,15.574,39.243,0.32630813,0.14113986,0.83,1693440000,ASX,EQUITY,REA.AX,REA.AX,REA GROUP FPO,REA Group Limited,944002800,Australia/Sydney,AEST,71c76b5c-7dfd-30a5-88b1-02185f1d3376,finmb_4493607,36000000,162.99,200.0,117.12,158.5,159.0,3.0,hold,13,301600000,2.283,552600000,403200000,1.658,1.698,1392400000,26.579,10.544,0.13031,0.23934999,872200000,313862496,472700000,-0.054,-0.045,0.6264,0.39687002,0.38897,AUD,
1,511 Church Street,Richmond,VIC,3121,Australia,61 3 0085 3440,https://www.rea-group.com,Internet Content & Information,Internet Content & Information,Communication Services,Communication Services,"REA Group Limited engages in online property advertising business in Australia, India, and internationally. It provides property and property-related services on websites and mobile applications. The company operates residential, commercial, and share property sites, such as realestate.com.au, realcommercial.com.au, smartline.com.au, makaan.com, housing.com, PropTiger.com, realtor.com, Flatmates.com.au, property.com.au, simpology.com.au, campaignagent.com.au, proptrack.com.au, myfun.com, housing.com, propertygurugroup.com, realtor.com, spacely.com.au, rumah123.com, iproperty.com.sg, 99.co, and 1form.com.au. It also provides mortgage brokerage and home financing solutions under the Mortgage Choice brand. The company was formerly known as realestate.com.au Ltd. and changed its name to REA Group Limited in December 2008. REA Group Limited was incorporated in 1995 and is headquartered in Richmond, Australia. REA Group Limited operates as a subsidiary of news corporation.",3307,"{'maxAge': 1, 'name': 'Ms. Janelle  Hopkins', 'title': 'Chief Financial Officer', 'fiscalYear': 2023, 'totalPay': 1808559, 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,6,7,10,1693526400,1703980800,86400,2,161.97,163.85,162.99,164.92,161.97,163.85,162.99,164.92,1.66,0.010199999,1693440000,0.6085,1.12,1.001501,60.59108,39.656933,219809,219809,164909,150259,150259,162.92,162.99,0,0,21533751296,107.39,166.19,15.465205,156.9258,136.00415,1.58,0.009754893,AUD,21685585920,0.25575,50023542,132117000,0.62271,0.09985,132117000,11.102,14.681139,1688083200,1719705600,1688083200,-0.055,356100000,2.69,4.11,4.1,1.0151:1,1147651200,15.574,39.243,0.32630813,0.14113986,0.83,1693440000,ASX,EQUITY,REA.AX,REA.AX,REA GROUP FPO,REA Group Limited,944002800,Australia/Sydney,AEST,71c76b5c-7dfd-30a5-88b1-02185f1d3376,finmb_4493607,36000000,162.99,200.0,117.12,158.5,159.0,3.0,hold,13,301600000,2.283,552600000,403200000,1.658,1.698,1392400000,26.579,10.544,0.13031,0.23934999,872200000,313862496,472700000,-0.054,-0.045,0.6264,0.39687002,0.38897,AUD,
2,511 Church Street,Richmond,VIC,3121,Australia,61 3 0085 3440,https://www.rea-group.com,Internet Content & Information,Internet Content & Information,Communication Services,Communication Services,"REA Group Limited engages in online property advertising business in Australia, India, and internationally. It provides property and property-related services on websites and mobile applications. The company operates residential, commercial, and share property sites, such as realestate.com.au, realcommercial.com.au, smartline.com.au, makaan.com, housing.com, PropTiger.com, realtor.com, Flatmates.com.au, property.com.au, simpology.com.au, campaignagent.com.au, proptrack.com.au, myfun.com, housing.com, propertygurugroup.com, realtor.com, spacely.com.au, rumah123.com, iproperty.com.sg, 99.co, and 1form.com.au. It also provides mortgage brokerage and home financing solutions under the Mortgage Choice brand. The company was formerly known as realestate.com.au Ltd. and changed its name to REA Group Limited in December 2008. REA Group Limited was incorporated in 1995 and is headquartered in Richmond, Australia. REA Group Limited operates as a subsidiary of news corporation.",3307,"{'maxAge': 1, 'name': 'Ms. Alice  Bennett', 'title': 'Exec. Mang. of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,6,7,10,1693526400,1703980800,86400,2,161.97,163.85,162.99,164.92,161.97,163.85,162.99,164.92,1.66,0.010199999,1693440000,0.6085,1.12,1.001501,60.59108,39.656933,219809,219809,164909,150259,150259,162.92,162.99,0,0,21533751296,107.39,166.19,15.465205,156.9258,136.00415,1.58,0.009754893,AUD,21685585920,0.25575,50023542,132117000,0.62271,0.09985,132117000,11.102,14.681139,1688083200,1719705600,1688083200,-0.055,356100000,2.69,4.11,4.1,1.0151:1,1147651200,15.574,39.243,0.32630813,0.14113986,0.83,1693440000,ASX,EQUITY,REA.AX,REA.AX,REA GROUP FPO,REA Group Limited,944002800,Australia/Sydney,AEST,71c76b5c-7dfd-30a5-88b1-02185f1d3376,finmb_4493607,36000000,162.99,200.0,117.12,158.5,159.0,3.0,hold,13,301600000,2.283,552600000,403200000,1.658,1.698,1392400000,26.579,10.544,0.13031,0.23934999,872200000,313862496,472700000,-0.054,-0.045,0.6264,0.39687002,0.38897,AUD,
3,511 Church Street,Richmond,VIC,3121,Australia,61 3 0085 3440,https://www.rea-group.com,Internet Content & Information,Internet Content & Information,Communication Services,Communication Services,"REA Group Limited engages in online property advertising business in Australia, India, and internationally. It provides property and property-related services on websites and mobile applications. The company operates residential, commercial, and share property sites, such as realestate.com.au, realcommercial.com.au, smartline.com.au, makaan.com, housing.com, PropTiger.com, realtor.com, Flatmates.com.au, property.com.au, simpology.com.au, campaignagent.com.au, proptrack.com.au, myfun.com, housing.com, propertygurugroup.com, realtor.com, spacely.com.au, rumah123.com, iproperty.com.sg, 99.co, and 1form.com.au. It also provides mortgage brokerage and home financing solutions under the Mortgage Choice brand. The company was formerly known as realestate.com.au Ltd. and changed its name to REA Group Limited in December 2008. REA Group Limited was incorporated in 1995 and is headquartered in Richmond, Australia. REA Group Limited operates as a subsidiary of news corporation.",3307,"{'maxAge': 1, 'name': 'Ms. Tamara  Kayser B.Com., L.L.B., L.L.M.', 'title': 'Chief Legal Officer & Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,6,7,10,1693526400,1703980800,86400,2,161.97,163.85,162.99,164.92,161.97,163.85,162.99,164.92,1.66,0.010199999,1693440000,0.6085,1.12,1.001501,60.59108,39.656933,219809,219809,164909,150259,150259,162.92,162.99,0,0,21533751296,107.39,166.19,15.465205,156.9258,136.00415,1.58,0.009754893,AUD,21685585920,0.25575,50023542,132117000,0.62271,0.09985,132117000,11.102,14.681139,1688083200,1719705600,1688083200,-0.055,356100000,2.69,4.11,4.1,1.0151:1,1147651200,15.574,39.243,0.32630813,0.14113986,0.83,1693440000,ASX,EQUITY,REA.AX,REA.AX,REA GROUP FPO,REA Group Limited,944002800,Australia/Sydney,AEST,71c76b5c-7dfd-30a5-88b1-02185f1d3376,finmb_4493607,36000000,162.99,200.0,117.12,158.5,159.0,3.0,hold,13,301600000,2.283,552600000,403200000,1.658,1.698,1392400000,26.579,10.544,0.13031,0.23934999,872200000,313862496,472700000,-0.054,-0.045,0.6264,0.39687002,0.38897,AUD,
4,511 Church Street,Richmond,VIC,3121,Australia,61 3 0085 3440,https://www.rea-group.com,Internet Content & Information,Internet Content & Information,Communication Services,Communication Services,"REA Group Limited engages in online property advertising business in Australia, India, and internationally. It provides property and property-related services on websites and mobile applications. The company operates residential, commercial, and share property sites, such as realestate.com.au, realcommercial.com.au, smartline.com.au, makaan.com, housing.com, PropTiger.com, realtor.com, Flatmates.com.au, property.com.au, simpology.com.au, campaignagent.com.au, proptrack.com.au, myfun.com, housing.com, propertygurugroup.com, realtor.com, spacely.com.au, rumah123.com, iproperty.com.sg, 99.co, and 1form.com.au. It also provides mortgage brokerage and home financing solutions under the Mortgage Choice brand. The company was formerly known as realestate.com.au Ltd. and changed its name to REA Group Limited in December 2008. REA Group Limited was incorporated in 1995 and is headquartered in Richmond, Australia. REA Group Limited operates as a subsidiary of news corporation.",3307,"{'maxAge': 1, 'name': 'Ms. Natalie  Cerny', 'title': 'Head of Corp. Affairs & Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,6,7,10,1693526400,1703980800,86400,2,161.97,163.85,162.99,164.92,161.97,163.85,162.99,164.92,1.66,0.010199999,1693440000,0.6085,1.12,1.001501,60.59108,39.656933,219809,219809,164909,150259,150259,162.92,162.99,0,0,21533751296,107.39,166.19,15.465205,156.9258,136.00415,1.58,0.009754893,AUD,21685585920,0.25575,50023542,132117000,0.62271,0.09985,132117000,11.102,14.681139,1688083200,1719705600,1688083200,-0.055,356100000,2.69,4.11,4.1,1.0151:1,1147651200,15.574,39.243,0.32630813,0.14113986,0.83,1693440000,ASX,EQUITY,REA.AX,REA.AX,REA GROUP FPO,REA Group Limited,944002800,Australia/Sydney,AEST,71c76b5c-7dfd-30a5-88b1-02185f1d3376,finmb_4493607,36000000,162.99,200.0,117.12,158.5,159.0,3.0,hold,13,301600000,2.283,552600000,403200000,1.658,1.698,1392400000,26.579,10.544,0.13031,0.23934999,872200000,313862496,472700000,-0.054,-0.045,0.6264,0.39687002,0.38897,AUD,
5,511 Church Street,Richmond,VIC,3121,Australia,61 3 0085 3440,https://www.rea-group.com,Internet Content & Information,Internet Content & Information,Communication Services,Communication Services,"REA Group Limited engages in online property advertising business in Australia, India, and internationally. It provides property and property-related services on websites and mobile applications. The company operates residential, commercial, and share property sites, such as realestate.com.au, realcommercial.com.au, smartline.com.au, makaan.com, housing.com, PropTiger.com, realtor.com, Flatmates.com.au, property.com.au, simpology.com.au, campaignagent.com.au, proptrack.com.au, myfun.com, housing.com, propertygurugroup.com, realtor.com, spacely.com.au, rumah123.com, iproperty.com.sg, 99.co, and 1form.com.au. It also provides mortgage brokerage and home financing solutions under the Mortgage Choice brand. The company was formerly known as realestate.com.au Ltd. and changed its name to REA Group Limited in December 2008. REA Group Limited was incorporated in 1995 and is headquartered in Richmond, Australia. REA Group Limited operates as a subsidiary of news corporation.",3307,"{'maxAge': 1, 'name': 'Ms. Mary  Lemonis', 'title': 'Chief People & Sustainability Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,6,7,10,1693526400,1703980800,86400,2,161.97,163.85,162.99,164.92,161.97,163.85,162.99,164.92,1.66,0.010199999,1693440000,0.6085,1.12,1.001501,60.59108,39.656933,219809,219809,164909,150259,150259,162.92,162.99,0,0,21533751296,107.39,166.19,15.465205,156.9258,136.00415,1.58,0.009754893,AUD,21685585920,0.25575,50023542,132117000,0.62271,0.09985,132117000,11.102,14.681139,1688083200,1719705600,1688083200,-0.055,356100000,2.69,4.11,4.1,1.0151:1,1147651200,15.574,39.243,0.32630813,0.14113986,0.83,1693440000,ASX,EQUITY,REA.AX,REA.AX,REA GROUP FPO,REA Group Limited,944002800,Australia/Sydney,AEST,71c76b5c-7dfd-30a5-88b1-02185f1d3376,finmb_4493607,36000000,162.99,200.0,117.12,158.5,159.0,3.0,hold,13,301600000,2.283,552600000,403200000,1.658,1.698,1392400000,26.579,10.544,0.13031,0.23934999,872200000,313862496,472700000,-0.054,-0.045,0.6264,0.39687002,0.38897,AUD,
6,511 Church Street,Richmond,VIC,3121,Australia,61 3 0085 3440,https://www.rea-group.com,Internet Content & Information,Internet Content & Information,Communication Services,Communication Services,"REA Group Limited engages in online property advertising business in Australia, India, and internationally. It provides property and property-related services on websites and mobile applications. The company operates residential, commercial, and share property sites, such as realestate.com.au, realcommercial.com.au, smartline.com.au, makaan.com, housing.com, PropTiger.com, realtor.com, Flatmates.com.au, property.com.au, simpology.com.au, campaignagent.com.au, proptrack.com.au, myfun.com, housing.com, propertygurugroup.com, realtor.com, spacely.com.au, rumah123.com, iproperty.com.sg, 99.co, and 1form.com.au. It also provides mortgage brokerage and home financing solutions under the Mortgage Choice brand. The company was formerly known as realestate.com.au Ltd. and changed its name to REA Group Limited in December 2008. REA Group Limited was incorporated in 1995 and is headquartered in Richmond, Australia. REA Group Limited operates as a subsidiary of news corporation.",3307,"{'maxAge': 1, 'name': 'Mr. Henry  Ruiz', 'title': 'Chief Strategy Officer & CEO of REAx', 'fiscalYear': 2015, 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,6,7,10,1693526400,1703980800,86400,2,161.97,163.85,162.99,164.92,161.97,163.85,162.99,164.92,1.66,0.010199999,1693440000,0.6085,1.12,1.001501,60.59108,39.656933,219809,219809,164909,150259,150259,162.92,162.99,0,0,21533751296,107.39,166.19,15.465205,156.9258,136.00415,1.58,0.009754893,AUD,21685585920,0.25575,50023542,132117000,0.62271,0.09985,132117000,11.102,14.681139,1688083200,1719705600,1688083200,-0.055,356100000,2.69,4.11,4.1,1.0151:1,1147651200,15.574,39.243,0.32630813,0.14113986,0.83,1693440000,ASX,EQUITY,REA.AX,REA.AX,REA GROUP FPO,REA Group Limited,944002800,Australia/Sydney,AEST,71c76b5c-7dfd-30a5-88b1-02185f1d3376,finmb_4493607,36000000,162.99,200.0,117.12,158.5,159.0,3.0,hold,13,301600000,2.283,552600000,403200000,1.658,1.698,1392400000,26.579,10.544,0.13031,0.23934999,872200000,313862496,472700000,-0.054,-0.045,0.6264,0.39687002,0.38897,AUD,
7,511 Church Street,Richmond,VIC,3121,Australia,61 3 0085 3440,https://www.rea-group.com,Internet Content & Information,Internet Content & Information,Communication Services,Communication Services,"REA Group Limited engages in online property advertising business in Australia, India, and internationally. It provides property and property-related services on websites and mobile applications. The company operates residential, commercial, and share property sites, such as realestate.com.au, realcommercial.com.au, smartline.com.au, makaan.com, housing.com, PropTiger.com, realtor.com, Flatmates.com.au, property.com.au, simpology.com.au, campaignagent.com.au, proptrack.com.au, myfun.com, housing.com, propertygurugroup.com, realtor.com, spacely.com.au, rumah123.com, iproperty.com.sg, 99.co, and 1form.com.au. It also provides mortgage brokerage and home financing solutions under the Mortgage Choice brand. The company was formerly known as realestate.com.au Ltd. and changed its name to REA Group Limited in December 2008. REA Group Limited was incorporated in 1995 and is headquartered in Richmond, Australia. REA Group Limited operates as a subsidiary of news corporation.",3307,"{'maxAge': 1, 'name': 'Ms. Val  Brown', 'title': 'Chief Consumer Product Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,6,7,10,1693526400,1703980800,86400,2,161.97,163.85,162.99,164.92,161.97,163.85,162.99,164.92,1.66,0.010199999,1693440000,0.6085,1.12,1.001501,60.59108,39.656933,219809,219809,164909,150259,150259,162.92,162.99,0,0,21533751296,107.39,166.19,15.465205,156.9258,136.00415,1.58,0.009754893,AUD,21685585920,0.25575,50023542,132117000,0.62271,0.09985,132117000,11.102,14.681139,1688083200,1719705600,1688083200,-0.055,356100000,2.69,4.11,4.1,1.0151:1,1147651200,15.574,39.243,0.32630813,0.14113986,0.83,1693440000,ASX,EQUITY,REA.AX,REA.AX,REA GROUP FPO,REA Group Limited,944002800,Australia/Sydney,AEST,71c76b5c-7dfd-30a5-88b1-02185f1d3376,finmb_4493607,36000000,162.99,200.0,117.12,158.5,159.0,3.0,hold,13,301600000,2.283,552600000,403200000,1.658,1.698,1392400000,26.579,10.544,0.13031,0.23934999,872200000,313862496,472700000,-0.054,-0.045,0.6264,0.39687002,0.38897,AUD,
8,511 Church Street,Richmond,VIC,3121,Australia,61 3 0085 3440,https://www.rea-group.com,Internet Content & Information,Internet Content & Information,Communication Services,Communication Services,"REA Group Limited engages in online property advertising business in Australia, India, and internationally. It provides property and property-related services on websites and mobile applications. The company operates residential, commercial, and share property sites, such as realestate.com.au, realcommercial.com.au, smartline.com.au, makaan.com, housing.com, PropTiger.com, realtor.com, Flatmates.com.au, property.com.au, simpology.com.au, campaignagent.com.au, proptrack.com.au, myfun.com, housing.com, propertygurugroup.com, realtor.com, spacely.com.au, rumah123.com, iproperty.com.sg, 99.co, and 1form.com.au. It also provides mortgage brokerage and home financing solutions under the Mortgage Choice brand. The company was formerly known as realestate.com.au Ltd. and changed its name to REA Group Limited in December 2008. REA Group Limited was incorporated in 1995 and is headquartered in Richmond, Australia. REA Group Limited operates as a subsidiary of news corporation.",3307,"{'maxAge': 1, 'name': 'Ms. Melina  Cruickshank', 'title': 'Chief Product & Audience Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,6,7,10,1693526400,1703980800,86400,2,161.97,163.85,162.99,164.92,161.97,163.85,162.99,164.92,1.66,0.010199999,1693440000,0.6085,1.12,1.001501,60.59108,39.656933,219809,219809,164909,150259,150259,162.92,162.99,0,0,21533751296,107.39,166.19,15.465205,156.9258,136.00415,1.58,0.009754893,AUD,21685585920,0.25575,50023542,132117000,0.62271,0.09985,132117000,11.102,14.681139,1688083200,1719705600,1688083200,-0.055,356100000,2.69,4.11,4.1,1.0151:1,1147651200,15.574,39.243,0.32630813,0.14113986,0.83,1693440000,ASX,EQUITY,REA.AX,REA.AX,REA GROUP FPO,REA Group Limited,944002800,Australia/Sydney,AEST,71c76b5c-7dfd-30a5-88b1-02185f1d3376,finmb_4493607,36000000,162.99,200.0,117.12,158.5,159.0,3.0,hold,13,301600000,2.283,552600000,403200000,1.658,1.698,1392400000,26.579,10.544,0.13031,0.23934999,872200000,313862496,472700000,-0.054,-0.045,0.6264,0.39687002,0.38897,AUD,
9,511 Church Street,Richmond,VIC,3121,Australia,61 3 0085 3440,https://www.rea-group.com,Internet Content & Information,Internet Content & Information,Communication Services,Communication Services,"REA Group Limited engages in online property advertising business in Australia, India, and internationally. It provides property and property-related services on websites and mobile applications. The company operates residential, commercial, and share property sites, such as realestate.com.au, realcommercial.com.au, smartline.com.au, makaan.com, housing.com, PropTiger.com, realtor.com, Flatmates.com.au, property.com.au, simpology.com.au, campaignagent.com.au, proptrack.com.au, myfun.com, housing.com, propertygurugroup.com, realtor.com, spacely.com.au, rumah123.com, iproperty.com.sg, 99.co, and 1form.com.au. It also provides mortgage brokerage and home financing solutions under the Mortgage Choice brand. The company was formerly known as realestate.com.au Ltd. and changed its name to REA Group Limited in December 2008. REA Group Limited was incorporated in 1995 and is headquartered in Richmond, Australia. REA Group Limited operates as a subsidiary of news corporation.",3307,"{'maxAge': 1, 'name': 'Mr. Kul  Singh', 'title': 'Chief Customer Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,6,7,10,1693526400,1703980800,86400,2,161.97,163.85,162.99,164.92,161.97,163.85,162.99,164.92,1.66,0.010199999,1693440000,0.6085,1.12,1.001501,60.59108,39.656933,219809,219809,164909,150259,150259,162.92,162.99,0,0,21533751296,107.39,166.19,15.465205,156.9258,136.00415,1.58,0.009754893,AUD,21685585920,0.25575,50023542,132117000,0.62271,0.09985,132117000,11.102,14.681139,1688083200,1719705600,1688083200,-0.055,356100000,2.69,4.11,4.1,1.0151:1,1147651200,15.574,39.243,0.32630813,0.14113986,0.83,1693440000,ASX,EQUITY,REA.AX,REA.AX,REA GROUP FPO,REA Group Limited,944002800,Australia/Sydney,AEST,71c76b5c-7dfd-30a5-88b1-02185f1d3376,finmb_4493607,36000000,162.99,200.0,117.12,158.5,159.0,3.0,hold,13,301600000,2.283,552600000,403200000,1.658,1.698,1392400000,26.579,10.544,0.13031,0.23934999,872200000,313862496,472700000,-0.054,-0.045,0.6264,0.39687002,0.38897,AUD,
