,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,returnOnAssets,returnOnEquity,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Gedung Grha BNI,Jl. Jenderal Sudirman Kav. 1,Jakarta Pusat,10220,Indonesia,62 21 251 1946,62 21 251 1961,https://www.bni.co.id,Banks—Regional,Financial Services,"PT Bank Negara Indonesia (Persero) Tbk, together with its subsidiaries, provides various banking products and services in Indonesia, New York, Europe, and Asia. It operates through, Corporate & International Banking, Institutional Banking, Enterprise & commercial Banking, Consumer Banking, Treasury, Head Offices, and Subsidiaries segments The company offers current, savings, and money market accounts, and time deposit products. It also provides cash management; insurance; investment banking; remittance; refinancing; and pension funds. In addition, the company offers debit and credit cards; SMS, Internet, and phone banking services, as well as automated teller machines; treasury services; transactional banking products, such as payment, collection, and liquidity management services; working capital, investment credit, bank guarantee, local letter of credit, and letter of credit; and customer analysis and portfolio management services. Further, it provides facilities for foreign exchange services; investment products, such as government, retail, and company bonds; transaction derivatives; BNIFX, a web-based digital platform to conduct non-physical forex transactions directly with BNI treasury dealers; local currency settlement; and trade finance services, which include export and import LC and non-LC, standby letter of credit, bill collection financing, open account financing, and BNI Trade Online, a digital service to submit requests for trade transactions online. The company serves agriculture, telecommunication, food and beverage, oil and gas, mining, chemicals, construction, electricity, and wholesale and retail. PT Bank Negara Indonesia (Persero) Tbk was founded in 1946 and is headquartered in Jakarta Pusat, Indonesia.",27398,"{'maxAge': 1, 'name': 'Mr. Royke  Tumilaar', 'age': 58, 'title': 'Pres Director & CEO', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,15.65,15.34,15.34,15.482,15.65,15.34,15.34,15.482,0.66,0.0429,1679875200,0.3756,0.924867,9.053802,2676,2676,46770,6178,6178,0.0,0.0,0,0,11548735488,13.84,16.0,15.045586,15.056283,0.0,0.0,USD,288718487552,0.40839002,5774556472,745945984,0.0,0.0,1672444800,1703980800,1688083200,0.05,1.71,PNK,EQUITY,PTBRY,PTBRY,PT BANK NEGARA INDONESIA(PERSER,PT Bank Negara Indonesia (Persero) Tbk,1404912600,America/New_York,EDT,-14400000,15.482,none,0.020299999,0.14607,45521856000000,0.05,0.038,0.0,0.0,0.0,IDR,
1,Gedung Grha BNI,Jl. Jenderal Sudirman Kav. 1,Jakarta Pusat,10220,Indonesia,62 21 251 1946,62 21 251 1961,https://www.bni.co.id,Banks—Regional,Financial Services,"PT Bank Negara Indonesia (Persero) Tbk, together with its subsidiaries, provides various banking products and services in Indonesia, New York, Europe, and Asia. It operates through, Corporate & International Banking, Institutional Banking, Enterprise & commercial Banking, Consumer Banking, Treasury, Head Offices, and Subsidiaries segments The company offers current, savings, and money market accounts, and time deposit products. It also provides cash management; insurance; investment banking; remittance; refinancing; and pension funds. In addition, the company offers debit and credit cards; SMS, Internet, and phone banking services, as well as automated teller machines; treasury services; transactional banking products, such as payment, collection, and liquidity management services; working capital, investment credit, bank guarantee, local letter of credit, and letter of credit; and customer analysis and portfolio management services. Further, it provides facilities for foreign exchange services; investment products, such as government, retail, and company bonds; transaction derivatives; BNIFX, a web-based digital platform to conduct non-physical forex transactions directly with BNI treasury dealers; local currency settlement; and trade finance services, which include export and import LC and non-LC, standby letter of credit, bill collection financing, open account financing, and BNI Trade Online, a digital service to submit requests for trade transactions online. The company serves agriculture, telecommunication, food and beverage, oil and gas, mining, chemicals, construction, electricity, and wholesale and retail. PT Bank Negara Indonesia (Persero) Tbk was founded in 1946 and is headquartered in Jakarta Pusat, Indonesia.",27398,"{'maxAge': 1, 'name': 'Ms. Novita Widya Anggraini', 'age': 46, 'title': 'MD of Fin., CFO & Director', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,15.65,15.34,15.34,15.482,15.65,15.34,15.34,15.482,0.66,0.0429,1679875200,0.3756,0.924867,9.053802,2676,2676,46770,6178,6178,0.0,0.0,0,0,11548735488,13.84,16.0,15.045586,15.056283,0.0,0.0,USD,288718487552,0.40839002,5774556472,745945984,0.0,0.0,1672444800,1703980800,1688083200,0.05,1.71,PNK,EQUITY,PTBRY,PTBRY,PT BANK NEGARA INDONESIA(PERSER,PT Bank Negara Indonesia (Persero) Tbk,1404912600,America/New_York,EDT,-14400000,15.482,none,0.020299999,0.14607,45521856000000,0.05,0.038,0.0,0.0,0.0,IDR,
2,Gedung Grha BNI,Jl. Jenderal Sudirman Kav. 1,Jakarta Pusat,10220,Indonesia,62 21 251 1946,62 21 251 1961,https://www.bni.co.id,Banks—Regional,Financial Services,"PT Bank Negara Indonesia (Persero) Tbk, together with its subsidiaries, provides various banking products and services in Indonesia, New York, Europe, and Asia. It operates through, Corporate & International Banking, Institutional Banking, Enterprise & commercial Banking, Consumer Banking, Treasury, Head Offices, and Subsidiaries segments The company offers current, savings, and money market accounts, and time deposit products. It also provides cash management; insurance; investment banking; remittance; refinancing; and pension funds. In addition, the company offers debit and credit cards; SMS, Internet, and phone banking services, as well as automated teller machines; treasury services; transactional banking products, such as payment, collection, and liquidity management services; working capital, investment credit, bank guarantee, local letter of credit, and letter of credit; and customer analysis and portfolio management services. Further, it provides facilities for foreign exchange services; investment products, such as government, retail, and company bonds; transaction derivatives; BNIFX, a web-based digital platform to conduct non-physical forex transactions directly with BNI treasury dealers; local currency settlement; and trade finance services, which include export and import LC and non-LC, standby letter of credit, bill collection financing, open account financing, and BNI Trade Online, a digital service to submit requests for trade transactions online. The company serves agriculture, telecommunication, food and beverage, oil and gas, mining, chemicals, construction, electricity, and wholesale and retail. PT Bank Negara Indonesia (Persero) Tbk was founded in 1946 and is headquartered in Jakarta Pusat, Indonesia.",27398,"{'maxAge': 1, 'name': 'Mr. Toto  Prasetio', 'age': 56, 'title': 'MD of Technology & Operations and Director', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,15.65,15.34,15.34,15.482,15.65,15.34,15.34,15.482,0.66,0.0429,1679875200,0.3756,0.924867,9.053802,2676,2676,46770,6178,6178,0.0,0.0,0,0,11548735488,13.84,16.0,15.045586,15.056283,0.0,0.0,USD,288718487552,0.40839002,5774556472,745945984,0.0,0.0,1672444800,1703980800,1688083200,0.05,1.71,PNK,EQUITY,PTBRY,PTBRY,PT BANK NEGARA INDONESIA(PERSER,PT Bank Negara Indonesia (Persero) Tbk,1404912600,America/New_York,EDT,-14400000,15.482,none,0.020299999,0.14607,45521856000000,0.05,0.038,0.0,0.0,0.0,IDR,
3,Gedung Grha BNI,Jl. Jenderal Sudirman Kav. 1,Jakarta Pusat,10220,Indonesia,62 21 251 1946,62 21 251 1961,https://www.bni.co.id,Banks—Regional,Financial Services,"PT Bank Negara Indonesia (Persero) Tbk, together with its subsidiaries, provides various banking products and services in Indonesia, New York, Europe, and Asia. It operates through, Corporate & International Banking, Institutional Banking, Enterprise & commercial Banking, Consumer Banking, Treasury, Head Offices, and Subsidiaries segments The company offers current, savings, and money market accounts, and time deposit products. It also provides cash management; insurance; investment banking; remittance; refinancing; and pension funds. In addition, the company offers debit and credit cards; SMS, Internet, and phone banking services, as well as automated teller machines; treasury services; transactional banking products, such as payment, collection, and liquidity management services; working capital, investment credit, bank guarantee, local letter of credit, and letter of credit; and customer analysis and portfolio management services. Further, it provides facilities for foreign exchange services; investment products, such as government, retail, and company bonds; transaction derivatives; BNIFX, a web-based digital platform to conduct non-physical forex transactions directly with BNI treasury dealers; local currency settlement; and trade finance services, which include export and import LC and non-LC, standby letter of credit, bill collection financing, open account financing, and BNI Trade Online, a digital service to submit requests for trade transactions online. The company serves agriculture, telecommunication, food and beverage, oil and gas, mining, chemicals, construction, electricity, and wholesale and retail. PT Bank Negara Indonesia (Persero) Tbk was founded in 1946 and is headquartered in Jakarta Pusat, Indonesia.",27398,"{'maxAge': 1, 'name': 'Mr. Yohan Y. Setio C.F.A.', 'age': 35, 'title': 'Head of Investor Relations Division & Acting Chief of Economist', 'yearBorn': 1987, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,15.65,15.34,15.34,15.482,15.65,15.34,15.34,15.482,0.66,0.0429,1679875200,0.3756,0.924867,9.053802,2676,2676,46770,6178,6178,0.0,0.0,0,0,11548735488,13.84,16.0,15.045586,15.056283,0.0,0.0,USD,288718487552,0.40839002,5774556472,745945984,0.0,0.0,1672444800,1703980800,1688083200,0.05,1.71,PNK,EQUITY,PTBRY,PTBRY,PT BANK NEGARA INDONESIA(PERSER,PT Bank Negara Indonesia (Persero) Tbk,1404912600,America/New_York,EDT,-14400000,15.482,none,0.020299999,0.14607,45521856000000,0.05,0.038,0.0,0.0,0.0,IDR,
4,Gedung Grha BNI,Jl. Jenderal Sudirman Kav. 1,Jakarta Pusat,10220,Indonesia,62 21 251 1946,62 21 251 1961,https://www.bni.co.id,Banks—Regional,Financial Services,"PT Bank Negara Indonesia (Persero) Tbk, together with its subsidiaries, provides various banking products and services in Indonesia, New York, Europe, and Asia. It operates through, Corporate & International Banking, Institutional Banking, Enterprise & commercial Banking, Consumer Banking, Treasury, Head Offices, and Subsidiaries segments The company offers current, savings, and money market accounts, and time deposit products. It also provides cash management; insurance; investment banking; remittance; refinancing; and pension funds. In addition, the company offers debit and credit cards; SMS, Internet, and phone banking services, as well as automated teller machines; treasury services; transactional banking products, such as payment, collection, and liquidity management services; working capital, investment credit, bank guarantee, local letter of credit, and letter of credit; and customer analysis and portfolio management services. Further, it provides facilities for foreign exchange services; investment products, such as government, retail, and company bonds; transaction derivatives; BNIFX, a web-based digital platform to conduct non-physical forex transactions directly with BNI treasury dealers; local currency settlement; and trade finance services, which include export and import LC and non-LC, standby letter of credit, bill collection financing, open account financing, and BNI Trade Online, a digital service to submit requests for trade transactions online. The company serves agriculture, telecommunication, food and beverage, oil and gas, mining, chemicals, construction, electricity, and wholesale and retail. PT Bank Negara Indonesia (Persero) Tbk was founded in 1946 and is headquartered in Jakarta Pusat, Indonesia.",27398,"{'maxAge': 1, 'name': 'Mr. Mucharom Hadi Prayitno', 'title': 'MD of Human Capital & Compliance and Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,15.65,15.34,15.34,15.482,15.65,15.34,15.34,15.482,0.66,0.0429,1679875200,0.3756,0.924867,9.053802,2676,2676,46770,6178,6178,0.0,0.0,0,0,11548735488,13.84,16.0,15.045586,15.056283,0.0,0.0,USD,288718487552,0.40839002,5774556472,745945984,0.0,0.0,1672444800,1703980800,1688083200,0.05,1.71,PNK,EQUITY,PTBRY,PTBRY,PT BANK NEGARA INDONESIA(PERSER,PT Bank Negara Indonesia (Persero) Tbk,1404912600,America/New_York,EDT,-14400000,15.482,none,0.020299999,0.14607,45521856000000,0.05,0.038,0.0,0.0,0.0,IDR,
5,Gedung Grha BNI,Jl. Jenderal Sudirman Kav. 1,Jakarta Pusat,10220,Indonesia,62 21 251 1946,62 21 251 1961,https://www.bni.co.id,Banks—Regional,Financial Services,"PT Bank Negara Indonesia (Persero) Tbk, together with its subsidiaries, provides various banking products and services in Indonesia, New York, Europe, and Asia. It operates through, Corporate & International Banking, Institutional Banking, Enterprise & commercial Banking, Consumer Banking, Treasury, Head Offices, and Subsidiaries segments The company offers current, savings, and money market accounts, and time deposit products. It also provides cash management; insurance; investment banking; remittance; refinancing; and pension funds. In addition, the company offers debit and credit cards; SMS, Internet, and phone banking services, as well as automated teller machines; treasury services; transactional banking products, such as payment, collection, and liquidity management services; working capital, investment credit, bank guarantee, local letter of credit, and letter of credit; and customer analysis and portfolio management services. Further, it provides facilities for foreign exchange services; investment products, such as government, retail, and company bonds; transaction derivatives; BNIFX, a web-based digital platform to conduct non-physical forex transactions directly with BNI treasury dealers; local currency settlement; and trade finance services, which include export and import LC and non-LC, standby letter of credit, bill collection financing, open account financing, and BNI Trade Online, a digital service to submit requests for trade transactions online. The company serves agriculture, telecommunication, food and beverage, oil and gas, mining, chemicals, construction, electricity, and wholesale and retail. PT Bank Negara Indonesia (Persero) Tbk was founded in 1946 and is headquartered in Jakarta Pusat, Indonesia.",27398,"{'maxAge': 1, 'name': 'Mr. -  Johansyah', 'age': 40, 'title': 'Head of Legal Division', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,15.65,15.34,15.34,15.482,15.65,15.34,15.34,15.482,0.66,0.0429,1679875200,0.3756,0.924867,9.053802,2676,2676,46770,6178,6178,0.0,0.0,0,0,11548735488,13.84,16.0,15.045586,15.056283,0.0,0.0,USD,288718487552,0.40839002,5774556472,745945984,0.0,0.0,1672444800,1703980800,1688083200,0.05,1.71,PNK,EQUITY,PTBRY,PTBRY,PT BANK NEGARA INDONESIA(PERSER,PT Bank Negara Indonesia (Persero) Tbk,1404912600,America/New_York,EDT,-14400000,15.482,none,0.020299999,0.14607,45521856000000,0.05,0.038,0.0,0.0,0.0,IDR,
6,Gedung Grha BNI,Jl. Jenderal Sudirman Kav. 1,Jakarta Pusat,10220,Indonesia,62 21 251 1946,62 21 251 1961,https://www.bni.co.id,Banks—Regional,Financial Services,"PT Bank Negara Indonesia (Persero) Tbk, together with its subsidiaries, provides various banking products and services in Indonesia, New York, Europe, and Asia. It operates through, Corporate & International Banking, Institutional Banking, Enterprise & commercial Banking, Consumer Banking, Treasury, Head Offices, and Subsidiaries segments The company offers current, savings, and money market accounts, and time deposit products. It also provides cash management; insurance; investment banking; remittance; refinancing; and pension funds. In addition, the company offers debit and credit cards; SMS, Internet, and phone banking services, as well as automated teller machines; treasury services; transactional banking products, such as payment, collection, and liquidity management services; working capital, investment credit, bank guarantee, local letter of credit, and letter of credit; and customer analysis and portfolio management services. Further, it provides facilities for foreign exchange services; investment products, such as government, retail, and company bonds; transaction derivatives; BNIFX, a web-based digital platform to conduct non-physical forex transactions directly with BNI treasury dealers; local currency settlement; and trade finance services, which include export and import LC and non-LC, standby letter of credit, bill collection financing, open account financing, and BNI Trade Online, a digital service to submit requests for trade transactions online. The company serves agriculture, telecommunication, food and beverage, oil and gas, mining, chemicals, construction, electricity, and wholesale and retail. PT Bank Negara Indonesia (Persero) Tbk was founded in 1946 and is headquartered in Jakarta Pusat, Indonesia.",27398,"{'maxAge': 1, 'name': 'Mr. Arom  Mucharom M.M., S.E.', 'age': 52, 'title': 'Head of Communications Division', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,15.65,15.34,15.34,15.482,15.65,15.34,15.34,15.482,0.66,0.0429,1679875200,0.3756,0.924867,9.053802,2676,2676,46770,6178,6178,0.0,0.0,0,0,11548735488,13.84,16.0,15.045586,15.056283,0.0,0.0,USD,288718487552,0.40839002,5774556472,745945984,0.0,0.0,1672444800,1703980800,1688083200,0.05,1.71,PNK,EQUITY,PTBRY,PTBRY,PT BANK NEGARA INDONESIA(PERSER,PT Bank Negara Indonesia (Persero) Tbk,1404912600,America/New_York,EDT,-14400000,15.482,none,0.020299999,0.14607,45521856000000,0.05,0.038,0.0,0.0,0.0,IDR,
7,Gedung Grha BNI,Jl. Jenderal Sudirman Kav. 1,Jakarta Pusat,10220,Indonesia,62 21 251 1946,62 21 251 1961,https://www.bni.co.id,Banks—Regional,Financial Services,"PT Bank Negara Indonesia (Persero) Tbk, together with its subsidiaries, provides various banking products and services in Indonesia, New York, Europe, and Asia. It operates through, Corporate & International Banking, Institutional Banking, Enterprise & commercial Banking, Consumer Banking, Treasury, Head Offices, and Subsidiaries segments The company offers current, savings, and money market accounts, and time deposit products. It also provides cash management; insurance; investment banking; remittance; refinancing; and pension funds. In addition, the company offers debit and credit cards; SMS, Internet, and phone banking services, as well as automated teller machines; treasury services; transactional banking products, such as payment, collection, and liquidity management services; working capital, investment credit, bank guarantee, local letter of credit, and letter of credit; and customer analysis and portfolio management services. Further, it provides facilities for foreign exchange services; investment products, such as government, retail, and company bonds; transaction derivatives; BNIFX, a web-based digital platform to conduct non-physical forex transactions directly with BNI treasury dealers; local currency settlement; and trade finance services, which include export and import LC and non-LC, standby letter of credit, bill collection financing, open account financing, and BNI Trade Online, a digital service to submit requests for trade transactions online. The company serves agriculture, telecommunication, food and beverage, oil and gas, mining, chemicals, construction, electricity, and wholesale and retail. PT Bank Negara Indonesia (Persero) Tbk was founded in 1946 and is headquartered in Jakarta Pusat, Indonesia.",27398,"{'maxAge': 1, 'name': 'Mr. -  Efrizal', 'age': 51, 'title': 'Head of Sales Division', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,15.65,15.34,15.34,15.482,15.65,15.34,15.34,15.482,0.66,0.0429,1679875200,0.3756,0.924867,9.053802,2676,2676,46770,6178,6178,0.0,0.0,0,0,11548735488,13.84,16.0,15.045586,15.056283,0.0,0.0,USD,288718487552,0.40839002,5774556472,745945984,0.0,0.0,1672444800,1703980800,1688083200,0.05,1.71,PNK,EQUITY,PTBRY,PTBRY,PT BANK NEGARA INDONESIA(PERSER,PT Bank Negara Indonesia (Persero) Tbk,1404912600,America/New_York,EDT,-14400000,15.482,none,0.020299999,0.14607,45521856000000,0.05,0.038,0.0,0.0,0.0,IDR,
8,Gedung Grha BNI,Jl. Jenderal Sudirman Kav. 1,Jakarta Pusat,10220,Indonesia,62 21 251 1946,62 21 251 1961,https://www.bni.co.id,Banks—Regional,Financial Services,"PT Bank Negara Indonesia (Persero) Tbk, together with its subsidiaries, provides various banking products and services in Indonesia, New York, Europe, and Asia. It operates through, Corporate & International Banking, Institutional Banking, Enterprise & commercial Banking, Consumer Banking, Treasury, Head Offices, and Subsidiaries segments The company offers current, savings, and money market accounts, and time deposit products. It also provides cash management; insurance; investment banking; remittance; refinancing; and pension funds. In addition, the company offers debit and credit cards; SMS, Internet, and phone banking services, as well as automated teller machines; treasury services; transactional banking products, such as payment, collection, and liquidity management services; working capital, investment credit, bank guarantee, local letter of credit, and letter of credit; and customer analysis and portfolio management services. Further, it provides facilities for foreign exchange services; investment products, such as government, retail, and company bonds; transaction derivatives; BNIFX, a web-based digital platform to conduct non-physical forex transactions directly with BNI treasury dealers; local currency settlement; and trade finance services, which include export and import LC and non-LC, standby letter of credit, bill collection financing, open account financing, and BNI Trade Online, a digital service to submit requests for trade transactions online. The company serves agriculture, telecommunication, food and beverage, oil and gas, mining, chemicals, construction, electricity, and wholesale and retail. PT Bank Negara Indonesia (Persero) Tbk was founded in 1946 and is headquartered in Jakarta Pusat, Indonesia.",27398,"{'maxAge': 1, 'name': 'Ms. Ayu Sari Wulandari', 'age': 52, 'title': 'Head of Data & Analytics Management Division', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,15.65,15.34,15.34,15.482,15.65,15.34,15.34,15.482,0.66,0.0429,1679875200,0.3756,0.924867,9.053802,2676,2676,46770,6178,6178,0.0,0.0,0,0,11548735488,13.84,16.0,15.045586,15.056283,0.0,0.0,USD,288718487552,0.40839002,5774556472,745945984,0.0,0.0,1672444800,1703980800,1688083200,0.05,1.71,PNK,EQUITY,PTBRY,PTBRY,PT BANK NEGARA INDONESIA(PERSER,PT Bank Negara Indonesia (Persero) Tbk,1404912600,America/New_York,EDT,-14400000,15.482,none,0.020299999,0.14607,45521856000000,0.05,0.038,0.0,0.0,0.0,IDR,
9,Gedung Grha BNI,Jl. Jenderal Sudirman Kav. 1,Jakarta Pusat,10220,Indonesia,62 21 251 1946,62 21 251 1961,https://www.bni.co.id,Banks—Regional,Financial Services,"PT Bank Negara Indonesia (Persero) Tbk, together with its subsidiaries, provides various banking products and services in Indonesia, New York, Europe, and Asia. It operates through, Corporate & International Banking, Institutional Banking, Enterprise & commercial Banking, Consumer Banking, Treasury, Head Offices, and Subsidiaries segments The company offers current, savings, and money market accounts, and time deposit products. It also provides cash management; insurance; investment banking; remittance; refinancing; and pension funds. In addition, the company offers debit and credit cards; SMS, Internet, and phone banking services, as well as automated teller machines; treasury services; transactional banking products, such as payment, collection, and liquidity management services; working capital, investment credit, bank guarantee, local letter of credit, and letter of credit; and customer analysis and portfolio management services. Further, it provides facilities for foreign exchange services; investment products, such as government, retail, and company bonds; transaction derivatives; BNIFX, a web-based digital platform to conduct non-physical forex transactions directly with BNI treasury dealers; local currency settlement; and trade finance services, which include export and import LC and non-LC, standby letter of credit, bill collection financing, open account financing, and BNI Trade Online, a digital service to submit requests for trade transactions online. The company serves agriculture, telecommunication, food and beverage, oil and gas, mining, chemicals, construction, electricity, and wholesale and retail. PT Bank Negara Indonesia (Persero) Tbk was founded in 1946 and is headquartered in Jakarta Pusat, Indonesia.",27398,"{'maxAge': 1, 'name': 'Mr. Muhammad  Iqbal', 'age': 49, 'title': 'Director of Institutional Banking & Director', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,15.65,15.34,15.34,15.482,15.65,15.34,15.34,15.482,0.66,0.0429,1679875200,0.3756,0.924867,9.053802,2676,2676,46770,6178,6178,0.0,0.0,0,0,11548735488,13.84,16.0,15.045586,15.056283,0.0,0.0,USD,288718487552,0.40839002,5774556472,745945984,0.0,0.0,1672444800,1703980800,1688083200,0.05,1.71,PNK,EQUITY,PTBRY,PTBRY,PT BANK NEGARA INDONESIA(PERSER,PT Bank Negara Indonesia (Persero) Tbk,1404912600,America/New_York,EDT,-14400000,15.482,none,0.020299999,0.14607,45521856000000,0.05,0.038,0.0,0.0,0.0,IDR,
