,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,280 Park Avenue,10th Floor,New York,NY,10017,United States,800 330 7348,https://www.cohenandsteers.com,Asset Management,Financial Services,"Cohen & Steers, Inc. is a publicly owned asset management holding company. Through its subsidiaries, the firm provides its services to institutional investors, including pension funds, endowments, and foundations. It manages separate client-focused equity, fixed income, multi-asset, and commodity portfolios through its subsidiaries. The firm launches and manages equity, fixed income, balanced, and multi-asset mutual funds through its subsidiaries. Through its subsidiaries, it also launches and manages hedge funds. The firm invests in public equity, fixed income, and commodity markets across the globe through its subsidiaries. Through its subsidiaries, it invests in companies operating in the real estate sector, including real estate investment trusts, infrastructure sector, and natural energy resources sector for its equity and fixed income investments. The firm also invests in preferred securities for its fixed income investments through its subsidiaries. The firm is a leading global investment manager specializing in real assets and alternative income, including real estate, preferred securities, infrastructure, resource equities, commodities, as well as multi-strategy solutions. Cohen & Steers, Inc. was founded in 1986 and is based in New York.",388,"{'maxAge': 1, 'name': 'Mr. Robert Hamilton Steers', 'age': 69, 'title': 'Exec. Chairman', 'yearBorn': 1953, 'fiscalYear': 2022, 'totalPay': 1218192, 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,1,4,1693526400,1672444800,86400,2,64.21,63.87,63.55,64.66,64.21,63.87,63.55,64.66,2.28,0.0357,1691712000,0.7671,2.73,1.335408,21.849314,18.386168,222031,222031,133356,110130,110130,62.73,64.99,800,900,3134481152,52.34,78.87,6.1220574,63.8798,64.0707,2.24,0.034885533,USD,3135177984,0.28156,25491019,49129800,1569658,1830302,1690761600,1693440000,0.0319,0.48202,0.52064997,15.11,0.060900003,7.189,8.874669,1672444800,1703980800,1688083200,-0.388,144160000,2.92,3.47,11.15,6.123,16.088,NYQ,EQUITY,CNS,CNS,Cohen & Steers Inc,"Cohen & Steers, Inc.",1092663000,America/New_York,EDT,-14400000,63.8,66.0,66.0,66.0,66.0,2.0,buy,1,205626000,4.185,194880992,115565000,5.691,5.709,511998016,26.034,10.44,0.19721001,0.31611001,275147000,151760128,149164992,-0.396,-0.182,0.49948,0.38063,0.3705,USD,7.0007
1,280 Park Avenue,10th Floor,New York,NY,10017,United States,800 330 7348,https://www.cohenandsteers.com,Asset Management,Financial Services,"Cohen & Steers, Inc. is a publicly owned asset management holding company. Through its subsidiaries, the firm provides its services to institutional investors, including pension funds, endowments, and foundations. It manages separate client-focused equity, fixed income, multi-asset, and commodity portfolios through its subsidiaries. The firm launches and manages equity, fixed income, balanced, and multi-asset mutual funds through its subsidiaries. Through its subsidiaries, it also launches and manages hedge funds. The firm invests in public equity, fixed income, and commodity markets across the globe through its subsidiaries. Through its subsidiaries, it invests in companies operating in the real estate sector, including real estate investment trusts, infrastructure sector, and natural energy resources sector for its equity and fixed income investments. The firm also invests in preferred securities for its fixed income investments through its subsidiaries. The firm is a leading global investment manager specializing in real assets and alternative income, including real estate, preferred securities, infrastructure, resource equities, commodities, as well as multi-strategy solutions. Cohen & Steers, Inc. was founded in 1986 and is based in New York.",388,"{'maxAge': 1, 'name': 'Mr. Martin  Cohen', 'age': 73, 'title': 'Co-Founder & Chairman', 'yearBorn': 1949, 'fiscalYear': 2022, 'totalPay': 295454, 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,1,4,1693526400,1672444800,86400,2,64.21,63.87,63.55,64.66,64.21,63.87,63.55,64.66,2.28,0.0357,1691712000,0.7671,2.73,1.335408,21.849314,18.386168,222031,222031,133356,110130,110130,62.73,64.99,800,900,3134481152,52.34,78.87,6.1220574,63.8798,64.0707,2.24,0.034885533,USD,3135177984,0.28156,25491019,49129800,1569658,1830302,1690761600,1693440000,0.0319,0.48202,0.52064997,15.11,0.060900003,7.189,8.874669,1672444800,1703980800,1688083200,-0.388,144160000,2.92,3.47,11.15,6.123,16.088,NYQ,EQUITY,CNS,CNS,Cohen & Steers Inc,"Cohen & Steers, Inc.",1092663000,America/New_York,EDT,-14400000,63.8,66.0,66.0,66.0,66.0,2.0,buy,1,205626000,4.185,194880992,115565000,5.691,5.709,511998016,26.034,10.44,0.19721001,0.31611001,275147000,151760128,149164992,-0.396,-0.182,0.49948,0.38063,0.3705,USD,7.0007
2,280 Park Avenue,10th Floor,New York,NY,10017,United States,800 330 7348,https://www.cohenandsteers.com,Asset Management,Financial Services,"Cohen & Steers, Inc. is a publicly owned asset management holding company. Through its subsidiaries, the firm provides its services to institutional investors, including pension funds, endowments, and foundations. It manages separate client-focused equity, fixed income, multi-asset, and commodity portfolios through its subsidiaries. The firm launches and manages equity, fixed income, balanced, and multi-asset mutual funds through its subsidiaries. Through its subsidiaries, it also launches and manages hedge funds. The firm invests in public equity, fixed income, and commodity markets across the globe through its subsidiaries. Through its subsidiaries, it invests in companies operating in the real estate sector, including real estate investment trusts, infrastructure sector, and natural energy resources sector for its equity and fixed income investments. The firm also invests in preferred securities for its fixed income investments through its subsidiaries. The firm is a leading global investment manager specializing in real assets and alternative income, including real estate, preferred securities, infrastructure, resource equities, commodities, as well as multi-strategy solutions. Cohen & Steers, Inc. was founded in 1986 and is based in New York.",388,"{'maxAge': 1, 'name': 'Mr. Joseph Martin Harvey', 'age': 58, 'title': 'Pres, CEO & Director', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 2072795, 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,1,4,1693526400,1672444800,86400,2,64.21,63.87,63.55,64.66,64.21,63.87,63.55,64.66,2.28,0.0357,1691712000,0.7671,2.73,1.335408,21.849314,18.386168,222031,222031,133356,110130,110130,62.73,64.99,800,900,3134481152,52.34,78.87,6.1220574,63.8798,64.0707,2.24,0.034885533,USD,3135177984,0.28156,25491019,49129800,1569658,1830302,1690761600,1693440000,0.0319,0.48202,0.52064997,15.11,0.060900003,7.189,8.874669,1672444800,1703980800,1688083200,-0.388,144160000,2.92,3.47,11.15,6.123,16.088,NYQ,EQUITY,CNS,CNS,Cohen & Steers Inc,"Cohen & Steers, Inc.",1092663000,America/New_York,EDT,-14400000,63.8,66.0,66.0,66.0,66.0,2.0,buy,1,205626000,4.185,194880992,115565000,5.691,5.709,511998016,26.034,10.44,0.19721001,0.31611001,275147000,151760128,149164992,-0.396,-0.182,0.49948,0.38063,0.3705,USD,7.0007
3,280 Park Avenue,10th Floor,New York,NY,10017,United States,800 330 7348,https://www.cohenandsteers.com,Asset Management,Financial Services,"Cohen & Steers, Inc. is a publicly owned asset management holding company. Through its subsidiaries, the firm provides its services to institutional investors, including pension funds, endowments, and foundations. It manages separate client-focused equity, fixed income, multi-asset, and commodity portfolios through its subsidiaries. The firm launches and manages equity, fixed income, balanced, and multi-asset mutual funds through its subsidiaries. Through its subsidiaries, it also launches and manages hedge funds. The firm invests in public equity, fixed income, and commodity markets across the globe through its subsidiaries. Through its subsidiaries, it invests in companies operating in the real estate sector, including real estate investment trusts, infrastructure sector, and natural energy resources sector for its equity and fixed income investments. The firm also invests in preferred securities for its fixed income investments through its subsidiaries. The firm is a leading global investment manager specializing in real assets and alternative income, including real estate, preferred securities, infrastructure, resource equities, commodities, as well as multi-strategy solutions. Cohen & Steers, Inc. was founded in 1986 and is based in New York.",388,"{'maxAge': 1, 'name': 'Mr. Matthew Scott Stadler CPA, CPA', 'age': 67, 'title': 'Exec. VP & CFO', 'yearBorn': 1955, 'fiscalYear': 2022, 'totalPay': 1668720, 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,1,4,1693526400,1672444800,86400,2,64.21,63.87,63.55,64.66,64.21,63.87,63.55,64.66,2.28,0.0357,1691712000,0.7671,2.73,1.335408,21.849314,18.386168,222031,222031,133356,110130,110130,62.73,64.99,800,900,3134481152,52.34,78.87,6.1220574,63.8798,64.0707,2.24,0.034885533,USD,3135177984,0.28156,25491019,49129800,1569658,1830302,1690761600,1693440000,0.0319,0.48202,0.52064997,15.11,0.060900003,7.189,8.874669,1672444800,1703980800,1688083200,-0.388,144160000,2.92,3.47,11.15,6.123,16.088,NYQ,EQUITY,CNS,CNS,Cohen & Steers Inc,"Cohen & Steers, Inc.",1092663000,America/New_York,EDT,-14400000,63.8,66.0,66.0,66.0,66.0,2.0,buy,1,205626000,4.185,194880992,115565000,5.691,5.709,511998016,26.034,10.44,0.19721001,0.31611001,275147000,151760128,149164992,-0.396,-0.182,0.49948,0.38063,0.3705,USD,7.0007
4,280 Park Avenue,10th Floor,New York,NY,10017,United States,800 330 7348,https://www.cohenandsteers.com,Asset Management,Financial Services,"Cohen & Steers, Inc. is a publicly owned asset management holding company. Through its subsidiaries, the firm provides its services to institutional investors, including pension funds, endowments, and foundations. It manages separate client-focused equity, fixed income, multi-asset, and commodity portfolios through its subsidiaries. The firm launches and manages equity, fixed income, balanced, and multi-asset mutual funds through its subsidiaries. Through its subsidiaries, it also launches and manages hedge funds. The firm invests in public equity, fixed income, and commodity markets across the globe through its subsidiaries. Through its subsidiaries, it invests in companies operating in the real estate sector, including real estate investment trusts, infrastructure sector, and natural energy resources sector for its equity and fixed income investments. The firm also invests in preferred securities for its fixed income investments through its subsidiaries. The firm is a leading global investment manager specializing in real assets and alternative income, including real estate, preferred securities, infrastructure, resource equities, commodities, as well as multi-strategy solutions. Cohen & Steers, Inc. was founded in 1986 and is based in New York.",388,"{'maxAge': 1, 'name': 'Mr. Adam M. Derechin C.F.A., CFA', 'age': 57, 'title': 'Exec. VP & COO', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 1261481, 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,1,4,1693526400,1672444800,86400,2,64.21,63.87,63.55,64.66,64.21,63.87,63.55,64.66,2.28,0.0357,1691712000,0.7671,2.73,1.335408,21.849314,18.386168,222031,222031,133356,110130,110130,62.73,64.99,800,900,3134481152,52.34,78.87,6.1220574,63.8798,64.0707,2.24,0.034885533,USD,3135177984,0.28156,25491019,49129800,1569658,1830302,1690761600,1693440000,0.0319,0.48202,0.52064997,15.11,0.060900003,7.189,8.874669,1672444800,1703980800,1688083200,-0.388,144160000,2.92,3.47,11.15,6.123,16.088,NYQ,EQUITY,CNS,CNS,Cohen & Steers Inc,"Cohen & Steers, Inc.",1092663000,America/New_York,EDT,-14400000,63.8,66.0,66.0,66.0,66.0,2.0,buy,1,205626000,4.185,194880992,115565000,5.691,5.709,511998016,26.034,10.44,0.19721001,0.31611001,275147000,151760128,149164992,-0.396,-0.182,0.49948,0.38063,0.3705,USD,7.0007
5,280 Park Avenue,10th Floor,New York,NY,10017,United States,800 330 7348,https://www.cohenandsteers.com,Asset Management,Financial Services,"Cohen & Steers, Inc. is a publicly owned asset management holding company. Through its subsidiaries, the firm provides its services to institutional investors, including pension funds, endowments, and foundations. It manages separate client-focused equity, fixed income, multi-asset, and commodity portfolios through its subsidiaries. The firm launches and manages equity, fixed income, balanced, and multi-asset mutual funds through its subsidiaries. Through its subsidiaries, it also launches and manages hedge funds. The firm invests in public equity, fixed income, and commodity markets across the globe through its subsidiaries. Through its subsidiaries, it invests in companies operating in the real estate sector, including real estate investment trusts, infrastructure sector, and natural energy resources sector for its equity and fixed income investments. The firm also invests in preferred securities for its fixed income investments through its subsidiaries. The firm is a leading global investment manager specializing in real assets and alternative income, including real estate, preferred securities, infrastructure, resource equities, commodities, as well as multi-strategy solutions. Cohen & Steers, Inc. was founded in 1986 and is based in New York.",388,"{'maxAge': 1, 'name': 'Mr. John Y. Cheigh C.F.A.', 'age': 49, 'title': 'Exec. VP, Chief Investment Officer & Head of Global Real Estate', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 3890113, 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,1,4,1693526400,1672444800,86400,2,64.21,63.87,63.55,64.66,64.21,63.87,63.55,64.66,2.28,0.0357,1691712000,0.7671,2.73,1.335408,21.849314,18.386168,222031,222031,133356,110130,110130,62.73,64.99,800,900,3134481152,52.34,78.87,6.1220574,63.8798,64.0707,2.24,0.034885533,USD,3135177984,0.28156,25491019,49129800,1569658,1830302,1690761600,1693440000,0.0319,0.48202,0.52064997,15.11,0.060900003,7.189,8.874669,1672444800,1703980800,1688083200,-0.388,144160000,2.92,3.47,11.15,6.123,16.088,NYQ,EQUITY,CNS,CNS,Cohen & Steers Inc,"Cohen & Steers, Inc.",1092663000,America/New_York,EDT,-14400000,63.8,66.0,66.0,66.0,66.0,2.0,buy,1,205626000,4.185,194880992,115565000,5.691,5.709,511998016,26.034,10.44,0.19721001,0.31611001,275147000,151760128,149164992,-0.396,-0.182,0.49948,0.38063,0.3705,USD,7.0007
6,280 Park Avenue,10th Floor,New York,NY,10017,United States,800 330 7348,https://www.cohenandsteers.com,Asset Management,Financial Services,"Cohen & Steers, Inc. is a publicly owned asset management holding company. Through its subsidiaries, the firm provides its services to institutional investors, including pension funds, endowments, and foundations. It manages separate client-focused equity, fixed income, multi-asset, and commodity portfolios through its subsidiaries. The firm launches and manages equity, fixed income, balanced, and multi-asset mutual funds through its subsidiaries. Through its subsidiaries, it also launches and manages hedge funds. The firm invests in public equity, fixed income, and commodity markets across the globe through its subsidiaries. Through its subsidiaries, it invests in companies operating in the real estate sector, including real estate investment trusts, infrastructure sector, and natural energy resources sector for its equity and fixed income investments. The firm also invests in preferred securities for its fixed income investments through its subsidiaries. The firm is a leading global investment manager specializing in real assets and alternative income, including real estate, preferred securities, infrastructure, resource equities, commodities, as well as multi-strategy solutions. Cohen & Steers, Inc. was founded in 1986 and is based in New York.",388,"{'maxAge': 1, 'name': 'Mr. Daniel P. Charles', 'age': 55, 'title': 'Exec. VP & Head of Global Distribution', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 1823642, 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,1,4,1693526400,1672444800,86400,2,64.21,63.87,63.55,64.66,64.21,63.87,63.55,64.66,2.28,0.0357,1691712000,0.7671,2.73,1.335408,21.849314,18.386168,222031,222031,133356,110130,110130,62.73,64.99,800,900,3134481152,52.34,78.87,6.1220574,63.8798,64.0707,2.24,0.034885533,USD,3135177984,0.28156,25491019,49129800,1569658,1830302,1690761600,1693440000,0.0319,0.48202,0.52064997,15.11,0.060900003,7.189,8.874669,1672444800,1703980800,1688083200,-0.388,144160000,2.92,3.47,11.15,6.123,16.088,NYQ,EQUITY,CNS,CNS,Cohen & Steers Inc,"Cohen & Steers, Inc.",1092663000,America/New_York,EDT,-14400000,63.8,66.0,66.0,66.0,66.0,2.0,buy,1,205626000,4.185,194880992,115565000,5.691,5.709,511998016,26.034,10.44,0.19721001,0.31611001,275147000,151760128,149164992,-0.396,-0.182,0.49948,0.38063,0.3705,USD,7.0007
7,280 Park Avenue,10th Floor,New York,NY,10017,United States,800 330 7348,https://www.cohenandsteers.com,Asset Management,Financial Services,"Cohen & Steers, Inc. is a publicly owned asset management holding company. Through its subsidiaries, the firm provides its services to institutional investors, including pension funds, endowments, and foundations. It manages separate client-focused equity, fixed income, multi-asset, and commodity portfolios through its subsidiaries. The firm launches and manages equity, fixed income, balanced, and multi-asset mutual funds through its subsidiaries. Through its subsidiaries, it also launches and manages hedge funds. The firm invests in public equity, fixed income, and commodity markets across the globe through its subsidiaries. Through its subsidiaries, it invests in companies operating in the real estate sector, including real estate investment trusts, infrastructure sector, and natural energy resources sector for its equity and fixed income investments. The firm also invests in preferred securities for its fixed income investments through its subsidiaries. The firm is a leading global investment manager specializing in real assets and alternative income, including real estate, preferred securities, infrastructure, resource equities, commodities, as well as multi-strategy solutions. Cohen & Steers, Inc. was founded in 1986 and is based in New York.",388,"{'maxAge': 1, 'name': 'Ms. Elena  Dulik', 'age': 56, 'title': 'Chief Accounting Officer & Sr. VP', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,1,4,1693526400,1672444800,86400,2,64.21,63.87,63.55,64.66,64.21,63.87,63.55,64.66,2.28,0.0357,1691712000,0.7671,2.73,1.335408,21.849314,18.386168,222031,222031,133356,110130,110130,62.73,64.99,800,900,3134481152,52.34,78.87,6.1220574,63.8798,64.0707,2.24,0.034885533,USD,3135177984,0.28156,25491019,49129800,1569658,1830302,1690761600,1693440000,0.0319,0.48202,0.52064997,15.11,0.060900003,7.189,8.874669,1672444800,1703980800,1688083200,-0.388,144160000,2.92,3.47,11.15,6.123,16.088,NYQ,EQUITY,CNS,CNS,Cohen & Steers Inc,"Cohen & Steers, Inc.",1092663000,America/New_York,EDT,-14400000,63.8,66.0,66.0,66.0,66.0,2.0,buy,1,205626000,4.185,194880992,115565000,5.691,5.709,511998016,26.034,10.44,0.19721001,0.31611001,275147000,151760128,149164992,-0.396,-0.182,0.49948,0.38063,0.3705,USD,7.0007
8,280 Park Avenue,10th Floor,New York,NY,10017,United States,800 330 7348,https://www.cohenandsteers.com,Asset Management,Financial Services,"Cohen & Steers, Inc. is a publicly owned asset management holding company. Through its subsidiaries, the firm provides its services to institutional investors, including pension funds, endowments, and foundations. It manages separate client-focused equity, fixed income, multi-asset, and commodity portfolios through its subsidiaries. The firm launches and manages equity, fixed income, balanced, and multi-asset mutual funds through its subsidiaries. Through its subsidiaries, it also launches and manages hedge funds. The firm invests in public equity, fixed income, and commodity markets across the globe through its subsidiaries. Through its subsidiaries, it invests in companies operating in the real estate sector, including real estate investment trusts, infrastructure sector, and natural energy resources sector for its equity and fixed income investments. The firm also invests in preferred securities for its fixed income investments through its subsidiaries. The firm is a leading global investment manager specializing in real assets and alternative income, including real estate, preferred securities, infrastructure, resource equities, commodities, as well as multi-strategy solutions. Cohen & Steers, Inc. was founded in 1986 and is based in New York.",388,"{'maxAge': 1, 'name': 'Mr. Francis Casimir Poli Esq.', 'age': 59, 'title': 'Exec. VP, Gen. Counsel & Sec.', 'yearBorn': 1963, 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,1,4,1693526400,1672444800,86400,2,64.21,63.87,63.55,64.66,64.21,63.87,63.55,64.66,2.28,0.0357,1691712000,0.7671,2.73,1.335408,21.849314,18.386168,222031,222031,133356,110130,110130,62.73,64.99,800,900,3134481152,52.34,78.87,6.1220574,63.8798,64.0707,2.24,0.034885533,USD,3135177984,0.28156,25491019,49129800,1569658,1830302,1690761600,1693440000,0.0319,0.48202,0.52064997,15.11,0.060900003,7.189,8.874669,1672444800,1703980800,1688083200,-0.388,144160000,2.92,3.47,11.15,6.123,16.088,NYQ,EQUITY,CNS,CNS,Cohen & Steers Inc,"Cohen & Steers, Inc.",1092663000,America/New_York,EDT,-14400000,63.8,66.0,66.0,66.0,66.0,2.0,buy,1,205626000,4.185,194880992,115565000,5.691,5.709,511998016,26.034,10.44,0.19721001,0.31611001,275147000,151760128,149164992,-0.396,-0.182,0.49948,0.38063,0.3705,USD,7.0007
9,280 Park Avenue,10th Floor,New York,NY,10017,United States,800 330 7348,https://www.cohenandsteers.com,Asset Management,Financial Services,"Cohen & Steers, Inc. is a publicly owned asset management holding company. Through its subsidiaries, the firm provides its services to institutional investors, including pension funds, endowments, and foundations. It manages separate client-focused equity, fixed income, multi-asset, and commodity portfolios through its subsidiaries. The firm launches and manages equity, fixed income, balanced, and multi-asset mutual funds through its subsidiaries. Through its subsidiaries, it also launches and manages hedge funds. The firm invests in public equity, fixed income, and commodity markets across the globe through its subsidiaries. Through its subsidiaries, it invests in companies operating in the real estate sector, including real estate investment trusts, infrastructure sector, and natural energy resources sector for its equity and fixed income investments. The firm also invests in preferred securities for its fixed income investments through its subsidiaries. The firm is a leading global investment manager specializing in real assets and alternative income, including real estate, preferred securities, infrastructure, resource equities, commodities, as well as multi-strategy solutions. Cohen & Steers, Inc. was founded in 1986 and is based in New York.",388,"{'maxAge': 1, 'name': 'Mr. Paul  Zettl', 'title': 'Exec. VP, Head of Global Marketing & Chief Marketing Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,1,4,1693526400,1672444800,86400,2,64.21,63.87,63.55,64.66,64.21,63.87,63.55,64.66,2.28,0.0357,1691712000,0.7671,2.73,1.335408,21.849314,18.386168,222031,222031,133356,110130,110130,62.73,64.99,800,900,3134481152,52.34,78.87,6.1220574,63.8798,64.0707,2.24,0.034885533,USD,3135177984,0.28156,25491019,49129800,1569658,1830302,1690761600,1693440000,0.0319,0.48202,0.52064997,15.11,0.060900003,7.189,8.874669,1672444800,1703980800,1688083200,-0.388,144160000,2.92,3.47,11.15,6.123,16.088,NYQ,EQUITY,CNS,CNS,Cohen & Steers Inc,"Cohen & Steers, Inc.",1092663000,America/New_York,EDT,-14400000,63.8,66.0,66.0,66.0,66.0,2.0,buy,1,205626000,4.185,194880992,115565000,5.691,5.709,511998016,26.034,10.44,0.19721001,0.31611001,275147000,151760128,149164992,-0.396,-0.182,0.49948,0.38063,0.3705,USD,7.0007
