,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Klausdalsbrovej 601,Ballerup,2750,Denmark,45 70 11 20 20,https://www.tryg.com,Insurance—Diversified,Financial Services,"Tryg A/S, together with its subsidiaries, provides insurance products and services for private and corporate customers, and small and medium sized businesses in Denmark, Norway, and Sweden. It operates through Private, Commercial, Corporate, and Sweden segments. The company provides car, contents, house, accident, travel, motorcycles, pet, health, property, liability, transportation, group life, and boat insurance products, as well as fire and content, and worker compensation insurance products. It sells its products primarily through call centers, Internet, tied agents, franchisees, interest organizations, car dealers, real estate agents, insurance brokers, and Nordea branches under the Tryg Forsikring, Alka, Enter Forsikring, Tryg, Moderna, Tryg Garanti, Moderna Djurförsäkringar, Atlantica Båtförsäkring, Affinity, and Bilsport & MC specialförsäkring brands. The company was founded in 1731 and is headquartered in Ballerup, Denmark.",6836,"{'maxAge': 1, 'name': 'Mr. Johan Kirstein Brammer', 'age': 46, 'title': 'Group CEO & Member of Exec. Board', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 9316000, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,1,1,2,1693526400,1672444800,86400,2,137.1,137.45,135.45,137.7,137.1,137.45,135.45,137.7,7.4,0.0543,1689120000,0.91120005,3.47,0.28078,24.682972,15.46538,1618049,1618049,758790,763249,763249,135.9,136.0,0,0,85373566976,127.3,170.15,2.4511504,132.144,150.41325,6.88,0.050182346,DKK,90337239040,0.10092,327377328,622710016,0.00102,0.71397,64.012,2.1285071,1672444800,1703980800,1688083200,1.144,3515000064,5.52,8.81,0.84,5:1,1431388800,2.594,14.023,CPH,EQUITY,TRYG.CO,TRYG.CO,Tryg A/S,Tryg A/S,1129273200,Europe/Copenhagen,CEST,7200000,136.25,198.0,142.5,169.57,167.5,2.1,buy,14,1368000000,2.197,6441999872,6860000256,0.862,2.297,34830000128,17.209,54.897,0.029949998,0.08193,5891000000,-46724624384,-3855000064,1.239,-0.053,0.22253999,0.18495001,0.15748,DKK,
1,Klausdalsbrovej 601,Ballerup,2750,Denmark,45 70 11 20 20,https://www.tryg.com,Insurance—Diversified,Financial Services,"Tryg A/S, together with its subsidiaries, provides insurance products and services for private and corporate customers, and small and medium sized businesses in Denmark, Norway, and Sweden. It operates through Private, Commercial, Corporate, and Sweden segments. The company provides car, contents, house, accident, travel, motorcycles, pet, health, property, liability, transportation, group life, and boat insurance products, as well as fire and content, and worker compensation insurance products. It sells its products primarily through call centers, Internet, tied agents, franchisees, interest organizations, car dealers, real estate agents, insurance brokers, and Nordea branches under the Tryg Forsikring, Alka, Enter Forsikring, Tryg, Moderna, Tryg Garanti, Moderna Djurförsäkringar, Atlantica Båtförsäkring, Affinity, and Bilsport & MC specialförsäkring brands. The company was founded in 1731 and is headquartered in Ballerup, Denmark.",6836,"{'maxAge': 1, 'name': 'Ms. Barbara Plucnar Jensen', 'age': 51, 'title': 'Group CFO & Member of Exec. Board', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 8543000, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,1,1,2,1693526400,1672444800,86400,2,137.1,137.45,135.45,137.7,137.1,137.45,135.45,137.7,7.4,0.0543,1689120000,0.91120005,3.47,0.28078,24.682972,15.46538,1618049,1618049,758790,763249,763249,135.9,136.0,0,0,85373566976,127.3,170.15,2.4511504,132.144,150.41325,6.88,0.050182346,DKK,90337239040,0.10092,327377328,622710016,0.00102,0.71397,64.012,2.1285071,1672444800,1703980800,1688083200,1.144,3515000064,5.52,8.81,0.84,5:1,1431388800,2.594,14.023,CPH,EQUITY,TRYG.CO,TRYG.CO,Tryg A/S,Tryg A/S,1129273200,Europe/Copenhagen,CEST,7200000,136.25,198.0,142.5,169.57,167.5,2.1,buy,14,1368000000,2.197,6441999872,6860000256,0.862,2.297,34830000128,17.209,54.897,0.029949998,0.08193,5891000000,-46724624384,-3855000064,1.239,-0.053,0.22253999,0.18495001,0.15748,DKK,
2,Klausdalsbrovej 601,Ballerup,2750,Denmark,45 70 11 20 20,https://www.tryg.com,Insurance—Diversified,Financial Services,"Tryg A/S, together with its subsidiaries, provides insurance products and services for private and corporate customers, and small and medium sized businesses in Denmark, Norway, and Sweden. It operates through Private, Commercial, Corporate, and Sweden segments. The company provides car, contents, house, accident, travel, motorcycles, pet, health, property, liability, transportation, group life, and boat insurance products, as well as fire and content, and worker compensation insurance products. It sells its products primarily through call centers, Internet, tied agents, franchisees, interest organizations, car dealers, real estate agents, insurance brokers, and Nordea branches under the Tryg Forsikring, Alka, Enter Forsikring, Tryg, Moderna, Tryg Garanti, Moderna Djurförsäkringar, Atlantica Båtförsäkring, Affinity, and Bilsport & MC specialförsäkring brands. The company was founded in 1731 and is headquartered in Ballerup, Denmark.",6836,"{'maxAge': 1, 'name': 'Mr. Lars Ulrik Bonde', 'age': 57, 'title': 'Group COO & Member of Exec. Board', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 9175000, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,1,1,2,1693526400,1672444800,86400,2,137.1,137.45,135.45,137.7,137.1,137.45,135.45,137.7,7.4,0.0543,1689120000,0.91120005,3.47,0.28078,24.682972,15.46538,1618049,1618049,758790,763249,763249,135.9,136.0,0,0,85373566976,127.3,170.15,2.4511504,132.144,150.41325,6.88,0.050182346,DKK,90337239040,0.10092,327377328,622710016,0.00102,0.71397,64.012,2.1285071,1672444800,1703980800,1688083200,1.144,3515000064,5.52,8.81,0.84,5:1,1431388800,2.594,14.023,CPH,EQUITY,TRYG.CO,TRYG.CO,Tryg A/S,Tryg A/S,1129273200,Europe/Copenhagen,CEST,7200000,136.25,198.0,142.5,169.57,167.5,2.1,buy,14,1368000000,2.197,6441999872,6860000256,0.862,2.297,34830000128,17.209,54.897,0.029949998,0.08193,5891000000,-46724624384,-3855000064,1.239,-0.053,0.22253999,0.18495001,0.15748,DKK,
3,Klausdalsbrovej 601,Ballerup,2750,Denmark,45 70 11 20 20,https://www.tryg.com,Insurance—Diversified,Financial Services,"Tryg A/S, together with its subsidiaries, provides insurance products and services for private and corporate customers, and small and medium sized businesses in Denmark, Norway, and Sweden. It operates through Private, Commercial, Corporate, and Sweden segments. The company provides car, contents, house, accident, travel, motorcycles, pet, health, property, liability, transportation, group life, and boat insurance products, as well as fire and content, and worker compensation insurance products. It sells its products primarily through call centers, Internet, tied agents, franchisees, interest organizations, car dealers, real estate agents, insurance brokers, and Nordea branches under the Tryg Forsikring, Alka, Enter Forsikring, Tryg, Moderna, Tryg Garanti, Moderna Djurförsäkringar, Atlantica Båtförsäkring, Affinity, and Bilsport & MC specialförsäkring brands. The company was founded in 1731 and is headquartered in Ballerup, Denmark.",6836,"{'maxAge': 1, 'name': 'Mr. Mikael  Karrsten', 'age': 47, 'title': 'Group Chief Technical Officer & Member of Exec. Board', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,1,1,2,1693526400,1672444800,86400,2,137.1,137.45,135.45,137.7,137.1,137.45,135.45,137.7,7.4,0.0543,1689120000,0.91120005,3.47,0.28078,24.682972,15.46538,1618049,1618049,758790,763249,763249,135.9,136.0,0,0,85373566976,127.3,170.15,2.4511504,132.144,150.41325,6.88,0.050182346,DKK,90337239040,0.10092,327377328,622710016,0.00102,0.71397,64.012,2.1285071,1672444800,1703980800,1688083200,1.144,3515000064,5.52,8.81,0.84,5:1,1431388800,2.594,14.023,CPH,EQUITY,TRYG.CO,TRYG.CO,Tryg A/S,Tryg A/S,1129273200,Europe/Copenhagen,CEST,7200000,136.25,198.0,142.5,169.57,167.5,2.1,buy,14,1368000000,2.197,6441999872,6860000256,0.862,2.297,34830000128,17.209,54.897,0.029949998,0.08193,5891000000,-46724624384,-3855000064,1.239,-0.053,0.22253999,0.18495001,0.15748,DKK,
4,Klausdalsbrovej 601,Ballerup,2750,Denmark,45 70 11 20 20,https://www.tryg.com,Insurance—Diversified,Financial Services,"Tryg A/S, together with its subsidiaries, provides insurance products and services for private and corporate customers, and small and medium sized businesses in Denmark, Norway, and Sweden. It operates through Private, Commercial, Corporate, and Sweden segments. The company provides car, contents, house, accident, travel, motorcycles, pet, health, property, liability, transportation, group life, and boat insurance products, as well as fire and content, and worker compensation insurance products. It sells its products primarily through call centers, Internet, tied agents, franchisees, interest organizations, car dealers, real estate agents, insurance brokers, and Nordea branches under the Tryg Forsikring, Alka, Enter Forsikring, Tryg, Moderna, Tryg Garanti, Moderna Djurförsäkringar, Atlantica Båtförsäkring, Affinity, and Bilsport & MC specialförsäkring brands. The company was founded in 1731 and is headquartered in Ballerup, Denmark.",6836,"{'maxAge': 1, 'name': 'Mr. Gianandrea  Roberti', 'title': 'Investor Relations Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,1,1,2,1693526400,1672444800,86400,2,137.1,137.45,135.45,137.7,137.1,137.45,135.45,137.7,7.4,0.0543,1689120000,0.91120005,3.47,0.28078,24.682972,15.46538,1618049,1618049,758790,763249,763249,135.9,136.0,0,0,85373566976,127.3,170.15,2.4511504,132.144,150.41325,6.88,0.050182346,DKK,90337239040,0.10092,327377328,622710016,0.00102,0.71397,64.012,2.1285071,1672444800,1703980800,1688083200,1.144,3515000064,5.52,8.81,0.84,5:1,1431388800,2.594,14.023,CPH,EQUITY,TRYG.CO,TRYG.CO,Tryg A/S,Tryg A/S,1129273200,Europe/Copenhagen,CEST,7200000,136.25,198.0,142.5,169.57,167.5,2.1,buy,14,1368000000,2.197,6441999872,6860000256,0.862,2.297,34830000128,17.209,54.897,0.029949998,0.08193,5891000000,-46724624384,-3855000064,1.239,-0.053,0.22253999,0.18495001,0.15748,DKK,
5,Klausdalsbrovej 601,Ballerup,2750,Denmark,45 70 11 20 20,https://www.tryg.com,Insurance—Diversified,Financial Services,"Tryg A/S, together with its subsidiaries, provides insurance products and services for private and corporate customers, and small and medium sized businesses in Denmark, Norway, and Sweden. It operates through Private, Commercial, Corporate, and Sweden segments. The company provides car, contents, house, accident, travel, motorcycles, pet, health, property, liability, transportation, group life, and boat insurance products, as well as fire and content, and worker compensation insurance products. It sells its products primarily through call centers, Internet, tied agents, franchisees, interest organizations, car dealers, real estate agents, insurance brokers, and Nordea branches under the Tryg Forsikring, Alka, Enter Forsikring, Tryg, Moderna, Tryg Garanti, Moderna Djurförsäkringar, Atlantica Båtförsäkring, Affinity, and Bilsport & MC specialförsäkring brands. The company was founded in 1731 and is headquartered in Ballerup, Denmark.",6836,"{'maxAge': 1, 'name': 'Ms. Tanja  Frederiksen', 'title': 'Head of Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,1,1,2,1693526400,1672444800,86400,2,137.1,137.45,135.45,137.7,137.1,137.45,135.45,137.7,7.4,0.0543,1689120000,0.91120005,3.47,0.28078,24.682972,15.46538,1618049,1618049,758790,763249,763249,135.9,136.0,0,0,85373566976,127.3,170.15,2.4511504,132.144,150.41325,6.88,0.050182346,DKK,90337239040,0.10092,327377328,622710016,0.00102,0.71397,64.012,2.1285071,1672444800,1703980800,1688083200,1.144,3515000064,5.52,8.81,0.84,5:1,1431388800,2.594,14.023,CPH,EQUITY,TRYG.CO,TRYG.CO,Tryg A/S,Tryg A/S,1129273200,Europe/Copenhagen,CEST,7200000,136.25,198.0,142.5,169.57,167.5,2.1,buy,14,1368000000,2.197,6441999872,6860000256,0.862,2.297,34830000128,17.209,54.897,0.029949998,0.08193,5891000000,-46724624384,-3855000064,1.239,-0.053,0.22253999,0.18495001,0.15748,DKK,
6,Klausdalsbrovej 601,Ballerup,2750,Denmark,45 70 11 20 20,https://www.tryg.com,Insurance—Diversified,Financial Services,"Tryg A/S, together with its subsidiaries, provides insurance products and services for private and corporate customers, and small and medium sized businesses in Denmark, Norway, and Sweden. It operates through Private, Commercial, Corporate, and Sweden segments. The company provides car, contents, house, accident, travel, motorcycles, pet, health, property, liability, transportation, group life, and boat insurance products, as well as fire and content, and worker compensation insurance products. It sells its products primarily through call centers, Internet, tied agents, franchisees, interest organizations, car dealers, real estate agents, insurance brokers, and Nordea branches under the Tryg Forsikring, Alka, Enter Forsikring, Tryg, Moderna, Tryg Garanti, Moderna Djurförsäkringar, Atlantica Båtförsäkring, Affinity, and Bilsport & MC specialförsäkring brands. The company was founded in 1731 and is headquartered in Ballerup, Denmark.",6836,"{'maxAge': 1, 'name': 'Mr. Jens  Galsgaard', 'title': 'Chief Internal Auditor', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,1,1,2,1693526400,1672444800,86400,2,137.1,137.45,135.45,137.7,137.1,137.45,135.45,137.7,7.4,0.0543,1689120000,0.91120005,3.47,0.28078,24.682972,15.46538,1618049,1618049,758790,763249,763249,135.9,136.0,0,0,85373566976,127.3,170.15,2.4511504,132.144,150.41325,6.88,0.050182346,DKK,90337239040,0.10092,327377328,622710016,0.00102,0.71397,64.012,2.1285071,1672444800,1703980800,1688083200,1.144,3515000064,5.52,8.81,0.84,5:1,1431388800,2.594,14.023,CPH,EQUITY,TRYG.CO,TRYG.CO,Tryg A/S,Tryg A/S,1129273200,Europe/Copenhagen,CEST,7200000,136.25,198.0,142.5,169.57,167.5,2.1,buy,14,1368000000,2.197,6441999872,6860000256,0.862,2.297,34830000128,17.209,54.897,0.029949998,0.08193,5891000000,-46724624384,-3855000064,1.239,-0.053,0.22253999,0.18495001,0.15748,DKK,
7,Klausdalsbrovej 601,Ballerup,2750,Denmark,45 70 11 20 20,https://www.tryg.com,Insurance—Diversified,Financial Services,"Tryg A/S, together with its subsidiaries, provides insurance products and services for private and corporate customers, and small and medium sized businesses in Denmark, Norway, and Sweden. It operates through Private, Commercial, Corporate, and Sweden segments. The company provides car, contents, house, accident, travel, motorcycles, pet, health, property, liability, transportation, group life, and boat insurance products, as well as fire and content, and worker compensation insurance products. It sells its products primarily through call centers, Internet, tied agents, franchisees, interest organizations, car dealers, real estate agents, insurance brokers, and Nordea branches under the Tryg Forsikring, Alka, Enter Forsikring, Tryg, Moderna, Tryg Garanti, Moderna Djurförsäkringar, Atlantica Båtförsäkring, Affinity, and Bilsport & MC specialförsäkring brands. The company was founded in 1731 and is headquartered in Ballerup, Denmark.",6836,"{'maxAge': 1, 'name': 'Mr. Hans  Arnum', 'age': 52, 'title': 'Head of Commercial', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,1,1,2,1693526400,1672444800,86400,2,137.1,137.45,135.45,137.7,137.1,137.45,135.45,137.7,7.4,0.0543,1689120000,0.91120005,3.47,0.28078,24.682972,15.46538,1618049,1618049,758790,763249,763249,135.9,136.0,0,0,85373566976,127.3,170.15,2.4511504,132.144,150.41325,6.88,0.050182346,DKK,90337239040,0.10092,327377328,622710016,0.00102,0.71397,64.012,2.1285071,1672444800,1703980800,1688083200,1.144,3515000064,5.52,8.81,0.84,5:1,1431388800,2.594,14.023,CPH,EQUITY,TRYG.CO,TRYG.CO,Tryg A/S,Tryg A/S,1129273200,Europe/Copenhagen,CEST,7200000,136.25,198.0,142.5,169.57,167.5,2.1,buy,14,1368000000,2.197,6441999872,6860000256,0.862,2.297,34830000128,17.209,54.897,0.029949998,0.08193,5891000000,-46724624384,-3855000064,1.239,-0.053,0.22253999,0.18495001,0.15748,DKK,
8,Klausdalsbrovej 601,Ballerup,2750,Denmark,45 70 11 20 20,https://www.tryg.com,Insurance—Diversified,Financial Services,"Tryg A/S, together with its subsidiaries, provides insurance products and services for private and corporate customers, and small and medium sized businesses in Denmark, Norway, and Sweden. It operates through Private, Commercial, Corporate, and Sweden segments. The company provides car, contents, house, accident, travel, motorcycles, pet, health, property, liability, transportation, group life, and boat insurance products, as well as fire and content, and worker compensation insurance products. It sells its products primarily through call centers, Internet, tied agents, franchisees, interest organizations, car dealers, real estate agents, insurance brokers, and Nordea branches under the Tryg Forsikring, Alka, Enter Forsikring, Tryg, Moderna, Tryg Garanti, Moderna Djurförsäkringar, Atlantica Båtförsäkring, Affinity, and Bilsport & MC specialförsäkring brands. The company was founded in 1731 and is headquartered in Ballerup, Denmark.",6836,"{'maxAge': 1, 'name': 'Ms. Alexandra Bastkaer Winther', 'age': 36, 'title': 'Group Chief Commercial Officer', 'yearBorn': 1986, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,1,1,2,1693526400,1672444800,86400,2,137.1,137.45,135.45,137.7,137.1,137.45,135.45,137.7,7.4,0.0543,1689120000,0.91120005,3.47,0.28078,24.682972,15.46538,1618049,1618049,758790,763249,763249,135.9,136.0,0,0,85373566976,127.3,170.15,2.4511504,132.144,150.41325,6.88,0.050182346,DKK,90337239040,0.10092,327377328,622710016,0.00102,0.71397,64.012,2.1285071,1672444800,1703980800,1688083200,1.144,3515000064,5.52,8.81,0.84,5:1,1431388800,2.594,14.023,CPH,EQUITY,TRYG.CO,TRYG.CO,Tryg A/S,Tryg A/S,1129273200,Europe/Copenhagen,CEST,7200000,136.25,198.0,142.5,169.57,167.5,2.1,buy,14,1368000000,2.197,6441999872,6860000256,0.862,2.297,34830000128,17.209,54.897,0.029949998,0.08193,5891000000,-46724624384,-3855000064,1.239,-0.053,0.22253999,0.18495001,0.15748,DKK,
9,Klausdalsbrovej 601,Ballerup,2750,Denmark,45 70 11 20 20,https://www.tryg.com,Insurance—Diversified,Financial Services,"Tryg A/S, together with its subsidiaries, provides insurance products and services for private and corporate customers, and small and medium sized businesses in Denmark, Norway, and Sweden. It operates through Private, Commercial, Corporate, and Sweden segments. The company provides car, contents, house, accident, travel, motorcycles, pet, health, property, liability, transportation, group life, and boat insurance products, as well as fire and content, and worker compensation insurance products. It sells its products primarily through call centers, Internet, tied agents, franchisees, interest organizations, car dealers, real estate agents, insurance brokers, and Nordea branches under the Tryg Forsikring, Alka, Enter Forsikring, Tryg, Moderna, Tryg Garanti, Moderna Djurförsäkringar, Atlantica Båtförsäkring, Affinity, and Bilsport & MC specialförsäkring brands. The company was founded in 1731 and is headquartered in Ballerup, Denmark.",6836,"{'maxAge': 1, 'name': 'Mr. Peter  Brondt', 'title': 'Investor Relations Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,1,1,2,1693526400,1672444800,86400,2,137.1,137.45,135.45,137.7,137.1,137.45,135.45,137.7,7.4,0.0543,1689120000,0.91120005,3.47,0.28078,24.682972,15.46538,1618049,1618049,758790,763249,763249,135.9,136.0,0,0,85373566976,127.3,170.15,2.4511504,132.144,150.41325,6.88,0.050182346,DKK,90337239040,0.10092,327377328,622710016,0.00102,0.71397,64.012,2.1285071,1672444800,1703980800,1688083200,1.144,3515000064,5.52,8.81,0.84,5:1,1431388800,2.594,14.023,CPH,EQUITY,TRYG.CO,TRYG.CO,Tryg A/S,Tryg A/S,1129273200,Europe/Copenhagen,CEST,7200000,136.25,198.0,142.5,169.57,167.5,2.1,buy,14,1368000000,2.197,6441999872,6860000256,0.862,2.297,34830000128,17.209,54.897,0.029949998,0.08193,5891000000,-46724624384,-3855000064,1.239,-0.053,0.22253999,0.18495001,0.15748,DKK,
