,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7250 Redwood Boulevard,Suite 200,Novato,CA,94945,United States,415 899 1555,415 899 1559,https://www.hennessyadvisors.com,Asset Management,Asset Management,Financial Services,Financial Services,"Hennessy Advisors, Inc. is an employee owned investment manager. It provides its services to Hennessy Funds and investment companies. The firm launches and manages equity, fixed income, and balanced mutual funds. It invests in the public equity and fixed income markets across the globe. The firm primarily invests in growth stocks of companies. It conducts in-house research to make its investments. Hennessy Advisors, Inc. was founded in 1989 and is based in Novato, California with additional offices in Boston, Massachusetts and Chapel Hill, North Carolina.",17,"{'maxAge': 1, 'name': 'Mr. Neil Joseph Hennessy', 'age': 66, 'title': 'Chairman & CEO', 'yearBorn': 1956, 'fiscalYear': 2022, 'totalPay': 1227877, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.94,6.86,6.9,6.96,6.94,6.86,6.9,6.96,0.55,0.0787,1692662400,0.85940003,5.62,0.906639,10.820313,5.54,1223,1223,10396,10430,10430,2.78,6.95,800,1200,52482152,6.66,10.15,2.165016,7.0244,7.8314,0.552,0.079538904,USD,33016926,0.19818,3939308,7578650,101374,101090,1690761600,1693440000,0.0134000005,0.48235,0.07959,6.25,0.0226,7578650,11.536,0.6002947,1664496000,1696032000,1688083200,-0.142,4804000,0.64,1.25,3:2,1488844800,1.362,4.825,-0.22396415,0.14113986,0.138,1692662400,NGM,EQUITY,HNNA,HNNA,"Hennessy Advisors, Inc.","Hennessy Advisors, Inc.",1110378600,America/New_York,EDT,3aa524a8-73dc-36c1-b367-d1a5a9de6be0,finmb_2976956,-14400000,6.925,2.0,buy,59409000,7.839,6843000,39461000,17.646,17.861,24241000,45.137,3.208,0.028889999,0.055409998,15082000,3285375,7060000,-0.134,-0.175,0.50485003,0.28229,0.27337998,USD,
1,7250 Redwood Boulevard,Suite 200,Novato,CA,94945,United States,415 899 1555,415 899 1559,https://www.hennessyadvisors.com,Asset Management,Asset Management,Financial Services,Financial Services,"Hennessy Advisors, Inc. is an employee owned investment manager. It provides its services to Hennessy Funds and investment companies. The firm launches and manages equity, fixed income, and balanced mutual funds. It invests in the public equity and fixed income markets across the globe. The firm primarily invests in growth stocks of companies. It conducts in-house research to make its investments. Hennessy Advisors, Inc. was founded in 1989 and is based in Novato, California with additional offices in Boston, Massachusetts and Chapel Hill, North Carolina.",17,"{'maxAge': 1, 'name': 'Ms. Teresa Mariani Nilsen', 'age': 56, 'title': 'Pres, COO, Corp. Sec. & Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 777490, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.94,6.86,6.9,6.96,6.94,6.86,6.9,6.96,0.55,0.0787,1692662400,0.85940003,5.62,0.906639,10.820313,5.54,1223,1223,10396,10430,10430,2.78,6.95,800,1200,52482152,6.66,10.15,2.165016,7.0244,7.8314,0.552,0.079538904,USD,33016926,0.19818,3939308,7578650,101374,101090,1690761600,1693440000,0.0134000005,0.48235,0.07959,6.25,0.0226,7578650,11.536,0.6002947,1664496000,1696032000,1688083200,-0.142,4804000,0.64,1.25,3:2,1488844800,1.362,4.825,-0.22396415,0.14113986,0.138,1692662400,NGM,EQUITY,HNNA,HNNA,"Hennessy Advisors, Inc.","Hennessy Advisors, Inc.",1110378600,America/New_York,EDT,3aa524a8-73dc-36c1-b367-d1a5a9de6be0,finmb_2976956,-14400000,6.925,2.0,buy,59409000,7.839,6843000,39461000,17.646,17.861,24241000,45.137,3.208,0.028889999,0.055409998,15082000,3285375,7060000,-0.134,-0.175,0.50485003,0.28229,0.27337998,USD,
2,7250 Redwood Boulevard,Suite 200,Novato,CA,94945,United States,415 899 1555,415 899 1559,https://www.hennessyadvisors.com,Asset Management,Asset Management,Financial Services,Financial Services,"Hennessy Advisors, Inc. is an employee owned investment manager. It provides its services to Hennessy Funds and investment companies. The firm launches and manages equity, fixed income, and balanced mutual funds. It invests in the public equity and fixed income markets across the globe. The firm primarily invests in growth stocks of companies. It conducts in-house research to make its investments. Hennessy Advisors, Inc. was founded in 1989 and is based in Novato, California with additional offices in Boston, Massachusetts and Chapel Hill, North Carolina.",17,"{'maxAge': 1, 'name': 'Ms. Kathryn Rose Fahy CPA', 'age': 41, 'title': 'CFO & Sr. VP', 'yearBorn': 1981, 'fiscalYear': 2022, 'totalPay': 438547, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.94,6.86,6.9,6.96,6.94,6.86,6.9,6.96,0.55,0.0787,1692662400,0.85940003,5.62,0.906639,10.820313,5.54,1223,1223,10396,10430,10430,2.78,6.95,800,1200,52482152,6.66,10.15,2.165016,7.0244,7.8314,0.552,0.079538904,USD,33016926,0.19818,3939308,7578650,101374,101090,1690761600,1693440000,0.0134000005,0.48235,0.07959,6.25,0.0226,7578650,11.536,0.6002947,1664496000,1696032000,1688083200,-0.142,4804000,0.64,1.25,3:2,1488844800,1.362,4.825,-0.22396415,0.14113986,0.138,1692662400,NGM,EQUITY,HNNA,HNNA,"Hennessy Advisors, Inc.","Hennessy Advisors, Inc.",1110378600,America/New_York,EDT,3aa524a8-73dc-36c1-b367-d1a5a9de6be0,finmb_2976956,-14400000,6.925,2.0,buy,59409000,7.839,6843000,39461000,17.646,17.861,24241000,45.137,3.208,0.028889999,0.055409998,15082000,3285375,7060000,-0.134,-0.175,0.50485003,0.28229,0.27337998,USD,
3,7250 Redwood Boulevard,Suite 200,Novato,CA,94945,United States,415 899 1555,415 899 1559,https://www.hennessyadvisors.com,Asset Management,Asset Management,Financial Services,Financial Services,"Hennessy Advisors, Inc. is an employee owned investment manager. It provides its services to Hennessy Funds and investment companies. The firm launches and manages equity, fixed income, and balanced mutual funds. It invests in the public equity and fixed income markets across the globe. The firm primarily invests in growth stocks of companies. It conducts in-house research to make its investments. Hennessy Advisors, Inc. was founded in 1989 and is based in Novato, California with additional offices in Boston, Massachusetts and Chapel Hill, North Carolina.",17,"{'maxAge': 1, 'name': 'Mr. Daniel Bruce Steadman', 'age': 66, 'title': 'Exec. VP & Director', 'yearBorn': 1956, 'fiscalYear': 2022, 'totalPay': 368831, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.94,6.86,6.9,6.96,6.94,6.86,6.9,6.96,0.55,0.0787,1692662400,0.85940003,5.62,0.906639,10.820313,5.54,1223,1223,10396,10430,10430,2.78,6.95,800,1200,52482152,6.66,10.15,2.165016,7.0244,7.8314,0.552,0.079538904,USD,33016926,0.19818,3939308,7578650,101374,101090,1690761600,1693440000,0.0134000005,0.48235,0.07959,6.25,0.0226,7578650,11.536,0.6002947,1664496000,1696032000,1688083200,-0.142,4804000,0.64,1.25,3:2,1488844800,1.362,4.825,-0.22396415,0.14113986,0.138,1692662400,NGM,EQUITY,HNNA,HNNA,"Hennessy Advisors, Inc.","Hennessy Advisors, Inc.",1110378600,America/New_York,EDT,3aa524a8-73dc-36c1-b367-d1a5a9de6be0,finmb_2976956,-14400000,6.925,2.0,buy,59409000,7.839,6843000,39461000,17.646,17.861,24241000,45.137,3.208,0.028889999,0.055409998,15082000,3285375,7060000,-0.134,-0.175,0.50485003,0.28229,0.27337998,USD,
4,7250 Redwood Boulevard,Suite 200,Novato,CA,94945,United States,415 899 1555,415 899 1559,https://www.hennessyadvisors.com,Asset Management,Asset Management,Financial Services,Financial Services,"Hennessy Advisors, Inc. is an employee owned investment manager. It provides its services to Hennessy Funds and investment companies. The firm launches and manages equity, fixed income, and balanced mutual funds. It invests in the public equity and fixed income markets across the globe. The firm primarily invests in growth stocks of companies. It conducts in-house research to make its investments. Hennessy Advisors, Inc. was founded in 1989 and is based in Novato, California with additional offices in Boston, Massachusetts and Chapel Hill, North Carolina.",17,"{'maxAge': 1, 'name': 'Ms. Jennifer Lynn Cheskiewicz', 'age': 44, 'title': 'Gen. Counsel', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.94,6.86,6.9,6.96,6.94,6.86,6.9,6.96,0.55,0.0787,1692662400,0.85940003,5.62,0.906639,10.820313,5.54,1223,1223,10396,10430,10430,2.78,6.95,800,1200,52482152,6.66,10.15,2.165016,7.0244,7.8314,0.552,0.079538904,USD,33016926,0.19818,3939308,7578650,101374,101090,1690761600,1693440000,0.0134000005,0.48235,0.07959,6.25,0.0226,7578650,11.536,0.6002947,1664496000,1696032000,1688083200,-0.142,4804000,0.64,1.25,3:2,1488844800,1.362,4.825,-0.22396415,0.14113986,0.138,1692662400,NGM,EQUITY,HNNA,HNNA,"Hennessy Advisors, Inc.","Hennessy Advisors, Inc.",1110378600,America/New_York,EDT,3aa524a8-73dc-36c1-b367-d1a5a9de6be0,finmb_2976956,-14400000,6.925,2.0,buy,59409000,7.839,6843000,39461000,17.646,17.861,24241000,45.137,3.208,0.028889999,0.055409998,15082000,3285375,7060000,-0.134,-0.175,0.50485003,0.28229,0.27337998,USD,
5,7250 Redwood Boulevard,Suite 200,Novato,CA,94945,United States,415 899 1555,415 899 1559,https://www.hennessyadvisors.com,Asset Management,Asset Management,Financial Services,Financial Services,"Hennessy Advisors, Inc. is an employee owned investment manager. It provides its services to Hennessy Funds and investment companies. The firm launches and manages equity, fixed income, and balanced mutual funds. It invests in the public equity and fixed income markets across the globe. The firm primarily invests in growth stocks of companies. It conducts in-house research to make its investments. Hennessy Advisors, Inc. was founded in 1989 and is based in Novato, California with additional offices in Boston, Massachusetts and Chapel Hill, North Carolina.",17,"{'maxAge': 1, 'name': 'Ms. Tania A. Kelley', 'age': 56, 'title': 'VP of Marketing', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.94,6.86,6.9,6.96,6.94,6.86,6.9,6.96,0.55,0.0787,1692662400,0.85940003,5.62,0.906639,10.820313,5.54,1223,1223,10396,10430,10430,2.78,6.95,800,1200,52482152,6.66,10.15,2.165016,7.0244,7.8314,0.552,0.079538904,USD,33016926,0.19818,3939308,7578650,101374,101090,1690761600,1693440000,0.0134000005,0.48235,0.07959,6.25,0.0226,7578650,11.536,0.6002947,1664496000,1696032000,1688083200,-0.142,4804000,0.64,1.25,3:2,1488844800,1.362,4.825,-0.22396415,0.14113986,0.138,1692662400,NGM,EQUITY,HNNA,HNNA,"Hennessy Advisors, Inc.","Hennessy Advisors, Inc.",1110378600,America/New_York,EDT,3aa524a8-73dc-36c1-b367-d1a5a9de6be0,finmb_2976956,-14400000,6.925,2.0,buy,59409000,7.839,6843000,39461000,17.646,17.861,24241000,45.137,3.208,0.028889999,0.055409998,15082000,3285375,7060000,-0.134,-0.175,0.50485003,0.28229,0.27337998,USD,
6,7250 Redwood Boulevard,Suite 200,Novato,CA,94945,United States,415 899 1555,415 899 1559,https://www.hennessyadvisors.com,Asset Management,Asset Management,Financial Services,Financial Services,"Hennessy Advisors, Inc. is an employee owned investment manager. It provides its services to Hennessy Funds and investment companies. The firm launches and manages equity, fixed income, and balanced mutual funds. It invests in the public equity and fixed income markets across the globe. The firm primarily invests in growth stocks of companies. It conducts in-house research to make its investments. Hennessy Advisors, Inc. was founded in 1989 and is based in Novato, California with additional offices in Boston, Massachusetts and Chapel Hill, North Carolina.",17,"{'maxAge': 1, 'name': 'Mr. Alan J. Hennessy', 'title': 'VP of Corp. Devel. & Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.94,6.86,6.9,6.96,6.94,6.86,6.9,6.96,0.55,0.0787,1692662400,0.85940003,5.62,0.906639,10.820313,5.54,1223,1223,10396,10430,10430,2.78,6.95,800,1200,52482152,6.66,10.15,2.165016,7.0244,7.8314,0.552,0.079538904,USD,33016926,0.19818,3939308,7578650,101374,101090,1690761600,1693440000,0.0134000005,0.48235,0.07959,6.25,0.0226,7578650,11.536,0.6002947,1664496000,1696032000,1688083200,-0.142,4804000,0.64,1.25,3:2,1488844800,1.362,4.825,-0.22396415,0.14113986,0.138,1692662400,NGM,EQUITY,HNNA,HNNA,"Hennessy Advisors, Inc.","Hennessy Advisors, Inc.",1110378600,America/New_York,EDT,3aa524a8-73dc-36c1-b367-d1a5a9de6be0,finmb_2976956,-14400000,6.925,2.0,buy,59409000,7.839,6843000,39461000,17.646,17.861,24241000,45.137,3.208,0.028889999,0.055409998,15082000,3285375,7060000,-0.134,-0.175,0.50485003,0.28229,0.27337998,USD,
7,7250 Redwood Boulevard,Suite 200,Novato,CA,94945,United States,415 899 1555,415 899 1559,https://www.hennessyadvisors.com,Asset Management,Asset Management,Financial Services,Financial Services,"Hennessy Advisors, Inc. is an employee owned investment manager. It provides its services to Hennessy Funds and investment companies. The firm launches and manages equity, fixed income, and balanced mutual funds. It invests in the public equity and fixed income markets across the globe. The firm primarily invests in growth stocks of companies. It conducts in-house research to make its investments. Hennessy Advisors, Inc. was founded in 1989 and is based in Novato, California with additional offices in Boston, Massachusetts and Chapel Hill, North Carolina.",17,"{'maxAge': 1, 'name': 'Lesha  Harding', 'title': 'Assistant Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.94,6.86,6.9,6.96,6.94,6.86,6.9,6.96,0.55,0.0787,1692662400,0.85940003,5.62,0.906639,10.820313,5.54,1223,1223,10396,10430,10430,2.78,6.95,800,1200,52482152,6.66,10.15,2.165016,7.0244,7.8314,0.552,0.079538904,USD,33016926,0.19818,3939308,7578650,101374,101090,1690761600,1693440000,0.0134000005,0.48235,0.07959,6.25,0.0226,7578650,11.536,0.6002947,1664496000,1696032000,1688083200,-0.142,4804000,0.64,1.25,3:2,1488844800,1.362,4.825,-0.22396415,0.14113986,0.138,1692662400,NGM,EQUITY,HNNA,HNNA,"Hennessy Advisors, Inc.","Hennessy Advisors, Inc.",1110378600,America/New_York,EDT,3aa524a8-73dc-36c1-b367-d1a5a9de6be0,finmb_2976956,-14400000,6.925,2.0,buy,59409000,7.839,6843000,39461000,17.646,17.861,24241000,45.137,3.208,0.028889999,0.055409998,15082000,3285375,7060000,-0.134,-0.175,0.50485003,0.28229,0.27337998,USD,
8,7250 Redwood Boulevard,Suite 200,Novato,CA,94945,United States,415 899 1555,415 899 1559,https://www.hennessyadvisors.com,Asset Management,Asset Management,Financial Services,Financial Services,"Hennessy Advisors, Inc. is an employee owned investment manager. It provides its services to Hennessy Funds and investment companies. The firm launches and manages equity, fixed income, and balanced mutual funds. It invests in the public equity and fixed income markets across the globe. The firm primarily invests in growth stocks of companies. It conducts in-house research to make its investments. Hennessy Advisors, Inc. was founded in 1989 and is based in Novato, California with additional offices in Boston, Massachusetts and Chapel Hill, North Carolina.",17,"{'maxAge': 1, 'name': 'Ms. Jill  Carley', 'title': 'Marketing Associate', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.94,6.86,6.9,6.96,6.94,6.86,6.9,6.96,0.55,0.0787,1692662400,0.85940003,5.62,0.906639,10.820313,5.54,1223,1223,10396,10430,10430,2.78,6.95,800,1200,52482152,6.66,10.15,2.165016,7.0244,7.8314,0.552,0.079538904,USD,33016926,0.19818,3939308,7578650,101374,101090,1690761600,1693440000,0.0134000005,0.48235,0.07959,6.25,0.0226,7578650,11.536,0.6002947,1664496000,1696032000,1688083200,-0.142,4804000,0.64,1.25,3:2,1488844800,1.362,4.825,-0.22396415,0.14113986,0.138,1692662400,NGM,EQUITY,HNNA,HNNA,"Hennessy Advisors, Inc.","Hennessy Advisors, Inc.",1110378600,America/New_York,EDT,3aa524a8-73dc-36c1-b367-d1a5a9de6be0,finmb_2976956,-14400000,6.925,2.0,buy,59409000,7.839,6843000,39461000,17.646,17.861,24241000,45.137,3.208,0.028889999,0.055409998,15082000,3285375,7060000,-0.134,-0.175,0.50485003,0.28229,0.27337998,USD,
9,7250 Redwood Boulevard,Suite 200,Novato,CA,94945,United States,415 899 1555,415 899 1559,https://www.hennessyadvisors.com,Asset Management,Asset Management,Financial Services,Financial Services,"Hennessy Advisors, Inc. is an employee owned investment manager. It provides its services to Hennessy Funds and investment companies. The firm launches and manages equity, fixed income, and balanced mutual funds. It invests in the public equity and fixed income markets across the globe. The firm primarily invests in growth stocks of companies. It conducts in-house research to make its investments. Hennessy Advisors, Inc. was founded in 1989 and is based in Novato, California with additional offices in Boston, Massachusetts and Chapel Hill, North Carolina.",17,"{'maxAge': 1, 'name': 'Mr. Daniel P. Hennessy', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.94,6.86,6.9,6.96,6.94,6.86,6.9,6.96,0.55,0.0787,1692662400,0.85940003,5.62,0.906639,10.820313,5.54,1223,1223,10396,10430,10430,2.78,6.95,800,1200,52482152,6.66,10.15,2.165016,7.0244,7.8314,0.552,0.079538904,USD,33016926,0.19818,3939308,7578650,101374,101090,1690761600,1693440000,0.0134000005,0.48235,0.07959,6.25,0.0226,7578650,11.536,0.6002947,1664496000,1696032000,1688083200,-0.142,4804000,0.64,1.25,3:2,1488844800,1.362,4.825,-0.22396415,0.14113986,0.138,1692662400,NGM,EQUITY,HNNA,HNNA,"Hennessy Advisors, Inc.","Hennessy Advisors, Inc.",1110378600,America/New_York,EDT,3aa524a8-73dc-36c1-b367-d1a5a9de6be0,finmb_2976956,-14400000,6.925,2.0,buy,59409000,7.839,6843000,39461000,17.646,17.861,24241000,45.137,3.208,0.028889999,0.055409998,15082000,3285375,7060000,-0.134,-0.175,0.50485003,0.28229,0.27337998,USD,
