,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,500 East Pratt Street,Suite 1300,Baltimore,MD,21202,United States,410 752 5900,https://www.adamsfunds.com/funds/diversified-equity,Asset Management,Asset Management,Financial Services,Financial Services,"Adams Diversified Equity Fund, Inc. is a publicly owned investment manager. The firm provides its services to investment companies. The firm invests in the public equity markets of the United States. It invests in stocks of large-cap companies across diversified sectors to make its investments. The firm employs a fundamental, technical and quantitative analysis with a bottom-up stock picking approach, while focusing on earnings growth prospects, financial strength, cash flow generation, macro-economics, capital allocation, market competition, profitability. It obtains external research to complement its in-house research to make its investments. The firm benchmarks the performance of its portfolios against the S&P 500 Index. It was formerly known as The Adams Express Company. Adams Diversified Equity Fund, Inc. was founded in 1840 and is based in Baltimore, Maryland.","{'maxAge': 1, 'name': 'Mr. James P. Haynie C.F.A., CFA', 'age': 59, 'title': 'CEO, Sr. Portfolio Mang. & Director', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 106959, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.34,17.26,17.22,17.289,17.34,17.26,17.22,17.289,0.2,0.0116,1692230400,0.3397,6.36,0.96058,5.466666,123061,123061,148132,153030,153030,17.22,17.58,1100,900,2079831552,14.2,17.84,59.188366,17.2826,15.93715,1.07,0.06170704,USD,2079574656,10.77975,112937559,120780000,683476,696715,1690761600,1693440000,0.0057,0.07997,0.24312,4.35,0.0057,120780000,19.996,0.8611722,1672444800,1703980800,1688083200,378791584,3.15,3:2,972000000,59.181,0.090563655,0.14113986,0.05,1692230400,NYQ,EQUITY,ADX,ADX,Adams Diversified Equity Fund I,"Adams Diversified Equity Fund, Inc.",322151400,America/New_York,EDT,1dd1e7ad-2dcb-328d-9ccd-3cecb67325df,finmb_318159,-14400000,17.22,none,253349,0.002,0,0.725,1.007,35139196,0.291,0.00612,0.1671,34876610,0.016,1.0,0.0,0.64018995,USD,
1,500 East Pratt Street,Suite 1300,Baltimore,MD,21202,United States,410 752 5900,https://www.adamsfunds.com/funds/diversified-equity,Asset Management,Asset Management,Financial Services,Financial Services,"Adams Diversified Equity Fund, Inc. is a publicly owned investment manager. The firm provides its services to investment companies. The firm invests in the public equity markets of the United States. It invests in stocks of large-cap companies across diversified sectors to make its investments. The firm employs a fundamental, technical and quantitative analysis with a bottom-up stock picking approach, while focusing on earnings growth prospects, financial strength, cash flow generation, macro-economics, capital allocation, market competition, profitability. It obtains external research to complement its in-house research to make its investments. The firm benchmarks the performance of its portfolios against the S&P 500 Index. It was formerly known as The Adams Express Company. Adams Diversified Equity Fund, Inc. was founded in 1840 and is based in Baltimore, Maryland.","{'maxAge': 1, 'name': 'Mr. Douglas Cotton Swindell', 'age': 58, 'title': 'Portfolio Mang. & Pres', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 76073, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.34,17.26,17.22,17.289,17.34,17.26,17.22,17.289,0.2,0.0116,1692230400,0.3397,6.36,0.96058,5.466666,123061,123061,148132,153030,153030,17.22,17.58,1100,900,2079831552,14.2,17.84,59.188366,17.2826,15.93715,1.07,0.06170704,USD,2079574656,10.77975,112937559,120780000,683476,696715,1690761600,1693440000,0.0057,0.07997,0.24312,4.35,0.0057,120780000,19.996,0.8611722,1672444800,1703980800,1688083200,378791584,3.15,3:2,972000000,59.181,0.090563655,0.14113986,0.05,1692230400,NYQ,EQUITY,ADX,ADX,Adams Diversified Equity Fund I,"Adams Diversified Equity Fund, Inc.",322151400,America/New_York,EDT,1dd1e7ad-2dcb-328d-9ccd-3cecb67325df,finmb_318159,-14400000,17.22,none,253349,0.002,0,0.725,1.007,35139196,0.291,0.00612,0.1671,34876610,0.016,1.0,0.0,0.64018995,USD,
2,500 East Pratt Street,Suite 1300,Baltimore,MD,21202,United States,410 752 5900,https://www.adamsfunds.com/funds/diversified-equity,Asset Management,Asset Management,Financial Services,Financial Services,"Adams Diversified Equity Fund, Inc. is a publicly owned investment manager. The firm provides its services to investment companies. The firm invests in the public equity markets of the United States. It invests in stocks of large-cap companies across diversified sectors to make its investments. The firm employs a fundamental, technical and quantitative analysis with a bottom-up stock picking approach, while focusing on earnings growth prospects, financial strength, cash flow generation, macro-economics, capital allocation, market competition, profitability. It obtains external research to complement its in-house research to make its investments. The firm benchmarks the performance of its portfolios against the S&P 500 Index. It was formerly known as The Adams Express Company. Adams Diversified Equity Fund, Inc. was founded in 1840 and is based in Baltimore, Maryland.","{'maxAge': 1, 'name': 'Mr. Brian S. Hook C.F.A., CPA, CFA, CPA', 'age': 52, 'title': 'Chief Financial Officer', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.34,17.26,17.22,17.289,17.34,17.26,17.22,17.289,0.2,0.0116,1692230400,0.3397,6.36,0.96058,5.466666,123061,123061,148132,153030,153030,17.22,17.58,1100,900,2079831552,14.2,17.84,59.188366,17.2826,15.93715,1.07,0.06170704,USD,2079574656,10.77975,112937559,120780000,683476,696715,1690761600,1693440000,0.0057,0.07997,0.24312,4.35,0.0057,120780000,19.996,0.8611722,1672444800,1703980800,1688083200,378791584,3.15,3:2,972000000,59.181,0.090563655,0.14113986,0.05,1692230400,NYQ,EQUITY,ADX,ADX,Adams Diversified Equity Fund I,"Adams Diversified Equity Fund, Inc.",322151400,America/New_York,EDT,1dd1e7ad-2dcb-328d-9ccd-3cecb67325df,finmb_318159,-14400000,17.22,none,253349,0.002,0,0.725,1.007,35139196,0.291,0.00612,0.1671,34876610,0.016,1.0,0.0,0.64018995,USD,
3,500 East Pratt Street,Suite 1300,Baltimore,MD,21202,United States,410 752 5900,https://www.adamsfunds.com/funds/diversified-equity,Asset Management,Asset Management,Financial Services,Financial Services,"Adams Diversified Equity Fund, Inc. is a publicly owned investment manager. The firm provides its services to investment companies. The firm invests in the public equity markets of the United States. It invests in stocks of large-cap companies across diversified sectors to make its investments. The firm employs a fundamental, technical and quantitative analysis with a bottom-up stock picking approach, while focusing on earnings growth prospects, financial strength, cash flow generation, macro-economics, capital allocation, market competition, profitability. It obtains external research to complement its in-house research to make its investments. The firm benchmarks the performance of its portfolios against the S&P 500 Index. It was formerly known as The Adams Express Company. Adams Diversified Equity Fund, Inc. was founded in 1840 and is based in Baltimore, Maryland.","{'maxAge': 1, 'name': 'Ms. Janis F. Kerns', 'age': 58, 'title': 'VP, Gen. Counsel, Sec. & Chief Compliance Officer', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.34,17.26,17.22,17.289,17.34,17.26,17.22,17.289,0.2,0.0116,1692230400,0.3397,6.36,0.96058,5.466666,123061,123061,148132,153030,153030,17.22,17.58,1100,900,2079831552,14.2,17.84,59.188366,17.2826,15.93715,1.07,0.06170704,USD,2079574656,10.77975,112937559,120780000,683476,696715,1690761600,1693440000,0.0057,0.07997,0.24312,4.35,0.0057,120780000,19.996,0.8611722,1672444800,1703980800,1688083200,378791584,3.15,3:2,972000000,59.181,0.090563655,0.14113986,0.05,1692230400,NYQ,EQUITY,ADX,ADX,Adams Diversified Equity Fund I,"Adams Diversified Equity Fund, Inc.",322151400,America/New_York,EDT,1dd1e7ad-2dcb-328d-9ccd-3cecb67325df,finmb_318159,-14400000,17.22,none,253349,0.002,0,0.725,1.007,35139196,0.291,0.00612,0.1671,34876610,0.016,1.0,0.0,0.64018995,USD,
4,500 East Pratt Street,Suite 1300,Baltimore,MD,21202,United States,410 752 5900,https://www.adamsfunds.com/funds/diversified-equity,Asset Management,Asset Management,Financial Services,Financial Services,"Adams Diversified Equity Fund, Inc. is a publicly owned investment manager. The firm provides its services to investment companies. The firm invests in the public equity markets of the United States. It invests in stocks of large-cap companies across diversified sectors to make its investments. The firm employs a fundamental, technical and quantitative analysis with a bottom-up stock picking approach, while focusing on earnings growth prospects, financial strength, cash flow generation, macro-economics, capital allocation, market competition, profitability. It obtains external research to complement its in-house research to make its investments. The firm benchmarks the performance of its portfolios against the S&P 500 Index. It was formerly known as The Adams Express Company. Adams Diversified Equity Fund, Inc. was founded in 1840 and is based in Baltimore, Maryland.","{'maxAge': 1, 'name': 'Ms. Christine M. Sloan CPA', 'title': 'Treasurer & Director of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.34,17.26,17.22,17.289,17.34,17.26,17.22,17.289,0.2,0.0116,1692230400,0.3397,6.36,0.96058,5.466666,123061,123061,148132,153030,153030,17.22,17.58,1100,900,2079831552,14.2,17.84,59.188366,17.2826,15.93715,1.07,0.06170704,USD,2079574656,10.77975,112937559,120780000,683476,696715,1690761600,1693440000,0.0057,0.07997,0.24312,4.35,0.0057,120780000,19.996,0.8611722,1672444800,1703980800,1688083200,378791584,3.15,3:2,972000000,59.181,0.090563655,0.14113986,0.05,1692230400,NYQ,EQUITY,ADX,ADX,Adams Diversified Equity Fund I,"Adams Diversified Equity Fund, Inc.",322151400,America/New_York,EDT,1dd1e7ad-2dcb-328d-9ccd-3cecb67325df,finmb_318159,-14400000,17.22,none,253349,0.002,0,0.725,1.007,35139196,0.291,0.00612,0.1671,34876610,0.016,1.0,0.0,0.64018995,USD,
5,500 East Pratt Street,Suite 1300,Baltimore,MD,21202,United States,410 752 5900,https://www.adamsfunds.com/funds/diversified-equity,Asset Management,Asset Management,Financial Services,Financial Services,"Adams Diversified Equity Fund, Inc. is a publicly owned investment manager. The firm provides its services to investment companies. The firm invests in the public equity markets of the United States. It invests in stocks of large-cap companies across diversified sectors to make its investments. The firm employs a fundamental, technical and quantitative analysis with a bottom-up stock picking approach, while focusing on earnings growth prospects, financial strength, cash flow generation, macro-economics, capital allocation, market competition, profitability. It obtains external research to complement its in-house research to make its investments. The firm benchmarks the performance of its portfolios against the S&P 500 Index. It was formerly known as The Adams Express Company. Adams Diversified Equity Fund, Inc. was founded in 1840 and is based in Baltimore, Maryland.","{'maxAge': 1, 'name': 'Mr. Gregory W. Buckley', 'age': 51, 'title': 'Exec. VP & Portfolio Mang.', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.34,17.26,17.22,17.289,17.34,17.26,17.22,17.289,0.2,0.0116,1692230400,0.3397,6.36,0.96058,5.466666,123061,123061,148132,153030,153030,17.22,17.58,1100,900,2079831552,14.2,17.84,59.188366,17.2826,15.93715,1.07,0.06170704,USD,2079574656,10.77975,112937559,120780000,683476,696715,1690761600,1693440000,0.0057,0.07997,0.24312,4.35,0.0057,120780000,19.996,0.8611722,1672444800,1703980800,1688083200,378791584,3.15,3:2,972000000,59.181,0.090563655,0.14113986,0.05,1692230400,NYQ,EQUITY,ADX,ADX,Adams Diversified Equity Fund I,"Adams Diversified Equity Fund, Inc.",322151400,America/New_York,EDT,1dd1e7ad-2dcb-328d-9ccd-3cecb67325df,finmb_318159,-14400000,17.22,none,253349,0.002,0,0.725,1.007,35139196,0.291,0.00612,0.1671,34876610,0.016,1.0,0.0,0.64018995,USD,
6,500 East Pratt Street,Suite 1300,Baltimore,MD,21202,United States,410 752 5900,https://www.adamsfunds.com/funds/diversified-equity,Asset Management,Asset Management,Financial Services,Financial Services,"Adams Diversified Equity Fund, Inc. is a publicly owned investment manager. The firm provides its services to investment companies. The firm invests in the public equity markets of the United States. It invests in stocks of large-cap companies across diversified sectors to make its investments. The firm employs a fundamental, technical and quantitative analysis with a bottom-up stock picking approach, while focusing on earnings growth prospects, financial strength, cash flow generation, macro-economics, capital allocation, market competition, profitability. It obtains external research to complement its in-house research to make its investments. The firm benchmarks the performance of its portfolios against the S&P 500 Index. It was formerly known as The Adams Express Company. Adams Diversified Equity Fund, Inc. was founded in 1840 and is based in Baltimore, Maryland.","{'maxAge': 1, 'name': 'Mr. David R. Schiminger C.F.A., CFA', 'age': 50, 'title': 'VP of Research & Sr. Equity Analyst', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.34,17.26,17.22,17.289,17.34,17.26,17.22,17.289,0.2,0.0116,1692230400,0.3397,6.36,0.96058,5.466666,123061,123061,148132,153030,153030,17.22,17.58,1100,900,2079831552,14.2,17.84,59.188366,17.2826,15.93715,1.07,0.06170704,USD,2079574656,10.77975,112937559,120780000,683476,696715,1690761600,1693440000,0.0057,0.07997,0.24312,4.35,0.0057,120780000,19.996,0.8611722,1672444800,1703980800,1688083200,378791584,3.15,3:2,972000000,59.181,0.090563655,0.14113986,0.05,1692230400,NYQ,EQUITY,ADX,ADX,Adams Diversified Equity Fund I,"Adams Diversified Equity Fund, Inc.",322151400,America/New_York,EDT,1dd1e7ad-2dcb-328d-9ccd-3cecb67325df,finmb_318159,-14400000,17.22,none,253349,0.002,0,0.725,1.007,35139196,0.291,0.00612,0.1671,34876610,0.016,1.0,0.0,0.64018995,USD,
7,500 East Pratt Street,Suite 1300,Baltimore,MD,21202,United States,410 752 5900,https://www.adamsfunds.com/funds/diversified-equity,Asset Management,Asset Management,Financial Services,Financial Services,"Adams Diversified Equity Fund, Inc. is a publicly owned investment manager. The firm provides its services to investment companies. The firm invests in the public equity markets of the United States. It invests in stocks of large-cap companies across diversified sectors to make its investments. The firm employs a fundamental, technical and quantitative analysis with a bottom-up stock picking approach, while focusing on earnings growth prospects, financial strength, cash flow generation, macro-economics, capital allocation, market competition, profitability. It obtains external research to complement its in-house research to make its investments. The firm benchmarks the performance of its portfolios against the S&P 500 Index. It was formerly known as The Adams Express Company. Adams Diversified Equity Fund, Inc. was founded in 1840 and is based in Baltimore, Maryland.","{'maxAge': 1, 'name': 'Mr. Steven R. Crain CFA', 'title': 'VP of Research & Sr. Equity Analyst', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.34,17.26,17.22,17.289,17.34,17.26,17.22,17.289,0.2,0.0116,1692230400,0.3397,6.36,0.96058,5.466666,123061,123061,148132,153030,153030,17.22,17.58,1100,900,2079831552,14.2,17.84,59.188366,17.2826,15.93715,1.07,0.06170704,USD,2079574656,10.77975,112937559,120780000,683476,696715,1690761600,1693440000,0.0057,0.07997,0.24312,4.35,0.0057,120780000,19.996,0.8611722,1672444800,1703980800,1688083200,378791584,3.15,3:2,972000000,59.181,0.090563655,0.14113986,0.05,1692230400,NYQ,EQUITY,ADX,ADX,Adams Diversified Equity Fund I,"Adams Diversified Equity Fund, Inc.",322151400,America/New_York,EDT,1dd1e7ad-2dcb-328d-9ccd-3cecb67325df,finmb_318159,-14400000,17.22,none,253349,0.002,0,0.725,1.007,35139196,0.291,0.00612,0.1671,34876610,0.016,1.0,0.0,0.64018995,USD,
8,500 East Pratt Street,Suite 1300,Baltimore,MD,21202,United States,410 752 5900,https://www.adamsfunds.com/funds/diversified-equity,Asset Management,Asset Management,Financial Services,Financial Services,"Adams Diversified Equity Fund, Inc. is a publicly owned investment manager. The firm provides its services to investment companies. The firm invests in the public equity markets of the United States. It invests in stocks of large-cap companies across diversified sectors to make its investments. The firm employs a fundamental, technical and quantitative analysis with a bottom-up stock picking approach, while focusing on earnings growth prospects, financial strength, cash flow generation, macro-economics, capital allocation, market competition, profitability. It obtains external research to complement its in-house research to make its investments. The firm benchmarks the performance of its portfolios against the S&P 500 Index. It was formerly known as The Adams Express Company. Adams Diversified Equity Fund, Inc. was founded in 1840 and is based in Baltimore, Maryland.","{'maxAge': 1, 'name': 'Mr. Michael E. Rega C.F.A., CFA', 'age': 62, 'title': 'VP of Research and Sr. Equity Analyst', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.34,17.26,17.22,17.289,17.34,17.26,17.22,17.289,0.2,0.0116,1692230400,0.3397,6.36,0.96058,5.466666,123061,123061,148132,153030,153030,17.22,17.58,1100,900,2079831552,14.2,17.84,59.188366,17.2826,15.93715,1.07,0.06170704,USD,2079574656,10.77975,112937559,120780000,683476,696715,1690761600,1693440000,0.0057,0.07997,0.24312,4.35,0.0057,120780000,19.996,0.8611722,1672444800,1703980800,1688083200,378791584,3.15,3:2,972000000,59.181,0.090563655,0.14113986,0.05,1692230400,NYQ,EQUITY,ADX,ADX,Adams Diversified Equity Fund I,"Adams Diversified Equity Fund, Inc.",322151400,America/New_York,EDT,1dd1e7ad-2dcb-328d-9ccd-3cecb67325df,finmb_318159,-14400000,17.22,none,253349,0.002,0,0.725,1.007,35139196,0.291,0.00612,0.1671,34876610,0.016,1.0,0.0,0.64018995,USD,
9,500 East Pratt Street,Suite 1300,Baltimore,MD,21202,United States,410 752 5900,https://www.adamsfunds.com/funds/diversified-equity,Asset Management,Asset Management,Financial Services,Financial Services,"Adams Diversified Equity Fund, Inc. is a publicly owned investment manager. The firm provides its services to investment companies. The firm invests in the public equity markets of the United States. It invests in stocks of large-cap companies across diversified sectors to make its investments. The firm employs a fundamental, technical and quantitative analysis with a bottom-up stock picking approach, while focusing on earnings growth prospects, financial strength, cash flow generation, macro-economics, capital allocation, market competition, profitability. It obtains external research to complement its in-house research to make its investments. The firm benchmarks the performance of its portfolios against the S&P 500 Index. It was formerly known as The Adams Express Company. Adams Diversified Equity Fund, Inc. was founded in 1840 and is based in Baltimore, Maryland.","{'maxAge': 1, 'name': 'Mr. Jeffrey R. Schollaert C.F.A.', 'title': 'VP of Research', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.34,17.26,17.22,17.289,17.34,17.26,17.22,17.289,0.2,0.0116,1692230400,0.3397,6.36,0.96058,5.466666,123061,123061,148132,153030,153030,17.22,17.58,1100,900,2079831552,14.2,17.84,59.188366,17.2826,15.93715,1.07,0.06170704,USD,2079574656,10.77975,112937559,120780000,683476,696715,1690761600,1693440000,0.0057,0.07997,0.24312,4.35,0.0057,120780000,19.996,0.8611722,1672444800,1703980800,1688083200,378791584,3.15,3:2,972000000,59.181,0.090563655,0.14113986,0.05,1692230400,NYQ,EQUITY,ADX,ADX,Adams Diversified Equity Fund I,"Adams Diversified Equity Fund, Inc.",322151400,America/New_York,EDT,1dd1e7ad-2dcb-328d-9ccd-3cecb67325df,finmb_318159,-14400000,17.22,none,253349,0.002,0,0.725,1.007,35139196,0.291,0.00612,0.1671,34876610,0.016,1.0,0.0,0.64018995,USD,
