,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"30, Avenue Kleber",Paris,75016,France,33 1 58 97 50 00,33 0 82120 2375,https://covivio.eu/en/,REIT—Diversified,Real Estate,"Thanks to its partnering history, its real estate expertise and its European culture, Covivio is inventing today's user experience and designing tomorrow's city. A preferred real estate player at the European level, Covivio is close to its end users, capturing their aspirations, combining work, travel, living, and co-inventing vibrant spaces. A benchmark in the European real estate market with 24.8bn in assets, Covivio offers support to companies, hotel brands and territories in their pursuit for attractiveness, transformation and responsible performance. Build sustainable relationships and well-being, is the Covivio's Purpose who expresses its role as a responsible real estate operator to all its stakeholders: customers, shareholders and financial partners, internal teams, local authorities but also to future generations and the planet. Furthermore, its living, dynamic approach opens up exciting project and career prospects for its teams. Covivio's shares are listed in the Euronext Paris A compartment (FR0000064578 - COV) and on the MTA market (Mercato Telematico Azionario) of the Milan stock exchange, are admitted to trading on the SRD, and are included in the composition of the MSCI, SBF 120, Euronext IEIF SIIC France and CAC Mid100 indices, in the EPRA and GPR 250 benchmark European real estate indices, EPRA BPRs Gold Awards (financial + extra-financial), CDP (A-), 5 Star GRESB and in the ESG FTSE4 Good, CAC SBT 1.5°C, DJSI World & Europe, Euronext Vigeo (World 120, Eurozone 120, Europe 120 and France 20), Euronext CDP Environment France EW, ISS ESG, Ethibel and Gaïa ethical indices and also holds the following awards and ratings: CDP (B), GRESB (5-Star, 100% public disclosure), Vigeo-Eiris (A1+), ISS-ESG (B-) and MSCI (AAA).",995,"{'maxAge': 1, 'name': 'Mr. Christopher  Kullmann', 'age': 57, 'title': 'CEO & Director', 'yearBorn': 1965, 'fiscalYear': 2021, 'totalPay': 1738981, 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,1,1,4,1693526400,1640908800,86400,2,46.85,46.85,46.85,46.85,46.85,46.85,46.85,46.85,4.01,0.0856,1682294400,1.442567,18,18,16,0,0,0.0,0.0,0,0,4707160064,45.05,65.05,4.480249,46.85,55.75405,3.75,0.08004269,USD,19960879104,-0.82301,66987931,100084000,0.32886,0.39685002,86.788,0.53982115,1672444800,1703980800,1688083200,-864691968,-9.8,18.999,23.189,PNK,EQUITY,GSEFF,GSEFF,COVIVIO,Covivio,1371216600,America/New_York,EDT,-14400000,46.85,none,474585984,4.742,860790976,11471087616,0.52,0.869,1050646976,88.501,11.142,0.01795,-0.07456,867300000,-82382624,768851968,-0.034,0.80054003,0.8193,0.75539,EUR,
1,"30, Avenue Kleber",Paris,75016,France,33 1 58 97 50 00,33 0 82120 2375,https://covivio.eu/en/,REIT—Diversified,Real Estate,"Thanks to its partnering history, its real estate expertise and its European culture, Covivio is inventing today's user experience and designing tomorrow's city. A preferred real estate player at the European level, Covivio is close to its end users, capturing their aspirations, combining work, travel, living, and co-inventing vibrant spaces. A benchmark in the European real estate market with 24.8bn in assets, Covivio offers support to companies, hotel brands and territories in their pursuit for attractiveness, transformation and responsible performance. Build sustainable relationships and well-being, is the Covivio's Purpose who expresses its role as a responsible real estate operator to all its stakeholders: customers, shareholders and financial partners, internal teams, local authorities but also to future generations and the planet. Furthermore, its living, dynamic approach opens up exciting project and career prospects for its teams. Covivio's shares are listed in the Euronext Paris A compartment (FR0000064578 - COV) and on the MTA market (Mercato Telematico Azionario) of the Milan stock exchange, are admitted to trading on the SRD, and are included in the composition of the MSCI, SBF 120, Euronext IEIF SIIC France and CAC Mid100 indices, in the EPRA and GPR 250 benchmark European real estate indices, EPRA BPRs Gold Awards (financial + extra-financial), CDP (A-), 5 Star GRESB and in the ESG FTSE4 Good, CAC SBT 1.5°C, DJSI World & Europe, Euronext Vigeo (World 120, Eurozone 120, Europe 120 and France 20), Euronext CDP Environment France EW, ISS ESG, Ethibel and Gaïa ethical indices and also holds the following awards and ratings: CDP (B), GRESB (5-Star, 100% public disclosure), Vigeo-Eiris (A1+), ISS-ESG (B-) and MSCI (AAA).",995,"{'maxAge': 1, 'name': 'Mr. Olivier Francois Joseph Estève', 'age': 58, 'title': 'Deputy Chief Exec. Officer', 'yearBorn': 1964, 'fiscalYear': 2021, 'totalPay': 1039881, 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,1,1,4,1693526400,1640908800,86400,2,46.85,46.85,46.85,46.85,46.85,46.85,46.85,46.85,4.01,0.0856,1682294400,1.442567,18,18,16,0,0,0.0,0.0,0,0,4707160064,45.05,65.05,4.480249,46.85,55.75405,3.75,0.08004269,USD,19960879104,-0.82301,66987931,100084000,0.32886,0.39685002,86.788,0.53982115,1672444800,1703980800,1688083200,-864691968,-9.8,18.999,23.189,PNK,EQUITY,GSEFF,GSEFF,COVIVIO,Covivio,1371216600,America/New_York,EDT,-14400000,46.85,none,474585984,4.742,860790976,11471087616,0.52,0.869,1050646976,88.501,11.142,0.01795,-0.07456,867300000,-82382624,768851968,-0.034,0.80054003,0.8193,0.75539,EUR,
2,"30, Avenue Kleber",Paris,75016,France,33 1 58 97 50 00,33 0 82120 2375,https://covivio.eu/en/,REIT—Diversified,Real Estate,"Thanks to its partnering history, its real estate expertise and its European culture, Covivio is inventing today's user experience and designing tomorrow's city. A preferred real estate player at the European level, Covivio is close to its end users, capturing their aspirations, combining work, travel, living, and co-inventing vibrant spaces. A benchmark in the European real estate market with 24.8bn in assets, Covivio offers support to companies, hotel brands and territories in their pursuit for attractiveness, transformation and responsible performance. Build sustainable relationships and well-being, is the Covivio's Purpose who expresses its role as a responsible real estate operator to all its stakeholders: customers, shareholders and financial partners, internal teams, local authorities but also to future generations and the planet. Furthermore, its living, dynamic approach opens up exciting project and career prospects for its teams. Covivio's shares are listed in the Euronext Paris A compartment (FR0000064578 - COV) and on the MTA market (Mercato Telematico Azionario) of the Milan stock exchange, are admitted to trading on the SRD, and are included in the composition of the MSCI, SBF 120, Euronext IEIF SIIC France and CAC Mid100 indices, in the EPRA and GPR 250 benchmark European real estate indices, EPRA BPRs Gold Awards (financial + extra-financial), CDP (A-), 5 Star GRESB and in the ESG FTSE4 Good, CAC SBT 1.5°C, DJSI World & Europe, Euronext Vigeo (World 120, Eurozone 120, Europe 120 and France 20), Euronext CDP Environment France EW, ISS ESG, Ethibel and Gaïa ethical indices and also holds the following awards and ratings: CDP (B), GRESB (5-Star, 100% public disclosure), Vigeo-Eiris (A1+), ISS-ESG (B-) and MSCI (AAA).",995,"{'maxAge': 1, 'name': 'Mr. Paul  Arkwright', 'title': 'CFO, Director of Financial planning, Control & Communication and Exec. Officer of IR', 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,1,1,4,1693526400,1640908800,86400,2,46.85,46.85,46.85,46.85,46.85,46.85,46.85,46.85,4.01,0.0856,1682294400,1.442567,18,18,16,0,0,0.0,0.0,0,0,4707160064,45.05,65.05,4.480249,46.85,55.75405,3.75,0.08004269,USD,19960879104,-0.82301,66987931,100084000,0.32886,0.39685002,86.788,0.53982115,1672444800,1703980800,1688083200,-864691968,-9.8,18.999,23.189,PNK,EQUITY,GSEFF,GSEFF,COVIVIO,Covivio,1371216600,America/New_York,EDT,-14400000,46.85,none,474585984,4.742,860790976,11471087616,0.52,0.869,1050646976,88.501,11.142,0.01795,-0.07456,867300000,-82382624,768851968,-0.034,0.80054003,0.8193,0.75539,EUR,
3,"30, Avenue Kleber",Paris,75016,France,33 1 58 97 50 00,33 0 82120 2375,https://covivio.eu/en/,REIT—Diversified,Real Estate,"Thanks to its partnering history, its real estate expertise and its European culture, Covivio is inventing today's user experience and designing tomorrow's city. A preferred real estate player at the European level, Covivio is close to its end users, capturing their aspirations, combining work, travel, living, and co-inventing vibrant spaces. A benchmark in the European real estate market with 24.8bn in assets, Covivio offers support to companies, hotel brands and territories in their pursuit for attractiveness, transformation and responsible performance. Build sustainable relationships and well-being, is the Covivio's Purpose who expresses its role as a responsible real estate operator to all its stakeholders: customers, shareholders and financial partners, internal teams, local authorities but also to future generations and the planet. Furthermore, its living, dynamic approach opens up exciting project and career prospects for its teams. Covivio's shares are listed in the Euronext Paris A compartment (FR0000064578 - COV) and on the MTA market (Mercato Telematico Azionario) of the Milan stock exchange, are admitted to trading on the SRD, and are included in the composition of the MSCI, SBF 120, Euronext IEIF SIIC France and CAC Mid100 indices, in the EPRA and GPR 250 benchmark European real estate indices, EPRA BPRs Gold Awards (financial + extra-financial), CDP (A-), 5 Star GRESB and in the ESG FTSE4 Good, CAC SBT 1.5°C, DJSI World & Europe, Euronext Vigeo (World 120, Eurozone 120, Europe 120 and France 20), Euronext CDP Environment France EW, ISS ESG, Ethibel and Gaïa ethical indices and also holds the following awards and ratings: CDP (B), GRESB (5-Star, 100% public disclosure), Vigeo-Eiris (A1+), ISS-ESG (B-) and MSCI (AAA).",995,"{'maxAge': 1, 'name': 'Mr. Yves  Marque', 'age': 54, 'title': 'COO, Chief Corp. Officer & Sec. of the Board', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,1,1,4,1693526400,1640908800,86400,2,46.85,46.85,46.85,46.85,46.85,46.85,46.85,46.85,4.01,0.0856,1682294400,1.442567,18,18,16,0,0,0.0,0.0,0,0,4707160064,45.05,65.05,4.480249,46.85,55.75405,3.75,0.08004269,USD,19960879104,-0.82301,66987931,100084000,0.32886,0.39685002,86.788,0.53982115,1672444800,1703980800,1688083200,-864691968,-9.8,18.999,23.189,PNK,EQUITY,GSEFF,GSEFF,COVIVIO,Covivio,1371216600,America/New_York,EDT,-14400000,46.85,none,474585984,4.742,860790976,11471087616,0.52,0.869,1050646976,88.501,11.142,0.01795,-0.07456,867300000,-82382624,768851968,-0.034,0.80054003,0.8193,0.75539,EUR,
4,"30, Avenue Kleber",Paris,75016,France,33 1 58 97 50 00,33 0 82120 2375,https://covivio.eu/en/,REIT—Diversified,Real Estate,"Thanks to its partnering history, its real estate expertise and its European culture, Covivio is inventing today's user experience and designing tomorrow's city. A preferred real estate player at the European level, Covivio is close to its end users, capturing their aspirations, combining work, travel, living, and co-inventing vibrant spaces. A benchmark in the European real estate market with 24.8bn in assets, Covivio offers support to companies, hotel brands and territories in their pursuit for attractiveness, transformation and responsible performance. Build sustainable relationships and well-being, is the Covivio's Purpose who expresses its role as a responsible real estate operator to all its stakeholders: customers, shareholders and financial partners, internal teams, local authorities but also to future generations and the planet. Furthermore, its living, dynamic approach opens up exciting project and career prospects for its teams. Covivio's shares are listed in the Euronext Paris A compartment (FR0000064578 - COV) and on the MTA market (Mercato Telematico Azionario) of the Milan stock exchange, are admitted to trading on the SRD, and are included in the composition of the MSCI, SBF 120, Euronext IEIF SIIC France and CAC Mid100 indices, in the EPRA and GPR 250 benchmark European real estate indices, EPRA BPRs Gold Awards (financial + extra-financial), CDP (A-), 5 Star GRESB and in the ESG FTSE4 Good, CAC SBT 1.5°C, DJSI World & Europe, Euronext Vigeo (World 120, Eurozone 120, Europe 120 and France 20), Euronext CDP Environment France EW, ISS ESG, Ethibel and Gaïa ethical indices and also holds the following awards and ratings: CDP (B), GRESB (5-Star, 100% public disclosure), Vigeo-Eiris (A1+), ISS-ESG (B-) and MSCI (AAA).",995,"{'maxAge': 1, 'name': 'Mr. Didier  Guion', 'title': 'Technical Director', 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,1,1,4,1693526400,1640908800,86400,2,46.85,46.85,46.85,46.85,46.85,46.85,46.85,46.85,4.01,0.0856,1682294400,1.442567,18,18,16,0,0,0.0,0.0,0,0,4707160064,45.05,65.05,4.480249,46.85,55.75405,3.75,0.08004269,USD,19960879104,-0.82301,66987931,100084000,0.32886,0.39685002,86.788,0.53982115,1672444800,1703980800,1688083200,-864691968,-9.8,18.999,23.189,PNK,EQUITY,GSEFF,GSEFF,COVIVIO,Covivio,1371216600,America/New_York,EDT,-14400000,46.85,none,474585984,4.742,860790976,11471087616,0.52,0.869,1050646976,88.501,11.142,0.01795,-0.07456,867300000,-82382624,768851968,-0.034,0.80054003,0.8193,0.75539,EUR,
5,"30, Avenue Kleber",Paris,75016,France,33 1 58 97 50 00,33 0 82120 2375,https://covivio.eu/en/,REIT—Diversified,Real Estate,"Thanks to its partnering history, its real estate expertise and its European culture, Covivio is inventing today's user experience and designing tomorrow's city. A preferred real estate player at the European level, Covivio is close to its end users, capturing their aspirations, combining work, travel, living, and co-inventing vibrant spaces. A benchmark in the European real estate market with 24.8bn in assets, Covivio offers support to companies, hotel brands and territories in their pursuit for attractiveness, transformation and responsible performance. Build sustainable relationships and well-being, is the Covivio's Purpose who expresses its role as a responsible real estate operator to all its stakeholders: customers, shareholders and financial partners, internal teams, local authorities but also to future generations and the planet. Furthermore, its living, dynamic approach opens up exciting project and career prospects for its teams. Covivio's shares are listed in the Euronext Paris A compartment (FR0000064578 - COV) and on the MTA market (Mercato Telematico Azionario) of the Milan stock exchange, are admitted to trading on the SRD, and are included in the composition of the MSCI, SBF 120, Euronext IEIF SIIC France and CAC Mid100 indices, in the EPRA and GPR 250 benchmark European real estate indices, EPRA BPRs Gold Awards (financial + extra-financial), CDP (A-), 5 Star GRESB and in the ESG FTSE4 Good, CAC SBT 1.5°C, DJSI World & Europe, Euronext Vigeo (World 120, Eurozone 120, Europe 120 and France 20), Euronext CDP Environment France EW, ISS ESG, Ethibel and Gaïa ethical indices and also holds the following awards and ratings: CDP (B), GRESB (5-Star, 100% public disclosure), Vigeo-Eiris (A1+), ISS-ESG (B-) and MSCI (AAA).",995,"{'maxAge': 1, 'name': ""Ms. Marjolaine Cecile R. Alquier de l'Épine"", 'age': 49, 'title': 'Director of Risk, Compliance, Internal Audit & Control Department', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,1,1,4,1693526400,1640908800,86400,2,46.85,46.85,46.85,46.85,46.85,46.85,46.85,46.85,4.01,0.0856,1682294400,1.442567,18,18,16,0,0,0.0,0.0,0,0,4707160064,45.05,65.05,4.480249,46.85,55.75405,3.75,0.08004269,USD,19960879104,-0.82301,66987931,100084000,0.32886,0.39685002,86.788,0.53982115,1672444800,1703980800,1688083200,-864691968,-9.8,18.999,23.189,PNK,EQUITY,GSEFF,GSEFF,COVIVIO,Covivio,1371216600,America/New_York,EDT,-14400000,46.85,none,474585984,4.742,860790976,11471087616,0.52,0.869,1050646976,88.501,11.142,0.01795,-0.07456,867300000,-82382624,768851968,-0.034,0.80054003,0.8193,0.75539,EUR,
6,"30, Avenue Kleber",Paris,75016,France,33 1 58 97 50 00,33 0 82120 2375,https://covivio.eu/en/,REIT—Diversified,Real Estate,"Thanks to its partnering history, its real estate expertise and its European culture, Covivio is inventing today's user experience and designing tomorrow's city. A preferred real estate player at the European level, Covivio is close to its end users, capturing their aspirations, combining work, travel, living, and co-inventing vibrant spaces. A benchmark in the European real estate market with 24.8bn in assets, Covivio offers support to companies, hotel brands and territories in their pursuit for attractiveness, transformation and responsible performance. Build sustainable relationships and well-being, is the Covivio's Purpose who expresses its role as a responsible real estate operator to all its stakeholders: customers, shareholders and financial partners, internal teams, local authorities but also to future generations and the planet. Furthermore, its living, dynamic approach opens up exciting project and career prospects for its teams. Covivio's shares are listed in the Euronext Paris A compartment (FR0000064578 - COV) and on the MTA market (Mercato Telematico Azionario) of the Milan stock exchange, are admitted to trading on the SRD, and are included in the composition of the MSCI, SBF 120, Euronext IEIF SIIC France and CAC Mid100 indices, in the EPRA and GPR 250 benchmark European real estate indices, EPRA BPRs Gold Awards (financial + extra-financial), CDP (A-), 5 Star GRESB and in the ESG FTSE4 Good, CAC SBT 1.5°C, DJSI World & Europe, Euronext Vigeo (World 120, Eurozone 120, Europe 120 and France 20), Euronext CDP Environment France EW, ISS ESG, Ethibel and Gaïa ethical indices and also holds the following awards and ratings: CDP (B), GRESB (5-Star, 100% public disclosure), Vigeo-Eiris (A1+), ISS-ESG (B-) and MSCI (AAA).",995,"{'maxAge': 1, 'name': 'Ms. Joséphine  Lelong-Chaussier', 'age': 39, 'title': 'Legal Officer', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,1,1,4,1693526400,1640908800,86400,2,46.85,46.85,46.85,46.85,46.85,46.85,46.85,46.85,4.01,0.0856,1682294400,1.442567,18,18,16,0,0,0.0,0.0,0,0,4707160064,45.05,65.05,4.480249,46.85,55.75405,3.75,0.08004269,USD,19960879104,-0.82301,66987931,100084000,0.32886,0.39685002,86.788,0.53982115,1672444800,1703980800,1688083200,-864691968,-9.8,18.999,23.189,PNK,EQUITY,GSEFF,GSEFF,COVIVIO,Covivio,1371216600,America/New_York,EDT,-14400000,46.85,none,474585984,4.742,860790976,11471087616,0.52,0.869,1050646976,88.501,11.142,0.01795,-0.07456,867300000,-82382624,768851968,-0.034,0.80054003,0.8193,0.75539,EUR,
7,"30, Avenue Kleber",Paris,75016,France,33 1 58 97 50 00,33 0 82120 2375,https://covivio.eu/en/,REIT—Diversified,Real Estate,"Thanks to its partnering history, its real estate expertise and its European culture, Covivio is inventing today's user experience and designing tomorrow's city. A preferred real estate player at the European level, Covivio is close to its end users, capturing their aspirations, combining work, travel, living, and co-inventing vibrant spaces. A benchmark in the European real estate market with 24.8bn in assets, Covivio offers support to companies, hotel brands and territories in their pursuit for attractiveness, transformation and responsible performance. Build sustainable relationships and well-being, is the Covivio's Purpose who expresses its role as a responsible real estate operator to all its stakeholders: customers, shareholders and financial partners, internal teams, local authorities but also to future generations and the planet. Furthermore, its living, dynamic approach opens up exciting project and career prospects for its teams. Covivio's shares are listed in the Euronext Paris A compartment (FR0000064578 - COV) and on the MTA market (Mercato Telematico Azionario) of the Milan stock exchange, are admitted to trading on the SRD, and are included in the composition of the MSCI, SBF 120, Euronext IEIF SIIC France and CAC Mid100 indices, in the EPRA and GPR 250 benchmark European real estate indices, EPRA BPRs Gold Awards (financial + extra-financial), CDP (A-), 5 Star GRESB and in the ESG FTSE4 Good, CAC SBT 1.5°C, DJSI World & Europe, Euronext Vigeo (World 120, Eurozone 120, Europe 120 and France 20), Euronext CDP Environment France EW, ISS ESG, Ethibel and Gaïa ethical indices and also holds the following awards and ratings: CDP (B), GRESB (5-Star, 100% public disclosure), Vigeo-Eiris (A1+), ISS-ESG (B-) and MSCI (AAA).",995,"{'maxAge': 1, 'name': 'Ms. Géraldine  Lemoine', 'title': 'Chief Communication Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,1,1,4,1693526400,1640908800,86400,2,46.85,46.85,46.85,46.85,46.85,46.85,46.85,46.85,4.01,0.0856,1682294400,1.442567,18,18,16,0,0,0.0,0.0,0,0,4707160064,45.05,65.05,4.480249,46.85,55.75405,3.75,0.08004269,USD,19960879104,-0.82301,66987931,100084000,0.32886,0.39685002,86.788,0.53982115,1672444800,1703980800,1688083200,-864691968,-9.8,18.999,23.189,PNK,EQUITY,GSEFF,GSEFF,COVIVIO,Covivio,1371216600,America/New_York,EDT,-14400000,46.85,none,474585984,4.742,860790976,11471087616,0.52,0.869,1050646976,88.501,11.142,0.01795,-0.07456,867300000,-82382624,768851968,-0.034,0.80054003,0.8193,0.75539,EUR,
8,"30, Avenue Kleber",Paris,75016,France,33 1 58 97 50 00,33 0 82120 2375,https://covivio.eu/en/,REIT—Diversified,Real Estate,"Thanks to its partnering history, its real estate expertise and its European culture, Covivio is inventing today's user experience and designing tomorrow's city. A preferred real estate player at the European level, Covivio is close to its end users, capturing their aspirations, combining work, travel, living, and co-inventing vibrant spaces. A benchmark in the European real estate market with 24.8bn in assets, Covivio offers support to companies, hotel brands and territories in their pursuit for attractiveness, transformation and responsible performance. Build sustainable relationships and well-being, is the Covivio's Purpose who expresses its role as a responsible real estate operator to all its stakeholders: customers, shareholders and financial partners, internal teams, local authorities but also to future generations and the planet. Furthermore, its living, dynamic approach opens up exciting project and career prospects for its teams. Covivio's shares are listed in the Euronext Paris A compartment (FR0000064578 - COV) and on the MTA market (Mercato Telematico Azionario) of the Milan stock exchange, are admitted to trading on the SRD, and are included in the composition of the MSCI, SBF 120, Euronext IEIF SIIC France and CAC Mid100 indices, in the EPRA and GPR 250 benchmark European real estate indices, EPRA BPRs Gold Awards (financial + extra-financial), CDP (A-), 5 Star GRESB and in the ESG FTSE4 Good, CAC SBT 1.5°C, DJSI World & Europe, Euronext Vigeo (World 120, Eurozone 120, Europe 120 and France 20), Euronext CDP Environment France EW, ISS ESG, Ethibel and Gaïa ethical indices and also holds the following awards and ratings: CDP (B), GRESB (5-Star, 100% public disclosure), Vigeo-Eiris (A1+), ISS-ESG (B-) and MSCI (AAA).",995,"{'maxAge': 1, 'name': 'Ms. Elsa  Canetti', 'title': 'HR Director', 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,1,1,4,1693526400,1640908800,86400,2,46.85,46.85,46.85,46.85,46.85,46.85,46.85,46.85,4.01,0.0856,1682294400,1.442567,18,18,16,0,0,0.0,0.0,0,0,4707160064,45.05,65.05,4.480249,46.85,55.75405,3.75,0.08004269,USD,19960879104,-0.82301,66987931,100084000,0.32886,0.39685002,86.788,0.53982115,1672444800,1703980800,1688083200,-864691968,-9.8,18.999,23.189,PNK,EQUITY,GSEFF,GSEFF,COVIVIO,Covivio,1371216600,America/New_York,EDT,-14400000,46.85,none,474585984,4.742,860790976,11471087616,0.52,0.869,1050646976,88.501,11.142,0.01795,-0.07456,867300000,-82382624,768851968,-0.034,0.80054003,0.8193,0.75539,EUR,
9,"30, Avenue Kleber",Paris,75016,France,33 1 58 97 50 00,33 0 82120 2375,https://covivio.eu/en/,REIT—Diversified,Real Estate,"Thanks to its partnering history, its real estate expertise and its European culture, Covivio is inventing today's user experience and designing tomorrow's city. A preferred real estate player at the European level, Covivio is close to its end users, capturing their aspirations, combining work, travel, living, and co-inventing vibrant spaces. A benchmark in the European real estate market with 24.8bn in assets, Covivio offers support to companies, hotel brands and territories in their pursuit for attractiveness, transformation and responsible performance. Build sustainable relationships and well-being, is the Covivio's Purpose who expresses its role as a responsible real estate operator to all its stakeholders: customers, shareholders and financial partners, internal teams, local authorities but also to future generations and the planet. Furthermore, its living, dynamic approach opens up exciting project and career prospects for its teams. Covivio's shares are listed in the Euronext Paris A compartment (FR0000064578 - COV) and on the MTA market (Mercato Telematico Azionario) of the Milan stock exchange, are admitted to trading on the SRD, and are included in the composition of the MSCI, SBF 120, Euronext IEIF SIIC France and CAC Mid100 indices, in the EPRA and GPR 250 benchmark European real estate indices, EPRA BPRs Gold Awards (financial + extra-financial), CDP (A-), 5 Star GRESB and in the ESG FTSE4 Good, CAC SBT 1.5°C, DJSI World & Europe, Euronext Vigeo (World 120, Eurozone 120, Europe 120 and France 20), Euronext CDP Environment France EW, ISS ESG, Ethibel and Gaïa ethical indices and also holds the following awards and ratings: CDP (B), GRESB (5-Star, 100% public disclosure), Vigeo-Eiris (A1+), ISS-ESG (B-) and MSCI (AAA).",995,"{'maxAge': 1, 'name': 'Mr. Tugdual  Millet', 'age': 44, 'title': 'Chief Exec. Officer of Hotels - Europe', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,1,1,4,1693526400,1640908800,86400,2,46.85,46.85,46.85,46.85,46.85,46.85,46.85,46.85,4.01,0.0856,1682294400,1.442567,18,18,16,0,0,0.0,0.0,0,0,4707160064,45.05,65.05,4.480249,46.85,55.75405,3.75,0.08004269,USD,19960879104,-0.82301,66987931,100084000,0.32886,0.39685002,86.788,0.53982115,1672444800,1703980800,1688083200,-864691968,-9.8,18.999,23.189,PNK,EQUITY,GSEFF,GSEFF,COVIVIO,Covivio,1371216600,America/New_York,EDT,-14400000,46.85,none,474585984,4.742,860790976,11471087616,0.52,0.869,1050646976,88.501,11.142,0.01795,-0.07456,867300000,-82382624,768851968,-0.034,0.80054003,0.8193,0.75539,EUR,
