,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Bombay House,24 Homi Mody Street Fort,Mumbai,400001,India,91 22 6665 8282,91 22 6665 8143,https://www.tatachemicals.com,Chemicals,Basic Materials,"Tata Chemicals Limited manufactures, sells, and distributes basic chemistry and specialty products in India, Europe, Africa, the United States, rest of Asia, and internationally. It offers dense, heavy, and light soda ash; caustic soda, chlorine and bromine-based products, gypsum, sodium bicarbonate, sodium chloride, crushed refined soda, and livestock and dry industrial salt; Crex; energy; and Portland and masonry cement under the Tata Shudh brand name. The company also provides nano zinc oxides and silica; prebiotics and dietary fibers; insecticides, herbicides, fungicides, organic fertilizers, and plant growth nutrients; and energy storage solutions. Its products are used in various industrial applications, such as agriculture; animal nutrition; chemicals; construction; food and nutrition; glass; high performance rubber; metals; oral care and cosmetics; paints, inks, and adhesives; pharmaceuticals; safety and environment; soaps and detergents; textiles and leather; lithium-ion, dry cell, and other batteries; and others. Tata Chemicals Limited was founded in 1927 and is based in Mumbai, India.",4622,"{'maxAge': 1, 'name': 'Mr. Ramakrishnan  Mukundan B.E.(Elec), MBA', 'age': 56, 'title': 'MD, CEO & Exec. Director', 'yearBorn': 1966, 'fiscalYear': 2023, 'totalPay': 82028254, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,1074.55,1077.0,1063.35,1081.5,1074.55,1077.0,1063.35,1081.5,17.5,0.0163,1686700800,0.19680001,1.87,0.920545,12.045121,21.695377,646065,646065,1101313,777481,777481,0.0,0.0,0,0,272767778816,876.8,1214.9,1.6033845,1026.977,990.4505,0.0,0.0,INR,325533859840,0.13284999,156389784,254756000,0.38542998,0.27651,774.112,1.3828102,1680220800,1711843200,1688083200,-0.097,22649999360,88.87,49.34,2.27,8:5,812764800,1.914,8.265,NSI,EQUITY,TATACHEM.NS,TATACHEM.NS,TATA CHEMICALS,Tata Chemicals Limited,820467900,Asia/Kolkata,IST,19800000,1070.45,959.0,705.0,808.71,785.0,2.0,buy,7,19339999232,75.916,39387500544,62960001024,170120003584,30.501,667.755,107360000000,-0.097,0.056,0.59799,0.23153,0.17805,INR,
1,Bombay House,24 Homi Mody Street Fort,Mumbai,400001,India,91 22 6665 8282,91 22 6665 8143,https://www.tatachemicals.com,Chemicals,Basic Materials,"Tata Chemicals Limited manufactures, sells, and distributes basic chemistry and specialty products in India, Europe, Africa, the United States, rest of Asia, and internationally. It offers dense, heavy, and light soda ash; caustic soda, chlorine and bromine-based products, gypsum, sodium bicarbonate, sodium chloride, crushed refined soda, and livestock and dry industrial salt; Crex; energy; and Portland and masonry cement under the Tata Shudh brand name. The company also provides nano zinc oxides and silica; prebiotics and dietary fibers; insecticides, herbicides, fungicides, organic fertilizers, and plant growth nutrients; and energy storage solutions. Its products are used in various industrial applications, such as agriculture; animal nutrition; chemicals; construction; food and nutrition; glass; high performance rubber; metals; oral care and cosmetics; paints, inks, and adhesives; pharmaceuticals; safety and environment; soaps and detergents; textiles and leather; lithium-ion, dry cell, and other batteries; and others. Tata Chemicals Limited was founded in 1927 and is based in Mumbai, India.",4622,"{'maxAge': 1, 'name': 'Mr. Nandakumar S. Tirumalai', 'age': 50, 'title': 'CFO & Chief Investor Relations Officer', 'yearBorn': 1972, 'fiscalYear': 2023, 'totalPay': 29247195, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,1074.55,1077.0,1063.35,1081.5,1074.55,1077.0,1063.35,1081.5,17.5,0.0163,1686700800,0.19680001,1.87,0.920545,12.045121,21.695377,646065,646065,1101313,777481,777481,0.0,0.0,0,0,272767778816,876.8,1214.9,1.6033845,1026.977,990.4505,0.0,0.0,INR,325533859840,0.13284999,156389784,254756000,0.38542998,0.27651,774.112,1.3828102,1680220800,1711843200,1688083200,-0.097,22649999360,88.87,49.34,2.27,8:5,812764800,1.914,8.265,NSI,EQUITY,TATACHEM.NS,TATACHEM.NS,TATA CHEMICALS,Tata Chemicals Limited,820467900,Asia/Kolkata,IST,19800000,1070.45,959.0,705.0,808.71,785.0,2.0,buy,7,19339999232,75.916,39387500544,62960001024,170120003584,30.501,667.755,107360000000,-0.097,0.056,0.59799,0.23153,0.17805,INR,
2,Bombay House,24 Homi Mody Street Fort,Mumbai,400001,India,91 22 6665 8282,91 22 6665 8143,https://www.tatachemicals.com,Chemicals,Basic Materials,"Tata Chemicals Limited manufactures, sells, and distributes basic chemistry and specialty products in India, Europe, Africa, the United States, rest of Asia, and internationally. It offers dense, heavy, and light soda ash; caustic soda, chlorine and bromine-based products, gypsum, sodium bicarbonate, sodium chloride, crushed refined soda, and livestock and dry industrial salt; Crex; energy; and Portland and masonry cement under the Tata Shudh brand name. The company also provides nano zinc oxides and silica; prebiotics and dietary fibers; insecticides, herbicides, fungicides, organic fertilizers, and plant growth nutrients; and energy storage solutions. Its products are used in various industrial applications, such as agriculture; animal nutrition; chemicals; construction; food and nutrition; glass; high performance rubber; metals; oral care and cosmetics; paints, inks, and adhesives; pharmaceuticals; safety and environment; soaps and detergents; textiles and leather; lithium-ion, dry cell, and other batteries; and others. Tata Chemicals Limited was founded in 1927 and is based in Mumbai, India.",4622,"{'maxAge': 1, 'name': 'Mr. Rajiv M. Chandan FCS, L.L.B., M.Com., P. G.', 'age': 57, 'title': 'Compliance Officer, Chief Gen. Counsel & Company Sec.', 'yearBorn': 1965, 'fiscalYear': 2023, 'totalPay': 21515292, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,1074.55,1077.0,1063.35,1081.5,1074.55,1077.0,1063.35,1081.5,17.5,0.0163,1686700800,0.19680001,1.87,0.920545,12.045121,21.695377,646065,646065,1101313,777481,777481,0.0,0.0,0,0,272767778816,876.8,1214.9,1.6033845,1026.977,990.4505,0.0,0.0,INR,325533859840,0.13284999,156389784,254756000,0.38542998,0.27651,774.112,1.3828102,1680220800,1711843200,1688083200,-0.097,22649999360,88.87,49.34,2.27,8:5,812764800,1.914,8.265,NSI,EQUITY,TATACHEM.NS,TATACHEM.NS,TATA CHEMICALS,Tata Chemicals Limited,820467900,Asia/Kolkata,IST,19800000,1070.45,959.0,705.0,808.71,785.0,2.0,buy,7,19339999232,75.916,39387500544,62960001024,170120003584,30.501,667.755,107360000000,-0.097,0.056,0.59799,0.23153,0.17805,INR,
3,Bombay House,24 Homi Mody Street Fort,Mumbai,400001,India,91 22 6665 8282,91 22 6665 8143,https://www.tatachemicals.com,Chemicals,Basic Materials,"Tata Chemicals Limited manufactures, sells, and distributes basic chemistry and specialty products in India, Europe, Africa, the United States, rest of Asia, and internationally. It offers dense, heavy, and light soda ash; caustic soda, chlorine and bromine-based products, gypsum, sodium bicarbonate, sodium chloride, crushed refined soda, and livestock and dry industrial salt; Crex; energy; and Portland and masonry cement under the Tata Shudh brand name. The company also provides nano zinc oxides and silica; prebiotics and dietary fibers; insecticides, herbicides, fungicides, organic fertilizers, and plant growth nutrients; and energy storage solutions. Its products are used in various industrial applications, such as agriculture; animal nutrition; chemicals; construction; food and nutrition; glass; high performance rubber; metals; oral care and cosmetics; paints, inks, and adhesives; pharmaceuticals; safety and environment; soaps and detergents; textiles and leather; lithium-ion, dry cell, and other batteries; and others. Tata Chemicals Limited was founded in 1927 and is based in Mumbai, India.",4622,"{'maxAge': 1, 'name': 'Mr. Zarir N. Langrana B.A., ICWA, MBA', 'age': 63, 'title': 'Exec. Director', 'yearBorn': 1959, 'fiscalYear': 2023, 'totalPay': 42943784, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,1074.55,1077.0,1063.35,1081.5,1074.55,1077.0,1063.35,1081.5,17.5,0.0163,1686700800,0.19680001,1.87,0.920545,12.045121,21.695377,646065,646065,1101313,777481,777481,0.0,0.0,0,0,272767778816,876.8,1214.9,1.6033845,1026.977,990.4505,0.0,0.0,INR,325533859840,0.13284999,156389784,254756000,0.38542998,0.27651,774.112,1.3828102,1680220800,1711843200,1688083200,-0.097,22649999360,88.87,49.34,2.27,8:5,812764800,1.914,8.265,NSI,EQUITY,TATACHEM.NS,TATACHEM.NS,TATA CHEMICALS,Tata Chemicals Limited,820467900,Asia/Kolkata,IST,19800000,1070.45,959.0,705.0,808.71,785.0,2.0,buy,7,19339999232,75.916,39387500544,62960001024,170120003584,30.501,667.755,107360000000,-0.097,0.056,0.59799,0.23153,0.17805,INR,
4,Bombay House,24 Homi Mody Street Fort,Mumbai,400001,India,91 22 6665 8282,91 22 6665 8143,https://www.tatachemicals.com,Chemicals,Basic Materials,"Tata Chemicals Limited manufactures, sells, and distributes basic chemistry and specialty products in India, Europe, Africa, the United States, rest of Asia, and internationally. It offers dense, heavy, and light soda ash; caustic soda, chlorine and bromine-based products, gypsum, sodium bicarbonate, sodium chloride, crushed refined soda, and livestock and dry industrial salt; Crex; energy; and Portland and masonry cement under the Tata Shudh brand name. The company also provides nano zinc oxides and silica; prebiotics and dietary fibers; insecticides, herbicides, fungicides, organic fertilizers, and plant growth nutrients; and energy storage solutions. Its products are used in various industrial applications, such as agriculture; animal nutrition; chemicals; construction; food and nutrition; glass; high performance rubber; metals; oral care and cosmetics; paints, inks, and adhesives; pharmaceuticals; safety and environment; soaps and detergents; textiles and leather; lithium-ion, dry cell, and other batteries; and others. Tata Chemicals Limited was founded in 1927 and is based in Mumbai, India.",4622,"{'maxAge': 1, 'name': 'Mr. Rahul  Pinjarkar', 'title': 'Chief HR Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,1074.55,1077.0,1063.35,1081.5,1074.55,1077.0,1063.35,1081.5,17.5,0.0163,1686700800,0.19680001,1.87,0.920545,12.045121,21.695377,646065,646065,1101313,777481,777481,0.0,0.0,0,0,272767778816,876.8,1214.9,1.6033845,1026.977,990.4505,0.0,0.0,INR,325533859840,0.13284999,156389784,254756000,0.38542998,0.27651,774.112,1.3828102,1680220800,1711843200,1688083200,-0.097,22649999360,88.87,49.34,2.27,8:5,812764800,1.914,8.265,NSI,EQUITY,TATACHEM.NS,TATACHEM.NS,TATA CHEMICALS,Tata Chemicals Limited,820467900,Asia/Kolkata,IST,19800000,1070.45,959.0,705.0,808.71,785.0,2.0,buy,7,19339999232,75.916,39387500544,62960001024,170120003584,30.501,667.755,107360000000,-0.097,0.056,0.59799,0.23153,0.17805,INR,
5,Bombay House,24 Homi Mody Street Fort,Mumbai,400001,India,91 22 6665 8282,91 22 6665 8143,https://www.tatachemicals.com,Chemicals,Basic Materials,"Tata Chemicals Limited manufactures, sells, and distributes basic chemistry and specialty products in India, Europe, Africa, the United States, rest of Asia, and internationally. It offers dense, heavy, and light soda ash; caustic soda, chlorine and bromine-based products, gypsum, sodium bicarbonate, sodium chloride, crushed refined soda, and livestock and dry industrial salt; Crex; energy; and Portland and masonry cement under the Tata Shudh brand name. The company also provides nano zinc oxides and silica; prebiotics and dietary fibers; insecticides, herbicides, fungicides, organic fertilizers, and plant growth nutrients; and energy storage solutions. Its products are used in various industrial applications, such as agriculture; animal nutrition; chemicals; construction; food and nutrition; glass; high performance rubber; metals; oral care and cosmetics; paints, inks, and adhesives; pharmaceuticals; safety and environment; soaps and detergents; textiles and leather; lithium-ion, dry cell, and other batteries; and others. Tata Chemicals Limited was founded in 1927 and is based in Mumbai, India.",4622,"{'maxAge': 1, 'name': 'Mr. K. R. Venkatadri B.E. (Mech.), P.G.D.M.', 'age': 56, 'title': 'Chief Innovation & Digital Officer', 'yearBorn': 1966, 'fiscalYear': 2007, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,1074.55,1077.0,1063.35,1081.5,1074.55,1077.0,1063.35,1081.5,17.5,0.0163,1686700800,0.19680001,1.87,0.920545,12.045121,21.695377,646065,646065,1101313,777481,777481,0.0,0.0,0,0,272767778816,876.8,1214.9,1.6033845,1026.977,990.4505,0.0,0.0,INR,325533859840,0.13284999,156389784,254756000,0.38542998,0.27651,774.112,1.3828102,1680220800,1711843200,1688083200,-0.097,22649999360,88.87,49.34,2.27,8:5,812764800,1.914,8.265,NSI,EQUITY,TATACHEM.NS,TATACHEM.NS,TATA CHEMICALS,Tata Chemicals Limited,820467900,Asia/Kolkata,IST,19800000,1070.45,959.0,705.0,808.71,785.0,2.0,buy,7,19339999232,75.916,39387500544,62960001024,170120003584,30.501,667.755,107360000000,-0.097,0.056,0.59799,0.23153,0.17805,INR,
6,Bombay House,24 Homi Mody Street Fort,Mumbai,400001,India,91 22 6665 8282,91 22 6665 8143,https://www.tatachemicals.com,Chemicals,Basic Materials,"Tata Chemicals Limited manufactures, sells, and distributes basic chemistry and specialty products in India, Europe, Africa, the United States, rest of Asia, and internationally. It offers dense, heavy, and light soda ash; caustic soda, chlorine and bromine-based products, gypsum, sodium bicarbonate, sodium chloride, crushed refined soda, and livestock and dry industrial salt; Crex; energy; and Portland and masonry cement under the Tata Shudh brand name. The company also provides nano zinc oxides and silica; prebiotics and dietary fibers; insecticides, herbicides, fungicides, organic fertilizers, and plant growth nutrients; and energy storage solutions. Its products are used in various industrial applications, such as agriculture; animal nutrition; chemicals; construction; food and nutrition; glass; high performance rubber; metals; oral care and cosmetics; paints, inks, and adhesives; pharmaceuticals; safety and environment; soaps and detergents; textiles and leather; lithium-ion, dry cell, and other batteries; and others. Tata Chemicals Limited was founded in 1927 and is based in Mumbai, India.",4622,"{'maxAge': 1, 'name': 'Mr. D. K. Sundar ACS, AICWA, B.Sc., CWA, FCS, PGDBM', 'age': 64, 'title': 'Chief of Corp. Assurance & Initiatives', 'yearBorn': 1958, 'fiscalYear': 2007, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,1074.55,1077.0,1063.35,1081.5,1074.55,1077.0,1063.35,1081.5,17.5,0.0163,1686700800,0.19680001,1.87,0.920545,12.045121,21.695377,646065,646065,1101313,777481,777481,0.0,0.0,0,0,272767778816,876.8,1214.9,1.6033845,1026.977,990.4505,0.0,0.0,INR,325533859840,0.13284999,156389784,254756000,0.38542998,0.27651,774.112,1.3828102,1680220800,1711843200,1688083200,-0.097,22649999360,88.87,49.34,2.27,8:5,812764800,1.914,8.265,NSI,EQUITY,TATACHEM.NS,TATACHEM.NS,TATA CHEMICALS,Tata Chemicals Limited,820467900,Asia/Kolkata,IST,19800000,1070.45,959.0,705.0,808.71,785.0,2.0,buy,7,19339999232,75.916,39387500544,62960001024,170120003584,30.501,667.755,107360000000,-0.097,0.056,0.59799,0.23153,0.17805,INR,
7,Bombay House,24 Homi Mody Street Fort,Mumbai,400001,India,91 22 6665 8282,91 22 6665 8143,https://www.tatachemicals.com,Chemicals,Basic Materials,"Tata Chemicals Limited manufactures, sells, and distributes basic chemistry and specialty products in India, Europe, Africa, the United States, rest of Asia, and internationally. It offers dense, heavy, and light soda ash; caustic soda, chlorine and bromine-based products, gypsum, sodium bicarbonate, sodium chloride, crushed refined soda, and livestock and dry industrial salt; Crex; energy; and Portland and masonry cement under the Tata Shudh brand name. The company also provides nano zinc oxides and silica; prebiotics and dietary fibers; insecticides, herbicides, fungicides, organic fertilizers, and plant growth nutrients; and energy storage solutions. Its products are used in various industrial applications, such as agriculture; animal nutrition; chemicals; construction; food and nutrition; glass; high performance rubber; metals; oral care and cosmetics; paints, inks, and adhesives; pharmaceuticals; safety and environment; soaps and detergents; textiles and leather; lithium-ion, dry cell, and other batteries; and others. Tata Chemicals Limited was founded in 1927 and is based in Mumbai, India.",4622,"{'maxAge': 1, 'name': 'Dr. Avalakki  Uday', 'age': 67, 'title': 'Head of Nutraceuticals', 'yearBorn': 1955, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,1074.55,1077.0,1063.35,1081.5,1074.55,1077.0,1063.35,1081.5,17.5,0.0163,1686700800,0.19680001,1.87,0.920545,12.045121,21.695377,646065,646065,1101313,777481,777481,0.0,0.0,0,0,272767778816,876.8,1214.9,1.6033845,1026.977,990.4505,0.0,0.0,INR,325533859840,0.13284999,156389784,254756000,0.38542998,0.27651,774.112,1.3828102,1680220800,1711843200,1688083200,-0.097,22649999360,88.87,49.34,2.27,8:5,812764800,1.914,8.265,NSI,EQUITY,TATACHEM.NS,TATACHEM.NS,TATA CHEMICALS,Tata Chemicals Limited,820467900,Asia/Kolkata,IST,19800000,1070.45,959.0,705.0,808.71,785.0,2.0,buy,7,19339999232,75.916,39387500544,62960001024,170120003584,30.501,667.755,107360000000,-0.097,0.056,0.59799,0.23153,0.17805,INR,
8,Bombay House,24 Homi Mody Street Fort,Mumbai,400001,India,91 22 6665 8282,91 22 6665 8143,https://www.tatachemicals.com,Chemicals,Basic Materials,"Tata Chemicals Limited manufactures, sells, and distributes basic chemistry and specialty products in India, Europe, Africa, the United States, rest of Asia, and internationally. It offers dense, heavy, and light soda ash; caustic soda, chlorine and bromine-based products, gypsum, sodium bicarbonate, sodium chloride, crushed refined soda, and livestock and dry industrial salt; Crex; energy; and Portland and masonry cement under the Tata Shudh brand name. The company also provides nano zinc oxides and silica; prebiotics and dietary fibers; insecticides, herbicides, fungicides, organic fertilizers, and plant growth nutrients; and energy storage solutions. Its products are used in various industrial applications, such as agriculture; animal nutrition; chemicals; construction; food and nutrition; glass; high performance rubber; metals; oral care and cosmetics; paints, inks, and adhesives; pharmaceuticals; safety and environment; soaps and detergents; textiles and leather; lithium-ion, dry cell, and other batteries; and others. Tata Chemicals Limited was founded in 1927 and is based in Mumbai, India.",4622,"{'maxAge': 1, 'name': 'Ms. Alka  Talwar', 'title': 'Chief Sustainability & CSR Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,1074.55,1077.0,1063.35,1081.5,1074.55,1077.0,1063.35,1081.5,17.5,0.0163,1686700800,0.19680001,1.87,0.920545,12.045121,21.695377,646065,646065,1101313,777481,777481,0.0,0.0,0,0,272767778816,876.8,1214.9,1.6033845,1026.977,990.4505,0.0,0.0,INR,325533859840,0.13284999,156389784,254756000,0.38542998,0.27651,774.112,1.3828102,1680220800,1711843200,1688083200,-0.097,22649999360,88.87,49.34,2.27,8:5,812764800,1.914,8.265,NSI,EQUITY,TATACHEM.NS,TATACHEM.NS,TATA CHEMICALS,Tata Chemicals Limited,820467900,Asia/Kolkata,IST,19800000,1070.45,959.0,705.0,808.71,785.0,2.0,buy,7,19339999232,75.916,39387500544,62960001024,170120003584,30.501,667.755,107360000000,-0.097,0.056,0.59799,0.23153,0.17805,INR,
9,Bombay House,24 Homi Mody Street Fort,Mumbai,400001,India,91 22 6665 8282,91 22 6665 8143,https://www.tatachemicals.com,Chemicals,Basic Materials,"Tata Chemicals Limited manufactures, sells, and distributes basic chemistry and specialty products in India, Europe, Africa, the United States, rest of Asia, and internationally. It offers dense, heavy, and light soda ash; caustic soda, chlorine and bromine-based products, gypsum, sodium bicarbonate, sodium chloride, crushed refined soda, and livestock and dry industrial salt; Crex; energy; and Portland and masonry cement under the Tata Shudh brand name. The company also provides nano zinc oxides and silica; prebiotics and dietary fibers; insecticides, herbicides, fungicides, organic fertilizers, and plant growth nutrients; and energy storage solutions. Its products are used in various industrial applications, such as agriculture; animal nutrition; chemicals; construction; food and nutrition; glass; high performance rubber; metals; oral care and cosmetics; paints, inks, and adhesives; pharmaceuticals; safety and environment; soaps and detergents; textiles and leather; lithium-ion, dry cell, and other batteries; and others. Tata Chemicals Limited was founded in 1927 and is based in Mumbai, India.",4622,"{'maxAge': 1, 'name': 'Mr. Richard A. Lobo', 'title': 'Head of Strategy & Bus. Excellence', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,1074.55,1077.0,1063.35,1081.5,1074.55,1077.0,1063.35,1081.5,17.5,0.0163,1686700800,0.19680001,1.87,0.920545,12.045121,21.695377,646065,646065,1101313,777481,777481,0.0,0.0,0,0,272767778816,876.8,1214.9,1.6033845,1026.977,990.4505,0.0,0.0,INR,325533859840,0.13284999,156389784,254756000,0.38542998,0.27651,774.112,1.3828102,1680220800,1711843200,1688083200,-0.097,22649999360,88.87,49.34,2.27,8:5,812764800,1.914,8.265,NSI,EQUITY,TATACHEM.NS,TATACHEM.NS,TATA CHEMICALS,Tata Chemicals Limited,820467900,Asia/Kolkata,IST,19800000,1070.45,959.0,705.0,808.71,785.0,2.0,buy,7,19339999232,75.916,39387500544,62960001024,170120003584,30.501,667.755,107360000000,-0.097,0.056,0.59799,0.23153,0.17805,INR,
