,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,De La Rue House,Jays Close Viables,Basingstoke,RG22 4BS,United Kingdom,44 1256 605 000,44 1256 605 336,https://www.delarue.com,Specialty Business Services,Industrials,"De La Rue plc provides secure digital, physical, surety, and control solutions for government and commercial organization in the United Kingdom, the Middle East, Africa, Asia, the Americas, and internationally. It operates through Currency, Authentication, and Identity Solutions segments. The company offers currency solutions, which includes banknotes, design services, polymer substrate, and security features to central banks and issuing authorities. It also provides high security digital and physical solutions, which includes supply chain traceability, physical authentication tokens, and ID security components, as well as government revenue and brand protection solutions, as well as engages in trading and insurance activities. De La Rue plc was formerly known as New De La Rue plc and changed its name to De La Rue plc in November 1999. The company was founded in 1813 and is headquartered in Basingstoke, the United Kingdom.",1841,"{'maxAge': 1, 'name': 'Mr. Clive Graham Vacher', 'title': 'CEO & Exec. Director', 'fiscalYear': 2023, 'totalPay': 542000, 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,8,1,9,1693526400,1703980800,86400,2,60.9,61.496,60.6,63.05868,60.9,61.496,60.6,63.05868,1562198400,0.0,1.436561,10.51282,376937,376937,1479295,735642,735642,61.0,63.0,0,0,120452056,29.1,106.467,0.34444398,52.213,55.3765,0.0,0.0,GBp,226321264,-0.15985,151104246,195856992,0.03877,0.76795995,0.098,627.551,1679702400,1711324800,1679702400,-55900000,-0.28,5.85,-55.47,2:1,1226880000,0.647,5.467,LSE,EQUITY,DLAR.L,DLAR.L,DE LA RUE PLC ORD 44 152/175P,De La Rue plc,583743600,Europe/London,BST,3600000,61.5,50.0,41.0,45.5,45.5,1.5,strong_buy,2,40300000,0.206,41400000,131700000,1.002,1.441,349700000,376.286,1.79,0.04796,-0.5813,92100000,34387500,23800000,-0.054,0.26337,0.118389994,0.079780005,GBP,
1,De La Rue House,Jays Close Viables,Basingstoke,RG22 4BS,United Kingdom,44 1256 605 000,44 1256 605 336,https://www.delarue.com,Specialty Business Services,Industrials,"De La Rue plc provides secure digital, physical, surety, and control solutions for government and commercial organization in the United Kingdom, the Middle East, Africa, Asia, the Americas, and internationally. It operates through Currency, Authentication, and Identity Solutions segments. The company offers currency solutions, which includes banknotes, design services, polymer substrate, and security features to central banks and issuing authorities. It also provides high security digital and physical solutions, which includes supply chain traceability, physical authentication tokens, and ID security components, as well as government revenue and brand protection solutions, as well as engages in trading and insurance activities. De La Rue plc was formerly known as New De La Rue plc and changed its name to De La Rue plc in November 1999. The company was founded in 1813 and is headquartered in Basingstoke, the United Kingdom.",1841,"{'maxAge': 1, 'name': 'Ms. Ruth  Euling', 'title': 'Managing Director of Currency & Exec. Director', 'fiscalYear': 2023, 'totalPay': 302000, 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,8,1,9,1693526400,1703980800,86400,2,60.9,61.496,60.6,63.05868,60.9,61.496,60.6,63.05868,1562198400,0.0,1.436561,10.51282,376937,376937,1479295,735642,735642,61.0,63.0,0,0,120452056,29.1,106.467,0.34444398,52.213,55.3765,0.0,0.0,GBp,226321264,-0.15985,151104246,195856992,0.03877,0.76795995,0.098,627.551,1679702400,1711324800,1679702400,-55900000,-0.28,5.85,-55.47,2:1,1226880000,0.647,5.467,LSE,EQUITY,DLAR.L,DLAR.L,DE LA RUE PLC ORD 44 152/175P,De La Rue plc,583743600,Europe/London,BST,3600000,61.5,50.0,41.0,45.5,45.5,1.5,strong_buy,2,40300000,0.206,41400000,131700000,1.002,1.441,349700000,376.286,1.79,0.04796,-0.5813,92100000,34387500,23800000,-0.054,0.26337,0.118389994,0.079780005,GBP,
2,De La Rue House,Jays Close Viables,Basingstoke,RG22 4BS,United Kingdom,44 1256 605 000,44 1256 605 336,https://www.delarue.com,Specialty Business Services,Industrials,"De La Rue plc provides secure digital, physical, surety, and control solutions for government and commercial organization in the United Kingdom, the Middle East, Africa, Asia, the Americas, and internationally. It operates through Currency, Authentication, and Identity Solutions segments. The company offers currency solutions, which includes banknotes, design services, polymer substrate, and security features to central banks and issuing authorities. It also provides high security digital and physical solutions, which includes supply chain traceability, physical authentication tokens, and ID security components, as well as government revenue and brand protection solutions, as well as engages in trading and insurance activities. De La Rue plc was formerly known as New De La Rue plc and changed its name to De La Rue plc in November 1999. The company was founded in 1813 and is headquartered in Basingstoke, the United Kingdom.",1841,"{'maxAge': 1, 'name': 'Mr. Dean Roderick Moore', 'age': 65, 'title': 'Interim CFO & Director', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,8,1,9,1693526400,1703980800,86400,2,60.9,61.496,60.6,63.05868,60.9,61.496,60.6,63.05868,1562198400,0.0,1.436561,10.51282,376937,376937,1479295,735642,735642,61.0,63.0,0,0,120452056,29.1,106.467,0.34444398,52.213,55.3765,0.0,0.0,GBp,226321264,-0.15985,151104246,195856992,0.03877,0.76795995,0.098,627.551,1679702400,1711324800,1679702400,-55900000,-0.28,5.85,-55.47,2:1,1226880000,0.647,5.467,LSE,EQUITY,DLAR.L,DLAR.L,DE LA RUE PLC ORD 44 152/175P,De La Rue plc,583743600,Europe/London,BST,3600000,61.5,50.0,41.0,45.5,45.5,1.5,strong_buy,2,40300000,0.206,41400000,131700000,1.002,1.441,349700000,376.286,1.79,0.04796,-0.5813,92100000,34387500,23800000,-0.054,0.26337,0.118389994,0.079780005,GBP,
3,De La Rue House,Jays Close Viables,Basingstoke,RG22 4BS,United Kingdom,44 1256 605 000,44 1256 605 336,https://www.delarue.com,Specialty Business Services,Industrials,"De La Rue plc provides secure digital, physical, surety, and control solutions for government and commercial organization in the United Kingdom, the Middle East, Africa, Asia, the Americas, and internationally. It operates through Currency, Authentication, and Identity Solutions segments. The company offers currency solutions, which includes banknotes, design services, polymer substrate, and security features to central banks and issuing authorities. It also provides high security digital and physical solutions, which includes supply chain traceability, physical authentication tokens, and ID security components, as well as government revenue and brand protection solutions, as well as engages in trading and insurance activities. De La Rue plc was formerly known as New De La Rue plc and changed its name to De La Rue plc in November 1999. The company was founded in 1813 and is headquartered in Basingstoke, the United Kingdom.",1841,"{'maxAge': 1, 'name': 'Mr. Bryan  Gray', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,8,1,9,1693526400,1703980800,86400,2,60.9,61.496,60.6,63.05868,60.9,61.496,60.6,63.05868,1562198400,0.0,1.436561,10.51282,376937,376937,1479295,735642,735642,61.0,63.0,0,0,120452056,29.1,106.467,0.34444398,52.213,55.3765,0.0,0.0,GBp,226321264,-0.15985,151104246,195856992,0.03877,0.76795995,0.098,627.551,1679702400,1711324800,1679702400,-55900000,-0.28,5.85,-55.47,2:1,1226880000,0.647,5.467,LSE,EQUITY,DLAR.L,DLAR.L,DE LA RUE PLC ORD 44 152/175P,De La Rue plc,583743600,Europe/London,BST,3600000,61.5,50.0,41.0,45.5,45.5,1.5,strong_buy,2,40300000,0.206,41400000,131700000,1.002,1.441,349700000,376.286,1.79,0.04796,-0.5813,92100000,34387500,23800000,-0.054,0.26337,0.118389994,0.079780005,GBP,
4,De La Rue House,Jays Close Viables,Basingstoke,RG22 4BS,United Kingdom,44 1256 605 000,44 1256 605 336,https://www.delarue.com,Specialty Business Services,Industrials,"De La Rue plc provides secure digital, physical, surety, and control solutions for government and commercial organization in the United Kingdom, the Middle East, Africa, Asia, the Americas, and internationally. It operates through Currency, Authentication, and Identity Solutions segments. The company offers currency solutions, which includes banknotes, design services, polymer substrate, and security features to central banks and issuing authorities. It also provides high security digital and physical solutions, which includes supply chain traceability, physical authentication tokens, and ID security components, as well as government revenue and brand protection solutions, as well as engages in trading and insurance activities. De La Rue plc was formerly known as New De La Rue plc and changed its name to De La Rue plc in November 1999. The company was founded in 1813 and is headquartered in Basingstoke, the United Kingdom.",1841,"{'maxAge': 1, 'name': 'Ms. Louise  Rich', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,8,1,9,1693526400,1703980800,86400,2,60.9,61.496,60.6,63.05868,60.9,61.496,60.6,63.05868,1562198400,0.0,1.436561,10.51282,376937,376937,1479295,735642,735642,61.0,63.0,0,0,120452056,29.1,106.467,0.34444398,52.213,55.3765,0.0,0.0,GBp,226321264,-0.15985,151104246,195856992,0.03877,0.76795995,0.098,627.551,1679702400,1711324800,1679702400,-55900000,-0.28,5.85,-55.47,2:1,1226880000,0.647,5.467,LSE,EQUITY,DLAR.L,DLAR.L,DE LA RUE PLC ORD 44 152/175P,De La Rue plc,583743600,Europe/London,BST,3600000,61.5,50.0,41.0,45.5,45.5,1.5,strong_buy,2,40300000,0.206,41400000,131700000,1.002,1.441,349700000,376.286,1.79,0.04796,-0.5813,92100000,34387500,23800000,-0.054,0.26337,0.118389994,0.079780005,GBP,
5,De La Rue House,Jays Close Viables,Basingstoke,RG22 4BS,United Kingdom,44 1256 605 000,44 1256 605 336,https://www.delarue.com,Specialty Business Services,Industrials,"De La Rue plc provides secure digital, physical, surety, and control solutions for government and commercial organization in the United Kingdom, the Middle East, Africa, Asia, the Americas, and internationally. It operates through Currency, Authentication, and Identity Solutions segments. The company offers currency solutions, which includes banknotes, design services, polymer substrate, and security features to central banks and issuing authorities. It also provides high security digital and physical solutions, which includes supply chain traceability, physical authentication tokens, and ID security components, as well as government revenue and brand protection solutions, as well as engages in trading and insurance activities. De La Rue plc was formerly known as New De La Rue plc and changed its name to De La Rue plc in November 1999. The company was founded in 1813 and is headquartered in Basingstoke, the United Kingdom.",1841,"{'maxAge': 1, 'name': 'Mr. Jon  Messent LLB', 'age': 58, 'title': 'Gen. Counsel & Company Sec.', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,8,1,9,1693526400,1703980800,86400,2,60.9,61.496,60.6,63.05868,60.9,61.496,60.6,63.05868,1562198400,0.0,1.436561,10.51282,376937,376937,1479295,735642,735642,61.0,63.0,0,0,120452056,29.1,106.467,0.34444398,52.213,55.3765,0.0,0.0,GBp,226321264,-0.15985,151104246,195856992,0.03877,0.76795995,0.098,627.551,1679702400,1711324800,1679702400,-55900000,-0.28,5.85,-55.47,2:1,1226880000,0.647,5.467,LSE,EQUITY,DLAR.L,DLAR.L,DE LA RUE PLC ORD 44 152/175P,De La Rue plc,583743600,Europe/London,BST,3600000,61.5,50.0,41.0,45.5,45.5,1.5,strong_buy,2,40300000,0.206,41400000,131700000,1.002,1.441,349700000,376.286,1.79,0.04796,-0.5813,92100000,34387500,23800000,-0.054,0.26337,0.118389994,0.079780005,GBP,
6,De La Rue House,Jays Close Viables,Basingstoke,RG22 4BS,United Kingdom,44 1256 605 000,44 1256 605 336,https://www.delarue.com,Specialty Business Services,Industrials,"De La Rue plc provides secure digital, physical, surety, and control solutions for government and commercial organization in the United Kingdom, the Middle East, Africa, Asia, the Americas, and internationally. It operates through Currency, Authentication, and Identity Solutions segments. The company offers currency solutions, which includes banknotes, design services, polymer substrate, and security features to central banks and issuing authorities. It also provides high security digital and physical solutions, which includes supply chain traceability, physical authentication tokens, and ID security components, as well as government revenue and brand protection solutions, as well as engages in trading and insurance activities. De La Rue plc was formerly known as New De La Rue plc and changed its name to De La Rue plc in November 1999. The company was founded in 1813 and is headquartered in Basingstoke, the United Kingdom.",1841,"{'maxAge': 1, 'name': 'Clare Lloyd Williams', 'title': 'Group Communications Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,8,1,9,1693526400,1703980800,86400,2,60.9,61.496,60.6,63.05868,60.9,61.496,60.6,63.05868,1562198400,0.0,1.436561,10.51282,376937,376937,1479295,735642,735642,61.0,63.0,0,0,120452056,29.1,106.467,0.34444398,52.213,55.3765,0.0,0.0,GBp,226321264,-0.15985,151104246,195856992,0.03877,0.76795995,0.098,627.551,1679702400,1711324800,1679702400,-55900000,-0.28,5.85,-55.47,2:1,1226880000,0.647,5.467,LSE,EQUITY,DLAR.L,DLAR.L,DE LA RUE PLC ORD 44 152/175P,De La Rue plc,583743600,Europe/London,BST,3600000,61.5,50.0,41.0,45.5,45.5,1.5,strong_buy,2,40300000,0.206,41400000,131700000,1.002,1.441,349700000,376.286,1.79,0.04796,-0.5813,92100000,34387500,23800000,-0.054,0.26337,0.118389994,0.079780005,GBP,
7,De La Rue House,Jays Close Viables,Basingstoke,RG22 4BS,United Kingdom,44 1256 605 000,44 1256 605 336,https://www.delarue.com,Specialty Business Services,Industrials,"De La Rue plc provides secure digital, physical, surety, and control solutions for government and commercial organization in the United Kingdom, the Middle East, Africa, Asia, the Americas, and internationally. It operates through Currency, Authentication, and Identity Solutions segments. The company offers currency solutions, which includes banknotes, design services, polymer substrate, and security features to central banks and issuing authorities. It also provides high security digital and physical solutions, which includes supply chain traceability, physical authentication tokens, and ID security components, as well as government revenue and brand protection solutions, as well as engages in trading and insurance activities. De La Rue plc was formerly known as New De La Rue plc and changed its name to De La Rue plc in November 1999. The company was founded in 1813 and is headquartered in Basingstoke, the United Kingdom.",1841,"{'maxAge': 1, 'name': 'Mr. Keith  Brown', 'title': 'Managing Director of Currency', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,8,1,9,1693526400,1703980800,86400,2,60.9,61.496,60.6,63.05868,60.9,61.496,60.6,63.05868,1562198400,0.0,1.436561,10.51282,376937,376937,1479295,735642,735642,61.0,63.0,0,0,120452056,29.1,106.467,0.34444398,52.213,55.3765,0.0,0.0,GBp,226321264,-0.15985,151104246,195856992,0.03877,0.76795995,0.098,627.551,1679702400,1711324800,1679702400,-55900000,-0.28,5.85,-55.47,2:1,1226880000,0.647,5.467,LSE,EQUITY,DLAR.L,DLAR.L,DE LA RUE PLC ORD 44 152/175P,De La Rue plc,583743600,Europe/London,BST,3600000,61.5,50.0,41.0,45.5,45.5,1.5,strong_buy,2,40300000,0.206,41400000,131700000,1.002,1.441,349700000,376.286,1.79,0.04796,-0.5813,92100000,34387500,23800000,-0.054,0.26337,0.118389994,0.079780005,GBP,
8,De La Rue House,Jays Close Viables,Basingstoke,RG22 4BS,United Kingdom,44 1256 605 000,44 1256 605 336,https://www.delarue.com,Specialty Business Services,Industrials,"De La Rue plc provides secure digital, physical, surety, and control solutions for government and commercial organization in the United Kingdom, the Middle East, Africa, Asia, the Americas, and internationally. It operates through Currency, Authentication, and Identity Solutions segments. The company offers currency solutions, which includes banknotes, design services, polymer substrate, and security features to central banks and issuing authorities. It also provides high security digital and physical solutions, which includes supply chain traceability, physical authentication tokens, and ID security components, as well as government revenue and brand protection solutions, as well as engages in trading and insurance activities. De La Rue plc was formerly known as New De La Rue plc and changed its name to De La Rue plc in November 1999. The company was founded in 1813 and is headquartered in Basingstoke, the United Kingdom.",1841,"{'maxAge': 1, 'name': 'Mr. Richard  Hird', 'title': 'Chief Commercial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,8,1,9,1693526400,1703980800,86400,2,60.9,61.496,60.6,63.05868,60.9,61.496,60.6,63.05868,1562198400,0.0,1.436561,10.51282,376937,376937,1479295,735642,735642,61.0,63.0,0,0,120452056,29.1,106.467,0.34444398,52.213,55.3765,0.0,0.0,GBp,226321264,-0.15985,151104246,195856992,0.03877,0.76795995,0.098,627.551,1679702400,1711324800,1679702400,-55900000,-0.28,5.85,-55.47,2:1,1226880000,0.647,5.467,LSE,EQUITY,DLAR.L,DLAR.L,DE LA RUE PLC ORD 44 152/175P,De La Rue plc,583743600,Europe/London,BST,3600000,61.5,50.0,41.0,45.5,45.5,1.5,strong_buy,2,40300000,0.206,41400000,131700000,1.002,1.441,349700000,376.286,1.79,0.04796,-0.5813,92100000,34387500,23800000,-0.054,0.26337,0.118389994,0.079780005,GBP,
9,De La Rue House,Jays Close Viables,Basingstoke,RG22 4BS,United Kingdom,44 1256 605 000,44 1256 605 336,https://www.delarue.com,Specialty Business Services,Industrials,"De La Rue plc provides secure digital, physical, surety, and control solutions for government and commercial organization in the United Kingdom, the Middle East, Africa, Asia, the Americas, and internationally. It operates through Currency, Authentication, and Identity Solutions segments. The company offers currency solutions, which includes banknotes, design services, polymer substrate, and security features to central banks and issuing authorities. It also provides high security digital and physical solutions, which includes supply chain traceability, physical authentication tokens, and ID security components, as well as government revenue and brand protection solutions, as well as engages in trading and insurance activities. De La Rue plc was formerly known as New De La Rue plc and changed its name to De La Rue plc in November 1999. The company was founded in 1813 and is headquartered in Basingstoke, the United Kingdom.",1841,"{'maxAge': 1, 'name': 'Mr. David  Sharratt', 'title': 'Managing Director of Authentication', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,8,1,9,1693526400,1703980800,86400,2,60.9,61.496,60.6,63.05868,60.9,61.496,60.6,63.05868,1562198400,0.0,1.436561,10.51282,376937,376937,1479295,735642,735642,61.0,63.0,0,0,120452056,29.1,106.467,0.34444398,52.213,55.3765,0.0,0.0,GBp,226321264,-0.15985,151104246,195856992,0.03877,0.76795995,0.098,627.551,1679702400,1711324800,1679702400,-55900000,-0.28,5.85,-55.47,2:1,1226880000,0.647,5.467,LSE,EQUITY,DLAR.L,DLAR.L,DE LA RUE PLC ORD 44 152/175P,De La Rue plc,583743600,Europe/London,BST,3600000,61.5,50.0,41.0,45.5,45.5,1.5,strong_buy,2,40300000,0.206,41400000,131700000,1.002,1.441,349700000,376.286,1.79,0.04796,-0.5813,92100000,34387500,23800000,-0.054,0.26337,0.118389994,0.079780005,GBP,
