,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2795 East Cottonwood Parkway,Suite 300,Salt Lake City,UT,84121-7033,United States,801 365 4600,801 365 4855,https://www.extraspace.com,REIT—Industrial,Real Estate,"Extra Space Storage Inc., headquartered in Salt Lake City, Utah, is a self-administered and self-managed REIT and a member of the S&P 500. As of June 30, 2023, the Company owned and/or operated 2,438 self-storage stores in 41 states and Washington, D.C. The Company's stores comprise approximately 1.7 million units and approximately 184.0 million square feet of rentable space. With the completed Life Storage Merger on July 20, 2023, Extra Space currently has over 3,500 locations under the Extra Space, Life Storage and Storage Express brands, and it is the largest operator of self-storage properties in the United States. The Company offers customers a wide selection of conveniently located and secure storage units across the country, including boat storage, RV storage and business storage.",4781,"{'maxAge': 1, 'name': 'Mr. Joseph Daniel Margolis J.D.', 'age': 61, 'title': 'CEO & Director', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 3604543, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,6,9,7,1693526400,1672444800,86400,2,126.21,125.4,124.84,128.42,126.21,125.4,124.84,128.42,2.44,0.0191,1694649600,1.1846,3.2,0.572268,20.924837,22.310104,2311188,2311188,2010750,1343920,1343920,127.87,128.01,1300,800,27979958272,123.67,183.49,13.544658,135.4808,149.04974,6.24,0.049441405,USD,35454898176,0.39874,208946122,211276000,4931384,6301489,1690761600,1693440000,0.0233,0.01049,0.63102,2.42,0.028499998,24.106,5.3123703,1672444800,1703980800,1688083200,-0.128,822465984,6.12,5.74,4.36,17.163,24.841,NYQ,EQUITY,EXR,EXR,Extra Space Storage Inc,Extra Space Storage Inc.,1092663000,America/New_York,EDT,-14400000,128.06,185.0,135.0,154.83,152.5,2.5,buy,12,101879000,0.482,1427245056,7721080832,0.897,3.062,2065756032,191.333,15.382,0.06,0.22193001,1515898000,649364864,1227278976,-0.133,0.081,0.76945996,0.69091004,0.54386,USD,8.8927
1,2795 East Cottonwood Parkway,Suite 300,Salt Lake City,UT,84121-7033,United States,801 365 4600,801 365 4855,https://www.extraspace.com,REIT—Industrial,Real Estate,"Extra Space Storage Inc., headquartered in Salt Lake City, Utah, is a self-administered and self-managed REIT and a member of the S&P 500. As of June 30, 2023, the Company owned and/or operated 2,438 self-storage stores in 41 states and Washington, D.C. The Company's stores comprise approximately 1.7 million units and approximately 184.0 million square feet of rentable space. With the completed Life Storage Merger on July 20, 2023, Extra Space currently has over 3,500 locations under the Extra Space, Life Storage and Storage Express brands, and it is the largest operator of self-storage properties in the United States. The Company offers customers a wide selection of conveniently located and secure storage units across the country, including boat storage, RV storage and business storage.",4781,"{'maxAge': 1, 'name': 'Mr. P. Scott Stubbs', 'age': 54, 'title': 'Exec. VP & CFO', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 1485539, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,6,9,7,1693526400,1672444800,86400,2,126.21,125.4,124.84,128.42,126.21,125.4,124.84,128.42,2.44,0.0191,1694649600,1.1846,3.2,0.572268,20.924837,22.310104,2311188,2311188,2010750,1343920,1343920,127.87,128.01,1300,800,27979958272,123.67,183.49,13.544658,135.4808,149.04974,6.24,0.049441405,USD,35454898176,0.39874,208946122,211276000,4931384,6301489,1690761600,1693440000,0.0233,0.01049,0.63102,2.42,0.028499998,24.106,5.3123703,1672444800,1703980800,1688083200,-0.128,822465984,6.12,5.74,4.36,17.163,24.841,NYQ,EQUITY,EXR,EXR,Extra Space Storage Inc,Extra Space Storage Inc.,1092663000,America/New_York,EDT,-14400000,128.06,185.0,135.0,154.83,152.5,2.5,buy,12,101879000,0.482,1427245056,7721080832,0.897,3.062,2065756032,191.333,15.382,0.06,0.22193001,1515898000,649364864,1227278976,-0.133,0.081,0.76945996,0.69091004,0.54386,USD,8.8927
2,2795 East Cottonwood Parkway,Suite 300,Salt Lake City,UT,84121-7033,United States,801 365 4600,801 365 4855,https://www.extraspace.com,REIT—Industrial,Real Estate,"Extra Space Storage Inc., headquartered in Salt Lake City, Utah, is a self-administered and self-managed REIT and a member of the S&P 500. As of June 30, 2023, the Company owned and/or operated 2,438 self-storage stores in 41 states and Washington, D.C. The Company's stores comprise approximately 1.7 million units and approximately 184.0 million square feet of rentable space. With the completed Life Storage Merger on July 20, 2023, Extra Space currently has over 3,500 locations under the Extra Space, Life Storage and Storage Express brands, and it is the largest operator of self-storage properties in the United States. The Company offers customers a wide selection of conveniently located and secure storage units across the country, including boat storage, RV storage and business storage.",4781,"{'maxAge': 1, 'name': 'Ms. Gwyn Goodson McNeal', 'age': 53, 'title': 'Exec. VP & Chief Legal Officer', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1087346, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,6,9,7,1693526400,1672444800,86400,2,126.21,125.4,124.84,128.42,126.21,125.4,124.84,128.42,2.44,0.0191,1694649600,1.1846,3.2,0.572268,20.924837,22.310104,2311188,2311188,2010750,1343920,1343920,127.87,128.01,1300,800,27979958272,123.67,183.49,13.544658,135.4808,149.04974,6.24,0.049441405,USD,35454898176,0.39874,208946122,211276000,4931384,6301489,1690761600,1693440000,0.0233,0.01049,0.63102,2.42,0.028499998,24.106,5.3123703,1672444800,1703980800,1688083200,-0.128,822465984,6.12,5.74,4.36,17.163,24.841,NYQ,EQUITY,EXR,EXR,Extra Space Storage Inc,Extra Space Storage Inc.,1092663000,America/New_York,EDT,-14400000,128.06,185.0,135.0,154.83,152.5,2.5,buy,12,101879000,0.482,1427245056,7721080832,0.897,3.062,2065756032,191.333,15.382,0.06,0.22193001,1515898000,649364864,1227278976,-0.133,0.081,0.76945996,0.69091004,0.54386,USD,8.8927
3,2795 East Cottonwood Parkway,Suite 300,Salt Lake City,UT,84121-7033,United States,801 365 4600,801 365 4855,https://www.extraspace.com,REIT—Industrial,Real Estate,"Extra Space Storage Inc., headquartered in Salt Lake City, Utah, is a self-administered and self-managed REIT and a member of the S&P 500. As of June 30, 2023, the Company owned and/or operated 2,438 self-storage stores in 41 states and Washington, D.C. The Company's stores comprise approximately 1.7 million units and approximately 184.0 million square feet of rentable space. With the completed Life Storage Merger on July 20, 2023, Extra Space currently has over 3,500 locations under the Extra Space, Life Storage and Storage Express brands, and it is the largest operator of self-storage properties in the United States. The Company offers customers a wide selection of conveniently located and secure storage units across the country, including boat storage, RV storage and business storage.",4781,"{'maxAge': 1, 'name': 'Mr. Samrat  Sondhi', 'age': 47, 'title': 'Exec. VP & Chief Marketing Officer', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 1336110, 'exercisedValue': 0, 'unexercisedValue': 160624}",2,6,6,9,7,1693526400,1672444800,86400,2,126.21,125.4,124.84,128.42,126.21,125.4,124.84,128.42,2.44,0.0191,1694649600,1.1846,3.2,0.572268,20.924837,22.310104,2311188,2311188,2010750,1343920,1343920,127.87,128.01,1300,800,27979958272,123.67,183.49,13.544658,135.4808,149.04974,6.24,0.049441405,USD,35454898176,0.39874,208946122,211276000,4931384,6301489,1690761600,1693440000,0.0233,0.01049,0.63102,2.42,0.028499998,24.106,5.3123703,1672444800,1703980800,1688083200,-0.128,822465984,6.12,5.74,4.36,17.163,24.841,NYQ,EQUITY,EXR,EXR,Extra Space Storage Inc,Extra Space Storage Inc.,1092663000,America/New_York,EDT,-14400000,128.06,185.0,135.0,154.83,152.5,2.5,buy,12,101879000,0.482,1427245056,7721080832,0.897,3.062,2065756032,191.333,15.382,0.06,0.22193001,1515898000,649364864,1227278976,-0.133,0.081,0.76945996,0.69091004,0.54386,USD,8.8927
4,2795 East Cottonwood Parkway,Suite 300,Salt Lake City,UT,84121-7033,United States,801 365 4600,801 365 4855,https://www.extraspace.com,REIT—Industrial,Real Estate,"Extra Space Storage Inc., headquartered in Salt Lake City, Utah, is a self-administered and self-managed REIT and a member of the S&P 500. As of June 30, 2023, the Company owned and/or operated 2,438 self-storage stores in 41 states and Washington, D.C. The Company's stores comprise approximately 1.7 million units and approximately 184.0 million square feet of rentable space. With the completed Life Storage Merger on July 20, 2023, Extra Space currently has over 3,500 locations under the Extra Space, Life Storage and Storage Express brands, and it is the largest operator of self-storage properties in the United States. The Company offers customers a wide selection of conveniently located and secure storage units across the country, including boat storage, RV storage and business storage.",4781,"{'maxAge': 1, 'name': 'Mr. Noah  Springer', 'age': 43, 'title': 'Exec. VP and Chief Strategy & Partnership Officer', 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 1110541, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,6,9,7,1693526400,1672444800,86400,2,126.21,125.4,124.84,128.42,126.21,125.4,124.84,128.42,2.44,0.0191,1694649600,1.1846,3.2,0.572268,20.924837,22.310104,2311188,2311188,2010750,1343920,1343920,127.87,128.01,1300,800,27979958272,123.67,183.49,13.544658,135.4808,149.04974,6.24,0.049441405,USD,35454898176,0.39874,208946122,211276000,4931384,6301489,1690761600,1693440000,0.0233,0.01049,0.63102,2.42,0.028499998,24.106,5.3123703,1672444800,1703980800,1688083200,-0.128,822465984,6.12,5.74,4.36,17.163,24.841,NYQ,EQUITY,EXR,EXR,Extra Space Storage Inc,Extra Space Storage Inc.,1092663000,America/New_York,EDT,-14400000,128.06,185.0,135.0,154.83,152.5,2.5,buy,12,101879000,0.482,1427245056,7721080832,0.897,3.062,2065756032,191.333,15.382,0.06,0.22193001,1515898000,649364864,1227278976,-0.133,0.081,0.76945996,0.69091004,0.54386,USD,8.8927
5,2795 East Cottonwood Parkway,Suite 300,Salt Lake City,UT,84121-7033,United States,801 365 4600,801 365 4855,https://www.extraspace.com,REIT—Industrial,Real Estate,"Extra Space Storage Inc., headquartered in Salt Lake City, Utah, is a self-administered and self-managed REIT and a member of the S&P 500. As of June 30, 2023, the Company owned and/or operated 2,438 self-storage stores in 41 states and Washington, D.C. The Company's stores comprise approximately 1.7 million units and approximately 184.0 million square feet of rentable space. With the completed Life Storage Merger on July 20, 2023, Extra Space currently has over 3,500 locations under the Extra Space, Life Storage and Storage Express brands, and it is the largest operator of self-storage properties in the United States. The Company offers customers a wide selection of conveniently located and secure storage units across the country, including boat storage, RV storage and business storage.",4781,"{'maxAge': 1, 'name': 'Mr. Matthew T. Herrington', 'age': 41, 'title': 'Exec. VP & COO', 'yearBorn': 1981, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,6,9,7,1693526400,1672444800,86400,2,126.21,125.4,124.84,128.42,126.21,125.4,124.84,128.42,2.44,0.0191,1694649600,1.1846,3.2,0.572268,20.924837,22.310104,2311188,2311188,2010750,1343920,1343920,127.87,128.01,1300,800,27979958272,123.67,183.49,13.544658,135.4808,149.04974,6.24,0.049441405,USD,35454898176,0.39874,208946122,211276000,4931384,6301489,1690761600,1693440000,0.0233,0.01049,0.63102,2.42,0.028499998,24.106,5.3123703,1672444800,1703980800,1688083200,-0.128,822465984,6.12,5.74,4.36,17.163,24.841,NYQ,EQUITY,EXR,EXR,Extra Space Storage Inc,Extra Space Storage Inc.,1092663000,America/New_York,EDT,-14400000,128.06,185.0,135.0,154.83,152.5,2.5,buy,12,101879000,0.482,1427245056,7721080832,0.897,3.062,2065756032,191.333,15.382,0.06,0.22193001,1515898000,649364864,1227278976,-0.133,0.081,0.76945996,0.69091004,0.54386,USD,8.8927
6,2795 East Cottonwood Parkway,Suite 300,Salt Lake City,UT,84121-7033,United States,801 365 4600,801 365 4855,https://www.extraspace.com,REIT—Industrial,Real Estate,"Extra Space Storage Inc., headquartered in Salt Lake City, Utah, is a self-administered and self-managed REIT and a member of the S&P 500. As of June 30, 2023, the Company owned and/or operated 2,438 self-storage stores in 41 states and Washington, D.C. The Company's stores comprise approximately 1.7 million units and approximately 184.0 million square feet of rentable space. With the completed Life Storage Merger on July 20, 2023, Extra Space currently has over 3,500 locations under the Extra Space, Life Storage and Storage Express brands, and it is the largest operator of self-storage properties in the United States. The Company offers customers a wide selection of conveniently located and secure storage units across the country, including boat storage, RV storage and business storage.",4781,"{'maxAge': 1, 'name': 'Mr. Zachary  Dickens', 'age': 47, 'title': 'Exec. VP & Chief Investment Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,6,9,7,1693526400,1672444800,86400,2,126.21,125.4,124.84,128.42,126.21,125.4,124.84,128.42,2.44,0.0191,1694649600,1.1846,3.2,0.572268,20.924837,22.310104,2311188,2311188,2010750,1343920,1343920,127.87,128.01,1300,800,27979958272,123.67,183.49,13.544658,135.4808,149.04974,6.24,0.049441405,USD,35454898176,0.39874,208946122,211276000,4931384,6301489,1690761600,1693440000,0.0233,0.01049,0.63102,2.42,0.028499998,24.106,5.3123703,1672444800,1703980800,1688083200,-0.128,822465984,6.12,5.74,4.36,17.163,24.841,NYQ,EQUITY,EXR,EXR,Extra Space Storage Inc,Extra Space Storage Inc.,1092663000,America/New_York,EDT,-14400000,128.06,185.0,135.0,154.83,152.5,2.5,buy,12,101879000,0.482,1427245056,7721080832,0.897,3.062,2065756032,191.333,15.382,0.06,0.22193001,1515898000,649364864,1227278976,-0.133,0.081,0.76945996,0.69091004,0.54386,USD,8.8927
7,2795 East Cottonwood Parkway,Suite 300,Salt Lake City,UT,84121-7033,United States,801 365 4600,801 365 4855,https://www.extraspace.com,REIT—Industrial,Real Estate,"Extra Space Storage Inc., headquartered in Salt Lake City, Utah, is a self-administered and self-managed REIT and a member of the S&P 500. As of June 30, 2023, the Company owned and/or operated 2,438 self-storage stores in 41 states and Washington, D.C. The Company's stores comprise approximately 1.7 million units and approximately 184.0 million square feet of rentable space. With the completed Life Storage Merger on July 20, 2023, Extra Space currently has over 3,500 locations under the Extra Space, Life Storage and Storage Express brands, and it is the largest operator of self-storage properties in the United States. The Company offers customers a wide selection of conveniently located and secure storage units across the country, including boat storage, RV storage and business storage.",4781,"{'maxAge': 1, 'name': 'Ms. Grace  Kunde', 'age': 47, 'title': 'Sr. VP of Accounting & Fin. and Corp. Controller', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,6,9,7,1693526400,1672444800,86400,2,126.21,125.4,124.84,128.42,126.21,125.4,124.84,128.42,2.44,0.0191,1694649600,1.1846,3.2,0.572268,20.924837,22.310104,2311188,2311188,2010750,1343920,1343920,127.87,128.01,1300,800,27979958272,123.67,183.49,13.544658,135.4808,149.04974,6.24,0.049441405,USD,35454898176,0.39874,208946122,211276000,4931384,6301489,1690761600,1693440000,0.0233,0.01049,0.63102,2.42,0.028499998,24.106,5.3123703,1672444800,1703980800,1688083200,-0.128,822465984,6.12,5.74,4.36,17.163,24.841,NYQ,EQUITY,EXR,EXR,Extra Space Storage Inc,Extra Space Storage Inc.,1092663000,America/New_York,EDT,-14400000,128.06,185.0,135.0,154.83,152.5,2.5,buy,12,101879000,0.482,1427245056,7721080832,0.897,3.062,2065756032,191.333,15.382,0.06,0.22193001,1515898000,649364864,1227278976,-0.133,0.081,0.76945996,0.69091004,0.54386,USD,8.8927
8,2795 East Cottonwood Parkway,Suite 300,Salt Lake City,UT,84121-7033,United States,801 365 4600,801 365 4855,https://www.extraspace.com,REIT—Industrial,Real Estate,"Extra Space Storage Inc., headquartered in Salt Lake City, Utah, is a self-administered and self-managed REIT and a member of the S&P 500. As of June 30, 2023, the Company owned and/or operated 2,438 self-storage stores in 41 states and Washington, D.C. The Company's stores comprise approximately 1.7 million units and approximately 184.0 million square feet of rentable space. With the completed Life Storage Merger on July 20, 2023, Extra Space currently has over 3,500 locations under the Extra Space, Life Storage and Storage Express brands, and it is the largest operator of self-storage properties in the United States. The Company offers customers a wide selection of conveniently located and secure storage units across the country, including boat storage, RV storage and business storage.",4781,"{'maxAge': 1, 'name': 'Mr. Timothy  Arthurs', 'age': 63, 'title': 'Sr. VP of Operations', 'yearBorn': 1959, 'fiscalYear': 2004, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,6,9,7,1693526400,1672444800,86400,2,126.21,125.4,124.84,128.42,126.21,125.4,124.84,128.42,2.44,0.0191,1694649600,1.1846,3.2,0.572268,20.924837,22.310104,2311188,2311188,2010750,1343920,1343920,127.87,128.01,1300,800,27979958272,123.67,183.49,13.544658,135.4808,149.04974,6.24,0.049441405,USD,35454898176,0.39874,208946122,211276000,4931384,6301489,1690761600,1693440000,0.0233,0.01049,0.63102,2.42,0.028499998,24.106,5.3123703,1672444800,1703980800,1688083200,-0.128,822465984,6.12,5.74,4.36,17.163,24.841,NYQ,EQUITY,EXR,EXR,Extra Space Storage Inc,Extra Space Storage Inc.,1092663000,America/New_York,EDT,-14400000,128.06,185.0,135.0,154.83,152.5,2.5,buy,12,101879000,0.482,1427245056,7721080832,0.897,3.062,2065756032,191.333,15.382,0.06,0.22193001,1515898000,649364864,1227278976,-0.133,0.081,0.76945996,0.69091004,0.54386,USD,8.8927
9,2795 East Cottonwood Parkway,Suite 300,Salt Lake City,UT,84121-7033,United States,801 365 4600,801 365 4855,https://www.extraspace.com,REIT—Industrial,Real Estate,"Extra Space Storage Inc., headquartered in Salt Lake City, Utah, is a self-administered and self-managed REIT and a member of the S&P 500. As of June 30, 2023, the Company owned and/or operated 2,438 self-storage stores in 41 states and Washington, D.C. The Company's stores comprise approximately 1.7 million units and approximately 184.0 million square feet of rentable space. With the completed Life Storage Merger on July 20, 2023, Extra Space currently has over 3,500 locations under the Extra Space, Life Storage and Storage Express brands, and it is the largest operator of self-storage properties in the United States. The Company offers customers a wide selection of conveniently located and secure storage units across the country, including boat storage, RV storage and business storage.",4781,"{'maxAge': 1, 'name': 'Mr. Jeffrey  Norman', 'title': 'Sr. VP of Capital Markets', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,6,9,7,1693526400,1672444800,86400,2,126.21,125.4,124.84,128.42,126.21,125.4,124.84,128.42,2.44,0.0191,1694649600,1.1846,3.2,0.572268,20.924837,22.310104,2311188,2311188,2010750,1343920,1343920,127.87,128.01,1300,800,27979958272,123.67,183.49,13.544658,135.4808,149.04974,6.24,0.049441405,USD,35454898176,0.39874,208946122,211276000,4931384,6301489,1690761600,1693440000,0.0233,0.01049,0.63102,2.42,0.028499998,24.106,5.3123703,1672444800,1703980800,1688083200,-0.128,822465984,6.12,5.74,4.36,17.163,24.841,NYQ,EQUITY,EXR,EXR,Extra Space Storage Inc,Extra Space Storage Inc.,1092663000,America/New_York,EDT,-14400000,128.06,185.0,135.0,154.83,152.5,2.5,buy,12,101879000,0.482,1427245056,7721080832,0.897,3.062,2065756032,191.333,15.382,0.06,0.22193001,1515898000,649364864,1227278976,-0.133,0.081,0.76945996,0.69091004,0.54386,USD,8.8927
