,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Barwa Al Sadd Towers,Tower No. 1 Suhaim bin Hamad Street C Ring Road,Doha,Qatar,974 4408 8888,974 4408 8885,https://www.barwa.com.qa,Real Estate—Diversified,Real Estate,"Barwa Real Estate Company is a real estate investment firm specializing in real estate projects which include residential facilities, a motor city, warehouses, and complementary commercial and retail spaces. The firm engages in investment, development, and management of properties with a focus on Qatar and Saudi Arabia. It also invests in stocks of real estate firms. The firm invests in the real estate markets across the globe. Its portfolio includes residential and commercial property and hotels. Barwa Real Estate Company was founded on January 19, 2006 and is based in Doha, Qatar.","{'maxAge': 1, 'name': 'Mr. Abdullah Bin Jobara Al Romaihi', 'title': 'Group Chief Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,2.63,2.628,2.627,2.636,2.63,2.628,2.627,2.636,0.17,0.0665,1679356800,0.5912,5.92,0.115359,8.766666,1.0273439,1378789,1378789,3079335,3319441,3319441,2.63,2.631,0,0,10233988096,2.462,3.497,3.9437122,2.69516,2.760685,0.0,0.0,QAR,26557331456,0.44107,2140185503,3891249920,0.45,0.05941,5.354,0.49122152,1672444800,1703980800,1680220800,0.029,1144587008,0.3,2.56,10:1,1562025600,10.234,27.493,DOH,EQUITY,BRES.QA,BRES.QA,Barwa Real Estate QPSC,Barwa Real Estate Company Q.P.S.C.,1266820200,Asia/Qatar,AST,10800000,2.63,none,531260000,0.137,965982016,16677329920,2595013888,79.378,0.668,0.01487,0.055430003,1398578000,459664992,0.034,-0.068,0.55694,0.37223998,0.35832,QAR,
1,Barwa Al Sadd Towers,Tower No. 1 Suhaim bin Hamad Street C Ring Road,Doha,Qatar,974 4408 8888,974 4408 8885,https://www.barwa.com.qa,Real Estate—Diversified,Real Estate,"Barwa Real Estate Company is a real estate investment firm specializing in real estate projects which include residential facilities, a motor city, warehouses, and complementary commercial and retail spaces. The firm engages in investment, development, and management of properties with a focus on Qatar and Saudi Arabia. It also invests in stocks of real estate firms. The firm invests in the real estate markets across the globe. Its portfolio includes residential and commercial property and hotels. Barwa Real Estate Company was founded on January 19, 2006 and is based in Doha, Qatar.","{'maxAge': 1, 'name': 'Mr. Tamer El-Sayed Mohamed', 'title': 'Group Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,2.63,2.628,2.627,2.636,2.63,2.628,2.627,2.636,0.17,0.0665,1679356800,0.5912,5.92,0.115359,8.766666,1.0273439,1378789,1378789,3079335,3319441,3319441,2.63,2.631,0,0,10233988096,2.462,3.497,3.9437122,2.69516,2.760685,0.0,0.0,QAR,26557331456,0.44107,2140185503,3891249920,0.45,0.05941,5.354,0.49122152,1672444800,1703980800,1680220800,0.029,1144587008,0.3,2.56,10:1,1562025600,10.234,27.493,DOH,EQUITY,BRES.QA,BRES.QA,Barwa Real Estate QPSC,Barwa Real Estate Company Q.P.S.C.,1266820200,Asia/Qatar,AST,10800000,2.63,none,531260000,0.137,965982016,16677329920,2595013888,79.378,0.668,0.01487,0.055430003,1398578000,459664992,0.034,-0.068,0.55694,0.37223998,0.35832,QAR,
2,Barwa Al Sadd Towers,Tower No. 1 Suhaim bin Hamad Street C Ring Road,Doha,Qatar,974 4408 8888,974 4408 8885,https://www.barwa.com.qa,Real Estate—Diversified,Real Estate,"Barwa Real Estate Company is a real estate investment firm specializing in real estate projects which include residential facilities, a motor city, warehouses, and complementary commercial and retail spaces. The firm engages in investment, development, and management of properties with a focus on Qatar and Saudi Arabia. It also invests in stocks of real estate firms. The firm invests in the real estate markets across the globe. Its portfolio includes residential and commercial property and hotels. Barwa Real Estate Company was founded on January 19, 2006 and is based in Doha, Qatar.","{'maxAge': 1, 'name': 'Mr. Yousuf Ahmad Al-Binali', 'title': 'Group Chief of Corp. Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,2.63,2.628,2.627,2.636,2.63,2.628,2.627,2.636,0.17,0.0665,1679356800,0.5912,5.92,0.115359,8.766666,1.0273439,1378789,1378789,3079335,3319441,3319441,2.63,2.631,0,0,10233988096,2.462,3.497,3.9437122,2.69516,2.760685,0.0,0.0,QAR,26557331456,0.44107,2140185503,3891249920,0.45,0.05941,5.354,0.49122152,1672444800,1703980800,1680220800,0.029,1144587008,0.3,2.56,10:1,1562025600,10.234,27.493,DOH,EQUITY,BRES.QA,BRES.QA,Barwa Real Estate QPSC,Barwa Real Estate Company Q.P.S.C.,1266820200,Asia/Qatar,AST,10800000,2.63,none,531260000,0.137,965982016,16677329920,2595013888,79.378,0.668,0.01487,0.055430003,1398578000,459664992,0.034,-0.068,0.55694,0.37223998,0.35832,QAR,
3,Barwa Al Sadd Towers,Tower No. 1 Suhaim bin Hamad Street C Ring Road,Doha,Qatar,974 4408 8888,974 4408 8885,https://www.barwa.com.qa,Real Estate—Diversified,Real Estate,"Barwa Real Estate Company is a real estate investment firm specializing in real estate projects which include residential facilities, a motor city, warehouses, and complementary commercial and retail spaces. The firm engages in investment, development, and management of properties with a focus on Qatar and Saudi Arabia. It also invests in stocks of real estate firms. The firm invests in the real estate markets across the globe. Its portfolio includes residential and commercial property and hotels. Barwa Real Estate Company was founded on January 19, 2006 and is based in Doha, Qatar.","{'maxAge': 1, 'name': 'Ms. Dana Abdul-Aziz Al-Ansari', 'title': 'Group Director of Legal & Compliance?', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,2.63,2.628,2.627,2.636,2.63,2.628,2.627,2.636,0.17,0.0665,1679356800,0.5912,5.92,0.115359,8.766666,1.0273439,1378789,1378789,3079335,3319441,3319441,2.63,2.631,0,0,10233988096,2.462,3.497,3.9437122,2.69516,2.760685,0.0,0.0,QAR,26557331456,0.44107,2140185503,3891249920,0.45,0.05941,5.354,0.49122152,1672444800,1703980800,1680220800,0.029,1144587008,0.3,2.56,10:1,1562025600,10.234,27.493,DOH,EQUITY,BRES.QA,BRES.QA,Barwa Real Estate QPSC,Barwa Real Estate Company Q.P.S.C.,1266820200,Asia/Qatar,AST,10800000,2.63,none,531260000,0.137,965982016,16677329920,2595013888,79.378,0.668,0.01487,0.055430003,1398578000,459664992,0.034,-0.068,0.55694,0.37223998,0.35832,QAR,
4,Barwa Al Sadd Towers,Tower No. 1 Suhaim bin Hamad Street C Ring Road,Doha,Qatar,974 4408 8888,974 4408 8885,https://www.barwa.com.qa,Real Estate—Diversified,Real Estate,"Barwa Real Estate Company is a real estate investment firm specializing in real estate projects which include residential facilities, a motor city, warehouses, and complementary commercial and retail spaces. The firm engages in investment, development, and management of properties with a focus on Qatar and Saudi Arabia. It also invests in stocks of real estate firms. The firm invests in the real estate markets across the globe. Its portfolio includes residential and commercial property and hotels. Barwa Real Estate Company was founded on January 19, 2006 and is based in Doha, Qatar.","{'maxAge': 1, 'name': 'Mr. Ahmed Ibrahim Al Darwish', 'title': 'Group Chief Devel. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,2.63,2.628,2.627,2.636,2.63,2.628,2.627,2.636,0.17,0.0665,1679356800,0.5912,5.92,0.115359,8.766666,1.0273439,1378789,1378789,3079335,3319441,3319441,2.63,2.631,0,0,10233988096,2.462,3.497,3.9437122,2.69516,2.760685,0.0,0.0,QAR,26557331456,0.44107,2140185503,3891249920,0.45,0.05941,5.354,0.49122152,1672444800,1703980800,1680220800,0.029,1144587008,0.3,2.56,10:1,1562025600,10.234,27.493,DOH,EQUITY,BRES.QA,BRES.QA,Barwa Real Estate QPSC,Barwa Real Estate Company Q.P.S.C.,1266820200,Asia/Qatar,AST,10800000,2.63,none,531260000,0.137,965982016,16677329920,2595013888,79.378,0.668,0.01487,0.055430003,1398578000,459664992,0.034,-0.068,0.55694,0.37223998,0.35832,QAR,
5,Barwa Al Sadd Towers,Tower No. 1 Suhaim bin Hamad Street C Ring Road,Doha,Qatar,974 4408 8888,974 4408 8885,https://www.barwa.com.qa,Real Estate—Diversified,Real Estate,"Barwa Real Estate Company is a real estate investment firm specializing in real estate projects which include residential facilities, a motor city, warehouses, and complementary commercial and retail spaces. The firm engages in investment, development, and management of properties with a focus on Qatar and Saudi Arabia. It also invests in stocks of real estate firms. The firm invests in the real estate markets across the globe. Its portfolio includes residential and commercial property and hotels. Barwa Real Estate Company was founded on January 19, 2006 and is based in Doha, Qatar.","{'maxAge': 1, 'name': 'Mr. Mohammed Ibrahim Al-Emadi', 'title': 'Group Chief Asset Management Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,2.63,2.628,2.627,2.636,2.63,2.628,2.627,2.636,0.17,0.0665,1679356800,0.5912,5.92,0.115359,8.766666,1.0273439,1378789,1378789,3079335,3319441,3319441,2.63,2.631,0,0,10233988096,2.462,3.497,3.9437122,2.69516,2.760685,0.0,0.0,QAR,26557331456,0.44107,2140185503,3891249920,0.45,0.05941,5.354,0.49122152,1672444800,1703980800,1680220800,0.029,1144587008,0.3,2.56,10:1,1562025600,10.234,27.493,DOH,EQUITY,BRES.QA,BRES.QA,Barwa Real Estate QPSC,Barwa Real Estate Company Q.P.S.C.,1266820200,Asia/Qatar,AST,10800000,2.63,none,531260000,0.137,965982016,16677329920,2595013888,79.378,0.668,0.01487,0.055430003,1398578000,459664992,0.034,-0.068,0.55694,0.37223998,0.35832,QAR,
6,Barwa Al Sadd Towers,Tower No. 1 Suhaim bin Hamad Street C Ring Road,Doha,Qatar,974 4408 8888,974 4408 8885,https://www.barwa.com.qa,Real Estate—Diversified,Real Estate,"Barwa Real Estate Company is a real estate investment firm specializing in real estate projects which include residential facilities, a motor city, warehouses, and complementary commercial and retail spaces. The firm engages in investment, development, and management of properties with a focus on Qatar and Saudi Arabia. It also invests in stocks of real estate firms. The firm invests in the real estate markets across the globe. Its portfolio includes residential and commercial property and hotels. Barwa Real Estate Company was founded on January 19, 2006 and is based in Doha, Qatar.","{'maxAge': 1, 'name': 'Mr. Khalid Abdulla Al-Hitimi', 'title': 'Chief Exec. Officer of Barwa Financial District', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,2.63,2.628,2.627,2.636,2.63,2.628,2.627,2.636,0.17,0.0665,1679356800,0.5912,5.92,0.115359,8.766666,1.0273439,1378789,1378789,3079335,3319441,3319441,2.63,2.631,0,0,10233988096,2.462,3.497,3.9437122,2.69516,2.760685,0.0,0.0,QAR,26557331456,0.44107,2140185503,3891249920,0.45,0.05941,5.354,0.49122152,1672444800,1703980800,1680220800,0.029,1144587008,0.3,2.56,10:1,1562025600,10.234,27.493,DOH,EQUITY,BRES.QA,BRES.QA,Barwa Real Estate QPSC,Barwa Real Estate Company Q.P.S.C.,1266820200,Asia/Qatar,AST,10800000,2.63,none,531260000,0.137,965982016,16677329920,2595013888,79.378,0.668,0.01487,0.055430003,1398578000,459664992,0.034,-0.068,0.55694,0.37223998,0.35832,QAR,
7,Barwa Al Sadd Towers,Tower No. 1 Suhaim bin Hamad Street C Ring Road,Doha,Qatar,974 4408 8888,974 4408 8885,https://www.barwa.com.qa,Real Estate—Diversified,Real Estate,"Barwa Real Estate Company is a real estate investment firm specializing in real estate projects which include residential facilities, a motor city, warehouses, and complementary commercial and retail spaces. The firm engages in investment, development, and management of properties with a focus on Qatar and Saudi Arabia. It also invests in stocks of real estate firms. The firm invests in the real estate markets across the globe. Its portfolio includes residential and commercial property and hotels. Barwa Real Estate Company was founded on January 19, 2006 and is based in Doha, Qatar.","{'maxAge': 1, 'name': 'Mr. Fahad  Al Kuwari', 'title': 'Board of Directors Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,2.63,2.628,2.627,2.636,2.63,2.628,2.627,2.636,0.17,0.0665,1679356800,0.5912,5.92,0.115359,8.766666,1.0273439,1378789,1378789,3079335,3319441,3319441,2.63,2.631,0,0,10233988096,2.462,3.497,3.9437122,2.69516,2.760685,0.0,0.0,QAR,26557331456,0.44107,2140185503,3891249920,0.45,0.05941,5.354,0.49122152,1672444800,1703980800,1680220800,0.029,1144587008,0.3,2.56,10:1,1562025600,10.234,27.493,DOH,EQUITY,BRES.QA,BRES.QA,Barwa Real Estate QPSC,Barwa Real Estate Company Q.P.S.C.,1266820200,Asia/Qatar,AST,10800000,2.63,none,531260000,0.137,965982016,16677329920,2595013888,79.378,0.668,0.01487,0.055430003,1398578000,459664992,0.034,-0.068,0.55694,0.37223998,0.35832,QAR,
8,Barwa Al Sadd Towers,Tower No. 1 Suhaim bin Hamad Street C Ring Road,Doha,Qatar,974 4408 8888,974 4408 8885,https://www.barwa.com.qa,Real Estate—Diversified,Real Estate,"Barwa Real Estate Company is a real estate investment firm specializing in real estate projects which include residential facilities, a motor city, warehouses, and complementary commercial and retail spaces. The firm engages in investment, development, and management of properties with a focus on Qatar and Saudi Arabia. It also invests in stocks of real estate firms. The firm invests in the real estate markets across the globe. Its portfolio includes residential and commercial property and hotels. Barwa Real Estate Company was founded on January 19, 2006 and is based in Doha, Qatar.","{'maxAge': 1, 'name': 'Engineer Saleh Abdullah Al-Sharafi', 'title': 'CEO of Al-Wasef Asset Management Company', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,2.63,2.628,2.627,2.636,2.63,2.628,2.627,2.636,0.17,0.0665,1679356800,0.5912,5.92,0.115359,8.766666,1.0273439,1378789,1378789,3079335,3319441,3319441,2.63,2.631,0,0,10233988096,2.462,3.497,3.9437122,2.69516,2.760685,0.0,0.0,QAR,26557331456,0.44107,2140185503,3891249920,0.45,0.05941,5.354,0.49122152,1672444800,1703980800,1680220800,0.029,1144587008,0.3,2.56,10:1,1562025600,10.234,27.493,DOH,EQUITY,BRES.QA,BRES.QA,Barwa Real Estate QPSC,Barwa Real Estate Company Q.P.S.C.,1266820200,Asia/Qatar,AST,10800000,2.63,none,531260000,0.137,965982016,16677329920,2595013888,79.378,0.668,0.01487,0.055430003,1398578000,459664992,0.034,-0.068,0.55694,0.37223998,0.35832,QAR,
9,Barwa Al Sadd Towers,Tower No. 1 Suhaim bin Hamad Street C Ring Road,Doha,Qatar,974 4408 8888,974 4408 8885,https://www.barwa.com.qa,Real Estate—Diversified,Real Estate,"Barwa Real Estate Company is a real estate investment firm specializing in real estate projects which include residential facilities, a motor city, warehouses, and complementary commercial and retail spaces. The firm engages in investment, development, and management of properties with a focus on Qatar and Saudi Arabia. It also invests in stocks of real estate firms. The firm invests in the real estate markets across the globe. Its portfolio includes residential and commercial property and hotels. Barwa Real Estate Company was founded on January 19, 2006 and is based in Doha, Qatar.","{'maxAge': 1, 'name': 'Mr. Tariq  Al Jaber', 'title': 'Director of Group Portfolio and Investments', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,2.63,2.628,2.627,2.636,2.63,2.628,2.627,2.636,0.17,0.0665,1679356800,0.5912,5.92,0.115359,8.766666,1.0273439,1378789,1378789,3079335,3319441,3319441,2.63,2.631,0,0,10233988096,2.462,3.497,3.9437122,2.69516,2.760685,0.0,0.0,QAR,26557331456,0.44107,2140185503,3891249920,0.45,0.05941,5.354,0.49122152,1672444800,1703980800,1680220800,0.029,1144587008,0.3,2.56,10:1,1562025600,10.234,27.493,DOH,EQUITY,BRES.QA,BRES.QA,Barwa Real Estate QPSC,Barwa Real Estate Company Q.P.S.C.,1266820200,Asia/Qatar,AST,10800000,2.63,none,531260000,0.137,965982016,16677329920,2595013888,79.378,0.668,0.01487,0.055430003,1398578000,459664992,0.034,-0.068,0.55694,0.37223998,0.35832,QAR,
