,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,One Lagoon Drive,4th Floor,Redwood City,CA,94065-1562,United States,650 598 6000,650 598 6900,https://www.equinix.com,REIT—Specialty,Real Estate,"Equinix (Nasdaq: EQIX) is the world's digital infrastructure company. Digital leaders harness Equinix's trusted platform to bring together and interconnect foundational infrastructure at software speed. Equinix enables organizations to access all the right places, partners and possibilities to scale with agility, speed the launch of digital services, deliver world-class experiences and multiply their value, while supporting their sustainability goals.",12621,"{'maxAge': 1, 'name': 'Mr. Peter F. Van Camp', 'age': 66, 'title': 'Exec. Chairman', 'yearBorn': 1956, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,9,3,4,1693526400,1672444800,86400,2,782.17,778.1,771.3,782.04,782.17,778.1,771.3,782.04,13.64,0.0176,1692662400,1.5035001,1.71,0.644882,89.323364,74.20841,530088,530088,390596,335470,335470,777.55,778.0,1100,1200,72626937856,494.89,821.63,10.103629,781.7606,730.0579,13.02,0.016645998,USD,87487488000,0.11218,93248678,93564896,1641328,1444343,1690761600,1693440000,0.0175,0.0030500002,0.96975,4.6,0.0229,128.511,6.0401053,1672444800,1703980800,1688083200,-0.043,806385984,8.69,10.46,4.48,1:32,1041292800,12.171,33.428,NMS,EQUITY,EQIX,EQIX,"Equinix, Inc.","Equinix, Inc.",966000600,America/New_York,EDT,-14400000,776.22,938.0,676.0,847.4,855.0,2.1,buy,20,2342177024,25.033,2617225984,17177803776,1.806,2.019,7188203008,142.566,77.506,0.017,0.07111,2971686000,2749421056,3013184000,-0.068,0.111,0.44739,0.3641,0.114700004,USD,3.4168
1,One Lagoon Drive,4th Floor,Redwood City,CA,94065-1562,United States,650 598 6000,650 598 6900,https://www.equinix.com,REIT—Specialty,Real Estate,"Equinix (Nasdaq: EQIX) is the world's digital infrastructure company. Digital leaders harness Equinix's trusted platform to bring together and interconnect foundational infrastructure at software speed. Equinix enables organizations to access all the right places, partners and possibilities to scale with agility, speed the launch of digital services, deliver world-class experiences and multiply their value, while supporting their sustainability goals.",12621,"{'maxAge': 1, 'name': 'Mr. Charles J. Meyers', 'age': 56, 'title': 'Pres, CEO & Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1136972, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,9,3,4,1693526400,1672444800,86400,2,782.17,778.1,771.3,782.04,782.17,778.1,771.3,782.04,13.64,0.0176,1692662400,1.5035001,1.71,0.644882,89.323364,74.20841,530088,530088,390596,335470,335470,777.55,778.0,1100,1200,72626937856,494.89,821.63,10.103629,781.7606,730.0579,13.02,0.016645998,USD,87487488000,0.11218,93248678,93564896,1641328,1444343,1690761600,1693440000,0.0175,0.0030500002,0.96975,4.6,0.0229,128.511,6.0401053,1672444800,1703980800,1688083200,-0.043,806385984,8.69,10.46,4.48,1:32,1041292800,12.171,33.428,NMS,EQUITY,EQIX,EQIX,"Equinix, Inc.","Equinix, Inc.",966000600,America/New_York,EDT,-14400000,776.22,938.0,676.0,847.4,855.0,2.1,buy,20,2342177024,25.033,2617225984,17177803776,1.806,2.019,7188203008,142.566,77.506,0.017,0.07111,2971686000,2749421056,3013184000,-0.068,0.111,0.44739,0.3641,0.114700004,USD,3.4168
2,One Lagoon Drive,4th Floor,Redwood City,CA,94065-1562,United States,650 598 6000,650 598 6900,https://www.equinix.com,REIT—Specialty,Real Estate,"Equinix (Nasdaq: EQIX) is the world's digital infrastructure company. Digital leaders harness Equinix's trusted platform to bring together and interconnect foundational infrastructure at software speed. Equinix enables organizations to access all the right places, partners and possibilities to scale with agility, speed the launch of digital services, deliver world-class experiences and multiply their value, while supporting their sustainability goals.",12621,"{'maxAge': 1, 'name': 'Mr. Keith D. Taylor', 'age': 60, 'title': 'Chief Financial Officer', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 714518, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,9,3,4,1693526400,1672444800,86400,2,782.17,778.1,771.3,782.04,782.17,778.1,771.3,782.04,13.64,0.0176,1692662400,1.5035001,1.71,0.644882,89.323364,74.20841,530088,530088,390596,335470,335470,777.55,778.0,1100,1200,72626937856,494.89,821.63,10.103629,781.7606,730.0579,13.02,0.016645998,USD,87487488000,0.11218,93248678,93564896,1641328,1444343,1690761600,1693440000,0.0175,0.0030500002,0.96975,4.6,0.0229,128.511,6.0401053,1672444800,1703980800,1688083200,-0.043,806385984,8.69,10.46,4.48,1:32,1041292800,12.171,33.428,NMS,EQUITY,EQIX,EQIX,"Equinix, Inc.","Equinix, Inc.",966000600,America/New_York,EDT,-14400000,776.22,938.0,676.0,847.4,855.0,2.1,buy,20,2342177024,25.033,2617225984,17177803776,1.806,2.019,7188203008,142.566,77.506,0.017,0.07111,2971686000,2749421056,3013184000,-0.068,0.111,0.44739,0.3641,0.114700004,USD,3.4168
3,One Lagoon Drive,4th Floor,Redwood City,CA,94065-1562,United States,650 598 6000,650 598 6900,https://www.equinix.com,REIT—Specialty,Real Estate,"Equinix (Nasdaq: EQIX) is the world's digital infrastructure company. Digital leaders harness Equinix's trusted platform to bring together and interconnect foundational infrastructure at software speed. Equinix enables organizations to access all the right places, partners and possibilities to scale with agility, speed the launch of digital services, deliver world-class experiences and multiply their value, while supporting their sustainability goals.",12621,"{'maxAge': 1, 'name': 'Ms. Brandi Galvin Morandi', 'age': 49, 'title': 'Chief Legal & HR Officer and Corp. Sec.', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 637003, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,9,3,4,1693526400,1672444800,86400,2,782.17,778.1,771.3,782.04,782.17,778.1,771.3,782.04,13.64,0.0176,1692662400,1.5035001,1.71,0.644882,89.323364,74.20841,530088,530088,390596,335470,335470,777.55,778.0,1100,1200,72626937856,494.89,821.63,10.103629,781.7606,730.0579,13.02,0.016645998,USD,87487488000,0.11218,93248678,93564896,1641328,1444343,1690761600,1693440000,0.0175,0.0030500002,0.96975,4.6,0.0229,128.511,6.0401053,1672444800,1703980800,1688083200,-0.043,806385984,8.69,10.46,4.48,1:32,1041292800,12.171,33.428,NMS,EQUITY,EQIX,EQIX,"Equinix, Inc.","Equinix, Inc.",966000600,America/New_York,EDT,-14400000,776.22,938.0,676.0,847.4,855.0,2.1,buy,20,2342177024,25.033,2617225984,17177803776,1.806,2.019,7188203008,142.566,77.506,0.017,0.07111,2971686000,2749421056,3013184000,-0.068,0.111,0.44739,0.3641,0.114700004,USD,3.4168
4,One Lagoon Drive,4th Floor,Redwood City,CA,94065-1562,United States,650 598 6000,650 598 6900,https://www.equinix.com,REIT—Specialty,Real Estate,"Equinix (Nasdaq: EQIX) is the world's digital infrastructure company. Digital leaders harness Equinix's trusted platform to bring together and interconnect foundational infrastructure at software speed. Equinix enables organizations to access all the right places, partners and possibilities to scale with agility, speed the launch of digital services, deliver world-class experiences and multiply their value, while supporting their sustainability goals.",12621,"{'maxAge': 1, 'name': 'Mr. Scott  Crenshaw', 'age': 57, 'title': 'Exec. VP & GM of Digital Services', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 513447, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,9,3,4,1693526400,1672444800,86400,2,782.17,778.1,771.3,782.04,782.17,778.1,771.3,782.04,13.64,0.0176,1692662400,1.5035001,1.71,0.644882,89.323364,74.20841,530088,530088,390596,335470,335470,777.55,778.0,1100,1200,72626937856,494.89,821.63,10.103629,781.7606,730.0579,13.02,0.016645998,USD,87487488000,0.11218,93248678,93564896,1641328,1444343,1690761600,1693440000,0.0175,0.0030500002,0.96975,4.6,0.0229,128.511,6.0401053,1672444800,1703980800,1688083200,-0.043,806385984,8.69,10.46,4.48,1:32,1041292800,12.171,33.428,NMS,EQUITY,EQIX,EQIX,"Equinix, Inc.","Equinix, Inc.",966000600,America/New_York,EDT,-14400000,776.22,938.0,676.0,847.4,855.0,2.1,buy,20,2342177024,25.033,2617225984,17177803776,1.806,2.019,7188203008,142.566,77.506,0.017,0.07111,2971686000,2749421056,3013184000,-0.068,0.111,0.44739,0.3641,0.114700004,USD,3.4168
5,One Lagoon Drive,4th Floor,Redwood City,CA,94065-1562,United States,650 598 6000,650 598 6900,https://www.equinix.com,REIT—Specialty,Real Estate,"Equinix (Nasdaq: EQIX) is the world's digital infrastructure company. Digital leaders harness Equinix's trusted platform to bring together and interconnect foundational infrastructure at software speed. Equinix enables organizations to access all the right places, partners and possibilities to scale with agility, speed the launch of digital services, deliver world-class experiences and multiply their value, while supporting their sustainability goals.",12621,"{'maxAge': 1, 'name': 'Mr. Raouf F. Abdel', 'age': 54, 'title': 'Exec. VP of Global Operations', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,9,3,4,1693526400,1672444800,86400,2,782.17,778.1,771.3,782.04,782.17,778.1,771.3,782.04,13.64,0.0176,1692662400,1.5035001,1.71,0.644882,89.323364,74.20841,530088,530088,390596,335470,335470,777.55,778.0,1100,1200,72626937856,494.89,821.63,10.103629,781.7606,730.0579,13.02,0.016645998,USD,87487488000,0.11218,93248678,93564896,1641328,1444343,1690761600,1693440000,0.0175,0.0030500002,0.96975,4.6,0.0229,128.511,6.0401053,1672444800,1703980800,1688083200,-0.043,806385984,8.69,10.46,4.48,1:32,1041292800,12.171,33.428,NMS,EQUITY,EQIX,EQIX,"Equinix, Inc.","Equinix, Inc.",966000600,America/New_York,EDT,-14400000,776.22,938.0,676.0,847.4,855.0,2.1,buy,20,2342177024,25.033,2617225984,17177803776,1.806,2.019,7188203008,142.566,77.506,0.017,0.07111,2971686000,2749421056,3013184000,-0.068,0.111,0.44739,0.3641,0.114700004,USD,3.4168
6,One Lagoon Drive,4th Floor,Redwood City,CA,94065-1562,United States,650 598 6000,650 598 6900,https://www.equinix.com,REIT—Specialty,Real Estate,"Equinix (Nasdaq: EQIX) is the world's digital infrastructure company. Digital leaders harness Equinix's trusted platform to bring together and interconnect foundational infrastructure at software speed. Equinix enables organizations to access all the right places, partners and possibilities to scale with agility, speed the launch of digital services, deliver world-class experiences and multiply their value, while supporting their sustainability goals.",12621,"{'maxAge': 1, 'name': 'Mr. Simon  Miller', 'age': 50, 'title': 'Chief Accounting Officer', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,9,3,4,1693526400,1672444800,86400,2,782.17,778.1,771.3,782.04,782.17,778.1,771.3,782.04,13.64,0.0176,1692662400,1.5035001,1.71,0.644882,89.323364,74.20841,530088,530088,390596,335470,335470,777.55,778.0,1100,1200,72626937856,494.89,821.63,10.103629,781.7606,730.0579,13.02,0.016645998,USD,87487488000,0.11218,93248678,93564896,1641328,1444343,1690761600,1693440000,0.0175,0.0030500002,0.96975,4.6,0.0229,128.511,6.0401053,1672444800,1703980800,1688083200,-0.043,806385984,8.69,10.46,4.48,1:32,1041292800,12.171,33.428,NMS,EQUITY,EQIX,EQIX,"Equinix, Inc.","Equinix, Inc.",966000600,America/New_York,EDT,-14400000,776.22,938.0,676.0,847.4,855.0,2.1,buy,20,2342177024,25.033,2617225984,17177803776,1.806,2.019,7188203008,142.566,77.506,0.017,0.07111,2971686000,2749421056,3013184000,-0.068,0.111,0.44739,0.3641,0.114700004,USD,3.4168
7,One Lagoon Drive,4th Floor,Redwood City,CA,94065-1562,United States,650 598 6000,650 598 6900,https://www.equinix.com,REIT—Specialty,Real Estate,"Equinix (Nasdaq: EQIX) is the world's digital infrastructure company. Digital leaders harness Equinix's trusted platform to bring together and interconnect foundational infrastructure at software speed. Equinix enables organizations to access all the right places, partners and possibilities to scale with agility, speed the launch of digital services, deliver world-class experiences and multiply their value, while supporting their sustainability goals.",12621,"{'maxAge': 1, 'name': 'Mr. Justin  Dustzadeh', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,9,3,4,1693526400,1672444800,86400,2,782.17,778.1,771.3,782.04,782.17,778.1,771.3,782.04,13.64,0.0176,1692662400,1.5035001,1.71,0.644882,89.323364,74.20841,530088,530088,390596,335470,335470,777.55,778.0,1100,1200,72626937856,494.89,821.63,10.103629,781.7606,730.0579,13.02,0.016645998,USD,87487488000,0.11218,93248678,93564896,1641328,1444343,1690761600,1693440000,0.0175,0.0030500002,0.96975,4.6,0.0229,128.511,6.0401053,1672444800,1703980800,1688083200,-0.043,806385984,8.69,10.46,4.48,1:32,1041292800,12.171,33.428,NMS,EQUITY,EQIX,EQIX,"Equinix, Inc.","Equinix, Inc.",966000600,America/New_York,EDT,-14400000,776.22,938.0,676.0,847.4,855.0,2.1,buy,20,2342177024,25.033,2617225984,17177803776,1.806,2.019,7188203008,142.566,77.506,0.017,0.07111,2971686000,2749421056,3013184000,-0.068,0.111,0.44739,0.3641,0.114700004,USD,3.4168
8,One Lagoon Drive,4th Floor,Redwood City,CA,94065-1562,United States,650 598 6000,650 598 6900,https://www.equinix.com,REIT—Specialty,Real Estate,"Equinix (Nasdaq: EQIX) is the world's digital infrastructure company. Digital leaders harness Equinix's trusted platform to bring together and interconnect foundational infrastructure at software speed. Equinix enables organizations to access all the right places, partners and possibilities to scale with agility, speed the launch of digital services, deliver world-class experiences and multiply their value, while supporting their sustainability goals.",12621,"{'maxAge': 1, 'name': 'Mr. Milind  Wagle', 'title': 'Sr. VP & Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,9,3,4,1693526400,1672444800,86400,2,782.17,778.1,771.3,782.04,782.17,778.1,771.3,782.04,13.64,0.0176,1692662400,1.5035001,1.71,0.644882,89.323364,74.20841,530088,530088,390596,335470,335470,777.55,778.0,1100,1200,72626937856,494.89,821.63,10.103629,781.7606,730.0579,13.02,0.016645998,USD,87487488000,0.11218,93248678,93564896,1641328,1444343,1690761600,1693440000,0.0175,0.0030500002,0.96975,4.6,0.0229,128.511,6.0401053,1672444800,1703980800,1688083200,-0.043,806385984,8.69,10.46,4.48,1:32,1041292800,12.171,33.428,NMS,EQUITY,EQIX,EQIX,"Equinix, Inc.","Equinix, Inc.",966000600,America/New_York,EDT,-14400000,776.22,938.0,676.0,847.4,855.0,2.1,buy,20,2342177024,25.033,2617225984,17177803776,1.806,2.019,7188203008,142.566,77.506,0.017,0.07111,2971686000,2749421056,3013184000,-0.068,0.111,0.44739,0.3641,0.114700004,USD,3.4168
9,One Lagoon Drive,4th Floor,Redwood City,CA,94065-1562,United States,650 598 6000,650 598 6900,https://www.equinix.com,REIT—Specialty,Real Estate,"Equinix (Nasdaq: EQIX) is the world's digital infrastructure company. Digital leaders harness Equinix's trusted platform to bring together and interconnect foundational infrastructure at software speed. Equinix enables organizations to access all the right places, partners and possibilities to scale with agility, speed the launch of digital services, deliver world-class experiences and multiply their value, while supporting their sustainability goals.",12621,"{'maxAge': 1, 'name': 'Ms. Katrina  Rymill', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,9,3,4,1693526400,1672444800,86400,2,782.17,778.1,771.3,782.04,782.17,778.1,771.3,782.04,13.64,0.0176,1692662400,1.5035001,1.71,0.644882,89.323364,74.20841,530088,530088,390596,335470,335470,777.55,778.0,1100,1200,72626937856,494.89,821.63,10.103629,781.7606,730.0579,13.02,0.016645998,USD,87487488000,0.11218,93248678,93564896,1641328,1444343,1690761600,1693440000,0.0175,0.0030500002,0.96975,4.6,0.0229,128.511,6.0401053,1672444800,1703980800,1688083200,-0.043,806385984,8.69,10.46,4.48,1:32,1041292800,12.171,33.428,NMS,EQUITY,EQIX,EQIX,"Equinix, Inc.","Equinix, Inc.",966000600,America/New_York,EDT,-14400000,776.22,938.0,676.0,847.4,855.0,2.1,buy,20,2342177024,25.033,2617225984,17177803776,1.806,2.019,7188203008,142.566,77.506,0.017,0.07111,2971686000,2749421056,3013184000,-0.068,0.111,0.44739,0.3641,0.114700004,USD,3.4168
