,address1,city,state,zip,country,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2525 Speakman Drive,Mississauga,ON,L5K 1B1,Canada,905 403 6450,https://www.imax.com,Entertainment,Communication Services,"IMAX Corporation, together with its subsidiaries, operates as a technology platform for entertainment and events worldwide. The company operates through three segments: IMAX Technology Network; IMAX Technology Sales and Maintenance; and Film Distribution and Post-Production. The company offers IMAX DMR, a proprietary technology that digitally remasters films and other content into IMAX formats for distribution to the IMAX network; IMAX Enhanced that provides end-to-end technology across streaming content and entertainment devices at home; and SSIMWAVE, an AI-driven video quality solutions for media and entertainment companies. It also offers preventative and emergency maintenance services to the IMAX network; film post-production services; and IMAX film and digital cameras to content creators. In addition, the company engages in the distribution of large-format documentary films to institutional theaters, as well as live performances and interactive events with artists and creators; after-market sales of IMAX System parts and 3D glasses; operation of IMAX theater; provision of management services to three other theaters, as well as production advice and technical assistance to documentary and Hollywood filmmakers; and rental of Company's proprietary 2D and 3D large-format film. The company markets its theater systems through a direct sales force and marketing staff to science and natural history museums, zoos, aquaria, and other educational and cultural centers, as well as theme parks, private home theaters, tourist destination sites, fairs, and expositions. It offers its services under the IMAX, IMAX 3D, Experience It In IMAX, The IMAX Experience, DMR, Filmed For IMAXTM, IMAX LiveTM, IMAX Enhanced, and SSIMWAVE. The company operates a network of IMAX systems comprising commercial multiplexes, commercial destinations, and institutional facilities in 87 countries and territories. IMAX Corporation was founded in 1967 and is headquartered in Mississauga, Canada.",748,"{'maxAge': 1, 'name': 'Mr. Richard Lewis Gelfond', 'age': 66, 'title': 'CEO & Director', 'yearBorn': 1956, 'fiscalYear': 2022, 'totalPay': 2538043, 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,9,2,5,1693526400,1672444800,86400,2,18.53,18.51,18.495,18.8243,18.53,18.51,18.495,18.8243,0.0,1.363762,234.25,18.194176,386502,386502,572788,407410,407410,18.71,18.7,800,2900,1023580672,12.13,21.82,2.9101648,18.3814,17.8433,0.0,0.0,USD,1254052096,0.01269,41647267,54620100,2747235,3043672,1690761600,1693440000,0.050300002,0.1838,0.77863,5.36,0.0618,4.956,3.7812753,1672444800,1703980800,1688083200,4465000,0.08,1.03,1.06,2:1,864691200,3.565,18.373,NYQ,EQUITY,IMAX,IMAX,Imax Corporation,IMAX Corporation,771255000,America/New_York,EDT,-14400000,18.74,30.0,15.0,24.2,25.5,2.1,buy,10,95266000,1.744,68255000,270308992,2.718,3.121,351726016,80.065,6.411,0.02365,0.03179,157228000,64564500,48469000,0.325,0.5389,0.19406,0.08701,USD,0.3281
1,2525 Speakman Drive,Mississauga,ON,L5K 1B1,Canada,905 403 6450,https://www.imax.com,Entertainment,Communication Services,"IMAX Corporation, together with its subsidiaries, operates as a technology platform for entertainment and events worldwide. The company operates through three segments: IMAX Technology Network; IMAX Technology Sales and Maintenance; and Film Distribution and Post-Production. The company offers IMAX DMR, a proprietary technology that digitally remasters films and other content into IMAX formats for distribution to the IMAX network; IMAX Enhanced that provides end-to-end technology across streaming content and entertainment devices at home; and SSIMWAVE, an AI-driven video quality solutions for media and entertainment companies. It also offers preventative and emergency maintenance services to the IMAX network; film post-production services; and IMAX film and digital cameras to content creators. In addition, the company engages in the distribution of large-format documentary films to institutional theaters, as well as live performances and interactive events with artists and creators; after-market sales of IMAX System parts and 3D glasses; operation of IMAX theater; provision of management services to three other theaters, as well as production advice and technical assistance to documentary and Hollywood filmmakers; and rental of Company's proprietary 2D and 3D large-format film. The company markets its theater systems through a direct sales force and marketing staff to science and natural history museums, zoos, aquaria, and other educational and cultural centers, as well as theme parks, private home theaters, tourist destination sites, fairs, and expositions. It offers its services under the IMAX, IMAX 3D, Experience It In IMAX, The IMAX Experience, DMR, Filmed For IMAXTM, IMAX LiveTM, IMAX Enhanced, and SSIMWAVE. The company operates a network of IMAX systems comprising commercial multiplexes, commercial destinations, and institutional facilities in 87 countries and territories. IMAX Corporation was founded in 1967 and is headquartered in Mississauga, Canada.",748,"{'maxAge': 1, 'name': 'Ms. Natasha  Fernandes', 'age': 40, 'title': 'Exec. VP & CFO', 'yearBorn': 1982, 'fiscalYear': 2022, 'totalPay': 792400, 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,9,2,5,1693526400,1672444800,86400,2,18.53,18.51,18.495,18.8243,18.53,18.51,18.495,18.8243,0.0,1.363762,234.25,18.194176,386502,386502,572788,407410,407410,18.71,18.7,800,2900,1023580672,12.13,21.82,2.9101648,18.3814,17.8433,0.0,0.0,USD,1254052096,0.01269,41647267,54620100,2747235,3043672,1690761600,1693440000,0.050300002,0.1838,0.77863,5.36,0.0618,4.956,3.7812753,1672444800,1703980800,1688083200,4465000,0.08,1.03,1.06,2:1,864691200,3.565,18.373,NYQ,EQUITY,IMAX,IMAX,Imax Corporation,IMAX Corporation,771255000,America/New_York,EDT,-14400000,18.74,30.0,15.0,24.2,25.5,2.1,buy,10,95266000,1.744,68255000,270308992,2.718,3.121,351726016,80.065,6.411,0.02365,0.03179,157228000,64564500,48469000,0.325,0.5389,0.19406,0.08701,USD,0.3281
2,2525 Speakman Drive,Mississauga,ON,L5K 1B1,Canada,905 403 6450,https://www.imax.com,Entertainment,Communication Services,"IMAX Corporation, together with its subsidiaries, operates as a technology platform for entertainment and events worldwide. The company operates through three segments: IMAX Technology Network; IMAX Technology Sales and Maintenance; and Film Distribution and Post-Production. The company offers IMAX DMR, a proprietary technology that digitally remasters films and other content into IMAX formats for distribution to the IMAX network; IMAX Enhanced that provides end-to-end technology across streaming content and entertainment devices at home; and SSIMWAVE, an AI-driven video quality solutions for media and entertainment companies. It also offers preventative and emergency maintenance services to the IMAX network; film post-production services; and IMAX film and digital cameras to content creators. In addition, the company engages in the distribution of large-format documentary films to institutional theaters, as well as live performances and interactive events with artists and creators; after-market sales of IMAX System parts and 3D glasses; operation of IMAX theater; provision of management services to three other theaters, as well as production advice and technical assistance to documentary and Hollywood filmmakers; and rental of Company's proprietary 2D and 3D large-format film. The company markets its theater systems through a direct sales force and marketing staff to science and natural history museums, zoos, aquaria, and other educational and cultural centers, as well as theme parks, private home theaters, tourist destination sites, fairs, and expositions. It offers its services under the IMAX, IMAX 3D, Experience It In IMAX, The IMAX Experience, DMR, Filmed For IMAXTM, IMAX LiveTM, IMAX Enhanced, and SSIMWAVE. The company operates a network of IMAX systems comprising commercial multiplexes, commercial destinations, and institutional facilities in 87 countries and territories. IMAX Corporation was founded in 1967 and is headquartered in Mississauga, Canada.",748,"{'maxAge': 1, 'name': 'Mr. Robert Darin Lister', 'age': 53, 'title': 'Chief Legal Officer & Sr. EVP', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1322561, 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,9,2,5,1693526400,1672444800,86400,2,18.53,18.51,18.495,18.8243,18.53,18.51,18.495,18.8243,0.0,1.363762,234.25,18.194176,386502,386502,572788,407410,407410,18.71,18.7,800,2900,1023580672,12.13,21.82,2.9101648,18.3814,17.8433,0.0,0.0,USD,1254052096,0.01269,41647267,54620100,2747235,3043672,1690761600,1693440000,0.050300002,0.1838,0.77863,5.36,0.0618,4.956,3.7812753,1672444800,1703980800,1688083200,4465000,0.08,1.03,1.06,2:1,864691200,3.565,18.373,NYQ,EQUITY,IMAX,IMAX,Imax Corporation,IMAX Corporation,771255000,America/New_York,EDT,-14400000,18.74,30.0,15.0,24.2,25.5,2.1,buy,10,95266000,1.744,68255000,270308992,2.718,3.121,351726016,80.065,6.411,0.02365,0.03179,157228000,64564500,48469000,0.325,0.5389,0.19406,0.08701,USD,0.3281
3,2525 Speakman Drive,Mississauga,ON,L5K 1B1,Canada,905 403 6450,https://www.imax.com,Entertainment,Communication Services,"IMAX Corporation, together with its subsidiaries, operates as a technology platform for entertainment and events worldwide. The company operates through three segments: IMAX Technology Network; IMAX Technology Sales and Maintenance; and Film Distribution and Post-Production. The company offers IMAX DMR, a proprietary technology that digitally remasters films and other content into IMAX formats for distribution to the IMAX network; IMAX Enhanced that provides end-to-end technology across streaming content and entertainment devices at home; and SSIMWAVE, an AI-driven video quality solutions for media and entertainment companies. It also offers preventative and emergency maintenance services to the IMAX network; film post-production services; and IMAX film and digital cameras to content creators. In addition, the company engages in the distribution of large-format documentary films to institutional theaters, as well as live performances and interactive events with artists and creators; after-market sales of IMAX System parts and 3D glasses; operation of IMAX theater; provision of management services to three other theaters, as well as production advice and technical assistance to documentary and Hollywood filmmakers; and rental of Company's proprietary 2D and 3D large-format film. The company markets its theater systems through a direct sales force and marketing staff to science and natural history museums, zoos, aquaria, and other educational and cultural centers, as well as theme parks, private home theaters, tourist destination sites, fairs, and expositions. It offers its services under the IMAX, IMAX 3D, Experience It In IMAX, The IMAX Experience, DMR, Filmed For IMAXTM, IMAX LiveTM, IMAX Enhanced, and SSIMWAVE. The company operates a network of IMAX systems comprising commercial multiplexes, commercial destinations, and institutional facilities in 87 countries and territories. IMAX Corporation was founded in 1967 and is headquartered in Mississauga, Canada.",748,"{'maxAge': 1, 'name': 'Mr. Mark  Welton', 'age': 58, 'title': 'Pres of IMAX Theatres', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 1125928, 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,9,2,5,1693526400,1672444800,86400,2,18.53,18.51,18.495,18.8243,18.53,18.51,18.495,18.8243,0.0,1.363762,234.25,18.194176,386502,386502,572788,407410,407410,18.71,18.7,800,2900,1023580672,12.13,21.82,2.9101648,18.3814,17.8433,0.0,0.0,USD,1254052096,0.01269,41647267,54620100,2747235,3043672,1690761600,1693440000,0.050300002,0.1838,0.77863,5.36,0.0618,4.956,3.7812753,1672444800,1703980800,1688083200,4465000,0.08,1.03,1.06,2:1,864691200,3.565,18.373,NYQ,EQUITY,IMAX,IMAX,Imax Corporation,IMAX Corporation,771255000,America/New_York,EDT,-14400000,18.74,30.0,15.0,24.2,25.5,2.1,buy,10,95266000,1.744,68255000,270308992,2.718,3.121,351726016,80.065,6.411,0.02365,0.03179,157228000,64564500,48469000,0.325,0.5389,0.19406,0.08701,USD,0.3281
4,2525 Speakman Drive,Mississauga,ON,L5K 1B1,Canada,905 403 6450,https://www.imax.com,Entertainment,Communication Services,"IMAX Corporation, together with its subsidiaries, operates as a technology platform for entertainment and events worldwide. The company operates through three segments: IMAX Technology Network; IMAX Technology Sales and Maintenance; and Film Distribution and Post-Production. The company offers IMAX DMR, a proprietary technology that digitally remasters films and other content into IMAX formats for distribution to the IMAX network; IMAX Enhanced that provides end-to-end technology across streaming content and entertainment devices at home; and SSIMWAVE, an AI-driven video quality solutions for media and entertainment companies. It also offers preventative and emergency maintenance services to the IMAX network; film post-production services; and IMAX film and digital cameras to content creators. In addition, the company engages in the distribution of large-format documentary films to institutional theaters, as well as live performances and interactive events with artists and creators; after-market sales of IMAX System parts and 3D glasses; operation of IMAX theater; provision of management services to three other theaters, as well as production advice and technical assistance to documentary and Hollywood filmmakers; and rental of Company's proprietary 2D and 3D large-format film. The company markets its theater systems through a direct sales force and marketing staff to science and natural history museums, zoos, aquaria, and other educational and cultural centers, as well as theme parks, private home theaters, tourist destination sites, fairs, and expositions. It offers its services under the IMAX, IMAX 3D, Experience It In IMAX, The IMAX Experience, DMR, Filmed For IMAXTM, IMAX LiveTM, IMAX Enhanced, and SSIMWAVE. The company operates a network of IMAX systems comprising commercial multiplexes, commercial destinations, and institutional facilities in 87 countries and territories. IMAX Corporation was founded in 1967 and is headquartered in Mississauga, Canada.",748,"{'maxAge': 1, 'name': 'Mr. Graeme  Ferguson', 'title': 'Co-Founder', 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,9,2,5,1693526400,1672444800,86400,2,18.53,18.51,18.495,18.8243,18.53,18.51,18.495,18.8243,0.0,1.363762,234.25,18.194176,386502,386502,572788,407410,407410,18.71,18.7,800,2900,1023580672,12.13,21.82,2.9101648,18.3814,17.8433,0.0,0.0,USD,1254052096,0.01269,41647267,54620100,2747235,3043672,1690761600,1693440000,0.050300002,0.1838,0.77863,5.36,0.0618,4.956,3.7812753,1672444800,1703980800,1688083200,4465000,0.08,1.03,1.06,2:1,864691200,3.565,18.373,NYQ,EQUITY,IMAX,IMAX,Imax Corporation,IMAX Corporation,771255000,America/New_York,EDT,-14400000,18.74,30.0,15.0,24.2,25.5,2.1,buy,10,95266000,1.744,68255000,270308992,2.718,3.121,351726016,80.065,6.411,0.02365,0.03179,157228000,64564500,48469000,0.325,0.5389,0.19406,0.08701,USD,0.3281
5,2525 Speakman Drive,Mississauga,ON,L5K 1B1,Canada,905 403 6450,https://www.imax.com,Entertainment,Communication Services,"IMAX Corporation, together with its subsidiaries, operates as a technology platform for entertainment and events worldwide. The company operates through three segments: IMAX Technology Network; IMAX Technology Sales and Maintenance; and Film Distribution and Post-Production. The company offers IMAX DMR, a proprietary technology that digitally remasters films and other content into IMAX formats for distribution to the IMAX network; IMAX Enhanced that provides end-to-end technology across streaming content and entertainment devices at home; and SSIMWAVE, an AI-driven video quality solutions for media and entertainment companies. It also offers preventative and emergency maintenance services to the IMAX network; film post-production services; and IMAX film and digital cameras to content creators. In addition, the company engages in the distribution of large-format documentary films to institutional theaters, as well as live performances and interactive events with artists and creators; after-market sales of IMAX System parts and 3D glasses; operation of IMAX theater; provision of management services to three other theaters, as well as production advice and technical assistance to documentary and Hollywood filmmakers; and rental of Company's proprietary 2D and 3D large-format film. The company markets its theater systems through a direct sales force and marketing staff to science and natural history museums, zoos, aquaria, and other educational and cultural centers, as well as theme parks, private home theaters, tourist destination sites, fairs, and expositions. It offers its services under the IMAX, IMAX 3D, Experience It In IMAX, The IMAX Experience, DMR, Filmed For IMAXTM, IMAX LiveTM, IMAX Enhanced, and SSIMWAVE. The company operates a network of IMAX systems comprising commercial multiplexes, commercial destinations, and institutional facilities in 87 countries and territories. IMAX Corporation was founded in 1967 and is headquartered in Mississauga, Canada.",748,"{'maxAge': 1, 'name': 'Mr. Bruce  Markoe', 'age': 65, 'title': 'Sr. VP of Post Production, Operations & DMR', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,9,2,5,1693526400,1672444800,86400,2,18.53,18.51,18.495,18.8243,18.53,18.51,18.495,18.8243,0.0,1.363762,234.25,18.194176,386502,386502,572788,407410,407410,18.71,18.7,800,2900,1023580672,12.13,21.82,2.9101648,18.3814,17.8433,0.0,0.0,USD,1254052096,0.01269,41647267,54620100,2747235,3043672,1690761600,1693440000,0.050300002,0.1838,0.77863,5.36,0.0618,4.956,3.7812753,1672444800,1703980800,1688083200,4465000,0.08,1.03,1.06,2:1,864691200,3.565,18.373,NYQ,EQUITY,IMAX,IMAX,Imax Corporation,IMAX Corporation,771255000,America/New_York,EDT,-14400000,18.74,30.0,15.0,24.2,25.5,2.1,buy,10,95266000,1.744,68255000,270308992,2.718,3.121,351726016,80.065,6.411,0.02365,0.03179,157228000,64564500,48469000,0.325,0.5389,0.19406,0.08701,USD,0.3281
6,2525 Speakman Drive,Mississauga,ON,L5K 1B1,Canada,905 403 6450,https://www.imax.com,Entertainment,Communication Services,"IMAX Corporation, together with its subsidiaries, operates as a technology platform for entertainment and events worldwide. The company operates through three segments: IMAX Technology Network; IMAX Technology Sales and Maintenance; and Film Distribution and Post-Production. The company offers IMAX DMR, a proprietary technology that digitally remasters films and other content into IMAX formats for distribution to the IMAX network; IMAX Enhanced that provides end-to-end technology across streaming content and entertainment devices at home; and SSIMWAVE, an AI-driven video quality solutions for media and entertainment companies. It also offers preventative and emergency maintenance services to the IMAX network; film post-production services; and IMAX film and digital cameras to content creators. In addition, the company engages in the distribution of large-format documentary films to institutional theaters, as well as live performances and interactive events with artists and creators; after-market sales of IMAX System parts and 3D glasses; operation of IMAX theater; provision of management services to three other theaters, as well as production advice and technical assistance to documentary and Hollywood filmmakers; and rental of Company's proprietary 2D and 3D large-format film. The company markets its theater systems through a direct sales force and marketing staff to science and natural history museums, zoos, aquaria, and other educational and cultural centers, as well as theme parks, private home theaters, tourist destination sites, fairs, and expositions. It offers its services under the IMAX, IMAX 3D, Experience It In IMAX, The IMAX Experience, DMR, Filmed For IMAXTM, IMAX LiveTM, IMAX Enhanced, and SSIMWAVE. The company operates a network of IMAX systems comprising commercial multiplexes, commercial destinations, and institutional facilities in 87 countries and territories. IMAX Corporation was founded in 1967 and is headquartered in Mississauga, Canada.",748,"{'maxAge': 1, 'name': 'Ms. Elizabeth  Gitajn', 'age': 56, 'title': 'Principal Accounting Officer', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,9,2,5,1693526400,1672444800,86400,2,18.53,18.51,18.495,18.8243,18.53,18.51,18.495,18.8243,0.0,1.363762,234.25,18.194176,386502,386502,572788,407410,407410,18.71,18.7,800,2900,1023580672,12.13,21.82,2.9101648,18.3814,17.8433,0.0,0.0,USD,1254052096,0.01269,41647267,54620100,2747235,3043672,1690761600,1693440000,0.050300002,0.1838,0.77863,5.36,0.0618,4.956,3.7812753,1672444800,1703980800,1688083200,4465000,0.08,1.03,1.06,2:1,864691200,3.565,18.373,NYQ,EQUITY,IMAX,IMAX,Imax Corporation,IMAX Corporation,771255000,America/New_York,EDT,-14400000,18.74,30.0,15.0,24.2,25.5,2.1,buy,10,95266000,1.744,68255000,270308992,2.718,3.121,351726016,80.065,6.411,0.02365,0.03179,157228000,64564500,48469000,0.325,0.5389,0.19406,0.08701,USD,0.3281
7,2525 Speakman Drive,Mississauga,ON,L5K 1B1,Canada,905 403 6450,https://www.imax.com,Entertainment,Communication Services,"IMAX Corporation, together with its subsidiaries, operates as a technology platform for entertainment and events worldwide. The company operates through three segments: IMAX Technology Network; IMAX Technology Sales and Maintenance; and Film Distribution and Post-Production. The company offers IMAX DMR, a proprietary technology that digitally remasters films and other content into IMAX formats for distribution to the IMAX network; IMAX Enhanced that provides end-to-end technology across streaming content and entertainment devices at home; and SSIMWAVE, an AI-driven video quality solutions for media and entertainment companies. It also offers preventative and emergency maintenance services to the IMAX network; film post-production services; and IMAX film and digital cameras to content creators. In addition, the company engages in the distribution of large-format documentary films to institutional theaters, as well as live performances and interactive events with artists and creators; after-market sales of IMAX System parts and 3D glasses; operation of IMAX theater; provision of management services to three other theaters, as well as production advice and technical assistance to documentary and Hollywood filmmakers; and rental of Company's proprietary 2D and 3D large-format film. The company markets its theater systems through a direct sales force and marketing staff to science and natural history museums, zoos, aquaria, and other educational and cultural centers, as well as theme parks, private home theaters, tourist destination sites, fairs, and expositions. It offers its services under the IMAX, IMAX 3D, Experience It In IMAX, The IMAX Experience, DMR, Filmed For IMAXTM, IMAX LiveTM, IMAX Enhanced, and SSIMWAVE. The company operates a network of IMAX systems comprising commercial multiplexes, commercial destinations, and institutional facilities in 87 countries and territories. IMAX Corporation was founded in 1967 and is headquartered in Mississauga, Canada.",748,"{'maxAge': 1, 'name': 'Ms. Heather  Anthony', 'age': 50, 'title': 'Head of Enterprise Transformation', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,9,2,5,1693526400,1672444800,86400,2,18.53,18.51,18.495,18.8243,18.53,18.51,18.495,18.8243,0.0,1.363762,234.25,18.194176,386502,386502,572788,407410,407410,18.71,18.7,800,2900,1023580672,12.13,21.82,2.9101648,18.3814,17.8433,0.0,0.0,USD,1254052096,0.01269,41647267,54620100,2747235,3043672,1690761600,1693440000,0.050300002,0.1838,0.77863,5.36,0.0618,4.956,3.7812753,1672444800,1703980800,1688083200,4465000,0.08,1.03,1.06,2:1,864691200,3.565,18.373,NYQ,EQUITY,IMAX,IMAX,Imax Corporation,IMAX Corporation,771255000,America/New_York,EDT,-14400000,18.74,30.0,15.0,24.2,25.5,2.1,buy,10,95266000,1.744,68255000,270308992,2.718,3.121,351726016,80.065,6.411,0.02365,0.03179,157228000,64564500,48469000,0.325,0.5389,0.19406,0.08701,USD,0.3281
8,2525 Speakman Drive,Mississauga,ON,L5K 1B1,Canada,905 403 6450,https://www.imax.com,Entertainment,Communication Services,"IMAX Corporation, together with its subsidiaries, operates as a technology platform for entertainment and events worldwide. The company operates through three segments: IMAX Technology Network; IMAX Technology Sales and Maintenance; and Film Distribution and Post-Production. The company offers IMAX DMR, a proprietary technology that digitally remasters films and other content into IMAX formats for distribution to the IMAX network; IMAX Enhanced that provides end-to-end technology across streaming content and entertainment devices at home; and SSIMWAVE, an AI-driven video quality solutions for media and entertainment companies. It also offers preventative and emergency maintenance services to the IMAX network; film post-production services; and IMAX film and digital cameras to content creators. In addition, the company engages in the distribution of large-format documentary films to institutional theaters, as well as live performances and interactive events with artists and creators; after-market sales of IMAX System parts and 3D glasses; operation of IMAX theater; provision of management services to three other theaters, as well as production advice and technical assistance to documentary and Hollywood filmmakers; and rental of Company's proprietary 2D and 3D large-format film. The company markets its theater systems through a direct sales force and marketing staff to science and natural history museums, zoos, aquaria, and other educational and cultural centers, as well as theme parks, private home theaters, tourist destination sites, fairs, and expositions. It offers its services under the IMAX, IMAX 3D, Experience It In IMAX, The IMAX Experience, DMR, Filmed For IMAXTM, IMAX LiveTM, IMAX Enhanced, and SSIMWAVE. The company operates a network of IMAX systems comprising commercial multiplexes, commercial destinations, and institutional facilities in 87 countries and territories. IMAX Corporation was founded in 1967 and is headquartered in Mississauga, Canada.",748,"{'maxAge': 1, 'name': 'Mr. Pablo  Calamera', 'age': 59, 'title': 'Exec. VP & CTO', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,9,2,5,1693526400,1672444800,86400,2,18.53,18.51,18.495,18.8243,18.53,18.51,18.495,18.8243,0.0,1.363762,234.25,18.194176,386502,386502,572788,407410,407410,18.71,18.7,800,2900,1023580672,12.13,21.82,2.9101648,18.3814,17.8433,0.0,0.0,USD,1254052096,0.01269,41647267,54620100,2747235,3043672,1690761600,1693440000,0.050300002,0.1838,0.77863,5.36,0.0618,4.956,3.7812753,1672444800,1703980800,1688083200,4465000,0.08,1.03,1.06,2:1,864691200,3.565,18.373,NYQ,EQUITY,IMAX,IMAX,Imax Corporation,IMAX Corporation,771255000,America/New_York,EDT,-14400000,18.74,30.0,15.0,24.2,25.5,2.1,buy,10,95266000,1.744,68255000,270308992,2.718,3.121,351726016,80.065,6.411,0.02365,0.03179,157228000,64564500,48469000,0.325,0.5389,0.19406,0.08701,USD,0.3281
9,2525 Speakman Drive,Mississauga,ON,L5K 1B1,Canada,905 403 6450,https://www.imax.com,Entertainment,Communication Services,"IMAX Corporation, together with its subsidiaries, operates as a technology platform for entertainment and events worldwide. The company operates through three segments: IMAX Technology Network; IMAX Technology Sales and Maintenance; and Film Distribution and Post-Production. The company offers IMAX DMR, a proprietary technology that digitally remasters films and other content into IMAX formats for distribution to the IMAX network; IMAX Enhanced that provides end-to-end technology across streaming content and entertainment devices at home; and SSIMWAVE, an AI-driven video quality solutions for media and entertainment companies. It also offers preventative and emergency maintenance services to the IMAX network; film post-production services; and IMAX film and digital cameras to content creators. In addition, the company engages in the distribution of large-format documentary films to institutional theaters, as well as live performances and interactive events with artists and creators; after-market sales of IMAX System parts and 3D glasses; operation of IMAX theater; provision of management services to three other theaters, as well as production advice and technical assistance to documentary and Hollywood filmmakers; and rental of Company's proprietary 2D and 3D large-format film. The company markets its theater systems through a direct sales force and marketing staff to science and natural history museums, zoos, aquaria, and other educational and cultural centers, as well as theme parks, private home theaters, tourist destination sites, fairs, and expositions. It offers its services under the IMAX, IMAX 3D, Experience It In IMAX, The IMAX Experience, DMR, Filmed For IMAXTM, IMAX LiveTM, IMAX Enhanced, and SSIMWAVE. The company operates a network of IMAX systems comprising commercial multiplexes, commercial destinations, and institutional facilities in 87 countries and territories. IMAX Corporation was founded in 1967 and is headquartered in Mississauga, Canada.",748,"{'maxAge': 1, 'name': 'Ms. Jennifer  Horsley', 'title': 'Sr. VP & Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,9,2,5,1693526400,1672444800,86400,2,18.53,18.51,18.495,18.8243,18.53,18.51,18.495,18.8243,0.0,1.363762,234.25,18.194176,386502,386502,572788,407410,407410,18.71,18.7,800,2900,1023580672,12.13,21.82,2.9101648,18.3814,17.8433,0.0,0.0,USD,1254052096,0.01269,41647267,54620100,2747235,3043672,1690761600,1693440000,0.050300002,0.1838,0.77863,5.36,0.0618,4.956,3.7812753,1672444800,1703980800,1688083200,4465000,0.08,1.03,1.06,2:1,864691200,3.565,18.373,NYQ,EQUITY,IMAX,IMAX,Imax Corporation,IMAX Corporation,771255000,America/New_York,EDT,-14400000,18.74,30.0,15.0,24.2,25.5,2.1,buy,10,95266000,1.744,68255000,270308992,2.718,3.121,351726016,80.065,6.411,0.02365,0.03179,157228000,64564500,48469000,0.325,0.5389,0.19406,0.08701,USD,0.3281
