,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,345 Park Avenue,New York,NY,10154,United States,212 583 5000,212 583 5749,https://www.blackstone.com,Asset Management,Financial Services,"Blackstone Inc. is an alternative asset management firm specializing in real estate, private equity, hedge fund solutions, credit, secondary funds of funds, public debt and equity and multi-asset class strategies. The firm typically invests in early-stage companies. It also provide capital markets services. The real estate segment specializes in opportunistic, core+ investments as well as debt investment opportunities collateralized by commercial real estate, and stabilized income-oriented commercial real estate across North America, Europe and Asia. The firm's corporate private equity business pursues transactions throughout the world across a variety of transaction types, including large buyouts,special situations, distressed mortgage loans, mid-cap buyouts, buy and build platforms, which involves multiple acquisitions behind a single management team and platform, and growth equity/development projects involving significant majority stakes in portfolio companies and minority investments in operating companies, shipping, real estate, corporate or consumer loans, and alternative energy greenfield development projects in energy and power, property, dislocated markets, shipping opportunities, financial institution breakups, re-insurance, and improving freight mobility, financial services, healthcare, life sciences, infrastructure, enterprise tech and consumer, as well as consumer technologies. The firm considers investment in Asia and Latin America. It has a three year investment period. Its hedge fund business manages a broad range of commingled and customized fund solutions and its credit business focuses on loans, and securities of non-investment grade companies spread across the capital structure including senior debt, subordinated debt, preferred stock and common equity. Blackstone Inc. was founded in 1985 and is headquartered in New York, New York with additional offices across Asia, Europe and North America.",4695,"{'maxAge': 1, 'name': 'Mr. Stephen Allen Schwarzman B.A., M.B.A.', 'age': 75, 'title': 'Chairman, CEO & Co-Founder', 'yearBorn': 1947, 'fiscalYear': 2022, 'totalPay': 253122146, 'exercisedValue': 0, 'unexercisedValue': 0}",7,10,7,10,9,1693526400,1672444800,86400,2,112.71,113.89,112.9,115.1863,112.71,113.89,112.9,115.1863,3.42,0.0301,1690502400,2.3494,4.24,1.481673,68.548195,19.221283,91328616,91328616,6034801,19474270,19474270,113.4,113.75,1800,1800,138449436672,71.72,115.19,20.8017,103.527,90.49895,3.42,0.03034336,USD,102591315968,0.18739,707691433,709750016,17890324,18572074,1690761600,1693440000,0.023699999,0.00452,0.65228,6.04,0.0253,10.118,11.246294,1672444800,1703980800,1688083200,1247235968,1.66,5.92,2.37,15.414,NYQ,EQUITY,BX,BX,Blackstone Inc.,Blackstone Inc.,1182519000,America/New_York,EDT,-14400000,113.79,125.0,97.0,112.94,114.0,2.0,buy,17,3466266880,4.884,13424132096,1.176,1.235,6655678976,70.318,8.905,0.05195,0.10694,7053217000,3776365056,5.777,0.93878,0.0,0.35346,USD,2.5854
1,345 Park Avenue,New York,NY,10154,United States,212 583 5000,212 583 5749,https://www.blackstone.com,Asset Management,Financial Services,"Blackstone Inc. is an alternative asset management firm specializing in real estate, private equity, hedge fund solutions, credit, secondary funds of funds, public debt and equity and multi-asset class strategies. The firm typically invests in early-stage companies. It also provide capital markets services. The real estate segment specializes in opportunistic, core+ investments as well as debt investment opportunities collateralized by commercial real estate, and stabilized income-oriented commercial real estate across North America, Europe and Asia. The firm's corporate private equity business pursues transactions throughout the world across a variety of transaction types, including large buyouts,special situations, distressed mortgage loans, mid-cap buyouts, buy and build platforms, which involves multiple acquisitions behind a single management team and platform, and growth equity/development projects involving significant majority stakes in portfolio companies and minority investments in operating companies, shipping, real estate, corporate or consumer loans, and alternative energy greenfield development projects in energy and power, property, dislocated markets, shipping opportunities, financial institution breakups, re-insurance, and improving freight mobility, financial services, healthcare, life sciences, infrastructure, enterprise tech and consumer, as well as consumer technologies. The firm considers investment in Asia and Latin America. It has a three year investment period. Its hedge fund business manages a broad range of commingled and customized fund solutions and its credit business focuses on loans, and securities of non-investment grade companies spread across the capital structure including senior debt, subordinated debt, preferred stock and common equity. Blackstone Inc. was founded in 1985 and is headquartered in New York, New York with additional offices across Asia, Europe and North America.",4695,"{'maxAge': 1, 'name': 'Mr. Jonathan D. Gray CIMA', 'age': 53, 'title': 'Gen. Partner, Pres, COO & Director', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 241891158, 'exercisedValue': 0, 'unexercisedValue': 0}",7,10,7,10,9,1693526400,1672444800,86400,2,112.71,113.89,112.9,115.1863,112.71,113.89,112.9,115.1863,3.42,0.0301,1690502400,2.3494,4.24,1.481673,68.548195,19.221283,91328616,91328616,6034801,19474270,19474270,113.4,113.75,1800,1800,138449436672,71.72,115.19,20.8017,103.527,90.49895,3.42,0.03034336,USD,102591315968,0.18739,707691433,709750016,17890324,18572074,1690761600,1693440000,0.023699999,0.00452,0.65228,6.04,0.0253,10.118,11.246294,1672444800,1703980800,1688083200,1247235968,1.66,5.92,2.37,15.414,NYQ,EQUITY,BX,BX,Blackstone Inc.,Blackstone Inc.,1182519000,America/New_York,EDT,-14400000,113.79,125.0,97.0,112.94,114.0,2.0,buy,17,3466266880,4.884,13424132096,1.176,1.235,6655678976,70.318,8.905,0.05195,0.10694,7053217000,3776365056,5.777,0.93878,0.0,0.35346,USD,2.5854
2,345 Park Avenue,New York,NY,10154,United States,212 583 5000,212 583 5749,https://www.blackstone.com,Asset Management,Financial Services,"Blackstone Inc. is an alternative asset management firm specializing in real estate, private equity, hedge fund solutions, credit, secondary funds of funds, public debt and equity and multi-asset class strategies. The firm typically invests in early-stage companies. It also provide capital markets services. The real estate segment specializes in opportunistic, core+ investments as well as debt investment opportunities collateralized by commercial real estate, and stabilized income-oriented commercial real estate across North America, Europe and Asia. The firm's corporate private equity business pursues transactions throughout the world across a variety of transaction types, including large buyouts,special situations, distressed mortgage loans, mid-cap buyouts, buy and build platforms, which involves multiple acquisitions behind a single management team and platform, and growth equity/development projects involving significant majority stakes in portfolio companies and minority investments in operating companies, shipping, real estate, corporate or consumer loans, and alternative energy greenfield development projects in energy and power, property, dislocated markets, shipping opportunities, financial institution breakups, re-insurance, and improving freight mobility, financial services, healthcare, life sciences, infrastructure, enterprise tech and consumer, as well as consumer technologies. The firm considers investment in Asia and Latin America. It has a three year investment period. Its hedge fund business manages a broad range of commingled and customized fund solutions and its credit business focuses on loans, and securities of non-investment grade companies spread across the capital structure including senior debt, subordinated debt, preferred stock and common equity. Blackstone Inc. was founded in 1985 and is headquartered in New York, New York with additional offices across Asia, Europe and North America.",4695,"{'maxAge': 1, 'name': 'Mr. Michael S. Chae J.D.', 'age': 54, 'title': 'Chief Financial Officer', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 21439207, 'exercisedValue': 0, 'unexercisedValue': 0}",7,10,7,10,9,1693526400,1672444800,86400,2,112.71,113.89,112.9,115.1863,112.71,113.89,112.9,115.1863,3.42,0.0301,1690502400,2.3494,4.24,1.481673,68.548195,19.221283,91328616,91328616,6034801,19474270,19474270,113.4,113.75,1800,1800,138449436672,71.72,115.19,20.8017,103.527,90.49895,3.42,0.03034336,USD,102591315968,0.18739,707691433,709750016,17890324,18572074,1690761600,1693440000,0.023699999,0.00452,0.65228,6.04,0.0253,10.118,11.246294,1672444800,1703980800,1688083200,1247235968,1.66,5.92,2.37,15.414,NYQ,EQUITY,BX,BX,Blackstone Inc.,Blackstone Inc.,1182519000,America/New_York,EDT,-14400000,113.79,125.0,97.0,112.94,114.0,2.0,buy,17,3466266880,4.884,13424132096,1.176,1.235,6655678976,70.318,8.905,0.05195,0.10694,7053217000,3776365056,5.777,0.93878,0.0,0.35346,USD,2.5854
3,345 Park Avenue,New York,NY,10154,United States,212 583 5000,212 583 5749,https://www.blackstone.com,Asset Management,Financial Services,"Blackstone Inc. is an alternative asset management firm specializing in real estate, private equity, hedge fund solutions, credit, secondary funds of funds, public debt and equity and multi-asset class strategies. The firm typically invests in early-stage companies. It also provide capital markets services. The real estate segment specializes in opportunistic, core+ investments as well as debt investment opportunities collateralized by commercial real estate, and stabilized income-oriented commercial real estate across North America, Europe and Asia. The firm's corporate private equity business pursues transactions throughout the world across a variety of transaction types, including large buyouts,special situations, distressed mortgage loans, mid-cap buyouts, buy and build platforms, which involves multiple acquisitions behind a single management team and platform, and growth equity/development projects involving significant majority stakes in portfolio companies and minority investments in operating companies, shipping, real estate, corporate or consumer loans, and alternative energy greenfield development projects in energy and power, property, dislocated markets, shipping opportunities, financial institution breakups, re-insurance, and improving freight mobility, financial services, healthcare, life sciences, infrastructure, enterprise tech and consumer, as well as consumer technologies. The firm considers investment in Asia and Latin America. It has a three year investment period. Its hedge fund business manages a broad range of commingled and customized fund solutions and its credit business focuses on loans, and securities of non-investment grade companies spread across the capital structure including senior debt, subordinated debt, preferred stock and common equity. Blackstone Inc. was founded in 1985 and is headquartered in New York, New York with additional offices across Asia, Europe and North America.",4695,"{'maxAge': 1, 'name': 'Mr. John Gary Finley', 'age': 65, 'title': 'Chief Legal Officer', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 9894814, 'exercisedValue': 0, 'unexercisedValue': 0}",7,10,7,10,9,1693526400,1672444800,86400,2,112.71,113.89,112.9,115.1863,112.71,113.89,112.9,115.1863,3.42,0.0301,1690502400,2.3494,4.24,1.481673,68.548195,19.221283,91328616,91328616,6034801,19474270,19474270,113.4,113.75,1800,1800,138449436672,71.72,115.19,20.8017,103.527,90.49895,3.42,0.03034336,USD,102591315968,0.18739,707691433,709750016,17890324,18572074,1690761600,1693440000,0.023699999,0.00452,0.65228,6.04,0.0253,10.118,11.246294,1672444800,1703980800,1688083200,1247235968,1.66,5.92,2.37,15.414,NYQ,EQUITY,BX,BX,Blackstone Inc.,Blackstone Inc.,1182519000,America/New_York,EDT,-14400000,113.79,125.0,97.0,112.94,114.0,2.0,buy,17,3466266880,4.884,13424132096,1.176,1.235,6655678976,70.318,8.905,0.05195,0.10694,7053217000,3776365056,5.777,0.93878,0.0,0.35346,USD,2.5854
4,345 Park Avenue,New York,NY,10154,United States,212 583 5000,212 583 5749,https://www.blackstone.com,Asset Management,Financial Services,"Blackstone Inc. is an alternative asset management firm specializing in real estate, private equity, hedge fund solutions, credit, secondary funds of funds, public debt and equity and multi-asset class strategies. The firm typically invests in early-stage companies. It also provide capital markets services. The real estate segment specializes in opportunistic, core+ investments as well as debt investment opportunities collateralized by commercial real estate, and stabilized income-oriented commercial real estate across North America, Europe and Asia. The firm's corporate private equity business pursues transactions throughout the world across a variety of transaction types, including large buyouts,special situations, distressed mortgage loans, mid-cap buyouts, buy and build platforms, which involves multiple acquisitions behind a single management team and platform, and growth equity/development projects involving significant majority stakes in portfolio companies and minority investments in operating companies, shipping, real estate, corporate or consumer loans, and alternative energy greenfield development projects in energy and power, property, dislocated markets, shipping opportunities, financial institution breakups, re-insurance, and improving freight mobility, financial services, healthcare, life sciences, infrastructure, enterprise tech and consumer, as well as consumer technologies. The firm considers investment in Asia and Latin America. It has a three year investment period. Its hedge fund business manages a broad range of commingled and customized fund solutions and its credit business focuses on loans, and securities of non-investment grade companies spread across the capital structure including senior debt, subordinated debt, preferred stock and common equity. Blackstone Inc. was founded in 1985 and is headquartered in New York, New York with additional offices across Asia, Europe and North America.",4695,"{'maxAge': 1, 'name': 'Mr. Joseph Patrick Baratta', 'age': 51, 'title': 'Global Head of Private Equity & Director', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",7,10,7,10,9,1693526400,1672444800,86400,2,112.71,113.89,112.9,115.1863,112.71,113.89,112.9,115.1863,3.42,0.0301,1690502400,2.3494,4.24,1.481673,68.548195,19.221283,91328616,91328616,6034801,19474270,19474270,113.4,113.75,1800,1800,138449436672,71.72,115.19,20.8017,103.527,90.49895,3.42,0.03034336,USD,102591315968,0.18739,707691433,709750016,17890324,18572074,1690761600,1693440000,0.023699999,0.00452,0.65228,6.04,0.0253,10.118,11.246294,1672444800,1703980800,1688083200,1247235968,1.66,5.92,2.37,15.414,NYQ,EQUITY,BX,BX,Blackstone Inc.,Blackstone Inc.,1182519000,America/New_York,EDT,-14400000,113.79,125.0,97.0,112.94,114.0,2.0,buy,17,3466266880,4.884,13424132096,1.176,1.235,6655678976,70.318,8.905,0.05195,0.10694,7053217000,3776365056,5.777,0.93878,0.0,0.35346,USD,2.5854
5,345 Park Avenue,New York,NY,10154,United States,212 583 5000,212 583 5749,https://www.blackstone.com,Asset Management,Financial Services,"Blackstone Inc. is an alternative asset management firm specializing in real estate, private equity, hedge fund solutions, credit, secondary funds of funds, public debt and equity and multi-asset class strategies. The firm typically invests in early-stage companies. It also provide capital markets services. The real estate segment specializes in opportunistic, core+ investments as well as debt investment opportunities collateralized by commercial real estate, and stabilized income-oriented commercial real estate across North America, Europe and Asia. The firm's corporate private equity business pursues transactions throughout the world across a variety of transaction types, including large buyouts,special situations, distressed mortgage loans, mid-cap buyouts, buy and build platforms, which involves multiple acquisitions behind a single management team and platform, and growth equity/development projects involving significant majority stakes in portfolio companies and minority investments in operating companies, shipping, real estate, corporate or consumer loans, and alternative energy greenfield development projects in energy and power, property, dislocated markets, shipping opportunities, financial institution breakups, re-insurance, and improving freight mobility, financial services, healthcare, life sciences, infrastructure, enterprise tech and consumer, as well as consumer technologies. The firm considers investment in Asia and Latin America. It has a three year investment period. Its hedge fund business manages a broad range of commingled and customized fund solutions and its credit business focuses on loans, and securities of non-investment grade companies spread across the capital structure including senior debt, subordinated debt, preferred stock and common equity. Blackstone Inc. was founded in 1985 and is headquartered in New York, New York with additional offices across Asia, Europe and North America.",4695,"{'maxAge': 1, 'name': 'Mr. William J. Stein', 'age': 60, 'title': 'Sr. Managing Director of Real Estate- New York', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",7,10,7,10,9,1693526400,1672444800,86400,2,112.71,113.89,112.9,115.1863,112.71,113.89,112.9,115.1863,3.42,0.0301,1690502400,2.3494,4.24,1.481673,68.548195,19.221283,91328616,91328616,6034801,19474270,19474270,113.4,113.75,1800,1800,138449436672,71.72,115.19,20.8017,103.527,90.49895,3.42,0.03034336,USD,102591315968,0.18739,707691433,709750016,17890324,18572074,1690761600,1693440000,0.023699999,0.00452,0.65228,6.04,0.0253,10.118,11.246294,1672444800,1703980800,1688083200,1247235968,1.66,5.92,2.37,15.414,NYQ,EQUITY,BX,BX,Blackstone Inc.,Blackstone Inc.,1182519000,America/New_York,EDT,-14400000,113.79,125.0,97.0,112.94,114.0,2.0,buy,17,3466266880,4.884,13424132096,1.176,1.235,6655678976,70.318,8.905,0.05195,0.10694,7053217000,3776365056,5.777,0.93878,0.0,0.35346,USD,2.5854
6,345 Park Avenue,New York,NY,10154,United States,212 583 5000,212 583 5749,https://www.blackstone.com,Asset Management,Financial Services,"Blackstone Inc. is an alternative asset management firm specializing in real estate, private equity, hedge fund solutions, credit, secondary funds of funds, public debt and equity and multi-asset class strategies. The firm typically invests in early-stage companies. It also provide capital markets services. The real estate segment specializes in opportunistic, core+ investments as well as debt investment opportunities collateralized by commercial real estate, and stabilized income-oriented commercial real estate across North America, Europe and Asia. The firm's corporate private equity business pursues transactions throughout the world across a variety of transaction types, including large buyouts,special situations, distressed mortgage loans, mid-cap buyouts, buy and build platforms, which involves multiple acquisitions behind a single management team and platform, and growth equity/development projects involving significant majority stakes in portfolio companies and minority investments in operating companies, shipping, real estate, corporate or consumer loans, and alternative energy greenfield development projects in energy and power, property, dislocated markets, shipping opportunities, financial institution breakups, re-insurance, and improving freight mobility, financial services, healthcare, life sciences, infrastructure, enterprise tech and consumer, as well as consumer technologies. The firm considers investment in Asia and Latin America. It has a three year investment period. Its hedge fund business manages a broad range of commingled and customized fund solutions and its credit business focuses on loans, and securities of non-investment grade companies spread across the capital structure including senior debt, subordinated debt, preferred stock and common equity. Blackstone Inc. was founded in 1985 and is headquartered in New York, New York with additional offices across Asia, Europe and North America.",4695,"{'maxAge': 1, 'name': 'Mr. Robert Christopher Heady', 'title': 'Sr. MD - Hong Kong, Head of Asia Real Estate & Chairman of Asia Pacific', 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}",7,10,7,10,9,1693526400,1672444800,86400,2,112.71,113.89,112.9,115.1863,112.71,113.89,112.9,115.1863,3.42,0.0301,1690502400,2.3494,4.24,1.481673,68.548195,19.221283,91328616,91328616,6034801,19474270,19474270,113.4,113.75,1800,1800,138449436672,71.72,115.19,20.8017,103.527,90.49895,3.42,0.03034336,USD,102591315968,0.18739,707691433,709750016,17890324,18572074,1690761600,1693440000,0.023699999,0.00452,0.65228,6.04,0.0253,10.118,11.246294,1672444800,1703980800,1688083200,1247235968,1.66,5.92,2.37,15.414,NYQ,EQUITY,BX,BX,Blackstone Inc.,Blackstone Inc.,1182519000,America/New_York,EDT,-14400000,113.79,125.0,97.0,112.94,114.0,2.0,buy,17,3466266880,4.884,13424132096,1.176,1.235,6655678976,70.318,8.905,0.05195,0.10694,7053217000,3776365056,5.777,0.93878,0.0,0.35346,USD,2.5854
7,345 Park Avenue,New York,NY,10154,United States,212 583 5000,212 583 5749,https://www.blackstone.com,Asset Management,Financial Services,"Blackstone Inc. is an alternative asset management firm specializing in real estate, private equity, hedge fund solutions, credit, secondary funds of funds, public debt and equity and multi-asset class strategies. The firm typically invests in early-stage companies. It also provide capital markets services. The real estate segment specializes in opportunistic, core+ investments as well as debt investment opportunities collateralized by commercial real estate, and stabilized income-oriented commercial real estate across North America, Europe and Asia. The firm's corporate private equity business pursues transactions throughout the world across a variety of transaction types, including large buyouts,special situations, distressed mortgage loans, mid-cap buyouts, buy and build platforms, which involves multiple acquisitions behind a single management team and platform, and growth equity/development projects involving significant majority stakes in portfolio companies and minority investments in operating companies, shipping, real estate, corporate or consumer loans, and alternative energy greenfield development projects in energy and power, property, dislocated markets, shipping opportunities, financial institution breakups, re-insurance, and improving freight mobility, financial services, healthcare, life sciences, infrastructure, enterprise tech and consumer, as well as consumer technologies. The firm considers investment in Asia and Latin America. It has a three year investment period. Its hedge fund business manages a broad range of commingled and customized fund solutions and its credit business focuses on loans, and securities of non-investment grade companies spread across the capital structure including senior debt, subordinated debt, preferred stock and common equity. Blackstone Inc. was founded in 1985 and is headquartered in New York, New York with additional offices across Asia, Europe and North America.",4695,"{'maxAge': 1, 'name': 'Mr. Prakash Arjandas Melwani', 'age': 64, 'title': 'Sr. MD & Chief Investment Officer of Private Equity - New York', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",7,10,7,10,9,1693526400,1672444800,86400,2,112.71,113.89,112.9,115.1863,112.71,113.89,112.9,115.1863,3.42,0.0301,1690502400,2.3494,4.24,1.481673,68.548195,19.221283,91328616,91328616,6034801,19474270,19474270,113.4,113.75,1800,1800,138449436672,71.72,115.19,20.8017,103.527,90.49895,3.42,0.03034336,USD,102591315968,0.18739,707691433,709750016,17890324,18572074,1690761600,1693440000,0.023699999,0.00452,0.65228,6.04,0.0253,10.118,11.246294,1672444800,1703980800,1688083200,1247235968,1.66,5.92,2.37,15.414,NYQ,EQUITY,BX,BX,Blackstone Inc.,Blackstone Inc.,1182519000,America/New_York,EDT,-14400000,113.79,125.0,97.0,112.94,114.0,2.0,buy,17,3466266880,4.884,13424132096,1.176,1.235,6655678976,70.318,8.905,0.05195,0.10694,7053217000,3776365056,5.777,0.93878,0.0,0.35346,USD,2.5854
8,345 Park Avenue,New York,NY,10154,United States,212 583 5000,212 583 5749,https://www.blackstone.com,Asset Management,Financial Services,"Blackstone Inc. is an alternative asset management firm specializing in real estate, private equity, hedge fund solutions, credit, secondary funds of funds, public debt and equity and multi-asset class strategies. The firm typically invests in early-stage companies. It also provide capital markets services. The real estate segment specializes in opportunistic, core+ investments as well as debt investment opportunities collateralized by commercial real estate, and stabilized income-oriented commercial real estate across North America, Europe and Asia. The firm's corporate private equity business pursues transactions throughout the world across a variety of transaction types, including large buyouts,special situations, distressed mortgage loans, mid-cap buyouts, buy and build platforms, which involves multiple acquisitions behind a single management team and platform, and growth equity/development projects involving significant majority stakes in portfolio companies and minority investments in operating companies, shipping, real estate, corporate or consumer loans, and alternative energy greenfield development projects in energy and power, property, dislocated markets, shipping opportunities, financial institution breakups, re-insurance, and improving freight mobility, financial services, healthcare, life sciences, infrastructure, enterprise tech and consumer, as well as consumer technologies. The firm considers investment in Asia and Latin America. It has a three year investment period. Its hedge fund business manages a broad range of commingled and customized fund solutions and its credit business focuses on loans, and securities of non-investment grade companies spread across the capital structure including senior debt, subordinated debt, preferred stock and common equity. Blackstone Inc. was founded in 1985 and is headquartered in New York, New York with additional offices across Asia, Europe and North America.",4695,"{'maxAge': 1, 'name': 'Mr. Michael B. Nash', 'age': 61, 'title': 'Sr. MD of Real Estate & Co-Founder and Chairman of Blackstone Real Estate Debt Strategies', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",7,10,7,10,9,1693526400,1672444800,86400,2,112.71,113.89,112.9,115.1863,112.71,113.89,112.9,115.1863,3.42,0.0301,1690502400,2.3494,4.24,1.481673,68.548195,19.221283,91328616,91328616,6034801,19474270,19474270,113.4,113.75,1800,1800,138449436672,71.72,115.19,20.8017,103.527,90.49895,3.42,0.03034336,USD,102591315968,0.18739,707691433,709750016,17890324,18572074,1690761600,1693440000,0.023699999,0.00452,0.65228,6.04,0.0253,10.118,11.246294,1672444800,1703980800,1688083200,1247235968,1.66,5.92,2.37,15.414,NYQ,EQUITY,BX,BX,Blackstone Inc.,Blackstone Inc.,1182519000,America/New_York,EDT,-14400000,113.79,125.0,97.0,112.94,114.0,2.0,buy,17,3466266880,4.884,13424132096,1.176,1.235,6655678976,70.318,8.905,0.05195,0.10694,7053217000,3776365056,5.777,0.93878,0.0,0.35346,USD,2.5854
9,345 Park Avenue,New York,NY,10154,United States,212 583 5000,212 583 5749,https://www.blackstone.com,Asset Management,Financial Services,"Blackstone Inc. is an alternative asset management firm specializing in real estate, private equity, hedge fund solutions, credit, secondary funds of funds, public debt and equity and multi-asset class strategies. The firm typically invests in early-stage companies. It also provide capital markets services. The real estate segment specializes in opportunistic, core+ investments as well as debt investment opportunities collateralized by commercial real estate, and stabilized income-oriented commercial real estate across North America, Europe and Asia. The firm's corporate private equity business pursues transactions throughout the world across a variety of transaction types, including large buyouts,special situations, distressed mortgage loans, mid-cap buyouts, buy and build platforms, which involves multiple acquisitions behind a single management team and platform, and growth equity/development projects involving significant majority stakes in portfolio companies and minority investments in operating companies, shipping, real estate, corporate or consumer loans, and alternative energy greenfield development projects in energy and power, property, dislocated markets, shipping opportunities, financial institution breakups, re-insurance, and improving freight mobility, financial services, healthcare, life sciences, infrastructure, enterprise tech and consumer, as well as consumer technologies. The firm considers investment in Asia and Latin America. It has a three year investment period. Its hedge fund business manages a broad range of commingled and customized fund solutions and its credit business focuses on loans, and securities of non-investment grade companies spread across the capital structure including senior debt, subordinated debt, preferred stock and common equity. Blackstone Inc. was founded in 1985 and is headquartered in New York, New York with additional offices across Asia, Europe and North America.",4695,"{'maxAge': 1, 'name': 'Mr. Mustafa M. Siddiqui', 'title': 'Sr. Managing Director & Co-Head of Strategic Capital Group of BAAM - London', 'exercisedValue': 0, 'unexercisedValue': 0}",7,10,7,10,9,1693526400,1672444800,86400,2,112.71,113.89,112.9,115.1863,112.71,113.89,112.9,115.1863,3.42,0.0301,1690502400,2.3494,4.24,1.481673,68.548195,19.221283,91328616,91328616,6034801,19474270,19474270,113.4,113.75,1800,1800,138449436672,71.72,115.19,20.8017,103.527,90.49895,3.42,0.03034336,USD,102591315968,0.18739,707691433,709750016,17890324,18572074,1690761600,1693440000,0.023699999,0.00452,0.65228,6.04,0.0253,10.118,11.246294,1672444800,1703980800,1688083200,1247235968,1.66,5.92,2.37,15.414,NYQ,EQUITY,BX,BX,Blackstone Inc.,Blackstone Inc.,1182519000,America/New_York,EDT,-14400000,113.79,125.0,97.0,112.94,114.0,2.0,buy,17,3466266880,4.884,13424132096,1.176,1.235,6655678976,70.318,8.905,0.05195,0.10694,7053217000,3776365056,5.777,0.93878,0.0,0.35346,USD,2.5854
