,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Neue Mainzer Strasse 20,MainTor,Frankfurt am Main,60311,Germany,49 69 94548580,49 69 94548589399,https://www.dic-asset.de,Real Estate Services,Real Estate,"DIC Asset AG is the leading German listed specialist for office and logistics real estate with 25 years of experience in the real estate market and access to a broad network of investors. Our basis is the national and regional real estate platform with nine locations in all important German markets (including VIB Vermögen AG). We currently manage 358 properties with a market value of EUR 14.2 billion onsite - we are present on site, always close to the tenant and the property. The Commercial Portfolio segment includes properties in the company's own portfolio. Here we generate continuous cash flows from long-term stable rental income, we also optimize the value of our portfolio properties through active management and realize profits through sales.",334,"{'maxAge': 1, 'name': 'Ms. Sonja  Warntges', 'age': 55, 'title': 'Chairwoman of the Management Board, CFO & CEO', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 1601949, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,10,1,10,1693526400,1672444800,86400,4,4.23,4.275,4.275,4.38,4.23,4.275,4.275,4.38,0.75,0.18450001,1680220800,1.356606,5.72,1242959,1242959,135036,218619,218619,4.315,4.34,6200,7300,358496000,4.02,9.73,1.1678953,4.4023,6.66085,0.75,0.17730497,EUR,3693724928,-0.02585,46461588,83565504,0.44472998,0.32682,12.301,0.34875214,1672444800,1703980800,1688083200,-7934000,-0.1,0.75,0.5,21:20,1553472000,12.033,19.745,GER,EQUITY,DIC.DE,DIC.DE,DIC ASSET AG NA O.N.,DIC Asset AG,1135065600,Europe/Berlin,CEST,7200000,4.29,24.7,7.5,15.91,15.0,1.7,buy,9,485080992,5.805,187070000,3261830912,0.975,1.576,306959008,205.609,3.688,0.01026,-0.0027700001,259833000,-128835752,112604000,-0.22,0.80697995,0.60943,0.2856,EUR,
1,Neue Mainzer Strasse 20,MainTor,Frankfurt am Main,60311,Germany,49 69 94548580,49 69 94548589399,https://www.dic-asset.de,Real Estate Services,Real Estate,"DIC Asset AG is the leading German listed specialist for office and logistics real estate with 25 years of experience in the real estate market and access to a broad network of investors. Our basis is the national and regional real estate platform with nine locations in all important German markets (including VIB Vermögen AG). We currently manage 358 properties with a market value of EUR 14.2 billion onsite - we are present on site, always close to the tenant and the property. The Commercial Portfolio segment includes properties in the company's own portfolio. Here we generate continuous cash flows from long-term stable rental income, we also optimize the value of our portfolio properties through active management and realize profits through sales.",334,"{'maxAge': 1, 'name': 'Mr. Johannes  von Mutius', 'age': 53, 'title': 'Chief Investment Officer & Member of Management Board', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1054242, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,10,1,10,1693526400,1672444800,86400,4,4.23,4.275,4.275,4.38,4.23,4.275,4.275,4.38,0.75,0.18450001,1680220800,1.356606,5.72,1242959,1242959,135036,218619,218619,4.315,4.34,6200,7300,358496000,4.02,9.73,1.1678953,4.4023,6.66085,0.75,0.17730497,EUR,3693724928,-0.02585,46461588,83565504,0.44472998,0.32682,12.301,0.34875214,1672444800,1703980800,1688083200,-7934000,-0.1,0.75,0.5,21:20,1553472000,12.033,19.745,GER,EQUITY,DIC.DE,DIC.DE,DIC ASSET AG NA O.N.,DIC Asset AG,1135065600,Europe/Berlin,CEST,7200000,4.29,24.7,7.5,15.91,15.0,1.7,buy,9,485080992,5.805,187070000,3261830912,0.975,1.576,306959008,205.609,3.688,0.01026,-0.0027700001,259833000,-128835752,112604000,-0.22,0.80697995,0.60943,0.2856,EUR,
2,Neue Mainzer Strasse 20,MainTor,Frankfurt am Main,60311,Germany,49 69 94548580,49 69 94548589399,https://www.dic-asset.de,Real Estate Services,Real Estate,"DIC Asset AG is the leading German listed specialist for office and logistics real estate with 25 years of experience in the real estate market and access to a broad network of investors. Our basis is the national and regional real estate platform with nine locations in all important German markets (including VIB Vermögen AG). We currently manage 358 properties with a market value of EUR 14.2 billion onsite - we are present on site, always close to the tenant and the property. The Commercial Portfolio segment includes properties in the company's own portfolio. Here we generate continuous cash flows from long-term stable rental income, we also optimize the value of our portfolio properties through active management and realize profits through sales.",334,"{'maxAge': 1, 'name': 'Mr. Torsten  Doyen', 'age': 52, 'title': 'MD of GEG, Chief Institutional Bus. Officer & Member of Management Board', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,10,1,10,1693526400,1672444800,86400,4,4.23,4.275,4.275,4.38,4.23,4.275,4.275,4.38,0.75,0.18450001,1680220800,1.356606,5.72,1242959,1242959,135036,218619,218619,4.315,4.34,6200,7300,358496000,4.02,9.73,1.1678953,4.4023,6.66085,0.75,0.17730497,EUR,3693724928,-0.02585,46461588,83565504,0.44472998,0.32682,12.301,0.34875214,1672444800,1703980800,1688083200,-7934000,-0.1,0.75,0.5,21:20,1553472000,12.033,19.745,GER,EQUITY,DIC.DE,DIC.DE,DIC ASSET AG NA O.N.,DIC Asset AG,1135065600,Europe/Berlin,CEST,7200000,4.29,24.7,7.5,15.91,15.0,1.7,buy,9,485080992,5.805,187070000,3261830912,0.975,1.576,306959008,205.609,3.688,0.01026,-0.0027700001,259833000,-128835752,112604000,-0.22,0.80697995,0.60943,0.2856,EUR,
3,Neue Mainzer Strasse 20,MainTor,Frankfurt am Main,60311,Germany,49 69 94548580,49 69 94548589399,https://www.dic-asset.de,Real Estate Services,Real Estate,"DIC Asset AG is the leading German listed specialist for office and logistics real estate with 25 years of experience in the real estate market and access to a broad network of investors. Our basis is the national and regional real estate platform with nine locations in all important German markets (including VIB Vermögen AG). We currently manage 358 properties with a market value of EUR 14.2 billion onsite - we are present on site, always close to the tenant and the property. The Commercial Portfolio segment includes properties in the company's own portfolio. Here we generate continuous cash flows from long-term stable rental income, we also optimize the value of our portfolio properties through active management and realize profits through sales.",334,"{'maxAge': 1, 'name': 'Mr. Christian  Fritzsche', 'age': 45, 'title': 'MD of Onsite, COO & Member of Management Board', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,10,1,10,1693526400,1672444800,86400,4,4.23,4.275,4.275,4.38,4.23,4.275,4.275,4.38,0.75,0.18450001,1680220800,1.356606,5.72,1242959,1242959,135036,218619,218619,4.315,4.34,6200,7300,358496000,4.02,9.73,1.1678953,4.4023,6.66085,0.75,0.17730497,EUR,3693724928,-0.02585,46461588,83565504,0.44472998,0.32682,12.301,0.34875214,1672444800,1703980800,1688083200,-7934000,-0.1,0.75,0.5,21:20,1553472000,12.033,19.745,GER,EQUITY,DIC.DE,DIC.DE,DIC ASSET AG NA O.N.,DIC Asset AG,1135065600,Europe/Berlin,CEST,7200000,4.29,24.7,7.5,15.91,15.0,1.7,buy,9,485080992,5.805,187070000,3261830912,0.975,1.576,306959008,205.609,3.688,0.01026,-0.0027700001,259833000,-128835752,112604000,-0.22,0.80697995,0.60943,0.2856,EUR,
4,Neue Mainzer Strasse 20,MainTor,Frankfurt am Main,60311,Germany,49 69 94548580,49 69 94548589399,https://www.dic-asset.de,Real Estate Services,Real Estate,"DIC Asset AG is the leading German listed specialist for office and logistics real estate with 25 years of experience in the real estate market and access to a broad network of investors. Our basis is the national and regional real estate platform with nine locations in all important German markets (including VIB Vermögen AG). We currently manage 358 properties with a market value of EUR 14.2 billion onsite - we are present on site, always close to the tenant and the property. The Commercial Portfolio segment includes properties in the company's own portfolio. Here we generate continuous cash flows from long-term stable rental income, we also optimize the value of our portfolio properties through active management and realize profits through sales.",334,"{'maxAge': 1, 'name': 'Mr. Dirk  Oehme', 'age': 47, 'title': 'Head of Fin. & Accounting and MD of GEG/RLI', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,10,1,10,1693526400,1672444800,86400,4,4.23,4.275,4.275,4.38,4.23,4.275,4.275,4.38,0.75,0.18450001,1680220800,1.356606,5.72,1242959,1242959,135036,218619,218619,4.315,4.34,6200,7300,358496000,4.02,9.73,1.1678953,4.4023,6.66085,0.75,0.17730497,EUR,3693724928,-0.02585,46461588,83565504,0.44472998,0.32682,12.301,0.34875214,1672444800,1703980800,1688083200,-7934000,-0.1,0.75,0.5,21:20,1553472000,12.033,19.745,GER,EQUITY,DIC.DE,DIC.DE,DIC ASSET AG NA O.N.,DIC Asset AG,1135065600,Europe/Berlin,CEST,7200000,4.29,24.7,7.5,15.91,15.0,1.7,buy,9,485080992,5.805,187070000,3261830912,0.975,1.576,306959008,205.609,3.688,0.01026,-0.0027700001,259833000,-128835752,112604000,-0.22,0.80697995,0.60943,0.2856,EUR,
5,Neue Mainzer Strasse 20,MainTor,Frankfurt am Main,60311,Germany,49 69 94548580,49 69 94548589399,https://www.dic-asset.de,Real Estate Services,Real Estate,"DIC Asset AG is the leading German listed specialist for office and logistics real estate with 25 years of experience in the real estate market and access to a broad network of investors. Our basis is the national and regional real estate platform with nine locations in all important German markets (including VIB Vermögen AG). We currently manage 358 properties with a market value of EUR 14.2 billion onsite - we are present on site, always close to the tenant and the property. The Commercial Portfolio segment includes properties in the company's own portfolio. Here we generate continuous cash flows from long-term stable rental income, we also optimize the value of our portfolio properties through active management and realize profits through sales.",334,"{'maxAge': 1, 'name': 'Mr. Peer  Schlinkmann', 'age': 39, 'title': 'Head of Investor Relations & Corp. Communications', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,10,1,10,1693526400,1672444800,86400,4,4.23,4.275,4.275,4.38,4.23,4.275,4.275,4.38,0.75,0.18450001,1680220800,1.356606,5.72,1242959,1242959,135036,218619,218619,4.315,4.34,6200,7300,358496000,4.02,9.73,1.1678953,4.4023,6.66085,0.75,0.17730497,EUR,3693724928,-0.02585,46461588,83565504,0.44472998,0.32682,12.301,0.34875214,1672444800,1703980800,1688083200,-7934000,-0.1,0.75,0.5,21:20,1553472000,12.033,19.745,GER,EQUITY,DIC.DE,DIC.DE,DIC ASSET AG NA O.N.,DIC Asset AG,1135065600,Europe/Berlin,CEST,7200000,4.29,24.7,7.5,15.91,15.0,1.7,buy,9,485080992,5.805,187070000,3261830912,0.975,1.576,306959008,205.609,3.688,0.01026,-0.0027700001,259833000,-128835752,112604000,-0.22,0.80697995,0.60943,0.2856,EUR,
6,Neue Mainzer Strasse 20,MainTor,Frankfurt am Main,60311,Germany,49 69 94548580,49 69 94548589399,https://www.dic-asset.de,Real Estate Services,Real Estate,"DIC Asset AG is the leading German listed specialist for office and logistics real estate with 25 years of experience in the real estate market and access to a broad network of investors. Our basis is the national and regional real estate platform with nine locations in all important German markets (including VIB Vermögen AG). We currently manage 358 properties with a market value of EUR 14.2 billion onsite - we are present on site, always close to the tenant and the property. The Commercial Portfolio segment includes properties in the company's own portfolio. Here we generate continuous cash flows from long-term stable rental income, we also optimize the value of our portfolio properties through active management and realize profits through sales.",334,"{'maxAge': 1, 'name': 'Mr. Mike  Reicheneder', 'title': 'Head of Sales', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,10,1,10,1693526400,1672444800,86400,4,4.23,4.275,4.275,4.38,4.23,4.275,4.275,4.38,0.75,0.18450001,1680220800,1.356606,5.72,1242959,1242959,135036,218619,218619,4.315,4.34,6200,7300,358496000,4.02,9.73,1.1678953,4.4023,6.66085,0.75,0.17730497,EUR,3693724928,-0.02585,46461588,83565504,0.44472998,0.32682,12.301,0.34875214,1672444800,1703980800,1688083200,-7934000,-0.1,0.75,0.5,21:20,1553472000,12.033,19.745,GER,EQUITY,DIC.DE,DIC.DE,DIC ASSET AG NA O.N.,DIC Asset AG,1135065600,Europe/Berlin,CEST,7200000,4.29,24.7,7.5,15.91,15.0,1.7,buy,9,485080992,5.805,187070000,3261830912,0.975,1.576,306959008,205.609,3.688,0.01026,-0.0027700001,259833000,-128835752,112604000,-0.22,0.80697995,0.60943,0.2856,EUR,
7,Neue Mainzer Strasse 20,MainTor,Frankfurt am Main,60311,Germany,49 69 94548580,49 69 94548589399,https://www.dic-asset.de,Real Estate Services,Real Estate,"DIC Asset AG is the leading German listed specialist for office and logistics real estate with 25 years of experience in the real estate market and access to a broad network of investors. Our basis is the national and regional real estate platform with nine locations in all important German markets (including VIB Vermögen AG). We currently manage 358 properties with a market value of EUR 14.2 billion onsite - we are present on site, always close to the tenant and the property. The Commercial Portfolio segment includes properties in the company's own portfolio. Here we generate continuous cash flows from long-term stable rental income, we also optimize the value of our portfolio properties through active management and realize profits through sales.",334,"{'maxAge': 1, 'name': 'Anna  Katharina Leers', 'title': 'Head of People & Culture', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,10,1,10,1693526400,1672444800,86400,4,4.23,4.275,4.275,4.38,4.23,4.275,4.275,4.38,0.75,0.18450001,1680220800,1.356606,5.72,1242959,1242959,135036,218619,218619,4.315,4.34,6200,7300,358496000,4.02,9.73,1.1678953,4.4023,6.66085,0.75,0.17730497,EUR,3693724928,-0.02585,46461588,83565504,0.44472998,0.32682,12.301,0.34875214,1672444800,1703980800,1688083200,-7934000,-0.1,0.75,0.5,21:20,1553472000,12.033,19.745,GER,EQUITY,DIC.DE,DIC.DE,DIC ASSET AG NA O.N.,DIC Asset AG,1135065600,Europe/Berlin,CEST,7200000,4.29,24.7,7.5,15.91,15.0,1.7,buy,9,485080992,5.805,187070000,3261830912,0.975,1.576,306959008,205.609,3.688,0.01026,-0.0027700001,259833000,-128835752,112604000,-0.22,0.80697995,0.60943,0.2856,EUR,
8,Neue Mainzer Strasse 20,MainTor,Frankfurt am Main,60311,Germany,49 69 94548580,49 69 94548589399,https://www.dic-asset.de,Real Estate Services,Real Estate,"DIC Asset AG is the leading German listed specialist for office and logistics real estate with 25 years of experience in the real estate market and access to a broad network of investors. Our basis is the national and regional real estate platform with nine locations in all important German markets (including VIB Vermögen AG). We currently manage 358 properties with a market value of EUR 14.2 billion onsite - we are present on site, always close to the tenant and the property. The Commercial Portfolio segment includes properties in the company's own portfolio. Here we generate continuous cash flows from long-term stable rental income, we also optimize the value of our portfolio properties through active management and realize profits through sales.",334,"{'maxAge': 1, 'name': 'Mr. Thomas  Gerstmann', 'title': 'Head of Investment', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,10,1,10,1693526400,1672444800,86400,4,4.23,4.275,4.275,4.38,4.23,4.275,4.275,4.38,0.75,0.18450001,1680220800,1.356606,5.72,1242959,1242959,135036,218619,218619,4.315,4.34,6200,7300,358496000,4.02,9.73,1.1678953,4.4023,6.66085,0.75,0.17730497,EUR,3693724928,-0.02585,46461588,83565504,0.44472998,0.32682,12.301,0.34875214,1672444800,1703980800,1688083200,-7934000,-0.1,0.75,0.5,21:20,1553472000,12.033,19.745,GER,EQUITY,DIC.DE,DIC.DE,DIC ASSET AG NA O.N.,DIC Asset AG,1135065600,Europe/Berlin,CEST,7200000,4.29,24.7,7.5,15.91,15.0,1.7,buy,9,485080992,5.805,187070000,3261830912,0.975,1.576,306959008,205.609,3.688,0.01026,-0.0027700001,259833000,-128835752,112604000,-0.22,0.80697995,0.60943,0.2856,EUR,
9,Neue Mainzer Strasse 20,MainTor,Frankfurt am Main,60311,Germany,49 69 94548580,49 69 94548589399,https://www.dic-asset.de,Real Estate Services,Real Estate,"DIC Asset AG is the leading German listed specialist for office and logistics real estate with 25 years of experience in the real estate market and access to a broad network of investors. Our basis is the national and regional real estate platform with nine locations in all important German markets (including VIB Vermögen AG). We currently manage 358 properties with a market value of EUR 14.2 billion onsite - we are present on site, always close to the tenant and the property. The Commercial Portfolio segment includes properties in the company's own portfolio. Here we generate continuous cash flows from long-term stable rental income, we also optimize the value of our portfolio properties through active management and realize profits through sales.",334,"{'maxAge': 1, 'name': 'Dr. Kati  Herzog', 'title': 'Head of Sustainability', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,10,1,10,1693526400,1672444800,86400,4,4.23,4.275,4.275,4.38,4.23,4.275,4.275,4.38,0.75,0.18450001,1680220800,1.356606,5.72,1242959,1242959,135036,218619,218619,4.315,4.34,6200,7300,358496000,4.02,9.73,1.1678953,4.4023,6.66085,0.75,0.17730497,EUR,3693724928,-0.02585,46461588,83565504,0.44472998,0.32682,12.301,0.34875214,1672444800,1703980800,1688083200,-7934000,-0.1,0.75,0.5,21:20,1553472000,12.033,19.745,GER,EQUITY,DIC.DE,DIC.DE,DIC ASSET AG NA O.N.,DIC Asset AG,1135065600,Europe/Berlin,CEST,7200000,4.29,24.7,7.5,15.91,15.0,1.7,buy,9,485080992,5.805,187070000,3261830912,0.975,1.576,306959008,205.609,3.688,0.01026,-0.0027700001,259833000,-128835752,112604000,-0.22,0.80697995,0.60943,0.2856,EUR,
