,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,5335 Triangle Parkway,Peachtree Corners,Atlanta,GA,30092,United States,404 300 1000,https://www.crawco.com,Insurance Brokers,Financial Services,"Crawford & Company provides claims management and outsourcing solutions for carriers, brokers, and corporations in the United States, the United Kingdom, Europe, Canada, Australia, Asia, and Latin America. The company operates through four segments: North America Loss Adjusting, International Operations, Broadspire, and Platform Solutions. The North America Loss Adjusting segment provides claims management services to insurance companies and self-insured entities risk including property, public liability, automobile, and marine insurances. The International Operations segment provides claims management and adjusting services to insurance carriers and self-insured entities; and field investigation and the evaluation and resolution of property and casualty insurance claims. The Broadspire segment offers claims management services, including workers' compensation, liability, property, accident & health, and disability claims management; accident & health claims programs; disability and leave management services, as well as legal services, risk management information, and consultative analytical services. This segment also provides medical management services; administration services; medical bill review services; and physician review services, as well as claims and risk management services and technology solutions; desktop claim adjusting and evaluation of claims; initial loss reporting services for claimants; loss mitigation services, such as medical bill review, medical case management and vocational rehabilitation; and risk management information services. The Platform Solutions segment offers insurance through service lines, such as Contractor Connection and Networks, including losses caused by natural disasters, such as fires, hailstorms, hurricanes, earthquakes, floods, as well as man-made disasters, such as oil spills, and chemical releases. The company was founded in 1941 and is headquartered in Atlanta, Georgia.",9802,"{'maxAge': 1, 'name': 'Mr. Rohit  Verma', 'age': 47, 'title': 'CEO & Employee Director', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 1046261, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,2,10,8,1693526400,1672444800,86400,2,10.38,10.37,9.96,10.38,10.38,10.37,9.96,10.38,0.28,0.027,1692230400,3.0,0.670124,8.678261,233316,233316,82245,76460,76460,9.73,10.62,900,900,472100896,5.13,11.19,0.3774485,9.984,8.3236,0.24,0.023121387,USD,808703168,-0.008090001,21209583,29138900,208007,276072,1690761600,1693440000,0.0042,0.48834,0.35388002,3.41,0.0143,3.1,3.2193549,1672444800,1703980800,1688083200,0.445,-10123000,-0.2,1.15,1.02,3:2,859334400,0.647,8.837,NYQ,EQUITY,CRD-A,CRD-A,Crawford & Company,Crawford & Company,649431000,America/New_York,EDT,-14400000,9.98,14.0,14.0,14.0,14.0,none,1,47479000,0.969,91515000,349156000,1.196,1.296,1250769024,232.934,25.747,0.05348,-0.0625,306354000,26945124,67555000,0.431,0.093,0.26404,0.07317,0.057529997,USD,
1,5335 Triangle Parkway,Peachtree Corners,Atlanta,GA,30092,United States,404 300 1000,https://www.crawco.com,Insurance Brokers,Financial Services,"Crawford & Company provides claims management and outsourcing solutions for carriers, brokers, and corporations in the United States, the United Kingdom, Europe, Canada, Australia, Asia, and Latin America. The company operates through four segments: North America Loss Adjusting, International Operations, Broadspire, and Platform Solutions. The North America Loss Adjusting segment provides claims management services to insurance companies and self-insured entities risk including property, public liability, automobile, and marine insurances. The International Operations segment provides claims management and adjusting services to insurance carriers and self-insured entities; and field investigation and the evaluation and resolution of property and casualty insurance claims. The Broadspire segment offers claims management services, including workers' compensation, liability, property, accident & health, and disability claims management; accident & health claims programs; disability and leave management services, as well as legal services, risk management information, and consultative analytical services. This segment also provides medical management services; administration services; medical bill review services; and physician review services, as well as claims and risk management services and technology solutions; desktop claim adjusting and evaluation of claims; initial loss reporting services for claimants; loss mitigation services, such as medical bill review, medical case management and vocational rehabilitation; and risk management information services. The Platform Solutions segment offers insurance through service lines, such as Contractor Connection and Networks, including losses caused by natural disasters, such as fires, hailstorms, hurricanes, earthquakes, floods, as well as man-made disasters, such as oil spills, and chemical releases. The company was founded in 1941 and is headquartered in Atlanta, Georgia.",9802,"{'maxAge': 1, 'name': 'Mr. Joseph O. Blanco', 'age': 51, 'title': 'Pres & Director', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 789555, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,2,10,8,1693526400,1672444800,86400,2,10.38,10.37,9.96,10.38,10.38,10.37,9.96,10.38,0.28,0.027,1692230400,3.0,0.670124,8.678261,233316,233316,82245,76460,76460,9.73,10.62,900,900,472100896,5.13,11.19,0.3774485,9.984,8.3236,0.24,0.023121387,USD,808703168,-0.008090001,21209583,29138900,208007,276072,1690761600,1693440000,0.0042,0.48834,0.35388002,3.41,0.0143,3.1,3.2193549,1672444800,1703980800,1688083200,0.445,-10123000,-0.2,1.15,1.02,3:2,859334400,0.647,8.837,NYQ,EQUITY,CRD-A,CRD-A,Crawford & Company,Crawford & Company,649431000,America/New_York,EDT,-14400000,9.98,14.0,14.0,14.0,14.0,none,1,47479000,0.969,91515000,349156000,1.196,1.296,1250769024,232.934,25.747,0.05348,-0.0625,306354000,26945124,67555000,0.431,0.093,0.26404,0.07317,0.057529997,USD,
2,5335 Triangle Parkway,Peachtree Corners,Atlanta,GA,30092,United States,404 300 1000,https://www.crawco.com,Insurance Brokers,Financial Services,"Crawford & Company provides claims management and outsourcing solutions for carriers, brokers, and corporations in the United States, the United Kingdom, Europe, Canada, Australia, Asia, and Latin America. The company operates through four segments: North America Loss Adjusting, International Operations, Broadspire, and Platform Solutions. The North America Loss Adjusting segment provides claims management services to insurance companies and self-insured entities risk including property, public liability, automobile, and marine insurances. The International Operations segment provides claims management and adjusting services to insurance carriers and self-insured entities; and field investigation and the evaluation and resolution of property and casualty insurance claims. The Broadspire segment offers claims management services, including workers' compensation, liability, property, accident & health, and disability claims management; accident & health claims programs; disability and leave management services, as well as legal services, risk management information, and consultative analytical services. This segment also provides medical management services; administration services; medical bill review services; and physician review services, as well as claims and risk management services and technology solutions; desktop claim adjusting and evaluation of claims; initial loss reporting services for claimants; loss mitigation services, such as medical bill review, medical case management and vocational rehabilitation; and risk management information services. The Platform Solutions segment offers insurance through service lines, such as Contractor Connection and Networks, including losses caused by natural disasters, such as fires, hailstorms, hurricanes, earthquakes, floods, as well as man-made disasters, such as oil spills, and chemical releases. The company was founded in 1941 and is headquartered in Atlanta, Georgia.",9802,"{'maxAge': 1, 'name': 'Mr. W. Bruce Swain Jr.', 'age': 58, 'title': 'Exec. VP & CFO', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 653018, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,2,10,8,1693526400,1672444800,86400,2,10.38,10.37,9.96,10.38,10.38,10.37,9.96,10.38,0.28,0.027,1692230400,3.0,0.670124,8.678261,233316,233316,82245,76460,76460,9.73,10.62,900,900,472100896,5.13,11.19,0.3774485,9.984,8.3236,0.24,0.023121387,USD,808703168,-0.008090001,21209583,29138900,208007,276072,1690761600,1693440000,0.0042,0.48834,0.35388002,3.41,0.0143,3.1,3.2193549,1672444800,1703980800,1688083200,0.445,-10123000,-0.2,1.15,1.02,3:2,859334400,0.647,8.837,NYQ,EQUITY,CRD-A,CRD-A,Crawford & Company,Crawford & Company,649431000,America/New_York,EDT,-14400000,9.98,14.0,14.0,14.0,14.0,none,1,47479000,0.969,91515000,349156000,1.196,1.296,1250769024,232.934,25.747,0.05348,-0.0625,306354000,26945124,67555000,0.431,0.093,0.26404,0.07317,0.057529997,USD,
3,5335 Triangle Parkway,Peachtree Corners,Atlanta,GA,30092,United States,404 300 1000,https://www.crawco.com,Insurance Brokers,Financial Services,"Crawford & Company provides claims management and outsourcing solutions for carriers, brokers, and corporations in the United States, the United Kingdom, Europe, Canada, Australia, Asia, and Latin America. The company operates through four segments: North America Loss Adjusting, International Operations, Broadspire, and Platform Solutions. The North America Loss Adjusting segment provides claims management services to insurance companies and self-insured entities risk including property, public liability, automobile, and marine insurances. The International Operations segment provides claims management and adjusting services to insurance carriers and self-insured entities; and field investigation and the evaluation and resolution of property and casualty insurance claims. The Broadspire segment offers claims management services, including workers' compensation, liability, property, accident & health, and disability claims management; accident & health claims programs; disability and leave management services, as well as legal services, risk management information, and consultative analytical services. This segment also provides medical management services; administration services; medical bill review services; and physician review services, as well as claims and risk management services and technology solutions; desktop claim adjusting and evaluation of claims; initial loss reporting services for claimants; loss mitigation services, such as medical bill review, medical case management and vocational rehabilitation; and risk management information services. The Platform Solutions segment offers insurance through service lines, such as Contractor Connection and Networks, including losses caused by natural disasters, such as fires, hailstorms, hurricanes, earthquakes, floods, as well as man-made disasters, such as oil spills, and chemical releases. The company was founded in 1941 and is headquartered in Atlanta, Georgia.",9802,"{'maxAge': 1, 'name': 'Mr. Larry C. Thomas', 'age': 62, 'title': 'Exec. VP & Global Pres of Platform Solutions', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 655230, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,2,10,8,1693526400,1672444800,86400,2,10.38,10.37,9.96,10.38,10.38,10.37,9.96,10.38,0.28,0.027,1692230400,3.0,0.670124,8.678261,233316,233316,82245,76460,76460,9.73,10.62,900,900,472100896,5.13,11.19,0.3774485,9.984,8.3236,0.24,0.023121387,USD,808703168,-0.008090001,21209583,29138900,208007,276072,1690761600,1693440000,0.0042,0.48834,0.35388002,3.41,0.0143,3.1,3.2193549,1672444800,1703980800,1688083200,0.445,-10123000,-0.2,1.15,1.02,3:2,859334400,0.647,8.837,NYQ,EQUITY,CRD-A,CRD-A,Crawford & Company,Crawford & Company,649431000,America/New_York,EDT,-14400000,9.98,14.0,14.0,14.0,14.0,none,1,47479000,0.969,91515000,349156000,1.196,1.296,1250769024,232.934,25.747,0.05348,-0.0625,306354000,26945124,67555000,0.431,0.093,0.26404,0.07317,0.057529997,USD,
4,5335 Triangle Parkway,Peachtree Corners,Atlanta,GA,30092,United States,404 300 1000,https://www.crawco.com,Insurance Brokers,Financial Services,"Crawford & Company provides claims management and outsourcing solutions for carriers, brokers, and corporations in the United States, the United Kingdom, Europe, Canada, Australia, Asia, and Latin America. The company operates through four segments: North America Loss Adjusting, International Operations, Broadspire, and Platform Solutions. The North America Loss Adjusting segment provides claims management services to insurance companies and self-insured entities risk including property, public liability, automobile, and marine insurances. The International Operations segment provides claims management and adjusting services to insurance carriers and self-insured entities; and field investigation and the evaluation and resolution of property and casualty insurance claims. The Broadspire segment offers claims management services, including workers' compensation, liability, property, accident & health, and disability claims management; accident & health claims programs; disability and leave management services, as well as legal services, risk management information, and consultative analytical services. This segment also provides medical management services; administration services; medical bill review services; and physician review services, as well as claims and risk management services and technology solutions; desktop claim adjusting and evaluation of claims; initial loss reporting services for claimants; loss mitigation services, such as medical bill review, medical case management and vocational rehabilitation; and risk management information services. The Platform Solutions segment offers insurance through service lines, such as Contractor Connection and Networks, including losses caused by natural disasters, such as fires, hailstorms, hurricanes, earthquakes, floods, as well as man-made disasters, such as oil spills, and chemical releases. The company was founded in 1941 and is headquartered in Atlanta, Georgia.",9802,"{'maxAge': 1, 'name': 'Mr. Andrew John Bart', 'age': 59, 'title': 'Exec. VP, CEO of International Operations & Acting Pres of Europe', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 681258, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,2,10,8,1693526400,1672444800,86400,2,10.38,10.37,9.96,10.38,10.38,10.37,9.96,10.38,0.28,0.027,1692230400,3.0,0.670124,8.678261,233316,233316,82245,76460,76460,9.73,10.62,900,900,472100896,5.13,11.19,0.3774485,9.984,8.3236,0.24,0.023121387,USD,808703168,-0.008090001,21209583,29138900,208007,276072,1690761600,1693440000,0.0042,0.48834,0.35388002,3.41,0.0143,3.1,3.2193549,1672444800,1703980800,1688083200,0.445,-10123000,-0.2,1.15,1.02,3:2,859334400,0.647,8.837,NYQ,EQUITY,CRD-A,CRD-A,Crawford & Company,Crawford & Company,649431000,America/New_York,EDT,-14400000,9.98,14.0,14.0,14.0,14.0,none,1,47479000,0.969,91515000,349156000,1.196,1.296,1250769024,232.934,25.747,0.05348,-0.0625,306354000,26945124,67555000,0.431,0.093,0.26404,0.07317,0.057529997,USD,
5,5335 Triangle Parkway,Peachtree Corners,Atlanta,GA,30092,United States,404 300 1000,https://www.crawco.com,Insurance Brokers,Financial Services,"Crawford & Company provides claims management and outsourcing solutions for carriers, brokers, and corporations in the United States, the United Kingdom, Europe, Canada, Australia, Asia, and Latin America. The company operates through four segments: North America Loss Adjusting, International Operations, Broadspire, and Platform Solutions. The North America Loss Adjusting segment provides claims management services to insurance companies and self-insured entities risk including property, public liability, automobile, and marine insurances. The International Operations segment provides claims management and adjusting services to insurance carriers and self-insured entities; and field investigation and the evaluation and resolution of property and casualty insurance claims. The Broadspire segment offers claims management services, including workers' compensation, liability, property, accident & health, and disability claims management; accident & health claims programs; disability and leave management services, as well as legal services, risk management information, and consultative analytical services. This segment also provides medical management services; administration services; medical bill review services; and physician review services, as well as claims and risk management services and technology solutions; desktop claim adjusting and evaluation of claims; initial loss reporting services for claimants; loss mitigation services, such as medical bill review, medical case management and vocational rehabilitation; and risk management information services. The Platform Solutions segment offers insurance through service lines, such as Contractor Connection and Networks, including losses caused by natural disasters, such as fires, hailstorms, hurricanes, earthquakes, floods, as well as man-made disasters, such as oil spills, and chemical releases. The company was founded in 1941 and is headquartered in Atlanta, Georgia.",9802,"{'maxAge': 1, 'name': 'Mr. Dalerick Mandel Carden', 'age': 53, 'title': 'Sr. VP, Corp. Controller & Chief Accounting Officer', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,2,10,8,1693526400,1672444800,86400,2,10.38,10.37,9.96,10.38,10.38,10.37,9.96,10.38,0.28,0.027,1692230400,3.0,0.670124,8.678261,233316,233316,82245,76460,76460,9.73,10.62,900,900,472100896,5.13,11.19,0.3774485,9.984,8.3236,0.24,0.023121387,USD,808703168,-0.008090001,21209583,29138900,208007,276072,1690761600,1693440000,0.0042,0.48834,0.35388002,3.41,0.0143,3.1,3.2193549,1672444800,1703980800,1688083200,0.445,-10123000,-0.2,1.15,1.02,3:2,859334400,0.647,8.837,NYQ,EQUITY,CRD-A,CRD-A,Crawford & Company,Crawford & Company,649431000,America/New_York,EDT,-14400000,9.98,14.0,14.0,14.0,14.0,none,1,47479000,0.969,91515000,349156000,1.196,1.296,1250769024,232.934,25.747,0.05348,-0.0625,306354000,26945124,67555000,0.431,0.093,0.26404,0.07317,0.057529997,USD,
6,5335 Triangle Parkway,Peachtree Corners,Atlanta,GA,30092,United States,404 300 1000,https://www.crawco.com,Insurance Brokers,Financial Services,"Crawford & Company provides claims management and outsourcing solutions for carriers, brokers, and corporations in the United States, the United Kingdom, Europe, Canada, Australia, Asia, and Latin America. The company operates through four segments: North America Loss Adjusting, International Operations, Broadspire, and Platform Solutions. The North America Loss Adjusting segment provides claims management services to insurance companies and self-insured entities risk including property, public liability, automobile, and marine insurances. The International Operations segment provides claims management and adjusting services to insurance carriers and self-insured entities; and field investigation and the evaluation and resolution of property and casualty insurance claims. The Broadspire segment offers claims management services, including workers' compensation, liability, property, accident & health, and disability claims management; accident & health claims programs; disability and leave management services, as well as legal services, risk management information, and consultative analytical services. This segment also provides medical management services; administration services; medical bill review services; and physician review services, as well as claims and risk management services and technology solutions; desktop claim adjusting and evaluation of claims; initial loss reporting services for claimants; loss mitigation services, such as medical bill review, medical case management and vocational rehabilitation; and risk management information services. The Platform Solutions segment offers insurance through service lines, such as Contractor Connection and Networks, including losses caused by natural disasters, such as fires, hailstorms, hurricanes, earthquakes, floods, as well as man-made disasters, such as oil spills, and chemical releases. The company was founded in 1941 and is headquartered in Atlanta, Georgia.",9802,"{'maxAge': 1, 'name': 'Mr. Daniel  Volk', 'title': 'Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,2,10,8,1693526400,1672444800,86400,2,10.38,10.37,9.96,10.38,10.38,10.37,9.96,10.38,0.28,0.027,1692230400,3.0,0.670124,8.678261,233316,233316,82245,76460,76460,9.73,10.62,900,900,472100896,5.13,11.19,0.3774485,9.984,8.3236,0.24,0.023121387,USD,808703168,-0.008090001,21209583,29138900,208007,276072,1690761600,1693440000,0.0042,0.48834,0.35388002,3.41,0.0143,3.1,3.2193549,1672444800,1703980800,1688083200,0.445,-10123000,-0.2,1.15,1.02,3:2,859334400,0.647,8.837,NYQ,EQUITY,CRD-A,CRD-A,Crawford & Company,Crawford & Company,649431000,America/New_York,EDT,-14400000,9.98,14.0,14.0,14.0,14.0,none,1,47479000,0.969,91515000,349156000,1.196,1.296,1250769024,232.934,25.747,0.05348,-0.0625,306354000,26945124,67555000,0.431,0.093,0.26404,0.07317,0.057529997,USD,
7,5335 Triangle Parkway,Peachtree Corners,Atlanta,GA,30092,United States,404 300 1000,https://www.crawco.com,Insurance Brokers,Financial Services,"Crawford & Company provides claims management and outsourcing solutions for carriers, brokers, and corporations in the United States, the United Kingdom, Europe, Canada, Australia, Asia, and Latin America. The company operates through four segments: North America Loss Adjusting, International Operations, Broadspire, and Platform Solutions. The North America Loss Adjusting segment provides claims management services to insurance companies and self-insured entities risk including property, public liability, automobile, and marine insurances. The International Operations segment provides claims management and adjusting services to insurance carriers and self-insured entities; and field investigation and the evaluation and resolution of property and casualty insurance claims. The Broadspire segment offers claims management services, including workers' compensation, liability, property, accident & health, and disability claims management; accident & health claims programs; disability and leave management services, as well as legal services, risk management information, and consultative analytical services. This segment also provides medical management services; administration services; medical bill review services; and physician review services, as well as claims and risk management services and technology solutions; desktop claim adjusting and evaluation of claims; initial loss reporting services for claimants; loss mitigation services, such as medical bill review, medical case management and vocational rehabilitation; and risk management information services. The Platform Solutions segment offers insurance through service lines, such as Contractor Connection and Networks, including losses caused by natural disasters, such as fires, hailstorms, hurricanes, earthquakes, floods, as well as man-made disasters, such as oil spills, and chemical releases. The company was founded in 1941 and is headquartered in Atlanta, Georgia.",9802,"{'maxAge': 1, 'name': 'Ms. Tami E. Stevenson', 'age': 55, 'title': 'Sr. VP, Gen. Counsel & Corp. Sec.', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,2,10,8,1693526400,1672444800,86400,2,10.38,10.37,9.96,10.38,10.38,10.37,9.96,10.38,0.28,0.027,1692230400,3.0,0.670124,8.678261,233316,233316,82245,76460,76460,9.73,10.62,900,900,472100896,5.13,11.19,0.3774485,9.984,8.3236,0.24,0.023121387,USD,808703168,-0.008090001,21209583,29138900,208007,276072,1690761600,1693440000,0.0042,0.48834,0.35388002,3.41,0.0143,3.1,3.2193549,1672444800,1703980800,1688083200,0.445,-10123000,-0.2,1.15,1.02,3:2,859334400,0.647,8.837,NYQ,EQUITY,CRD-A,CRD-A,Crawford & Company,Crawford & Company,649431000,America/New_York,EDT,-14400000,9.98,14.0,14.0,14.0,14.0,none,1,47479000,0.969,91515000,349156000,1.196,1.296,1250769024,232.934,25.747,0.05348,-0.0625,306354000,26945124,67555000,0.431,0.093,0.26404,0.07317,0.057529997,USD,
8,5335 Triangle Parkway,Peachtree Corners,Atlanta,GA,30092,United States,404 300 1000,https://www.crawco.com,Insurance Brokers,Financial Services,"Crawford & Company provides claims management and outsourcing solutions for carriers, brokers, and corporations in the United States, the United Kingdom, Europe, Canada, Australia, Asia, and Latin America. The company operates through four segments: North America Loss Adjusting, International Operations, Broadspire, and Platform Solutions. The North America Loss Adjusting segment provides claims management services to insurance companies and self-insured entities risk including property, public liability, automobile, and marine insurances. The International Operations segment provides claims management and adjusting services to insurance carriers and self-insured entities; and field investigation and the evaluation and resolution of property and casualty insurance claims. The Broadspire segment offers claims management services, including workers' compensation, liability, property, accident & health, and disability claims management; accident & health claims programs; disability and leave management services, as well as legal services, risk management information, and consultative analytical services. This segment also provides medical management services; administration services; medical bill review services; and physician review services, as well as claims and risk management services and technology solutions; desktop claim adjusting and evaluation of claims; initial loss reporting services for claimants; loss mitigation services, such as medical bill review, medical case management and vocational rehabilitation; and risk management information services. The Platform Solutions segment offers insurance through service lines, such as Contractor Connection and Networks, including losses caused by natural disasters, such as fires, hailstorms, hurricanes, earthquakes, floods, as well as man-made disasters, such as oil spills, and chemical releases. The company was founded in 1941 and is headquartered in Atlanta, Georgia.",9802,"{'maxAge': 1, 'name': 'Ms. Michelle  Montgomery', 'title': 'Chief Marketing Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,2,10,8,1693526400,1672444800,86400,2,10.38,10.37,9.96,10.38,10.38,10.37,9.96,10.38,0.28,0.027,1692230400,3.0,0.670124,8.678261,233316,233316,82245,76460,76460,9.73,10.62,900,900,472100896,5.13,11.19,0.3774485,9.984,8.3236,0.24,0.023121387,USD,808703168,-0.008090001,21209583,29138900,208007,276072,1690761600,1693440000,0.0042,0.48834,0.35388002,3.41,0.0143,3.1,3.2193549,1672444800,1703980800,1688083200,0.445,-10123000,-0.2,1.15,1.02,3:2,859334400,0.647,8.837,NYQ,EQUITY,CRD-A,CRD-A,Crawford & Company,Crawford & Company,649431000,America/New_York,EDT,-14400000,9.98,14.0,14.0,14.0,14.0,none,1,47479000,0.969,91515000,349156000,1.196,1.296,1250769024,232.934,25.747,0.05348,-0.0625,306354000,26945124,67555000,0.431,0.093,0.26404,0.07317,0.057529997,USD,
9,5335 Triangle Parkway,Peachtree Corners,Atlanta,GA,30092,United States,404 300 1000,https://www.crawco.com,Insurance Brokers,Financial Services,"Crawford & Company provides claims management and outsourcing solutions for carriers, brokers, and corporations in the United States, the United Kingdom, Europe, Canada, Australia, Asia, and Latin America. The company operates through four segments: North America Loss Adjusting, International Operations, Broadspire, and Platform Solutions. The North America Loss Adjusting segment provides claims management services to insurance companies and self-insured entities risk including property, public liability, automobile, and marine insurances. The International Operations segment provides claims management and adjusting services to insurance carriers and self-insured entities; and field investigation and the evaluation and resolution of property and casualty insurance claims. The Broadspire segment offers claims management services, including workers' compensation, liability, property, accident & health, and disability claims management; accident & health claims programs; disability and leave management services, as well as legal services, risk management information, and consultative analytical services. This segment also provides medical management services; administration services; medical bill review services; and physician review services, as well as claims and risk management services and technology solutions; desktop claim adjusting and evaluation of claims; initial loss reporting services for claimants; loss mitigation services, such as medical bill review, medical case management and vocational rehabilitation; and risk management information services. The Platform Solutions segment offers insurance through service lines, such as Contractor Connection and Networks, including losses caused by natural disasters, such as fires, hailstorms, hurricanes, earthquakes, floods, as well as man-made disasters, such as oil spills, and chemical releases. The company was founded in 1941 and is headquartered in Atlanta, Georgia.",9802,"{'maxAge': 1, 'name': 'Ms. Nidhi  Verma', 'age': 49, 'title': 'Sr. VP and Chief People & ESG Officer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,2,10,8,1693526400,1672444800,86400,2,10.38,10.37,9.96,10.38,10.38,10.37,9.96,10.38,0.28,0.027,1692230400,3.0,0.670124,8.678261,233316,233316,82245,76460,76460,9.73,10.62,900,900,472100896,5.13,11.19,0.3774485,9.984,8.3236,0.24,0.023121387,USD,808703168,-0.008090001,21209583,29138900,208007,276072,1690761600,1693440000,0.0042,0.48834,0.35388002,3.41,0.0143,3.1,3.2193549,1672444800,1703980800,1688083200,0.445,-10123000,-0.2,1.15,1.02,3:2,859334400,0.647,8.837,NYQ,EQUITY,CRD-A,CRD-A,Crawford & Company,Crawford & Company,649431000,America/New_York,EDT,-14400000,9.98,14.0,14.0,14.0,14.0,none,1,47479000,0.969,91515000,349156000,1.196,1.296,1250769024,232.934,25.747,0.05348,-0.0625,306354000,26945124,67555000,0.431,0.093,0.26404,0.07317,0.057529997,USD,
