,address1,address2,city,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Skeppsbron 18,PO Box 2094,Stockholm,103 13,Sweden,46 8 56 20 00 00,https://www.kinnevik.com,Asset Management,Asset Management,Financial Services,Financial Services,"Kinnevik AB is a venture capital firm specializing in investments in early to late venture and growth capital. The firm also prefers indirect investments in venture capital funds. It prefers to invest in digital consumer business, education, communication, e-commerce and marketplaces, entertainment, healthcare, and financial services but may also invest in other areas. The firm invests worldwide, especially in Europe with a focus on the Nordics, Latin America, Asia, Australia, Africa, and North America. The firm looks for disruptive, technology-enabled and value-added consumer services in developed and emerging markets. It takes an active role on the boards of its subsidiaries and associated companies. It acts as a long-term lead shareholder in large listed entities. Kinnevik AB was founded in 1936 and is based in Stockholm, Sweden and additional office in London, United Kingdom.  Kinnevik AB formerly known as Investment AB Kinnevik.",45,"{'maxAge': 1, 'name': 'Mr. Georgi  Ganev', 'age': 46, 'title': 'Chief Exec. Officer', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 16493000, 'exercisedValue': 0, 'unexercisedValue': 0}",9,1,1,10,1,1693526400,1672444800,86400,2,119.6,120.55,118.9,121.25,119.6,120.55,118.9,121.25,1598313600,0.0,1.219969,6.7316384,1385506,1385506,1153654,977718,977718,118.95,119.0,0,0,34519543808,117.1,192.0,-5.00646,130.903,149.87074,0.0,0.0,SEK,24819867648,0.0,257524166,243216992,0.0063899998,0.53594,539636,191.932,0.62079275,1672444800,1703980800,1688083200,-7112999936,-25.77,17.7,-0.19,10:1,1083110400,-3.6,-0.20434058,0.14113986,7.0,1598313600,STO,EQUITY,KINV-B.ST,KINV-B.ST,Kinnevik AB ser. B,Kinnevik AB,946886400,Europe/Stockholm,CEST,36033770-4f3f-32e7-b45f-1c7ca5314007,finmb_875516,7200000,119.15,180.0,145.0,164.33,166.5,2.6,hold,6,12241999872,43.471,3508000000,-6895000064,6.49,-24.613,-0.07334,-0.123500004,-19318000000,623000000,0.0,0.0,1.0612,SEK,
1,Skeppsbron 18,PO Box 2094,Stockholm,103 13,Sweden,46 8 56 20 00 00,https://www.kinnevik.com,Asset Management,Asset Management,Financial Services,Financial Services,"Kinnevik AB is a venture capital firm specializing in investments in early to late venture and growth capital. The firm also prefers indirect investments in venture capital funds. It prefers to invest in digital consumer business, education, communication, e-commerce and marketplaces, entertainment, healthcare, and financial services but may also invest in other areas. The firm invests worldwide, especially in Europe with a focus on the Nordics, Latin America, Asia, Australia, Africa, and North America. The firm looks for disruptive, technology-enabled and value-added consumer services in developed and emerging markets. It takes an active role on the boards of its subsidiaries and associated companies. It acts as a long-term lead shareholder in large listed entities. Kinnevik AB was founded in 1936 and is based in Stockholm, Sweden and additional office in London, United Kingdom.  Kinnevik AB formerly known as Investment AB Kinnevik.",45,"{'maxAge': 1, 'name': 'Mr. Samuel  Sjostrom', 'age': 35, 'title': 'Chief Financial Officer', 'yearBorn': 1987, 'exercisedValue': 0, 'unexercisedValue': 0}",9,1,1,10,1,1693526400,1672444800,86400,2,119.6,120.55,118.9,121.25,119.6,120.55,118.9,121.25,1598313600,0.0,1.219969,6.7316384,1385506,1385506,1153654,977718,977718,118.95,119.0,0,0,34519543808,117.1,192.0,-5.00646,130.903,149.87074,0.0,0.0,SEK,24819867648,0.0,257524166,243216992,0.0063899998,0.53594,539636,191.932,0.62079275,1672444800,1703980800,1688083200,-7112999936,-25.77,17.7,-0.19,10:1,1083110400,-3.6,-0.20434058,0.14113986,7.0,1598313600,STO,EQUITY,KINV-B.ST,KINV-B.ST,Kinnevik AB ser. B,Kinnevik AB,946886400,Europe/Stockholm,CEST,36033770-4f3f-32e7-b45f-1c7ca5314007,finmb_875516,7200000,119.15,180.0,145.0,164.33,166.5,2.6,hold,6,12241999872,43.471,3508000000,-6895000064,6.49,-24.613,-0.07334,-0.123500004,-19318000000,623000000,0.0,0.0,1.0612,SEK,
2,Skeppsbron 18,PO Box 2094,Stockholm,103 13,Sweden,46 8 56 20 00 00,https://www.kinnevik.com,Asset Management,Asset Management,Financial Services,Financial Services,"Kinnevik AB is a venture capital firm specializing in investments in early to late venture and growth capital. The firm also prefers indirect investments in venture capital funds. It prefers to invest in digital consumer business, education, communication, e-commerce and marketplaces, entertainment, healthcare, and financial services but may also invest in other areas. The firm invests worldwide, especially in Europe with a focus on the Nordics, Latin America, Asia, Australia, Africa, and North America. The firm looks for disruptive, technology-enabled and value-added consumer services in developed and emerging markets. It takes an active role on the boards of its subsidiaries and associated companies. It acts as a long-term lead shareholder in large listed entities. Kinnevik AB was founded in 1936 and is based in Stockholm, Sweden and additional office in London, United Kingdom.  Kinnevik AB formerly known as Investment AB Kinnevik.",45,"{'maxAge': 1, 'name': 'Ms. Tatiana  Shalalvand', 'age': 35, 'title': 'Investment Director', 'yearBorn': 1987, 'exercisedValue': 0, 'unexercisedValue': 0}",9,1,1,10,1,1693526400,1672444800,86400,2,119.6,120.55,118.9,121.25,119.6,120.55,118.9,121.25,1598313600,0.0,1.219969,6.7316384,1385506,1385506,1153654,977718,977718,118.95,119.0,0,0,34519543808,117.1,192.0,-5.00646,130.903,149.87074,0.0,0.0,SEK,24819867648,0.0,257524166,243216992,0.0063899998,0.53594,539636,191.932,0.62079275,1672444800,1703980800,1688083200,-7112999936,-25.77,17.7,-0.19,10:1,1083110400,-3.6,-0.20434058,0.14113986,7.0,1598313600,STO,EQUITY,KINV-B.ST,KINV-B.ST,Kinnevik AB ser. B,Kinnevik AB,946886400,Europe/Stockholm,CEST,36033770-4f3f-32e7-b45f-1c7ca5314007,finmb_875516,7200000,119.15,180.0,145.0,164.33,166.5,2.6,hold,6,12241999872,43.471,3508000000,-6895000064,6.49,-24.613,-0.07334,-0.123500004,-19318000000,623000000,0.0,0.0,1.0612,SEK,
3,Skeppsbron 18,PO Box 2094,Stockholm,103 13,Sweden,46 8 56 20 00 00,https://www.kinnevik.com,Asset Management,Asset Management,Financial Services,Financial Services,"Kinnevik AB is a venture capital firm specializing in investments in early to late venture and growth capital. The firm also prefers indirect investments in venture capital funds. It prefers to invest in digital consumer business, education, communication, e-commerce and marketplaces, entertainment, healthcare, and financial services but may also invest in other areas. The firm invests worldwide, especially in Europe with a focus on the Nordics, Latin America, Asia, Australia, Africa, and North America. The firm looks for disruptive, technology-enabled and value-added consumer services in developed and emerging markets. It takes an active role on the boards of its subsidiaries and associated companies. It acts as a long-term lead shareholder in large listed entities. Kinnevik AB was founded in 1936 and is based in Stockholm, Sweden and additional office in London, United Kingdom.  Kinnevik AB formerly known as Investment AB Kinnevik.",45,"{'maxAge': 1, 'name': 'Mr. Mattias  Andersson', 'age': 46, 'title': 'Gen. Counsel & Company Sec.', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",9,1,1,10,1,1693526400,1672444800,86400,2,119.6,120.55,118.9,121.25,119.6,120.55,118.9,121.25,1598313600,0.0,1.219969,6.7316384,1385506,1385506,1153654,977718,977718,118.95,119.0,0,0,34519543808,117.1,192.0,-5.00646,130.903,149.87074,0.0,0.0,SEK,24819867648,0.0,257524166,243216992,0.0063899998,0.53594,539636,191.932,0.62079275,1672444800,1703980800,1688083200,-7112999936,-25.77,17.7,-0.19,10:1,1083110400,-3.6,-0.20434058,0.14113986,7.0,1598313600,STO,EQUITY,KINV-B.ST,KINV-B.ST,Kinnevik AB ser. B,Kinnevik AB,946886400,Europe/Stockholm,CEST,36033770-4f3f-32e7-b45f-1c7ca5314007,finmb_875516,7200000,119.15,180.0,145.0,164.33,166.5,2.6,hold,6,12241999872,43.471,3508000000,-6895000064,6.49,-24.613,-0.07334,-0.123500004,-19318000000,623000000,0.0,0.0,1.0612,SEK,
4,Skeppsbron 18,PO Box 2094,Stockholm,103 13,Sweden,46 8 56 20 00 00,https://www.kinnevik.com,Asset Management,Asset Management,Financial Services,Financial Services,"Kinnevik AB is a venture capital firm specializing in investments in early to late venture and growth capital. The firm also prefers indirect investments in venture capital funds. It prefers to invest in digital consumer business, education, communication, e-commerce and marketplaces, entertainment, healthcare, and financial services but may also invest in other areas. The firm invests worldwide, especially in Europe with a focus on the Nordics, Latin America, Asia, Australia, Africa, and North America. The firm looks for disruptive, technology-enabled and value-added consumer services in developed and emerging markets. It takes an active role on the boards of its subsidiaries and associated companies. It acts as a long-term lead shareholder in large listed entities. Kinnevik AB was founded in 1936 and is based in Stockholm, Sweden and additional office in London, United Kingdom.  Kinnevik AB formerly known as Investment AB Kinnevik.",45,"{'maxAge': 1, 'name': 'Ms. Torun  Litzen', 'age': 55, 'title': 'Director of Corp. Communications', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",9,1,1,10,1,1693526400,1672444800,86400,2,119.6,120.55,118.9,121.25,119.6,120.55,118.9,121.25,1598313600,0.0,1.219969,6.7316384,1385506,1385506,1153654,977718,977718,118.95,119.0,0,0,34519543808,117.1,192.0,-5.00646,130.903,149.87074,0.0,0.0,SEK,24819867648,0.0,257524166,243216992,0.0063899998,0.53594,539636,191.932,0.62079275,1672444800,1703980800,1688083200,-7112999936,-25.77,17.7,-0.19,10:1,1083110400,-3.6,-0.20434058,0.14113986,7.0,1598313600,STO,EQUITY,KINV-B.ST,KINV-B.ST,Kinnevik AB ser. B,Kinnevik AB,946886400,Europe/Stockholm,CEST,36033770-4f3f-32e7-b45f-1c7ca5314007,finmb_875516,7200000,119.15,180.0,145.0,164.33,166.5,2.6,hold,6,12241999872,43.471,3508000000,-6895000064,6.49,-24.613,-0.07334,-0.123500004,-19318000000,623000000,0.0,0.0,1.0612,SEK,
5,Skeppsbron 18,PO Box 2094,Stockholm,103 13,Sweden,46 8 56 20 00 00,https://www.kinnevik.com,Asset Management,Asset Management,Financial Services,Financial Services,"Kinnevik AB is a venture capital firm specializing in investments in early to late venture and growth capital. The firm also prefers indirect investments in venture capital funds. It prefers to invest in digital consumer business, education, communication, e-commerce and marketplaces, entertainment, healthcare, and financial services but may also invest in other areas. The firm invests worldwide, especially in Europe with a focus on the Nordics, Latin America, Asia, Australia, Africa, and North America. The firm looks for disruptive, technology-enabled and value-added consumer services in developed and emerging markets. It takes an active role on the boards of its subsidiaries and associated companies. It acts as a long-term lead shareholder in large listed entities. Kinnevik AB was founded in 1936 and is based in Stockholm, Sweden and additional office in London, United Kingdom.  Kinnevik AB formerly known as Investment AB Kinnevik.",45,"{'maxAge': 1, 'name': 'Ms. Anna  Stenberg', 'age': 43, 'title': 'Chief People & Platform Officer', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",9,1,1,10,1,1693526400,1672444800,86400,2,119.6,120.55,118.9,121.25,119.6,120.55,118.9,121.25,1598313600,0.0,1.219969,6.7316384,1385506,1385506,1153654,977718,977718,118.95,119.0,0,0,34519543808,117.1,192.0,-5.00646,130.903,149.87074,0.0,0.0,SEK,24819867648,0.0,257524166,243216992,0.0063899998,0.53594,539636,191.932,0.62079275,1672444800,1703980800,1688083200,-7112999936,-25.77,17.7,-0.19,10:1,1083110400,-3.6,-0.20434058,0.14113986,7.0,1598313600,STO,EQUITY,KINV-B.ST,KINV-B.ST,Kinnevik AB ser. B,Kinnevik AB,946886400,Europe/Stockholm,CEST,36033770-4f3f-32e7-b45f-1c7ca5314007,finmb_875516,7200000,119.15,180.0,145.0,164.33,166.5,2.6,hold,6,12241999872,43.471,3508000000,-6895000064,6.49,-24.613,-0.07334,-0.123500004,-19318000000,623000000,0.0,0.0,1.0612,SEK,
6,Skeppsbron 18,PO Box 2094,Stockholm,103 13,Sweden,46 8 56 20 00 00,https://www.kinnevik.com,Asset Management,Asset Management,Financial Services,Financial Services,"Kinnevik AB is a venture capital firm specializing in investments in early to late venture and growth capital. The firm also prefers indirect investments in venture capital funds. It prefers to invest in digital consumer business, education, communication, e-commerce and marketplaces, entertainment, healthcare, and financial services but may also invest in other areas. The firm invests worldwide, especially in Europe with a focus on the Nordics, Latin America, Asia, Australia, Africa, and North America. The firm looks for disruptive, technology-enabled and value-added consumer services in developed and emerging markets. It takes an active role on the boards of its subsidiaries and associated companies. It acts as a long-term lead shareholder in large listed entities. Kinnevik AB was founded in 1936 and is based in Stockholm, Sweden and additional office in London, United Kingdom.  Kinnevik AB formerly known as Investment AB Kinnevik.",45,"{'maxAge': 1, 'name': 'Mr. Mathew  Joseph CPA, CPA', 'age': 43, 'title': 'Sustainability Director', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",9,1,1,10,1,1693526400,1672444800,86400,2,119.6,120.55,118.9,121.25,119.6,120.55,118.9,121.25,1598313600,0.0,1.219969,6.7316384,1385506,1385506,1153654,977718,977718,118.95,119.0,0,0,34519543808,117.1,192.0,-5.00646,130.903,149.87074,0.0,0.0,SEK,24819867648,0.0,257524166,243216992,0.0063899998,0.53594,539636,191.932,0.62079275,1672444800,1703980800,1688083200,-7112999936,-25.77,17.7,-0.19,10:1,1083110400,-3.6,-0.20434058,0.14113986,7.0,1598313600,STO,EQUITY,KINV-B.ST,KINV-B.ST,Kinnevik AB ser. B,Kinnevik AB,946886400,Europe/Stockholm,CEST,36033770-4f3f-32e7-b45f-1c7ca5314007,finmb_875516,7200000,119.15,180.0,145.0,164.33,166.5,2.6,hold,6,12241999872,43.471,3508000000,-6895000064,6.49,-24.613,-0.07334,-0.123500004,-19318000000,623000000,0.0,0.0,1.0612,SEK,
7,Skeppsbron 18,PO Box 2094,Stockholm,103 13,Sweden,46 8 56 20 00 00,https://www.kinnevik.com,Asset Management,Asset Management,Financial Services,Financial Services,"Kinnevik AB is a venture capital firm specializing in investments in early to late venture and growth capital. The firm also prefers indirect investments in venture capital funds. It prefers to invest in digital consumer business, education, communication, e-commerce and marketplaces, entertainment, healthcare, and financial services but may also invest in other areas. The firm invests worldwide, especially in Europe with a focus on the Nordics, Latin America, Asia, Australia, Africa, and North America. The firm looks for disruptive, technology-enabled and value-added consumer services in developed and emerging markets. It takes an active role on the boards of its subsidiaries and associated companies. It acts as a long-term lead shareholder in large listed entities. Kinnevik AB was founded in 1936 and is based in Stockholm, Sweden and additional office in London, United Kingdom.  Kinnevik AB formerly known as Investment AB Kinnevik.",45,"{'maxAge': 1, 'name': 'Mr. Akhil  Chainwala', 'age': 34, 'title': 'Investment Director and Venture & Growth Investor', 'yearBorn': 1988, 'exercisedValue': 0, 'unexercisedValue': 0}",9,1,1,10,1,1693526400,1672444800,86400,2,119.6,120.55,118.9,121.25,119.6,120.55,118.9,121.25,1598313600,0.0,1.219969,6.7316384,1385506,1385506,1153654,977718,977718,118.95,119.0,0,0,34519543808,117.1,192.0,-5.00646,130.903,149.87074,0.0,0.0,SEK,24819867648,0.0,257524166,243216992,0.0063899998,0.53594,539636,191.932,0.62079275,1672444800,1703980800,1688083200,-7112999936,-25.77,17.7,-0.19,10:1,1083110400,-3.6,-0.20434058,0.14113986,7.0,1598313600,STO,EQUITY,KINV-B.ST,KINV-B.ST,Kinnevik AB ser. B,Kinnevik AB,946886400,Europe/Stockholm,CEST,36033770-4f3f-32e7-b45f-1c7ca5314007,finmb_875516,7200000,119.15,180.0,145.0,164.33,166.5,2.6,hold,6,12241999872,43.471,3508000000,-6895000064,6.49,-24.613,-0.07334,-0.123500004,-19318000000,623000000,0.0,0.0,1.0612,SEK,
8,Skeppsbron 18,PO Box 2094,Stockholm,103 13,Sweden,46 8 56 20 00 00,https://www.kinnevik.com,Asset Management,Asset Management,Financial Services,Financial Services,"Kinnevik AB is a venture capital firm specializing in investments in early to late venture and growth capital. The firm also prefers indirect investments in venture capital funds. It prefers to invest in digital consumer business, education, communication, e-commerce and marketplaces, entertainment, healthcare, and financial services but may also invest in other areas. The firm invests worldwide, especially in Europe with a focus on the Nordics, Latin America, Asia, Australia, Africa, and North America. The firm looks for disruptive, technology-enabled and value-added consumer services in developed and emerging markets. It takes an active role on the boards of its subsidiaries and associated companies. It acts as a long-term lead shareholder in large listed entities. Kinnevik AB was founded in 1936 and is based in Stockholm, Sweden and additional office in London, United Kingdom.  Kinnevik AB formerly known as Investment AB Kinnevik.",45,"{'maxAge': 1, 'name': 'Mr. Andreas  Bernstrom', 'age': 48, 'title': 'Sr. Investment Director', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",9,1,1,10,1,1693526400,1672444800,86400,2,119.6,120.55,118.9,121.25,119.6,120.55,118.9,121.25,1598313600,0.0,1.219969,6.7316384,1385506,1385506,1153654,977718,977718,118.95,119.0,0,0,34519543808,117.1,192.0,-5.00646,130.903,149.87074,0.0,0.0,SEK,24819867648,0.0,257524166,243216992,0.0063899998,0.53594,539636,191.932,0.62079275,1672444800,1703980800,1688083200,-7112999936,-25.77,17.7,-0.19,10:1,1083110400,-3.6,-0.20434058,0.14113986,7.0,1598313600,STO,EQUITY,KINV-B.ST,KINV-B.ST,Kinnevik AB ser. B,Kinnevik AB,946886400,Europe/Stockholm,CEST,36033770-4f3f-32e7-b45f-1c7ca5314007,finmb_875516,7200000,119.15,180.0,145.0,164.33,166.5,2.6,hold,6,12241999872,43.471,3508000000,-6895000064,6.49,-24.613,-0.07334,-0.123500004,-19318000000,623000000,0.0,0.0,1.0612,SEK,
9,Skeppsbron 18,PO Box 2094,Stockholm,103 13,Sweden,46 8 56 20 00 00,https://www.kinnevik.com,Asset Management,Asset Management,Financial Services,Financial Services,"Kinnevik AB is a venture capital firm specializing in investments in early to late venture and growth capital. The firm also prefers indirect investments in venture capital funds. It prefers to invest in digital consumer business, education, communication, e-commerce and marketplaces, entertainment, healthcare, and financial services but may also invest in other areas. The firm invests worldwide, especially in Europe with a focus on the Nordics, Latin America, Asia, Australia, Africa, and North America. The firm looks for disruptive, technology-enabled and value-added consumer services in developed and emerging markets. It takes an active role on the boards of its subsidiaries and associated companies. It acts as a long-term lead shareholder in large listed entities. Kinnevik AB was founded in 1936 and is based in Stockholm, Sweden and additional office in London, United Kingdom.  Kinnevik AB formerly known as Investment AB Kinnevik.",45,"{'maxAge': 1, 'name': 'Ms. Natalie  Tydeman', 'age': 51, 'title': 'Sr. Investment Director', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",9,1,1,10,1,1693526400,1672444800,86400,2,119.6,120.55,118.9,121.25,119.6,120.55,118.9,121.25,1598313600,0.0,1.219969,6.7316384,1385506,1385506,1153654,977718,977718,118.95,119.0,0,0,34519543808,117.1,192.0,-5.00646,130.903,149.87074,0.0,0.0,SEK,24819867648,0.0,257524166,243216992,0.0063899998,0.53594,539636,191.932,0.62079275,1672444800,1703980800,1688083200,-7112999936,-25.77,17.7,-0.19,10:1,1083110400,-3.6,-0.20434058,0.14113986,7.0,1598313600,STO,EQUITY,KINV-B.ST,KINV-B.ST,Kinnevik AB ser. B,Kinnevik AB,946886400,Europe/Stockholm,CEST,36033770-4f3f-32e7-b45f-1c7ca5314007,finmb_875516,7200000,119.15,180.0,145.0,164.33,166.5,2.6,hold,6,12241999872,43.471,3508000000,-6895000064,6.49,-24.613,-0.07334,-0.123500004,-19318000000,623000000,0.0,0.0,1.0612,SEK,
