,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Jl. TB Simatupang No. 8,Pasar Rebo,Jakarta Timur,13760,Indonesia,62 21 2856 5600,62 21 2856 5601,https://www.merckgroup.com/id-id,Drug Manufacturers—Specialty & Generic,Healthcare,"PT Merck Tbk manufactures and sells pharmaceutical products in Indonesia. The company operates through three segments: Biopharma, Consumer Health, and Others. It offers health care products in the areas of cardiovascular, metabolic, oncology, endocrinology, fertility, and neurodegenerative diseases, as well as general medicines. The company also engages in discovering, developing, manufacturing, and marketing pharmaceutical and biological prescription medicines to treat colorectal cancer, head and neck cancer, multiple sclerosis, infertility, growth hormone disorders, and diabetes, as well as thyroid disorders comprising hyperthyroidism and hypothyroidism. In addition, it is involved in the office/property leasing and management activities. The company was formerly known as PT Merck Indonesia Tbk and changed its name to PT Merck Tbk in June 2002. The company was founded in 1970 and is headquartered in East Jakarta, Indonesia. PT Merck Tbk is a subsidiary of Merck Holding GmbH.",384,"{'maxAge': 1, 'name': 'Ms. Evie  Yulin', 'age': 55, 'title': 'Pres Director & Biopharma Director', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,4700.0,4700.0,4700.0,4750.0,4700.0,4700.0,4700.0,4750.0,320.0,0.0681,1684713600,0.96970004,0.686835,14.275323,3400,3400,24081,9460,9460,4710.0,4740.0,0,0,2110080024576,4570.0,5550.0,2.0621536,4776.4,4800.05,320.0,0.068085104,IDR,2003634094080,0.14444,59803520,448000000,0.86651003,0.01361,1574.21,2.991977,1672444800,1703980800,1688083200,-0.259,147801522176,329.94,20:1,1450656000,1.958,9.004,JKT,EQUITY,MERK.JK,MERK.JK,Merck Tbk,PT Merck Tbk,1020391200,Asia/Jakarta,WIB,25200000,4710.0,none,118758432768,265.086,222535057408,16792487936,1.745,4.326,1023241027584,2.381,2284.02,0.12902,0.21037,427591976000,135473274880,153124503552,-0.259,-0.204,0.38066003,0.21747999,0.18993999,IDR,
1,Jl. TB Simatupang No. 8,Pasar Rebo,Jakarta Timur,13760,Indonesia,62 21 2856 5600,62 21 2856 5601,https://www.merckgroup.com/id-id,Drug Manufacturers—Specialty & Generic,Healthcare,"PT Merck Tbk manufactures and sells pharmaceutical products in Indonesia. The company operates through three segments: Biopharma, Consumer Health, and Others. It offers health care products in the areas of cardiovascular, metabolic, oncology, endocrinology, fertility, and neurodegenerative diseases, as well as general medicines. The company also engages in discovering, developing, manufacturing, and marketing pharmaceutical and biological prescription medicines to treat colorectal cancer, head and neck cancer, multiple sclerosis, infertility, growth hormone disorders, and diabetes, as well as thyroid disorders comprising hyperthyroidism and hypothyroidism. In addition, it is involved in the office/property leasing and management activities. The company was formerly known as PT Merck Indonesia Tbk and changed its name to PT Merck Tbk in June 2002. The company was founded in 1970 and is headquartered in East Jakarta, Indonesia. PT Merck Tbk is a subsidiary of Merck Holding GmbH.",384,"{'maxAge': 1, 'name': 'Mr. Bambang  Nurcahyo', 'age': 52, 'title': 'Fin. Director & Director', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,4700.0,4700.0,4700.0,4750.0,4700.0,4700.0,4700.0,4750.0,320.0,0.0681,1684713600,0.96970004,0.686835,14.275323,3400,3400,24081,9460,9460,4710.0,4740.0,0,0,2110080024576,4570.0,5550.0,2.0621536,4776.4,4800.05,320.0,0.068085104,IDR,2003634094080,0.14444,59803520,448000000,0.86651003,0.01361,1574.21,2.991977,1672444800,1703980800,1688083200,-0.259,147801522176,329.94,20:1,1450656000,1.958,9.004,JKT,EQUITY,MERK.JK,MERK.JK,Merck Tbk,PT Merck Tbk,1020391200,Asia/Jakarta,WIB,25200000,4710.0,none,118758432768,265.086,222535057408,16792487936,1.745,4.326,1023241027584,2.381,2284.02,0.12902,0.21037,427591976000,135473274880,153124503552,-0.259,-0.204,0.38066003,0.21747999,0.18993999,IDR,
2,Jl. TB Simatupang No. 8,Pasar Rebo,Jakarta Timur,13760,Indonesia,62 21 2856 5600,62 21 2856 5601,https://www.merckgroup.com/id-id,Drug Manufacturers—Specialty & Generic,Healthcare,"PT Merck Tbk manufactures and sells pharmaceutical products in Indonesia. The company operates through three segments: Biopharma, Consumer Health, and Others. It offers health care products in the areas of cardiovascular, metabolic, oncology, endocrinology, fertility, and neurodegenerative diseases, as well as general medicines. The company also engages in discovering, developing, manufacturing, and marketing pharmaceutical and biological prescription medicines to treat colorectal cancer, head and neck cancer, multiple sclerosis, infertility, growth hormone disorders, and diabetes, as well as thyroid disorders comprising hyperthyroidism and hypothyroidism. In addition, it is involved in the office/property leasing and management activities. The company was formerly known as PT Merck Indonesia Tbk and changed its name to PT Merck Tbk in June 2002. The company was founded in 1970 and is headquartered in East Jakarta, Indonesia. PT Merck Tbk is a subsidiary of Merck Holding GmbH.",384,"{'maxAge': 1, 'name': 'Eduan  Tjong', 'title': 'Supply Chain & Operation Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,4700.0,4700.0,4700.0,4750.0,4700.0,4700.0,4700.0,4750.0,320.0,0.0681,1684713600,0.96970004,0.686835,14.275323,3400,3400,24081,9460,9460,4710.0,4740.0,0,0,2110080024576,4570.0,5550.0,2.0621536,4776.4,4800.05,320.0,0.068085104,IDR,2003634094080,0.14444,59803520,448000000,0.86651003,0.01361,1574.21,2.991977,1672444800,1703980800,1688083200,-0.259,147801522176,329.94,20:1,1450656000,1.958,9.004,JKT,EQUITY,MERK.JK,MERK.JK,Merck Tbk,PT Merck Tbk,1020391200,Asia/Jakarta,WIB,25200000,4710.0,none,118758432768,265.086,222535057408,16792487936,1.745,4.326,1023241027584,2.381,2284.02,0.12902,0.21037,427591976000,135473274880,153124503552,-0.259,-0.204,0.38066003,0.21747999,0.18993999,IDR,
3,Jl. TB Simatupang No. 8,Pasar Rebo,Jakarta Timur,13760,Indonesia,62 21 2856 5600,62 21 2856 5601,https://www.merckgroup.com/id-id,Drug Manufacturers—Specialty & Generic,Healthcare,"PT Merck Tbk manufactures and sells pharmaceutical products in Indonesia. The company operates through three segments: Biopharma, Consumer Health, and Others. It offers health care products in the areas of cardiovascular, metabolic, oncology, endocrinology, fertility, and neurodegenerative diseases, as well as general medicines. The company also engages in discovering, developing, manufacturing, and marketing pharmaceutical and biological prescription medicines to treat colorectal cancer, head and neck cancer, multiple sclerosis, infertility, growth hormone disorders, and diabetes, as well as thyroid disorders comprising hyperthyroidism and hypothyroidism. In addition, it is involved in the office/property leasing and management activities. The company was formerly known as PT Merck Indonesia Tbk and changed its name to PT Merck Tbk in June 2002. The company was founded in 1970 and is headquartered in East Jakarta, Indonesia. PT Merck Tbk is a subsidiary of Merck Holding GmbH.",384,"{'maxAge': 1, 'name': 'Eza  Evariza', 'title': 'Accounting Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,4700.0,4700.0,4700.0,4750.0,4700.0,4700.0,4700.0,4750.0,320.0,0.0681,1684713600,0.96970004,0.686835,14.275323,3400,3400,24081,9460,9460,4710.0,4740.0,0,0,2110080024576,4570.0,5550.0,2.0621536,4776.4,4800.05,320.0,0.068085104,IDR,2003634094080,0.14444,59803520,448000000,0.86651003,0.01361,1574.21,2.991977,1672444800,1703980800,1688083200,-0.259,147801522176,329.94,20:1,1450656000,1.958,9.004,JKT,EQUITY,MERK.JK,MERK.JK,Merck Tbk,PT Merck Tbk,1020391200,Asia/Jakarta,WIB,25200000,4710.0,none,118758432768,265.086,222535057408,16792487936,1.745,4.326,1023241027584,2.381,2284.02,0.12902,0.21037,427591976000,135473274880,153124503552,-0.259,-0.204,0.38066003,0.21747999,0.18993999,IDR,
4,Jl. TB Simatupang No. 8,Pasar Rebo,Jakarta Timur,13760,Indonesia,62 21 2856 5600,62 21 2856 5601,https://www.merckgroup.com/id-id,Drug Manufacturers—Specialty & Generic,Healthcare,"PT Merck Tbk manufactures and sells pharmaceutical products in Indonesia. The company operates through three segments: Biopharma, Consumer Health, and Others. It offers health care products in the areas of cardiovascular, metabolic, oncology, endocrinology, fertility, and neurodegenerative diseases, as well as general medicines. The company also engages in discovering, developing, manufacturing, and marketing pharmaceutical and biological prescription medicines to treat colorectal cancer, head and neck cancer, multiple sclerosis, infertility, growth hormone disorders, and diabetes, as well as thyroid disorders comprising hyperthyroidism and hypothyroidism. In addition, it is involved in the office/property leasing and management activities. The company was formerly known as PT Merck Indonesia Tbk and changed its name to PT Merck Tbk in June 2002. The company was founded in 1970 and is headquartered in East Jakarta, Indonesia. PT Merck Tbk is a subsidiary of Merck Holding GmbH.",384,"{'maxAge': 1, 'name': 'Miranda  Andamsari', 'title': 'Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,4700.0,4700.0,4700.0,4750.0,4700.0,4700.0,4700.0,4750.0,320.0,0.0681,1684713600,0.96970004,0.686835,14.275323,3400,3400,24081,9460,9460,4710.0,4740.0,0,0,2110080024576,4570.0,5550.0,2.0621536,4776.4,4800.05,320.0,0.068085104,IDR,2003634094080,0.14444,59803520,448000000,0.86651003,0.01361,1574.21,2.991977,1672444800,1703980800,1688083200,-0.259,147801522176,329.94,20:1,1450656000,1.958,9.004,JKT,EQUITY,MERK.JK,MERK.JK,Merck Tbk,PT Merck Tbk,1020391200,Asia/Jakarta,WIB,25200000,4710.0,none,118758432768,265.086,222535057408,16792487936,1.745,4.326,1023241027584,2.381,2284.02,0.12902,0.21037,427591976000,135473274880,153124503552,-0.259,-0.204,0.38066003,0.21747999,0.18993999,IDR,
5,Jl. TB Simatupang No. 8,Pasar Rebo,Jakarta Timur,13760,Indonesia,62 21 2856 5600,62 21 2856 5601,https://www.merckgroup.com/id-id,Drug Manufacturers—Specialty & Generic,Healthcare,"PT Merck Tbk manufactures and sells pharmaceutical products in Indonesia. The company operates through three segments: Biopharma, Consumer Health, and Others. It offers health care products in the areas of cardiovascular, metabolic, oncology, endocrinology, fertility, and neurodegenerative diseases, as well as general medicines. The company also engages in discovering, developing, manufacturing, and marketing pharmaceutical and biological prescription medicines to treat colorectal cancer, head and neck cancer, multiple sclerosis, infertility, growth hormone disorders, and diabetes, as well as thyroid disorders comprising hyperthyroidism and hypothyroidism. In addition, it is involved in the office/property leasing and management activities. The company was formerly known as PT Merck Indonesia Tbk and changed its name to PT Merck Tbk in June 2002. The company was founded in 1970 and is headquartered in East Jakarta, Indonesia. PT Merck Tbk is a subsidiary of Merck Holding GmbH.",384,"{'maxAge': 1, 'name': 'Taufiq  Wibowo', 'title': 'Head of Legal', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,4700.0,4700.0,4700.0,4750.0,4700.0,4700.0,4700.0,4750.0,320.0,0.0681,1684713600,0.96970004,0.686835,14.275323,3400,3400,24081,9460,9460,4710.0,4740.0,0,0,2110080024576,4570.0,5550.0,2.0621536,4776.4,4800.05,320.0,0.068085104,IDR,2003634094080,0.14444,59803520,448000000,0.86651003,0.01361,1574.21,2.991977,1672444800,1703980800,1688083200,-0.259,147801522176,329.94,20:1,1450656000,1.958,9.004,JKT,EQUITY,MERK.JK,MERK.JK,Merck Tbk,PT Merck Tbk,1020391200,Asia/Jakarta,WIB,25200000,4710.0,none,118758432768,265.086,222535057408,16792487936,1.745,4.326,1023241027584,2.381,2284.02,0.12902,0.21037,427591976000,135473274880,153124503552,-0.259,-0.204,0.38066003,0.21747999,0.18993999,IDR,
6,Jl. TB Simatupang No. 8,Pasar Rebo,Jakarta Timur,13760,Indonesia,62 21 2856 5600,62 21 2856 5601,https://www.merckgroup.com/id-id,Drug Manufacturers—Specialty & Generic,Healthcare,"PT Merck Tbk manufactures and sells pharmaceutical products in Indonesia. The company operates through three segments: Biopharma, Consumer Health, and Others. It offers health care products in the areas of cardiovascular, metabolic, oncology, endocrinology, fertility, and neurodegenerative diseases, as well as general medicines. The company also engages in discovering, developing, manufacturing, and marketing pharmaceutical and biological prescription medicines to treat colorectal cancer, head and neck cancer, multiple sclerosis, infertility, growth hormone disorders, and diabetes, as well as thyroid disorders comprising hyperthyroidism and hypothyroidism. In addition, it is involved in the office/property leasing and management activities. The company was formerly known as PT Merck Indonesia Tbk and changed its name to PT Merck Tbk in June 2002. The company was founded in 1970 and is headquartered in East Jakarta, Indonesia. PT Merck Tbk is a subsidiary of Merck Holding GmbH.",384,"{'maxAge': 1, 'name': 'Ms. Melisa  Sandrianti', 'age': 44, 'title': 'Corp. Sec. & Corp. Communications Mang.', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,4700.0,4700.0,4700.0,4750.0,4700.0,4700.0,4700.0,4750.0,320.0,0.0681,1684713600,0.96970004,0.686835,14.275323,3400,3400,24081,9460,9460,4710.0,4740.0,0,0,2110080024576,4570.0,5550.0,2.0621536,4776.4,4800.05,320.0,0.068085104,IDR,2003634094080,0.14444,59803520,448000000,0.86651003,0.01361,1574.21,2.991977,1672444800,1703980800,1688083200,-0.259,147801522176,329.94,20:1,1450656000,1.958,9.004,JKT,EQUITY,MERK.JK,MERK.JK,Merck Tbk,PT Merck Tbk,1020391200,Asia/Jakarta,WIB,25200000,4710.0,none,118758432768,265.086,222535057408,16792487936,1.745,4.326,1023241027584,2.381,2284.02,0.12902,0.21037,427591976000,135473274880,153124503552,-0.259,-0.204,0.38066003,0.21747999,0.18993999,IDR,
7,Jl. TB Simatupang No. 8,Pasar Rebo,Jakarta Timur,13760,Indonesia,62 21 2856 5600,62 21 2856 5601,https://www.merckgroup.com/id-id,Drug Manufacturers—Specialty & Generic,Healthcare,"PT Merck Tbk manufactures and sells pharmaceutical products in Indonesia. The company operates through three segments: Biopharma, Consumer Health, and Others. It offers health care products in the areas of cardiovascular, metabolic, oncology, endocrinology, fertility, and neurodegenerative diseases, as well as general medicines. The company also engages in discovering, developing, manufacturing, and marketing pharmaceutical and biological prescription medicines to treat colorectal cancer, head and neck cancer, multiple sclerosis, infertility, growth hormone disorders, and diabetes, as well as thyroid disorders comprising hyperthyroidism and hypothyroidism. In addition, it is involved in the office/property leasing and management activities. The company was formerly known as PT Merck Indonesia Tbk and changed its name to PT Merck Tbk in June 2002. The company was founded in 1970 and is headquartered in East Jakarta, Indonesia. PT Merck Tbk is a subsidiary of Merck Holding GmbH.",384,"{'maxAge': 1, 'name': 'Aquira Kurniawati Moeladi', 'title': 'Human Resource Head', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,4700.0,4700.0,4700.0,4750.0,4700.0,4700.0,4700.0,4750.0,320.0,0.0681,1684713600,0.96970004,0.686835,14.275323,3400,3400,24081,9460,9460,4710.0,4740.0,0,0,2110080024576,4570.0,5550.0,2.0621536,4776.4,4800.05,320.0,0.068085104,IDR,2003634094080,0.14444,59803520,448000000,0.86651003,0.01361,1574.21,2.991977,1672444800,1703980800,1688083200,-0.259,147801522176,329.94,20:1,1450656000,1.958,9.004,JKT,EQUITY,MERK.JK,MERK.JK,Merck Tbk,PT Merck Tbk,1020391200,Asia/Jakarta,WIB,25200000,4710.0,none,118758432768,265.086,222535057408,16792487936,1.745,4.326,1023241027584,2.381,2284.02,0.12902,0.21037,427591976000,135473274880,153124503552,-0.259,-0.204,0.38066003,0.21747999,0.18993999,IDR,
8,Jl. TB Simatupang No. 8,Pasar Rebo,Jakarta Timur,13760,Indonesia,62 21 2856 5600,62 21 2856 5601,https://www.merckgroup.com/id-id,Drug Manufacturers—Specialty & Generic,Healthcare,"PT Merck Tbk manufactures and sells pharmaceutical products in Indonesia. The company operates through three segments: Biopharma, Consumer Health, and Others. It offers health care products in the areas of cardiovascular, metabolic, oncology, endocrinology, fertility, and neurodegenerative diseases, as well as general medicines. The company also engages in discovering, developing, manufacturing, and marketing pharmaceutical and biological prescription medicines to treat colorectal cancer, head and neck cancer, multiple sclerosis, infertility, growth hormone disorders, and diabetes, as well as thyroid disorders comprising hyperthyroidism and hypothyroidism. In addition, it is involved in the office/property leasing and management activities. The company was formerly known as PT Merck Indonesia Tbk and changed its name to PT Merck Tbk in June 2002. The company was founded in 1970 and is headquartered in East Jakarta, Indonesia. PT Merck Tbk is a subsidiary of Merck Holding GmbH.",384,"{'maxAge': 1, 'name': 'Mr. Arryo Aritrixso Teguh Putranto Wachjuwidajat', 'age': 50, 'title': 'Plant Director & Independent Director', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,4700.0,4700.0,4700.0,4750.0,4700.0,4700.0,4700.0,4750.0,320.0,0.0681,1684713600,0.96970004,0.686835,14.275323,3400,3400,24081,9460,9460,4710.0,4740.0,0,0,2110080024576,4570.0,5550.0,2.0621536,4776.4,4800.05,320.0,0.068085104,IDR,2003634094080,0.14444,59803520,448000000,0.86651003,0.01361,1574.21,2.991977,1672444800,1703980800,1688083200,-0.259,147801522176,329.94,20:1,1450656000,1.958,9.004,JKT,EQUITY,MERK.JK,MERK.JK,Merck Tbk,PT Merck Tbk,1020391200,Asia/Jakarta,WIB,25200000,4710.0,none,118758432768,265.086,222535057408,16792487936,1.745,4.326,1023241027584,2.381,2284.02,0.12902,0.21037,427591976000,135473274880,153124503552,-0.259,-0.204,0.38066003,0.21747999,0.18993999,IDR,
9,Jl. TB Simatupang No. 8,Pasar Rebo,Jakarta Timur,13760,Indonesia,62 21 2856 5600,62 21 2856 5601,https://www.merckgroup.com/id-id,Drug Manufacturers—Specialty & Generic,Healthcare,"PT Merck Tbk manufactures and sells pharmaceutical products in Indonesia. The company operates through three segments: Biopharma, Consumer Health, and Others. It offers health care products in the areas of cardiovascular, metabolic, oncology, endocrinology, fertility, and neurodegenerative diseases, as well as general medicines. The company also engages in discovering, developing, manufacturing, and marketing pharmaceutical and biological prescription medicines to treat colorectal cancer, head and neck cancer, multiple sclerosis, infertility, growth hormone disorders, and diabetes, as well as thyroid disorders comprising hyperthyroidism and hypothyroidism. In addition, it is involved in the office/property leasing and management activities. The company was formerly known as PT Merck Indonesia Tbk and changed its name to PT Merck Tbk in June 2002. The company was founded in 1970 and is headquartered in East Jakarta, Indonesia. PT Merck Tbk is a subsidiary of Merck Holding GmbH.",384,"{'maxAge': 1, 'name': 'Ms. Pachita  Ramadhani', 'age': 42, 'title': 'Head of Internal Audit Unit & Sr Fin. Mang.', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,4700.0,4700.0,4700.0,4750.0,4700.0,4700.0,4700.0,4750.0,320.0,0.0681,1684713600,0.96970004,0.686835,14.275323,3400,3400,24081,9460,9460,4710.0,4740.0,0,0,2110080024576,4570.0,5550.0,2.0621536,4776.4,4800.05,320.0,0.068085104,IDR,2003634094080,0.14444,59803520,448000000,0.86651003,0.01361,1574.21,2.991977,1672444800,1703980800,1688083200,-0.259,147801522176,329.94,20:1,1450656000,1.958,9.004,JKT,EQUITY,MERK.JK,MERK.JK,Merck Tbk,PT Merck Tbk,1020391200,Asia/Jakarta,WIB,25200000,4710.0,none,118758432768,265.086,222535057408,16792487936,1.745,4.326,1023241027584,2.381,2284.02,0.12902,0.21037,427591976000,135473274880,153124503552,-0.259,-0.204,0.38066003,0.21747999,0.18993999,IDR,
