,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,150 South Wacker Drive,"Suite 800, Eighth Floor",Chicago,IL,60606,United States,312 205 5050,312 205 9167,https://www.golubcapitalbdc.com,Asset Management,Financial Services,"Golub Capital BDC, Inc. (GBDC) is a business development company and operates as an externally managed closed-end non-diversified management investment company. It invests in debt and minority equity investments in middle-market companies that are, in most cases, sponsored by private equity investors. It typically invests in diversified consumer services, automobiles, healthcare technology, insurance, health care equipment and supplies, hotels, restaurants and leisure, healthcare providers and services, IT services and specialty retails. It seeks to invest in the United States. It primarily invests in first lien traditional senior debt, first lien one stop, junior debt and equity, senior secured, one stop, unitranche, second lien, subordinated and mezzanine loans of middle-market companies, and warrants.","{'maxAge': 1, 'name': 'Mr. David B. Golub', 'age': 60, 'title': 'CEO & Director', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,14.18,14.16,14.16,14.39,14.18,14.16,14.16,14.39,1.48,0.104399994,1693440000,1.3299,8.22,0.655255,14.804123,7.977778,698976,698976,593937,529030,529030,14.13,14.4,3000,1300,2435384320,11.94,15.1,4.36294,14.1946,13.57055,1.29,0.0909732,USD,5464818688,0.29586,169595008,3611135,3713784,1690761600,1693440000,0.021300001,0.04256,0.43370998,5.46,0.0219,14.834,0.96804637,1664496000,1696032000,1688083200,3.737,165150000,0.97,1.8,1.03,1021:1000,1586736000,9.79,NMS,EQUITY,GBDC,GBDC,"Golub Capital BDC, Inc.","Golub Capital BDC, Inc.",1271338200,America/New_York,EDT,-14400000,14.36,16.5,15.0,15.7,15.5,2.2,buy,5,91724000,0.541,3151688960,1.778,3.083,558198016,125.27,3.271,0.0433,0.064720005,387802000,144523872,290179008,3.763,0.618,1.0,0.0,0.71406,USD,
1,150 South Wacker Drive,"Suite 800, Eighth Floor",Chicago,IL,60606,United States,312 205 5050,312 205 9167,https://www.golubcapitalbdc.com,Asset Management,Financial Services,"Golub Capital BDC, Inc. (GBDC) is a business development company and operates as an externally managed closed-end non-diversified management investment company. It invests in debt and minority equity investments in middle-market companies that are, in most cases, sponsored by private equity investors. It typically invests in diversified consumer services, automobiles, healthcare technology, insurance, health care equipment and supplies, hotels, restaurants and leisure, healthcare providers and services, IT services and specialty retails. It seeks to invest in the United States. It primarily invests in first lien traditional senior debt, first lien one stop, junior debt and equity, senior secured, one stop, unitranche, second lien, subordinated and mezzanine loans of middle-market companies, and warrants.","{'maxAge': 1, 'name': 'Mr. Christopher Compton Ericson', 'age': 41, 'title': 'CFO & Treasurer', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,14.18,14.16,14.16,14.39,14.18,14.16,14.16,14.39,1.48,0.104399994,1693440000,1.3299,8.22,0.655255,14.804123,7.977778,698976,698976,593937,529030,529030,14.13,14.4,3000,1300,2435384320,11.94,15.1,4.36294,14.1946,13.57055,1.29,0.0909732,USD,5464818688,0.29586,169595008,3611135,3713784,1690761600,1693440000,0.021300001,0.04256,0.43370998,5.46,0.0219,14.834,0.96804637,1664496000,1696032000,1688083200,3.737,165150000,0.97,1.8,1.03,1021:1000,1586736000,9.79,NMS,EQUITY,GBDC,GBDC,"Golub Capital BDC, Inc.","Golub Capital BDC, Inc.",1271338200,America/New_York,EDT,-14400000,14.36,16.5,15.0,15.7,15.5,2.2,buy,5,91724000,0.541,3151688960,1.778,3.083,558198016,125.27,3.271,0.0433,0.064720005,387802000,144523872,290179008,3.763,0.618,1.0,0.0,0.71406,USD,
2,150 South Wacker Drive,"Suite 800, Eighth Floor",Chicago,IL,60606,United States,312 205 5050,312 205 9167,https://www.golubcapitalbdc.com,Asset Management,Financial Services,"Golub Capital BDC, Inc. (GBDC) is a business development company and operates as an externally managed closed-end non-diversified management investment company. It invests in debt and minority equity investments in middle-market companies that are, in most cases, sponsored by private equity investors. It typically invests in diversified consumer services, automobiles, healthcare technology, insurance, health care equipment and supplies, hotels, restaurants and leisure, healthcare providers and services, IT services and specialty retails. It seeks to invest in the United States. It primarily invests in first lien traditional senior debt, first lien one stop, junior debt and equity, senior secured, one stop, unitranche, second lien, subordinated and mezzanine loans of middle-market companies, and warrants.","{'maxAge': 1, 'name': 'Mr. Matthew W. Benton', 'age': 44, 'title': 'Chief Operating Officer', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,14.18,14.16,14.16,14.39,14.18,14.16,14.16,14.39,1.48,0.104399994,1693440000,1.3299,8.22,0.655255,14.804123,7.977778,698976,698976,593937,529030,529030,14.13,14.4,3000,1300,2435384320,11.94,15.1,4.36294,14.1946,13.57055,1.29,0.0909732,USD,5464818688,0.29586,169595008,3611135,3713784,1690761600,1693440000,0.021300001,0.04256,0.43370998,5.46,0.0219,14.834,0.96804637,1664496000,1696032000,1688083200,3.737,165150000,0.97,1.8,1.03,1021:1000,1586736000,9.79,NMS,EQUITY,GBDC,GBDC,"Golub Capital BDC, Inc.","Golub Capital BDC, Inc.",1271338200,America/New_York,EDT,-14400000,14.36,16.5,15.0,15.7,15.5,2.2,buy,5,91724000,0.541,3151688960,1.778,3.083,558198016,125.27,3.271,0.0433,0.064720005,387802000,144523872,290179008,3.763,0.618,1.0,0.0,0.71406,USD,
3,150 South Wacker Drive,"Suite 800, Eighth Floor",Chicago,IL,60606,United States,312 205 5050,312 205 9167,https://www.golubcapitalbdc.com,Asset Management,Financial Services,"Golub Capital BDC, Inc. (GBDC) is a business development company and operates as an externally managed closed-end non-diversified management investment company. It invests in debt and minority equity investments in middle-market companies that are, in most cases, sponsored by private equity investors. It typically invests in diversified consumer services, automobiles, healthcare technology, insurance, health care equipment and supplies, hotels, restaurants and leisure, healthcare providers and services, IT services and specialty retails. It seeks to invest in the United States. It primarily invests in first lien traditional senior debt, first lien one stop, junior debt and equity, senior secured, one stop, unitranche, second lien, subordinated and mezzanine loans of middle-market companies, and warrants.","{'maxAge': 1, 'name': 'Mr. Joshua Mark Levinson J.D.', 'age': 47, 'title': 'Co-Gen. Counsel, Chief Compliance Officer & Sec.', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,14.18,14.16,14.16,14.39,14.18,14.16,14.16,14.39,1.48,0.104399994,1693440000,1.3299,8.22,0.655255,14.804123,7.977778,698976,698976,593937,529030,529030,14.13,14.4,3000,1300,2435384320,11.94,15.1,4.36294,14.1946,13.57055,1.29,0.0909732,USD,5464818688,0.29586,169595008,3611135,3713784,1690761600,1693440000,0.021300001,0.04256,0.43370998,5.46,0.0219,14.834,0.96804637,1664496000,1696032000,1688083200,3.737,165150000,0.97,1.8,1.03,1021:1000,1586736000,9.79,NMS,EQUITY,GBDC,GBDC,"Golub Capital BDC, Inc.","Golub Capital BDC, Inc.",1271338200,America/New_York,EDT,-14400000,14.36,16.5,15.0,15.7,15.5,2.2,buy,5,91724000,0.541,3151688960,1.778,3.083,558198016,125.27,3.271,0.0433,0.064720005,387802000,144523872,290179008,3.763,0.618,1.0,0.0,0.71406,USD,
4,150 South Wacker Drive,"Suite 800, Eighth Floor",Chicago,IL,60606,United States,312 205 5050,312 205 9167,https://www.golubcapitalbdc.com,Asset Management,Financial Services,"Golub Capital BDC, Inc. (GBDC) is a business development company and operates as an externally managed closed-end non-diversified management investment company. It invests in debt and minority equity investments in middle-market companies that are, in most cases, sponsored by private equity investors. It typically invests in diversified consumer services, automobiles, healthcare technology, insurance, health care equipment and supplies, hotels, restaurants and leisure, healthcare providers and services, IT services and specialty retails. It seeks to invest in the United States. It primarily invests in first lien traditional senior debt, first lien one stop, junior debt and equity, senior secured, one stop, unitranche, second lien, subordinated and mezzanine loans of middle-market companies, and warrants.","{'maxAge': 1, 'name': 'Mr. Andrew H. Steuerman', 'age': 54, 'title': 'Sr. Managing Director of Golub Capital', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,14.18,14.16,14.16,14.39,14.18,14.16,14.16,14.39,1.48,0.104399994,1693440000,1.3299,8.22,0.655255,14.804123,7.977778,698976,698976,593937,529030,529030,14.13,14.4,3000,1300,2435384320,11.94,15.1,4.36294,14.1946,13.57055,1.29,0.0909732,USD,5464818688,0.29586,169595008,3611135,3713784,1690761600,1693440000,0.021300001,0.04256,0.43370998,5.46,0.0219,14.834,0.96804637,1664496000,1696032000,1688083200,3.737,165150000,0.97,1.8,1.03,1021:1000,1586736000,9.79,NMS,EQUITY,GBDC,GBDC,"Golub Capital BDC, Inc.","Golub Capital BDC, Inc.",1271338200,America/New_York,EDT,-14400000,14.36,16.5,15.0,15.7,15.5,2.2,buy,5,91724000,0.541,3151688960,1.778,3.083,558198016,125.27,3.271,0.0433,0.064720005,387802000,144523872,290179008,3.763,0.618,1.0,0.0,0.71406,USD,
5,150 South Wacker Drive,"Suite 800, Eighth Floor",Chicago,IL,60606,United States,312 205 5050,312 205 9167,https://www.golubcapitalbdc.com,Asset Management,Financial Services,"Golub Capital BDC, Inc. (GBDC) is a business development company and operates as an externally managed closed-end non-diversified management investment company. It invests in debt and minority equity investments in middle-market companies that are, in most cases, sponsored by private equity investors. It typically invests in diversified consumer services, automobiles, healthcare technology, insurance, health care equipment and supplies, hotels, restaurants and leisure, healthcare providers and services, IT services and specialty retails. It seeks to invest in the United States. It primarily invests in first lien traditional senior debt, first lien one stop, junior debt and equity, senior secured, one stop, unitranche, second lien, subordinated and mezzanine loans of middle-market companies, and warrants.","{'maxAge': 1, 'name': 'Mr. Gregory W. Cashman', 'age': 57, 'title': 'Sr. Managing Director of Golub Capital', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,14.18,14.16,14.16,14.39,14.18,14.16,14.16,14.39,1.48,0.104399994,1693440000,1.3299,8.22,0.655255,14.804123,7.977778,698976,698976,593937,529030,529030,14.13,14.4,3000,1300,2435384320,11.94,15.1,4.36294,14.1946,13.57055,1.29,0.0909732,USD,5464818688,0.29586,169595008,3611135,3713784,1690761600,1693440000,0.021300001,0.04256,0.43370998,5.46,0.0219,14.834,0.96804637,1664496000,1696032000,1688083200,3.737,165150000,0.97,1.8,1.03,1021:1000,1586736000,9.79,NMS,EQUITY,GBDC,GBDC,"Golub Capital BDC, Inc.","Golub Capital BDC, Inc.",1271338200,America/New_York,EDT,-14400000,14.36,16.5,15.0,15.7,15.5,2.2,buy,5,91724000,0.541,3151688960,1.778,3.083,558198016,125.27,3.271,0.0433,0.064720005,387802000,144523872,290179008,3.763,0.618,1.0,0.0,0.71406,USD,
6,150 South Wacker Drive,"Suite 800, Eighth Floor",Chicago,IL,60606,United States,312 205 5050,312 205 9167,https://www.golubcapitalbdc.com,Asset Management,Financial Services,"Golub Capital BDC, Inc. (GBDC) is a business development company and operates as an externally managed closed-end non-diversified management investment company. It invests in debt and minority equity investments in middle-market companies that are, in most cases, sponsored by private equity investors. It typically invests in diversified consumer services, automobiles, healthcare technology, insurance, health care equipment and supplies, hotels, restaurants and leisure, healthcare providers and services, IT services and specialty retails. It seeks to invest in the United States. It primarily invests in first lien traditional senior debt, first lien one stop, junior debt and equity, senior secured, one stop, unitranche, second lien, subordinated and mezzanine loans of middle-market companies, and warrants.","{'maxAge': 1, 'name': 'Ms. Christina D. Jamieson CPA', 'title': 'Head of Broadly Syndicated Loans', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,14.18,14.16,14.16,14.39,14.18,14.16,14.16,14.39,1.48,0.104399994,1693440000,1.3299,8.22,0.655255,14.804123,7.977778,698976,698976,593937,529030,529030,14.13,14.4,3000,1300,2435384320,11.94,15.1,4.36294,14.1946,13.57055,1.29,0.0909732,USD,5464818688,0.29586,169595008,3611135,3713784,1690761600,1693440000,0.021300001,0.04256,0.43370998,5.46,0.0219,14.834,0.96804637,1664496000,1696032000,1688083200,3.737,165150000,0.97,1.8,1.03,1021:1000,1586736000,9.79,NMS,EQUITY,GBDC,GBDC,"Golub Capital BDC, Inc.","Golub Capital BDC, Inc.",1271338200,America/New_York,EDT,-14400000,14.36,16.5,15.0,15.7,15.5,2.2,buy,5,91724000,0.541,3151688960,1.778,3.083,558198016,125.27,3.271,0.0433,0.064720005,387802000,144523872,290179008,3.763,0.618,1.0,0.0,0.71406,USD,
7,150 South Wacker Drive,"Suite 800, Eighth Floor",Chicago,IL,60606,United States,312 205 5050,312 205 9167,https://www.golubcapitalbdc.com,Asset Management,Financial Services,"Golub Capital BDC, Inc. (GBDC) is a business development company and operates as an externally managed closed-end non-diversified management investment company. It invests in debt and minority equity investments in middle-market companies that are, in most cases, sponsored by private equity investors. It typically invests in diversified consumer services, automobiles, healthcare technology, insurance, health care equipment and supplies, hotels, restaurants and leisure, healthcare providers and services, IT services and specialty retails. It seeks to invest in the United States. It primarily invests in first lien traditional senior debt, first lien one stop, junior debt and equity, senior secured, one stop, unitranche, second lien, subordinated and mezzanine loans of middle-market companies, and warrants.","{'maxAge': 1, 'name': 'Mr. Brian J. Carroll', 'title': 'Sr. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,14.18,14.16,14.16,14.39,14.18,14.16,14.16,14.39,1.48,0.104399994,1693440000,1.3299,8.22,0.655255,14.804123,7.977778,698976,698976,593937,529030,529030,14.13,14.4,3000,1300,2435384320,11.94,15.1,4.36294,14.1946,13.57055,1.29,0.0909732,USD,5464818688,0.29586,169595008,3611135,3713784,1690761600,1693440000,0.021300001,0.04256,0.43370998,5.46,0.0219,14.834,0.96804637,1664496000,1696032000,1688083200,3.737,165150000,0.97,1.8,1.03,1021:1000,1586736000,9.79,NMS,EQUITY,GBDC,GBDC,"Golub Capital BDC, Inc.","Golub Capital BDC, Inc.",1271338200,America/New_York,EDT,-14400000,14.36,16.5,15.0,15.7,15.5,2.2,buy,5,91724000,0.541,3151688960,1.778,3.083,558198016,125.27,3.271,0.0433,0.064720005,387802000,144523872,290179008,3.763,0.618,1.0,0.0,0.71406,USD,
8,150 South Wacker Drive,"Suite 800, Eighth Floor",Chicago,IL,60606,United States,312 205 5050,312 205 9167,https://www.golubcapitalbdc.com,Asset Management,Financial Services,"Golub Capital BDC, Inc. (GBDC) is a business development company and operates as an externally managed closed-end non-diversified management investment company. It invests in debt and minority equity investments in middle-market companies that are, in most cases, sponsored by private equity investors. It typically invests in diversified consumer services, automobiles, healthcare technology, insurance, health care equipment and supplies, hotels, restaurants and leisure, healthcare providers and services, IT services and specialty retails. It seeks to invest in the United States. It primarily invests in first lien traditional senior debt, first lien one stop, junior debt and equity, senior secured, one stop, unitranche, second lien, subordinated and mezzanine loans of middle-market companies, and warrants.","{'maxAge': 1, 'name': 'Mr. Stefano F. Robertson', 'title': 'Managing Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,14.18,14.16,14.16,14.39,14.18,14.16,14.16,14.39,1.48,0.104399994,1693440000,1.3299,8.22,0.655255,14.804123,7.977778,698976,698976,593937,529030,529030,14.13,14.4,3000,1300,2435384320,11.94,15.1,4.36294,14.1946,13.57055,1.29,0.0909732,USD,5464818688,0.29586,169595008,3611135,3713784,1690761600,1693440000,0.021300001,0.04256,0.43370998,5.46,0.0219,14.834,0.96804637,1664496000,1696032000,1688083200,3.737,165150000,0.97,1.8,1.03,1021:1000,1586736000,9.79,NMS,EQUITY,GBDC,GBDC,"Golub Capital BDC, Inc.","Golub Capital BDC, Inc.",1271338200,America/New_York,EDT,-14400000,14.36,16.5,15.0,15.7,15.5,2.2,buy,5,91724000,0.541,3151688960,1.778,3.083,558198016,125.27,3.271,0.0433,0.064720005,387802000,144523872,290179008,3.763,0.618,1.0,0.0,0.71406,USD,
9,150 South Wacker Drive,"Suite 800, Eighth Floor",Chicago,IL,60606,United States,312 205 5050,312 205 9167,https://www.golubcapitalbdc.com,Asset Management,Financial Services,"Golub Capital BDC, Inc. (GBDC) is a business development company and operates as an externally managed closed-end non-diversified management investment company. It invests in debt and minority equity investments in middle-market companies that are, in most cases, sponsored by private equity investors. It typically invests in diversified consumer services, automobiles, healthcare technology, insurance, health care equipment and supplies, hotels, restaurants and leisure, healthcare providers and services, IT services and specialty retails. It seeks to invest in the United States. It primarily invests in first lien traditional senior debt, first lien one stop, junior debt and equity, senior secured, one stop, unitranche, second lien, subordinated and mezzanine loans of middle-market companies, and warrants.","{'maxAge': 1, 'name': 'Mr. Craig J. Petrusha', 'title': 'Principal', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,14.18,14.16,14.16,14.39,14.18,14.16,14.16,14.39,1.48,0.104399994,1693440000,1.3299,8.22,0.655255,14.804123,7.977778,698976,698976,593937,529030,529030,14.13,14.4,3000,1300,2435384320,11.94,15.1,4.36294,14.1946,13.57055,1.29,0.0909732,USD,5464818688,0.29586,169595008,3611135,3713784,1690761600,1693440000,0.021300001,0.04256,0.43370998,5.46,0.0219,14.834,0.96804637,1664496000,1696032000,1688083200,3.737,165150000,0.97,1.8,1.03,1021:1000,1586736000,9.79,NMS,EQUITY,GBDC,GBDC,"Golub Capital BDC, Inc.","Golub Capital BDC, Inc.",1271338200,America/New_York,EDT,-14400000,14.36,16.5,15.0,15.7,15.5,2.2,buy,5,91724000,0.541,3151688960,1.778,3.083,558198016,125.27,3.271,0.0433,0.064720005,387802000,144523872,290179008,3.763,0.618,1.0,0.0,0.71406,USD,
