,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,310 Seven Springs Way,Suite 400 and 500,Brentwood,TN,37027,United States,615 771 6701,https://www.deleklogistics.com,Oil & Gas Refining & Marketing,Energy,"Delek Logistics Partners, LP owns and operates logistics and marketing assets for crude oil, and intermediate and refined products in the United States. It operates through four segments: Gathering and Processing, Wholesale Marketing and Terminalling, Storage and Transportation, and Investment in Pipeline Joint Ventures. The Pipelines and Transportation segment includes pipelines, tanks, and offloading facilities that provide crude oil and natural gas gathering and processing, water disposal and recycling, and storage services, as well as crude oil transportation services to third parties. The Wholesale Marketing and Terminalling segment includes refined products terminals and pipelines in Texas, Tennessee, Arkansas, and Oklahoma. This segment provides marketing services for the refined products and terminalling services at refined products terminals to independent third parties. The Storage and Transportation segment comprises tanks, offloading facilities, trucks, and ancillary assets, which provide crude oil, intermediate, and refined products transportation and storage services. The Investments in Pipeline Joint Ventures segment owns a portion of three joint ventures that have constructed separate crude oil pipeline systems and related ancillary assets, which serves third parties and subsidiaries primarily in the Permian Basin and Gulf Coast regions. Delek Logistics GP, LLC serves as the general partner of the company. Delek Logistics Partners, LP was incorporated in 2012 and is headquartered in Brentwood, Tennessee. Delek Logistics Partners, LP operates as a subsidiary of Delek US Holdings, Inc.","{'maxAge': 1, 'name': 'Mr. Ezra Uzi Yemin', 'age': 54, 'title': 'Exec. Chairman of Delek Logistics GP LLC', 'yearBorn': 1968, 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,42.9,42.48,41.5,43.0541,42.9,42.48,41.5,43.0541,4.14,0.096499994,1691107200,1.1166999,10.12,2.084024,11.527778,10.401003,86018,86018,79951,40230,40230,37.22,42.54,800,800,1808827264,36.5,58.81,1.7169498,44.142,47.8859,4.07,0.0948718,USD,3625115904,0.14868,8823150,43586200,119923,247999,1690761600,1693440000,0.0028,0.79773,0.12722999,0.74,0.0135,-2.971,1672444800,1703980800,1688083200,-0.008,156636992,3.6,3.99,0.99,3.441,10.475,NYQ,EQUITY,DKL,DKL,"Delek Logistics Partners, L.P.","Delek Logistics Partners, LP",1351863000,America/New_York,EDT,-14400000,41.5,45.0,45.0,45.0,45.0,3.0,hold,1,7715000,0.177,346064992,1762983936,1.434,1.514,1053512000,24.198,0.09646,309606000,-130511248,122913000,-0.013,-0.074,0.34188,0.32849,0.24184999,USD,
1,310 Seven Springs Way,Suite 400 and 500,Brentwood,TN,37027,United States,615 771 6701,https://www.deleklogistics.com,Oil & Gas Refining & Marketing,Energy,"Delek Logistics Partners, LP owns and operates logistics and marketing assets for crude oil, and intermediate and refined products in the United States. It operates through four segments: Gathering and Processing, Wholesale Marketing and Terminalling, Storage and Transportation, and Investment in Pipeline Joint Ventures. The Pipelines and Transportation segment includes pipelines, tanks, and offloading facilities that provide crude oil and natural gas gathering and processing, water disposal and recycling, and storage services, as well as crude oil transportation services to third parties. The Wholesale Marketing and Terminalling segment includes refined products terminals and pipelines in Texas, Tennessee, Arkansas, and Oklahoma. This segment provides marketing services for the refined products and terminalling services at refined products terminals to independent third parties. The Storage and Transportation segment comprises tanks, offloading facilities, trucks, and ancillary assets, which provide crude oil, intermediate, and refined products transportation and storage services. The Investments in Pipeline Joint Ventures segment owns a portion of three joint ventures that have constructed separate crude oil pipeline systems and related ancillary assets, which serves third parties and subsidiaries primarily in the Permian Basin and Gulf Coast regions. Delek Logistics GP, LLC serves as the general partner of the company. Delek Logistics Partners, LP was incorporated in 2012 and is headquartered in Brentwood, Tennessee. Delek Logistics Partners, LP operates as a subsidiary of Delek US Holdings, Inc.","{'maxAge': 1, 'name': 'Mr. Avigal  Soreq', 'age': 44, 'title': 'Pres, CEO & Director of Delek Logistics GP, LLC', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,42.9,42.48,41.5,43.0541,42.9,42.48,41.5,43.0541,4.14,0.096499994,1691107200,1.1166999,10.12,2.084024,11.527778,10.401003,86018,86018,79951,40230,40230,37.22,42.54,800,800,1808827264,36.5,58.81,1.7169498,44.142,47.8859,4.07,0.0948718,USD,3625115904,0.14868,8823150,43586200,119923,247999,1690761600,1693440000,0.0028,0.79773,0.12722999,0.74,0.0135,-2.971,1672444800,1703980800,1688083200,-0.008,156636992,3.6,3.99,0.99,3.441,10.475,NYQ,EQUITY,DKL,DKL,"Delek Logistics Partners, L.P.","Delek Logistics Partners, LP",1351863000,America/New_York,EDT,-14400000,41.5,45.0,45.0,45.0,45.0,3.0,hold,1,7715000,0.177,346064992,1762983936,1.434,1.514,1053512000,24.198,0.09646,309606000,-130511248,122913000,-0.013,-0.074,0.34188,0.32849,0.24184999,USD,
2,310 Seven Springs Way,Suite 400 and 500,Brentwood,TN,37027,United States,615 771 6701,https://www.deleklogistics.com,Oil & Gas Refining & Marketing,Energy,"Delek Logistics Partners, LP owns and operates logistics and marketing assets for crude oil, and intermediate and refined products in the United States. It operates through four segments: Gathering and Processing, Wholesale Marketing and Terminalling, Storage and Transportation, and Investment in Pipeline Joint Ventures. The Pipelines and Transportation segment includes pipelines, tanks, and offloading facilities that provide crude oil and natural gas gathering and processing, water disposal and recycling, and storage services, as well as crude oil transportation services to third parties. The Wholesale Marketing and Terminalling segment includes refined products terminals and pipelines in Texas, Tennessee, Arkansas, and Oklahoma. This segment provides marketing services for the refined products and terminalling services at refined products terminals to independent third parties. The Storage and Transportation segment comprises tanks, offloading facilities, trucks, and ancillary assets, which provide crude oil, intermediate, and refined products transportation and storage services. The Investments in Pipeline Joint Ventures segment owns a portion of three joint ventures that have constructed separate crude oil pipeline systems and related ancillary assets, which serves third parties and subsidiaries primarily in the Permian Basin and Gulf Coast regions. Delek Logistics GP, LLC serves as the general partner of the company. Delek Logistics Partners, LP was incorporated in 2012 and is headquartered in Brentwood, Tennessee. Delek Logistics Partners, LP operates as a subsidiary of Delek US Holdings, Inc.","{'maxAge': 1, 'name': 'Mr. Reuven Avraham Spiegel', 'age': 66, 'title': 'Exec. VP, CFO & Director of Delek Logistics GP LLC', 'yearBorn': 1956, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,42.9,42.48,41.5,43.0541,42.9,42.48,41.5,43.0541,4.14,0.096499994,1691107200,1.1166999,10.12,2.084024,11.527778,10.401003,86018,86018,79951,40230,40230,37.22,42.54,800,800,1808827264,36.5,58.81,1.7169498,44.142,47.8859,4.07,0.0948718,USD,3625115904,0.14868,8823150,43586200,119923,247999,1690761600,1693440000,0.0028,0.79773,0.12722999,0.74,0.0135,-2.971,1672444800,1703980800,1688083200,-0.008,156636992,3.6,3.99,0.99,3.441,10.475,NYQ,EQUITY,DKL,DKL,"Delek Logistics Partners, L.P.","Delek Logistics Partners, LP",1351863000,America/New_York,EDT,-14400000,41.5,45.0,45.0,45.0,45.0,3.0,hold,1,7715000,0.177,346064992,1762983936,1.434,1.514,1053512000,24.198,0.09646,309606000,-130511248,122913000,-0.013,-0.074,0.34188,0.32849,0.24184999,USD,
3,310 Seven Springs Way,Suite 400 and 500,Brentwood,TN,37027,United States,615 771 6701,https://www.deleklogistics.com,Oil & Gas Refining & Marketing,Energy,"Delek Logistics Partners, LP owns and operates logistics and marketing assets for crude oil, and intermediate and refined products in the United States. It operates through four segments: Gathering and Processing, Wholesale Marketing and Terminalling, Storage and Transportation, and Investment in Pipeline Joint Ventures. The Pipelines and Transportation segment includes pipelines, tanks, and offloading facilities that provide crude oil and natural gas gathering and processing, water disposal and recycling, and storage services, as well as crude oil transportation services to third parties. The Wholesale Marketing and Terminalling segment includes refined products terminals and pipelines in Texas, Tennessee, Arkansas, and Oklahoma. This segment provides marketing services for the refined products and terminalling services at refined products terminals to independent third parties. The Storage and Transportation segment comprises tanks, offloading facilities, trucks, and ancillary assets, which provide crude oil, intermediate, and refined products transportation and storage services. The Investments in Pipeline Joint Ventures segment owns a portion of three joint ventures that have constructed separate crude oil pipeline systems and related ancillary assets, which serves third parties and subsidiaries primarily in the Permian Basin and Gulf Coast regions. Delek Logistics GP, LLC serves as the general partner of the company. Delek Logistics Partners, LP was incorporated in 2012 and is headquartered in Brentwood, Tennessee. Delek Logistics Partners, LP operates as a subsidiary of Delek US Holdings, Inc.","{'maxAge': 1, 'name': 'Ms. Denise Clark McWatters', 'age': 62, 'title': 'Exec. VP, Gen. Counsel & Sec. of Delek Logistics GP LLC', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,42.9,42.48,41.5,43.0541,42.9,42.48,41.5,43.0541,4.14,0.096499994,1691107200,1.1166999,10.12,2.084024,11.527778,10.401003,86018,86018,79951,40230,40230,37.22,42.54,800,800,1808827264,36.5,58.81,1.7169498,44.142,47.8859,4.07,0.0948718,USD,3625115904,0.14868,8823150,43586200,119923,247999,1690761600,1693440000,0.0028,0.79773,0.12722999,0.74,0.0135,-2.971,1672444800,1703980800,1688083200,-0.008,156636992,3.6,3.99,0.99,3.441,10.475,NYQ,EQUITY,DKL,DKL,"Delek Logistics Partners, L.P.","Delek Logistics Partners, LP",1351863000,America/New_York,EDT,-14400000,41.5,45.0,45.0,45.0,45.0,3.0,hold,1,7715000,0.177,346064992,1762983936,1.434,1.514,1053512000,24.198,0.09646,309606000,-130511248,122913000,-0.013,-0.074,0.34188,0.32849,0.24184999,USD,
4,310 Seven Springs Way,Suite 400 and 500,Brentwood,TN,37027,United States,615 771 6701,https://www.deleklogistics.com,Oil & Gas Refining & Marketing,Energy,"Delek Logistics Partners, LP owns and operates logistics and marketing assets for crude oil, and intermediate and refined products in the United States. It operates through four segments: Gathering and Processing, Wholesale Marketing and Terminalling, Storage and Transportation, and Investment in Pipeline Joint Ventures. The Pipelines and Transportation segment includes pipelines, tanks, and offloading facilities that provide crude oil and natural gas gathering and processing, water disposal and recycling, and storage services, as well as crude oil transportation services to third parties. The Wholesale Marketing and Terminalling segment includes refined products terminals and pipelines in Texas, Tennessee, Arkansas, and Oklahoma. This segment provides marketing services for the refined products and terminalling services at refined products terminals to independent third parties. The Storage and Transportation segment comprises tanks, offloading facilities, trucks, and ancillary assets, which provide crude oil, intermediate, and refined products transportation and storage services. The Investments in Pipeline Joint Ventures segment owns a portion of three joint ventures that have constructed separate crude oil pipeline systems and related ancillary assets, which serves third parties and subsidiaries primarily in the Permian Basin and Gulf Coast regions. Delek Logistics GP, LLC serves as the general partner of the company. Delek Logistics Partners, LP was incorporated in 2012 and is headquartered in Brentwood, Tennessee. Delek Logistics Partners, LP operates as a subsidiary of Delek US Holdings, Inc.","{'maxAge': 1, 'name': 'Mr. Odely  Sakazi', 'age': 38, 'title': 'Sr. VP of Delek Logistics GP LLC', 'yearBorn': 1984, 'fiscalYear': 2022, 'totalPay': 312781, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,42.9,42.48,41.5,43.0541,42.9,42.48,41.5,43.0541,4.14,0.096499994,1691107200,1.1166999,10.12,2.084024,11.527778,10.401003,86018,86018,79951,40230,40230,37.22,42.54,800,800,1808827264,36.5,58.81,1.7169498,44.142,47.8859,4.07,0.0948718,USD,3625115904,0.14868,8823150,43586200,119923,247999,1690761600,1693440000,0.0028,0.79773,0.12722999,0.74,0.0135,-2.971,1672444800,1703980800,1688083200,-0.008,156636992,3.6,3.99,0.99,3.441,10.475,NYQ,EQUITY,DKL,DKL,"Delek Logistics Partners, L.P.","Delek Logistics Partners, LP",1351863000,America/New_York,EDT,-14400000,41.5,45.0,45.0,45.0,45.0,3.0,hold,1,7715000,0.177,346064992,1762983936,1.434,1.514,1053512000,24.198,0.09646,309606000,-130511248,122913000,-0.013,-0.074,0.34188,0.32849,0.24184999,USD,
5,310 Seven Springs Way,Suite 400 and 500,Brentwood,TN,37027,United States,615 771 6701,https://www.deleklogistics.com,Oil & Gas Refining & Marketing,Energy,"Delek Logistics Partners, LP owns and operates logistics and marketing assets for crude oil, and intermediate and refined products in the United States. It operates through four segments: Gathering and Processing, Wholesale Marketing and Terminalling, Storage and Transportation, and Investment in Pipeline Joint Ventures. The Pipelines and Transportation segment includes pipelines, tanks, and offloading facilities that provide crude oil and natural gas gathering and processing, water disposal and recycling, and storage services, as well as crude oil transportation services to third parties. The Wholesale Marketing and Terminalling segment includes refined products terminals and pipelines in Texas, Tennessee, Arkansas, and Oklahoma. This segment provides marketing services for the refined products and terminalling services at refined products terminals to independent third parties. The Storage and Transportation segment comprises tanks, offloading facilities, trucks, and ancillary assets, which provide crude oil, intermediate, and refined products transportation and storage services. The Investments in Pipeline Joint Ventures segment owns a portion of three joint ventures that have constructed separate crude oil pipeline systems and related ancillary assets, which serves third parties and subsidiaries primarily in the Permian Basin and Gulf Coast regions. Delek Logistics GP, LLC serves as the general partner of the company. Delek Logistics Partners, LP was incorporated in 2012 and is headquartered in Brentwood, Tennessee. Delek Logistics Partners, LP operates as a subsidiary of Delek US Holdings, Inc.","{'maxAge': 1, 'name': 'Mr. Joseph  Israel', 'age': 50, 'title': 'Exec. VP of Operations', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,42.9,42.48,41.5,43.0541,42.9,42.48,41.5,43.0541,4.14,0.096499994,1691107200,1.1166999,10.12,2.084024,11.527778,10.401003,86018,86018,79951,40230,40230,37.22,42.54,800,800,1808827264,36.5,58.81,1.7169498,44.142,47.8859,4.07,0.0948718,USD,3625115904,0.14868,8823150,43586200,119923,247999,1690761600,1693440000,0.0028,0.79773,0.12722999,0.74,0.0135,-2.971,1672444800,1703980800,1688083200,-0.008,156636992,3.6,3.99,0.99,3.441,10.475,NYQ,EQUITY,DKL,DKL,"Delek Logistics Partners, L.P.","Delek Logistics Partners, LP",1351863000,America/New_York,EDT,-14400000,41.5,45.0,45.0,45.0,45.0,3.0,hold,1,7715000,0.177,346064992,1762983936,1.434,1.514,1053512000,24.198,0.09646,309606000,-130511248,122913000,-0.013,-0.074,0.34188,0.32849,0.24184999,USD,
6,310 Seven Springs Way,Suite 400 and 500,Brentwood,TN,37027,United States,615 771 6701,https://www.deleklogistics.com,Oil & Gas Refining & Marketing,Energy,"Delek Logistics Partners, LP owns and operates logistics and marketing assets for crude oil, and intermediate and refined products in the United States. It operates through four segments: Gathering and Processing, Wholesale Marketing and Terminalling, Storage and Transportation, and Investment in Pipeline Joint Ventures. The Pipelines and Transportation segment includes pipelines, tanks, and offloading facilities that provide crude oil and natural gas gathering and processing, water disposal and recycling, and storage services, as well as crude oil transportation services to third parties. The Wholesale Marketing and Terminalling segment includes refined products terminals and pipelines in Texas, Tennessee, Arkansas, and Oklahoma. This segment provides marketing services for the refined products and terminalling services at refined products terminals to independent third parties. The Storage and Transportation segment comprises tanks, offloading facilities, trucks, and ancillary assets, which provide crude oil, intermediate, and refined products transportation and storage services. The Investments in Pipeline Joint Ventures segment owns a portion of three joint ventures that have constructed separate crude oil pipeline systems and related ancillary assets, which serves third parties and subsidiaries primarily in the Permian Basin and Gulf Coast regions. Delek Logistics GP, LLC serves as the general partner of the company. Delek Logistics Partners, LP was incorporated in 2012 and is headquartered in Brentwood, Tennessee. Delek Logistics Partners, LP operates as a subsidiary of Delek US Holdings, Inc.","{'maxAge': 1, 'name': 'Mr. Robert  Wright', 'age': 38, 'title': 'Sr. VP & Chief Accounting Officer of Delek Logistics GP, LLC', 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,42.9,42.48,41.5,43.0541,42.9,42.48,41.5,43.0541,4.14,0.096499994,1691107200,1.1166999,10.12,2.084024,11.527778,10.401003,86018,86018,79951,40230,40230,37.22,42.54,800,800,1808827264,36.5,58.81,1.7169498,44.142,47.8859,4.07,0.0948718,USD,3625115904,0.14868,8823150,43586200,119923,247999,1690761600,1693440000,0.0028,0.79773,0.12722999,0.74,0.0135,-2.971,1672444800,1703980800,1688083200,-0.008,156636992,3.6,3.99,0.99,3.441,10.475,NYQ,EQUITY,DKL,DKL,"Delek Logistics Partners, L.P.","Delek Logistics Partners, LP",1351863000,America/New_York,EDT,-14400000,41.5,45.0,45.0,45.0,45.0,3.0,hold,1,7715000,0.177,346064992,1762983936,1.434,1.514,1053512000,24.198,0.09646,309606000,-130511248,122913000,-0.013,-0.074,0.34188,0.32849,0.24184999,USD,
7,310 Seven Springs Way,Suite 400 and 500,Brentwood,TN,37027,United States,615 771 6701,https://www.deleklogistics.com,Oil & Gas Refining & Marketing,Energy,"Delek Logistics Partners, LP owns and operates logistics and marketing assets for crude oil, and intermediate and refined products in the United States. It operates through four segments: Gathering and Processing, Wholesale Marketing and Terminalling, Storage and Transportation, and Investment in Pipeline Joint Ventures. The Pipelines and Transportation segment includes pipelines, tanks, and offloading facilities that provide crude oil and natural gas gathering and processing, water disposal and recycling, and storage services, as well as crude oil transportation services to third parties. The Wholesale Marketing and Terminalling segment includes refined products terminals and pipelines in Texas, Tennessee, Arkansas, and Oklahoma. This segment provides marketing services for the refined products and terminalling services at refined products terminals to independent third parties. The Storage and Transportation segment comprises tanks, offloading facilities, trucks, and ancillary assets, which provide crude oil, intermediate, and refined products transportation and storage services. The Investments in Pipeline Joint Ventures segment owns a portion of three joint ventures that have constructed separate crude oil pipeline systems and related ancillary assets, which serves third parties and subsidiaries primarily in the Permian Basin and Gulf Coast regions. Delek Logistics GP, LLC serves as the general partner of the company. Delek Logistics Partners, LP was incorporated in 2012 and is headquartered in Brentwood, Tennessee. Delek Logistics Partners, LP operates as a subsidiary of Delek US Holdings, Inc.","{'maxAge': 1, 'name': 'Ms. Rosy  Zuklic', 'age': 48, 'title': 'VP of Investor Relations & Market Intelligence of Delek Logistics GP, LLC', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,42.9,42.48,41.5,43.0541,42.9,42.48,41.5,43.0541,4.14,0.096499994,1691107200,1.1166999,10.12,2.084024,11.527778,10.401003,86018,86018,79951,40230,40230,37.22,42.54,800,800,1808827264,36.5,58.81,1.7169498,44.142,47.8859,4.07,0.0948718,USD,3625115904,0.14868,8823150,43586200,119923,247999,1690761600,1693440000,0.0028,0.79773,0.12722999,0.74,0.0135,-2.971,1672444800,1703980800,1688083200,-0.008,156636992,3.6,3.99,0.99,3.441,10.475,NYQ,EQUITY,DKL,DKL,"Delek Logistics Partners, L.P.","Delek Logistics Partners, LP",1351863000,America/New_York,EDT,-14400000,41.5,45.0,45.0,45.0,45.0,3.0,hold,1,7715000,0.177,346064992,1762983936,1.434,1.514,1053512000,24.198,0.09646,309606000,-130511248,122913000,-0.013,-0.074,0.34188,0.32849,0.24184999,USD,
8,310 Seven Springs Way,Suite 400 and 500,Brentwood,TN,37027,United States,615 771 6701,https://www.deleklogistics.com,Oil & Gas Refining & Marketing,Energy,"Delek Logistics Partners, LP owns and operates logistics and marketing assets for crude oil, and intermediate and refined products in the United States. It operates through four segments: Gathering and Processing, Wholesale Marketing and Terminalling, Storage and Transportation, and Investment in Pipeline Joint Ventures. The Pipelines and Transportation segment includes pipelines, tanks, and offloading facilities that provide crude oil and natural gas gathering and processing, water disposal and recycling, and storage services, as well as crude oil transportation services to third parties. The Wholesale Marketing and Terminalling segment includes refined products terminals and pipelines in Texas, Tennessee, Arkansas, and Oklahoma. This segment provides marketing services for the refined products and terminalling services at refined products terminals to independent third parties. The Storage and Transportation segment comprises tanks, offloading facilities, trucks, and ancillary assets, which provide crude oil, intermediate, and refined products transportation and storage services. The Investments in Pipeline Joint Ventures segment owns a portion of three joint ventures that have constructed separate crude oil pipeline systems and related ancillary assets, which serves third parties and subsidiaries primarily in the Permian Basin and Gulf Coast regions. Delek Logistics GP, LLC serves as the general partner of the company. Delek Logistics Partners, LP was incorporated in 2012 and is headquartered in Brentwood, Tennessee. Delek Logistics Partners, LP operates as a subsidiary of Delek US Holdings, Inc.","{'maxAge': 1, 'name': 'Mr. Michael P. Ralsky', 'title': 'VP of Public Affairs & ESG', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,42.9,42.48,41.5,43.0541,42.9,42.48,41.5,43.0541,4.14,0.096499994,1691107200,1.1166999,10.12,2.084024,11.527778,10.401003,86018,86018,79951,40230,40230,37.22,42.54,800,800,1808827264,36.5,58.81,1.7169498,44.142,47.8859,4.07,0.0948718,USD,3625115904,0.14868,8823150,43586200,119923,247999,1690761600,1693440000,0.0028,0.79773,0.12722999,0.74,0.0135,-2.971,1672444800,1703980800,1688083200,-0.008,156636992,3.6,3.99,0.99,3.441,10.475,NYQ,EQUITY,DKL,DKL,"Delek Logistics Partners, L.P.","Delek Logistics Partners, LP",1351863000,America/New_York,EDT,-14400000,41.5,45.0,45.0,45.0,45.0,3.0,hold,1,7715000,0.177,346064992,1762983936,1.434,1.514,1053512000,24.198,0.09646,309606000,-130511248,122913000,-0.013,-0.074,0.34188,0.32849,0.24184999,USD,
9,310 Seven Springs Way,Suite 400 and 500,Brentwood,TN,37027,United States,615 771 6701,https://www.deleklogistics.com,Oil & Gas Refining & Marketing,Energy,"Delek Logistics Partners, LP owns and operates logistics and marketing assets for crude oil, and intermediate and refined products in the United States. It operates through four segments: Gathering and Processing, Wholesale Marketing and Terminalling, Storage and Transportation, and Investment in Pipeline Joint Ventures. The Pipelines and Transportation segment includes pipelines, tanks, and offloading facilities that provide crude oil and natural gas gathering and processing, water disposal and recycling, and storage services, as well as crude oil transportation services to third parties. The Wholesale Marketing and Terminalling segment includes refined products terminals and pipelines in Texas, Tennessee, Arkansas, and Oklahoma. This segment provides marketing services for the refined products and terminalling services at refined products terminals to independent third parties. The Storage and Transportation segment comprises tanks, offloading facilities, trucks, and ancillary assets, which provide crude oil, intermediate, and refined products transportation and storage services. The Investments in Pipeline Joint Ventures segment owns a portion of three joint ventures that have constructed separate crude oil pipeline systems and related ancillary assets, which serves third parties and subsidiaries primarily in the Permian Basin and Gulf Coast regions. Delek Logistics GP, LLC serves as the general partner of the company. Delek Logistics Partners, LP was incorporated in 2012 and is headquartered in Brentwood, Tennessee. Delek Logistics Partners, LP operates as a subsidiary of Delek US Holdings, Inc.","{'maxAge': 1, 'name': 'Mr. Jared Paul Serff', 'age': 54, 'title': 'Exec. VP of Delek Logistics GP LLC', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,42.9,42.48,41.5,43.0541,42.9,42.48,41.5,43.0541,4.14,0.096499994,1691107200,1.1166999,10.12,2.084024,11.527778,10.401003,86018,86018,79951,40230,40230,37.22,42.54,800,800,1808827264,36.5,58.81,1.7169498,44.142,47.8859,4.07,0.0948718,USD,3625115904,0.14868,8823150,43586200,119923,247999,1690761600,1693440000,0.0028,0.79773,0.12722999,0.74,0.0135,-2.971,1672444800,1703980800,1688083200,-0.008,156636992,3.6,3.99,0.99,3.441,10.475,NYQ,EQUITY,DKL,DKL,"Delek Logistics Partners, L.P.","Delek Logistics Partners, LP",1351863000,America/New_York,EDT,-14400000,41.5,45.0,45.0,45.0,45.0,3.0,hold,1,7715000,0.177,346064992,1762983936,1.434,1.514,1053512000,24.198,0.09646,309606000,-130511248,122913000,-0.013,-0.074,0.34188,0.32849,0.24184999,USD,
