,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"4-2, Ohtemachi 1-chome",Chiyoda-ku,Tokyo,100-8088,Japan,81 3 3282 2111,81 3 3282 4241,https://www.marubeni.com,Conglomerates,Industrials,"Marubeni Corporation engages in various business activities. It manufactures, wholesales, and retails apparel, footwear, home furnishing and sport goods, industrial and textile materials, tire and rubber materials, and household and nursing care products; develops uranium, nuclear fuel cycle, iron ore, coking coal, copper mines, and related equipment and services; smelts and refines aluminum and magnesium; leases temporary steel construction materials; explores for, develops, and produces oil and gas; manages infrastructure funds; and develops and manages real estate. The company also offers insurance, technical, ICT, and logistic services; agri-inputs; fertilizer and crop protection product contracting services; crop protection product formulations; wood chips, biomass fuels, pulp and waste papers, paper, paperboards, sanitary, and building and construction materials; engineering, procurement, and construction services; and operation and maintenance services. It trades in fertilizers, dairy, agricultural, and marine products; sugar, processed food, beverages raw materials, and commercial use food materials; grains, oilseeds, feed ingredients, compound feeds, fresh and processed meat, petrochemicals, plastics, salts, chlor-alkalis, life science products, electronic materials, fertilizer materials, and inorganic mineral resources and chemicals; steelmaking raw materials, ferroalloys, nonferrous metals, and steel products; cement and ingots related materials; and petroleum and LPG. The company engages in infrastructure; water; automotive finance; power generation; power service and retail; natural gas; hydrogen; and fuel ammonia businesses. It owns, purchases, operates, leases, sells, and charters aerospace and ship products; leases refrigerated trailers, commercial vehicles, and freight cars; and sells, trades in, leases, finances, and services construction and industrial machinery, and mobility products. The company was founded in 1858 and is based in Tokyo, Japan.","{'maxAge': 1, 'name': 'Mr. Fumiya  Kokubu', 'age': 70, 'title': 'Exec. Chairman', 'yearBorn': 1952, 'fiscalYear': 2022, 'totalPay': 888180, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,1,4,2,1693526400,1672444800,86400,2,15.96,16.105,15.98,16.145,15.96,16.105,15.98,16.145,0.52,0.0323,1695859200,0.2767,4.38,1.083708,8.977528,1142,1142,1518,462,462,15.745,15.975,200000,200000,26897055744,8.784,17.26,0.0032406705,15.4005,13.30355,0.0,0.0,EUR,1782331604992,0.05815,1544168344,1683170048,0.02375,0.44364,1810.282,0.008827354,1680220800,1711843200,1688083200,-0.299,480099008512,1.78,0.215,4.154,FRA,EQUITY,MARA.F,MARA.F,MARUBENI CORP.,Marubeni Corporation,946882800,Europe/Berlin,CEST,7200000,15.98,none,593694031872,352.025,429075988480,2243441983488,0.781,1.383,8299842895872,67.897,4873.836,0.0241,0.16409999,311628234752,508417015808,-0.289,-0.306,0.12722999,0.0517,0.04,JPY,
1,"4-2, Ohtemachi 1-chome",Chiyoda-ku,Tokyo,100-8088,Japan,81 3 3282 2111,81 3 3282 4241,https://www.marubeni.com,Conglomerates,Industrials,"Marubeni Corporation engages in various business activities. It manufactures, wholesales, and retails apparel, footwear, home furnishing and sport goods, industrial and textile materials, tire and rubber materials, and household and nursing care products; develops uranium, nuclear fuel cycle, iron ore, coking coal, copper mines, and related equipment and services; smelts and refines aluminum and magnesium; leases temporary steel construction materials; explores for, develops, and produces oil and gas; manages infrastructure funds; and develops and manages real estate. The company also offers insurance, technical, ICT, and logistic services; agri-inputs; fertilizer and crop protection product contracting services; crop protection product formulations; wood chips, biomass fuels, pulp and waste papers, paper, paperboards, sanitary, and building and construction materials; engineering, procurement, and construction services; and operation and maintenance services. It trades in fertilizers, dairy, agricultural, and marine products; sugar, processed food, beverages raw materials, and commercial use food materials; grains, oilseeds, feed ingredients, compound feeds, fresh and processed meat, petrochemicals, plastics, salts, chlor-alkalis, life science products, electronic materials, fertilizer materials, and inorganic mineral resources and chemicals; steelmaking raw materials, ferroalloys, nonferrous metals, and steel products; cement and ingots related materials; and petroleum and LPG. The company engages in infrastructure; water; automotive finance; power generation; power service and retail; natural gas; hydrogen; and fuel ammonia businesses. It owns, purchases, operates, leases, sells, and charters aerospace and ship products; leases refrigerated trailers, commercial vehicles, and freight cars; and sells, trades in, leases, finances, and services construction and industrial machinery, and mobility products. The company was founded in 1858 and is based in Tokyo, Japan.","{'maxAge': 1, 'name': 'Mr. Masumi  Kakinoki', 'age': 65, 'title': 'Pres, CEO & Representative Director', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 1064460, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,1,4,2,1693526400,1672444800,86400,2,15.96,16.105,15.98,16.145,15.96,16.105,15.98,16.145,0.52,0.0323,1695859200,0.2767,4.38,1.083708,8.977528,1142,1142,1518,462,462,15.745,15.975,200000,200000,26897055744,8.784,17.26,0.0032406705,15.4005,13.30355,0.0,0.0,EUR,1782331604992,0.05815,1544168344,1683170048,0.02375,0.44364,1810.282,0.008827354,1680220800,1711843200,1688083200,-0.299,480099008512,1.78,0.215,4.154,FRA,EQUITY,MARA.F,MARA.F,MARUBENI CORP.,Marubeni Corporation,946882800,Europe/Berlin,CEST,7200000,15.98,none,593694031872,352.025,429075988480,2243441983488,0.781,1.383,8299842895872,67.897,4873.836,0.0241,0.16409999,311628234752,508417015808,-0.289,-0.306,0.12722999,0.0517,0.04,JPY,
2,"4-2, Ohtemachi 1-chome",Chiyoda-ku,Tokyo,100-8088,Japan,81 3 3282 2111,81 3 3282 4241,https://www.marubeni.com,Conglomerates,Industrials,"Marubeni Corporation engages in various business activities. It manufactures, wholesales, and retails apparel, footwear, home furnishing and sport goods, industrial and textile materials, tire and rubber materials, and household and nursing care products; develops uranium, nuclear fuel cycle, iron ore, coking coal, copper mines, and related equipment and services; smelts and refines aluminum and magnesium; leases temporary steel construction materials; explores for, develops, and produces oil and gas; manages infrastructure funds; and develops and manages real estate. The company also offers insurance, technical, ICT, and logistic services; agri-inputs; fertilizer and crop protection product contracting services; crop protection product formulations; wood chips, biomass fuels, pulp and waste papers, paper, paperboards, sanitary, and building and construction materials; engineering, procurement, and construction services; and operation and maintenance services. It trades in fertilizers, dairy, agricultural, and marine products; sugar, processed food, beverages raw materials, and commercial use food materials; grains, oilseeds, feed ingredients, compound feeds, fresh and processed meat, petrochemicals, plastics, salts, chlor-alkalis, life science products, electronic materials, fertilizer materials, and inorganic mineral resources and chemicals; steelmaking raw materials, ferroalloys, nonferrous metals, and steel products; cement and ingots related materials; and petroleum and LPG. The company engages in infrastructure; water; automotive finance; power generation; power service and retail; natural gas; hydrogen; and fuel ammonia businesses. It owns, purchases, operates, leases, sells, and charters aerospace and ship products; leases refrigerated trailers, commercial vehicles, and freight cars; and sells, trades in, leases, finances, and services construction and industrial machinery, and mobility products. The company was founded in 1858 and is based in Tokyo, Japan.","{'maxAge': 1, 'name': 'Mr. Mutsumi  Ishizuki', 'age': 64, 'title': 'Sr. Managing Exe. Officer Chief Admin Officer and Chief Compliance & Chief Information Officer', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 562740, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,1,4,2,1693526400,1672444800,86400,2,15.96,16.105,15.98,16.145,15.96,16.105,15.98,16.145,0.52,0.0323,1695859200,0.2767,4.38,1.083708,8.977528,1142,1142,1518,462,462,15.745,15.975,200000,200000,26897055744,8.784,17.26,0.0032406705,15.4005,13.30355,0.0,0.0,EUR,1782331604992,0.05815,1544168344,1683170048,0.02375,0.44364,1810.282,0.008827354,1680220800,1711843200,1688083200,-0.299,480099008512,1.78,0.215,4.154,FRA,EQUITY,MARA.F,MARA.F,MARUBENI CORP.,Marubeni Corporation,946882800,Europe/Berlin,CEST,7200000,15.98,none,593694031872,352.025,429075988480,2243441983488,0.781,1.383,8299842895872,67.897,4873.836,0.0241,0.16409999,311628234752,508417015808,-0.289,-0.306,0.12722999,0.0517,0.04,JPY,
3,"4-2, Ohtemachi 1-chome",Chiyoda-ku,Tokyo,100-8088,Japan,81 3 3282 2111,81 3 3282 4241,https://www.marubeni.com,Conglomerates,Industrials,"Marubeni Corporation engages in various business activities. It manufactures, wholesales, and retails apparel, footwear, home furnishing and sport goods, industrial and textile materials, tire and rubber materials, and household and nursing care products; develops uranium, nuclear fuel cycle, iron ore, coking coal, copper mines, and related equipment and services; smelts and refines aluminum and magnesium; leases temporary steel construction materials; explores for, develops, and produces oil and gas; manages infrastructure funds; and develops and manages real estate. The company also offers insurance, technical, ICT, and logistic services; agri-inputs; fertilizer and crop protection product contracting services; crop protection product formulations; wood chips, biomass fuels, pulp and waste papers, paper, paperboards, sanitary, and building and construction materials; engineering, procurement, and construction services; and operation and maintenance services. It trades in fertilizers, dairy, agricultural, and marine products; sugar, processed food, beverages raw materials, and commercial use food materials; grains, oilseeds, feed ingredients, compound feeds, fresh and processed meat, petrochemicals, plastics, salts, chlor-alkalis, life science products, electronic materials, fertilizer materials, and inorganic mineral resources and chemicals; steelmaking raw materials, ferroalloys, nonferrous metals, and steel products; cement and ingots related materials; and petroleum and LPG. The company engages in infrastructure; water; automotive finance; power generation; power service and retail; natural gas; hydrogen; and fuel ammonia businesses. It owns, purchases, operates, leases, sells, and charters aerospace and ship products; leases refrigerated trailers, commercial vehicles, and freight cars; and sells, trades in, leases, finances, and services construction and industrial machinery, and mobility products. The company was founded in 1858 and is based in Tokyo, Japan.","{'maxAge': 1, 'name': 'Mr. Akira  Terakawa', 'age': 64, 'title': 'Sr. EVP, CEO of Consumer Products Group & Representative Director', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 535620, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,1,4,2,1693526400,1672444800,86400,2,15.96,16.105,15.98,16.145,15.96,16.105,15.98,16.145,0.52,0.0323,1695859200,0.2767,4.38,1.083708,8.977528,1142,1142,1518,462,462,15.745,15.975,200000,200000,26897055744,8.784,17.26,0.0032406705,15.4005,13.30355,0.0,0.0,EUR,1782331604992,0.05815,1544168344,1683170048,0.02375,0.44364,1810.282,0.008827354,1680220800,1711843200,1688083200,-0.299,480099008512,1.78,0.215,4.154,FRA,EQUITY,MARA.F,MARA.F,MARUBENI CORP.,Marubeni Corporation,946882800,Europe/Berlin,CEST,7200000,15.98,none,593694031872,352.025,429075988480,2243441983488,0.781,1.383,8299842895872,67.897,4873.836,0.0241,0.16409999,311628234752,508417015808,-0.289,-0.306,0.12722999,0.0517,0.04,JPY,
4,"4-2, Ohtemachi 1-chome",Chiyoda-ku,Tokyo,100-8088,Japan,81 3 3282 2111,81 3 3282 4241,https://www.marubeni.com,Conglomerates,Industrials,"Marubeni Corporation engages in various business activities. It manufactures, wholesales, and retails apparel, footwear, home furnishing and sport goods, industrial and textile materials, tire and rubber materials, and household and nursing care products; develops uranium, nuclear fuel cycle, iron ore, coking coal, copper mines, and related equipment and services; smelts and refines aluminum and magnesium; leases temporary steel construction materials; explores for, develops, and produces oil and gas; manages infrastructure funds; and develops and manages real estate. The company also offers insurance, technical, ICT, and logistic services; agri-inputs; fertilizer and crop protection product contracting services; crop protection product formulations; wood chips, biomass fuels, pulp and waste papers, paper, paperboards, sanitary, and building and construction materials; engineering, procurement, and construction services; and operation and maintenance services. It trades in fertilizers, dairy, agricultural, and marine products; sugar, processed food, beverages raw materials, and commercial use food materials; grains, oilseeds, feed ingredients, compound feeds, fresh and processed meat, petrochemicals, plastics, salts, chlor-alkalis, life science products, electronic materials, fertilizer materials, and inorganic mineral resources and chemicals; steelmaking raw materials, ferroalloys, nonferrous metals, and steel products; cement and ingots related materials; and petroleum and LPG. The company engages in infrastructure; water; automotive finance; power generation; power service and retail; natural gas; hydrogen; and fuel ammonia businesses. It owns, purchases, operates, leases, sells, and charters aerospace and ship products; leases refrigerated trailers, commercial vehicles, and freight cars; and sells, trades in, leases, finances, and services construction and industrial machinery, and mobility products. The company was founded in 1858 and is based in Tokyo, Japan.","{'maxAge': 1, 'name': 'Mr. Takayuki  Furuya', 'age': 58, 'title': 'Sr. Managing Exec. Officer, CFO, COO of IR & Credit Ratings, CSDO and Representative Director', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,1,4,2,1693526400,1672444800,86400,2,15.96,16.105,15.98,16.145,15.96,16.105,15.98,16.145,0.52,0.0323,1695859200,0.2767,4.38,1.083708,8.977528,1142,1142,1518,462,462,15.745,15.975,200000,200000,26897055744,8.784,17.26,0.0032406705,15.4005,13.30355,0.0,0.0,EUR,1782331604992,0.05815,1544168344,1683170048,0.02375,0.44364,1810.282,0.008827354,1680220800,1711843200,1688083200,-0.299,480099008512,1.78,0.215,4.154,FRA,EQUITY,MARA.F,MARA.F,MARUBENI CORP.,Marubeni Corporation,946882800,Europe/Berlin,CEST,7200000,15.98,none,593694031872,352.025,429075988480,2243441983488,0.781,1.383,8299842895872,67.897,4873.836,0.0241,0.16409999,311628234752,508417015808,-0.289,-0.306,0.12722999,0.0517,0.04,JPY,
5,"4-2, Ohtemachi 1-chome",Chiyoda-ku,Tokyo,100-8088,Japan,81 3 3282 2111,81 3 3282 4241,https://www.marubeni.com,Conglomerates,Industrials,"Marubeni Corporation engages in various business activities. It manufactures, wholesales, and retails apparel, footwear, home furnishing and sport goods, industrial and textile materials, tire and rubber materials, and household and nursing care products; develops uranium, nuclear fuel cycle, iron ore, coking coal, copper mines, and related equipment and services; smelts and refines aluminum and magnesium; leases temporary steel construction materials; explores for, develops, and produces oil and gas; manages infrastructure funds; and develops and manages real estate. The company also offers insurance, technical, ICT, and logistic services; agri-inputs; fertilizer and crop protection product contracting services; crop protection product formulations; wood chips, biomass fuels, pulp and waste papers, paper, paperboards, sanitary, and building and construction materials; engineering, procurement, and construction services; and operation and maintenance services. It trades in fertilizers, dairy, agricultural, and marine products; sugar, processed food, beverages raw materials, and commercial use food materials; grains, oilseeds, feed ingredients, compound feeds, fresh and processed meat, petrochemicals, plastics, salts, chlor-alkalis, life science products, electronic materials, fertilizer materials, and inorganic mineral resources and chemicals; steelmaking raw materials, ferroalloys, nonferrous metals, and steel products; cement and ingots related materials; and petroleum and LPG. The company engages in infrastructure; water; automotive finance; power generation; power service and retail; natural gas; hydrogen; and fuel ammonia businesses. It owns, purchases, operates, leases, sells, and charters aerospace and ship products; leases refrigerated trailers, commercial vehicles, and freight cars; and sells, trades in, leases, finances, and services construction and industrial machinery, and mobility products. The company was founded in 1858 and is based in Tokyo, Japan.","{'maxAge': 1, 'name': 'Koichi  Ariizumi', 'title': 'Exec. Officer & GM of Legal Dept.', 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,1,4,2,1693526400,1672444800,86400,2,15.96,16.105,15.98,16.145,15.96,16.105,15.98,16.145,0.52,0.0323,1695859200,0.2767,4.38,1.083708,8.977528,1142,1142,1518,462,462,15.745,15.975,200000,200000,26897055744,8.784,17.26,0.0032406705,15.4005,13.30355,0.0,0.0,EUR,1782331604992,0.05815,1544168344,1683170048,0.02375,0.44364,1810.282,0.008827354,1680220800,1711843200,1688083200,-0.299,480099008512,1.78,0.215,4.154,FRA,EQUITY,MARA.F,MARA.F,MARUBENI CORP.,Marubeni Corporation,946882800,Europe/Berlin,CEST,7200000,15.98,none,593694031872,352.025,429075988480,2243441983488,0.781,1.383,8299842895872,67.897,4873.836,0.0241,0.16409999,311628234752,508417015808,-0.289,-0.306,0.12722999,0.0517,0.04,JPY,
6,"4-2, Ohtemachi 1-chome",Chiyoda-ku,Tokyo,100-8088,Japan,81 3 3282 2111,81 3 3282 4241,https://www.marubeni.com,Conglomerates,Industrials,"Marubeni Corporation engages in various business activities. It manufactures, wholesales, and retails apparel, footwear, home furnishing and sport goods, industrial and textile materials, tire and rubber materials, and household and nursing care products; develops uranium, nuclear fuel cycle, iron ore, coking coal, copper mines, and related equipment and services; smelts and refines aluminum and magnesium; leases temporary steel construction materials; explores for, develops, and produces oil and gas; manages infrastructure funds; and develops and manages real estate. The company also offers insurance, technical, ICT, and logistic services; agri-inputs; fertilizer and crop protection product contracting services; crop protection product formulations; wood chips, biomass fuels, pulp and waste papers, paper, paperboards, sanitary, and building and construction materials; engineering, procurement, and construction services; and operation and maintenance services. It trades in fertilizers, dairy, agricultural, and marine products; sugar, processed food, beverages raw materials, and commercial use food materials; grains, oilseeds, feed ingredients, compound feeds, fresh and processed meat, petrochemicals, plastics, salts, chlor-alkalis, life science products, electronic materials, fertilizer materials, and inorganic mineral resources and chemicals; steelmaking raw materials, ferroalloys, nonferrous metals, and steel products; cement and ingots related materials; and petroleum and LPG. The company engages in infrastructure; water; automotive finance; power generation; power service and retail; natural gas; hydrogen; and fuel ammonia businesses. It owns, purchases, operates, leases, sells, and charters aerospace and ship products; leases refrigerated trailers, commercial vehicles, and freight cars; and sells, trades in, leases, finances, and services construction and industrial machinery, and mobility products. The company was founded in 1858 and is based in Tokyo, Japan.","{'maxAge': 1, 'name': 'Mr. Koji  Kashima', 'age': 56, 'title': 'Exec. Officer, Sr. Operating Officer for CAO & CHRO', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,1,4,2,1693526400,1672444800,86400,2,15.96,16.105,15.98,16.145,15.96,16.105,15.98,16.145,0.52,0.0323,1695859200,0.2767,4.38,1.083708,8.977528,1142,1142,1518,462,462,15.745,15.975,200000,200000,26897055744,8.784,17.26,0.0032406705,15.4005,13.30355,0.0,0.0,EUR,1782331604992,0.05815,1544168344,1683170048,0.02375,0.44364,1810.282,0.008827354,1680220800,1711843200,1688083200,-0.299,480099008512,1.78,0.215,4.154,FRA,EQUITY,MARA.F,MARA.F,MARUBENI CORP.,Marubeni Corporation,946882800,Europe/Berlin,CEST,7200000,15.98,none,593694031872,352.025,429075988480,2243441983488,0.781,1.383,8299842895872,67.897,4873.836,0.0241,0.16409999,311628234752,508417015808,-0.289,-0.306,0.12722999,0.0517,0.04,JPY,
7,"4-2, Ohtemachi 1-chome",Chiyoda-ku,Tokyo,100-8088,Japan,81 3 3282 2111,81 3 3282 4241,https://www.marubeni.com,Conglomerates,Industrials,"Marubeni Corporation engages in various business activities. It manufactures, wholesales, and retails apparel, footwear, home furnishing and sport goods, industrial and textile materials, tire and rubber materials, and household and nursing care products; develops uranium, nuclear fuel cycle, iron ore, coking coal, copper mines, and related equipment and services; smelts and refines aluminum and magnesium; leases temporary steel construction materials; explores for, develops, and produces oil and gas; manages infrastructure funds; and develops and manages real estate. The company also offers insurance, technical, ICT, and logistic services; agri-inputs; fertilizer and crop protection product contracting services; crop protection product formulations; wood chips, biomass fuels, pulp and waste papers, paper, paperboards, sanitary, and building and construction materials; engineering, procurement, and construction services; and operation and maintenance services. It trades in fertilizers, dairy, agricultural, and marine products; sugar, processed food, beverages raw materials, and commercial use food materials; grains, oilseeds, feed ingredients, compound feeds, fresh and processed meat, petrochemicals, plastics, salts, chlor-alkalis, life science products, electronic materials, fertilizer materials, and inorganic mineral resources and chemicals; steelmaking raw materials, ferroalloys, nonferrous metals, and steel products; cement and ingots related materials; and petroleum and LPG. The company engages in infrastructure; water; automotive finance; power generation; power service and retail; natural gas; hydrogen; and fuel ammonia businesses. It owns, purchases, operates, leases, sells, and charters aerospace and ship products; leases refrigerated trailers, commercial vehicles, and freight cars; and sells, trades in, leases, finances, and services construction and industrial machinery, and mobility products. The company was founded in 1858 and is based in Tokyo, Japan.","{'maxAge': 1, 'name': 'Mr. Daisuke  Tsuchiya', 'title': 'Exec. Officer and COO of Metals & Mineral Resources Div.', 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,1,4,2,1693526400,1672444800,86400,2,15.96,16.105,15.98,16.145,15.96,16.105,15.98,16.145,0.52,0.0323,1695859200,0.2767,4.38,1.083708,8.977528,1142,1142,1518,462,462,15.745,15.975,200000,200000,26897055744,8.784,17.26,0.0032406705,15.4005,13.30355,0.0,0.0,EUR,1782331604992,0.05815,1544168344,1683170048,0.02375,0.44364,1810.282,0.008827354,1680220800,1711843200,1688083200,-0.299,480099008512,1.78,0.215,4.154,FRA,EQUITY,MARA.F,MARA.F,MARUBENI CORP.,Marubeni Corporation,946882800,Europe/Berlin,CEST,7200000,15.98,none,593694031872,352.025,429075988480,2243441983488,0.781,1.383,8299842895872,67.897,4873.836,0.0241,0.16409999,311628234752,508417015808,-0.289,-0.306,0.12722999,0.0517,0.04,JPY,
8,"4-2, Ohtemachi 1-chome",Chiyoda-ku,Tokyo,100-8088,Japan,81 3 3282 2111,81 3 3282 4241,https://www.marubeni.com,Conglomerates,Industrials,"Marubeni Corporation engages in various business activities. It manufactures, wholesales, and retails apparel, footwear, home furnishing and sport goods, industrial and textile materials, tire and rubber materials, and household and nursing care products; develops uranium, nuclear fuel cycle, iron ore, coking coal, copper mines, and related equipment and services; smelts and refines aluminum and magnesium; leases temporary steel construction materials; explores for, develops, and produces oil and gas; manages infrastructure funds; and develops and manages real estate. The company also offers insurance, technical, ICT, and logistic services; agri-inputs; fertilizer and crop protection product contracting services; crop protection product formulations; wood chips, biomass fuels, pulp and waste papers, paper, paperboards, sanitary, and building and construction materials; engineering, procurement, and construction services; and operation and maintenance services. It trades in fertilizers, dairy, agricultural, and marine products; sugar, processed food, beverages raw materials, and commercial use food materials; grains, oilseeds, feed ingredients, compound feeds, fresh and processed meat, petrochemicals, plastics, salts, chlor-alkalis, life science products, electronic materials, fertilizer materials, and inorganic mineral resources and chemicals; steelmaking raw materials, ferroalloys, nonferrous metals, and steel products; cement and ingots related materials; and petroleum and LPG. The company engages in infrastructure; water; automotive finance; power generation; power service and retail; natural gas; hydrogen; and fuel ammonia businesses. It owns, purchases, operates, leases, sells, and charters aerospace and ship products; leases refrigerated trailers, commercial vehicles, and freight cars; and sells, trades in, leases, finances, and services construction and industrial machinery, and mobility products. The company was founded in 1858 and is based in Tokyo, Japan.","{'maxAge': 1, 'name': 'Mr. Jun  Horie', 'age': 57, 'title': 'Managing Exec. Officer & CEO of Materials Group', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,1,4,2,1693526400,1672444800,86400,2,15.96,16.105,15.98,16.145,15.96,16.105,15.98,16.145,0.52,0.0323,1695859200,0.2767,4.38,1.083708,8.977528,1142,1142,1518,462,462,15.745,15.975,200000,200000,26897055744,8.784,17.26,0.0032406705,15.4005,13.30355,0.0,0.0,EUR,1782331604992,0.05815,1544168344,1683170048,0.02375,0.44364,1810.282,0.008827354,1680220800,1711843200,1688083200,-0.299,480099008512,1.78,0.215,4.154,FRA,EQUITY,MARA.F,MARA.F,MARUBENI CORP.,Marubeni Corporation,946882800,Europe/Berlin,CEST,7200000,15.98,none,593694031872,352.025,429075988480,2243441983488,0.781,1.383,8299842895872,67.897,4873.836,0.0241,0.16409999,311628234752,508417015808,-0.289,-0.306,0.12722999,0.0517,0.04,JPY,
9,"4-2, Ohtemachi 1-chome",Chiyoda-ku,Tokyo,100-8088,Japan,81 3 3282 2111,81 3 3282 4241,https://www.marubeni.com,Conglomerates,Industrials,"Marubeni Corporation engages in various business activities. It manufactures, wholesales, and retails apparel, footwear, home furnishing and sport goods, industrial and textile materials, tire and rubber materials, and household and nursing care products; develops uranium, nuclear fuel cycle, iron ore, coking coal, copper mines, and related equipment and services; smelts and refines aluminum and magnesium; leases temporary steel construction materials; explores for, develops, and produces oil and gas; manages infrastructure funds; and develops and manages real estate. The company also offers insurance, technical, ICT, and logistic services; agri-inputs; fertilizer and crop protection product contracting services; crop protection product formulations; wood chips, biomass fuels, pulp and waste papers, paper, paperboards, sanitary, and building and construction materials; engineering, procurement, and construction services; and operation and maintenance services. It trades in fertilizers, dairy, agricultural, and marine products; sugar, processed food, beverages raw materials, and commercial use food materials; grains, oilseeds, feed ingredients, compound feeds, fresh and processed meat, petrochemicals, plastics, salts, chlor-alkalis, life science products, electronic materials, fertilizer materials, and inorganic mineral resources and chemicals; steelmaking raw materials, ferroalloys, nonferrous metals, and steel products; cement and ingots related materials; and petroleum and LPG. The company engages in infrastructure; water; automotive finance; power generation; power service and retail; natural gas; hydrogen; and fuel ammonia businesses. It owns, purchases, operates, leases, sells, and charters aerospace and ship products; leases refrigerated trailers, commercial vehicles, and freight cars; and sells, trades in, leases, finances, and services construction and industrial machinery, and mobility products. The company was founded in 1858 and is based in Tokyo, Japan.","{'maxAge': 1, 'name': 'Mr. Kenichiro  Oikawa', 'age': 58, 'title': 'Managing Exec. Officer, CSO, Regional CEO of East Asia & Regional CEO of Japan', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,1,4,2,1693526400,1672444800,86400,2,15.96,16.105,15.98,16.145,15.96,16.105,15.98,16.145,0.52,0.0323,1695859200,0.2767,4.38,1.083708,8.977528,1142,1142,1518,462,462,15.745,15.975,200000,200000,26897055744,8.784,17.26,0.0032406705,15.4005,13.30355,0.0,0.0,EUR,1782331604992,0.05815,1544168344,1683170048,0.02375,0.44364,1810.282,0.008827354,1680220800,1711843200,1688083200,-0.299,480099008512,1.78,0.215,4.154,FRA,EQUITY,MARA.F,MARA.F,MARUBENI CORP.,Marubeni Corporation,946882800,Europe/Berlin,CEST,7200000,15.98,none,593694031872,352.025,429075988480,2243441983488,0.781,1.383,8299842895872,67.897,4873.836,0.0241,0.16409999,311628234752,508417015808,-0.289,-0.306,0.12722999,0.0517,0.04,JPY,
