,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio
0,655 Broad Street,17th Floor,Newark,NJ,07102,United States,973 802 9908,https://www.pgim.com/pgim-investments/investments-products/closed-end-funds/fund-profile/pgim-global-high-yield-fund,Asset Management,Financial Services,"PGIM Global Short Duration High Yield Fund, Inc. is a closed ended fixed income mutual fund launched and managed by PGIM Investments LLC. The fund is co-managed by PGIM Fixed Income. It invests in fixed income markets across the globe. The fund primarily invests in high yield fixed income instruments of varying maturities that are rated Ba1 or lower by Moody's Investors Service, Inc. or BB+ or lower by Standard & Poor's Ratings Services. It seeks to maintain a weighted average maturity of five years or less. PGIM Global Short Duration High Yield Fund, Inc. was formed on December 26, 2012 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Stuart Sherman Parker', 'age': 60, 'title': 'Pres and Interested Director', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.05,11.03,11.005,11.09,11.05,11.03,11.005,11.09,1.26,0.11399999,1697068800,9.16,91389,91389,145848,119190,119190,10.96,11.18,800,1100,453027552,10.08,12.14,11.2446,11.1846,0.0,0.0,USD,0.0,40923900,103204,65336,1690761600,1693440000,0.0025,0.0,0.44667998,0.76,-1.49,NYQ,EQUITY,GHY,GHY,PGIM Global Short Duration High,"PGIM Global High Yield Fund, Inc",1356359400,America/New_York,EDT,-14400000,11.07,none,0.0,0.0,0.0,
1,655 Broad Street,17th Floor,Newark,NJ,07102,United States,973 802 9908,https://www.pgim.com/pgim-investments/investments-products/closed-end-funds/fund-profile/pgim-global-high-yield-fund,Asset Management,Financial Services,"PGIM Global Short Duration High Yield Fund, Inc. is a closed ended fixed income mutual fund launched and managed by PGIM Investments LLC. The fund is co-managed by PGIM Fixed Income. It invests in fixed income markets across the globe. The fund primarily invests in high yield fixed income instruments of varying maturities that are rated Ba1 or lower by Moody's Investors Service, Inc. or BB+ or lower by Standard & Poor's Ratings Services. It seeks to maintain a weighted average maturity of five years or less. PGIM Global Short Duration High Yield Fund, Inc. was formed on December 26, 2012 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Mohamed Sadiq Peshimam', 'age': 58, 'title': 'Principal Financial & Accounting Officer and Treasurer', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.05,11.03,11.005,11.09,11.05,11.03,11.005,11.09,1.26,0.11399999,1697068800,9.16,91389,91389,145848,119190,119190,10.96,11.18,800,1100,453027552,10.08,12.14,11.2446,11.1846,0.0,0.0,USD,0.0,40923900,103204,65336,1690761600,1693440000,0.0025,0.0,0.44667998,0.76,-1.49,NYQ,EQUITY,GHY,GHY,PGIM Global Short Duration High,"PGIM Global High Yield Fund, Inc",1356359400,America/New_York,EDT,-14400000,11.07,none,0.0,0.0,0.0,
2,655 Broad Street,17th Floor,Newark,NJ,07102,United States,973 802 9908,https://www.pgim.com/pgim-investments/investments-products/closed-end-funds/fund-profile/pgim-global-high-yield-fund,Asset Management,Financial Services,"PGIM Global Short Duration High Yield Fund, Inc. is a closed ended fixed income mutual fund launched and managed by PGIM Investments LLC. The fund is co-managed by PGIM Fixed Income. It invests in fixed income markets across the globe. The fund primarily invests in high yield fixed income instruments of varying maturities that are rated Ba1 or lower by Moody's Investors Service, Inc. or BB+ or lower by Standard & Poor's Ratings Services. It seeks to maintain a weighted average maturity of five years or less. PGIM Global Short Duration High Yield Fund, Inc. was formed on December 26, 2012 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Chad Alan Earnst C.A.I.A.', 'age': 47, 'title': 'Chief Compliance Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.05,11.03,11.005,11.09,11.05,11.03,11.005,11.09,1.26,0.11399999,1697068800,9.16,91389,91389,145848,119190,119190,10.96,11.18,800,1100,453027552,10.08,12.14,11.2446,11.1846,0.0,0.0,USD,0.0,40923900,103204,65336,1690761600,1693440000,0.0025,0.0,0.44667998,0.76,-1.49,NYQ,EQUITY,GHY,GHY,PGIM Global Short Duration High,"PGIM Global High Yield Fund, Inc",1356359400,America/New_York,EDT,-14400000,11.07,none,0.0,0.0,0.0,
3,655 Broad Street,17th Floor,Newark,NJ,07102,United States,973 802 9908,https://www.pgim.com/pgim-investments/investments-products/closed-end-funds/fund-profile/pgim-global-high-yield-fund,Asset Management,Financial Services,"PGIM Global Short Duration High Yield Fund, Inc. is a closed ended fixed income mutual fund launched and managed by PGIM Investments LLC. The fund is co-managed by PGIM Fixed Income. It invests in fixed income markets across the globe. The fund primarily invests in high yield fixed income instruments of varying maturities that are rated Ba1 or lower by Moody's Investors Service, Inc. or BB+ or lower by Standard & Poor's Ratings Services. It seeks to maintain a weighted average maturity of five years or less. PGIM Global Short Duration High Yield Fund, Inc. was formed on December 26, 2012 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Ms. Deborah A. Docs', 'age': 64, 'title': 'Sec.', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.05,11.03,11.005,11.09,11.05,11.03,11.005,11.09,1.26,0.11399999,1697068800,9.16,91389,91389,145848,119190,119190,10.96,11.18,800,1100,453027552,10.08,12.14,11.2446,11.1846,0.0,0.0,USD,0.0,40923900,103204,65336,1690761600,1693440000,0.0025,0.0,0.44667998,0.76,-1.49,NYQ,EQUITY,GHY,GHY,PGIM Global Short Duration High,"PGIM Global High Yield Fund, Inc",1356359400,America/New_York,EDT,-14400000,11.07,none,0.0,0.0,0.0,
4,655 Broad Street,17th Floor,Newark,NJ,07102,United States,973 802 9908,https://www.pgim.com/pgim-investments/investments-products/closed-end-funds/fund-profile/pgim-global-high-yield-fund,Asset Management,Financial Services,"PGIM Global Short Duration High Yield Fund, Inc. is a closed ended fixed income mutual fund launched and managed by PGIM Investments LLC. The fund is co-managed by PGIM Fixed Income. It invests in fixed income markets across the globe. The fund primarily invests in high yield fixed income instruments of varying maturities that are rated Ba1 or lower by Moody's Investors Service, Inc. or BB+ or lower by Standard & Poor's Ratings Services. It seeks to maintain a weighted average maturity of five years or less. PGIM Global Short Duration High Yield Fund, Inc. was formed on December 26, 2012 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Stephen  Haeckel', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.05,11.03,11.005,11.09,11.05,11.03,11.005,11.09,1.26,0.11399999,1697068800,9.16,91389,91389,145848,119190,119190,10.96,11.18,800,1100,453027552,10.08,12.14,11.2446,11.1846,0.0,0.0,USD,0.0,40923900,103204,65336,1690761600,1693440000,0.0025,0.0,0.44667998,0.76,-1.49,NYQ,EQUITY,GHY,GHY,PGIM Global Short Duration High,"PGIM Global High Yield Fund, Inc",1356359400,America/New_York,EDT,-14400000,11.07,none,0.0,0.0,0.0,
5,655 Broad Street,17th Floor,Newark,NJ,07102,United States,973 802 9908,https://www.pgim.com/pgim-investments/investments-products/closed-end-funds/fund-profile/pgim-global-high-yield-fund,Asset Management,Financial Services,"PGIM Global Short Duration High Yield Fund, Inc. is a closed ended fixed income mutual fund launched and managed by PGIM Investments LLC. The fund is co-managed by PGIM Fixed Income. It invests in fixed income markets across the globe. The fund primarily invests in high yield fixed income instruments of varying maturities that are rated Ba1 or lower by Moody's Investors Service, Inc. or BB+ or lower by Standard & Poor's Ratings Services. It seeks to maintain a weighted average maturity of five years or less. PGIM Global Short Duration High Yield Fund, Inc. was formed on December 26, 2012 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Scott Edward Benjamin', 'age': 49, 'title': 'VP and Interested Director', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.05,11.03,11.005,11.09,11.05,11.03,11.005,11.09,1.26,0.11399999,1697068800,9.16,91389,91389,145848,119190,119190,10.96,11.18,800,1100,453027552,10.08,12.14,11.2446,11.1846,0.0,0.0,USD,0.0,40923900,103204,65336,1690761600,1693440000,0.0025,0.0,0.44667998,0.76,-1.49,NYQ,EQUITY,GHY,GHY,PGIM Global Short Duration High,"PGIM Global High Yield Fund, Inc",1356359400,America/New_York,EDT,-14400000,11.07,none,0.0,0.0,0.0,
6,655 Broad Street,17th Floor,Newark,NJ,07102,United States,973 802 9908,https://www.pgim.com/pgim-investments/investments-products/closed-end-funds/fund-profile/pgim-global-high-yield-fund,Asset Management,Financial Services,"PGIM Global Short Duration High Yield Fund, Inc. is a closed ended fixed income mutual fund launched and managed by PGIM Investments LLC. The fund is co-managed by PGIM Fixed Income. It invests in fixed income markets across the globe. The fund primarily invests in high yield fixed income instruments of varying maturities that are rated Ba1 or lower by Moody's Investors Service, Inc. or BB+ or lower by Standard & Poor's Ratings Services. It seeks to maintain a weighted average maturity of five years or less. PGIM Global Short Duration High Yield Fund, Inc. was formed on December 26, 2012 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Ms. Theresa C. Thompson', 'age': 60, 'title': 'Deputy Chief Compliance Officer', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.05,11.03,11.005,11.09,11.05,11.03,11.005,11.09,1.26,0.11399999,1697068800,9.16,91389,91389,145848,119190,119190,10.96,11.18,800,1100,453027552,10.08,12.14,11.2446,11.1846,0.0,0.0,USD,0.0,40923900,103204,65336,1690761600,1693440000,0.0025,0.0,0.44667998,0.76,-1.49,NYQ,EQUITY,GHY,GHY,PGIM Global Short Duration High,"PGIM Global High Yield Fund, Inc",1356359400,America/New_York,EDT,-14400000,11.07,none,0.0,0.0,0.0,
7,655 Broad Street,17th Floor,Newark,NJ,07102,United States,973 802 9908,https://www.pgim.com/pgim-investments/investments-products/closed-end-funds/fund-profile/pgim-global-high-yield-fund,Asset Management,Financial Services,"PGIM Global Short Duration High Yield Fund, Inc. is a closed ended fixed income mutual fund launched and managed by PGIM Investments LLC. The fund is co-managed by PGIM Fixed Income. It invests in fixed income markets across the globe. The fund primarily invests in high yield fixed income instruments of varying maturities that are rated Ba1 or lower by Moody's Investors Service, Inc. or BB+ or lower by Standard & Poor's Ratings Services. It seeks to maintain a weighted average maturity of five years or less. PGIM Global Short Duration High Yield Fund, Inc. was formed on December 26, 2012 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Jonathan D. Shain Esq.', 'age': 64, 'title': 'Assistant Sec.', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.05,11.03,11.005,11.09,11.05,11.03,11.005,11.09,1.26,0.11399999,1697068800,9.16,91389,91389,145848,119190,119190,10.96,11.18,800,1100,453027552,10.08,12.14,11.2446,11.1846,0.0,0.0,USD,0.0,40923900,103204,65336,1690761600,1693440000,0.0025,0.0,0.44667998,0.76,-1.49,NYQ,EQUITY,GHY,GHY,PGIM Global Short Duration High,"PGIM Global High Yield Fund, Inc",1356359400,America/New_York,EDT,-14400000,11.07,none,0.0,0.0,0.0,
8,655 Broad Street,17th Floor,Newark,NJ,07102,United States,973 802 9908,https://www.pgim.com/pgim-investments/investments-products/closed-end-funds/fund-profile/pgim-global-high-yield-fund,Asset Management,Financial Services,"PGIM Global Short Duration High Yield Fund, Inc. is a closed ended fixed income mutual fund launched and managed by PGIM Investments LLC. The fund is co-managed by PGIM Fixed Income. It invests in fixed income markets across the globe. The fund primarily invests in high yield fixed income instruments of varying maturities that are rated Ba1 or lower by Moody's Investors Service, Inc. or BB+ or lower by Standard & Poor's Ratings Services. It seeks to maintain a weighted average maturity of five years or less. PGIM Global Short Duration High Yield Fund, Inc. was formed on December 26, 2012 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Peter  Parrella', 'age': 63, 'title': 'Assistant Treasurer', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.05,11.03,11.005,11.09,11.05,11.03,11.005,11.09,1.26,0.11399999,1697068800,9.16,91389,91389,145848,119190,119190,10.96,11.18,800,1100,453027552,10.08,12.14,11.2446,11.1846,0.0,0.0,USD,0.0,40923900,103204,65336,1690761600,1693440000,0.0025,0.0,0.44667998,0.76,-1.49,NYQ,EQUITY,GHY,GHY,PGIM Global Short Duration High,"PGIM Global High Yield Fund, Inc",1356359400,America/New_York,EDT,-14400000,11.07,none,0.0,0.0,0.0,
9,655 Broad Street,17th Floor,Newark,NJ,07102,United States,973 802 9908,https://www.pgim.com/pgim-investments/investments-products/closed-end-funds/fund-profile/pgim-global-high-yield-fund,Asset Management,Financial Services,"PGIM Global Short Duration High Yield Fund, Inc. is a closed ended fixed income mutual fund launched and managed by PGIM Investments LLC. The fund is co-managed by PGIM Fixed Income. It invests in fixed income markets across the globe. The fund primarily invests in high yield fixed income instruments of varying maturities that are rated Ba1 or lower by Moody's Investors Service, Inc. or BB+ or lower by Standard & Poor's Ratings Services. It seeks to maintain a weighted average maturity of five years or less. PGIM Global Short Duration High Yield Fund, Inc. was formed on December 26, 2012 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Ms. Amanda S. Ryan', 'age': 44, 'title': 'Assistant Sec.', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.05,11.03,11.005,11.09,11.05,11.03,11.005,11.09,1.26,0.11399999,1697068800,9.16,91389,91389,145848,119190,119190,10.96,11.18,800,1100,453027552,10.08,12.14,11.2446,11.1846,0.0,0.0,USD,0.0,40923900,103204,65336,1690761600,1693440000,0.0025,0.0,0.44667998,0.76,-1.49,NYQ,EQUITY,GHY,GHY,PGIM Global Short Duration High,"PGIM Global High Yield Fund, Inc",1356359400,America/New_York,EDT,-14400000,11.07,none,0.0,0.0,0.0,
