,address1,address2,city,state,zip,country,fax,website,industry,sector,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,400 Burrard Street,Suite 1400,Vancouver,BC,V6C 3A6,Canada,604 689 7317,https://www.sandstormgold.com,Gold,Basic Materials,"Sandstorm Gold Ltd. operates as a gold royalty company. The company focuses on acquiring royalties and gold and other metals purchase agreements (streams) from companies that have advanced stage development projects or operating mines. It offers upfront payments for companies to acquire a stream or royalty and receives the right to purchase a percentage of a mine's production for the life of the mine at a fixed price per unit or at a fixed percentage of the spot price. The company has a portfolio of 250 streams and royalties. It primarily has operations in Canada, Mexico, the United States, Mongolia, Burkina Faso, Ecuador, South Africa, Ghana, Botswana, Cote D'Ivoire, Argentina, Brazil, Chile, Peru, Egypt, Ethiopia, Guyana, Paraguay, French Guiana, Turkey, Sweden, Fiji, and Australia. The company was formerly known as Sandstorm Resources Ltd. and changed its name to Sandstorm Gold Ltd. in February 2011. Sandstorm Gold Ltd. was incorporated in 2007 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Nolan Allan Watson BComm, CA, CFA, F.C.A., FCPA', 'age': 42, 'title': 'Co-Founder, Pres, CEO & Non-Independent Director', 'yearBorn': 1980, 'fiscalYear': 2022, 'totalPay': 954414, 'exercisedValue': 0, 'unexercisedValue': 0}",6,6,10,1,8,1693526400,1672444800,86400,2,5.2,5.23,5.18,5.3078,5.2,5.23,5.18,5.3078,0.06,0.0116,1689552000,0.42650002,0.901764,37.214287,52.1,3478313,3478313,1492869,1535150,1535150,5.2,5.24,3100,4000,1544749312,4.51,6.39,9.022384,5.3332,5.43535,0.058,0.011153846,USD,2012663296,0.27593002,244635945,296151008,7134723,7504514,1690761600,1693440000,0.0241,0.01203,0.57975,5.08,4.763,1.0938485,1672444800,1703980800,1688083200,-0.948,47242000,0.14,0.1,1:5,1336521600,11.755,15.723,NYQ,EQUITY,SAND,SAND,Sandstorm Gold Ltd.,Sandstorm Gold Ltd.,1266849000,America/New_York,EDT,-14400000,5.21,13.0,6.5,8.34,7.26,2.2,buy,6,24954000,0.084,128005000,468779008,1.84,1.922,171212992,32.634,0.602,0.02342,0.046490002,117932000,-497742496,133422000,-0.966,0.386,0.82494,0.74763,0.28447,USD,
1,400 Burrard Street,Suite 1400,Vancouver,BC,V6C 3A6,Canada,604 689 7317,https://www.sandstormgold.com,Gold,Basic Materials,"Sandstorm Gold Ltd. operates as a gold royalty company. The company focuses on acquiring royalties and gold and other metals purchase agreements (streams) from companies that have advanced stage development projects or operating mines. It offers upfront payments for companies to acquire a stream or royalty and receives the right to purchase a percentage of a mine's production for the life of the mine at a fixed price per unit or at a fixed percentage of the spot price. The company has a portfolio of 250 streams and royalties. It primarily has operations in Canada, Mexico, the United States, Mongolia, Burkina Faso, Ecuador, South Africa, Ghana, Botswana, Cote D'Ivoire, Argentina, Brazil, Chile, Peru, Egypt, Ethiopia, Guyana, Paraguay, French Guiana, Turkey, Sweden, Fiji, and Australia. The company was formerly known as Sandstorm Resources Ltd. and changed its name to Sandstorm Gold Ltd. in February 2011. Sandstorm Gold Ltd. was incorporated in 2007 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. David I. Awram B.Sc.', 'age': 49, 'title': 'Co-Founder, Sr. Exec. VP & Non-Independent Director', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 724317, 'exercisedValue': 0, 'unexercisedValue': 0}",6,6,10,1,8,1693526400,1672444800,86400,2,5.2,5.23,5.18,5.3078,5.2,5.23,5.18,5.3078,0.06,0.0116,1689552000,0.42650002,0.901764,37.214287,52.1,3478313,3478313,1492869,1535150,1535150,5.2,5.24,3100,4000,1544749312,4.51,6.39,9.022384,5.3332,5.43535,0.058,0.011153846,USD,2012663296,0.27593002,244635945,296151008,7134723,7504514,1690761600,1693440000,0.0241,0.01203,0.57975,5.08,4.763,1.0938485,1672444800,1703980800,1688083200,-0.948,47242000,0.14,0.1,1:5,1336521600,11.755,15.723,NYQ,EQUITY,SAND,SAND,Sandstorm Gold Ltd.,Sandstorm Gold Ltd.,1266849000,America/New_York,EDT,-14400000,5.21,13.0,6.5,8.34,7.26,2.2,buy,6,24954000,0.084,128005000,468779008,1.84,1.922,171212992,32.634,0.602,0.02342,0.046490002,117932000,-497742496,133422000,-0.966,0.386,0.82494,0.74763,0.28447,USD,
2,400 Burrard Street,Suite 1400,Vancouver,BC,V6C 3A6,Canada,604 689 7317,https://www.sandstormgold.com,Gold,Basic Materials,"Sandstorm Gold Ltd. operates as a gold royalty company. The company focuses on acquiring royalties and gold and other metals purchase agreements (streams) from companies that have advanced stage development projects or operating mines. It offers upfront payments for companies to acquire a stream or royalty and receives the right to purchase a percentage of a mine's production for the life of the mine at a fixed price per unit or at a fixed percentage of the spot price. The company has a portfolio of 250 streams and royalties. It primarily has operations in Canada, Mexico, the United States, Mongolia, Burkina Faso, Ecuador, South Africa, Ghana, Botswana, Cote D'Ivoire, Argentina, Brazil, Chile, Peru, Egypt, Ethiopia, Guyana, Paraguay, French Guiana, Turkey, Sweden, Fiji, and Australia. The company was formerly known as Sandstorm Resources Ltd. and changed its name to Sandstorm Gold Ltd. in February 2011. Sandstorm Gold Ltd. was incorporated in 2007 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Erfan  Kazemi-Esfahani CA, CFA, CPA', 'age': 41, 'title': 'Chief Financial Officer', 'yearBorn': 1981, 'fiscalYear': 2022, 'totalPay': 861950, 'exercisedValue': 0, 'unexercisedValue': 0}",6,6,10,1,8,1693526400,1672444800,86400,2,5.2,5.23,5.18,5.3078,5.2,5.23,5.18,5.3078,0.06,0.0116,1689552000,0.42650002,0.901764,37.214287,52.1,3478313,3478313,1492869,1535150,1535150,5.2,5.24,3100,4000,1544749312,4.51,6.39,9.022384,5.3332,5.43535,0.058,0.011153846,USD,2012663296,0.27593002,244635945,296151008,7134723,7504514,1690761600,1693440000,0.0241,0.01203,0.57975,5.08,4.763,1.0938485,1672444800,1703980800,1688083200,-0.948,47242000,0.14,0.1,1:5,1336521600,11.755,15.723,NYQ,EQUITY,SAND,SAND,Sandstorm Gold Ltd.,Sandstorm Gold Ltd.,1266849000,America/New_York,EDT,-14400000,5.21,13.0,6.5,8.34,7.26,2.2,buy,6,24954000,0.084,128005000,468779008,1.84,1.922,171212992,32.634,0.602,0.02342,0.046490002,117932000,-497742496,133422000,-0.966,0.386,0.82494,0.74763,0.28447,USD,
3,400 Burrard Street,Suite 1400,Vancouver,BC,V6C 3A6,Canada,604 689 7317,https://www.sandstormgold.com,Gold,Basic Materials,"Sandstorm Gold Ltd. operates as a gold royalty company. The company focuses on acquiring royalties and gold and other metals purchase agreements (streams) from companies that have advanced stage development projects or operating mines. It offers upfront payments for companies to acquire a stream or royalty and receives the right to purchase a percentage of a mine's production for the life of the mine at a fixed price per unit or at a fixed percentage of the spot price. The company has a portfolio of 250 streams and royalties. It primarily has operations in Canada, Mexico, the United States, Mongolia, Burkina Faso, Ecuador, South Africa, Ghana, Botswana, Cote D'Ivoire, Argentina, Brazil, Chile, Peru, Egypt, Ethiopia, Guyana, Paraguay, French Guiana, Turkey, Sweden, Fiji, and Australia. The company was formerly known as Sandstorm Resources Ltd. and changed its name to Sandstorm Gold Ltd. in February 2011. Sandstorm Gold Ltd. was incorporated in 2007 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Ian  Grundy C.A., C.F.A., CPA, CA', 'title': 'Exec. VP of Corp. Devel.', 'fiscalYear': 2022, 'totalPay': 650659, 'exercisedValue': 0, 'unexercisedValue': 0}",6,6,10,1,8,1693526400,1672444800,86400,2,5.2,5.23,5.18,5.3078,5.2,5.23,5.18,5.3078,0.06,0.0116,1689552000,0.42650002,0.901764,37.214287,52.1,3478313,3478313,1492869,1535150,1535150,5.2,5.24,3100,4000,1544749312,4.51,6.39,9.022384,5.3332,5.43535,0.058,0.011153846,USD,2012663296,0.27593002,244635945,296151008,7134723,7504514,1690761600,1693440000,0.0241,0.01203,0.57975,5.08,4.763,1.0938485,1672444800,1703980800,1688083200,-0.948,47242000,0.14,0.1,1:5,1336521600,11.755,15.723,NYQ,EQUITY,SAND,SAND,Sandstorm Gold Ltd.,Sandstorm Gold Ltd.,1266849000,America/New_York,EDT,-14400000,5.21,13.0,6.5,8.34,7.26,2.2,buy,6,24954000,0.084,128005000,468779008,1.84,1.922,171212992,32.634,0.602,0.02342,0.046490002,117932000,-497742496,133422000,-0.966,0.386,0.82494,0.74763,0.28447,USD,
4,400 Burrard Street,Suite 1400,Vancouver,BC,V6C 3A6,Canada,604 689 7317,https://www.sandstormgold.com,Gold,Basic Materials,"Sandstorm Gold Ltd. operates as a gold royalty company. The company focuses on acquiring royalties and gold and other metals purchase agreements (streams) from companies that have advanced stage development projects or operating mines. It offers upfront payments for companies to acquire a stream or royalty and receives the right to purchase a percentage of a mine's production for the life of the mine at a fixed price per unit or at a fixed percentage of the spot price. The company has a portfolio of 250 streams and royalties. It primarily has operations in Canada, Mexico, the United States, Mongolia, Burkina Faso, Ecuador, South Africa, Ghana, Botswana, Cote D'Ivoire, Argentina, Brazil, Chile, Peru, Egypt, Ethiopia, Guyana, Paraguay, French Guiana, Turkey, Sweden, Fiji, and Australia. The company was formerly known as Sandstorm Resources Ltd. and changed its name to Sandstorm Gold Ltd. in February 2011. Sandstorm Gold Ltd. was incorporated in 2007 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Thomas S. Bruington II, M.Sc., P.E., P.Eng.', 'title': 'Exec. VP of Project Evaluation', 'fiscalYear': 2022, 'totalPay': 460227, 'exercisedValue': 0, 'unexercisedValue': 0}",6,6,10,1,8,1693526400,1672444800,86400,2,5.2,5.23,5.18,5.3078,5.2,5.23,5.18,5.3078,0.06,0.0116,1689552000,0.42650002,0.901764,37.214287,52.1,3478313,3478313,1492869,1535150,1535150,5.2,5.24,3100,4000,1544749312,4.51,6.39,9.022384,5.3332,5.43535,0.058,0.011153846,USD,2012663296,0.27593002,244635945,296151008,7134723,7504514,1690761600,1693440000,0.0241,0.01203,0.57975,5.08,4.763,1.0938485,1672444800,1703980800,1688083200,-0.948,47242000,0.14,0.1,1:5,1336521600,11.755,15.723,NYQ,EQUITY,SAND,SAND,Sandstorm Gold Ltd.,Sandstorm Gold Ltd.,1266849000,America/New_York,EDT,-14400000,5.21,13.0,6.5,8.34,7.26,2.2,buy,6,24954000,0.084,128005000,468779008,1.84,1.922,171212992,32.634,0.602,0.02342,0.046490002,117932000,-497742496,133422000,-0.966,0.386,0.82494,0.74763,0.28447,USD,
5,400 Burrard Street,Suite 1400,Vancouver,BC,V6C 3A6,Canada,604 689 7317,https://www.sandstormgold.com,Gold,Basic Materials,"Sandstorm Gold Ltd. operates as a gold royalty company. The company focuses on acquiring royalties and gold and other metals purchase agreements (streams) from companies that have advanced stage development projects or operating mines. It offers upfront payments for companies to acquire a stream or royalty and receives the right to purchase a percentage of a mine's production for the life of the mine at a fixed price per unit or at a fixed percentage of the spot price. The company has a portfolio of 250 streams and royalties. It primarily has operations in Canada, Mexico, the United States, Mongolia, Burkina Faso, Ecuador, South Africa, Ghana, Botswana, Cote D'Ivoire, Argentina, Brazil, Chile, Peru, Egypt, Ethiopia, Guyana, Paraguay, French Guiana, Turkey, Sweden, Fiji, and Australia. The company was formerly known as Sandstorm Resources Ltd. and changed its name to Sandstorm Gold Ltd. in February 2011. Sandstorm Gold Ltd. was incorporated in 2007 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Ron  Ho CPA, CA, CFA', 'age': 44, 'title': 'Sr. VP of Fin.', 'yearBorn': 1978, 'fiscalYear': 2011, 'exercisedValue': 0, 'unexercisedValue': 0}",6,6,10,1,8,1693526400,1672444800,86400,2,5.2,5.23,5.18,5.3078,5.2,5.23,5.18,5.3078,0.06,0.0116,1689552000,0.42650002,0.901764,37.214287,52.1,3478313,3478313,1492869,1535150,1535150,5.2,5.24,3100,4000,1544749312,4.51,6.39,9.022384,5.3332,5.43535,0.058,0.011153846,USD,2012663296,0.27593002,244635945,296151008,7134723,7504514,1690761600,1693440000,0.0241,0.01203,0.57975,5.08,4.763,1.0938485,1672444800,1703980800,1688083200,-0.948,47242000,0.14,0.1,1:5,1336521600,11.755,15.723,NYQ,EQUITY,SAND,SAND,Sandstorm Gold Ltd.,Sandstorm Gold Ltd.,1266849000,America/New_York,EDT,-14400000,5.21,13.0,6.5,8.34,7.26,2.2,buy,6,24954000,0.084,128005000,468779008,1.84,1.922,171212992,32.634,0.602,0.02342,0.046490002,117932000,-497742496,133422000,-0.966,0.386,0.82494,0.74763,0.28447,USD,
6,400 Burrard Street,Suite 1400,Vancouver,BC,V6C 3A6,Canada,604 689 7317,https://www.sandstormgold.com,Gold,Basic Materials,"Sandstorm Gold Ltd. operates as a gold royalty company. The company focuses on acquiring royalties and gold and other metals purchase agreements (streams) from companies that have advanced stage development projects or operating mines. It offers upfront payments for companies to acquire a stream or royalty and receives the right to purchase a percentage of a mine's production for the life of the mine at a fixed price per unit or at a fixed percentage of the spot price. The company has a portfolio of 250 streams and royalties. It primarily has operations in Canada, Mexico, the United States, Mongolia, Burkina Faso, Ecuador, South Africa, Ghana, Botswana, Cote D'Ivoire, Argentina, Brazil, Chile, Peru, Egypt, Ethiopia, Guyana, Paraguay, French Guiana, Turkey, Sweden, Fiji, and Australia. The company was formerly known as Sandstorm Resources Ltd. and changed its name to Sandstorm Gold Ltd. in February 2011. Sandstorm Gold Ltd. was incorporated in 2007 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Keith A. Laskowski M.Sc., MSc, QP', 'age': 65, 'title': 'VP of Geology', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",6,6,10,1,8,1693526400,1672444800,86400,2,5.2,5.23,5.18,5.3078,5.2,5.23,5.18,5.3078,0.06,0.0116,1689552000,0.42650002,0.901764,37.214287,52.1,3478313,3478313,1492869,1535150,1535150,5.2,5.24,3100,4000,1544749312,4.51,6.39,9.022384,5.3332,5.43535,0.058,0.011153846,USD,2012663296,0.27593002,244635945,296151008,7134723,7504514,1690761600,1693440000,0.0241,0.01203,0.57975,5.08,4.763,1.0938485,1672444800,1703980800,1688083200,-0.948,47242000,0.14,0.1,1:5,1336521600,11.755,15.723,NYQ,EQUITY,SAND,SAND,Sandstorm Gold Ltd.,Sandstorm Gold Ltd.,1266849000,America/New_York,EDT,-14400000,5.21,13.0,6.5,8.34,7.26,2.2,buy,6,24954000,0.084,128005000,468779008,1.84,1.922,171212992,32.634,0.602,0.02342,0.046490002,117932000,-497742496,133422000,-0.966,0.386,0.82494,0.74763,0.28447,USD,
7,400 Burrard Street,Suite 1400,Vancouver,BC,V6C 3A6,Canada,604 689 7317,https://www.sandstormgold.com,Gold,Basic Materials,"Sandstorm Gold Ltd. operates as a gold royalty company. The company focuses on acquiring royalties and gold and other metals purchase agreements (streams) from companies that have advanced stage development projects or operating mines. It offers upfront payments for companies to acquire a stream or royalty and receives the right to purchase a percentage of a mine's production for the life of the mine at a fixed price per unit or at a fixed percentage of the spot price. The company has a portfolio of 250 streams and royalties. It primarily has operations in Canada, Mexico, the United States, Mongolia, Burkina Faso, Ecuador, South Africa, Ghana, Botswana, Cote D'Ivoire, Argentina, Brazil, Chile, Peru, Egypt, Ethiopia, Guyana, Paraguay, French Guiana, Turkey, Sweden, Fiji, and Australia. The company was formerly known as Sandstorm Resources Ltd. and changed its name to Sandstorm Gold Ltd. in February 2011. Sandstorm Gold Ltd. was incorporated in 2007 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Ms. Kim  Bergen C.F.A.', 'title': 'Director of Capital Markets', 'exercisedValue': 0, 'unexercisedValue': 0}",6,6,10,1,8,1693526400,1672444800,86400,2,5.2,5.23,5.18,5.3078,5.2,5.23,5.18,5.3078,0.06,0.0116,1689552000,0.42650002,0.901764,37.214287,52.1,3478313,3478313,1492869,1535150,1535150,5.2,5.24,3100,4000,1544749312,4.51,6.39,9.022384,5.3332,5.43535,0.058,0.011153846,USD,2012663296,0.27593002,244635945,296151008,7134723,7504514,1690761600,1693440000,0.0241,0.01203,0.57975,5.08,4.763,1.0938485,1672444800,1703980800,1688083200,-0.948,47242000,0.14,0.1,1:5,1336521600,11.755,15.723,NYQ,EQUITY,SAND,SAND,Sandstorm Gold Ltd.,Sandstorm Gold Ltd.,1266849000,America/New_York,EDT,-14400000,5.21,13.0,6.5,8.34,7.26,2.2,buy,6,24954000,0.084,128005000,468779008,1.84,1.922,171212992,32.634,0.602,0.02342,0.046490002,117932000,-497742496,133422000,-0.966,0.386,0.82494,0.74763,0.28447,USD,
8,400 Burrard Street,Suite 1400,Vancouver,BC,V6C 3A6,Canada,604 689 7317,https://www.sandstormgold.com,Gold,Basic Materials,"Sandstorm Gold Ltd. operates as a gold royalty company. The company focuses on acquiring royalties and gold and other metals purchase agreements (streams) from companies that have advanced stage development projects or operating mines. It offers upfront payments for companies to acquire a stream or royalty and receives the right to purchase a percentage of a mine's production for the life of the mine at a fixed price per unit or at a fixed percentage of the spot price. The company has a portfolio of 250 streams and royalties. It primarily has operations in Canada, Mexico, the United States, Mongolia, Burkina Faso, Ecuador, South Africa, Ghana, Botswana, Cote D'Ivoire, Argentina, Brazil, Chile, Peru, Egypt, Ethiopia, Guyana, Paraguay, French Guiana, Turkey, Sweden, Fiji, and Australia. The company was formerly known as Sandstorm Resources Ltd. and changed its name to Sandstorm Gold Ltd. in February 2011. Sandstorm Gold Ltd. was incorporated in 2007 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Ms. Christine S. Gregory', 'age': 68, 'title': 'Corp. Sec.', 'yearBorn': 1954, 'exercisedValue': 0, 'unexercisedValue': 0}",6,6,10,1,8,1693526400,1672444800,86400,2,5.2,5.23,5.18,5.3078,5.2,5.23,5.18,5.3078,0.06,0.0116,1689552000,0.42650002,0.901764,37.214287,52.1,3478313,3478313,1492869,1535150,1535150,5.2,5.24,3100,4000,1544749312,4.51,6.39,9.022384,5.3332,5.43535,0.058,0.011153846,USD,2012663296,0.27593002,244635945,296151008,7134723,7504514,1690761600,1693440000,0.0241,0.01203,0.57975,5.08,4.763,1.0938485,1672444800,1703980800,1688083200,-0.948,47242000,0.14,0.1,1:5,1336521600,11.755,15.723,NYQ,EQUITY,SAND,SAND,Sandstorm Gold Ltd.,Sandstorm Gold Ltd.,1266849000,America/New_York,EDT,-14400000,5.21,13.0,6.5,8.34,7.26,2.2,buy,6,24954000,0.084,128005000,468779008,1.84,1.922,171212992,32.634,0.602,0.02342,0.046490002,117932000,-497742496,133422000,-0.966,0.386,0.82494,0.74763,0.28447,USD,
9,400 Burrard Street,Suite 1400,Vancouver,BC,V6C 3A6,Canada,604 689 7317,https://www.sandstormgold.com,Gold,Basic Materials,"Sandstorm Gold Ltd. operates as a gold royalty company. The company focuses on acquiring royalties and gold and other metals purchase agreements (streams) from companies that have advanced stage development projects or operating mines. It offers upfront payments for companies to acquire a stream or royalty and receives the right to purchase a percentage of a mine's production for the life of the mine at a fixed price per unit or at a fixed percentage of the spot price. The company has a portfolio of 250 streams and royalties. It primarily has operations in Canada, Mexico, the United States, Mongolia, Burkina Faso, Ecuador, South Africa, Ghana, Botswana, Cote D'Ivoire, Argentina, Brazil, Chile, Peru, Egypt, Ethiopia, Guyana, Paraguay, French Guiana, Turkey, Sweden, Fiji, and Australia. The company was formerly known as Sandstorm Resources Ltd. and changed its name to Sandstorm Gold Ltd. in February 2011. Sandstorm Gold Ltd. was incorporated in 2007 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Ms. Livia  Danila C.A., CPA', 'title': 'VP & Corp. Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",6,6,10,1,8,1693526400,1672444800,86400,2,5.2,5.23,5.18,5.3078,5.2,5.23,5.18,5.3078,0.06,0.0116,1689552000,0.42650002,0.901764,37.214287,52.1,3478313,3478313,1492869,1535150,1535150,5.2,5.24,3100,4000,1544749312,4.51,6.39,9.022384,5.3332,5.43535,0.058,0.011153846,USD,2012663296,0.27593002,244635945,296151008,7134723,7504514,1690761600,1693440000,0.0241,0.01203,0.57975,5.08,4.763,1.0938485,1672444800,1703980800,1688083200,-0.948,47242000,0.14,0.1,1:5,1336521600,11.755,15.723,NYQ,EQUITY,SAND,SAND,Sandstorm Gold Ltd.,Sandstorm Gold Ltd.,1266849000,America/New_York,EDT,-14400000,5.21,13.0,6.5,8.34,7.26,2.2,buy,6,24954000,0.084,128005000,468779008,1.84,1.922,171212992,32.634,0.602,0.02342,0.046490002,117932000,-497742496,133422000,-0.966,0.386,0.82494,0.74763,0.28447,USD,
