,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1290 Broadway,Suite 1000,Denver,CO,80203,United States,303 623 2577,303 623 7850,https://www.all-starfunds.com/fundfacts-usa.php,Asset Management,Asset Management,Financial Services,Financial Services,"Liberty All Star Equity Fund is a closed-ended equity mutual fund launched and managed by ALPS Advisers, Inc. The fund is co-managed by Aristotle Capital Management, LLC, Pzena Investment Management, LLC, Delaware Investments Fund Advisers, Sustainable Growth Advisers, LP, and TCW Investment Management Company. It invests in the public equity markets of the United States. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in value and growth stocks of large cap companies. The fund benchmarks the performance of its portfolio against the Lipper Large-Cap Core Mutual Fund Average, the Dow Jones Industrial Average, the NASDAQ Composite Index, and the S&P 500 Index. Liberty All Star Equity Fund was formed on October 31, 1986 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Edmund Joseph Burke', 'age': 61, 'title': 'VP and Trustee', 'yearBorn': 1961, 'fiscalYear': 2013, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,6.11,6.1,6.03,6.11,6.11,6.1,6.03,6.11,0.64,0.10609999,1689811200,0.62240005,10.48,1.158022,6.1530614,603.00006,698506,698506,725853,942320,942320,6.0,6.1,1100,2200,1633267712,5.41,7.04,65.69517,6.4222,6.1872,0.61,0.099836335,USD,10.43141,270856992,516727,672200,1689292800,1692057600,0.0019,0.00099,0.09951,0.61,0.0019,270856992,6.417,0.9396915,1672444800,1703980800,1688083200,259338432,0.98,0.01,-0.019512177,0.14113986,0.16,1689811200,NYQ,EQUITY,USA,USA,Liberty All-Star Equity Fund,Liberty All-Star Equity Fund,530544600,America/New_York,EDT,f75d91cd-d36b-35cc-8a8d-feca4f24fa14,finmb_3590566,-14400000,6.03,none,21852828,0.347,0.35,24861308,1.257,0.092,0.0036000002,0.1566,24600914,0.021,1.0,0.0,0.38922,USD,
1,1290 Broadway,Suite 1000,Denver,CO,80203,United States,303 623 2577,303 623 7850,https://www.all-starfunds.com/fundfacts-usa.php,Asset Management,Asset Management,Financial Services,Financial Services,"Liberty All Star Equity Fund is a closed-ended equity mutual fund launched and managed by ALPS Advisers, Inc. The fund is co-managed by Aristotle Capital Management, LLC, Pzena Investment Management, LLC, Delaware Investments Fund Advisers, Sustainable Growth Advisers, LP, and TCW Investment Management Company. It invests in the public equity markets of the United States. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in value and growth stocks of large cap companies. The fund benchmarks the performance of its portfolio against the Lipper Large-Cap Core Mutual Fund Average, the Dow Jones Industrial Average, the NASDAQ Composite Index, and the S&P 500 Index. Liberty All Star Equity Fund was formed on October 31, 1986 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. David Adam Katz C.F.A., CFA', 'age': 60, 'title': 'Pres, Chief Investment Officer, Portfolio Mang. & Analyst', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,6.11,6.1,6.03,6.11,6.11,6.1,6.03,6.11,0.64,0.10609999,1689811200,0.62240005,10.48,1.158022,6.1530614,603.00006,698506,698506,725853,942320,942320,6.0,6.1,1100,2200,1633267712,5.41,7.04,65.69517,6.4222,6.1872,0.61,0.099836335,USD,10.43141,270856992,516727,672200,1689292800,1692057600,0.0019,0.00099,0.09951,0.61,0.0019,270856992,6.417,0.9396915,1672444800,1703980800,1688083200,259338432,0.98,0.01,-0.019512177,0.14113986,0.16,1689811200,NYQ,EQUITY,USA,USA,Liberty All-Star Equity Fund,Liberty All-Star Equity Fund,530544600,America/New_York,EDT,f75d91cd-d36b-35cc-8a8d-feca4f24fa14,finmb_3590566,-14400000,6.03,none,21852828,0.347,0.35,24861308,1.257,0.092,0.0036000002,0.1566,24600914,0.021,1.0,0.0,0.38922,USD,
2,1290 Broadway,Suite 1000,Denver,CO,80203,United States,303 623 2577,303 623 7850,https://www.all-starfunds.com/fundfacts-usa.php,Asset Management,Asset Management,Financial Services,Financial Services,"Liberty All Star Equity Fund is a closed-ended equity mutual fund launched and managed by ALPS Advisers, Inc. The fund is co-managed by Aristotle Capital Management, LLC, Pzena Investment Management, LLC, Delaware Investments Fund Advisers, Sustainable Growth Advisers, LP, and TCW Investment Management Company. It invests in the public equity markets of the United States. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in value and growth stocks of large cap companies. The fund benchmarks the performance of its portfolio against the Lipper Large-Cap Core Mutual Fund Average, the Dow Jones Industrial Average, the NASDAQ Composite Index, and the S&P 500 Index. Liberty All Star Equity Fund was formed on October 31, 1986 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. David Bennett Scott CFA', 'title': 'Chief Investment Officer, Sr. VP, Portfolio Mang. and Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,6.11,6.1,6.03,6.11,6.11,6.1,6.03,6.11,0.64,0.10609999,1689811200,0.62240005,10.48,1.158022,6.1530614,603.00006,698506,698506,725853,942320,942320,6.0,6.1,1100,2200,1633267712,5.41,7.04,65.69517,6.4222,6.1872,0.61,0.099836335,USD,10.43141,270856992,516727,672200,1689292800,1692057600,0.0019,0.00099,0.09951,0.61,0.0019,270856992,6.417,0.9396915,1672444800,1703980800,1688083200,259338432,0.98,0.01,-0.019512177,0.14113986,0.16,1689811200,NYQ,EQUITY,USA,USA,Liberty All-Star Equity Fund,Liberty All-Star Equity Fund,530544600,America/New_York,EDT,f75d91cd-d36b-35cc-8a8d-feca4f24fa14,finmb_3590566,-14400000,6.03,none,21852828,0.347,0.35,24861308,1.257,0.092,0.0036000002,0.1566,24600914,0.021,1.0,0.0,0.38922,USD,
3,1290 Broadway,Suite 1000,Denver,CO,80203,United States,303 623 2577,303 623 7850,https://www.all-starfunds.com/fundfacts-usa.php,Asset Management,Asset Management,Financial Services,Financial Services,"Liberty All Star Equity Fund is a closed-ended equity mutual fund launched and managed by ALPS Advisers, Inc. The fund is co-managed by Aristotle Capital Management, LLC, Pzena Investment Management, LLC, Delaware Investments Fund Advisers, Sustainable Growth Advisers, LP, and TCW Investment Management Company. It invests in the public equity markets of the United States. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in value and growth stocks of large cap companies. The fund benchmarks the performance of its portfolio against the Lipper Large-Cap Core Mutual Fund Average, the Dow Jones Industrial Average, the NASDAQ Composite Index, and the S&P 500 Index. Liberty All Star Equity Fund was formed on October 31, 1986 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Antonio  DeSpirito III', 'age': 54, 'title': 'Exec. VP, Principal, Sr. Research Analyst and Portfolio Mang.', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,6.11,6.1,6.03,6.11,6.11,6.1,6.03,6.11,0.64,0.10609999,1689811200,0.62240005,10.48,1.158022,6.1530614,603.00006,698506,698506,725853,942320,942320,6.0,6.1,1100,2200,1633267712,5.41,7.04,65.69517,6.4222,6.1872,0.61,0.099836335,USD,10.43141,270856992,516727,672200,1689292800,1692057600,0.0019,0.00099,0.09951,0.61,0.0019,270856992,6.417,0.9396915,1672444800,1703980800,1688083200,259338432,0.98,0.01,-0.019512177,0.14113986,0.16,1689811200,NYQ,EQUITY,USA,USA,Liberty All-Star Equity Fund,Liberty All-Star Equity Fund,530544600,America/New_York,EDT,f75d91cd-d36b-35cc-8a8d-feca4f24fa14,finmb_3590566,-14400000,6.03,none,21852828,0.347,0.35,24861308,1.257,0.092,0.0036000002,0.1566,24600914,0.021,1.0,0.0,0.38922,USD,
4,1290 Broadway,Suite 1000,Denver,CO,80203,United States,303 623 2577,303 623 7850,https://www.all-starfunds.com/fundfacts-usa.php,Asset Management,Asset Management,Financial Services,Financial Services,"Liberty All Star Equity Fund is a closed-ended equity mutual fund launched and managed by ALPS Advisers, Inc. The fund is co-managed by Aristotle Capital Management, LLC, Pzena Investment Management, LLC, Delaware Investments Fund Advisers, Sustainable Growth Advisers, LP, and TCW Investment Management Company. It invests in the public equity markets of the United States. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in value and growth stocks of large cap companies. The fund benchmarks the performance of its portfolio against the Lipper Large-Cap Core Mutual Fund Average, the Dow Jones Industrial Average, the NASDAQ Composite Index, and the S&P 500 Index. Liberty All Star Equity Fund was formed on October 31, 1986 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Craig C. Blum C.F.A., CFA', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,6.11,6.1,6.03,6.11,6.11,6.1,6.03,6.11,0.64,0.10609999,1689811200,0.62240005,10.48,1.158022,6.1530614,603.00006,698506,698506,725853,942320,942320,6.0,6.1,1100,2200,1633267712,5.41,7.04,65.69517,6.4222,6.1872,0.61,0.099836335,USD,10.43141,270856992,516727,672200,1689292800,1692057600,0.0019,0.00099,0.09951,0.61,0.0019,270856992,6.417,0.9396915,1672444800,1703980800,1688083200,259338432,0.98,0.01,-0.019512177,0.14113986,0.16,1689811200,NYQ,EQUITY,USA,USA,Liberty All-Star Equity Fund,Liberty All-Star Equity Fund,530544600,America/New_York,EDT,f75d91cd-d36b-35cc-8a8d-feca4f24fa14,finmb_3590566,-14400000,6.03,none,21852828,0.347,0.35,24861308,1.257,0.092,0.0036000002,0.1566,24600914,0.021,1.0,0.0,0.38922,USD,
5,1290 Broadway,Suite 1000,Denver,CO,80203,United States,303 623 2577,303 623 7850,https://www.all-starfunds.com/fundfacts-usa.php,Asset Management,Asset Management,Financial Services,Financial Services,"Liberty All Star Equity Fund is a closed-ended equity mutual fund launched and managed by ALPS Advisers, Inc. The fund is co-managed by Aristotle Capital Management, LLC, Pzena Investment Management, LLC, Delaware Investments Fund Advisers, Sustainable Growth Advisers, LP, and TCW Investment Management Company. It invests in the public equity markets of the United States. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in value and growth stocks of large cap companies. The fund benchmarks the performance of its portfolio against the Lipper Large-Cap Core Mutual Fund Average, the Dow Jones Industrial Average, the NASDAQ Composite Index, and the S&P 500 Index. Liberty All Star Equity Fund was formed on October 31, 1986 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Howard Roy Gleicher C.F.A., CFA', 'title': 'CEO & Chief Investment Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,6.11,6.1,6.03,6.11,6.11,6.1,6.03,6.11,0.64,0.10609999,1689811200,0.62240005,10.48,1.158022,6.1530614,603.00006,698506,698506,725853,942320,942320,6.0,6.1,1100,2200,1633267712,5.41,7.04,65.69517,6.4222,6.1872,0.61,0.099836335,USD,10.43141,270856992,516727,672200,1689292800,1692057600,0.0019,0.00099,0.09951,0.61,0.0019,270856992,6.417,0.9396915,1672444800,1703980800,1688083200,259338432,0.98,0.01,-0.019512177,0.14113986,0.16,1689811200,NYQ,EQUITY,USA,USA,Liberty All-Star Equity Fund,Liberty All-Star Equity Fund,530544600,America/New_York,EDT,f75d91cd-d36b-35cc-8a8d-feca4f24fa14,finmb_3590566,-14400000,6.03,none,21852828,0.347,0.35,24861308,1.257,0.092,0.0036000002,0.1566,24600914,0.021,1.0,0.0,0.38922,USD,
6,1290 Broadway,Suite 1000,Denver,CO,80203,United States,303 623 2577,303 623 7850,https://www.all-starfunds.com/fundfacts-usa.php,Asset Management,Asset Management,Financial Services,Financial Services,"Liberty All Star Equity Fund is a closed-ended equity mutual fund launched and managed by ALPS Advisers, Inc. The fund is co-managed by Aristotle Capital Management, LLC, Pzena Investment Management, LLC, Delaware Investments Fund Advisers, Sustainable Growth Advisers, LP, and TCW Investment Management Company. It invests in the public equity markets of the United States. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in value and growth stocks of large cap companies. The fund benchmarks the performance of its portfolio against the Lipper Large-Cap Core Mutual Fund Average, the Dow Jones Industrial Average, the NASDAQ Composite Index, and the S&P 500 Index. Liberty All Star Equity Fund was formed on October 31, 1986 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. George Patrice Fraise', 'title': 'Founding Principal, Director and Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,6.11,6.1,6.03,6.11,6.11,6.1,6.03,6.11,0.64,0.10609999,1689811200,0.62240005,10.48,1.158022,6.1530614,603.00006,698506,698506,725853,942320,942320,6.0,6.1,1100,2200,1633267712,5.41,7.04,65.69517,6.4222,6.1872,0.61,0.099836335,USD,10.43141,270856992,516727,672200,1689292800,1692057600,0.0019,0.00099,0.09951,0.61,0.0019,270856992,6.417,0.9396915,1672444800,1703980800,1688083200,259338432,0.98,0.01,-0.019512177,0.14113986,0.16,1689811200,NYQ,EQUITY,USA,USA,Liberty All-Star Equity Fund,Liberty All-Star Equity Fund,530544600,America/New_York,EDT,f75d91cd-d36b-35cc-8a8d-feca4f24fa14,finmb_3590566,-14400000,6.03,none,21852828,0.347,0.35,24861308,1.257,0.092,0.0036000002,0.1566,24600914,0.021,1.0,0.0,0.38922,USD,
7,1290 Broadway,Suite 1000,Denver,CO,80203,United States,303 623 2577,303 623 7850,https://www.all-starfunds.com/fundfacts-usa.php,Asset Management,Asset Management,Financial Services,Financial Services,"Liberty All Star Equity Fund is a closed-ended equity mutual fund launched and managed by ALPS Advisers, Inc. The fund is co-managed by Aristotle Capital Management, LLC, Pzena Investment Management, LLC, Delaware Investments Fund Advisers, Sustainable Growth Advisers, LP, and TCW Investment Management Company. It invests in the public equity markets of the United States. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in value and growth stocks of large cap companies. The fund benchmarks the performance of its portfolio against the Lipper Large-Cap Core Mutual Fund Average, the Dow Jones Industrial Average, the NASDAQ Composite Index, and the S&P 500 Index. Liberty All Star Equity Fund was formed on October 31, 1986 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Gordon Michael Marchand CFA, CIC', 'title': 'Principal, Portfolio Mang. and Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,6.11,6.1,6.03,6.11,6.11,6.1,6.03,6.11,0.64,0.10609999,1689811200,0.62240005,10.48,1.158022,6.1530614,603.00006,698506,698506,725853,942320,942320,6.0,6.1,1100,2200,1633267712,5.41,7.04,65.69517,6.4222,6.1872,0.61,0.099836335,USD,10.43141,270856992,516727,672200,1689292800,1692057600,0.0019,0.00099,0.09951,0.61,0.0019,270856992,6.417,0.9396915,1672444800,1703980800,1688083200,259338432,0.98,0.01,-0.019512177,0.14113986,0.16,1689811200,NYQ,EQUITY,USA,USA,Liberty All-Star Equity Fund,Liberty All-Star Equity Fund,530544600,America/New_York,EDT,f75d91cd-d36b-35cc-8a8d-feca4f24fa14,finmb_3590566,-14400000,6.03,none,21852828,0.347,0.35,24861308,1.257,0.092,0.0036000002,0.1566,24600914,0.021,1.0,0.0,0.38922,USD,
8,1290 Broadway,Suite 1000,Denver,CO,80203,United States,303 623 2577,303 623 7850,https://www.all-starfunds.com/fundfacts-usa.php,Asset Management,Asset Management,Financial Services,Financial Services,"Liberty All Star Equity Fund is a closed-ended equity mutual fund launched and managed by ALPS Advisers, Inc. The fund is co-managed by Aristotle Capital Management, LLC, Pzena Investment Management, LLC, Delaware Investments Fund Advisers, Sustainable Growth Advisers, LP, and TCW Investment Management Company. It invests in the public equity markets of the United States. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in value and growth stocks of large cap companies. The fund benchmarks the performance of its portfolio against the Lipper Large-Cap Core Mutual Fund Average, the Dow Jones Industrial Average, the NASDAQ Composite Index, and the S&P 500 Index. Liberty All Star Equity Fund was formed on October 31, 1986 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Robert Lawrence Rohn', 'title': 'Principal, Portfolio Mang. and Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,6.11,6.1,6.03,6.11,6.11,6.1,6.03,6.11,0.64,0.10609999,1689811200,0.62240005,10.48,1.158022,6.1530614,603.00006,698506,698506,725853,942320,942320,6.0,6.1,1100,2200,1633267712,5.41,7.04,65.69517,6.4222,6.1872,0.61,0.099836335,USD,10.43141,270856992,516727,672200,1689292800,1692057600,0.0019,0.00099,0.09951,0.61,0.0019,270856992,6.417,0.9396915,1672444800,1703980800,1688083200,259338432,0.98,0.01,-0.019512177,0.14113986,0.16,1689811200,NYQ,EQUITY,USA,USA,Liberty All-Star Equity Fund,Liberty All-Star Equity Fund,530544600,America/New_York,EDT,f75d91cd-d36b-35cc-8a8d-feca4f24fa14,finmb_3590566,-14400000,6.03,none,21852828,0.347,0.35,24861308,1.257,0.092,0.0036000002,0.1566,24600914,0.021,1.0,0.0,0.38922,USD,
9,1290 Broadway,Suite 1000,Denver,CO,80203,United States,303 623 2577,303 623 7850,https://www.all-starfunds.com/fundfacts-usa.php,Asset Management,Asset Management,Financial Services,Financial Services,"Liberty All Star Equity Fund is a closed-ended equity mutual fund launched and managed by ALPS Advisers, Inc. The fund is co-managed by Aristotle Capital Management, LLC, Pzena Investment Management, LLC, Delaware Investments Fund Advisers, Sustainable Growth Advisers, LP, and TCW Investment Management Company. It invests in the public equity markets of the United States. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in value and growth stocks of large cap companies. The fund benchmarks the performance of its portfolio against the Lipper Large-Cap Core Mutual Fund Average, the Dow Jones Industrial Average, the NASDAQ Composite Index, and the S&P 500 Index. Liberty All Star Equity Fund was formed on October 31, 1986 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. D. Tysen Nutt Jr.', 'age': 70, 'title': 'Head of the Investment Team', 'yearBorn': 1952, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,6.11,6.1,6.03,6.11,6.11,6.1,6.03,6.11,0.64,0.10609999,1689811200,0.62240005,10.48,1.158022,6.1530614,603.00006,698506,698506,725853,942320,942320,6.0,6.1,1100,2200,1633267712,5.41,7.04,65.69517,6.4222,6.1872,0.61,0.099836335,USD,10.43141,270856992,516727,672200,1689292800,1692057600,0.0019,0.00099,0.09951,0.61,0.0019,270856992,6.417,0.9396915,1672444800,1703980800,1688083200,259338432,0.98,0.01,-0.019512177,0.14113986,0.16,1689811200,NYQ,EQUITY,USA,USA,Liberty All-Star Equity Fund,Liberty All-Star Equity Fund,530544600,America/New_York,EDT,f75d91cd-d36b-35cc-8a8d-feca4f24fa14,finmb_3590566,-14400000,6.03,none,21852828,0.347,0.35,24861308,1.257,0.092,0.0036000002,0.1566,24600914,0.021,1.0,0.0,0.38922,USD,
