,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Koneenkatu 8,P.O. Box 661,Hyvinkää,05801,Finland,358 2042 711,358 20 427 2099,https://www.konecranes.com,Farm & Heavy Construction Machinery,Industrials,"Konecranes Plc manufactures, sells, and services lifting equipment. It operates through three segments: Service, Industrial Equipment, and Port Solutions. The company offers specialized maintenance services and spare parts for industrial cranes and hoists. In addition, it provides a range of industrial cranes for general manufacturing and various process industries, as well as involved in design and manufacture of crane components. Further, the company offers container, bulk, and shipyard handling equipment, as well as mobile harbor cranes, lift trucks. Additionally, it engages in port services comprising of retrofits, inspection, spare parts, training, and digital services. Furthermore, the company is involved in consulting and engineering, ecolifting, safety assist, servicing, and maintenance of ports, and cores for lifting. The company serves automotive, container handling, general manufacturing, intermodal, metal production, mining, nuclear, paper and forest, petroleum and gas, power, shipyards, waste to energy and biomass sectors. Konecranes Plc was founded in 1910 and is headquartered in Hyvinkää, Finland.",16331,"{'maxAge': 1, 'name': 'Mr. Anders  Svensson', 'age': 47, 'title': 'Pres & CEO', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 224624, 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,7,1,3,1693526400,1672444800,86400,2,30.77,31.25,31.25,31.25,30.77,31.25,31.25,31.25,1.25,0.040599998,1680134400,0.4085,1.396021,10.212419,100,100,9,0,0,31.56,31.87,50000,45000,2507247104,19.7,39.45,0.67437184,32.4046,32.2944,1.25,0.040623985,EUR,3099770368,0.06525,66711263,79202200,0.26606,0.43792,18.116,1.7249945,1672444800,1703980800,1688083200,1.058,242600000,3.06,0.834,6.675,FRA,EQUITY,K34.F,K34.F,KONECRANES OYJ  O.N.,Konecranes Plc,1305525600,Europe/Berlin,CEST,7200000,31.25,none,362700000,4.579,464400000,987400000,0.683,1.422,3717900032,68.818,46.956,0.05903,0.17871,1859400000,263962496,325500000,1.029,0.16,0.55496,0.124910004,0.10845,EUR,
1,Koneenkatu 8,P.O. Box 661,Hyvinkää,05801,Finland,358 2042 711,358 20 427 2099,https://www.konecranes.com,Farm & Heavy Construction Machinery,Industrials,"Konecranes Plc manufactures, sells, and services lifting equipment. It operates through three segments: Service, Industrial Equipment, and Port Solutions. The company offers specialized maintenance services and spare parts for industrial cranes and hoists. In addition, it provides a range of industrial cranes for general manufacturing and various process industries, as well as involved in design and manufacture of crane components. Further, the company offers container, bulk, and shipyard handling equipment, as well as mobile harbor cranes, lift trucks. Additionally, it engages in port services comprising of retrofits, inspection, spare parts, training, and digital services. Furthermore, the company is involved in consulting and engineering, ecolifting, safety assist, servicing, and maintenance of ports, and cores for lifting. The company serves automotive, container handling, general manufacturing, intermodal, metal production, mining, nuclear, paper and forest, petroleum and gas, power, shipyards, waste to energy and biomass sectors. Konecranes Plc was founded in 1910 and is headquartered in Hyvinkää, Finland.",16331,"{'maxAge': 1, 'name': 'Mr. Teo Juhani Ottola M.Sc (Econ.)', 'age': 54, 'title': 'Chief Financial Officer', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 1265954, 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,7,1,3,1693526400,1672444800,86400,2,30.77,31.25,31.25,31.25,30.77,31.25,31.25,31.25,1.25,0.040599998,1680134400,0.4085,1.396021,10.212419,100,100,9,0,0,31.56,31.87,50000,45000,2507247104,19.7,39.45,0.67437184,32.4046,32.2944,1.25,0.040623985,EUR,3099770368,0.06525,66711263,79202200,0.26606,0.43792,18.116,1.7249945,1672444800,1703980800,1688083200,1.058,242600000,3.06,0.834,6.675,FRA,EQUITY,K34.F,K34.F,KONECRANES OYJ  O.N.,Konecranes Plc,1305525600,Europe/Berlin,CEST,7200000,31.25,none,362700000,4.579,464400000,987400000,0.683,1.422,3717900032,68.818,46.956,0.05903,0.17871,1859400000,263962496,325500000,1.029,0.16,0.55496,0.124910004,0.10845,EUR,
2,Koneenkatu 8,P.O. Box 661,Hyvinkää,05801,Finland,358 2042 711,358 20 427 2099,https://www.konecranes.com,Farm & Heavy Construction Machinery,Industrials,"Konecranes Plc manufactures, sells, and services lifting equipment. It operates through three segments: Service, Industrial Equipment, and Port Solutions. The company offers specialized maintenance services and spare parts for industrial cranes and hoists. In addition, it provides a range of industrial cranes for general manufacturing and various process industries, as well as involved in design and manufacture of crane components. Further, the company offers container, bulk, and shipyard handling equipment, as well as mobile harbor cranes, lift trucks. Additionally, it engages in port services comprising of retrofits, inspection, spare parts, training, and digital services. Furthermore, the company is involved in consulting and engineering, ecolifting, safety assist, servicing, and maintenance of ports, and cores for lifting. The company serves automotive, container handling, general manufacturing, intermodal, metal production, mining, nuclear, paper and forest, petroleum and gas, power, shipyards, waste to energy and biomass sectors. Konecranes Plc was founded in 1910 and is headquartered in Hyvinkää, Finland.",16331,"{'maxAge': 1, 'name': 'Ms. Anneli  Karkovirta', 'age': 59, 'title': 'Sr. VP of People & Culture and Member of Exec. Board', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,7,1,3,1693526400,1672444800,86400,2,30.77,31.25,31.25,31.25,30.77,31.25,31.25,31.25,1.25,0.040599998,1680134400,0.4085,1.396021,10.212419,100,100,9,0,0,31.56,31.87,50000,45000,2507247104,19.7,39.45,0.67437184,32.4046,32.2944,1.25,0.040623985,EUR,3099770368,0.06525,66711263,79202200,0.26606,0.43792,18.116,1.7249945,1672444800,1703980800,1688083200,1.058,242600000,3.06,0.834,6.675,FRA,EQUITY,K34.F,K34.F,KONECRANES OYJ  O.N.,Konecranes Plc,1305525600,Europe/Berlin,CEST,7200000,31.25,none,362700000,4.579,464400000,987400000,0.683,1.422,3717900032,68.818,46.956,0.05903,0.17871,1859400000,263962496,325500000,1.029,0.16,0.55496,0.124910004,0.10845,EUR,
3,Koneenkatu 8,P.O. Box 661,Hyvinkää,05801,Finland,358 2042 711,358 20 427 2099,https://www.konecranes.com,Farm & Heavy Construction Machinery,Industrials,"Konecranes Plc manufactures, sells, and services lifting equipment. It operates through three segments: Service, Industrial Equipment, and Port Solutions. The company offers specialized maintenance services and spare parts for industrial cranes and hoists. In addition, it provides a range of industrial cranes for general manufacturing and various process industries, as well as involved in design and manufacture of crane components. Further, the company offers container, bulk, and shipyard handling equipment, as well as mobile harbor cranes, lift trucks. Additionally, it engages in port services comprising of retrofits, inspection, spare parts, training, and digital services. Furthermore, the company is involved in consulting and engineering, ecolifting, safety assist, servicing, and maintenance of ports, and cores for lifting. The company serves automotive, container handling, general manufacturing, intermodal, metal production, mining, nuclear, paper and forest, petroleum and gas, power, shipyards, waste to energy and biomass sectors. Konecranes Plc was founded in 1910 and is headquartered in Hyvinkää, Finland.",16331,"{'maxAge': 1, 'name': 'Mr. Juha Matti Herman Pankakoski eMBA, M.Sc. (Eng.)', 'age': 55, 'title': 'Exec. VP of Port Solutions & Technology', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,7,1,3,1693526400,1672444800,86400,2,30.77,31.25,31.25,31.25,30.77,31.25,31.25,31.25,1.25,0.040599998,1680134400,0.4085,1.396021,10.212419,100,100,9,0,0,31.56,31.87,50000,45000,2507247104,19.7,39.45,0.67437184,32.4046,32.2944,1.25,0.040623985,EUR,3099770368,0.06525,66711263,79202200,0.26606,0.43792,18.116,1.7249945,1672444800,1703980800,1688083200,1.058,242600000,3.06,0.834,6.675,FRA,EQUITY,K34.F,K34.F,KONECRANES OYJ  O.N.,Konecranes Plc,1305525600,Europe/Berlin,CEST,7200000,31.25,none,362700000,4.579,464400000,987400000,0.683,1.422,3717900032,68.818,46.956,0.05903,0.17871,1859400000,263962496,325500000,1.029,0.16,0.55496,0.124910004,0.10845,EUR,
4,Koneenkatu 8,P.O. Box 661,Hyvinkää,05801,Finland,358 2042 711,358 20 427 2099,https://www.konecranes.com,Farm & Heavy Construction Machinery,Industrials,"Konecranes Plc manufactures, sells, and services lifting equipment. It operates through three segments: Service, Industrial Equipment, and Port Solutions. The company offers specialized maintenance services and spare parts for industrial cranes and hoists. In addition, it provides a range of industrial cranes for general manufacturing and various process industries, as well as involved in design and manufacture of crane components. Further, the company offers container, bulk, and shipyard handling equipment, as well as mobile harbor cranes, lift trucks. Additionally, it engages in port services comprising of retrofits, inspection, spare parts, training, and digital services. Furthermore, the company is involved in consulting and engineering, ecolifting, safety assist, servicing, and maintenance of ports, and cores for lifting. The company serves automotive, container handling, general manufacturing, intermodal, metal production, mining, nuclear, paper and forest, petroleum and gas, power, shipyards, waste to energy and biomass sectors. Konecranes Plc was founded in 1910 and is headquartered in Hyvinkää, Finland.",16331,"{'maxAge': 1, 'name': 'Ms. Kiira  Froberg', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,7,1,3,1693526400,1672444800,86400,2,30.77,31.25,31.25,31.25,30.77,31.25,31.25,31.25,1.25,0.040599998,1680134400,0.4085,1.396021,10.212419,100,100,9,0,0,31.56,31.87,50000,45000,2507247104,19.7,39.45,0.67437184,32.4046,32.2944,1.25,0.040623985,EUR,3099770368,0.06525,66711263,79202200,0.26606,0.43792,18.116,1.7249945,1672444800,1703980800,1688083200,1.058,242600000,3.06,0.834,6.675,FRA,EQUITY,K34.F,K34.F,KONECRANES OYJ  O.N.,Konecranes Plc,1305525600,Europe/Berlin,CEST,7200000,31.25,none,362700000,4.579,464400000,987400000,0.683,1.422,3717900032,68.818,46.956,0.05903,0.17871,1859400000,263962496,325500000,1.029,0.16,0.55496,0.124910004,0.10845,EUR,
5,Koneenkatu 8,P.O. Box 661,Hyvinkää,05801,Finland,358 2042 711,358 20 427 2099,https://www.konecranes.com,Farm & Heavy Construction Machinery,Industrials,"Konecranes Plc manufactures, sells, and services lifting equipment. It operates through three segments: Service, Industrial Equipment, and Port Solutions. The company offers specialized maintenance services and spare parts for industrial cranes and hoists. In addition, it provides a range of industrial cranes for general manufacturing and various process industries, as well as involved in design and manufacture of crane components. Further, the company offers container, bulk, and shipyard handling equipment, as well as mobile harbor cranes, lift trucks. Additionally, it engages in port services comprising of retrofits, inspection, spare parts, training, and digital services. Furthermore, the company is involved in consulting and engineering, ecolifting, safety assist, servicing, and maintenance of ports, and cores for lifting. The company serves automotive, container handling, general manufacturing, intermodal, metal production, mining, nuclear, paper and forest, petroleum and gas, power, shipyards, waste to energy and biomass sectors. Konecranes Plc was founded in 1910 and is headquartered in Hyvinkää, Finland.",16331,"{'maxAge': 1, 'name': 'Ms. Sirpa  Poitsalo LL.M.', 'age': 59, 'title': 'Sr. VP, Gen. Counsel & Sec. of the Board', 'yearBorn': 1963, 'fiscalYear': 2005, 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,7,1,3,1693526400,1672444800,86400,2,30.77,31.25,31.25,31.25,30.77,31.25,31.25,31.25,1.25,0.040599998,1680134400,0.4085,1.396021,10.212419,100,100,9,0,0,31.56,31.87,50000,45000,2507247104,19.7,39.45,0.67437184,32.4046,32.2944,1.25,0.040623985,EUR,3099770368,0.06525,66711263,79202200,0.26606,0.43792,18.116,1.7249945,1672444800,1703980800,1688083200,1.058,242600000,3.06,0.834,6.675,FRA,EQUITY,K34.F,K34.F,KONECRANES OYJ  O.N.,Konecranes Plc,1305525600,Europe/Berlin,CEST,7200000,31.25,none,362700000,4.579,464400000,987400000,0.683,1.422,3717900032,68.818,46.956,0.05903,0.17871,1859400000,263962496,325500000,1.029,0.16,0.55496,0.124910004,0.10845,EUR,
6,Koneenkatu 8,P.O. Box 661,Hyvinkää,05801,Finland,358 2042 711,358 20 427 2099,https://www.konecranes.com,Farm & Heavy Construction Machinery,Industrials,"Konecranes Plc manufactures, sells, and services lifting equipment. It operates through three segments: Service, Industrial Equipment, and Port Solutions. The company offers specialized maintenance services and spare parts for industrial cranes and hoists. In addition, it provides a range of industrial cranes for general manufacturing and various process industries, as well as involved in design and manufacture of crane components. Further, the company offers container, bulk, and shipyard handling equipment, as well as mobile harbor cranes, lift trucks. Additionally, it engages in port services comprising of retrofits, inspection, spare parts, training, and digital services. Furthermore, the company is involved in consulting and engineering, ecolifting, safety assist, servicing, and maintenance of ports, and cores for lifting. The company serves automotive, container handling, general manufacturing, intermodal, metal production, mining, nuclear, paper and forest, petroleum and gas, power, shipyards, waste to energy and biomass sectors. Konecranes Plc was founded in 1910 and is headquartered in Hyvinkää, Finland.",16331,"{'maxAge': 1, 'name': 'Ms. Niina  Suhonen M.Sc.', 'age': 53, 'title': 'VP of Group Marketing and Communications', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,7,1,3,1693526400,1672444800,86400,2,30.77,31.25,31.25,31.25,30.77,31.25,31.25,31.25,1.25,0.040599998,1680134400,0.4085,1.396021,10.212419,100,100,9,0,0,31.56,31.87,50000,45000,2507247104,19.7,39.45,0.67437184,32.4046,32.2944,1.25,0.040623985,EUR,3099770368,0.06525,66711263,79202200,0.26606,0.43792,18.116,1.7249945,1672444800,1703980800,1688083200,1.058,242600000,3.06,0.834,6.675,FRA,EQUITY,K34.F,K34.F,KONECRANES OYJ  O.N.,Konecranes Plc,1305525600,Europe/Berlin,CEST,7200000,31.25,none,362700000,4.579,464400000,987400000,0.683,1.422,3717900032,68.818,46.956,0.05903,0.17871,1859400000,263962496,325500000,1.029,0.16,0.55496,0.124910004,0.10845,EUR,
7,Koneenkatu 8,P.O. Box 661,Hyvinkää,05801,Finland,358 2042 711,358 20 427 2099,https://www.konecranes.com,Farm & Heavy Construction Machinery,Industrials,"Konecranes Plc manufactures, sells, and services lifting equipment. It operates through three segments: Service, Industrial Equipment, and Port Solutions. The company offers specialized maintenance services and spare parts for industrial cranes and hoists. In addition, it provides a range of industrial cranes for general manufacturing and various process industries, as well as involved in design and manufacture of crane components. Further, the company offers container, bulk, and shipyard handling equipment, as well as mobile harbor cranes, lift trucks. Additionally, it engages in port services comprising of retrofits, inspection, spare parts, training, and digital services. Furthermore, the company is involved in consulting and engineering, ecolifting, safety assist, servicing, and maintenance of ports, and cores for lifting. The company serves automotive, container handling, general manufacturing, intermodal, metal production, mining, nuclear, paper and forest, petroleum and gas, power, shipyards, waste to energy and biomass sectors. Konecranes Plc was founded in 1910 and is headquartered in Hyvinkää, Finland.",16331,"{'maxAge': 1, 'name': 'Mr. Jukka Pentti Tapio Paasonen', 'age': 59, 'title': 'Bus. Devel. Director of Customer Experience and Service Offering', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,7,1,3,1693526400,1672444800,86400,2,30.77,31.25,31.25,31.25,30.77,31.25,31.25,31.25,1.25,0.040599998,1680134400,0.4085,1.396021,10.212419,100,100,9,0,0,31.56,31.87,50000,45000,2507247104,19.7,39.45,0.67437184,32.4046,32.2944,1.25,0.040623985,EUR,3099770368,0.06525,66711263,79202200,0.26606,0.43792,18.116,1.7249945,1672444800,1703980800,1688083200,1.058,242600000,3.06,0.834,6.675,FRA,EQUITY,K34.F,K34.F,KONECRANES OYJ  O.N.,Konecranes Plc,1305525600,Europe/Berlin,CEST,7200000,31.25,none,362700000,4.579,464400000,987400000,0.683,1.422,3717900032,68.818,46.956,0.05903,0.17871,1859400000,263962496,325500000,1.029,0.16,0.55496,0.124910004,0.10845,EUR,
8,Koneenkatu 8,P.O. Box 661,Hyvinkää,05801,Finland,358 2042 711,358 20 427 2099,https://www.konecranes.com,Farm & Heavy Construction Machinery,Industrials,"Konecranes Plc manufactures, sells, and services lifting equipment. It operates through three segments: Service, Industrial Equipment, and Port Solutions. The company offers specialized maintenance services and spare parts for industrial cranes and hoists. In addition, it provides a range of industrial cranes for general manufacturing and various process industries, as well as involved in design and manufacture of crane components. Further, the company offers container, bulk, and shipyard handling equipment, as well as mobile harbor cranes, lift trucks. Additionally, it engages in port services comprising of retrofits, inspection, spare parts, training, and digital services. Furthermore, the company is involved in consulting and engineering, ecolifting, safety assist, servicing, and maintenance of ports, and cores for lifting. The company serves automotive, container handling, general manufacturing, intermodal, metal production, mining, nuclear, paper and forest, petroleum and gas, power, shipyards, waste to energy and biomass sectors. Konecranes Plc was founded in 1910 and is headquartered in Hyvinkää, Finland.",16331,"{'maxAge': 1, 'name': 'Mr. Tomas  Myntti', 'age': 59, 'title': 'Sr. VP of Industrial Service - Region EMEA (Europe, Middle East and Africa)', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,7,1,3,1693526400,1672444800,86400,2,30.77,31.25,31.25,31.25,30.77,31.25,31.25,31.25,1.25,0.040599998,1680134400,0.4085,1.396021,10.212419,100,100,9,0,0,31.56,31.87,50000,45000,2507247104,19.7,39.45,0.67437184,32.4046,32.2944,1.25,0.040623985,EUR,3099770368,0.06525,66711263,79202200,0.26606,0.43792,18.116,1.7249945,1672444800,1703980800,1688083200,1.058,242600000,3.06,0.834,6.675,FRA,EQUITY,K34.F,K34.F,KONECRANES OYJ  O.N.,Konecranes Plc,1305525600,Europe/Berlin,CEST,7200000,31.25,none,362700000,4.579,464400000,987400000,0.683,1.422,3717900032,68.818,46.956,0.05903,0.17871,1859400000,263962496,325500000,1.029,0.16,0.55496,0.124910004,0.10845,EUR,
9,Koneenkatu 8,P.O. Box 661,Hyvinkää,05801,Finland,358 2042 711,358 20 427 2099,https://www.konecranes.com,Farm & Heavy Construction Machinery,Industrials,"Konecranes Plc manufactures, sells, and services lifting equipment. It operates through three segments: Service, Industrial Equipment, and Port Solutions. The company offers specialized maintenance services and spare parts for industrial cranes and hoists. In addition, it provides a range of industrial cranes for general manufacturing and various process industries, as well as involved in design and manufacture of crane components. Further, the company offers container, bulk, and shipyard handling equipment, as well as mobile harbor cranes, lift trucks. Additionally, it engages in port services comprising of retrofits, inspection, spare parts, training, and digital services. Furthermore, the company is involved in consulting and engineering, ecolifting, safety assist, servicing, and maintenance of ports, and cores for lifting. The company serves automotive, container handling, general manufacturing, intermodal, metal production, mining, nuclear, paper and forest, petroleum and gas, power, shipyards, waste to energy and biomass sectors. Konecranes Plc was founded in 1910 and is headquartered in Hyvinkää, Finland.",16331,"{'maxAge': 1, 'name': 'Mr. Fabio  Fiorino', 'age': 55, 'title': 'Exec. VP of Industrial Service & Equipment', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,7,1,3,1693526400,1672444800,86400,2,30.77,31.25,31.25,31.25,30.77,31.25,31.25,31.25,1.25,0.040599998,1680134400,0.4085,1.396021,10.212419,100,100,9,0,0,31.56,31.87,50000,45000,2507247104,19.7,39.45,0.67437184,32.4046,32.2944,1.25,0.040623985,EUR,3099770368,0.06525,66711263,79202200,0.26606,0.43792,18.116,1.7249945,1672444800,1703980800,1688083200,1.058,242600000,3.06,0.834,6.675,FRA,EQUITY,K34.F,K34.F,KONECRANES OYJ  O.N.,Konecranes Plc,1305525600,Europe/Berlin,CEST,7200000,31.25,none,362700000,4.579,464400000,987400000,0.683,1.422,3717900032,68.818,46.956,0.05903,0.17871,1859400000,263962496,325500000,1.029,0.16,0.55496,0.124910004,0.10845,EUR,
