,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,12 Science Park East Avenue,6th Floor Hong Kong Science Park,Sha Tin,Hong Kong,852 2663 6688,852 2897 2054,https://www.johnsonelectric.com,Auto Parts,Consumer Cyclical,"Johnson Electric Holdings Limited, an investment holding company, engages in the manufacturing and sale of motion systems in Germany, the Czech Republic, France, North America, the People's Republic of China, Asia, South America, and internationally. The company's products portfolio comprises automotive actuators, automotive switches and subsystems, blowers, cargo bikes, edrives, electromagnetic interference shielded flexible circuits, flat flexible cables, flex circuits, gearboxes, haptic motion products, manually operated switches, microelectronics, snap action micro-switches, panel mounted switches, piezo motors and subsystems, piezo stages, and powder metal components. It also offers printed electronics, pumps, relays, security circuits, solenoids, TIPPMATIC auto power-off products, and valves, as well as DC, brushless EC, AC, stepper, and gear motors. The company offers solutions for various industries, including automotive, building automation, business machines, circuit breakers, digital security, bikes, floor care, food and beverage, home technologies, HVAC, industrial and warehouse automation, laboratory equipment, lawn and garden, medical devices, optronics, personal care, power tools, powersports, smart meters, specialty vehicles, ventilation, dishwaters, refrigerators, and washers and dryers. Johnson Electric Holdings Limited was founded in 1959 and is headquartered in Sha Tin, Hong Kong.",35000,"{'maxAge': 1, 'name': 'Dr. Shui Chung  Wang BSc, J.P., JP, MSc', 'age': 71, 'title': 'Chairman & Chief Exec.', 'yearBorn': 1951, 'fiscalYear': 2023, 'totalPay': 1033000, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,10,8,8,1693526400,1703980800,86400,2,10.77,10.77,10.77,10.77,10.77,10.77,10.77,10.77,0.65,0.060500003,1689724800,0.25030002,1.27515,6.225434,101,101,0,0,0,0.0,0.0,0,0,1324946944,10.77,12.75,0.36338556,10.77,11.78305,0.065,0.0060352827,USD,1179286272,0.04328,28759575,93085400,0.0,0.0,26.58,0.4051919,1680220800,1711843200,1680220800,0.917,157804992,1.73,1:4,1405900800,0.323,2.775,PNK,EQUITY,JEHLY,JEHLY,JOHNSON ELECTRIC HOLDINGS UNSPO,Johnson Electric Holdings Limited,1263997800,America/New_York,EDT,-14400000,10.77,none,428075008,4.65,425006016,567420992,1.161,1.925,3646118912,22.739,40.25,0.026670001,0.06454,121868248,432492000,0.882,0.059,0.19635001,0.116560005,0.0494,USD,
1,12 Science Park East Avenue,6th Floor Hong Kong Science Park,Sha Tin,Hong Kong,852 2663 6688,852 2897 2054,https://www.johnsonelectric.com,Auto Parts,Consumer Cyclical,"Johnson Electric Holdings Limited, an investment holding company, engages in the manufacturing and sale of motion systems in Germany, the Czech Republic, France, North America, the People's Republic of China, Asia, South America, and internationally. The company's products portfolio comprises automotive actuators, automotive switches and subsystems, blowers, cargo bikes, edrives, electromagnetic interference shielded flexible circuits, flat flexible cables, flex circuits, gearboxes, haptic motion products, manually operated switches, microelectronics, snap action micro-switches, panel mounted switches, piezo motors and subsystems, piezo stages, and powder metal components. It also offers printed electronics, pumps, relays, security circuits, solenoids, TIPPMATIC auto power-off products, and valves, as well as DC, brushless EC, AC, stepper, and gear motors. The company offers solutions for various industries, including automotive, building automation, business machines, circuit breakers, digital security, bikes, floor care, food and beverage, home technologies, HVAC, industrial and warehouse automation, laboratory equipment, lawn and garden, medical devices, optronics, personal care, power tools, powersports, smart meters, specialty vehicles, ventilation, dishwaters, refrigerators, and washers and dryers. Johnson Electric Holdings Limited was founded in 1959 and is headquartered in Sha Tin, Hong Kong.",35000,"{'maxAge': 1, 'name': 'Mr. Yik-Chunkoo  Wang', 'age': 41, 'title': 'Exec. Director & Sr. VP of Industry Products Group', 'yearBorn': 1981, 'fiscalYear': 2023, 'totalPay': 705000, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,10,8,8,1693526400,1703980800,86400,2,10.77,10.77,10.77,10.77,10.77,10.77,10.77,10.77,0.65,0.060500003,1689724800,0.25030002,1.27515,6.225434,101,101,0,0,0,0.0,0.0,0,0,1324946944,10.77,12.75,0.36338556,10.77,11.78305,0.065,0.0060352827,USD,1179286272,0.04328,28759575,93085400,0.0,0.0,26.58,0.4051919,1680220800,1711843200,1680220800,0.917,157804992,1.73,1:4,1405900800,0.323,2.775,PNK,EQUITY,JEHLY,JEHLY,JOHNSON ELECTRIC HOLDINGS UNSPO,Johnson Electric Holdings Limited,1263997800,America/New_York,EDT,-14400000,10.77,none,428075008,4.65,425006016,567420992,1.161,1.925,3646118912,22.739,40.25,0.026670001,0.06454,121868248,432492000,0.882,0.059,0.19635001,0.116560005,0.0494,USD,
2,12 Science Park East Avenue,6th Floor Hong Kong Science Park,Sha Tin,Hong Kong,852 2663 6688,852 2897 2054,https://www.johnsonelectric.com,Auto Parts,Consumer Cyclical,"Johnson Electric Holdings Limited, an investment holding company, engages in the manufacturing and sale of motion systems in Germany, the Czech Republic, France, North America, the People's Republic of China, Asia, South America, and internationally. The company's products portfolio comprises automotive actuators, automotive switches and subsystems, blowers, cargo bikes, edrives, electromagnetic interference shielded flexible circuits, flat flexible cables, flex circuits, gearboxes, haptic motion products, manually operated switches, microelectronics, snap action micro-switches, panel mounted switches, piezo motors and subsystems, piezo stages, and powder metal components. It also offers printed electronics, pumps, relays, security circuits, solenoids, TIPPMATIC auto power-off products, and valves, as well as DC, brushless EC, AC, stepper, and gear motors. The company offers solutions for various industries, including automotive, building automation, business machines, circuit breakers, digital security, bikes, floor care, food and beverage, home technologies, HVAC, industrial and warehouse automation, laboratory equipment, lawn and garden, medical devices, optronics, personal care, power tools, powersports, smart meters, specialty vehicles, ventilation, dishwaters, refrigerators, and washers and dryers. Johnson Electric Holdings Limited was founded in 1959 and is headquartered in Sha Tin, Hong Kong.",35000,"{'maxAge': 1, 'name': 'Mr. Amit  Chhabra', 'age': 48, 'title': 'Sr. VP & CFO', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,10,8,8,1693526400,1703980800,86400,2,10.77,10.77,10.77,10.77,10.77,10.77,10.77,10.77,0.65,0.060500003,1689724800,0.25030002,1.27515,6.225434,101,101,0,0,0,0.0,0.0,0,0,1324946944,10.77,12.75,0.36338556,10.77,11.78305,0.065,0.0060352827,USD,1179286272,0.04328,28759575,93085400,0.0,0.0,26.58,0.4051919,1680220800,1711843200,1680220800,0.917,157804992,1.73,1:4,1405900800,0.323,2.775,PNK,EQUITY,JEHLY,JEHLY,JOHNSON ELECTRIC HOLDINGS UNSPO,Johnson Electric Holdings Limited,1263997800,America/New_York,EDT,-14400000,10.77,none,428075008,4.65,425006016,567420992,1.161,1.925,3646118912,22.739,40.25,0.026670001,0.06454,121868248,432492000,0.882,0.059,0.19635001,0.116560005,0.0494,USD,
3,12 Science Park East Avenue,6th Floor Hong Kong Science Park,Sha Tin,Hong Kong,852 2663 6688,852 2897 2054,https://www.johnsonelectric.com,Auto Parts,Consumer Cyclical,"Johnson Electric Holdings Limited, an investment holding company, engages in the manufacturing and sale of motion systems in Germany, the Czech Republic, France, North America, the People's Republic of China, Asia, South America, and internationally. The company's products portfolio comprises automotive actuators, automotive switches and subsystems, blowers, cargo bikes, edrives, electromagnetic interference shielded flexible circuits, flat flexible cables, flex circuits, gearboxes, haptic motion products, manually operated switches, microelectronics, snap action micro-switches, panel mounted switches, piezo motors and subsystems, piezo stages, and powder metal components. It also offers printed electronics, pumps, relays, security circuits, solenoids, TIPPMATIC auto power-off products, and valves, as well as DC, brushless EC, AC, stepper, and gear motors. The company offers solutions for various industries, including automotive, building automation, business machines, circuit breakers, digital security, bikes, floor care, food and beverage, home technologies, HVAC, industrial and warehouse automation, laboratory equipment, lawn and garden, medical devices, optronics, personal care, power tools, powersports, smart meters, specialty vehicles, ventilation, dishwaters, refrigerators, and washers and dryers. Johnson Electric Holdings Limited was founded in 1959 and is headquartered in Sha Tin, Hong Kong.",35000,"{'maxAge': 1, 'name': 'Mr. Laurent Edmond Gerard  Cardon', 'age': 54, 'title': 'Sr. VP of Global Operations', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,10,8,8,1693526400,1703980800,86400,2,10.77,10.77,10.77,10.77,10.77,10.77,10.77,10.77,0.65,0.060500003,1689724800,0.25030002,1.27515,6.225434,101,101,0,0,0,0.0,0.0,0,0,1324946944,10.77,12.75,0.36338556,10.77,11.78305,0.065,0.0060352827,USD,1179286272,0.04328,28759575,93085400,0.0,0.0,26.58,0.4051919,1680220800,1711843200,1680220800,0.917,157804992,1.73,1:4,1405900800,0.323,2.775,PNK,EQUITY,JEHLY,JEHLY,JOHNSON ELECTRIC HOLDINGS UNSPO,Johnson Electric Holdings Limited,1263997800,America/New_York,EDT,-14400000,10.77,none,428075008,4.65,425006016,567420992,1.161,1.925,3646118912,22.739,40.25,0.026670001,0.06454,121868248,432492000,0.882,0.059,0.19635001,0.116560005,0.0494,USD,
4,12 Science Park East Avenue,6th Floor Hong Kong Science Park,Sha Tin,Hong Kong,852 2663 6688,852 2897 2054,https://www.johnsonelectric.com,Auto Parts,Consumer Cyclical,"Johnson Electric Holdings Limited, an investment holding company, engages in the manufacturing and sale of motion systems in Germany, the Czech Republic, France, North America, the People's Republic of China, Asia, South America, and internationally. The company's products portfolio comprises automotive actuators, automotive switches and subsystems, blowers, cargo bikes, edrives, electromagnetic interference shielded flexible circuits, flat flexible cables, flex circuits, gearboxes, haptic motion products, manually operated switches, microelectronics, snap action micro-switches, panel mounted switches, piezo motors and subsystems, piezo stages, and powder metal components. It also offers printed electronics, pumps, relays, security circuits, solenoids, TIPPMATIC auto power-off products, and valves, as well as DC, brushless EC, AC, stepper, and gear motors. The company offers solutions for various industries, including automotive, building automation, business machines, circuit breakers, digital security, bikes, floor care, food and beverage, home technologies, HVAC, industrial and warehouse automation, laboratory equipment, lawn and garden, medical devices, optronics, personal care, power tools, powersports, smart meters, specialty vehicles, ventilation, dishwaters, refrigerators, and washers and dryers. Johnson Electric Holdings Limited was founded in 1959 and is headquartered in Sha Tin, Hong Kong.",35000,"{'maxAge': 1, 'name': 'Mr. Raman  Mehta', 'age': 56, 'title': 'Sr. VP & Chief Information Officer', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,10,8,8,1693526400,1703980800,86400,2,10.77,10.77,10.77,10.77,10.77,10.77,10.77,10.77,0.65,0.060500003,1689724800,0.25030002,1.27515,6.225434,101,101,0,0,0,0.0,0.0,0,0,1324946944,10.77,12.75,0.36338556,10.77,11.78305,0.065,0.0060352827,USD,1179286272,0.04328,28759575,93085400,0.0,0.0,26.58,0.4051919,1680220800,1711843200,1680220800,0.917,157804992,1.73,1:4,1405900800,0.323,2.775,PNK,EQUITY,JEHLY,JEHLY,JOHNSON ELECTRIC HOLDINGS UNSPO,Johnson Electric Holdings Limited,1263997800,America/New_York,EDT,-14400000,10.77,none,428075008,4.65,425006016,567420992,1.161,1.925,3646118912,22.739,40.25,0.026670001,0.06454,121868248,432492000,0.882,0.059,0.19635001,0.116560005,0.0494,USD,
5,12 Science Park East Avenue,6th Floor Hong Kong Science Park,Sha Tin,Hong Kong,852 2663 6688,852 2897 2054,https://www.johnsonelectric.com,Auto Parts,Consumer Cyclical,"Johnson Electric Holdings Limited, an investment holding company, engages in the manufacturing and sale of motion systems in Germany, the Czech Republic, France, North America, the People's Republic of China, Asia, South America, and internationally. The company's products portfolio comprises automotive actuators, automotive switches and subsystems, blowers, cargo bikes, edrives, electromagnetic interference shielded flexible circuits, flat flexible cables, flex circuits, gearboxes, haptic motion products, manually operated switches, microelectronics, snap action micro-switches, panel mounted switches, piezo motors and subsystems, piezo stages, and powder metal components. It also offers printed electronics, pumps, relays, security circuits, solenoids, TIPPMATIC auto power-off products, and valves, as well as DC, brushless EC, AC, stepper, and gear motors. The company offers solutions for various industries, including automotive, building automation, business machines, circuit breakers, digital security, bikes, floor care, food and beverage, home technologies, HVAC, industrial and warehouse automation, laboratory equipment, lawn and garden, medical devices, optronics, personal care, power tools, powersports, smart meters, specialty vehicles, ventilation, dishwaters, refrigerators, and washers and dryers. Johnson Electric Holdings Limited was founded in 1959 and is headquartered in Sha Tin, Hong Kong.",35000,"{'maxAge': 1, 'name': 'Mr. Christian  Moeller', 'age': 60, 'title': 'Sr. VP & Chief HR Officer', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,10,8,8,1693526400,1703980800,86400,2,10.77,10.77,10.77,10.77,10.77,10.77,10.77,10.77,0.65,0.060500003,1689724800,0.25030002,1.27515,6.225434,101,101,0,0,0,0.0,0.0,0,0,1324946944,10.77,12.75,0.36338556,10.77,11.78305,0.065,0.0060352827,USD,1179286272,0.04328,28759575,93085400,0.0,0.0,26.58,0.4051919,1680220800,1711843200,1680220800,0.917,157804992,1.73,1:4,1405900800,0.323,2.775,PNK,EQUITY,JEHLY,JEHLY,JOHNSON ELECTRIC HOLDINGS UNSPO,Johnson Electric Holdings Limited,1263997800,America/New_York,EDT,-14400000,10.77,none,428075008,4.65,425006016,567420992,1.161,1.925,3646118912,22.739,40.25,0.026670001,0.06454,121868248,432492000,0.882,0.059,0.19635001,0.116560005,0.0494,USD,
6,12 Science Park East Avenue,6th Floor Hong Kong Science Park,Sha Tin,Hong Kong,852 2663 6688,852 2897 2054,https://www.johnsonelectric.com,Auto Parts,Consumer Cyclical,"Johnson Electric Holdings Limited, an investment holding company, engages in the manufacturing and sale of motion systems in Germany, the Czech Republic, France, North America, the People's Republic of China, Asia, South America, and internationally. The company's products portfolio comprises automotive actuators, automotive switches and subsystems, blowers, cargo bikes, edrives, electromagnetic interference shielded flexible circuits, flat flexible cables, flex circuits, gearboxes, haptic motion products, manually operated switches, microelectronics, snap action micro-switches, panel mounted switches, piezo motors and subsystems, piezo stages, and powder metal components. It also offers printed electronics, pumps, relays, security circuits, solenoids, TIPPMATIC auto power-off products, and valves, as well as DC, brushless EC, AC, stepper, and gear motors. The company offers solutions for various industries, including automotive, building automation, business machines, circuit breakers, digital security, bikes, floor care, food and beverage, home technologies, HVAC, industrial and warehouse automation, laboratory equipment, lawn and garden, medical devices, optronics, personal care, power tools, powersports, smart meters, specialty vehicles, ventilation, dishwaters, refrigerators, and washers and dryers. Johnson Electric Holdings Limited was founded in 1959 and is headquartered in Sha Tin, Hong Kong.",35000,"{'maxAge': 1, 'name': 'Mr. Tung-Sing  Choi', 'age': 72, 'title': 'Sr. VP of Global Manufacturing', 'yearBorn': 1950, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,10,8,8,1693526400,1703980800,86400,2,10.77,10.77,10.77,10.77,10.77,10.77,10.77,10.77,0.65,0.060500003,1689724800,0.25030002,1.27515,6.225434,101,101,0,0,0,0.0,0.0,0,0,1324946944,10.77,12.75,0.36338556,10.77,11.78305,0.065,0.0060352827,USD,1179286272,0.04328,28759575,93085400,0.0,0.0,26.58,0.4051919,1680220800,1711843200,1680220800,0.917,157804992,1.73,1:4,1405900800,0.323,2.775,PNK,EQUITY,JEHLY,JEHLY,JOHNSON ELECTRIC HOLDINGS UNSPO,Johnson Electric Holdings Limited,1263997800,America/New_York,EDT,-14400000,10.77,none,428075008,4.65,425006016,567420992,1.161,1.925,3646118912,22.739,40.25,0.026670001,0.06454,121868248,432492000,0.882,0.059,0.19635001,0.116560005,0.0494,USD,
7,12 Science Park East Avenue,6th Floor Hong Kong Science Park,Sha Tin,Hong Kong,852 2663 6688,852 2897 2054,https://www.johnsonelectric.com,Auto Parts,Consumer Cyclical,"Johnson Electric Holdings Limited, an investment holding company, engages in the manufacturing and sale of motion systems in Germany, the Czech Republic, France, North America, the People's Republic of China, Asia, South America, and internationally. The company's products portfolio comprises automotive actuators, automotive switches and subsystems, blowers, cargo bikes, edrives, electromagnetic interference shielded flexible circuits, flat flexible cables, flex circuits, gearboxes, haptic motion products, manually operated switches, microelectronics, snap action micro-switches, panel mounted switches, piezo motors and subsystems, piezo stages, and powder metal components. It also offers printed electronics, pumps, relays, security circuits, solenoids, TIPPMATIC auto power-off products, and valves, as well as DC, brushless EC, AC, stepper, and gear motors. The company offers solutions for various industries, including automotive, building automation, business machines, circuit breakers, digital security, bikes, floor care, food and beverage, home technologies, HVAC, industrial and warehouse automation, laboratory equipment, lawn and garden, medical devices, optronics, personal care, power tools, powersports, smart meters, specialty vehicles, ventilation, dishwaters, refrigerators, and washers and dryers. Johnson Electric Holdings Limited was founded in 1959 and is headquartered in Sha Tin, Hong Kong.",35000,"{'maxAge': 1, 'name': 'Mr. Christopher John Hasson', 'age': 59, 'title': 'Exec. VP', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,10,8,8,1693526400,1703980800,86400,2,10.77,10.77,10.77,10.77,10.77,10.77,10.77,10.77,0.65,0.060500003,1689724800,0.25030002,1.27515,6.225434,101,101,0,0,0,0.0,0.0,0,0,1324946944,10.77,12.75,0.36338556,10.77,11.78305,0.065,0.0060352827,USD,1179286272,0.04328,28759575,93085400,0.0,0.0,26.58,0.4051919,1680220800,1711843200,1680220800,0.917,157804992,1.73,1:4,1405900800,0.323,2.775,PNK,EQUITY,JEHLY,JEHLY,JOHNSON ELECTRIC HOLDINGS UNSPO,Johnson Electric Holdings Limited,1263997800,America/New_York,EDT,-14400000,10.77,none,428075008,4.65,425006016,567420992,1.161,1.925,3646118912,22.739,40.25,0.026670001,0.06454,121868248,432492000,0.882,0.059,0.19635001,0.116560005,0.0494,USD,
8,12 Science Park East Avenue,6th Floor Hong Kong Science Park,Sha Tin,Hong Kong,852 2663 6688,852 2897 2054,https://www.johnsonelectric.com,Auto Parts,Consumer Cyclical,"Johnson Electric Holdings Limited, an investment holding company, engages in the manufacturing and sale of motion systems in Germany, the Czech Republic, France, North America, the People's Republic of China, Asia, South America, and internationally. The company's products portfolio comprises automotive actuators, automotive switches and subsystems, blowers, cargo bikes, edrives, electromagnetic interference shielded flexible circuits, flat flexible cables, flex circuits, gearboxes, haptic motion products, manually operated switches, microelectronics, snap action micro-switches, panel mounted switches, piezo motors and subsystems, piezo stages, and powder metal components. It also offers printed electronics, pumps, relays, security circuits, solenoids, TIPPMATIC auto power-off products, and valves, as well as DC, brushless EC, AC, stepper, and gear motors. The company offers solutions for various industries, including automotive, building automation, business machines, circuit breakers, digital security, bikes, floor care, food and beverage, home technologies, HVAC, industrial and warehouse automation, laboratory equipment, lawn and garden, medical devices, optronics, personal care, power tools, powersports, smart meters, specialty vehicles, ventilation, dishwaters, refrigerators, and washers and dryers. Johnson Electric Holdings Limited was founded in 1959 and is headquartered in Sha Tin, Hong Kong.",35000,"{'maxAge': 1, 'name': 'Mr. Kam-Chin  Ko', 'age': 56, 'title': 'Sr. VP of Automotive Products Group', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,10,8,8,1693526400,1703980800,86400,2,10.77,10.77,10.77,10.77,10.77,10.77,10.77,10.77,0.65,0.060500003,1689724800,0.25030002,1.27515,6.225434,101,101,0,0,0,0.0,0.0,0,0,1324946944,10.77,12.75,0.36338556,10.77,11.78305,0.065,0.0060352827,USD,1179286272,0.04328,28759575,93085400,0.0,0.0,26.58,0.4051919,1680220800,1711843200,1680220800,0.917,157804992,1.73,1:4,1405900800,0.323,2.775,PNK,EQUITY,JEHLY,JEHLY,JOHNSON ELECTRIC HOLDINGS UNSPO,Johnson Electric Holdings Limited,1263997800,America/New_York,EDT,-14400000,10.77,none,428075008,4.65,425006016,567420992,1.161,1.925,3646118912,22.739,40.25,0.026670001,0.06454,121868248,432492000,0.882,0.059,0.19635001,0.116560005,0.0494,USD,
9,12 Science Park East Avenue,6th Floor Hong Kong Science Park,Sha Tin,Hong Kong,852 2663 6688,852 2897 2054,https://www.johnsonelectric.com,Auto Parts,Consumer Cyclical,"Johnson Electric Holdings Limited, an investment holding company, engages in the manufacturing and sale of motion systems in Germany, the Czech Republic, France, North America, the People's Republic of China, Asia, South America, and internationally. The company's products portfolio comprises automotive actuators, automotive switches and subsystems, blowers, cargo bikes, edrives, electromagnetic interference shielded flexible circuits, flat flexible cables, flex circuits, gearboxes, haptic motion products, manually operated switches, microelectronics, snap action micro-switches, panel mounted switches, piezo motors and subsystems, piezo stages, and powder metal components. It also offers printed electronics, pumps, relays, security circuits, solenoids, TIPPMATIC auto power-off products, and valves, as well as DC, brushless EC, AC, stepper, and gear motors. The company offers solutions for various industries, including automotive, building automation, business machines, circuit breakers, digital security, bikes, floor care, food and beverage, home technologies, HVAC, industrial and warehouse automation, laboratory equipment, lawn and garden, medical devices, optronics, personal care, power tools, powersports, smart meters, specialty vehicles, ventilation, dishwaters, refrigerators, and washers and dryers. Johnson Electric Holdings Limited was founded in 1959 and is headquartered in Sha Tin, Hong Kong.",35000,"{'maxAge': 1, 'name': 'Mr. Yue  Li', 'age': 62, 'title': 'Sr. VP of Corp. Engineering', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,10,8,8,1693526400,1703980800,86400,2,10.77,10.77,10.77,10.77,10.77,10.77,10.77,10.77,0.65,0.060500003,1689724800,0.25030002,1.27515,6.225434,101,101,0,0,0,0.0,0.0,0,0,1324946944,10.77,12.75,0.36338556,10.77,11.78305,0.065,0.0060352827,USD,1179286272,0.04328,28759575,93085400,0.0,0.0,26.58,0.4051919,1680220800,1711843200,1680220800,0.917,157804992,1.73,1:4,1405900800,0.323,2.775,PNK,EQUITY,JEHLY,JEHLY,JOHNSON ELECTRIC HOLDINGS UNSPO,Johnson Electric Holdings Limited,1263997800,America/New_York,EDT,-14400000,10.77,none,428075008,4.65,425006016,567420992,1.161,1.925,3646118912,22.739,40.25,0.026670001,0.06454,121868248,432492000,0.882,0.059,0.19635001,0.116560005,0.0494,USD,
