,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"1331 Spring Street, NW",Suite 2500,Atlanta,GA,30309,United States,(404) 892-0896,https://www.invesco.com/portal/site/us/investors/closed-end/product-detail?productId=30626,Asset Management,Financial Services,"Invesco Trust for Investment Grade Municipals is a closed-ended fixed income mutual fund launched by Invesco Ltd. The fund is co-managed by Invesco Advisers, Inc., INVESCO Asset Management (Japan) Limited, INVESCO Asset Management Deutschland GmbH, INVESCO Asset Management Limited, Invesco Canada Ltd., Invesco Hong Kong Limited, and INVESCO Senior Secured Management, Inc. It invests in the fixed income markets of the United States. The fund primarily invests in investment grade municipal securities which include municipal bonds, municipal notes, municipal commercial paper, and lease obligations. It employs fundamental analysis with bottom-up security selection approach to create its portfolio. The fund was formerly known as Invesco Van Kampen Trust for Investment Grade Municipals. Invesco Trust for Investment Grade Municipals was formed on January 24, 1992 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Colin D. Meadows', 'age': 51, 'title': 'Chief Exec. Officer and Pres', 'yearBorn': 1971, 'fiscalYear': 2013, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,9.08,9.1,9.04,9.11,9.08,9.1,9.04,9.11,0.41,0.0452,1694649600,5.18,0.415283,110317,110317,115767,160420,160420,9.07,9.08,800,900,491884224,9.0,10.55,11.082998,9.4718,9.76905,0.549,0.060462557,USD,840335040,-2.09236,54232000,1975,11104,1690761600,1693440000,0.0,4.0000003e-05,0.31844,0.02,0.0,10.939,0.8291434,1677542400,1709078400,1677542400,-92862720,-1.71,18.934,NYQ,EQUITY,VGM,VGM,Invesco Trust for Investment Gr,Invesco Trust for Investment Grade Municipals,698509800,America/New_York,EDT,-14400000,9.07,none,32481346,0.599,380932448,3.1,3.1,44381872,64.21,0.818,0.02187,-0.14187999,18599044,147801152,0.023,1.0,0.0,0.86320996,USD,
1,"1331 Spring Street, NW",Suite 2500,Atlanta,GA,30309,United States,(404) 892-0896,https://www.invesco.com/portal/site/us/investors/closed-end/product-detail?productId=30626,Asset Management,Financial Services,"Invesco Trust for Investment Grade Municipals is a closed-ended fixed income mutual fund launched by Invesco Ltd. The fund is co-managed by Invesco Advisers, Inc., INVESCO Asset Management (Japan) Limited, INVESCO Asset Management Deutschland GmbH, INVESCO Asset Management Limited, Invesco Canada Ltd., Invesco Hong Kong Limited, and INVESCO Senior Secured Management, Inc. It invests in the fixed income markets of the United States. The fund primarily invests in investment grade municipal securities which include municipal bonds, municipal notes, municipal commercial paper, and lease obligations. It employs fundamental analysis with bottom-up security selection approach to create its portfolio. The fund was formerly known as Invesco Van Kampen Trust for Investment Grade Municipals. Invesco Trust for Investment Grade Municipals was formed on January 24, 1992 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Ms. Sheri Steward Morris', 'age': 58, 'title': 'Principal Financial Officer, VP and Treasurer', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,9.08,9.1,9.04,9.11,9.08,9.1,9.04,9.11,0.41,0.0452,1694649600,5.18,0.415283,110317,110317,115767,160420,160420,9.07,9.08,800,900,491884224,9.0,10.55,11.082998,9.4718,9.76905,0.549,0.060462557,USD,840335040,-2.09236,54232000,1975,11104,1690761600,1693440000,0.0,4.0000003e-05,0.31844,0.02,0.0,10.939,0.8291434,1677542400,1709078400,1677542400,-92862720,-1.71,18.934,NYQ,EQUITY,VGM,VGM,Invesco Trust for Investment Gr,Invesco Trust for Investment Grade Municipals,698509800,America/New_York,EDT,-14400000,9.07,none,32481346,0.599,380932448,3.1,3.1,44381872,64.21,0.818,0.02187,-0.14187999,18599044,147801152,0.023,1.0,0.0,0.86320996,USD,
2,"1331 Spring Street, NW",Suite 2500,Atlanta,GA,30309,United States,(404) 892-0896,https://www.invesco.com/portal/site/us/investors/closed-end/product-detail?productId=30626,Asset Management,Financial Services,"Invesco Trust for Investment Grade Municipals is a closed-ended fixed income mutual fund launched by Invesco Ltd. The fund is co-managed by Invesco Advisers, Inc., INVESCO Asset Management (Japan) Limited, INVESCO Asset Management Deutschland GmbH, INVESCO Asset Management Limited, Invesco Canada Ltd., Invesco Hong Kong Limited, and INVESCO Senior Secured Management, Inc. It invests in the fixed income markets of the United States. The fund primarily invests in investment grade municipal securities which include municipal bonds, municipal notes, municipal commercial paper, and lease obligations. It employs fundamental analysis with bottom-up security selection approach to create its portfolio. The fund was formerly known as Invesco Van Kampen Trust for Investment Grade Municipals. Invesco Trust for Investment Grade Municipals was formed on January 24, 1992 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Jeffrey Howard Kupor J.D.', 'title': 'Sr. VP, Chief Legal Officer and Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,9.08,9.1,9.04,9.11,9.08,9.1,9.04,9.11,0.41,0.0452,1694649600,5.18,0.415283,110317,110317,115767,160420,160420,9.07,9.08,800,900,491884224,9.0,10.55,11.082998,9.4718,9.76905,0.549,0.060462557,USD,840335040,-2.09236,54232000,1975,11104,1690761600,1693440000,0.0,4.0000003e-05,0.31844,0.02,0.0,10.939,0.8291434,1677542400,1709078400,1677542400,-92862720,-1.71,18.934,NYQ,EQUITY,VGM,VGM,Invesco Trust for Investment Gr,Invesco Trust for Investment Grade Municipals,698509800,America/New_York,EDT,-14400000,9.07,none,32481346,0.599,380932448,3.1,3.1,44381872,64.21,0.818,0.02187,-0.14187999,18599044,147801152,0.023,1.0,0.0,0.86320996,USD,
3,"1331 Spring Street, NW",Suite 2500,Atlanta,GA,30309,United States,(404) 892-0896,https://www.invesco.com/portal/site/us/investors/closed-end/product-detail?productId=30626,Asset Management,Financial Services,"Invesco Trust for Investment Grade Municipals is a closed-ended fixed income mutual fund launched by Invesco Ltd. The fund is co-managed by Invesco Advisers, Inc., INVESCO Asset Management (Japan) Limited, INVESCO Asset Management Deutschland GmbH, INVESCO Asset Management Limited, Invesco Canada Ltd., Invesco Hong Kong Limited, and INVESCO Senior Secured Management, Inc. It invests in the fixed income markets of the United States. The fund primarily invests in investment grade municipal securities which include municipal bonds, municipal notes, municipal commercial paper, and lease obligations. It employs fundamental analysis with bottom-up security selection approach to create its portfolio. The fund was formerly known as Invesco Van Kampen Trust for Investment Grade Municipals. Invesco Trust for Investment Grade Municipals was formed on January 24, 1992 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. John Mark Zerr', 'age': 60, 'title': 'Chief Legal Officer, Sr. VP and Sec.', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,9.08,9.1,9.04,9.11,9.08,9.1,9.04,9.11,0.41,0.0452,1694649600,5.18,0.415283,110317,110317,115767,160420,160420,9.07,9.08,800,900,491884224,9.0,10.55,11.082998,9.4718,9.76905,0.549,0.060462557,USD,840335040,-2.09236,54232000,1975,11104,1690761600,1693440000,0.0,4.0000003e-05,0.31844,0.02,0.0,10.939,0.8291434,1677542400,1709078400,1677542400,-92862720,-1.71,18.934,NYQ,EQUITY,VGM,VGM,Invesco Trust for Investment Gr,Invesco Trust for Investment Grade Municipals,698509800,America/New_York,EDT,-14400000,9.07,none,32481346,0.599,380932448,3.1,3.1,44381872,64.21,0.818,0.02187,-0.14187999,18599044,147801152,0.023,1.0,0.0,0.86320996,USD,
4,"1331 Spring Street, NW",Suite 2500,Atlanta,GA,30309,United States,(404) 892-0896,https://www.invesco.com/portal/site/us/investors/closed-end/product-detail?productId=30626,Asset Management,Financial Services,"Invesco Trust for Investment Grade Municipals is a closed-ended fixed income mutual fund launched by Invesco Ltd. The fund is co-managed by Invesco Advisers, Inc., INVESCO Asset Management (Japan) Limited, INVESCO Asset Management Deutschland GmbH, INVESCO Asset Management Limited, Invesco Canada Ltd., Invesco Hong Kong Limited, and INVESCO Senior Secured Management, Inc. It invests in the fixed income markets of the United States. The fund primarily invests in investment grade municipal securities which include municipal bonds, municipal notes, municipal commercial paper, and lease obligations. It employs fundamental analysis with bottom-up security selection approach to create its portfolio. The fund was formerly known as Invesco Van Kampen Trust for Investment Grade Municipals. Invesco Trust for Investment Grade Municipals was formed on January 24, 1992 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. John  Schorle', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,9.08,9.1,9.04,9.11,9.08,9.1,9.04,9.11,0.41,0.0452,1694649600,5.18,0.415283,110317,110317,115767,160420,160420,9.07,9.08,800,900,491884224,9.0,10.55,11.082998,9.4718,9.76905,0.549,0.060462557,USD,840335040,-2.09236,54232000,1975,11104,1690761600,1693440000,0.0,4.0000003e-05,0.31844,0.02,0.0,10.939,0.8291434,1677542400,1709078400,1677542400,-92862720,-1.71,18.934,NYQ,EQUITY,VGM,VGM,Invesco Trust for Investment Gr,Invesco Trust for Investment Grade Municipals,698509800,America/New_York,EDT,-14400000,9.07,none,32481346,0.599,380932448,3.1,3.1,44381872,64.21,0.818,0.02187,-0.14187999,18599044,147801152,0.023,1.0,0.0,0.86320996,USD,
5,"1331 Spring Street, NW",Suite 2500,Atlanta,GA,30309,United States,(404) 892-0896,https://www.invesco.com/portal/site/us/investors/closed-end/product-detail?productId=30626,Asset Management,Financial Services,"Invesco Trust for Investment Grade Municipals is a closed-ended fixed income mutual fund launched by Invesco Ltd. The fund is co-managed by Invesco Advisers, Inc., INVESCO Asset Management (Japan) Limited, INVESCO Asset Management Deutschland GmbH, INVESCO Asset Management Limited, Invesco Canada Ltd., Invesco Hong Kong Limited, and INVESCO Senior Secured Management, Inc. It invests in the fixed income markets of the United States. The fund primarily invests in investment grade municipal securities which include municipal bonds, municipal notes, municipal commercial paper, and lease obligations. It employs fundamental analysis with bottom-up security selection approach to create its portfolio. The fund was formerly known as Invesco Van Kampen Trust for Investment Grade Municipals. Invesco Trust for Investment Grade Municipals was formed on January 24, 1992 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Robert J. Stryker CFA', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,9.08,9.1,9.04,9.11,9.08,9.1,9.04,9.11,0.41,0.0452,1694649600,5.18,0.415283,110317,110317,115767,160420,160420,9.07,9.08,800,900,491884224,9.0,10.55,11.082998,9.4718,9.76905,0.549,0.060462557,USD,840335040,-2.09236,54232000,1975,11104,1690761600,1693440000,0.0,4.0000003e-05,0.31844,0.02,0.0,10.939,0.8291434,1677542400,1709078400,1677542400,-92862720,-1.71,18.934,NYQ,EQUITY,VGM,VGM,Invesco Trust for Investment Gr,Invesco Trust for Investment Grade Municipals,698509800,America/New_York,EDT,-14400000,9.07,none,32481346,0.599,380932448,3.1,3.1,44381872,64.21,0.818,0.02187,-0.14187999,18599044,147801152,0.023,1.0,0.0,0.86320996,USD,
6,"1331 Spring Street, NW",Suite 2500,Atlanta,GA,30309,United States,(404) 892-0896,https://www.invesco.com/portal/site/us/investors/closed-end/product-detail?productId=30626,Asset Management,Financial Services,"Invesco Trust for Investment Grade Municipals is a closed-ended fixed income mutual fund launched by Invesco Ltd. The fund is co-managed by Invesco Advisers, Inc., INVESCO Asset Management (Japan) Limited, INVESCO Asset Management Deutschland GmbH, INVESCO Asset Management Limited, Invesco Canada Ltd., Invesco Hong Kong Limited, and INVESCO Senior Secured Management, Inc. It invests in the fixed income markets of the United States. The fund primarily invests in investment grade municipal securities which include municipal bonds, municipal notes, municipal commercial paper, and lease obligations. It employs fundamental analysis with bottom-up security selection approach to create its portfolio. The fund was formerly known as Invesco Van Kampen Trust for Investment Grade Municipals. Invesco Trust for Investment Grade Municipals was formed on January 24, 1992 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. James D. Phillips', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,9.08,9.1,9.04,9.11,9.08,9.1,9.04,9.11,0.41,0.0452,1694649600,5.18,0.415283,110317,110317,115767,160420,160420,9.07,9.08,800,900,491884224,9.0,10.55,11.082998,9.4718,9.76905,0.549,0.060462557,USD,840335040,-2.09236,54232000,1975,11104,1690761600,1693440000,0.0,4.0000003e-05,0.31844,0.02,0.0,10.939,0.8291434,1677542400,1709078400,1677542400,-92862720,-1.71,18.934,NYQ,EQUITY,VGM,VGM,Invesco Trust for Investment Gr,Invesco Trust for Investment Grade Municipals,698509800,America/New_York,EDT,-14400000,9.07,none,32481346,0.599,380932448,3.1,3.1,44381872,64.21,0.818,0.02187,-0.14187999,18599044,147801152,0.023,1.0,0.0,0.86320996,USD,
7,"1331 Spring Street, NW",Suite 2500,Atlanta,GA,30309,United States,(404) 892-0896,https://www.invesco.com/portal/site/us/investors/closed-end/product-detail?productId=30626,Asset Management,Financial Services,"Invesco Trust for Investment Grade Municipals is a closed-ended fixed income mutual fund launched by Invesco Ltd. The fund is co-managed by Invesco Advisers, Inc., INVESCO Asset Management (Japan) Limited, INVESCO Asset Management Deutschland GmbH, INVESCO Asset Management Limited, Invesco Canada Ltd., Invesco Hong Kong Limited, and INVESCO Senior Secured Management, Inc. It invests in the fixed income markets of the United States. The fund primarily invests in investment grade municipal securities which include municipal bonds, municipal notes, municipal commercial paper, and lease obligations. It employs fundamental analysis with bottom-up security selection approach to create its portfolio. The fund was formerly known as Invesco Van Kampen Trust for Investment Grade Municipals. Invesco Trust for Investment Grade Municipals was formed on January 24, 1992 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Julius D. Williams', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,9.08,9.1,9.04,9.11,9.08,9.1,9.04,9.11,0.41,0.0452,1694649600,5.18,0.415283,110317,110317,115767,160420,160420,9.07,9.08,800,900,491884224,9.0,10.55,11.082998,9.4718,9.76905,0.549,0.060462557,USD,840335040,-2.09236,54232000,1975,11104,1690761600,1693440000,0.0,4.0000003e-05,0.31844,0.02,0.0,10.939,0.8291434,1677542400,1709078400,1677542400,-92862720,-1.71,18.934,NYQ,EQUITY,VGM,VGM,Invesco Trust for Investment Gr,Invesco Trust for Investment Grade Municipals,698509800,America/New_York,EDT,-14400000,9.07,none,32481346,0.599,380932448,3.1,3.1,44381872,64.21,0.818,0.02187,-0.14187999,18599044,147801152,0.023,1.0,0.0,0.86320996,USD,
8,"1331 Spring Street, NW",Suite 2500,Atlanta,GA,30309,United States,(404) 892-0896,https://www.invesco.com/portal/site/us/investors/closed-end/product-detail?productId=30626,Asset Management,Financial Services,"Invesco Trust for Investment Grade Municipals is a closed-ended fixed income mutual fund launched by Invesco Ltd. The fund is co-managed by Invesco Advisers, Inc., INVESCO Asset Management (Japan) Limited, INVESCO Asset Management Deutschland GmbH, INVESCO Asset Management Limited, Invesco Canada Ltd., Invesco Hong Kong Limited, and INVESCO Senior Secured Management, Inc. It invests in the fixed income markets of the United States. The fund primarily invests in investment grade municipal securities which include municipal bonds, municipal notes, municipal commercial paper, and lease obligations. It employs fundamental analysis with bottom-up security selection approach to create its portfolio. The fund was formerly known as Invesco Van Kampen Trust for Investment Grade Municipals. Invesco Trust for Investment Grade Municipals was formed on January 24, 1992 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Mark E. Paris', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,9.08,9.1,9.04,9.11,9.08,9.1,9.04,9.11,0.41,0.0452,1694649600,5.18,0.415283,110317,110317,115767,160420,160420,9.07,9.08,800,900,491884224,9.0,10.55,11.082998,9.4718,9.76905,0.549,0.060462557,USD,840335040,-2.09236,54232000,1975,11104,1690761600,1693440000,0.0,4.0000003e-05,0.31844,0.02,0.0,10.939,0.8291434,1677542400,1709078400,1677542400,-92862720,-1.71,18.934,NYQ,EQUITY,VGM,VGM,Invesco Trust for Investment Gr,Invesco Trust for Investment Grade Municipals,698509800,America/New_York,EDT,-14400000,9.07,none,32481346,0.599,380932448,3.1,3.1,44381872,64.21,0.818,0.02187,-0.14187999,18599044,147801152,0.023,1.0,0.0,0.86320996,USD,
9,"1331 Spring Street, NW",Suite 2500,Atlanta,GA,30309,United States,(404) 892-0896,https://www.invesco.com/portal/site/us/investors/closed-end/product-detail?productId=30626,Asset Management,Financial Services,"Invesco Trust for Investment Grade Municipals is a closed-ended fixed income mutual fund launched by Invesco Ltd. The fund is co-managed by Invesco Advisers, Inc., INVESCO Asset Management (Japan) Limited, INVESCO Asset Management Deutschland GmbH, INVESCO Asset Management Limited, Invesco Canada Ltd., Invesco Hong Kong Limited, and INVESCO Senior Secured Management, Inc. It invests in the fixed income markets of the United States. The fund primarily invests in investment grade municipal securities which include municipal bonds, municipal notes, municipal commercial paper, and lease obligations. It employs fundamental analysis with bottom-up security selection approach to create its portfolio. The fund was formerly known as Invesco Van Kampen Trust for Investment Grade Municipals. Invesco Trust for Investment Grade Municipals was formed on January 24, 1992 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. John  Connelly', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,9.08,9.1,9.04,9.11,9.08,9.1,9.04,9.11,0.41,0.0452,1694649600,5.18,0.415283,110317,110317,115767,160420,160420,9.07,9.08,800,900,491884224,9.0,10.55,11.082998,9.4718,9.76905,0.549,0.060462557,USD,840335040,-2.09236,54232000,1975,11104,1690761600,1693440000,0.0,4.0000003e-05,0.31844,0.02,0.0,10.939,0.8291434,1677542400,1709078400,1677542400,-92862720,-1.71,18.934,NYQ,EQUITY,VGM,VGM,Invesco Trust for Investment Gr,Invesco Trust for Investment Grade Municipals,698509800,America/New_York,EDT,-14400000,9.07,none,32481346,0.599,380932448,3.1,3.1,44381872,64.21,0.818,0.02187,-0.14187999,18599044,147801152,0.023,1.0,0.0,0.86320996,USD,
