,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,13 Gad Feinstein Street,Park Rehovot PO Box 4173,Rehovot,7414002,Israel,972 8 931 1900,972 8 946 6724,https://www.evogene.com,Biotechnology,Healthcare,"Evogene Ltd., together with its subsidiaries, operates as a computational biology company. It focuses on product discovery and development in life-science based industries, including human health and agriculture, through the use of its Computational Predictive Biology (CPB) platform. The company operates through three segments: Agriculture, Human Health, and Industrial Applications. The Agriculture segment develops seed traits, ag-chemical products, and ag-biological products to enhance plant performance. Its products focus on various crops, such as corn, soybean, wheat, rice, and cotton. The Human Health segment discovers and develops human microbiome-based therapeutics for the treatment of immuno-oncology, GI related disorders, and antimicrobial resistance organisms. The Industrial Applications segment develops enhanced castor bean seeds to serve as a feedstock source for other industrial uses. The company also provides medical cannabis products. It operates in the United States, Israel, Brazil, and internationally. The company has strategic collaborations and licensing agreements with agricultural companies, such as BASF SE, Corteva, and Bayer. Evogene Ltd. was founded in 1999 and is headquartered in Rehovot, Israel.",137,"{'maxAge': 1, 'name': 'Mr. Ofer  Haviv CPA', 'age': 56, 'title': 'CEO & Pres', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 437000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,274.2,274.2,263.0,273.0,274.2,274.2,263.0,273.0,0.0,0.975066,-721.08105,48229,48229,189994,36224,36224,265.0,266.8,286700,100,13409927168,204.3,610.4,5539.0034,338.406,274.6855,0.0,0.0,ILA,98834488,0.0,40884971,50262100,0.02037,0.02705,0.342,780.1169,1672444800,1703980800,1688083200,-22836000,-2.14,-0.37,1:2,1384819200,40.824,-4.165,TLV,EQUITY,EVGN.TA,EVGN.TA,EVOGENE,Evogene Ltd.,1181716200,Asia/Jerusalem,IDT,10800000,266.8,6.0,5.0,5.5,5.5,2.0,buy,2,33874000,0.812,-23728000,1479000,5.55,5.589,2421000,4.754,0.058,-0.29062998,-0.67297,766000,-11424000,-20648000,1.096,0.47666,0.0,-10.56423,USD,
1,13 Gad Feinstein Street,Park Rehovot PO Box 4173,Rehovot,7414002,Israel,972 8 931 1900,972 8 946 6724,https://www.evogene.com,Biotechnology,Healthcare,"Evogene Ltd., together with its subsidiaries, operates as a computational biology company. It focuses on product discovery and development in life-science based industries, including human health and agriculture, through the use of its Computational Predictive Biology (CPB) platform. The company operates through three segments: Agriculture, Human Health, and Industrial Applications. The Agriculture segment develops seed traits, ag-chemical products, and ag-biological products to enhance plant performance. Its products focus on various crops, such as corn, soybean, wheat, rice, and cotton. The Human Health segment discovers and develops human microbiome-based therapeutics for the treatment of immuno-oncology, GI related disorders, and antimicrobial resistance organisms. The Industrial Applications segment develops enhanced castor bean seeds to serve as a feedstock source for other industrial uses. The company also provides medical cannabis products. It operates in the United States, Israel, Brazil, and internationally. The company has strategic collaborations and licensing agreements with agricultural companies, such as BASF SE, Corteva, and Bayer. Evogene Ltd. was founded in 1999 and is headquartered in Rehovot, Israel.",137,"{'maxAge': 1, 'name': 'Mr. Mark  Kapel', 'age': 45, 'title': 'Chief Technology Officer', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 276000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,274.2,274.2,263.0,273.0,274.2,274.2,263.0,273.0,0.0,0.975066,-721.08105,48229,48229,189994,36224,36224,265.0,266.8,286700,100,13409927168,204.3,610.4,5539.0034,338.406,274.6855,0.0,0.0,ILA,98834488,0.0,40884971,50262100,0.02037,0.02705,0.342,780.1169,1672444800,1703980800,1688083200,-22836000,-2.14,-0.37,1:2,1384819200,40.824,-4.165,TLV,EQUITY,EVGN.TA,EVGN.TA,EVOGENE,Evogene Ltd.,1181716200,Asia/Jerusalem,IDT,10800000,266.8,6.0,5.0,5.5,5.5,2.0,buy,2,33874000,0.812,-23728000,1479000,5.55,5.589,2421000,4.754,0.058,-0.29062998,-0.67297,766000,-11424000,-20648000,1.096,0.47666,0.0,-10.56423,USD,
2,13 Gad Feinstein Street,Park Rehovot PO Box 4173,Rehovot,7414002,Israel,972 8 931 1900,972 8 946 6724,https://www.evogene.com,Biotechnology,Healthcare,"Evogene Ltd., together with its subsidiaries, operates as a computational biology company. It focuses on product discovery and development in life-science based industries, including human health and agriculture, through the use of its Computational Predictive Biology (CPB) platform. The company operates through three segments: Agriculture, Human Health, and Industrial Applications. The Agriculture segment develops seed traits, ag-chemical products, and ag-biological products to enhance plant performance. Its products focus on various crops, such as corn, soybean, wheat, rice, and cotton. The Human Health segment discovers and develops human microbiome-based therapeutics for the treatment of immuno-oncology, GI related disorders, and antimicrobial resistance organisms. The Industrial Applications segment develops enhanced castor bean seeds to serve as a feedstock source for other industrial uses. The company also provides medical cannabis products. It operates in the United States, Israel, Brazil, and internationally. The company has strategic collaborations and licensing agreements with agricultural companies, such as BASF SE, Corteva, and Bayer. Evogene Ltd. was founded in 1999 and is headquartered in Rehovot, Israel.",137,"{'maxAge': 1, 'name': 'Mr. Sassi  Masliah', 'age': 43, 'title': 'VP of Corp. Devel.', 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 245000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,274.2,274.2,263.0,273.0,274.2,274.2,263.0,273.0,0.0,0.975066,-721.08105,48229,48229,189994,36224,36224,265.0,266.8,286700,100,13409927168,204.3,610.4,5539.0034,338.406,274.6855,0.0,0.0,ILA,98834488,0.0,40884971,50262100,0.02037,0.02705,0.342,780.1169,1672444800,1703980800,1688083200,-22836000,-2.14,-0.37,1:2,1384819200,40.824,-4.165,TLV,EQUITY,EVGN.TA,EVGN.TA,EVOGENE,Evogene Ltd.,1181716200,Asia/Jerusalem,IDT,10800000,266.8,6.0,5.0,5.5,5.5,2.0,buy,2,33874000,0.812,-23728000,1479000,5.55,5.589,2421000,4.754,0.058,-0.29062998,-0.67297,766000,-11424000,-20648000,1.096,0.47666,0.0,-10.56423,USD,
3,13 Gad Feinstein Street,Park Rehovot PO Box 4173,Rehovot,7414002,Israel,972 8 931 1900,972 8 946 6724,https://www.evogene.com,Biotechnology,Healthcare,"Evogene Ltd., together with its subsidiaries, operates as a computational biology company. It focuses on product discovery and development in life-science based industries, including human health and agriculture, through the use of its Computational Predictive Biology (CPB) platform. The company operates through three segments: Agriculture, Human Health, and Industrial Applications. The Agriculture segment develops seed traits, ag-chemical products, and ag-biological products to enhance plant performance. Its products focus on various crops, such as corn, soybean, wheat, rice, and cotton. The Human Health segment discovers and develops human microbiome-based therapeutics for the treatment of immuno-oncology, GI related disorders, and antimicrobial resistance organisms. The Industrial Applications segment develops enhanced castor bean seeds to serve as a feedstock source for other industrial uses. The company also provides medical cannabis products. It operates in the United States, Israel, Brazil, and internationally. The company has strategic collaborations and licensing agreements with agricultural companies, such as BASF SE, Corteva, and Bayer. Evogene Ltd. was founded in 1999 and is headquartered in Rehovot, Israel.",137,"{'maxAge': 1, 'name': 'Dr. Nir  Arbel', 'age': 42, 'title': 'Chief Product Officer', 'yearBorn': 1980, 'fiscalYear': 2022, 'totalPay': 247000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,274.2,274.2,263.0,273.0,274.2,274.2,263.0,273.0,0.0,0.975066,-721.08105,48229,48229,189994,36224,36224,265.0,266.8,286700,100,13409927168,204.3,610.4,5539.0034,338.406,274.6855,0.0,0.0,ILA,98834488,0.0,40884971,50262100,0.02037,0.02705,0.342,780.1169,1672444800,1703980800,1688083200,-22836000,-2.14,-0.37,1:2,1384819200,40.824,-4.165,TLV,EQUITY,EVGN.TA,EVGN.TA,EVOGENE,Evogene Ltd.,1181716200,Asia/Jerusalem,IDT,10800000,266.8,6.0,5.0,5.5,5.5,2.0,buy,2,33874000,0.812,-23728000,1479000,5.55,5.589,2421000,4.754,0.058,-0.29062998,-0.67297,766000,-11424000,-20648000,1.096,0.47666,0.0,-10.56423,USD,
4,13 Gad Feinstein Street,Park Rehovot PO Box 4173,Rehovot,7414002,Israel,972 8 931 1900,972 8 946 6724,https://www.evogene.com,Biotechnology,Healthcare,"Evogene Ltd., together with its subsidiaries, operates as a computational biology company. It focuses on product discovery and development in life-science based industries, including human health and agriculture, through the use of its Computational Predictive Biology (CPB) platform. The company operates through three segments: Agriculture, Human Health, and Industrial Applications. The Agriculture segment develops seed traits, ag-chemical products, and ag-biological products to enhance plant performance. Its products focus on various crops, such as corn, soybean, wheat, rice, and cotton. The Human Health segment discovers and develops human microbiome-based therapeutics for the treatment of immuno-oncology, GI related disorders, and antimicrobial resistance organisms. The Industrial Applications segment develops enhanced castor bean seeds to serve as a feedstock source for other industrial uses. The company also provides medical cannabis products. It operates in the United States, Israel, Brazil, and internationally. The company has strategic collaborations and licensing agreements with agricultural companies, such as BASF SE, Corteva, and Bayer. Evogene Ltd. was founded in 1999 and is headquartered in Rehovot, Israel.",137,"{'maxAge': 1, 'name': 'Dr. Brian  Ember', 'age': 46, 'title': 'Chief Exec. Officer of AgPlenus Ltd', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 294000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,274.2,274.2,263.0,273.0,274.2,274.2,263.0,273.0,0.0,0.975066,-721.08105,48229,48229,189994,36224,36224,265.0,266.8,286700,100,13409927168,204.3,610.4,5539.0034,338.406,274.6855,0.0,0.0,ILA,98834488,0.0,40884971,50262100,0.02037,0.02705,0.342,780.1169,1672444800,1703980800,1688083200,-22836000,-2.14,-0.37,1:2,1384819200,40.824,-4.165,TLV,EQUITY,EVGN.TA,EVGN.TA,EVOGENE,Evogene Ltd.,1181716200,Asia/Jerusalem,IDT,10800000,266.8,6.0,5.0,5.5,5.5,2.0,buy,2,33874000,0.812,-23728000,1479000,5.55,5.589,2421000,4.754,0.058,-0.29062998,-0.67297,766000,-11424000,-20648000,1.096,0.47666,0.0,-10.56423,USD,
5,13 Gad Feinstein Street,Park Rehovot PO Box 4173,Rehovot,7414002,Israel,972 8 931 1900,972 8 946 6724,https://www.evogene.com,Biotechnology,Healthcare,"Evogene Ltd., together with its subsidiaries, operates as a computational biology company. It focuses on product discovery and development in life-science based industries, including human health and agriculture, through the use of its Computational Predictive Biology (CPB) platform. The company operates through three segments: Agriculture, Human Health, and Industrial Applications. The Agriculture segment develops seed traits, ag-chemical products, and ag-biological products to enhance plant performance. Its products focus on various crops, such as corn, soybean, wheat, rice, and cotton. The Human Health segment discovers and develops human microbiome-based therapeutics for the treatment of immuno-oncology, GI related disorders, and antimicrobial resistance organisms. The Industrial Applications segment develops enhanced castor bean seeds to serve as a feedstock source for other industrial uses. The company also provides medical cannabis products. It operates in the United States, Israel, Brazil, and internationally. The company has strategic collaborations and licensing agreements with agricultural companies, such as BASF SE, Corteva, and Bayer. Evogene Ltd. was founded in 1999 and is headquartered in Rehovot, Israel.",137,"{'maxAge': 1, 'name': 'Mr. Yaron  Eldad', 'age': 57, 'title': 'Chief Financial Officer', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,274.2,274.2,263.0,273.0,274.2,274.2,263.0,273.0,0.0,0.975066,-721.08105,48229,48229,189994,36224,36224,265.0,266.8,286700,100,13409927168,204.3,610.4,5539.0034,338.406,274.6855,0.0,0.0,ILA,98834488,0.0,40884971,50262100,0.02037,0.02705,0.342,780.1169,1672444800,1703980800,1688083200,-22836000,-2.14,-0.37,1:2,1384819200,40.824,-4.165,TLV,EQUITY,EVGN.TA,EVGN.TA,EVOGENE,Evogene Ltd.,1181716200,Asia/Jerusalem,IDT,10800000,266.8,6.0,5.0,5.5,5.5,2.0,buy,2,33874000,0.812,-23728000,1479000,5.55,5.589,2421000,4.754,0.058,-0.29062998,-0.67297,766000,-11424000,-20648000,1.096,0.47666,0.0,-10.56423,USD,
6,13 Gad Feinstein Street,Park Rehovot PO Box 4173,Rehovot,7414002,Israel,972 8 931 1900,972 8 946 6724,https://www.evogene.com,Biotechnology,Healthcare,"Evogene Ltd., together with its subsidiaries, operates as a computational biology company. It focuses on product discovery and development in life-science based industries, including human health and agriculture, through the use of its Computational Predictive Biology (CPB) platform. The company operates through three segments: Agriculture, Human Health, and Industrial Applications. The Agriculture segment develops seed traits, ag-chemical products, and ag-biological products to enhance plant performance. Its products focus on various crops, such as corn, soybean, wheat, rice, and cotton. The Human Health segment discovers and develops human microbiome-based therapeutics for the treatment of immuno-oncology, GI related disorders, and antimicrobial resistance organisms. The Industrial Applications segment develops enhanced castor bean seeds to serve as a feedstock source for other industrial uses. The company also provides medical cannabis products. It operates in the United States, Israel, Brazil, and internationally. The company has strategic collaborations and licensing agreements with agricultural companies, such as BASF SE, Corteva, and Bayer. Evogene Ltd. was founded in 1999 and is headquartered in Rehovot, Israel.",137,"{'maxAge': 1, 'name': 'Rachel Pomerantz Gerber', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,274.2,274.2,263.0,273.0,274.2,274.2,263.0,273.0,0.0,0.975066,-721.08105,48229,48229,189994,36224,36224,265.0,266.8,286700,100,13409927168,204.3,610.4,5539.0034,338.406,274.6855,0.0,0.0,ILA,98834488,0.0,40884971,50262100,0.02037,0.02705,0.342,780.1169,1672444800,1703980800,1688083200,-22836000,-2.14,-0.37,1:2,1384819200,40.824,-4.165,TLV,EQUITY,EVGN.TA,EVGN.TA,EVOGENE,Evogene Ltd.,1181716200,Asia/Jerusalem,IDT,10800000,266.8,6.0,5.0,5.5,5.5,2.0,buy,2,33874000,0.812,-23728000,1479000,5.55,5.589,2421000,4.754,0.058,-0.29062998,-0.67297,766000,-11424000,-20648000,1.096,0.47666,0.0,-10.56423,USD,
7,13 Gad Feinstein Street,Park Rehovot PO Box 4173,Rehovot,7414002,Israel,972 8 931 1900,972 8 946 6724,https://www.evogene.com,Biotechnology,Healthcare,"Evogene Ltd., together with its subsidiaries, operates as a computational biology company. It focuses on product discovery and development in life-science based industries, including human health and agriculture, through the use of its Computational Predictive Biology (CPB) platform. The company operates through three segments: Agriculture, Human Health, and Industrial Applications. The Agriculture segment develops seed traits, ag-chemical products, and ag-biological products to enhance plant performance. Its products focus on various crops, such as corn, soybean, wheat, rice, and cotton. The Human Health segment discovers and develops human microbiome-based therapeutics for the treatment of immuno-oncology, GI related disorders, and antimicrobial resistance organisms. The Industrial Applications segment develops enhanced castor bean seeds to serve as a feedstock source for other industrial uses. The company also provides medical cannabis products. It operates in the United States, Israel, Brazil, and internationally. The company has strategic collaborations and licensing agreements with agricultural companies, such as BASF SE, Corteva, and Bayer. Evogene Ltd. was founded in 1999 and is headquartered in Rehovot, Israel.",137,"{'maxAge': 1, 'name': 'Ms. Liat Foigel Wejgman', 'title': 'VP of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,274.2,274.2,263.0,273.0,274.2,274.2,263.0,273.0,0.0,0.975066,-721.08105,48229,48229,189994,36224,36224,265.0,266.8,286700,100,13409927168,204.3,610.4,5539.0034,338.406,274.6855,0.0,0.0,ILA,98834488,0.0,40884971,50262100,0.02037,0.02705,0.342,780.1169,1672444800,1703980800,1688083200,-22836000,-2.14,-0.37,1:2,1384819200,40.824,-4.165,TLV,EQUITY,EVGN.TA,EVGN.TA,EVOGENE,Evogene Ltd.,1181716200,Asia/Jerusalem,IDT,10800000,266.8,6.0,5.0,5.5,5.5,2.0,buy,2,33874000,0.812,-23728000,1479000,5.55,5.589,2421000,4.754,0.058,-0.29062998,-0.67297,766000,-11424000,-20648000,1.096,0.47666,0.0,-10.56423,USD,
8,13 Gad Feinstein Street,Park Rehovot PO Box 4173,Rehovot,7414002,Israel,972 8 931 1900,972 8 946 6724,https://www.evogene.com,Biotechnology,Healthcare,"Evogene Ltd., together with its subsidiaries, operates as a computational biology company. It focuses on product discovery and development in life-science based industries, including human health and agriculture, through the use of its Computational Predictive Biology (CPB) platform. The company operates through three segments: Agriculture, Human Health, and Industrial Applications. The Agriculture segment develops seed traits, ag-chemical products, and ag-biological products to enhance plant performance. Its products focus on various crops, such as corn, soybean, wheat, rice, and cotton. The Human Health segment discovers and develops human microbiome-based therapeutics for the treatment of immuno-oncology, GI related disorders, and antimicrobial resistance organisms. The Industrial Applications segment develops enhanced castor bean seeds to serve as a feedstock source for other industrial uses. The company also provides medical cannabis products. It operates in the United States, Israel, Brazil, and internationally. The company has strategic collaborations and licensing agreements with agricultural companies, such as BASF SE, Corteva, and Bayer. Evogene Ltd. was founded in 1999 and is headquartered in Rehovot, Israel.",137,"{'maxAge': 1, 'name': 'Mr. Eyal  Ronen', 'title': 'Exec. VP of Bus. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,274.2,274.2,263.0,273.0,274.2,274.2,263.0,273.0,0.0,0.975066,-721.08105,48229,48229,189994,36224,36224,265.0,266.8,286700,100,13409927168,204.3,610.4,5539.0034,338.406,274.6855,0.0,0.0,ILA,98834488,0.0,40884971,50262100,0.02037,0.02705,0.342,780.1169,1672444800,1703980800,1688083200,-22836000,-2.14,-0.37,1:2,1384819200,40.824,-4.165,TLV,EQUITY,EVGN.TA,EVGN.TA,EVOGENE,Evogene Ltd.,1181716200,Asia/Jerusalem,IDT,10800000,266.8,6.0,5.0,5.5,5.5,2.0,buy,2,33874000,0.812,-23728000,1479000,5.55,5.589,2421000,4.754,0.058,-0.29062998,-0.67297,766000,-11424000,-20648000,1.096,0.47666,0.0,-10.56423,USD,
9,13 Gad Feinstein Street,Park Rehovot PO Box 4173,Rehovot,7414002,Israel,972 8 931 1900,972 8 946 6724,https://www.evogene.com,Biotechnology,Healthcare,"Evogene Ltd., together with its subsidiaries, operates as a computational biology company. It focuses on product discovery and development in life-science based industries, including human health and agriculture, through the use of its Computational Predictive Biology (CPB) platform. The company operates through three segments: Agriculture, Human Health, and Industrial Applications. The Agriculture segment develops seed traits, ag-chemical products, and ag-biological products to enhance plant performance. Its products focus on various crops, such as corn, soybean, wheat, rice, and cotton. The Human Health segment discovers and develops human microbiome-based therapeutics for the treatment of immuno-oncology, GI related disorders, and antimicrobial resistance organisms. The Industrial Applications segment develops enhanced castor bean seeds to serve as a feedstock source for other industrial uses. The company also provides medical cannabis products. It operates in the United States, Israel, Brazil, and internationally. The company has strategic collaborations and licensing agreements with agricultural companies, such as BASF SE, Corteva, and Bayer. Evogene Ltd. was founded in 1999 and is headquartered in Rehovot, Israel.",137,"{'maxAge': 1, 'name': 'Dr. Elran Hillel Haber M.B.A., Ph.D.', 'age': 42, 'title': 'Chief Exec. Officer of Biomica Ltd', 'yearBorn': 1980, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,274.2,274.2,263.0,273.0,274.2,274.2,263.0,273.0,0.0,0.975066,-721.08105,48229,48229,189994,36224,36224,265.0,266.8,286700,100,13409927168,204.3,610.4,5539.0034,338.406,274.6855,0.0,0.0,ILA,98834488,0.0,40884971,50262100,0.02037,0.02705,0.342,780.1169,1672444800,1703980800,1688083200,-22836000,-2.14,-0.37,1:2,1384819200,40.824,-4.165,TLV,EQUITY,EVGN.TA,EVGN.TA,EVOGENE,Evogene Ltd.,1181716200,Asia/Jerusalem,IDT,10800000,266.8,6.0,5.0,5.5,5.5,2.0,buy,2,33874000,0.812,-23728000,1479000,5.55,5.589,2421000,4.754,0.058,-0.29062998,-0.67297,766000,-11424000,-20648000,1.096,0.47666,0.0,-10.56423,USD,
