,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7601 Penn Avenue South,Richfield,MN,55423,United States,612 291 1000,https://investors.bestbuy.com/investor-relations/overview/default.aspx,Specialty Retail,Consumer Cyclical,"Best Buy Co., Inc. engages in the retail of technology products in the United States and Canada. The company operates in two segments, Domestic and International. Its stores provide computing and mobile phone products, such as desktops, notebooks, and peripherals; mobile phones comprising related mobile network carrier commissions; networking products; tablets covering e-readers; smartwatches; and consumer electronics consisting of digital imaging, health and fitness products, home theater, portable audio comprising headphones and portable speakers, and smart home products.  The company's stores also offer appliances, such as dishwashers, laundry, ovens, refrigerators, blenders, coffee makers, and vacuums; entertainment products consisting of drones, peripherals, movies, music, and toys, as well as gaming hardware and software, and virtual reality and other software products; and other products, such as baby, food and beverage, luggage, outdoor living, and sporting goods. In addition, it provides consultation, delivery, design, installation, memberships, repair, set-up, technical support, health-related, and warranty-related services. The company offers its products through stores and websites under the Best Buy, Best Buy Ads, Best Buy Business, Best Buy Health, Buy Mobile, CST, Current Health, Geek Squad, Lively, Magnolia, Pacific Kitchen, Home, TechLiquidators, and Yardbird brands, as well as domain names comprising bestbuy.com, currenthealth.com, lively.com, techliquidators.com, yardbird.com, and bestbuy.ca. The company was formerly known as Sound of Music, Inc. Best Buy Co., Inc. was incorporated in 1966 and is headquartered in Richfield, Minnesota.",52200,"{'maxAge': 1, 'name': 'Ms. Corie Sue Barry', 'age': 47, 'title': 'CEO & Director', 'yearBorn': 1975, 'fiscalYear': 2023, 'totalPay': 1838257, 'exercisedValue': 0, 'unexercisedValue': 7036977}",3,1,1,2,1,1693526400,1703980800,86400,2,73.45,73.2,72.36,73.48,73.45,73.2,72.36,73.48,3.68,0.0508,1694995200,0.6207,3.02,1.552558,12.481034,10.708579,2280393,2280393,2177998,2128140,2128140,68.43,72.44,1100,800,15754814464,60.79,93.32,0.35506207,78.5674,79.0014,3.6,0.049012933,USD,18463825920,0.029070001,194089707,217638000,10039753,9488837,1690761600,1693440000,0.0461,0.111169994,0.82362,4.17,0.0598,13.011,5.5637536,1674864000,1706400000,1690588800,-0.105,1290000000,5.8,6.76,3.47,3:2,1123113600,0.416,6.947,NYQ,EQUITY,BBY,BBY,"Best Buy Co., Inc.","Best Buy Co., Inc.",482682600,America/New_York,EDT,-14400000,72.39,110.0,63.0,81.95,81.0,3.0,hold,22,1320000000,6.065,2657999872,4028999936,0.258,0.985,44372000768,142.116,200.687,0.06995,0.45049998,9912000000,1440249984,2713999872,-0.074,-0.072,0.2173,0.059899997,0.03876,USD,1.6795
1,7601 Penn Avenue South,Richfield,MN,55423,United States,612 291 1000,https://investors.bestbuy.com/investor-relations/overview/default.aspx,Specialty Retail,Consumer Cyclical,"Best Buy Co., Inc. engages in the retail of technology products in the United States and Canada. The company operates in two segments, Domestic and International. Its stores provide computing and mobile phone products, such as desktops, notebooks, and peripherals; mobile phones comprising related mobile network carrier commissions; networking products; tablets covering e-readers; smartwatches; and consumer electronics consisting of digital imaging, health and fitness products, home theater, portable audio comprising headphones and portable speakers, and smart home products.  The company's stores also offer appliances, such as dishwashers, laundry, ovens, refrigerators, blenders, coffee makers, and vacuums; entertainment products consisting of drones, peripherals, movies, music, and toys, as well as gaming hardware and software, and virtual reality and other software products; and other products, such as baby, food and beverage, luggage, outdoor living, and sporting goods. In addition, it provides consultation, delivery, design, installation, memberships, repair, set-up, technical support, health-related, and warranty-related services. The company offers its products through stores and websites under the Best Buy, Best Buy Ads, Best Buy Business, Best Buy Health, Buy Mobile, CST, Current Health, Geek Squad, Lively, Magnolia, Pacific Kitchen, Home, TechLiquidators, and Yardbird brands, as well as domain names comprising bestbuy.com, currenthealth.com, lively.com, techliquidators.com, yardbird.com, and bestbuy.ca. The company was formerly known as Sound of Music, Inc. Best Buy Co., Inc. was incorporated in 1966 and is headquartered in Richfield, Minnesota.",52200,"{'maxAge': 1, 'name': 'Mr. Matthew M. Bilunas', 'age': 49, 'title': 'Sr. Exec. VP & Enterprise Strategy & CFO', 'yearBorn': 1973, 'fiscalYear': 2023, 'totalPay': 1123258, 'exercisedValue': 0, 'unexercisedValue': 449637}",3,1,1,2,1,1693526400,1703980800,86400,2,73.45,73.2,72.36,73.48,73.45,73.2,72.36,73.48,3.68,0.0508,1694995200,0.6207,3.02,1.552558,12.481034,10.708579,2280393,2280393,2177998,2128140,2128140,68.43,72.44,1100,800,15754814464,60.79,93.32,0.35506207,78.5674,79.0014,3.6,0.049012933,USD,18463825920,0.029070001,194089707,217638000,10039753,9488837,1690761600,1693440000,0.0461,0.111169994,0.82362,4.17,0.0598,13.011,5.5637536,1674864000,1706400000,1690588800,-0.105,1290000000,5.8,6.76,3.47,3:2,1123113600,0.416,6.947,NYQ,EQUITY,BBY,BBY,"Best Buy Co., Inc.","Best Buy Co., Inc.",482682600,America/New_York,EDT,-14400000,72.39,110.0,63.0,81.95,81.0,3.0,hold,22,1320000000,6.065,2657999872,4028999936,0.258,0.985,44372000768,142.116,200.687,0.06995,0.45049998,9912000000,1440249984,2713999872,-0.074,-0.072,0.2173,0.059899997,0.03876,USD,1.6795
2,7601 Penn Avenue South,Richfield,MN,55423,United States,612 291 1000,https://investors.bestbuy.com/investor-relations/overview/default.aspx,Specialty Retail,Consumer Cyclical,"Best Buy Co., Inc. engages in the retail of technology products in the United States and Canada. The company operates in two segments, Domestic and International. Its stores provide computing and mobile phone products, such as desktops, notebooks, and peripherals; mobile phones comprising related mobile network carrier commissions; networking products; tablets covering e-readers; smartwatches; and consumer electronics consisting of digital imaging, health and fitness products, home theater, portable audio comprising headphones and portable speakers, and smart home products.  The company's stores also offer appliances, such as dishwashers, laundry, ovens, refrigerators, blenders, coffee makers, and vacuums; entertainment products consisting of drones, peripherals, movies, music, and toys, as well as gaming hardware and software, and virtual reality and other software products; and other products, such as baby, food and beverage, luggage, outdoor living, and sporting goods. In addition, it provides consultation, delivery, design, installation, memberships, repair, set-up, technical support, health-related, and warranty-related services. The company offers its products through stores and websites under the Best Buy, Best Buy Ads, Best Buy Business, Best Buy Health, Buy Mobile, CST, Current Health, Geek Squad, Lively, Magnolia, Pacific Kitchen, Home, TechLiquidators, and Yardbird brands, as well as domain names comprising bestbuy.com, currenthealth.com, lively.com, techliquidators.com, yardbird.com, and bestbuy.ca. The company was formerly known as Sound of Music, Inc. Best Buy Co., Inc. was incorporated in 1966 and is headquartered in Richfield, Minnesota.",52200,"{'maxAge': 1, 'name': 'Mr. Brian A. Tilzer', 'age': 51, 'title': 'Exec. VP and Chief Digital, Analytics & Technology Officer', 'yearBorn': 1971, 'fiscalYear': 2023, 'totalPay': 1035300, 'exercisedValue': 0, 'unexercisedValue': 224819}",3,1,1,2,1,1693526400,1703980800,86400,2,73.45,73.2,72.36,73.48,73.45,73.2,72.36,73.48,3.68,0.0508,1694995200,0.6207,3.02,1.552558,12.481034,10.708579,2280393,2280393,2177998,2128140,2128140,68.43,72.44,1100,800,15754814464,60.79,93.32,0.35506207,78.5674,79.0014,3.6,0.049012933,USD,18463825920,0.029070001,194089707,217638000,10039753,9488837,1690761600,1693440000,0.0461,0.111169994,0.82362,4.17,0.0598,13.011,5.5637536,1674864000,1706400000,1690588800,-0.105,1290000000,5.8,6.76,3.47,3:2,1123113600,0.416,6.947,NYQ,EQUITY,BBY,BBY,"Best Buy Co., Inc.","Best Buy Co., Inc.",482682600,America/New_York,EDT,-14400000,72.39,110.0,63.0,81.95,81.0,3.0,hold,22,1320000000,6.065,2657999872,4028999936,0.258,0.985,44372000768,142.116,200.687,0.06995,0.45049998,9912000000,1440249984,2713999872,-0.074,-0.072,0.2173,0.059899997,0.03876,USD,1.6795
3,7601 Penn Avenue South,Richfield,MN,55423,United States,612 291 1000,https://investors.bestbuy.com/investor-relations/overview/default.aspx,Specialty Retail,Consumer Cyclical,"Best Buy Co., Inc. engages in the retail of technology products in the United States and Canada. The company operates in two segments, Domestic and International. Its stores provide computing and mobile phone products, such as desktops, notebooks, and peripherals; mobile phones comprising related mobile network carrier commissions; networking products; tablets covering e-readers; smartwatches; and consumer electronics consisting of digital imaging, health and fitness products, home theater, portable audio comprising headphones and portable speakers, and smart home products.  The company's stores also offer appliances, such as dishwashers, laundry, ovens, refrigerators, blenders, coffee makers, and vacuums; entertainment products consisting of drones, peripherals, movies, music, and toys, as well as gaming hardware and software, and virtual reality and other software products; and other products, such as baby, food and beverage, luggage, outdoor living, and sporting goods. In addition, it provides consultation, delivery, design, installation, memberships, repair, set-up, technical support, health-related, and warranty-related services. The company offers its products through stores and websites under the Best Buy, Best Buy Ads, Best Buy Business, Best Buy Health, Buy Mobile, CST, Current Health, Geek Squad, Lively, Magnolia, Pacific Kitchen, Home, TechLiquidators, and Yardbird brands, as well as domain names comprising bestbuy.com, currenthealth.com, lively.com, techliquidators.com, yardbird.com, and bestbuy.ca. The company was formerly known as Sound of Music, Inc. Best Buy Co., Inc. was incorporated in 1966 and is headquartered in Richfield, Minnesota.",52200,"{'maxAge': 1, 'name': 'Mr. Todd Gregory Hartman', 'age': 55, 'title': 'Exec. VP, Gen. Counsel, Sec. & Chief Risk Officer', 'yearBorn': 1967, 'fiscalYear': 2023, 'totalPay': 1003546, 'exercisedValue': 0, 'unexercisedValue': 281048}",3,1,1,2,1,1693526400,1703980800,86400,2,73.45,73.2,72.36,73.48,73.45,73.2,72.36,73.48,3.68,0.0508,1694995200,0.6207,3.02,1.552558,12.481034,10.708579,2280393,2280393,2177998,2128140,2128140,68.43,72.44,1100,800,15754814464,60.79,93.32,0.35506207,78.5674,79.0014,3.6,0.049012933,USD,18463825920,0.029070001,194089707,217638000,10039753,9488837,1690761600,1693440000,0.0461,0.111169994,0.82362,4.17,0.0598,13.011,5.5637536,1674864000,1706400000,1690588800,-0.105,1290000000,5.8,6.76,3.47,3:2,1123113600,0.416,6.947,NYQ,EQUITY,BBY,BBY,"Best Buy Co., Inc.","Best Buy Co., Inc.",482682600,America/New_York,EDT,-14400000,72.39,110.0,63.0,81.95,81.0,3.0,hold,22,1320000000,6.065,2657999872,4028999936,0.258,0.985,44372000768,142.116,200.687,0.06995,0.45049998,9912000000,1440249984,2713999872,-0.074,-0.072,0.2173,0.059899997,0.03876,USD,1.6795
4,7601 Penn Avenue South,Richfield,MN,55423,United States,612 291 1000,https://investors.bestbuy.com/investor-relations/overview/default.aspx,Specialty Retail,Consumer Cyclical,"Best Buy Co., Inc. engages in the retail of technology products in the United States and Canada. The company operates in two segments, Domestic and International. Its stores provide computing and mobile phone products, such as desktops, notebooks, and peripherals; mobile phones comprising related mobile network carrier commissions; networking products; tablets covering e-readers; smartwatches; and consumer electronics consisting of digital imaging, health and fitness products, home theater, portable audio comprising headphones and portable speakers, and smart home products.  The company's stores also offer appliances, such as dishwashers, laundry, ovens, refrigerators, blenders, coffee makers, and vacuums; entertainment products consisting of drones, peripherals, movies, music, and toys, as well as gaming hardware and software, and virtual reality and other software products; and other products, such as baby, food and beverage, luggage, outdoor living, and sporting goods. In addition, it provides consultation, delivery, design, installation, memberships, repair, set-up, technical support, health-related, and warranty-related services. The company offers its products through stores and websites under the Best Buy, Best Buy Ads, Best Buy Business, Best Buy Health, Buy Mobile, CST, Current Health, Geek Squad, Lively, Magnolia, Pacific Kitchen, Home, TechLiquidators, and Yardbird brands, as well as domain names comprising bestbuy.com, currenthealth.com, lively.com, techliquidators.com, yardbird.com, and bestbuy.ca. The company was formerly known as Sound of Music, Inc. Best Buy Co., Inc. was incorporated in 1966 and is headquartered in Richfield, Minnesota.",52200,"{'maxAge': 1, 'name': 'Ms. Kamy  Scarlett', 'age': 58, 'title': 'Sr. Exec. VP of HR, Corp. Affairs & Canada', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 1186778, 'exercisedValue': 112290, 'unexercisedValue': 1784940}",3,1,1,2,1,1693526400,1703980800,86400,2,73.45,73.2,72.36,73.48,73.45,73.2,72.36,73.48,3.68,0.0508,1694995200,0.6207,3.02,1.552558,12.481034,10.708579,2280393,2280393,2177998,2128140,2128140,68.43,72.44,1100,800,15754814464,60.79,93.32,0.35506207,78.5674,79.0014,3.6,0.049012933,USD,18463825920,0.029070001,194089707,217638000,10039753,9488837,1690761600,1693440000,0.0461,0.111169994,0.82362,4.17,0.0598,13.011,5.5637536,1674864000,1706400000,1690588800,-0.105,1290000000,5.8,6.76,3.47,3:2,1123113600,0.416,6.947,NYQ,EQUITY,BBY,BBY,"Best Buy Co., Inc.","Best Buy Co., Inc.",482682600,America/New_York,EDT,-14400000,72.39,110.0,63.0,81.95,81.0,3.0,hold,22,1320000000,6.065,2657999872,4028999936,0.258,0.985,44372000768,142.116,200.687,0.06995,0.45049998,9912000000,1440249984,2713999872,-0.074,-0.072,0.2173,0.059899997,0.03876,USD,1.6795
5,7601 Penn Avenue South,Richfield,MN,55423,United States,612 291 1000,https://investors.bestbuy.com/investor-relations/overview/default.aspx,Specialty Retail,Consumer Cyclical,"Best Buy Co., Inc. engages in the retail of technology products in the United States and Canada. The company operates in two segments, Domestic and International. Its stores provide computing and mobile phone products, such as desktops, notebooks, and peripherals; mobile phones comprising related mobile network carrier commissions; networking products; tablets covering e-readers; smartwatches; and consumer electronics consisting of digital imaging, health and fitness products, home theater, portable audio comprising headphones and portable speakers, and smart home products.  The company's stores also offer appliances, such as dishwashers, laundry, ovens, refrigerators, blenders, coffee makers, and vacuums; entertainment products consisting of drones, peripherals, movies, music, and toys, as well as gaming hardware and software, and virtual reality and other software products; and other products, such as baby, food and beverage, luggage, outdoor living, and sporting goods. In addition, it provides consultation, delivery, design, installation, memberships, repair, set-up, technical support, health-related, and warranty-related services. The company offers its products through stores and websites under the Best Buy, Best Buy Ads, Best Buy Business, Best Buy Health, Buy Mobile, CST, Current Health, Geek Squad, Lively, Magnolia, Pacific Kitchen, Home, TechLiquidators, and Yardbird brands, as well as domain names comprising bestbuy.com, currenthealth.com, lively.com, techliquidators.com, yardbird.com, and bestbuy.ca. The company was formerly known as Sound of Music, Inc. Best Buy Co., Inc. was incorporated in 1966 and is headquartered in Richfield, Minnesota.",52200,"{'maxAge': 1, 'name': 'Mr. Richard M. Schulze', 'age': 81, 'title': 'Founder & Chairman Emeritus', 'yearBorn': 1941, 'fiscalYear': 2005, 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,1,2,1,1693526400,1703980800,86400,2,73.45,73.2,72.36,73.48,73.45,73.2,72.36,73.48,3.68,0.0508,1694995200,0.6207,3.02,1.552558,12.481034,10.708579,2280393,2280393,2177998,2128140,2128140,68.43,72.44,1100,800,15754814464,60.79,93.32,0.35506207,78.5674,79.0014,3.6,0.049012933,USD,18463825920,0.029070001,194089707,217638000,10039753,9488837,1690761600,1693440000,0.0461,0.111169994,0.82362,4.17,0.0598,13.011,5.5637536,1674864000,1706400000,1690588800,-0.105,1290000000,5.8,6.76,3.47,3:2,1123113600,0.416,6.947,NYQ,EQUITY,BBY,BBY,"Best Buy Co., Inc.","Best Buy Co., Inc.",482682600,America/New_York,EDT,-14400000,72.39,110.0,63.0,81.95,81.0,3.0,hold,22,1320000000,6.065,2657999872,4028999936,0.258,0.985,44372000768,142.116,200.687,0.06995,0.45049998,9912000000,1440249984,2713999872,-0.074,-0.072,0.2173,0.059899997,0.03876,USD,1.6795
6,7601 Penn Avenue South,Richfield,MN,55423,United States,612 291 1000,https://investors.bestbuy.com/investor-relations/overview/default.aspx,Specialty Retail,Consumer Cyclical,"Best Buy Co., Inc. engages in the retail of technology products in the United States and Canada. The company operates in two segments, Domestic and International. Its stores provide computing and mobile phone products, such as desktops, notebooks, and peripherals; mobile phones comprising related mobile network carrier commissions; networking products; tablets covering e-readers; smartwatches; and consumer electronics consisting of digital imaging, health and fitness products, home theater, portable audio comprising headphones and portable speakers, and smart home products.  The company's stores also offer appliances, such as dishwashers, laundry, ovens, refrigerators, blenders, coffee makers, and vacuums; entertainment products consisting of drones, peripherals, movies, music, and toys, as well as gaming hardware and software, and virtual reality and other software products; and other products, such as baby, food and beverage, luggage, outdoor living, and sporting goods. In addition, it provides consultation, delivery, design, installation, memberships, repair, set-up, technical support, health-related, and warranty-related services. The company offers its products through stores and websites under the Best Buy, Best Buy Ads, Best Buy Business, Best Buy Health, Buy Mobile, CST, Current Health, Geek Squad, Lively, Magnolia, Pacific Kitchen, Home, TechLiquidators, and Yardbird brands, as well as domain names comprising bestbuy.com, currenthealth.com, lively.com, techliquidators.com, yardbird.com, and bestbuy.ca. The company was formerly known as Sound of Music, Inc. Best Buy Co., Inc. was incorporated in 1966 and is headquartered in Richfield, Minnesota.",52200,"{'maxAge': 1, 'name': 'Mr. Mathew Raymond Watson', 'age': 51, 'title': 'Sr. VP of Fin., Controller & Chief Accounting Officer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,1,2,1,1693526400,1703980800,86400,2,73.45,73.2,72.36,73.48,73.45,73.2,72.36,73.48,3.68,0.0508,1694995200,0.6207,3.02,1.552558,12.481034,10.708579,2280393,2280393,2177998,2128140,2128140,68.43,72.44,1100,800,15754814464,60.79,93.32,0.35506207,78.5674,79.0014,3.6,0.049012933,USD,18463825920,0.029070001,194089707,217638000,10039753,9488837,1690761600,1693440000,0.0461,0.111169994,0.82362,4.17,0.0598,13.011,5.5637536,1674864000,1706400000,1690588800,-0.105,1290000000,5.8,6.76,3.47,3:2,1123113600,0.416,6.947,NYQ,EQUITY,BBY,BBY,"Best Buy Co., Inc.","Best Buy Co., Inc.",482682600,America/New_York,EDT,-14400000,72.39,110.0,63.0,81.95,81.0,3.0,hold,22,1320000000,6.065,2657999872,4028999936,0.258,0.985,44372000768,142.116,200.687,0.06995,0.45049998,9912000000,1440249984,2713999872,-0.074,-0.072,0.2173,0.059899997,0.03876,USD,1.6795
7,7601 Penn Avenue South,Richfield,MN,55423,United States,612 291 1000,https://investors.bestbuy.com/investor-relations/overview/default.aspx,Specialty Retail,Consumer Cyclical,"Best Buy Co., Inc. engages in the retail of technology products in the United States and Canada. The company operates in two segments, Domestic and International. Its stores provide computing and mobile phone products, such as desktops, notebooks, and peripherals; mobile phones comprising related mobile network carrier commissions; networking products; tablets covering e-readers; smartwatches; and consumer electronics consisting of digital imaging, health and fitness products, home theater, portable audio comprising headphones and portable speakers, and smart home products.  The company's stores also offer appliances, such as dishwashers, laundry, ovens, refrigerators, blenders, coffee makers, and vacuums; entertainment products consisting of drones, peripherals, movies, music, and toys, as well as gaming hardware and software, and virtual reality and other software products; and other products, such as baby, food and beverage, luggage, outdoor living, and sporting goods. In addition, it provides consultation, delivery, design, installation, memberships, repair, set-up, technical support, health-related, and warranty-related services. The company offers its products through stores and websites under the Best Buy, Best Buy Ads, Best Buy Business, Best Buy Health, Buy Mobile, CST, Current Health, Geek Squad, Lively, Magnolia, Pacific Kitchen, Home, TechLiquidators, and Yardbird brands, as well as domain names comprising bestbuy.com, currenthealth.com, lively.com, techliquidators.com, yardbird.com, and bestbuy.ca. The company was formerly known as Sound of Music, Inc. Best Buy Co., Inc. was incorporated in 1966 and is headquartered in Richfield, Minnesota.",52200,"{'maxAge': 1, 'name': ""Ms. Mollie  O'Brien"", 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,1,2,1,1693526400,1703980800,86400,2,73.45,73.2,72.36,73.48,73.45,73.2,72.36,73.48,3.68,0.0508,1694995200,0.6207,3.02,1.552558,12.481034,10.708579,2280393,2280393,2177998,2128140,2128140,68.43,72.44,1100,800,15754814464,60.79,93.32,0.35506207,78.5674,79.0014,3.6,0.049012933,USD,18463825920,0.029070001,194089707,217638000,10039753,9488837,1690761600,1693440000,0.0461,0.111169994,0.82362,4.17,0.0598,13.011,5.5637536,1674864000,1706400000,1690588800,-0.105,1290000000,5.8,6.76,3.47,3:2,1123113600,0.416,6.947,NYQ,EQUITY,BBY,BBY,"Best Buy Co., Inc.","Best Buy Co., Inc.",482682600,America/New_York,EDT,-14400000,72.39,110.0,63.0,81.95,81.0,3.0,hold,22,1320000000,6.065,2657999872,4028999936,0.258,0.985,44372000768,142.116,200.687,0.06995,0.45049998,9912000000,1440249984,2713999872,-0.074,-0.072,0.2173,0.059899997,0.03876,USD,1.6795
8,7601 Penn Avenue South,Richfield,MN,55423,United States,612 291 1000,https://investors.bestbuy.com/investor-relations/overview/default.aspx,Specialty Retail,Consumer Cyclical,"Best Buy Co., Inc. engages in the retail of technology products in the United States and Canada. The company operates in two segments, Domestic and International. Its stores provide computing and mobile phone products, such as desktops, notebooks, and peripherals; mobile phones comprising related mobile network carrier commissions; networking products; tablets covering e-readers; smartwatches; and consumer electronics consisting of digital imaging, health and fitness products, home theater, portable audio comprising headphones and portable speakers, and smart home products.  The company's stores also offer appliances, such as dishwashers, laundry, ovens, refrigerators, blenders, coffee makers, and vacuums; entertainment products consisting of drones, peripherals, movies, music, and toys, as well as gaming hardware and software, and virtual reality and other software products; and other products, such as baby, food and beverage, luggage, outdoor living, and sporting goods. In addition, it provides consultation, delivery, design, installation, memberships, repair, set-up, technical support, health-related, and warranty-related services. The company offers its products through stores and websites under the Best Buy, Best Buy Ads, Best Buy Business, Best Buy Health, Buy Mobile, CST, Current Health, Geek Squad, Lively, Magnolia, Pacific Kitchen, Home, TechLiquidators, and Yardbird brands, as well as domain names comprising bestbuy.com, currenthealth.com, lively.com, techliquidators.com, yardbird.com, and bestbuy.ca. The company was formerly known as Sound of Music, Inc. Best Buy Co., Inc. was incorporated in 1966 and is headquartered in Richfield, Minnesota.",52200,"{'maxAge': 1, 'name': 'Ms. Keri  Grafing', 'title': 'Chief Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,1,2,1,1693526400,1703980800,86400,2,73.45,73.2,72.36,73.48,73.45,73.2,72.36,73.48,3.68,0.0508,1694995200,0.6207,3.02,1.552558,12.481034,10.708579,2280393,2280393,2177998,2128140,2128140,68.43,72.44,1100,800,15754814464,60.79,93.32,0.35506207,78.5674,79.0014,3.6,0.049012933,USD,18463825920,0.029070001,194089707,217638000,10039753,9488837,1690761600,1693440000,0.0461,0.111169994,0.82362,4.17,0.0598,13.011,5.5637536,1674864000,1706400000,1690588800,-0.105,1290000000,5.8,6.76,3.47,3:2,1123113600,0.416,6.947,NYQ,EQUITY,BBY,BBY,"Best Buy Co., Inc.","Best Buy Co., Inc.",482682600,America/New_York,EDT,-14400000,72.39,110.0,63.0,81.95,81.0,3.0,hold,22,1320000000,6.065,2657999872,4028999936,0.258,0.985,44372000768,142.116,200.687,0.06995,0.45049998,9912000000,1440249984,2713999872,-0.074,-0.072,0.2173,0.059899997,0.03876,USD,1.6795
9,7601 Penn Avenue South,Richfield,MN,55423,United States,612 291 1000,https://investors.bestbuy.com/investor-relations/overview/default.aspx,Specialty Retail,Consumer Cyclical,"Best Buy Co., Inc. engages in the retail of technology products in the United States and Canada. The company operates in two segments, Domestic and International. Its stores provide computing and mobile phone products, such as desktops, notebooks, and peripherals; mobile phones comprising related mobile network carrier commissions; networking products; tablets covering e-readers; smartwatches; and consumer electronics consisting of digital imaging, health and fitness products, home theater, portable audio comprising headphones and portable speakers, and smart home products.  The company's stores also offer appliances, such as dishwashers, laundry, ovens, refrigerators, blenders, coffee makers, and vacuums; entertainment products consisting of drones, peripherals, movies, music, and toys, as well as gaming hardware and software, and virtual reality and other software products; and other products, such as baby, food and beverage, luggage, outdoor living, and sporting goods. In addition, it provides consultation, delivery, design, installation, memberships, repair, set-up, technical support, health-related, and warranty-related services. The company offers its products through stores and websites under the Best Buy, Best Buy Ads, Best Buy Business, Best Buy Health, Buy Mobile, CST, Current Health, Geek Squad, Lively, Magnolia, Pacific Kitchen, Home, TechLiquidators, and Yardbird brands, as well as domain names comprising bestbuy.com, currenthealth.com, lively.com, techliquidators.com, yardbird.com, and bestbuy.ca. The company was formerly known as Sound of Music, Inc. Best Buy Co., Inc. was incorporated in 1966 and is headquartered in Richfield, Minnesota.",52200,"{'maxAge': 1, 'name': 'Mr. Jeff  Haydock', 'title': 'Chief Communications & Public Affairs Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,1,2,1,1693526400,1703980800,86400,2,73.45,73.2,72.36,73.48,73.45,73.2,72.36,73.48,3.68,0.0508,1694995200,0.6207,3.02,1.552558,12.481034,10.708579,2280393,2280393,2177998,2128140,2128140,68.43,72.44,1100,800,15754814464,60.79,93.32,0.35506207,78.5674,79.0014,3.6,0.049012933,USD,18463825920,0.029070001,194089707,217638000,10039753,9488837,1690761600,1693440000,0.0461,0.111169994,0.82362,4.17,0.0598,13.011,5.5637536,1674864000,1706400000,1690588800,-0.105,1290000000,5.8,6.76,3.47,3:2,1123113600,0.416,6.947,NYQ,EQUITY,BBY,BBY,"Best Buy Co., Inc.","Best Buy Co., Inc.",482682600,America/New_York,EDT,-14400000,72.39,110.0,63.0,81.95,81.0,3.0,hold,22,1320000000,6.065,2657999872,4028999936,0.258,0.985,44372000768,142.116,200.687,0.06995,0.45049998,9912000000,1440249984,2713999872,-0.074,-0.072,0.2173,0.059899997,0.03876,USD,1.6795
