,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1 New Burlington Place,London,W1S 2HR,United Kingdom,44 20 7399 2760,44 20 7399 2761,https://www.hikma.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Hikma Pharmaceuticals PLC develops, manufactures, markets, and sells a range of generic, branded, and in-licensed pharmaceutical products. The company offers its products in solid, semi-solid, liquid, and injectable final dosage forms in North America, the Middle East, North Africa, and Europe. It operates through three segments: Injectables, Generics, and Branded. The Injectables segment provides generic injectable products primarily for use in hospitals. The Generics segment offers oral and other non-injectable generic products for the retail market. The Branded segment offers branded generics and in-licensed products to retail and hospital markets. The company provides its products in various therapeutic areas, including respiratory, oncology, and pain management. The company was founded in 1978 and is headquartered in London, the United Kingdom.",8700,"{'maxAge': 1, 'name': 'Mr. Mazen Samih Taleb Darwazah', 'age': 64, 'title': 'Exec. Vice Chairman & Pres of MENA', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 1951010, 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,3,1,7,1693526400,1672444800,86400,2,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0.62,0.023,1691625600,0.8279,1.9,0.429804,40.298508,12.558139,5,5,572,0,0,0.0,0.0,0,0,5967377920,13.76,27.146,2.1850524,25.98212,22.146975,0.62,0.022962963,USD,6997689344,0.053460002,154484221,221014000,0.30731001,0.42981997,9.905,2.7258961,1672444800,1703980800,1688083200,-0.243,146000000,0.67,2.15,2.562,8.503,PNK,EQUITY,HKMPF,HKMPF,HIKMA PHARMACEUTICALS,Hikma Pharmaceuticals PLC,1345642200,America/New_York,EDT,-14400000,27.0,2.0,buy,294000000,1.33,823000000,1312000000,0.987,1.791,2731000064,59.582,12.357,0.08061,0.067379996,1265000000,372750016,583000000,-0.223,0.176,0.49688998,0.30135,0.22116,USD,1.9892
1,1 New Burlington Place,London,W1S 2HR,United Kingdom,44 20 7399 2760,44 20 7399 2761,https://www.hikma.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Hikma Pharmaceuticals PLC develops, manufactures, markets, and sells a range of generic, branded, and in-licensed pharmaceutical products. The company offers its products in solid, semi-solid, liquid, and injectable final dosage forms in North America, the Middle East, North Africa, and Europe. It operates through three segments: Injectables, Generics, and Branded. The Injectables segment provides generic injectable products primarily for use in hospitals. The Generics segment offers oral and other non-injectable generic products for the retail market. The Branded segment offers branded generics and in-licensed products to retail and hospital markets. The company provides its products in various therapeutic areas, including respiratory, oncology, and pain management. The company was founded in 1978 and is headquartered in London, the United Kingdom.",8700,"{'maxAge': 1, 'name': 'Mr. Riad  Mishlawi', 'title': 'Chief Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,3,1,7,1693526400,1672444800,86400,2,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0.62,0.023,1691625600,0.8279,1.9,0.429804,40.298508,12.558139,5,5,572,0,0,0.0,0.0,0,0,5967377920,13.76,27.146,2.1850524,25.98212,22.146975,0.62,0.022962963,USD,6997689344,0.053460002,154484221,221014000,0.30731001,0.42981997,9.905,2.7258961,1672444800,1703980800,1688083200,-0.243,146000000,0.67,2.15,2.562,8.503,PNK,EQUITY,HKMPF,HKMPF,HIKMA PHARMACEUTICALS,Hikma Pharmaceuticals PLC,1345642200,America/New_York,EDT,-14400000,27.0,2.0,buy,294000000,1.33,823000000,1312000000,0.987,1.791,2731000064,59.582,12.357,0.08061,0.067379996,1265000000,372750016,583000000,-0.223,0.176,0.49688998,0.30135,0.22116,USD,1.9892
2,1 New Burlington Place,London,W1S 2HR,United Kingdom,44 20 7399 2760,44 20 7399 2761,https://www.hikma.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Hikma Pharmaceuticals PLC develops, manufactures, markets, and sells a range of generic, branded, and in-licensed pharmaceutical products. The company offers its products in solid, semi-solid, liquid, and injectable final dosage forms in North America, the Middle East, North Africa, and Europe. It operates through three segments: Injectables, Generics, and Branded. The Injectables segment provides generic injectable products primarily for use in hospitals. The Generics segment offers oral and other non-injectable generic products for the retail market. The Branded segment offers branded generics and in-licensed products to retail and hospital markets. The company provides its products in various therapeutic areas, including respiratory, oncology, and pain management. The company was founded in 1978 and is headquartered in London, the United Kingdom.",8700,"{'maxAge': 1, 'name': 'Mr. Khalid Waleed Hosny Al Nabilsi', 'age': 50, 'title': 'Chief Financial Officer', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,3,1,7,1693526400,1672444800,86400,2,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0.62,0.023,1691625600,0.8279,1.9,0.429804,40.298508,12.558139,5,5,572,0,0,0.0,0.0,0,0,5967377920,13.76,27.146,2.1850524,25.98212,22.146975,0.62,0.022962963,USD,6997689344,0.053460002,154484221,221014000,0.30731001,0.42981997,9.905,2.7258961,1672444800,1703980800,1688083200,-0.243,146000000,0.67,2.15,2.562,8.503,PNK,EQUITY,HKMPF,HKMPF,HIKMA PHARMACEUTICALS,Hikma Pharmaceuticals PLC,1345642200,America/New_York,EDT,-14400000,27.0,2.0,buy,294000000,1.33,823000000,1312000000,0.987,1.791,2731000064,59.582,12.357,0.08061,0.067379996,1265000000,372750016,583000000,-0.223,0.176,0.49688998,0.30135,0.22116,USD,1.9892
3,1 New Burlington Place,London,W1S 2HR,United Kingdom,44 20 7399 2760,44 20 7399 2761,https://www.hikma.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Hikma Pharmaceuticals PLC develops, manufactures, markets, and sells a range of generic, branded, and in-licensed pharmaceutical products. The company offers its products in solid, semi-solid, liquid, and injectable final dosage forms in North America, the Middle East, North Africa, and Europe. It operates through three segments: Injectables, Generics, and Branded. The Injectables segment provides generic injectable products primarily for use in hospitals. The Generics segment offers oral and other non-injectable generic products for the retail market. The Branded segment offers branded generics and in-licensed products to retail and hospital markets. The company provides its products in various therapeutic areas, including respiratory, oncology, and pain management. The company was founded in 1978 and is headquartered in London, the United Kingdom.",8700,"{'maxAge': 1, 'name': 'Mr. Guy  Featherstone', 'title': 'Associate Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,3,1,7,1693526400,1672444800,86400,2,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0.62,0.023,1691625600,0.8279,1.9,0.429804,40.298508,12.558139,5,5,572,0,0,0.0,0.0,0,0,5967377920,13.76,27.146,2.1850524,25.98212,22.146975,0.62,0.022962963,USD,6997689344,0.053460002,154484221,221014000,0.30731001,0.42981997,9.905,2.7258961,1672444800,1703980800,1688083200,-0.243,146000000,0.67,2.15,2.562,8.503,PNK,EQUITY,HKMPF,HKMPF,HIKMA PHARMACEUTICALS,Hikma Pharmaceuticals PLC,1345642200,America/New_York,EDT,-14400000,27.0,2.0,buy,294000000,1.33,823000000,1312000000,0.987,1.791,2731000064,59.582,12.357,0.08061,0.067379996,1265000000,372750016,583000000,-0.223,0.176,0.49688998,0.30135,0.22116,USD,1.9892
4,1 New Burlington Place,London,W1S 2HR,United Kingdom,44 20 7399 2760,44 20 7399 2761,https://www.hikma.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Hikma Pharmaceuticals PLC develops, manufactures, markets, and sells a range of generic, branded, and in-licensed pharmaceutical products. The company offers its products in solid, semi-solid, liquid, and injectable final dosage forms in North America, the Middle East, North Africa, and Europe. It operates through three segments: Injectables, Generics, and Branded. The Injectables segment provides generic injectable products primarily for use in hospitals. The Generics segment offers oral and other non-injectable generic products for the retail market. The Branded segment offers branded generics and in-licensed products to retail and hospital markets. The company provides its products in various therapeutic areas, including respiratory, oncology, and pain management. The company was founded in 1978 and is headquartered in London, the United Kingdom.",8700,"{'maxAge': 1, 'name': 'Mr. Bassam Wael Rushdi Kanaan CFA, CPA', 'age': 57, 'title': 'Exec. VP of Corp. Devel. and M&A', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,3,1,7,1693526400,1672444800,86400,2,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0.62,0.023,1691625600,0.8279,1.9,0.429804,40.298508,12.558139,5,5,572,0,0,0.0,0.0,0,0,5967377920,13.76,27.146,2.1850524,25.98212,22.146975,0.62,0.022962963,USD,6997689344,0.053460002,154484221,221014000,0.30731001,0.42981997,9.905,2.7258961,1672444800,1703980800,1688083200,-0.243,146000000,0.67,2.15,2.562,8.503,PNK,EQUITY,HKMPF,HKMPF,HIKMA PHARMACEUTICALS,Hikma Pharmaceuticals PLC,1345642200,America/New_York,EDT,-14400000,27.0,2.0,buy,294000000,1.33,823000000,1312000000,0.987,1.791,2731000064,59.582,12.357,0.08061,0.067379996,1265000000,372750016,583000000,-0.223,0.176,0.49688998,0.30135,0.22116,USD,1.9892
5,1 New Burlington Place,London,W1S 2HR,United Kingdom,44 20 7399 2760,44 20 7399 2761,https://www.hikma.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Hikma Pharmaceuticals PLC develops, manufactures, markets, and sells a range of generic, branded, and in-licensed pharmaceutical products. The company offers its products in solid, semi-solid, liquid, and injectable final dosage forms in North America, the Middle East, North Africa, and Europe. It operates through three segments: Injectables, Generics, and Branded. The Injectables segment provides generic injectable products primarily for use in hospitals. The Generics segment offers oral and other non-injectable generic products for the retail market. The Branded segment offers branded generics and in-licensed products to retail and hospital markets. The company provides its products in various therapeutic areas, including respiratory, oncology, and pain management. The company was founded in 1978 and is headquartered in London, the United Kingdom.",8700,"{'maxAge': 1, 'name': 'Mr. Hussein Omar Arkhagha', 'title': 'Chief HR Officer & Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,3,1,7,1693526400,1672444800,86400,2,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0.62,0.023,1691625600,0.8279,1.9,0.429804,40.298508,12.558139,5,5,572,0,0,0.0,0.0,0,0,5967377920,13.76,27.146,2.1850524,25.98212,22.146975,0.62,0.022962963,USD,6997689344,0.053460002,154484221,221014000,0.30731001,0.42981997,9.905,2.7258961,1672444800,1703980800,1688083200,-0.243,146000000,0.67,2.15,2.562,8.503,PNK,EQUITY,HKMPF,HKMPF,HIKMA PHARMACEUTICALS,Hikma Pharmaceuticals PLC,1345642200,America/New_York,EDT,-14400000,27.0,2.0,buy,294000000,1.33,823000000,1312000000,0.987,1.791,2731000064,59.582,12.357,0.08061,0.067379996,1265000000,372750016,583000000,-0.223,0.176,0.49688998,0.30135,0.22116,USD,1.9892
6,1 New Burlington Place,London,W1S 2HR,United Kingdom,44 20 7399 2760,44 20 7399 2761,https://www.hikma.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Hikma Pharmaceuticals PLC develops, manufactures, markets, and sells a range of generic, branded, and in-licensed pharmaceutical products. The company offers its products in solid, semi-solid, liquid, and injectable final dosage forms in North America, the Middle East, North Africa, and Europe. It operates through three segments: Injectables, Generics, and Branded. The Injectables segment provides generic injectable products primarily for use in hospitals. The Generics segment offers oral and other non-injectable generic products for the retail market. The Branded segment offers branded generics and in-licensed products to retail and hospital markets. The company provides its products in various therapeutic areas, including respiratory, oncology, and pain management. The company was founded in 1978 and is headquartered in London, the United Kingdom.",8700,"{'maxAge': 1, 'name': 'Ms. Susan  Ringdal', 'title': 'Exec. VP of Strategic Planning & Global Affairs', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,3,1,7,1693526400,1672444800,86400,2,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0.62,0.023,1691625600,0.8279,1.9,0.429804,40.298508,12.558139,5,5,572,0,0,0.0,0.0,0,0,5967377920,13.76,27.146,2.1850524,25.98212,22.146975,0.62,0.022962963,USD,6997689344,0.053460002,154484221,221014000,0.30731001,0.42981997,9.905,2.7258961,1672444800,1703980800,1688083200,-0.243,146000000,0.67,2.15,2.562,8.503,PNK,EQUITY,HKMPF,HKMPF,HIKMA PHARMACEUTICALS,Hikma Pharmaceuticals PLC,1345642200,America/New_York,EDT,-14400000,27.0,2.0,buy,294000000,1.33,823000000,1312000000,0.987,1.791,2731000064,59.582,12.357,0.08061,0.067379996,1265000000,372750016,583000000,-0.223,0.176,0.49688998,0.30135,0.22116,USD,1.9892
7,1 New Burlington Place,London,W1S 2HR,United Kingdom,44 20 7399 2760,44 20 7399 2761,https://www.hikma.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Hikma Pharmaceuticals PLC develops, manufactures, markets, and sells a range of generic, branded, and in-licensed pharmaceutical products. The company offers its products in solid, semi-solid, liquid, and injectable final dosage forms in North America, the Middle East, North Africa, and Europe. It operates through three segments: Injectables, Generics, and Branded. The Injectables segment provides generic injectable products primarily for use in hospitals. The Generics segment offers oral and other non-injectable generic products for the retail market. The Branded segment offers branded generics and in-licensed products to retail and hospital markets. The company provides its products in various therapeutic areas, including respiratory, oncology, and pain management. The company was founded in 1978 and is headquartered in London, the United Kingdom.",8700,"{'maxAge': 1, 'name': 'Mr. Brian  Hoffmann', 'title': 'Pres of Generics', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,3,1,7,1693526400,1672444800,86400,2,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0.62,0.023,1691625600,0.8279,1.9,0.429804,40.298508,12.558139,5,5,572,0,0,0.0,0.0,0,0,5967377920,13.76,27.146,2.1850524,25.98212,22.146975,0.62,0.022962963,USD,6997689344,0.053460002,154484221,221014000,0.30731001,0.42981997,9.905,2.7258961,1672444800,1703980800,1688083200,-0.243,146000000,0.67,2.15,2.562,8.503,PNK,EQUITY,HKMPF,HKMPF,HIKMA PHARMACEUTICALS,Hikma Pharmaceuticals PLC,1345642200,America/New_York,EDT,-14400000,27.0,2.0,buy,294000000,1.33,823000000,1312000000,0.987,1.791,2731000064,59.582,12.357,0.08061,0.067379996,1265000000,372750016,583000000,-0.223,0.176,0.49688998,0.30135,0.22116,USD,1.9892
8,1 New Burlington Place,London,W1S 2HR,United Kingdom,44 20 7399 2760,44 20 7399 2761,https://www.hikma.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Hikma Pharmaceuticals PLC develops, manufactures, markets, and sells a range of generic, branded, and in-licensed pharmaceutical products. The company offers its products in solid, semi-solid, liquid, and injectable final dosage forms in North America, the Middle East, North Africa, and Europe. It operates through three segments: Injectables, Generics, and Branded. The Injectables segment provides generic injectable products primarily for use in hospitals. The Generics segment offers oral and other non-injectable generic products for the retail market. The Branded segment offers branded generics and in-licensed products to retail and hospital markets. The company provides its products in various therapeutic areas, including respiratory, oncology, and pain management. The company was founded in 1978 and is headquartered in London, the United Kingdom.",8700,"{'maxAge': 1, 'name': 'Mr. Samuel  Park', 'title': 'Global Head of Intellectual Property (IP) & Gen. Counsel for US', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,3,1,7,1693526400,1672444800,86400,2,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0.62,0.023,1691625600,0.8279,1.9,0.429804,40.298508,12.558139,5,5,572,0,0,0.0,0.0,0,0,5967377920,13.76,27.146,2.1850524,25.98212,22.146975,0.62,0.022962963,USD,6997689344,0.053460002,154484221,221014000,0.30731001,0.42981997,9.905,2.7258961,1672444800,1703980800,1688083200,-0.243,146000000,0.67,2.15,2.562,8.503,PNK,EQUITY,HKMPF,HKMPF,HIKMA PHARMACEUTICALS,Hikma Pharmaceuticals PLC,1345642200,America/New_York,EDT,-14400000,27.0,2.0,buy,294000000,1.33,823000000,1312000000,0.987,1.791,2731000064,59.582,12.357,0.08061,0.067379996,1265000000,372750016,583000000,-0.223,0.176,0.49688998,0.30135,0.22116,USD,1.9892
9,1 New Burlington Place,London,W1S 2HR,United Kingdom,44 20 7399 2760,44 20 7399 2761,https://www.hikma.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Hikma Pharmaceuticals PLC develops, manufactures, markets, and sells a range of generic, branded, and in-licensed pharmaceutical products. The company offers its products in solid, semi-solid, liquid, and injectable final dosage forms in North America, the Middle East, North Africa, and Europe. It operates through three segments: Injectables, Generics, and Branded. The Injectables segment provides generic injectable products primarily for use in hospitals. The Generics segment offers oral and other non-injectable generic products for the retail market. The Branded segment offers branded generics and in-licensed products to retail and hospital markets. The company provides its products in various therapeutic areas, including respiratory, oncology, and pain management. The company was founded in 1978 and is headquartered in London, the United Kingdom.",8700,"{'maxAge': 1, 'name': 'Mr. William  Larkins Ph.D.', 'title': 'Pres of Injectables Bus.', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,3,1,7,1693526400,1672444800,86400,2,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0.62,0.023,1691625600,0.8279,1.9,0.429804,40.298508,12.558139,5,5,572,0,0,0.0,0.0,0,0,5967377920,13.76,27.146,2.1850524,25.98212,22.146975,0.62,0.022962963,USD,6997689344,0.053460002,154484221,221014000,0.30731001,0.42981997,9.905,2.7258961,1672444800,1703980800,1688083200,-0.243,146000000,0.67,2.15,2.562,8.503,PNK,EQUITY,HKMPF,HKMPF,HIKMA PHARMACEUTICALS,Hikma Pharmaceuticals PLC,1345642200,America/New_York,EDT,-14400000,27.0,2.0,buy,294000000,1.33,823000000,1312000000,0.987,1.791,2731000064,59.582,12.357,0.08061,0.067379996,1265000000,372750016,583000000,-0.223,0.176,0.49688998,0.30135,0.22116,USD,1.9892
