,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Sir Ian Wood House,Altens Industrial Estate Hareness Road,Aberdeen,AB12 3LE,United Kingdom,44 122 4851000,https://www.woodplc.com,Oil & Gas Integrated,Energy,"John Wood Group PLC, together with its subsidiaries, provides consulting, project management, and engineering solutions to energy and built environment worldwide. It operates through Projects, Operations, Consulting, and Investment Services segments. The Projects segment provides engineering design and project management services across energy and materials markets including oil and gas, chemicals, mining, minerals, and life sciences. The Operations segment offers decarbonisation, maintenance, modifications, brownfield engineering, asset management, and decommissioning services. The Consulting segment provides technical consulting, digital consulting, and energy asset and technology solutions. The Investment Services segment engages in industrial power and heavy civil engineering activities. John Wood Group PLC was incorporated in 1961 and is headquartered in Aberdeen, the United Kingdom.",35636,"{'maxAge': 1, 'name': 'Mr. Kenneth  Gilmartin', 'age': 51, 'title': 'CEO & Director', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 1090000, 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,9,1,8,1693526400,1672444800,86400,2,163.0,165.0,161.7,165.0,163.0,165.0,161.7,165.0,1586995200,0.0,1.592717,1483.6364,1678239,1678239,2195790,1360242,1360242,147.0,165.0,0,0,1129081216,102.05,228.662,0.19275163,153.086,161.925,0.0,0.0,GBp,2099687040,-0.08094,682989129,691838976,0.017339999,0.99838996,5.399,30.227818,1672444800,1703980800,1688083200,-769800000,-0.94,0.11,0.72,7:9,1309737600,0.358,13.538,LSE,EQUITY,WG.L,WG.L,WOOD GROUP (JOHN) PLC ORD 4 2/7,John Wood Group PLC,1022655600,Europe/London,BST,3600000,163.2,2.39,1.71,2.06,2.02,2.1,buy,10,450200000,0.657,155100000,1430099968,0.945,0.952,5857699840,38.641,8.571,0.0051700003,-0.19352,657400000,1122850048,-326500000,0.165,0.1228,0.02648,0.012259999,USD,
1,Sir Ian Wood House,Altens Industrial Estate Hareness Road,Aberdeen,AB12 3LE,United Kingdom,44 122 4851000,https://www.woodplc.com,Oil & Gas Integrated,Energy,"John Wood Group PLC, together with its subsidiaries, provides consulting, project management, and engineering solutions to energy and built environment worldwide. It operates through Projects, Operations, Consulting, and Investment Services segments. The Projects segment provides engineering design and project management services across energy and materials markets including oil and gas, chemicals, mining, minerals, and life sciences. The Operations segment offers decarbonisation, maintenance, modifications, brownfield engineering, asset management, and decommissioning services. The Consulting segment provides technical consulting, digital consulting, and energy asset and technology solutions. The Investment Services segment engages in industrial power and heavy civil engineering activities. John Wood Group PLC was incorporated in 1961 and is headquartered in Aberdeen, the United Kingdom.",35636,"{'maxAge': 1, 'name': 'Mr. David Miller Kemp', 'age': 52, 'title': 'CFO & Exec. Director', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 847000, 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,9,1,8,1693526400,1672444800,86400,2,163.0,165.0,161.7,165.0,163.0,165.0,161.7,165.0,1586995200,0.0,1.592717,1483.6364,1678239,1678239,2195790,1360242,1360242,147.0,165.0,0,0,1129081216,102.05,228.662,0.19275163,153.086,161.925,0.0,0.0,GBp,2099687040,-0.08094,682989129,691838976,0.017339999,0.99838996,5.399,30.227818,1672444800,1703980800,1688083200,-769800000,-0.94,0.11,0.72,7:9,1309737600,0.358,13.538,LSE,EQUITY,WG.L,WG.L,WOOD GROUP (JOHN) PLC ORD 4 2/7,John Wood Group PLC,1022655600,Europe/London,BST,3600000,163.2,2.39,1.71,2.06,2.02,2.1,buy,10,450200000,0.657,155100000,1430099968,0.945,0.952,5857699840,38.641,8.571,0.0051700003,-0.19352,657400000,1122850048,-326500000,0.165,0.1228,0.02648,0.012259999,USD,
2,Sir Ian Wood House,Altens Industrial Estate Hareness Road,Aberdeen,AB12 3LE,United Kingdom,44 122 4851000,https://www.woodplc.com,Oil & Gas Integrated,Energy,"John Wood Group PLC, together with its subsidiaries, provides consulting, project management, and engineering solutions to energy and built environment worldwide. It operates through Projects, Operations, Consulting, and Investment Services segments. The Projects segment provides engineering design and project management services across energy and materials markets including oil and gas, chemicals, mining, minerals, and life sciences. The Operations segment offers decarbonisation, maintenance, modifications, brownfield engineering, asset management, and decommissioning services. The Consulting segment provides technical consulting, digital consulting, and energy asset and technology solutions. The Investment Services segment engages in industrial power and heavy civil engineering activities. John Wood Group PLC was incorporated in 1961 and is headquartered in Aberdeen, the United Kingdom.",35636,"{'maxAge': 1, 'name': 'Mr. Steve James Nicol', 'title': 'Exec. VP of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,9,1,8,1693526400,1672444800,86400,2,163.0,165.0,161.7,165.0,163.0,165.0,161.7,165.0,1586995200,0.0,1.592717,1483.6364,1678239,1678239,2195790,1360242,1360242,147.0,165.0,0,0,1129081216,102.05,228.662,0.19275163,153.086,161.925,0.0,0.0,GBp,2099687040,-0.08094,682989129,691838976,0.017339999,0.99838996,5.399,30.227818,1672444800,1703980800,1688083200,-769800000,-0.94,0.11,0.72,7:9,1309737600,0.358,13.538,LSE,EQUITY,WG.L,WG.L,WOOD GROUP (JOHN) PLC ORD 4 2/7,John Wood Group PLC,1022655600,Europe/London,BST,3600000,163.2,2.39,1.71,2.06,2.02,2.1,buy,10,450200000,0.657,155100000,1430099968,0.945,0.952,5857699840,38.641,8.571,0.0051700003,-0.19352,657400000,1122850048,-326500000,0.165,0.1228,0.02648,0.012259999,USD,
3,Sir Ian Wood House,Altens Industrial Estate Hareness Road,Aberdeen,AB12 3LE,United Kingdom,44 122 4851000,https://www.woodplc.com,Oil & Gas Integrated,Energy,"John Wood Group PLC, together with its subsidiaries, provides consulting, project management, and engineering solutions to energy and built environment worldwide. It operates through Projects, Operations, Consulting, and Investment Services segments. The Projects segment provides engineering design and project management services across energy and materials markets including oil and gas, chemicals, mining, minerals, and life sciences. The Operations segment offers decarbonisation, maintenance, modifications, brownfield engineering, asset management, and decommissioning services. The Consulting segment provides technical consulting, digital consulting, and energy asset and technology solutions. The Investment Services segment engages in industrial power and heavy civil engineering activities. John Wood Group PLC was incorporated in 1961 and is headquartered in Aberdeen, the United Kingdom.",35636,"{'maxAge': 1, 'name': 'Mr. Simon  McGough', 'title': 'Pres of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,9,1,8,1693526400,1672444800,86400,2,163.0,165.0,161.7,165.0,163.0,165.0,161.7,165.0,1586995200,0.0,1.592717,1483.6364,1678239,1678239,2195790,1360242,1360242,147.0,165.0,0,0,1129081216,102.05,228.662,0.19275163,153.086,161.925,0.0,0.0,GBp,2099687040,-0.08094,682989129,691838976,0.017339999,0.99838996,5.399,30.227818,1672444800,1703980800,1688083200,-769800000,-0.94,0.11,0.72,7:9,1309737600,0.358,13.538,LSE,EQUITY,WG.L,WG.L,WOOD GROUP (JOHN) PLC ORD 4 2/7,John Wood Group PLC,1022655600,Europe/London,BST,3600000,163.2,2.39,1.71,2.06,2.02,2.1,buy,10,450200000,0.657,155100000,1430099968,0.945,0.952,5857699840,38.641,8.571,0.0051700003,-0.19352,657400000,1122850048,-326500000,0.165,0.1228,0.02648,0.012259999,USD,
4,Sir Ian Wood House,Altens Industrial Estate Hareness Road,Aberdeen,AB12 3LE,United Kingdom,44 122 4851000,https://www.woodplc.com,Oil & Gas Integrated,Energy,"John Wood Group PLC, together with its subsidiaries, provides consulting, project management, and engineering solutions to energy and built environment worldwide. It operates through Projects, Operations, Consulting, and Investment Services segments. The Projects segment provides engineering design and project management services across energy and materials markets including oil and gas, chemicals, mining, minerals, and life sciences. The Operations segment offers decarbonisation, maintenance, modifications, brownfield engineering, asset management, and decommissioning services. The Consulting segment provides technical consulting, digital consulting, and energy asset and technology solutions. The Investment Services segment engages in industrial power and heavy civil engineering activities. John Wood Group PLC was incorporated in 1961 and is headquartered in Aberdeen, the United Kingdom.",35636,"{'maxAge': 1, 'name': 'Mr. Martin James McIntyre', 'title': 'Group Gen. Counsel & Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,9,1,8,1693526400,1672444800,86400,2,163.0,165.0,161.7,165.0,163.0,165.0,161.7,165.0,1586995200,0.0,1.592717,1483.6364,1678239,1678239,2195790,1360242,1360242,147.0,165.0,0,0,1129081216,102.05,228.662,0.19275163,153.086,161.925,0.0,0.0,GBp,2099687040,-0.08094,682989129,691838976,0.017339999,0.99838996,5.399,30.227818,1672444800,1703980800,1688083200,-769800000,-0.94,0.11,0.72,7:9,1309737600,0.358,13.538,LSE,EQUITY,WG.L,WG.L,WOOD GROUP (JOHN) PLC ORD 4 2/7,John Wood Group PLC,1022655600,Europe/London,BST,3600000,163.2,2.39,1.71,2.06,2.02,2.1,buy,10,450200000,0.657,155100000,1430099968,0.945,0.952,5857699840,38.641,8.571,0.0051700003,-0.19352,657400000,1122850048,-326500000,0.165,0.1228,0.02648,0.012259999,USD,
5,Sir Ian Wood House,Altens Industrial Estate Hareness Road,Aberdeen,AB12 3LE,United Kingdom,44 122 4851000,https://www.woodplc.com,Oil & Gas Integrated,Energy,"John Wood Group PLC, together with its subsidiaries, provides consulting, project management, and engineering solutions to energy and built environment worldwide. It operates through Projects, Operations, Consulting, and Investment Services segments. The Projects segment provides engineering design and project management services across energy and materials markets including oil and gas, chemicals, mining, minerals, and life sciences. The Operations segment offers decarbonisation, maintenance, modifications, brownfield engineering, asset management, and decommissioning services. The Consulting segment provides technical consulting, digital consulting, and energy asset and technology solutions. The Investment Services segment engages in industrial power and heavy civil engineering activities. John Wood Group PLC was incorporated in 1961 and is headquartered in Aberdeen, the United Kingdom.",35636,"{'maxAge': 1, 'name': 'Ms. Lesley  Birse', 'title': 'Exec. Pres of People & Organisation', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,9,1,8,1693526400,1672444800,86400,2,163.0,165.0,161.7,165.0,163.0,165.0,161.7,165.0,1586995200,0.0,1.592717,1483.6364,1678239,1678239,2195790,1360242,1360242,147.0,165.0,0,0,1129081216,102.05,228.662,0.19275163,153.086,161.925,0.0,0.0,GBp,2099687040,-0.08094,682989129,691838976,0.017339999,0.99838996,5.399,30.227818,1672444800,1703980800,1688083200,-769800000,-0.94,0.11,0.72,7:9,1309737600,0.358,13.538,LSE,EQUITY,WG.L,WG.L,WOOD GROUP (JOHN) PLC ORD 4 2/7,John Wood Group PLC,1022655600,Europe/London,BST,3600000,163.2,2.39,1.71,2.06,2.02,2.1,buy,10,450200000,0.657,155100000,1430099968,0.945,0.952,5857699840,38.641,8.571,0.0051700003,-0.19352,657400000,1122850048,-326500000,0.165,0.1228,0.02648,0.012259999,USD,
6,Sir Ian Wood House,Altens Industrial Estate Hareness Road,Aberdeen,AB12 3LE,United Kingdom,44 122 4851000,https://www.woodplc.com,Oil & Gas Integrated,Energy,"John Wood Group PLC, together with its subsidiaries, provides consulting, project management, and engineering solutions to energy and built environment worldwide. It operates through Projects, Operations, Consulting, and Investment Services segments. The Projects segment provides engineering design and project management services across energy and materials markets including oil and gas, chemicals, mining, minerals, and life sciences. The Operations segment offers decarbonisation, maintenance, modifications, brownfield engineering, asset management, and decommissioning services. The Consulting segment provides technical consulting, digital consulting, and energy asset and technology solutions. The Investment Services segment engages in industrial power and heavy civil engineering activities. John Wood Group PLC was incorporated in 1961 and is headquartered in Aberdeen, the United Kingdom.",35636,"{'maxAge': 1, 'name': 'Mr. Tony  Dinozzi', 'title': 'Group Head of M&A', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,9,1,8,1693526400,1672444800,86400,2,163.0,165.0,161.7,165.0,163.0,165.0,161.7,165.0,1586995200,0.0,1.592717,1483.6364,1678239,1678239,2195790,1360242,1360242,147.0,165.0,0,0,1129081216,102.05,228.662,0.19275163,153.086,161.925,0.0,0.0,GBp,2099687040,-0.08094,682989129,691838976,0.017339999,0.99838996,5.399,30.227818,1672444800,1703980800,1688083200,-769800000,-0.94,0.11,0.72,7:9,1309737600,0.358,13.538,LSE,EQUITY,WG.L,WG.L,WOOD GROUP (JOHN) PLC ORD 4 2/7,John Wood Group PLC,1022655600,Europe/London,BST,3600000,163.2,2.39,1.71,2.06,2.02,2.1,buy,10,450200000,0.657,155100000,1430099968,0.945,0.952,5857699840,38.641,8.571,0.0051700003,-0.19352,657400000,1122850048,-326500000,0.165,0.1228,0.02648,0.012259999,USD,
7,Sir Ian Wood House,Altens Industrial Estate Hareness Road,Aberdeen,AB12 3LE,United Kingdom,44 122 4851000,https://www.woodplc.com,Oil & Gas Integrated,Energy,"John Wood Group PLC, together with its subsidiaries, provides consulting, project management, and engineering solutions to energy and built environment worldwide. It operates through Projects, Operations, Consulting, and Investment Services segments. The Projects segment provides engineering design and project management services across energy and materials markets including oil and gas, chemicals, mining, minerals, and life sciences. The Operations segment offers decarbonisation, maintenance, modifications, brownfield engineering, asset management, and decommissioning services. The Consulting segment provides technical consulting, digital consulting, and energy asset and technology solutions. The Investment Services segment engages in industrial power and heavy civil engineering activities. John Wood Group PLC was incorporated in 1961 and is headquartered in Aberdeen, the United Kingdom.",35636,"{'maxAge': 1, 'name': 'Mr. Carl  Catfield', 'title': 'Group Head of Treasury & Taxation', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,9,1,8,1693526400,1672444800,86400,2,163.0,165.0,161.7,165.0,163.0,165.0,161.7,165.0,1586995200,0.0,1.592717,1483.6364,1678239,1678239,2195790,1360242,1360242,147.0,165.0,0,0,1129081216,102.05,228.662,0.19275163,153.086,161.925,0.0,0.0,GBp,2099687040,-0.08094,682989129,691838976,0.017339999,0.99838996,5.399,30.227818,1672444800,1703980800,1688083200,-769800000,-0.94,0.11,0.72,7:9,1309737600,0.358,13.538,LSE,EQUITY,WG.L,WG.L,WOOD GROUP (JOHN) PLC ORD 4 2/7,John Wood Group PLC,1022655600,Europe/London,BST,3600000,163.2,2.39,1.71,2.06,2.02,2.1,buy,10,450200000,0.657,155100000,1430099968,0.945,0.952,5857699840,38.641,8.571,0.0051700003,-0.19352,657400000,1122850048,-326500000,0.165,0.1228,0.02648,0.012259999,USD,
8,Sir Ian Wood House,Altens Industrial Estate Hareness Road,Aberdeen,AB12 3LE,United Kingdom,44 122 4851000,https://www.woodplc.com,Oil & Gas Integrated,Energy,"John Wood Group PLC, together with its subsidiaries, provides consulting, project management, and engineering solutions to energy and built environment worldwide. It operates through Projects, Operations, Consulting, and Investment Services segments. The Projects segment provides engineering design and project management services across energy and materials markets including oil and gas, chemicals, mining, minerals, and life sciences. The Operations segment offers decarbonisation, maintenance, modifications, brownfield engineering, asset management, and decommissioning services. The Consulting segment provides technical consulting, digital consulting, and energy asset and technology solutions. The Investment Services segment engages in industrial power and heavy civil engineering activities. John Wood Group PLC was incorporated in 1961 and is headquartered in Aberdeen, the United Kingdom.",35636,"{'maxAge': 1, 'name': 'Mr. Mike  Collins', 'title': 'Exec. Pres of Bus. Sustainability & Assurance', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,9,1,8,1693526400,1672444800,86400,2,163.0,165.0,161.7,165.0,163.0,165.0,161.7,165.0,1586995200,0.0,1.592717,1483.6364,1678239,1678239,2195790,1360242,1360242,147.0,165.0,0,0,1129081216,102.05,228.662,0.19275163,153.086,161.925,0.0,0.0,GBp,2099687040,-0.08094,682989129,691838976,0.017339999,0.99838996,5.399,30.227818,1672444800,1703980800,1688083200,-769800000,-0.94,0.11,0.72,7:9,1309737600,0.358,13.538,LSE,EQUITY,WG.L,WG.L,WOOD GROUP (JOHN) PLC ORD 4 2/7,John Wood Group PLC,1022655600,Europe/London,BST,3600000,163.2,2.39,1.71,2.06,2.02,2.1,buy,10,450200000,0.657,155100000,1430099968,0.945,0.952,5857699840,38.641,8.571,0.0051700003,-0.19352,657400000,1122850048,-326500000,0.165,0.1228,0.02648,0.012259999,USD,
9,Sir Ian Wood House,Altens Industrial Estate Hareness Road,Aberdeen,AB12 3LE,United Kingdom,44 122 4851000,https://www.woodplc.com,Oil & Gas Integrated,Energy,"John Wood Group PLC, together with its subsidiaries, provides consulting, project management, and engineering solutions to energy and built environment worldwide. It operates through Projects, Operations, Consulting, and Investment Services segments. The Projects segment provides engineering design and project management services across energy and materials markets including oil and gas, chemicals, mining, minerals, and life sciences. The Operations segment offers decarbonisation, maintenance, modifications, brownfield engineering, asset management, and decommissioning services. The Consulting segment provides technical consulting, digital consulting, and energy asset and technology solutions. The Investment Services segment engages in industrial power and heavy civil engineering activities. John Wood Group PLC was incorporated in 1961 and is headquartered in Aberdeen, the United Kingdom.",35636,"{'maxAge': 1, 'name': 'Ms. Jennifer  Richmond', 'title': 'Exec. Pres of Strategy & Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,9,1,8,1693526400,1672444800,86400,2,163.0,165.0,161.7,165.0,163.0,165.0,161.7,165.0,1586995200,0.0,1.592717,1483.6364,1678239,1678239,2195790,1360242,1360242,147.0,165.0,0,0,1129081216,102.05,228.662,0.19275163,153.086,161.925,0.0,0.0,GBp,2099687040,-0.08094,682989129,691838976,0.017339999,0.99838996,5.399,30.227818,1672444800,1703980800,1688083200,-769800000,-0.94,0.11,0.72,7:9,1309737600,0.358,13.538,LSE,EQUITY,WG.L,WG.L,WOOD GROUP (JOHN) PLC ORD 4 2/7,John Wood Group PLC,1022655600,Europe/London,BST,3600000,163.2,2.39,1.71,2.06,2.02,2.1,buy,10,450200000,0.657,155100000,1430099968,0.945,0.952,5857699840,38.641,8.571,0.0051700003,-0.19352,657400000,1122850048,-326500000,0.165,0.1228,0.02648,0.012259999,USD,
