,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,92 Russley Road,PO Box 771,Christchurch,8140,New Zealand,64 3 366 4069,https://www.rymanhealthcare.co.nz,Medical Care Facilities,Healthcare,"Ryman Healthcare Limited develops, owns, and operates integrated retirement villages, rest homes, and hospitals for the elderly in New Zealand and Australia. The company's villages provide a range of retirement living and care options, such as independent townhouses and apartments, and serviced apartments, as well as a care center, which offers rest homes, hospitals, dementia-level care, and respite and day care services. Its villages also provide all-weather bowling green, indoor heated swimming pool and spa, gym, internal atrium, beauty and hair salons, library, dining area, bar, lounges, croquet laws, shops, and movie theatre facilities. The company owns and operates retirement village units and care units. The company was founded in 1984 and is based in Christchurch, New Zealand.",7200,"{'maxAge': 1, 'name': 'Mr. Richard  Umbers', 'title': 'Group Chief Exec. Officer', 'fiscalYear': 2023, 'totalPay': 936475, 'exercisedValue': 0, 'unexercisedValue': 0}",8,6,7,7,7,1693526400,1703980800,86400,4,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,0.14,0.039300002,1670457600,0.44889998,0.806681,12.066666,50,50,193,1024,1024,2669453056,3.343,5.57,4.6928263,3.8972,3.692815,0.088,0.024309393,USD,4766605824,0.45327,651397092,687641984,0.128,0.24338,6.807,0.53180546,1680220800,1711843200,1680220800,-0.845,257836000,0.3,8.38,233.154,PNK,EQUITY,RHCGF,RHCGF,RYMAN HEALTHCARE LIMITED,Ryman Healthcare Limited,1379079000,America/New_York,EDT,-14400000,3.62,none,64353000,0.094,20444000,2350725120,0.65,0.7,568836992,50.403,1.102,-0.00059,0.06367,35558000,-436561248,650828992,-0.854,0.13,0.06251,0.035940003,-0.01941,NZD,
1,92 Russley Road,PO Box 771,Christchurch,8140,New Zealand,64 3 366 4069,https://www.rymanhealthcare.co.nz,Medical Care Facilities,Healthcare,"Ryman Healthcare Limited develops, owns, and operates integrated retirement villages, rest homes, and hospitals for the elderly in New Zealand and Australia. The company's villages provide a range of retirement living and care options, such as independent townhouses and apartments, and serviced apartments, as well as a care center, which offers rest homes, hospitals, dementia-level care, and respite and day care services. Its villages also provide all-weather bowling green, indoor heated swimming pool and spa, gym, internal atrium, beauty and hair salons, library, dining area, bar, lounges, croquet laws, shops, and movie theatre facilities. The company owns and operates retirement village units and care units. The company was founded in 1984 and is based in Christchurch, New Zealand.",7200,"{'maxAge': 1, 'name': 'Mr. David  Bennett', 'title': 'Group Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",8,6,7,7,7,1693526400,1703980800,86400,4,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,0.14,0.039300002,1670457600,0.44889998,0.806681,12.066666,50,50,193,1024,1024,2669453056,3.343,5.57,4.6928263,3.8972,3.692815,0.088,0.024309393,USD,4766605824,0.45327,651397092,687641984,0.128,0.24338,6.807,0.53180546,1680220800,1711843200,1680220800,-0.845,257836000,0.3,8.38,233.154,PNK,EQUITY,RHCGF,RHCGF,RYMAN HEALTHCARE LIMITED,Ryman Healthcare Limited,1379079000,America/New_York,EDT,-14400000,3.62,none,64353000,0.094,20444000,2350725120,0.65,0.7,568836992,50.403,1.102,-0.00059,0.06367,35558000,-436561248,650828992,-0.854,0.13,0.06251,0.035940003,-0.01941,NZD,
2,92 Russley Road,PO Box 771,Christchurch,8140,New Zealand,64 3 366 4069,https://www.rymanhealthcare.co.nz,Medical Care Facilities,Healthcare,"Ryman Healthcare Limited develops, owns, and operates integrated retirement villages, rest homes, and hospitals for the elderly in New Zealand and Australia. The company's villages provide a range of retirement living and care options, such as independent townhouses and apartments, and serviced apartments, as well as a care center, which offers rest homes, hospitals, dementia-level care, and respite and day care services. Its villages also provide all-weather bowling green, indoor heated swimming pool and spa, gym, internal atrium, beauty and hair salons, library, dining area, bar, lounges, croquet laws, shops, and movie theatre facilities. The company owns and operates retirement village units and care units. The company was founded in 1984 and is based in Christchurch, New Zealand.",7200,"{'maxAge': 1, 'name': 'Mr. Rick  Davies', 'title': 'Chief Technology & Innovation Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",8,6,7,7,7,1693526400,1703980800,86400,4,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,0.14,0.039300002,1670457600,0.44889998,0.806681,12.066666,50,50,193,1024,1024,2669453056,3.343,5.57,4.6928263,3.8972,3.692815,0.088,0.024309393,USD,4766605824,0.45327,651397092,687641984,0.128,0.24338,6.807,0.53180546,1680220800,1711843200,1680220800,-0.845,257836000,0.3,8.38,233.154,PNK,EQUITY,RHCGF,RHCGF,RYMAN HEALTHCARE LIMITED,Ryman Healthcare Limited,1379079000,America/New_York,EDT,-14400000,3.62,none,64353000,0.094,20444000,2350725120,0.65,0.7,568836992,50.403,1.102,-0.00059,0.06367,35558000,-436561248,650828992,-0.854,0.13,0.06251,0.035940003,-0.01941,NZD,
3,92 Russley Road,PO Box 771,Christchurch,8140,New Zealand,64 3 366 4069,https://www.rymanhealthcare.co.nz,Medical Care Facilities,Healthcare,"Ryman Healthcare Limited develops, owns, and operates integrated retirement villages, rest homes, and hospitals for the elderly in New Zealand and Australia. The company's villages provide a range of retirement living and care options, such as independent townhouses and apartments, and serviced apartments, as well as a care center, which offers rest homes, hospitals, dementia-level care, and respite and day care services. Its villages also provide all-weather bowling green, indoor heated swimming pool and spa, gym, internal atrium, beauty and hair salons, library, dining area, bar, lounges, croquet laws, shops, and movie theatre facilities. The company owns and operates retirement village units and care units. The company was founded in 1984 and is based in Christchurch, New Zealand.",7200,"{'maxAge': 1, 'name': 'Michelle  Perkins', 'title': 'Investor Relations Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",8,6,7,7,7,1693526400,1703980800,86400,4,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,0.14,0.039300002,1670457600,0.44889998,0.806681,12.066666,50,50,193,1024,1024,2669453056,3.343,5.57,4.6928263,3.8972,3.692815,0.088,0.024309393,USD,4766605824,0.45327,651397092,687641984,0.128,0.24338,6.807,0.53180546,1680220800,1711843200,1680220800,-0.845,257836000,0.3,8.38,233.154,PNK,EQUITY,RHCGF,RHCGF,RYMAN HEALTHCARE LIMITED,Ryman Healthcare Limited,1379079000,America/New_York,EDT,-14400000,3.62,none,64353000,0.094,20444000,2350725120,0.65,0.7,568836992,50.403,1.102,-0.00059,0.06367,35558000,-436561248,650828992,-0.854,0.13,0.06251,0.035940003,-0.01941,NZD,
4,92 Russley Road,PO Box 771,Christchurch,8140,New Zealand,64 3 366 4069,https://www.rymanhealthcare.co.nz,Medical Care Facilities,Healthcare,"Ryman Healthcare Limited develops, owns, and operates integrated retirement villages, rest homes, and hospitals for the elderly in New Zealand and Australia. The company's villages provide a range of retirement living and care options, such as independent townhouses and apartments, and serviced apartments, as well as a care center, which offers rest homes, hospitals, dementia-level care, and respite and day care services. Its villages also provide all-weather bowling green, indoor heated swimming pool and spa, gym, internal atrium, beauty and hair salons, library, dining area, bar, lounges, croquet laws, shops, and movie theatre facilities. The company owns and operates retirement village units and care units. The company was founded in 1984 and is based in Christchurch, New Zealand.",7200,"{'maxAge': 1, 'name': 'Ms. Deborah  Marris', 'title': 'Group Gen. Counsel & Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",8,6,7,7,7,1693526400,1703980800,86400,4,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,0.14,0.039300002,1670457600,0.44889998,0.806681,12.066666,50,50,193,1024,1024,2669453056,3.343,5.57,4.6928263,3.8972,3.692815,0.088,0.024309393,USD,4766605824,0.45327,651397092,687641984,0.128,0.24338,6.807,0.53180546,1680220800,1711843200,1680220800,-0.845,257836000,0.3,8.38,233.154,PNK,EQUITY,RHCGF,RHCGF,RYMAN HEALTHCARE LIMITED,Ryman Healthcare Limited,1379079000,America/New_York,EDT,-14400000,3.62,none,64353000,0.094,20444000,2350725120,0.65,0.7,568836992,50.403,1.102,-0.00059,0.06367,35558000,-436561248,650828992,-0.854,0.13,0.06251,0.035940003,-0.01941,NZD,
5,92 Russley Road,PO Box 771,Christchurch,8140,New Zealand,64 3 366 4069,https://www.rymanhealthcare.co.nz,Medical Care Facilities,Healthcare,"Ryman Healthcare Limited develops, owns, and operates integrated retirement villages, rest homes, and hospitals for the elderly in New Zealand and Australia. The company's villages provide a range of retirement living and care options, such as independent townhouses and apartments, and serviced apartments, as well as a care center, which offers rest homes, hospitals, dementia-level care, and respite and day care services. Its villages also provide all-weather bowling green, indoor heated swimming pool and spa, gym, internal atrium, beauty and hair salons, library, dining area, bar, lounges, croquet laws, shops, and movie theatre facilities. The company owns and operates retirement village units and care units. The company was founded in 1984 and is based in Christchurch, New Zealand.",7200,"{'maxAge': 1, 'name': 'Ms. Di  Walsh', 'title': 'Chief People & Safety Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",8,6,7,7,7,1693526400,1703980800,86400,4,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,0.14,0.039300002,1670457600,0.44889998,0.806681,12.066666,50,50,193,1024,1024,2669453056,3.343,5.57,4.6928263,3.8972,3.692815,0.088,0.024309393,USD,4766605824,0.45327,651397092,687641984,0.128,0.24338,6.807,0.53180546,1680220800,1711843200,1680220800,-0.845,257836000,0.3,8.38,233.154,PNK,EQUITY,RHCGF,RHCGF,RYMAN HEALTHCARE LIMITED,Ryman Healthcare Limited,1379079000,America/New_York,EDT,-14400000,3.62,none,64353000,0.094,20444000,2350725120,0.65,0.7,568836992,50.403,1.102,-0.00059,0.06367,35558000,-436561248,650828992,-0.854,0.13,0.06251,0.035940003,-0.01941,NZD,
6,92 Russley Road,PO Box 771,Christchurch,8140,New Zealand,64 3 366 4069,https://www.rymanhealthcare.co.nz,Medical Care Facilities,Healthcare,"Ryman Healthcare Limited develops, owns, and operates integrated retirement villages, rest homes, and hospitals for the elderly in New Zealand and Australia. The company's villages provide a range of retirement living and care options, such as independent townhouses and apartments, and serviced apartments, as well as a care center, which offers rest homes, hospitals, dementia-level care, and respite and day care services. Its villages also provide all-weather bowling green, indoor heated swimming pool and spa, gym, internal atrium, beauty and hair salons, library, dining area, bar, lounges, croquet laws, shops, and movie theatre facilities. The company owns and operates retirement village units and care units. The company was founded in 1984 and is based in Christchurch, New Zealand.",7200,"{'maxAge': 1, 'name': 'Ms. Cheyne  Chalmers', 'title': 'Chief Exec. Officer of New Zealand', 'exercisedValue': 0, 'unexercisedValue': 0}",8,6,7,7,7,1693526400,1703980800,86400,4,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,0.14,0.039300002,1670457600,0.44889998,0.806681,12.066666,50,50,193,1024,1024,2669453056,3.343,5.57,4.6928263,3.8972,3.692815,0.088,0.024309393,USD,4766605824,0.45327,651397092,687641984,0.128,0.24338,6.807,0.53180546,1680220800,1711843200,1680220800,-0.845,257836000,0.3,8.38,233.154,PNK,EQUITY,RHCGF,RHCGF,RYMAN HEALTHCARE LIMITED,Ryman Healthcare Limited,1379079000,America/New_York,EDT,-14400000,3.62,none,64353000,0.094,20444000,2350725120,0.65,0.7,568836992,50.403,1.102,-0.00059,0.06367,35558000,-436561248,650828992,-0.854,0.13,0.06251,0.035940003,-0.01941,NZD,
7,92 Russley Road,PO Box 771,Christchurch,8140,New Zealand,64 3 366 4069,https://www.rymanhealthcare.co.nz,Medical Care Facilities,Healthcare,"Ryman Healthcare Limited develops, owns, and operates integrated retirement villages, rest homes, and hospitals for the elderly in New Zealand and Australia. The company's villages provide a range of retirement living and care options, such as independent townhouses and apartments, and serviced apartments, as well as a care center, which offers rest homes, hospitals, dementia-level care, and respite and day care services. Its villages also provide all-weather bowling green, indoor heated swimming pool and spa, gym, internal atrium, beauty and hair salons, library, dining area, bar, lounges, croquet laws, shops, and movie theatre facilities. The company owns and operates retirement village units and care units. The company was founded in 1984 and is based in Christchurch, New Zealand.",7200,"{'maxAge': 1, 'name': 'Ms. Mary-Anne  Stone', 'title': 'Chief Experience & Engagement Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",8,6,7,7,7,1693526400,1703980800,86400,4,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,0.14,0.039300002,1670457600,0.44889998,0.806681,12.066666,50,50,193,1024,1024,2669453056,3.343,5.57,4.6928263,3.8972,3.692815,0.088,0.024309393,USD,4766605824,0.45327,651397092,687641984,0.128,0.24338,6.807,0.53180546,1680220800,1711843200,1680220800,-0.845,257836000,0.3,8.38,233.154,PNK,EQUITY,RHCGF,RHCGF,RYMAN HEALTHCARE LIMITED,Ryman Healthcare Limited,1379079000,America/New_York,EDT,-14400000,3.62,none,64353000,0.094,20444000,2350725120,0.65,0.7,568836992,50.403,1.102,-0.00059,0.06367,35558000,-436561248,650828992,-0.854,0.13,0.06251,0.035940003,-0.01941,NZD,
8,92 Russley Road,PO Box 771,Christchurch,8140,New Zealand,64 3 366 4069,https://www.rymanhealthcare.co.nz,Medical Care Facilities,Healthcare,"Ryman Healthcare Limited develops, owns, and operates integrated retirement villages, rest homes, and hospitals for the elderly in New Zealand and Australia. The company's villages provide a range of retirement living and care options, such as independent townhouses and apartments, and serviced apartments, as well as a care center, which offers rest homes, hospitals, dementia-level care, and respite and day care services. Its villages also provide all-weather bowling green, indoor heated swimming pool and spa, gym, internal atrium, beauty and hair salons, library, dining area, bar, lounges, croquet laws, shops, and movie theatre facilities. The company owns and operates retirement village units and care units. The company was founded in 1984 and is based in Christchurch, New Zealand.",7200,"{'maxAge': 1, 'name': 'Mr. Chris J. Evans B.E.', 'age': 55, 'title': 'Chief Devel. & Construction Officer', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",8,6,7,7,7,1693526400,1703980800,86400,4,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,0.14,0.039300002,1670457600,0.44889998,0.806681,12.066666,50,50,193,1024,1024,2669453056,3.343,5.57,4.6928263,3.8972,3.692815,0.088,0.024309393,USD,4766605824,0.45327,651397092,687641984,0.128,0.24338,6.807,0.53180546,1680220800,1711843200,1680220800,-0.845,257836000,0.3,8.38,233.154,PNK,EQUITY,RHCGF,RHCGF,RYMAN HEALTHCARE LIMITED,Ryman Healthcare Limited,1379079000,America/New_York,EDT,-14400000,3.62,none,64353000,0.094,20444000,2350725120,0.65,0.7,568836992,50.403,1.102,-0.00059,0.06367,35558000,-436561248,650828992,-0.854,0.13,0.06251,0.035940003,-0.01941,NZD,
9,92 Russley Road,PO Box 771,Christchurch,8140,New Zealand,64 3 366 4069,https://www.rymanhealthcare.co.nz,Medical Care Facilities,Healthcare,"Ryman Healthcare Limited develops, owns, and operates integrated retirement villages, rest homes, and hospitals for the elderly in New Zealand and Australia. The company's villages provide a range of retirement living and care options, such as independent townhouses and apartments, and serviced apartments, as well as a care center, which offers rest homes, hospitals, dementia-level care, and respite and day care services. Its villages also provide all-weather bowling green, indoor heated swimming pool and spa, gym, internal atrium, beauty and hair salons, library, dining area, bar, lounges, croquet laws, shops, and movie theatre facilities. The company owns and operates retirement village units and care units. The company was founded in 1984 and is based in Christchurch, New Zealand.",7200,"{'maxAge': 1, 'name': 'Mr. Cameron  Holland', 'title': 'Chief Exec. Officer of Australia', 'exercisedValue': 0, 'unexercisedValue': 0}",8,6,7,7,7,1693526400,1703980800,86400,4,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,0.14,0.039300002,1670457600,0.44889998,0.806681,12.066666,50,50,193,1024,1024,2669453056,3.343,5.57,4.6928263,3.8972,3.692815,0.088,0.024309393,USD,4766605824,0.45327,651397092,687641984,0.128,0.24338,6.807,0.53180546,1680220800,1711843200,1680220800,-0.845,257836000,0.3,8.38,233.154,PNK,EQUITY,RHCGF,RHCGF,RYMAN HEALTHCARE LIMITED,Ryman Healthcare Limited,1379079000,America/New_York,EDT,-14400000,3.62,none,64353000,0.094,20444000,2350725120,0.65,0.7,568836992,50.403,1.102,-0.00059,0.06367,35558000,-436561248,650828992,-0.854,0.13,0.06251,0.035940003,-0.01941,NZD,
