,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,200 Oceangate,Suite 100,Long Beach,CA,90802,United States,562 435 3666,https://www.molinahealthcare.com,Healthcare Plans,Healthcare,"Molina Healthcare, Inc. provides managed healthcare services to low-income families and individuals under the Medicaid and Medicare programs and through the state insurance marketplaces. It operates in four segments, Medicaid, Medicare, Marketplace, and Other. The company served in across 19 states. The company was founded in 1980 and is headquartered in Long Beach, California.",15000,"{'maxAge': 1, 'name': 'Mr. Joseph Michael Zubretsky', 'age': 65, 'title': 'Pres, CEO & Director', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 7131388, 'exercisedValue': 127159688, 'unexercisedValue': 0}",8,3,8,7,7,1693526400,1672444800,86400,2,326.99,327.18,324.17,329.18,326.99,327.18,324.17,329.18,0.0,0.649031,20.826447,14.060086,441936,441936,448422,325240,325240,327.19,327.68,900,900,19099080704,256.19,374.0,0.5999397,312.0248,299.40494,0.0,0.0,USD,12648516608,0.028770002,57635963,58300000,1913766,1768141,1690761600,1693440000,0.0328,0.01113,0.98663,5.95,0.0375,62.431,5.247393,1672444800,1703980800,1688083200,0.246,916000000,15.73,23.3,1.12,3:2,1306108800,0.397,7.547,NYQ,EQUITY,MOH,MOH,Molina Healthcare Inc,"Molina Healthcare, Inc.",1057152600,America/New_York,EDT,-14400000,327.6,403.0,290.0,350.13,350.0,2.5,buy,16,8796000256,150.875,1676000000,2380999936,1.483,1.518,31835000832,65.755,552.212,0.07395,0.28399,3926000000,877249984,1444999936,0.259,0.041,0.13149,0.052649997,0.04875,USD,
1,200 Oceangate,Suite 100,Long Beach,CA,90802,United States,562 435 3666,https://www.molinahealthcare.com,Healthcare Plans,Healthcare,"Molina Healthcare, Inc. provides managed healthcare services to low-income families and individuals under the Medicaid and Medicare programs and through the state insurance marketplaces. It operates in four segments, Medicaid, Medicare, Marketplace, and Other. The company served in across 19 states. The company was founded in 1980 and is headquartered in Long Beach, California.",15000,"{'maxAge': 1, 'name': 'Mr. Mark Lowell Keim', 'age': 57, 'title': 'Sr. EVP, CFO & Treasurer', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 2724929, 'exercisedValue': 0, 'unexercisedValue': 0}",8,3,8,7,7,1693526400,1672444800,86400,2,326.99,327.18,324.17,329.18,326.99,327.18,324.17,329.18,0.0,0.649031,20.826447,14.060086,441936,441936,448422,325240,325240,327.19,327.68,900,900,19099080704,256.19,374.0,0.5999397,312.0248,299.40494,0.0,0.0,USD,12648516608,0.028770002,57635963,58300000,1913766,1768141,1690761600,1693440000,0.0328,0.01113,0.98663,5.95,0.0375,62.431,5.247393,1672444800,1703980800,1688083200,0.246,916000000,15.73,23.3,1.12,3:2,1306108800,0.397,7.547,NYQ,EQUITY,MOH,MOH,Molina Healthcare Inc,"Molina Healthcare, Inc.",1057152600,America/New_York,EDT,-14400000,327.6,403.0,290.0,350.13,350.0,2.5,buy,16,8796000256,150.875,1676000000,2380999936,1.483,1.518,31835000832,65.755,552.212,0.07395,0.28399,3926000000,877249984,1444999936,0.259,0.041,0.13149,0.052649997,0.04875,USD,
2,200 Oceangate,Suite 100,Long Beach,CA,90802,United States,562 435 3666,https://www.molinahealthcare.com,Healthcare Plans,Healthcare,"Molina Healthcare, Inc. provides managed healthcare services to low-income families and individuals under the Medicaid and Medicare programs and through the state insurance marketplaces. It operates in four segments, Medicaid, Medicare, Marketplace, and Other. The company served in across 19 states. The company was founded in 1980 and is headquartered in Long Beach, California.",15000,"{'maxAge': 1, 'name': 'Mr. James Edwin Woys', 'age': 63, 'title': 'Sr. EVP & COO', 'yearBorn': 1959, 'fiscalYear': 2022, 'totalPay': 2333986, 'exercisedValue': 0, 'unexercisedValue': 0}",8,3,8,7,7,1693526400,1672444800,86400,2,326.99,327.18,324.17,329.18,326.99,327.18,324.17,329.18,0.0,0.649031,20.826447,14.060086,441936,441936,448422,325240,325240,327.19,327.68,900,900,19099080704,256.19,374.0,0.5999397,312.0248,299.40494,0.0,0.0,USD,12648516608,0.028770002,57635963,58300000,1913766,1768141,1690761600,1693440000,0.0328,0.01113,0.98663,5.95,0.0375,62.431,5.247393,1672444800,1703980800,1688083200,0.246,916000000,15.73,23.3,1.12,3:2,1306108800,0.397,7.547,NYQ,EQUITY,MOH,MOH,Molina Healthcare Inc,"Molina Healthcare, Inc.",1057152600,America/New_York,EDT,-14400000,327.6,403.0,290.0,350.13,350.0,2.5,buy,16,8796000256,150.875,1676000000,2380999936,1.483,1.518,31835000832,65.755,552.212,0.07395,0.28399,3926000000,877249984,1444999936,0.259,0.041,0.13149,0.052649997,0.04875,USD,
3,200 Oceangate,Suite 100,Long Beach,CA,90802,United States,562 435 3666,https://www.molinahealthcare.com,Healthcare Plans,Healthcare,"Molina Healthcare, Inc. provides managed healthcare services to low-income families and individuals under the Medicaid and Medicare programs and through the state insurance marketplaces. It operates in four segments, Medicaid, Medicare, Marketplace, and Other. The company served in across 19 states. The company was founded in 1980 and is headquartered in Long Beach, California.",15000,"{'maxAge': 1, 'name': 'Mr. Jeffrey Don Barlow Esq., J.D., M.P.H.', 'age': 59, 'title': 'Chief Legal Officer & Corp. Sec.', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 1999599, 'exercisedValue': 0, 'unexercisedValue': 0}",8,3,8,7,7,1693526400,1672444800,86400,2,326.99,327.18,324.17,329.18,326.99,327.18,324.17,329.18,0.0,0.649031,20.826447,14.060086,441936,441936,448422,325240,325240,327.19,327.68,900,900,19099080704,256.19,374.0,0.5999397,312.0248,299.40494,0.0,0.0,USD,12648516608,0.028770002,57635963,58300000,1913766,1768141,1690761600,1693440000,0.0328,0.01113,0.98663,5.95,0.0375,62.431,5.247393,1672444800,1703980800,1688083200,0.246,916000000,15.73,23.3,1.12,3:2,1306108800,0.397,7.547,NYQ,EQUITY,MOH,MOH,Molina Healthcare Inc,"Molina Healthcare, Inc.",1057152600,America/New_York,EDT,-14400000,327.6,403.0,290.0,350.13,350.0,2.5,buy,16,8796000256,150.875,1676000000,2380999936,1.483,1.518,31835000832,65.755,552.212,0.07395,0.28399,3926000000,877249984,1444999936,0.259,0.041,0.13149,0.052649997,0.04875,USD,
4,200 Oceangate,Suite 100,Long Beach,CA,90802,United States,562 435 3666,https://www.molinahealthcare.com,Healthcare Plans,Healthcare,"Molina Healthcare, Inc. provides managed healthcare services to low-income families and individuals under the Medicaid and Medicare programs and through the state insurance marketplaces. It operates in four segments, Medicaid, Medicare, Marketplace, and Other. The company served in across 19 states. The company was founded in 1980 and is headquartered in Long Beach, California.",15000,"{'maxAge': 1, 'name': 'Mr. Marc Steven Russo', 'age': 52, 'title': 'Exec. VP of Health Plans', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 2012457, 'exercisedValue': 0, 'unexercisedValue': 0}",8,3,8,7,7,1693526400,1672444800,86400,2,326.99,327.18,324.17,329.18,326.99,327.18,324.17,329.18,0.0,0.649031,20.826447,14.060086,441936,441936,448422,325240,325240,327.19,327.68,900,900,19099080704,256.19,374.0,0.5999397,312.0248,299.40494,0.0,0.0,USD,12648516608,0.028770002,57635963,58300000,1913766,1768141,1690761600,1693440000,0.0328,0.01113,0.98663,5.95,0.0375,62.431,5.247393,1672444800,1703980800,1688083200,0.246,916000000,15.73,23.3,1.12,3:2,1306108800,0.397,7.547,NYQ,EQUITY,MOH,MOH,Molina Healthcare Inc,"Molina Healthcare, Inc.",1057152600,America/New_York,EDT,-14400000,327.6,403.0,290.0,350.13,350.0,2.5,buy,16,8796000256,150.875,1676000000,2380999936,1.483,1.518,31835000832,65.755,552.212,0.07395,0.28399,3926000000,877249984,1444999936,0.259,0.041,0.13149,0.052649997,0.04875,USD,
5,200 Oceangate,Suite 100,Long Beach,CA,90802,United States,562 435 3666,https://www.molinahealthcare.com,Healthcare Plans,Healthcare,"Molina Healthcare, Inc. provides managed healthcare services to low-income families and individuals under the Medicaid and Medicare programs and through the state insurance marketplaces. It operates in four segments, Medicaid, Medicare, Marketplace, and Other. The company served in across 19 states. The company was founded in 1980 and is headquartered in Long Beach, California.",15000,"{'maxAge': 1, 'name': 'Mr. Maurice Sebastian Hebert CPA', 'age': 59, 'title': 'Chief Accounting Officer', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",8,3,8,7,7,1693526400,1672444800,86400,2,326.99,327.18,324.17,329.18,326.99,327.18,324.17,329.18,0.0,0.649031,20.826447,14.060086,441936,441936,448422,325240,325240,327.19,327.68,900,900,19099080704,256.19,374.0,0.5999397,312.0248,299.40494,0.0,0.0,USD,12648516608,0.028770002,57635963,58300000,1913766,1768141,1690761600,1693440000,0.0328,0.01113,0.98663,5.95,0.0375,62.431,5.247393,1672444800,1703980800,1688083200,0.246,916000000,15.73,23.3,1.12,3:2,1306108800,0.397,7.547,NYQ,EQUITY,MOH,MOH,Molina Healthcare Inc,"Molina Healthcare, Inc.",1057152600,America/New_York,EDT,-14400000,327.6,403.0,290.0,350.13,350.0,2.5,buy,16,8796000256,150.875,1676000000,2380999936,1.483,1.518,31835000832,65.755,552.212,0.07395,0.28399,3926000000,877249984,1444999936,0.259,0.041,0.13149,0.052649997,0.04875,USD,
6,200 Oceangate,Suite 100,Long Beach,CA,90802,United States,562 435 3666,https://www.molinahealthcare.com,Healthcare Plans,Healthcare,"Molina Healthcare, Inc. provides managed healthcare services to low-income families and individuals under the Medicaid and Medicare programs and through the state insurance marketplaces. It operates in four segments, Medicaid, Medicare, Marketplace, and Other. The company served in across 19 states. The company was founded in 1980 and is headquartered in Long Beach, California.",15000,"{'maxAge': 1, 'name': 'Mr. Joseph F. Krocheski CFA', 'age': 52, 'title': 'Sr. VP of Investor Relations', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",8,3,8,7,7,1693526400,1672444800,86400,2,326.99,327.18,324.17,329.18,326.99,327.18,324.17,329.18,0.0,0.649031,20.826447,14.060086,441936,441936,448422,325240,325240,327.19,327.68,900,900,19099080704,256.19,374.0,0.5999397,312.0248,299.40494,0.0,0.0,USD,12648516608,0.028770002,57635963,58300000,1913766,1768141,1690761600,1693440000,0.0328,0.01113,0.98663,5.95,0.0375,62.431,5.247393,1672444800,1703980800,1688083200,0.246,916000000,15.73,23.3,1.12,3:2,1306108800,0.397,7.547,NYQ,EQUITY,MOH,MOH,Molina Healthcare Inc,"Molina Healthcare, Inc.",1057152600,America/New_York,EDT,-14400000,327.6,403.0,290.0,350.13,350.0,2.5,buy,16,8796000256,150.875,1676000000,2380999936,1.483,1.518,31835000832,65.755,552.212,0.07395,0.28399,3926000000,877249984,1444999936,0.259,0.041,0.13149,0.052649997,0.04875,USD,
7,200 Oceangate,Suite 100,Long Beach,CA,90802,United States,562 435 3666,https://www.molinahealthcare.com,Healthcare Plans,Healthcare,"Molina Healthcare, Inc. provides managed healthcare services to low-income families and individuals under the Medicaid and Medicare programs and through the state insurance marketplaces. It operates in four segments, Medicaid, Medicare, Marketplace, and Other. The company served in across 19 states. The company was founded in 1980 and is headquartered in Long Beach, California.",15000,"{'maxAge': 1, 'name': 'Ms. Joann  Zarza-Garrido', 'title': 'VP of Compliance', 'exercisedValue': 0, 'unexercisedValue': 0}",8,3,8,7,7,1693526400,1672444800,86400,2,326.99,327.18,324.17,329.18,326.99,327.18,324.17,329.18,0.0,0.649031,20.826447,14.060086,441936,441936,448422,325240,325240,327.19,327.68,900,900,19099080704,256.19,374.0,0.5999397,312.0248,299.40494,0.0,0.0,USD,12648516608,0.028770002,57635963,58300000,1913766,1768141,1690761600,1693440000,0.0328,0.01113,0.98663,5.95,0.0375,62.431,5.247393,1672444800,1703980800,1688083200,0.246,916000000,15.73,23.3,1.12,3:2,1306108800,0.397,7.547,NYQ,EQUITY,MOH,MOH,Molina Healthcare Inc,"Molina Healthcare, Inc.",1057152600,America/New_York,EDT,-14400000,327.6,403.0,290.0,350.13,350.0,2.5,buy,16,8796000256,150.875,1676000000,2380999936,1.483,1.518,31835000832,65.755,552.212,0.07395,0.28399,3926000000,877249984,1444999936,0.259,0.041,0.13149,0.052649997,0.04875,USD,
8,200 Oceangate,Suite 100,Long Beach,CA,90802,United States,562 435 3666,https://www.molinahealthcare.com,Healthcare Plans,Healthcare,"Molina Healthcare, Inc. provides managed healthcare services to low-income families and individuals under the Medicaid and Medicare programs and through the state insurance marketplaces. It operates in four segments, Medicaid, Medicare, Marketplace, and Other. The company served in across 19 states. The company was founded in 1980 and is headquartered in Long Beach, California.",15000,"{'maxAge': 1, 'name': 'Mr. Larry D. Anderson', 'title': 'Exec. VP & Chief HR Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",8,3,8,7,7,1693526400,1672444800,86400,2,326.99,327.18,324.17,329.18,326.99,327.18,324.17,329.18,0.0,0.649031,20.826447,14.060086,441936,441936,448422,325240,325240,327.19,327.68,900,900,19099080704,256.19,374.0,0.5999397,312.0248,299.40494,0.0,0.0,USD,12648516608,0.028770002,57635963,58300000,1913766,1768141,1690761600,1693440000,0.0328,0.01113,0.98663,5.95,0.0375,62.431,5.247393,1672444800,1703980800,1688083200,0.246,916000000,15.73,23.3,1.12,3:2,1306108800,0.397,7.547,NYQ,EQUITY,MOH,MOH,Molina Healthcare Inc,"Molina Healthcare, Inc.",1057152600,America/New_York,EDT,-14400000,327.6,403.0,290.0,350.13,350.0,2.5,buy,16,8796000256,150.875,1676000000,2380999936,1.483,1.518,31835000832,65.755,552.212,0.07395,0.28399,3926000000,877249984,1444999936,0.259,0.041,0.13149,0.052649997,0.04875,USD,
9,200 Oceangate,Suite 100,Long Beach,CA,90802,United States,562 435 3666,https://www.molinahealthcare.com,Healthcare Plans,Healthcare,"Molina Healthcare, Inc. provides managed healthcare services to low-income families and individuals under the Medicaid and Medicare programs and through the state insurance marketplaces. It operates in four segments, Medicaid, Medicare, Marketplace, and Other. The company served in across 19 states. The company was founded in 1980 and is headquartered in Long Beach, California.",15000,"{'maxAge': 1, 'name': 'Dr. Keith  Wilson', 'title': 'Chief Medical Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",8,3,8,7,7,1693526400,1672444800,86400,2,326.99,327.18,324.17,329.18,326.99,327.18,324.17,329.18,0.0,0.649031,20.826447,14.060086,441936,441936,448422,325240,325240,327.19,327.68,900,900,19099080704,256.19,374.0,0.5999397,312.0248,299.40494,0.0,0.0,USD,12648516608,0.028770002,57635963,58300000,1913766,1768141,1690761600,1693440000,0.0328,0.01113,0.98663,5.95,0.0375,62.431,5.247393,1672444800,1703980800,1688083200,0.246,916000000,15.73,23.3,1.12,3:2,1306108800,0.397,7.547,NYQ,EQUITY,MOH,MOH,Molina Healthcare Inc,"Molina Healthcare, Inc.",1057152600,America/New_York,EDT,-14400000,327.6,403.0,290.0,350.13,350.0,2.5,buy,16,8796000256,150.875,1676000000,2380999936,1.483,1.518,31835000832,65.755,552.212,0.07395,0.28399,3926000000,877249984,1444999936,0.259,0.041,0.13149,0.052649997,0.04875,USD,
