,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Pier 1, Bay 1",San Francisco,CA,94111,United States,415 394 9000,415 394 9001,https://www.prologis.com,REIT—Industrial,Real Estate,"Prologis, Inc. is the global leader in logistics real estate with a focus on high-barrier, high-growth markets. At June 30, 2023, the company owned or had investments in, on a wholly owned basis or through co-investment ventures, properties and development projects expected to total approximately 1.2 billion square feet (114 million square meters) in 19 countries. Prologis leases modern logistics facilities to a diverse base of approximately 6,700 customers principally across two major categories: business-to-business and retail/online fulfillment.",2466,"{'maxAge': 1, 'name': 'Mr. Hamid R. Moghadam', 'age': 65, 'title': 'Co-Founder, Chairman & CEO', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 1835001, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,10,9,9,1693526400,1672444800,86400,2,123.46,122.7,121.87,123.3,123.46,122.7,121.87,123.3,3.48,0.028299998,1694736000,0.8973,2.35,0.991355,33.202156,44.15054,4576085,4576085,2614006,2584450,2584450,122.0,122.76,800,900,113801322496,98.03,136.67,14.184776,123.634,122.25415,3.32,0.0268913,USD,146710200320,0.40925,921838742,923862016,10638582,10506322,1690761600,1693440000,0.0115,0.00319,0.95456004,5.43,0.013300001,57.803,2.1310313,1672444800,1703980800,1688083200,0.989,3277410048,3.71,2.79,-6.99,18.287,25.567,NYQ,EQUITY,PLD,PLD,"Prologis, Inc.","Prologis, Inc.",880122600,America/New_York,EDT,-14400000,123.18,162.0,128.0,142.81,142.0,1.7,buy,21,534039008,0.578,5738362880,28766773248,0.331,0.789,8022778880,49.531,9.143,0.02892,0.07153,4775470000,4890878976,4810387968,0.598,0.894,0.76602,0.71526,0.43875,USD,0.5735
1,"Pier 1, Bay 1",San Francisco,CA,94111,United States,415 394 9000,415 394 9001,https://www.prologis.com,REIT—Industrial,Real Estate,"Prologis, Inc. is the global leader in logistics real estate with a focus on high-barrier, high-growth markets. At June 30, 2023, the company owned or had investments in, on a wholly owned basis or through co-investment ventures, properties and development projects expected to total approximately 1.2 billion square feet (114 million square meters) in 19 countries. Prologis leases modern logistics facilities to a diverse base of approximately 6,700 customers principally across two major categories: business-to-business and retail/online fulfillment.",2466,"{'maxAge': 1, 'name': 'Mr. Timothy D. Arndt', 'age': 49, 'title': 'CFO, MD of Treasury & Financial Planning and Treasurer', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 2894734, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,10,9,9,1693526400,1672444800,86400,2,123.46,122.7,121.87,123.3,123.46,122.7,121.87,123.3,3.48,0.028299998,1694736000,0.8973,2.35,0.991355,33.202156,44.15054,4576085,4576085,2614006,2584450,2584450,122.0,122.76,800,900,113801322496,98.03,136.67,14.184776,123.634,122.25415,3.32,0.0268913,USD,146710200320,0.40925,921838742,923862016,10638582,10506322,1690761600,1693440000,0.0115,0.00319,0.95456004,5.43,0.013300001,57.803,2.1310313,1672444800,1703980800,1688083200,0.989,3277410048,3.71,2.79,-6.99,18.287,25.567,NYQ,EQUITY,PLD,PLD,"Prologis, Inc.","Prologis, Inc.",880122600,America/New_York,EDT,-14400000,123.18,162.0,128.0,142.81,142.0,1.7,buy,21,534039008,0.578,5738362880,28766773248,0.331,0.789,8022778880,49.531,9.143,0.02892,0.07153,4775470000,4890878976,4810387968,0.598,0.894,0.76602,0.71526,0.43875,USD,0.5735
2,"Pier 1, Bay 1",San Francisco,CA,94111,United States,415 394 9000,415 394 9001,https://www.prologis.com,REIT—Industrial,Real Estate,"Prologis, Inc. is the global leader in logistics real estate with a focus on high-barrier, high-growth markets. At June 30, 2023, the company owned or had investments in, on a wholly owned basis or through co-investment ventures, properties and development projects expected to total approximately 1.2 billion square feet (114 million square meters) in 19 countries. Prologis leases modern logistics facilities to a diverse base of approximately 6,700 customers principally across two major categories: business-to-business and retail/online fulfillment.",2466,"{'maxAge': 1, 'name': 'Mr. Gary E. Anderson', 'age': 56, 'title': 'Chief Operating Officer', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 4894601, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,10,9,9,1693526400,1672444800,86400,2,123.46,122.7,121.87,123.3,123.46,122.7,121.87,123.3,3.48,0.028299998,1694736000,0.8973,2.35,0.991355,33.202156,44.15054,4576085,4576085,2614006,2584450,2584450,122.0,122.76,800,900,113801322496,98.03,136.67,14.184776,123.634,122.25415,3.32,0.0268913,USD,146710200320,0.40925,921838742,923862016,10638582,10506322,1690761600,1693440000,0.0115,0.00319,0.95456004,5.43,0.013300001,57.803,2.1310313,1672444800,1703980800,1688083200,0.989,3277410048,3.71,2.79,-6.99,18.287,25.567,NYQ,EQUITY,PLD,PLD,"Prologis, Inc.","Prologis, Inc.",880122600,America/New_York,EDT,-14400000,123.18,162.0,128.0,142.81,142.0,1.7,buy,21,534039008,0.578,5738362880,28766773248,0.331,0.789,8022778880,49.531,9.143,0.02892,0.07153,4775470000,4890878976,4810387968,0.598,0.894,0.76602,0.71526,0.43875,USD,0.5735
3,"Pier 1, Bay 1",San Francisco,CA,94111,United States,415 394 9000,415 394 9001,https://www.prologis.com,REIT—Industrial,Real Estate,"Prologis, Inc. is the global leader in logistics real estate with a focus on high-barrier, high-growth markets. At June 30, 2023, the company owned or had investments in, on a wholly owned basis or through co-investment ventures, properties and development projects expected to total approximately 1.2 billion square feet (114 million square meters) in 19 countries. Prologis leases modern logistics facilities to a diverse base of approximately 6,700 customers principally across two major categories: business-to-business and retail/online fulfillment.",2466,"{'maxAge': 1, 'name': 'Mr. Edward S. Nekritz', 'age': 56, 'title': 'Chief Legal Officer, Gen. Counsel, Sec. & Head of Global Strategic Risk Mgmt. and ESG Dept.', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 4623307, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,10,9,9,1693526400,1672444800,86400,2,123.46,122.7,121.87,123.3,123.46,122.7,121.87,123.3,3.48,0.028299998,1694736000,0.8973,2.35,0.991355,33.202156,44.15054,4576085,4576085,2614006,2584450,2584450,122.0,122.76,800,900,113801322496,98.03,136.67,14.184776,123.634,122.25415,3.32,0.0268913,USD,146710200320,0.40925,921838742,923862016,10638582,10506322,1690761600,1693440000,0.0115,0.00319,0.95456004,5.43,0.013300001,57.803,2.1310313,1672444800,1703980800,1688083200,0.989,3277410048,3.71,2.79,-6.99,18.287,25.567,NYQ,EQUITY,PLD,PLD,"Prologis, Inc.","Prologis, Inc.",880122600,America/New_York,EDT,-14400000,123.18,162.0,128.0,142.81,142.0,1.7,buy,21,534039008,0.578,5738362880,28766773248,0.331,0.789,8022778880,49.531,9.143,0.02892,0.07153,4775470000,4890878976,4810387968,0.598,0.894,0.76602,0.71526,0.43875,USD,0.5735
4,"Pier 1, Bay 1",San Francisco,CA,94111,United States,415 394 9000,415 394 9001,https://www.prologis.com,REIT—Industrial,Real Estate,"Prologis, Inc. is the global leader in logistics real estate with a focus on high-barrier, high-growth markets. At June 30, 2023, the company owned or had investments in, on a wholly owned basis or through co-investment ventures, properties and development projects expected to total approximately 1.2 billion square feet (114 million square meters) in 19 countries. Prologis leases modern logistics facilities to a diverse base of approximately 6,700 customers principally across two major categories: business-to-business and retail/online fulfillment.",2466,"{'maxAge': 1, 'name': 'Mr. Thomas S. Olinger', 'age': 55, 'title': 'Advisor', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 3133545, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,10,9,9,1693526400,1672444800,86400,2,123.46,122.7,121.87,123.3,123.46,122.7,121.87,123.3,3.48,0.028299998,1694736000,0.8973,2.35,0.991355,33.202156,44.15054,4576085,4576085,2614006,2584450,2584450,122.0,122.76,800,900,113801322496,98.03,136.67,14.184776,123.634,122.25415,3.32,0.0268913,USD,146710200320,0.40925,921838742,923862016,10638582,10506322,1690761600,1693440000,0.0115,0.00319,0.95456004,5.43,0.013300001,57.803,2.1310313,1672444800,1703980800,1688083200,0.989,3277410048,3.71,2.79,-6.99,18.287,25.567,NYQ,EQUITY,PLD,PLD,"Prologis, Inc.","Prologis, Inc.",880122600,America/New_York,EDT,-14400000,123.18,162.0,128.0,142.81,142.0,1.7,buy,21,534039008,0.578,5738362880,28766773248,0.331,0.789,8022778880,49.531,9.143,0.02892,0.07153,4775470000,4890878976,4810387968,0.598,0.894,0.76602,0.71526,0.43875,USD,0.5735
5,"Pier 1, Bay 1",San Francisco,CA,94111,United States,415 394 9000,415 394 9001,https://www.prologis.com,REIT—Industrial,Real Estate,"Prologis, Inc. is the global leader in logistics real estate with a focus on high-barrier, high-growth markets. At June 30, 2023, the company owned or had investments in, on a wholly owned basis or through co-investment ventures, properties and development projects expected to total approximately 1.2 billion square feet (114 million square meters) in 19 countries. Prologis leases modern logistics facilities to a diverse base of approximately 6,700 customers principally across two major categories: business-to-business and retail/online fulfillment.",2466,"{'maxAge': 1, 'name': 'Mr. Daniel Stephen Letter', 'title': 'Pres', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,10,9,9,1693526400,1672444800,86400,2,123.46,122.7,121.87,123.3,123.46,122.7,121.87,123.3,3.48,0.028299998,1694736000,0.8973,2.35,0.991355,33.202156,44.15054,4576085,4576085,2614006,2584450,2584450,122.0,122.76,800,900,113801322496,98.03,136.67,14.184776,123.634,122.25415,3.32,0.0268913,USD,146710200320,0.40925,921838742,923862016,10638582,10506322,1690761600,1693440000,0.0115,0.00319,0.95456004,5.43,0.013300001,57.803,2.1310313,1672444800,1703980800,1688083200,0.989,3277410048,3.71,2.79,-6.99,18.287,25.567,NYQ,EQUITY,PLD,PLD,"Prologis, Inc.","Prologis, Inc.",880122600,America/New_York,EDT,-14400000,123.18,162.0,128.0,142.81,142.0,1.7,buy,21,534039008,0.578,5738362880,28766773248,0.331,0.789,8022778880,49.531,9.143,0.02892,0.07153,4775470000,4890878976,4810387968,0.598,0.894,0.76602,0.71526,0.43875,USD,0.5735
6,"Pier 1, Bay 1",San Francisco,CA,94111,United States,415 394 9000,415 394 9001,https://www.prologis.com,REIT—Industrial,Real Estate,"Prologis, Inc. is the global leader in logistics real estate with a focus on high-barrier, high-growth markets. At June 30, 2023, the company owned or had investments in, on a wholly owned basis or through co-investment ventures, properties and development projects expected to total approximately 1.2 billion square feet (114 million square meters) in 19 countries. Prologis leases modern logistics facilities to a diverse base of approximately 6,700 customers principally across two major categories: business-to-business and retail/online fulfillment.",2466,"{'maxAge': 1, 'name': 'Ms. Lori A. Palazzolo CPA', 'age': 58, 'title': 'MD, Chief Accounting Officer & Sr. VP', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,10,9,9,1693526400,1672444800,86400,2,123.46,122.7,121.87,123.3,123.46,122.7,121.87,123.3,3.48,0.028299998,1694736000,0.8973,2.35,0.991355,33.202156,44.15054,4576085,4576085,2614006,2584450,2584450,122.0,122.76,800,900,113801322496,98.03,136.67,14.184776,123.634,122.25415,3.32,0.0268913,USD,146710200320,0.40925,921838742,923862016,10638582,10506322,1690761600,1693440000,0.0115,0.00319,0.95456004,5.43,0.013300001,57.803,2.1310313,1672444800,1703980800,1688083200,0.989,3277410048,3.71,2.79,-6.99,18.287,25.567,NYQ,EQUITY,PLD,PLD,"Prologis, Inc.","Prologis, Inc.",880122600,America/New_York,EDT,-14400000,123.18,162.0,128.0,142.81,142.0,1.7,buy,21,534039008,0.578,5738362880,28766773248,0.331,0.789,8022778880,49.531,9.143,0.02892,0.07153,4775470000,4890878976,4810387968,0.598,0.894,0.76602,0.71526,0.43875,USD,0.5735
7,"Pier 1, Bay 1",San Francisco,CA,94111,United States,415 394 9000,415 394 9001,https://www.prologis.com,REIT—Industrial,Real Estate,"Prologis, Inc. is the global leader in logistics real estate with a focus on high-barrier, high-growth markets. At June 30, 2023, the company owned or had investments in, on a wholly owned basis or through co-investment ventures, properties and development projects expected to total approximately 1.2 billion square feet (114 million square meters) in 19 countries. Prologis leases modern logistics facilities to a diverse base of approximately 6,700 customers principally across two major categories: business-to-business and retail/online fulfillment.",2466,"{'maxAge': 1, 'name': 'Mr. Sineesh  Keshav', 'title': 'Chief Technical Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,10,9,9,1693526400,1672444800,86400,2,123.46,122.7,121.87,123.3,123.46,122.7,121.87,123.3,3.48,0.028299998,1694736000,0.8973,2.35,0.991355,33.202156,44.15054,4576085,4576085,2614006,2584450,2584450,122.0,122.76,800,900,113801322496,98.03,136.67,14.184776,123.634,122.25415,3.32,0.0268913,USD,146710200320,0.40925,921838742,923862016,10638582,10506322,1690761600,1693440000,0.0115,0.00319,0.95456004,5.43,0.013300001,57.803,2.1310313,1672444800,1703980800,1688083200,0.989,3277410048,3.71,2.79,-6.99,18.287,25.567,NYQ,EQUITY,PLD,PLD,"Prologis, Inc.","Prologis, Inc.",880122600,America/New_York,EDT,-14400000,123.18,162.0,128.0,142.81,142.0,1.7,buy,21,534039008,0.578,5738362880,28766773248,0.331,0.789,8022778880,49.531,9.143,0.02892,0.07153,4775470000,4890878976,4810387968,0.598,0.894,0.76602,0.71526,0.43875,USD,0.5735
8,"Pier 1, Bay 1",San Francisco,CA,94111,United States,415 394 9000,415 394 9001,https://www.prologis.com,REIT—Industrial,Real Estate,"Prologis, Inc. is the global leader in logistics real estate with a focus on high-barrier, high-growth markets. At June 30, 2023, the company owned or had investments in, on a wholly owned basis or through co-investment ventures, properties and development projects expected to total approximately 1.2 billion square feet (114 million square meters) in 19 countries. Prologis leases modern logistics facilities to a diverse base of approximately 6,700 customers principally across two major categories: business-to-business and retail/online fulfillment.",2466,"{'maxAge': 1, 'name': 'Mr. Charles E. Sullivan', 'age': 64, 'title': 'Chief Admin. Officer', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,10,9,9,1693526400,1672444800,86400,2,123.46,122.7,121.87,123.3,123.46,122.7,121.87,123.3,3.48,0.028299998,1694736000,0.8973,2.35,0.991355,33.202156,44.15054,4576085,4576085,2614006,2584450,2584450,122.0,122.76,800,900,113801322496,98.03,136.67,14.184776,123.634,122.25415,3.32,0.0268913,USD,146710200320,0.40925,921838742,923862016,10638582,10506322,1690761600,1693440000,0.0115,0.00319,0.95456004,5.43,0.013300001,57.803,2.1310313,1672444800,1703980800,1688083200,0.989,3277410048,3.71,2.79,-6.99,18.287,25.567,NYQ,EQUITY,PLD,PLD,"Prologis, Inc.","Prologis, Inc.",880122600,America/New_York,EDT,-14400000,123.18,162.0,128.0,142.81,142.0,1.7,buy,21,534039008,0.578,5738362880,28766773248,0.331,0.789,8022778880,49.531,9.143,0.02892,0.07153,4775470000,4890878976,4810387968,0.598,0.894,0.76602,0.71526,0.43875,USD,0.5735
9,"Pier 1, Bay 1",San Francisco,CA,94111,United States,415 394 9000,415 394 9001,https://www.prologis.com,REIT—Industrial,Real Estate,"Prologis, Inc. is the global leader in logistics real estate with a focus on high-barrier, high-growth markets. At June 30, 2023, the company owned or had investments in, on a wholly owned basis or through co-investment ventures, properties and development projects expected to total approximately 1.2 billion square feet (114 million square meters) in 19 countries. Prologis leases modern logistics facilities to a diverse base of approximately 6,700 customers principally across two major categories: business-to-business and retail/online fulfillment.",2466,"{'maxAge': 1, 'name': 'Ms. Tracy A. Ward', 'title': 'Sr. VP of Investor Relations & Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,10,9,9,1693526400,1672444800,86400,2,123.46,122.7,121.87,123.3,123.46,122.7,121.87,123.3,3.48,0.028299998,1694736000,0.8973,2.35,0.991355,33.202156,44.15054,4576085,4576085,2614006,2584450,2584450,122.0,122.76,800,900,113801322496,98.03,136.67,14.184776,123.634,122.25415,3.32,0.0268913,USD,146710200320,0.40925,921838742,923862016,10638582,10506322,1690761600,1693440000,0.0115,0.00319,0.95456004,5.43,0.013300001,57.803,2.1310313,1672444800,1703980800,1688083200,0.989,3277410048,3.71,2.79,-6.99,18.287,25.567,NYQ,EQUITY,PLD,PLD,"Prologis, Inc.","Prologis, Inc.",880122600,America/New_York,EDT,-14400000,123.18,162.0,128.0,142.81,142.0,1.7,buy,21,534039008,0.578,5738362880,28766773248,0.331,0.789,8022778880,49.531,9.143,0.02892,0.07153,4775470000,4890878976,4810387968,0.598,0.894,0.76602,0.71526,0.43875,USD,0.5735
