,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,135 Rivonia Road,Sandton,2196,South Africa,27 11 294 4444,https://www.nedbank.co.za,Banks—Regional,Financial Services,"Nedbank Group Limited, together with its subsidiaries, provides various wholesale and retail banking services in South Africa and internationally. It offers personal banking solutions, including bank accounts; advisory, management, and stockbroking investment services; personal and home loans, student loans, overdrafts, vehicle and solar finance, and short-term loans, credit cards; life, funeral, short term, travel, and business insurance; and financial planning, retirement planning, will drafting, estate planning, and will and trust services, as well as private wealth finance solution. The company also provides business banking services, such as business accounts; overdraft, small business credit card, invoice discounting, vehicle and equipment finance, property finance, and term-loans; investment solutions; card and cash solutions; cash handling; merchant services; global trade solutions; agriculture, construction, engineering, property, debtors, heavy commercial vehicle, and general insurance; and industry specific solutions. In addition, the company offers corporate banking services comprising corporate finance; debt and equity capital markets; aircraft, carbon, energy, export credit, commodity finance; corporate lending and advances; infrastructure, TMT, and public sector; leveraged and diversified financing; mining and resources; oil and gas; private equity; property finance; structures solutions; sustainable solutions; and venture capital. The company was formerly known as Nedcor Limited and changed its name to Nedbank Group Limited in 2005. Nedbank Group Limited was founded in 1831 and is headquartered in Sandton, South Africa.",25900,"{'maxAge': 1, 'name': 'Mr. Michael William Thomas Brown AMP, B.Com., BCom, C.A., CA (SA), Dip Acc', 'age': 55, 'title': 'Chief Exec. & Exec. Director', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 1399493, 'exercisedValue': 0, 'unexercisedValue': 0}",8,4,4,10,6,1693526400,1672444800,86400,2,10.8,10.677,10.6,10.75,10.8,10.677,10.6,10.75,0.93,0.088,1694044800,0.5563,1.081117,6.751592,21531,21531,10954,10250,10250,0.0,0.0,0,0,5109963264,10.34,14.04,0.08590772,11.9284,12.0479,17.37,1.6083333,USD,21977415680,0.24755,333065675,465039008,0.0,0.00032000002,225.465,0.04701395,1672444800,1703980800,1688083200,0.065,14725000192,1.57,2:1,1296518400,0.369,PNK,EQUITY,NDBKY,NDBKY,NEDBANK GROUP LIMITED SPON ADR-,Nedbank Group Limited,1263997800,America/New_York,EDT,-14400000,10.6,none,59591999488,128.144,64618999808,59482001408,122.93,0.012560001,0.14011,57412000000,-53640998912,0.072,0.076,0.0,0.0,0.34609002,ZAR,
1,135 Rivonia Road,Sandton,2196,South Africa,27 11 294 4444,https://www.nedbank.co.za,Banks—Regional,Financial Services,"Nedbank Group Limited, together with its subsidiaries, provides various wholesale and retail banking services in South Africa and internationally. It offers personal banking solutions, including bank accounts; advisory, management, and stockbroking investment services; personal and home loans, student loans, overdrafts, vehicle and solar finance, and short-term loans, credit cards; life, funeral, short term, travel, and business insurance; and financial planning, retirement planning, will drafting, estate planning, and will and trust services, as well as private wealth finance solution. The company also provides business banking services, such as business accounts; overdraft, small business credit card, invoice discounting, vehicle and equipment finance, property finance, and term-loans; investment solutions; card and cash solutions; cash handling; merchant services; global trade solutions; agriculture, construction, engineering, property, debtors, heavy commercial vehicle, and general insurance; and industry specific solutions. In addition, the company offers corporate banking services comprising corporate finance; debt and equity capital markets; aircraft, carbon, energy, export credit, commodity finance; corporate lending and advances; infrastructure, TMT, and public sector; leveraged and diversified financing; mining and resources; oil and gas; private equity; property finance; structures solutions; sustainable solutions; and venture capital. The company was formerly known as Nedcor Limited and changed its name to Nedbank Group Limited in 2005. Nedbank Group Limited was founded in 1831 and is headquartered in Sandton, South Africa.",25900,"{'maxAge': 1, 'name': 'Mr. Michael H. Davis B.Com., C.A.', 'age': 51, 'title': 'CFO, Debt Officer & Director', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 898571, 'exercisedValue': 0, 'unexercisedValue': 0}",8,4,4,10,6,1693526400,1672444800,86400,2,10.8,10.677,10.6,10.75,10.8,10.677,10.6,10.75,0.93,0.088,1694044800,0.5563,1.081117,6.751592,21531,21531,10954,10250,10250,0.0,0.0,0,0,5109963264,10.34,14.04,0.08590772,11.9284,12.0479,17.37,1.6083333,USD,21977415680,0.24755,333065675,465039008,0.0,0.00032000002,225.465,0.04701395,1672444800,1703980800,1688083200,0.065,14725000192,1.57,2:1,1296518400,0.369,PNK,EQUITY,NDBKY,NDBKY,NEDBANK GROUP LIMITED SPON ADR-,Nedbank Group Limited,1263997800,America/New_York,EDT,-14400000,10.6,none,59591999488,128.144,64618999808,59482001408,122.93,0.012560001,0.14011,57412000000,-53640998912,0.072,0.076,0.0,0.0,0.34609002,ZAR,
2,135 Rivonia Road,Sandton,2196,South Africa,27 11 294 4444,https://www.nedbank.co.za,Banks—Regional,Financial Services,"Nedbank Group Limited, together with its subsidiaries, provides various wholesale and retail banking services in South Africa and internationally. It offers personal banking solutions, including bank accounts; advisory, management, and stockbroking investment services; personal and home loans, student loans, overdrafts, vehicle and solar finance, and short-term loans, credit cards; life, funeral, short term, travel, and business insurance; and financial planning, retirement planning, will drafting, estate planning, and will and trust services, as well as private wealth finance solution. The company also provides business banking services, such as business accounts; overdraft, small business credit card, invoice discounting, vehicle and equipment finance, property finance, and term-loans; investment solutions; card and cash solutions; cash handling; merchant services; global trade solutions; agriculture, construction, engineering, property, debtors, heavy commercial vehicle, and general insurance; and industry specific solutions. In addition, the company offers corporate banking services comprising corporate finance; debt and equity capital markets; aircraft, carbon, energy, export credit, commodity finance; corporate lending and advances; infrastructure, TMT, and public sector; leveraged and diversified financing; mining and resources; oil and gas; private equity; property finance; structures solutions; sustainable solutions; and venture capital. The company was formerly known as Nedcor Limited and changed its name to Nedbank Group Limited in 2005. Nedbank Group Limited was founded in 1831 and is headquartered in Sandton, South Africa.",25900,"{'maxAge': 1, 'name': 'Mr. Mfundo Clement Nkuhlu AMP, B.A., BA(Hons)', 'age': 55, 'title': 'COO & Director', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 949498, 'exercisedValue': 0, 'unexercisedValue': 0}",8,4,4,10,6,1693526400,1672444800,86400,2,10.8,10.677,10.6,10.75,10.8,10.677,10.6,10.75,0.93,0.088,1694044800,0.5563,1.081117,6.751592,21531,21531,10954,10250,10250,0.0,0.0,0,0,5109963264,10.34,14.04,0.08590772,11.9284,12.0479,17.37,1.6083333,USD,21977415680,0.24755,333065675,465039008,0.0,0.00032000002,225.465,0.04701395,1672444800,1703980800,1688083200,0.065,14725000192,1.57,2:1,1296518400,0.369,PNK,EQUITY,NDBKY,NDBKY,NEDBANK GROUP LIMITED SPON ADR-,Nedbank Group Limited,1263997800,America/New_York,EDT,-14400000,10.6,none,59591999488,128.144,64618999808,59482001408,122.93,0.012560001,0.14011,57412000000,-53640998912,0.072,0.076,0.0,0.0,0.34609002,ZAR,
3,135 Rivonia Road,Sandton,2196,South Africa,27 11 294 4444,https://www.nedbank.co.za,Banks—Regional,Financial Services,"Nedbank Group Limited, together with its subsidiaries, provides various wholesale and retail banking services in South Africa and internationally. It offers personal banking solutions, including bank accounts; advisory, management, and stockbroking investment services; personal and home loans, student loans, overdrafts, vehicle and solar finance, and short-term loans, credit cards; life, funeral, short term, travel, and business insurance; and financial planning, retirement planning, will drafting, estate planning, and will and trust services, as well as private wealth finance solution. The company also provides business banking services, such as business accounts; overdraft, small business credit card, invoice discounting, vehicle and equipment finance, property finance, and term-loans; investment solutions; card and cash solutions; cash handling; merchant services; global trade solutions; agriculture, construction, engineering, property, debtors, heavy commercial vehicle, and general insurance; and industry specific solutions. In addition, the company offers corporate banking services comprising corporate finance; debt and equity capital markets; aircraft, carbon, energy, export credit, commodity finance; corporate lending and advances; infrastructure, TMT, and public sector; leveraged and diversified financing; mining and resources; oil and gas; private equity; property finance; structures solutions; sustainable solutions; and venture capital. The company was formerly known as Nedcor Limited and changed its name to Nedbank Group Limited in 2005. Nedbank Group Limited was founded in 1831 and is headquartered in Sandton, South Africa.",25900,"{'maxAge': 1, 'name': 'Mr. Ray  Naicker', 'age': 45, 'title': 'Chief Information Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",8,4,4,10,6,1693526400,1672444800,86400,2,10.8,10.677,10.6,10.75,10.8,10.677,10.6,10.75,0.93,0.088,1694044800,0.5563,1.081117,6.751592,21531,21531,10954,10250,10250,0.0,0.0,0,0,5109963264,10.34,14.04,0.08590772,11.9284,12.0479,17.37,1.6083333,USD,21977415680,0.24755,333065675,465039008,0.0,0.00032000002,225.465,0.04701395,1672444800,1703980800,1688083200,0.065,14725000192,1.57,2:1,1296518400,0.369,PNK,EQUITY,NDBKY,NDBKY,NEDBANK GROUP LIMITED SPON ADR-,Nedbank Group Limited,1263997800,America/New_York,EDT,-14400000,10.6,none,59591999488,128.144,64618999808,59482001408,122.93,0.012560001,0.14011,57412000000,-53640998912,0.072,0.076,0.0,0.0,0.34609002,ZAR,
4,135 Rivonia Road,Sandton,2196,South Africa,27 11 294 4444,https://www.nedbank.co.za,Banks—Regional,Financial Services,"Nedbank Group Limited, together with its subsidiaries, provides various wholesale and retail banking services in South Africa and internationally. It offers personal banking solutions, including bank accounts; advisory, management, and stockbroking investment services; personal and home loans, student loans, overdrafts, vehicle and solar finance, and short-term loans, credit cards; life, funeral, short term, travel, and business insurance; and financial planning, retirement planning, will drafting, estate planning, and will and trust services, as well as private wealth finance solution. The company also provides business banking services, such as business accounts; overdraft, small business credit card, invoice discounting, vehicle and equipment finance, property finance, and term-loans; investment solutions; card and cash solutions; cash handling; merchant services; global trade solutions; agriculture, construction, engineering, property, debtors, heavy commercial vehicle, and general insurance; and industry specific solutions. In addition, the company offers corporate banking services comprising corporate finance; debt and equity capital markets; aircraft, carbon, energy, export credit, commodity finance; corporate lending and advances; infrastructure, TMT, and public sector; leveraged and diversified financing; mining and resources; oil and gas; private equity; property finance; structures solutions; sustainable solutions; and venture capital. The company was formerly known as Nedcor Limited and changed its name to Nedbank Group Limited in 2005. Nedbank Group Limited was founded in 1831 and is headquartered in Sandton, South Africa.",25900,"{'maxAge': 1, 'name': 'Mr. Alfred  Visagie', 'title': 'Exec. Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",8,4,4,10,6,1693526400,1672444800,86400,2,10.8,10.677,10.6,10.75,10.8,10.677,10.6,10.75,0.93,0.088,1694044800,0.5563,1.081117,6.751592,21531,21531,10954,10250,10250,0.0,0.0,0,0,5109963264,10.34,14.04,0.08590772,11.9284,12.0479,17.37,1.6083333,USD,21977415680,0.24755,333065675,465039008,0.0,0.00032000002,225.465,0.04701395,1672444800,1703980800,1688083200,0.065,14725000192,1.57,2:1,1296518400,0.369,PNK,EQUITY,NDBKY,NDBKY,NEDBANK GROUP LIMITED SPON ADR-,Nedbank Group Limited,1263997800,America/New_York,EDT,-14400000,10.6,none,59591999488,128.144,64618999808,59482001408,122.93,0.012560001,0.14011,57412000000,-53640998912,0.072,0.076,0.0,0.0,0.34609002,ZAR,
5,135 Rivonia Road,Sandton,2196,South Africa,27 11 294 4444,https://www.nedbank.co.za,Banks—Regional,Financial Services,"Nedbank Group Limited, together with its subsidiaries, provides various wholesale and retail banking services in South Africa and internationally. It offers personal banking solutions, including bank accounts; advisory, management, and stockbroking investment services; personal and home loans, student loans, overdrafts, vehicle and solar finance, and short-term loans, credit cards; life, funeral, short term, travel, and business insurance; and financial planning, retirement planning, will drafting, estate planning, and will and trust services, as well as private wealth finance solution. The company also provides business banking services, such as business accounts; overdraft, small business credit card, invoice discounting, vehicle and equipment finance, property finance, and term-loans; investment solutions; card and cash solutions; cash handling; merchant services; global trade solutions; agriculture, construction, engineering, property, debtors, heavy commercial vehicle, and general insurance; and industry specific solutions. In addition, the company offers corporate banking services comprising corporate finance; debt and equity capital markets; aircraft, carbon, energy, export credit, commodity finance; corporate lending and advances; infrastructure, TMT, and public sector; leveraged and diversified financing; mining and resources; oil and gas; private equity; property finance; structures solutions; sustainable solutions; and venture capital. The company was formerly known as Nedcor Limited and changed its name to Nedbank Group Limited in 2005. Nedbank Group Limited was founded in 1831 and is headquartered in Sandton, South Africa.",25900,"{'maxAge': 1, 'name': 'Ms. Daleen Du Toit B.Com., L.L.B.', 'age': 57, 'title': 'Group Chief Compliance Officer', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",8,4,4,10,6,1693526400,1672444800,86400,2,10.8,10.677,10.6,10.75,10.8,10.677,10.6,10.75,0.93,0.088,1694044800,0.5563,1.081117,6.751592,21531,21531,10954,10250,10250,0.0,0.0,0,0,5109963264,10.34,14.04,0.08590772,11.9284,12.0479,17.37,1.6083333,USD,21977415680,0.24755,333065675,465039008,0.0,0.00032000002,225.465,0.04701395,1672444800,1703980800,1688083200,0.065,14725000192,1.57,2:1,1296518400,0.369,PNK,EQUITY,NDBKY,NDBKY,NEDBANK GROUP LIMITED SPON ADR-,Nedbank Group Limited,1263997800,America/New_York,EDT,-14400000,10.6,none,59591999488,128.144,64618999808,59482001408,122.93,0.012560001,0.14011,57412000000,-53640998912,0.072,0.076,0.0,0.0,0.34609002,ZAR,
6,135 Rivonia Road,Sandton,2196,South Africa,27 11 294 4444,https://www.nedbank.co.za,Banks—Regional,Financial Services,"Nedbank Group Limited, together with its subsidiaries, provides various wholesale and retail banking services in South Africa and internationally. It offers personal banking solutions, including bank accounts; advisory, management, and stockbroking investment services; personal and home loans, student loans, overdrafts, vehicle and solar finance, and short-term loans, credit cards; life, funeral, short term, travel, and business insurance; and financial planning, retirement planning, will drafting, estate planning, and will and trust services, as well as private wealth finance solution. The company also provides business banking services, such as business accounts; overdraft, small business credit card, invoice discounting, vehicle and equipment finance, property finance, and term-loans; investment solutions; card and cash solutions; cash handling; merchant services; global trade solutions; agriculture, construction, engineering, property, debtors, heavy commercial vehicle, and general insurance; and industry specific solutions. In addition, the company offers corporate banking services comprising corporate finance; debt and equity capital markets; aircraft, carbon, energy, export credit, commodity finance; corporate lending and advances; infrastructure, TMT, and public sector; leveraged and diversified financing; mining and resources; oil and gas; private equity; property finance; structures solutions; sustainable solutions; and venture capital. The company was formerly known as Nedcor Limited and changed its name to Nedbank Group Limited in 2005. Nedbank Group Limited was founded in 1831 and is headquartered in Sandton, South Africa.",25900,"{'maxAge': 1, 'name': 'Ms. Khensani  Nobanda B.Com., M.B.A.', 'age': 43, 'title': 'Group Exec. for Group Marketing & Corp. Affairs', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",8,4,4,10,6,1693526400,1672444800,86400,2,10.8,10.677,10.6,10.75,10.8,10.677,10.6,10.75,0.93,0.088,1694044800,0.5563,1.081117,6.751592,21531,21531,10954,10250,10250,0.0,0.0,0,0,5109963264,10.34,14.04,0.08590772,11.9284,12.0479,17.37,1.6083333,USD,21977415680,0.24755,333065675,465039008,0.0,0.00032000002,225.465,0.04701395,1672444800,1703980800,1688083200,0.065,14725000192,1.57,2:1,1296518400,0.369,PNK,EQUITY,NDBKY,NDBKY,NEDBANK GROUP LIMITED SPON ADR-,Nedbank Group Limited,1263997800,America/New_York,EDT,-14400000,10.6,none,59591999488,128.144,64618999808,59482001408,122.93,0.012560001,0.14011,57412000000,-53640998912,0.072,0.076,0.0,0.0,0.34609002,ZAR,
7,135 Rivonia Road,Sandton,2196,South Africa,27 11 294 4444,https://www.nedbank.co.za,Banks—Regional,Financial Services,"Nedbank Group Limited, together with its subsidiaries, provides various wholesale and retail banking services in South Africa and internationally. It offers personal banking solutions, including bank accounts; advisory, management, and stockbroking investment services; personal and home loans, student loans, overdrafts, vehicle and solar finance, and short-term loans, credit cards; life, funeral, short term, travel, and business insurance; and financial planning, retirement planning, will drafting, estate planning, and will and trust services, as well as private wealth finance solution. The company also provides business banking services, such as business accounts; overdraft, small business credit card, invoice discounting, vehicle and equipment finance, property finance, and term-loans; investment solutions; card and cash solutions; cash handling; merchant services; global trade solutions; agriculture, construction, engineering, property, debtors, heavy commercial vehicle, and general insurance; and industry specific solutions. In addition, the company offers corporate banking services comprising corporate finance; debt and equity capital markets; aircraft, carbon, energy, export credit, commodity finance; corporate lending and advances; infrastructure, TMT, and public sector; leveraged and diversified financing; mining and resources; oil and gas; private equity; property finance; structures solutions; sustainable solutions; and venture capital. The company was formerly known as Nedcor Limited and changed its name to Nedbank Group Limited in 2005. Nedbank Group Limited was founded in 1831 and is headquartered in Sandton, South Africa.",25900,"{'maxAge': 1, 'name': 'Ms. Deborah  Fuller', 'age': 49, 'title': 'Group Exec. for HR', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",8,4,4,10,6,1693526400,1672444800,86400,2,10.8,10.677,10.6,10.75,10.8,10.677,10.6,10.75,0.93,0.088,1694044800,0.5563,1.081117,6.751592,21531,21531,10954,10250,10250,0.0,0.0,0,0,5109963264,10.34,14.04,0.08590772,11.9284,12.0479,17.37,1.6083333,USD,21977415680,0.24755,333065675,465039008,0.0,0.00032000002,225.465,0.04701395,1672444800,1703980800,1688083200,0.065,14725000192,1.57,2:1,1296518400,0.369,PNK,EQUITY,NDBKY,NDBKY,NEDBANK GROUP LIMITED SPON ADR-,Nedbank Group Limited,1263997800,America/New_York,EDT,-14400000,10.6,none,59591999488,128.144,64618999808,59482001408,122.93,0.012560001,0.14011,57412000000,-53640998912,0.072,0.076,0.0,0.0,0.34609002,ZAR,
8,135 Rivonia Road,Sandton,2196,South Africa,27 11 294 4444,https://www.nedbank.co.za,Banks—Regional,Financial Services,"Nedbank Group Limited, together with its subsidiaries, provides various wholesale and retail banking services in South Africa and internationally. It offers personal banking solutions, including bank accounts; advisory, management, and stockbroking investment services; personal and home loans, student loans, overdrafts, vehicle and solar finance, and short-term loans, credit cards; life, funeral, short term, travel, and business insurance; and financial planning, retirement planning, will drafting, estate planning, and will and trust services, as well as private wealth finance solution. The company also provides business banking services, such as business accounts; overdraft, small business credit card, invoice discounting, vehicle and equipment finance, property finance, and term-loans; investment solutions; card and cash solutions; cash handling; merchant services; global trade solutions; agriculture, construction, engineering, property, debtors, heavy commercial vehicle, and general insurance; and industry specific solutions. In addition, the company offers corporate banking services comprising corporate finance; debt and equity capital markets; aircraft, carbon, energy, export credit, commodity finance; corporate lending and advances; infrastructure, TMT, and public sector; leveraged and diversified financing; mining and resources; oil and gas; private equity; property finance; structures solutions; sustainable solutions; and venture capital. The company was formerly known as Nedcor Limited and changed its name to Nedbank Group Limited in 2005. Nedbank Group Limited was founded in 1831 and is headquartered in Sandton, South Africa.",25900,"{'maxAge': 1, 'name': 'Mr. David  Mcfadzean', 'title': 'Head of Wealth Management', 'exercisedValue': 0, 'unexercisedValue': 0}",8,4,4,10,6,1693526400,1672444800,86400,2,10.8,10.677,10.6,10.75,10.8,10.677,10.6,10.75,0.93,0.088,1694044800,0.5563,1.081117,6.751592,21531,21531,10954,10250,10250,0.0,0.0,0,0,5109963264,10.34,14.04,0.08590772,11.9284,12.0479,17.37,1.6083333,USD,21977415680,0.24755,333065675,465039008,0.0,0.00032000002,225.465,0.04701395,1672444800,1703980800,1688083200,0.065,14725000192,1.57,2:1,1296518400,0.369,PNK,EQUITY,NDBKY,NDBKY,NEDBANK GROUP LIMITED SPON ADR-,Nedbank Group Limited,1263997800,America/New_York,EDT,-14400000,10.6,none,59591999488,128.144,64618999808,59482001408,122.93,0.012560001,0.14011,57412000000,-53640998912,0.072,0.076,0.0,0.0,0.34609002,ZAR,
9,135 Rivonia Road,Sandton,2196,South Africa,27 11 294 4444,https://www.nedbank.co.za,Banks—Regional,Financial Services,"Nedbank Group Limited, together with its subsidiaries, provides various wholesale and retail banking services in South Africa and internationally. It offers personal banking solutions, including bank accounts; advisory, management, and stockbroking investment services; personal and home loans, student loans, overdrafts, vehicle and solar finance, and short-term loans, credit cards; life, funeral, short term, travel, and business insurance; and financial planning, retirement planning, will drafting, estate planning, and will and trust services, as well as private wealth finance solution. The company also provides business banking services, such as business accounts; overdraft, small business credit card, invoice discounting, vehicle and equipment finance, property finance, and term-loans; investment solutions; card and cash solutions; cash handling; merchant services; global trade solutions; agriculture, construction, engineering, property, debtors, heavy commercial vehicle, and general insurance; and industry specific solutions. In addition, the company offers corporate banking services comprising corporate finance; debt and equity capital markets; aircraft, carbon, energy, export credit, commodity finance; corporate lending and advances; infrastructure, TMT, and public sector; leveraged and diversified financing; mining and resources; oil and gas; private equity; property finance; structures solutions; sustainable solutions; and venture capital. The company was formerly known as Nedcor Limited and changed its name to Nedbank Group Limited in 2005. Nedbank Group Limited was founded in 1831 and is headquartered in Sandton, South Africa.",25900,"{'maxAge': 1, 'name': 'Mr. Andrew  Halsall', 'title': 'Head of Private Banking - Isle of Man', 'exercisedValue': 0, 'unexercisedValue': 0}",8,4,4,10,6,1693526400,1672444800,86400,2,10.8,10.677,10.6,10.75,10.8,10.677,10.6,10.75,0.93,0.088,1694044800,0.5563,1.081117,6.751592,21531,21531,10954,10250,10250,0.0,0.0,0,0,5109963264,10.34,14.04,0.08590772,11.9284,12.0479,17.37,1.6083333,USD,21977415680,0.24755,333065675,465039008,0.0,0.00032000002,225.465,0.04701395,1672444800,1703980800,1688083200,0.065,14725000192,1.57,2:1,1296518400,0.369,PNK,EQUITY,NDBKY,NDBKY,NEDBANK GROUP LIMITED SPON ADR-,Nedbank Group Limited,1263997800,America/New_York,EDT,-14400000,10.6,none,59591999488,128.144,64618999808,59482001408,122.93,0.012560001,0.14011,57412000000,-53640998912,0.072,0.076,0.0,0.0,0.34609002,ZAR,
