,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,11995 El Camino Real,San Diego,CA,92130,United States,(858) 284-5000,(858) 481-4860,https://www.realtyincome.com,REIT—Retail,Real Estate,"Realty Income, The Monthly Dividend Company, is an S&P 500 company and member of the S&P 500 Dividend Aristocrats index. We invest in people and places to deliver dependable monthly dividends that increase over time. The company is structured as a real estate investment trust (""REIT""), and its monthly dividends are supported by the cash flow from over 13,100 real estate properties primarily owned under long-term net lease agreements with commercial clients. To date, the company has declared 637 consecutive monthly dividends on its shares of common stock throughout its 54-year operating history and increased the dividend 121 times since Realty Income's public listing in 1994 (NYSE: O).",391,"{'maxAge': 1, 'name': 'Mr. Sumit  Roy', 'age': 52, 'title': 'Pres, CEO & Director', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 6849001, 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,4,7,2,1693526400,1672444800,86400,2,55.12,54.95,53.98,54.99,55.12,54.95,53.98,54.99,3.07,0.0557,1695945600,2.247,4.32,0.792531,40.37313,39.202896,16458277,16458277,5164030,6066930,6066930,54.11,55.2,1200,3000,38345428992,53.98,68.85,10.394084,58.519,61.8601,3.011,0.05462627,USD,59169632256,0.23507999,707696035,708787968,16877778,13615070,1690761600,1693440000,0.0238,0.00103,0.82585996,2.95,0.0278,43.94,1.2312244,1672444800,1703980800,1688083200,-0.125,867262976,1.34,1.38,1.9,2:1,1104710400,16.039,18.147,NYQ,EQUITY,O,O,Realty Income Corporation,Realty Income Corporation,782487000,America/New_York,EDT,-14400000,54.1,74.0,61.0,68.08,68.0,2.4,buy,13,268892992,0.379,3260634112,20202223616,3.195,3.36,3689158912,64.521,5.706,0.01869,0.03021,3110903000,1538975616,2773408000,-0.217,0.269,0.9225,0.88384,0.40109003,USD,6.7238
1,11995 El Camino Real,San Diego,CA,92130,United States,(858) 284-5000,(858) 481-4860,https://www.realtyincome.com,REIT—Retail,Real Estate,"Realty Income, The Monthly Dividend Company, is an S&P 500 company and member of the S&P 500 Dividend Aristocrats index. We invest in people and places to deliver dependable monthly dividends that increase over time. The company is structured as a real estate investment trust (""REIT""), and its monthly dividends are supported by the cash flow from over 13,100 real estate properties primarily owned under long-term net lease agreements with commercial clients. To date, the company has declared 637 consecutive monthly dividends on its shares of common stock throughout its 54-year operating history and increased the dividend 121 times since Realty Income's public listing in 1994 (NYSE: O).",391,"{'maxAge': 1, 'name': 'Ms. Christie B. Kelly', 'age': 60, 'title': 'Exec. VP, CFO & Treasurer', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 1846506, 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,4,7,2,1693526400,1672444800,86400,2,55.12,54.95,53.98,54.99,55.12,54.95,53.98,54.99,3.07,0.0557,1695945600,2.247,4.32,0.792531,40.37313,39.202896,16458277,16458277,5164030,6066930,6066930,54.11,55.2,1200,3000,38345428992,53.98,68.85,10.394084,58.519,61.8601,3.011,0.05462627,USD,59169632256,0.23507999,707696035,708787968,16877778,13615070,1690761600,1693440000,0.0238,0.00103,0.82585996,2.95,0.0278,43.94,1.2312244,1672444800,1703980800,1688083200,-0.125,867262976,1.34,1.38,1.9,2:1,1104710400,16.039,18.147,NYQ,EQUITY,O,O,Realty Income Corporation,Realty Income Corporation,782487000,America/New_York,EDT,-14400000,54.1,74.0,61.0,68.08,68.0,2.4,buy,13,268892992,0.379,3260634112,20202223616,3.195,3.36,3689158912,64.521,5.706,0.01869,0.03021,3110903000,1538975616,2773408000,-0.217,0.269,0.9225,0.88384,0.40109003,USD,6.7238
2,11995 El Camino Real,San Diego,CA,92130,United States,(858) 284-5000,(858) 481-4860,https://www.realtyincome.com,REIT—Retail,Real Estate,"Realty Income, The Monthly Dividend Company, is an S&P 500 company and member of the S&P 500 Dividend Aristocrats index. We invest in people and places to deliver dependable monthly dividends that increase over time. The company is structured as a real estate investment trust (""REIT""), and its monthly dividends are supported by the cash flow from over 13,100 real estate properties primarily owned under long-term net lease agreements with commercial clients. To date, the company has declared 637 consecutive monthly dividends on its shares of common stock throughout its 54-year operating history and increased the dividend 121 times since Realty Income's public listing in 1994 (NYSE: O).",391,"{'maxAge': 1, 'name': 'Mr. Mark E. Hagan', 'age': 55, 'title': 'Exec. VP & Chief Investment Officer', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 2029794, 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,4,7,2,1693526400,1672444800,86400,2,55.12,54.95,53.98,54.99,55.12,54.95,53.98,54.99,3.07,0.0557,1695945600,2.247,4.32,0.792531,40.37313,39.202896,16458277,16458277,5164030,6066930,6066930,54.11,55.2,1200,3000,38345428992,53.98,68.85,10.394084,58.519,61.8601,3.011,0.05462627,USD,59169632256,0.23507999,707696035,708787968,16877778,13615070,1690761600,1693440000,0.0238,0.00103,0.82585996,2.95,0.0278,43.94,1.2312244,1672444800,1703980800,1688083200,-0.125,867262976,1.34,1.38,1.9,2:1,1104710400,16.039,18.147,NYQ,EQUITY,O,O,Realty Income Corporation,Realty Income Corporation,782487000,America/New_York,EDT,-14400000,54.1,74.0,61.0,68.08,68.0,2.4,buy,13,268892992,0.379,3260634112,20202223616,3.195,3.36,3689158912,64.521,5.706,0.01869,0.03021,3110903000,1538975616,2773408000,-0.217,0.269,0.9225,0.88384,0.40109003,USD,6.7238
3,11995 El Camino Real,San Diego,CA,92130,United States,(858) 284-5000,(858) 481-4860,https://www.realtyincome.com,REIT—Retail,Real Estate,"Realty Income, The Monthly Dividend Company, is an S&P 500 company and member of the S&P 500 Dividend Aristocrats index. We invest in people and places to deliver dependable monthly dividends that increase over time. The company is structured as a real estate investment trust (""REIT""), and its monthly dividends are supported by the cash flow from over 13,100 real estate properties primarily owned under long-term net lease agreements with commercial clients. To date, the company has declared 637 consecutive monthly dividends on its shares of common stock throughout its 54-year operating history and increased the dividend 121 times since Realty Income's public listing in 1994 (NYSE: O).",391,"{'maxAge': 1, 'name': 'Ms. Michelle  Bushore', 'age': 54, 'title': 'Exec. VP, Chief Legal Officer, Gen. Counsel & Sec.', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 1552728, 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,4,7,2,1693526400,1672444800,86400,2,55.12,54.95,53.98,54.99,55.12,54.95,53.98,54.99,3.07,0.0557,1695945600,2.247,4.32,0.792531,40.37313,39.202896,16458277,16458277,5164030,6066930,6066930,54.11,55.2,1200,3000,38345428992,53.98,68.85,10.394084,58.519,61.8601,3.011,0.05462627,USD,59169632256,0.23507999,707696035,708787968,16877778,13615070,1690761600,1693440000,0.0238,0.00103,0.82585996,2.95,0.0278,43.94,1.2312244,1672444800,1703980800,1688083200,-0.125,867262976,1.34,1.38,1.9,2:1,1104710400,16.039,18.147,NYQ,EQUITY,O,O,Realty Income Corporation,Realty Income Corporation,782487000,America/New_York,EDT,-14400000,54.1,74.0,61.0,68.08,68.0,2.4,buy,13,268892992,0.379,3260634112,20202223616,3.195,3.36,3689158912,64.521,5.706,0.01869,0.03021,3110903000,1538975616,2773408000,-0.217,0.269,0.9225,0.88384,0.40109003,USD,6.7238
4,11995 El Camino Real,San Diego,CA,92130,United States,(858) 284-5000,(858) 481-4860,https://www.realtyincome.com,REIT—Retail,Real Estate,"Realty Income, The Monthly Dividend Company, is an S&P 500 company and member of the S&P 500 Dividend Aristocrats index. We invest in people and places to deliver dependable monthly dividends that increase over time. The company is structured as a real estate investment trust (""REIT""), and its monthly dividends are supported by the cash flow from over 13,100 real estate properties primarily owned under long-term net lease agreements with commercial clients. To date, the company has declared 637 consecutive monthly dividends on its shares of common stock throughout its 54-year operating history and increased the dividend 121 times since Realty Income's public listing in 1994 (NYSE: O).",391,"{'maxAge': 1, 'name': 'Mr. Neil M. Abraham', 'age': 50, 'title': 'Pres of Realty Income International, Exec. VP & Chief Strategy Officer', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 2077653, 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,4,7,2,1693526400,1672444800,86400,2,55.12,54.95,53.98,54.99,55.12,54.95,53.98,54.99,3.07,0.0557,1695945600,2.247,4.32,0.792531,40.37313,39.202896,16458277,16458277,5164030,6066930,6066930,54.11,55.2,1200,3000,38345428992,53.98,68.85,10.394084,58.519,61.8601,3.011,0.05462627,USD,59169632256,0.23507999,707696035,708787968,16877778,13615070,1690761600,1693440000,0.0238,0.00103,0.82585996,2.95,0.0278,43.94,1.2312244,1672444800,1703980800,1688083200,-0.125,867262976,1.34,1.38,1.9,2:1,1104710400,16.039,18.147,NYQ,EQUITY,O,O,Realty Income Corporation,Realty Income Corporation,782487000,America/New_York,EDT,-14400000,54.1,74.0,61.0,68.08,68.0,2.4,buy,13,268892992,0.379,3260634112,20202223616,3.195,3.36,3689158912,64.521,5.706,0.01869,0.03021,3110903000,1538975616,2773408000,-0.217,0.269,0.9225,0.88384,0.40109003,USD,6.7238
5,11995 El Camino Real,San Diego,CA,92130,United States,(858) 284-5000,(858) 481-4860,https://www.realtyincome.com,REIT—Retail,Real Estate,"Realty Income, The Monthly Dividend Company, is an S&P 500 company and member of the S&P 500 Dividend Aristocrats index. We invest in people and places to deliver dependable monthly dividends that increase over time. The company is structured as a real estate investment trust (""REIT""), and its monthly dividends are supported by the cash flow from over 13,100 real estate properties primarily owned under long-term net lease agreements with commercial clients. To date, the company has declared 637 consecutive monthly dividends on its shares of common stock throughout its 54-year operating history and increased the dividend 121 times since Realty Income's public listing in 1994 (NYSE: O).",391,"{'maxAge': 1, 'name': 'Mr. Gregory J. Whyte', 'age': 61, 'title': 'Exec. VP & COO', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,4,7,2,1693526400,1672444800,86400,2,55.12,54.95,53.98,54.99,55.12,54.95,53.98,54.99,3.07,0.0557,1695945600,2.247,4.32,0.792531,40.37313,39.202896,16458277,16458277,5164030,6066930,6066930,54.11,55.2,1200,3000,38345428992,53.98,68.85,10.394084,58.519,61.8601,3.011,0.05462627,USD,59169632256,0.23507999,707696035,708787968,16877778,13615070,1690761600,1693440000,0.0238,0.00103,0.82585996,2.95,0.0278,43.94,1.2312244,1672444800,1703980800,1688083200,-0.125,867262976,1.34,1.38,1.9,2:1,1104710400,16.039,18.147,NYQ,EQUITY,O,O,Realty Income Corporation,Realty Income Corporation,782487000,America/New_York,EDT,-14400000,54.1,74.0,61.0,68.08,68.0,2.4,buy,13,268892992,0.379,3260634112,20202223616,3.195,3.36,3689158912,64.521,5.706,0.01869,0.03021,3110903000,1538975616,2773408000,-0.217,0.269,0.9225,0.88384,0.40109003,USD,6.7238
6,11995 El Camino Real,San Diego,CA,92130,United States,(858) 284-5000,(858) 481-4860,https://www.realtyincome.com,REIT—Retail,Real Estate,"Realty Income, The Monthly Dividend Company, is an S&P 500 company and member of the S&P 500 Dividend Aristocrats index. We invest in people and places to deliver dependable monthly dividends that increase over time. The company is structured as a real estate investment trust (""REIT""), and its monthly dividends are supported by the cash flow from over 13,100 real estate properties primarily owned under long-term net lease agreements with commercial clients. To date, the company has declared 637 consecutive monthly dividends on its shares of common stock throughout its 54-year operating history and increased the dividend 121 times since Realty Income's public listing in 1994 (NYSE: O).",391,"{'maxAge': 1, 'name': 'Mr. Sean P. Nugent', 'age': 49, 'title': 'Sr. VP, Controller & Principal Accounting Officer', 'yearBorn': 1973, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,4,7,2,1693526400,1672444800,86400,2,55.12,54.95,53.98,54.99,55.12,54.95,53.98,54.99,3.07,0.0557,1695945600,2.247,4.32,0.792531,40.37313,39.202896,16458277,16458277,5164030,6066930,6066930,54.11,55.2,1200,3000,38345428992,53.98,68.85,10.394084,58.519,61.8601,3.011,0.05462627,USD,59169632256,0.23507999,707696035,708787968,16877778,13615070,1690761600,1693440000,0.0238,0.00103,0.82585996,2.95,0.0278,43.94,1.2312244,1672444800,1703980800,1688083200,-0.125,867262976,1.34,1.38,1.9,2:1,1104710400,16.039,18.147,NYQ,EQUITY,O,O,Realty Income Corporation,Realty Income Corporation,782487000,America/New_York,EDT,-14400000,54.1,74.0,61.0,68.08,68.0,2.4,buy,13,268892992,0.379,3260634112,20202223616,3.195,3.36,3689158912,64.521,5.706,0.01869,0.03021,3110903000,1538975616,2773408000,-0.217,0.269,0.9225,0.88384,0.40109003,USD,6.7238
7,11995 El Camino Real,San Diego,CA,92130,United States,(858) 284-5000,(858) 481-4860,https://www.realtyincome.com,REIT—Retail,Real Estate,"Realty Income, The Monthly Dividend Company, is an S&P 500 company and member of the S&P 500 Dividend Aristocrats index. We invest in people and places to deliver dependable monthly dividends that increase over time. The company is structured as a real estate investment trust (""REIT""), and its monthly dividends are supported by the cash flow from over 13,100 real estate properties primarily owned under long-term net lease agreements with commercial clients. To date, the company has declared 637 consecutive monthly dividends on its shares of common stock throughout its 54-year operating history and increased the dividend 121 times since Realty Income's public listing in 1994 (NYSE: O).",391,"{'maxAge': 1, 'name': 'Ms. Shannon  Kehle', 'age': 48, 'title': 'Exec. VP & Chief People Officer', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,4,7,2,1693526400,1672444800,86400,2,55.12,54.95,53.98,54.99,55.12,54.95,53.98,54.99,3.07,0.0557,1695945600,2.247,4.32,0.792531,40.37313,39.202896,16458277,16458277,5164030,6066930,6066930,54.11,55.2,1200,3000,38345428992,53.98,68.85,10.394084,58.519,61.8601,3.011,0.05462627,USD,59169632256,0.23507999,707696035,708787968,16877778,13615070,1690761600,1693440000,0.0238,0.00103,0.82585996,2.95,0.0278,43.94,1.2312244,1672444800,1703980800,1688083200,-0.125,867262976,1.34,1.38,1.9,2:1,1104710400,16.039,18.147,NYQ,EQUITY,O,O,Realty Income Corporation,Realty Income Corporation,782487000,America/New_York,EDT,-14400000,54.1,74.0,61.0,68.08,68.0,2.4,buy,13,268892992,0.379,3260634112,20202223616,3.195,3.36,3689158912,64.521,5.706,0.01869,0.03021,3110903000,1538975616,2773408000,-0.217,0.269,0.9225,0.88384,0.40109003,USD,6.7238
8,11995 El Camino Real,San Diego,CA,92130,United States,(858) 284-5000,(858) 481-4860,https://www.realtyincome.com,REIT—Retail,Real Estate,"Realty Income, The Monthly Dividend Company, is an S&P 500 company and member of the S&P 500 Dividend Aristocrats index. We invest in people and places to deliver dependable monthly dividends that increase over time. The company is structured as a real estate investment trust (""REIT""), and its monthly dividends are supported by the cash flow from over 13,100 real estate properties primarily owned under long-term net lease agreements with commercial clients. To date, the company has declared 637 consecutive monthly dividends on its shares of common stock throughout its 54-year operating history and increased the dividend 121 times since Realty Income's public listing in 1994 (NYSE: O).",391,"{'maxAge': 1, 'name': 'Mr. Ross  Edwards', 'title': 'Sr. VP of Asset Management', 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,4,7,2,1693526400,1672444800,86400,2,55.12,54.95,53.98,54.99,55.12,54.95,53.98,54.99,3.07,0.0557,1695945600,2.247,4.32,0.792531,40.37313,39.202896,16458277,16458277,5164030,6066930,6066930,54.11,55.2,1200,3000,38345428992,53.98,68.85,10.394084,58.519,61.8601,3.011,0.05462627,USD,59169632256,0.23507999,707696035,708787968,16877778,13615070,1690761600,1693440000,0.0238,0.00103,0.82585996,2.95,0.0278,43.94,1.2312244,1672444800,1703980800,1688083200,-0.125,867262976,1.34,1.38,1.9,2:1,1104710400,16.039,18.147,NYQ,EQUITY,O,O,Realty Income Corporation,Realty Income Corporation,782487000,America/New_York,EDT,-14400000,54.1,74.0,61.0,68.08,68.0,2.4,buy,13,268892992,0.379,3260634112,20202223616,3.195,3.36,3689158912,64.521,5.706,0.01869,0.03021,3110903000,1538975616,2773408000,-0.217,0.269,0.9225,0.88384,0.40109003,USD,6.7238
9,11995 El Camino Real,San Diego,CA,92130,United States,(858) 284-5000,(858) 481-4860,https://www.realtyincome.com,REIT—Retail,Real Estate,"Realty Income, The Monthly Dividend Company, is an S&P 500 company and member of the S&P 500 Dividend Aristocrats index. We invest in people and places to deliver dependable monthly dividends that increase over time. The company is structured as a real estate investment trust (""REIT""), and its monthly dividends are supported by the cash flow from over 13,100 real estate properties primarily owned under long-term net lease agreements with commercial clients. To date, the company has declared 637 consecutive monthly dividends on its shares of common stock throughout its 54-year operating history and increased the dividend 121 times since Realty Income's public listing in 1994 (NYSE: O).",391,"{'maxAge': 1, 'name': 'Mr. Scott  Kohnen', 'title': 'Sr. VP of Research', 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,4,7,2,1693526400,1672444800,86400,2,55.12,54.95,53.98,54.99,55.12,54.95,53.98,54.99,3.07,0.0557,1695945600,2.247,4.32,0.792531,40.37313,39.202896,16458277,16458277,5164030,6066930,6066930,54.11,55.2,1200,3000,38345428992,53.98,68.85,10.394084,58.519,61.8601,3.011,0.05462627,USD,59169632256,0.23507999,707696035,708787968,16877778,13615070,1690761600,1693440000,0.0238,0.00103,0.82585996,2.95,0.0278,43.94,1.2312244,1672444800,1703980800,1688083200,-0.125,867262976,1.34,1.38,1.9,2:1,1104710400,16.039,18.147,NYQ,EQUITY,O,O,Realty Income Corporation,Realty Income Corporation,782487000,America/New_York,EDT,-14400000,54.1,74.0,61.0,68.08,68.0,2.4,buy,13,268892992,0.379,3260634112,20202223616,3.195,3.36,3689158912,64.521,5.706,0.01869,0.03021,3110903000,1538975616,2773408000,-0.217,0.269,0.9225,0.88384,0.40109003,USD,6.7238
