,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,General-Guisan-Quai 40,PO Box 2831,Zurich,8022,Switzerland,41 43 284 33 11,https://www.swisslife.com,Insurance—Diversified,Financial Services,"Swiss Life Holding AG provides life, pensions, and financial solutions for private and corporate clients. It operates through Switzerland, France, Germany, International, Asset Managers, and Other segments. The company offers a range of life, pension, health, annuity, and investment-type policies to groups and individuals, as well as disability coverage. It also provides property and casualty, liability and motor, accident, and health insurance. In addition, the company manages assets and provides advisory services for institutional clients. Further, the company engages in the private equity, information technology, real estate, banking, staff restaurant/canteen, and investment funds businesses. Swiss Life Holding AG distributes its products through its sales force and distribution partners. The company operates in Switzerland and internationally under the Swiss Life Select, Tecis, Horbach, Proventus, Chase de Vere, and Fincentrum brands. Swiss Life Holding AG was founded in 1857 and is based in Zurich, Switzerland.",8856,"{'maxAge': 1, 'name': 'Dr. Patrick  Frost', 'age': 54, 'title': 'Group CEO & Chairman of the Corp. Exec. Board', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 3710375, 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,1,9,5,1693526400,1672444800,86400,2,32.68,32.24,32.24,32.68,32.68,32.24,32.24,32.68,1.68,0.0521,1683072000,0.65589994,1.155405,12.666667,1993,1993,1446,840,840,0.0,0.0,0,0,18467958784,20.93,33.96,0.84688216,31.1278,29.934404,30.0,0.91799265,USD,-36572688384,0.06255,588689118,565115008,0.0,0.0,13.0978,2.4950755,1672444800,1703980800,1688083200,-0.121,1364000000,2.58,-1.677,-18.159,PNK,EQUITY,SZLMY,SZLMY,SWISS LIFE HOLDING AG UNSP ADR ,Swiss Life Holding AG,1242048600,America/New_York,EDT,-14400000,32.68,none,72307998720,122.188,2014000000,16275000320,14.4,15.28,21806999552,190.418,36.8308,0.00563,0.14152999,4354000000,-21430499328,-182000000,-0.089,0.131,0.20181,0.09236,0.08956,CHF,4.0113
1,General-Guisan-Quai 40,PO Box 2831,Zurich,8022,Switzerland,41 43 284 33 11,https://www.swisslife.com,Insurance—Diversified,Financial Services,"Swiss Life Holding AG provides life, pensions, and financial solutions for private and corporate clients. It operates through Switzerland, France, Germany, International, Asset Managers, and Other segments. The company offers a range of life, pension, health, annuity, and investment-type policies to groups and individuals, as well as disability coverage. It also provides property and casualty, liability and motor, accident, and health insurance. In addition, the company manages assets and provides advisory services for institutional clients. Further, the company engages in the private equity, information technology, real estate, banking, staff restaurant/canteen, and investment funds businesses. Swiss Life Holding AG distributes its products through its sales force and distribution partners. The company operates in Switzerland and internationally under the Swiss Life Select, Tecis, Horbach, Proventus, Chase de Vere, and Fincentrum brands. Swiss Life Holding AG was founded in 1857 and is based in Zurich, Switzerland.",8856,"{'maxAge': 1, 'name': 'Mr. Matthias  Aellig', 'age': 51, 'title': 'Group CFO & Member of Corp. Exec. Board', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,1,9,5,1693526400,1672444800,86400,2,32.68,32.24,32.24,32.68,32.68,32.24,32.24,32.68,1.68,0.0521,1683072000,0.65589994,1.155405,12.666667,1993,1993,1446,840,840,0.0,0.0,0,0,18467958784,20.93,33.96,0.84688216,31.1278,29.934404,30.0,0.91799265,USD,-36572688384,0.06255,588689118,565115008,0.0,0.0,13.0978,2.4950755,1672444800,1703980800,1688083200,-0.121,1364000000,2.58,-1.677,-18.159,PNK,EQUITY,SZLMY,SZLMY,SWISS LIFE HOLDING AG UNSP ADR ,Swiss Life Holding AG,1242048600,America/New_York,EDT,-14400000,32.68,none,72307998720,122.188,2014000000,16275000320,14.4,15.28,21806999552,190.418,36.8308,0.00563,0.14152999,4354000000,-21430499328,-182000000,-0.089,0.131,0.20181,0.09236,0.08956,CHF,4.0113
2,General-Guisan-Quai 40,PO Box 2831,Zurich,8022,Switzerland,41 43 284 33 11,https://www.swisslife.com,Insurance—Diversified,Financial Services,"Swiss Life Holding AG provides life, pensions, and financial solutions for private and corporate clients. It operates through Switzerland, France, Germany, International, Asset Managers, and Other segments. The company offers a range of life, pension, health, annuity, and investment-type policies to groups and individuals, as well as disability coverage. It also provides property and casualty, liability and motor, accident, and health insurance. In addition, the company manages assets and provides advisory services for institutional clients. Further, the company engages in the private equity, information technology, real estate, banking, staff restaurant/canteen, and investment funds businesses. Swiss Life Holding AG distributes its products through its sales force and distribution partners. The company operates in Switzerland and internationally under the Swiss Life Select, Tecis, Horbach, Proventus, Chase de Vere, and Fincentrum brands. Swiss Life Holding AG was founded in 1857 and is based in Zurich, Switzerland.",8856,"{'maxAge': 1, 'name': 'Mr. Stefan  Machler', 'age': 62, 'title': 'Group Chief Investment Officer & Member of the Corp. Exec. Board', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,1,9,5,1693526400,1672444800,86400,2,32.68,32.24,32.24,32.68,32.68,32.24,32.24,32.68,1.68,0.0521,1683072000,0.65589994,1.155405,12.666667,1993,1993,1446,840,840,0.0,0.0,0,0,18467958784,20.93,33.96,0.84688216,31.1278,29.934404,30.0,0.91799265,USD,-36572688384,0.06255,588689118,565115008,0.0,0.0,13.0978,2.4950755,1672444800,1703980800,1688083200,-0.121,1364000000,2.58,-1.677,-18.159,PNK,EQUITY,SZLMY,SZLMY,SWISS LIFE HOLDING AG UNSP ADR ,Swiss Life Holding AG,1242048600,America/New_York,EDT,-14400000,32.68,none,72307998720,122.188,2014000000,16275000320,14.4,15.28,21806999552,190.418,36.8308,0.00563,0.14152999,4354000000,-21430499328,-182000000,-0.089,0.131,0.20181,0.09236,0.08956,CHF,4.0113
3,General-Guisan-Quai 40,PO Box 2831,Zurich,8022,Switzerland,41 43 284 33 11,https://www.swisslife.com,Insurance—Diversified,Financial Services,"Swiss Life Holding AG provides life, pensions, and financial solutions for private and corporate clients. It operates through Switzerland, France, Germany, International, Asset Managers, and Other segments. The company offers a range of life, pension, health, annuity, and investment-type policies to groups and individuals, as well as disability coverage. It also provides property and casualty, liability and motor, accident, and health insurance. In addition, the company manages assets and provides advisory services for institutional clients. Further, the company engages in the private equity, information technology, real estate, banking, staff restaurant/canteen, and investment funds businesses. Swiss Life Holding AG distributes its products through its sales force and distribution partners. The company operates in Switzerland and internationally under the Swiss Life Select, Tecis, Horbach, Proventus, Chase de Vere, and Fincentrum brands. Swiss Life Holding AG was founded in 1857 and is based in Zurich, Switzerland.",8856,"{'maxAge': 1, 'name': 'Mr. Jorg  Arnold', 'age': 58, 'title': 'CEO of Germany & Member of the Corp. Exec. Board', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,1,9,5,1693526400,1672444800,86400,2,32.68,32.24,32.24,32.68,32.68,32.24,32.24,32.68,1.68,0.0521,1683072000,0.65589994,1.155405,12.666667,1993,1993,1446,840,840,0.0,0.0,0,0,18467958784,20.93,33.96,0.84688216,31.1278,29.934404,30.0,0.91799265,USD,-36572688384,0.06255,588689118,565115008,0.0,0.0,13.0978,2.4950755,1672444800,1703980800,1688083200,-0.121,1364000000,2.58,-1.677,-18.159,PNK,EQUITY,SZLMY,SZLMY,SWISS LIFE HOLDING AG UNSP ADR ,Swiss Life Holding AG,1242048600,America/New_York,EDT,-14400000,32.68,none,72307998720,122.188,2014000000,16275000320,14.4,15.28,21806999552,190.418,36.8308,0.00563,0.14152999,4354000000,-21430499328,-182000000,-0.089,0.131,0.20181,0.09236,0.08956,CHF,4.0113
4,General-Guisan-Quai 40,PO Box 2831,Zurich,8022,Switzerland,41 43 284 33 11,https://www.swisslife.com,Insurance—Diversified,Financial Services,"Swiss Life Holding AG provides life, pensions, and financial solutions for private and corporate clients. It operates through Switzerland, France, Germany, International, Asset Managers, and Other segments. The company offers a range of life, pension, health, annuity, and investment-type policies to groups and individuals, as well as disability coverage. It also provides property and casualty, liability and motor, accident, and health insurance. In addition, the company manages assets and provides advisory services for institutional clients. Further, the company engages in the private equity, information technology, real estate, banking, staff restaurant/canteen, and investment funds businesses. Swiss Life Holding AG distributes its products through its sales force and distribution partners. The company operates in Switzerland and internationally under the Swiss Life Select, Tecis, Horbach, Proventus, Chase de Vere, and Fincentrum brands. Swiss Life Holding AG was founded in 1857 and is based in Zurich, Switzerland.",8856,"{'maxAge': 1, 'name': 'Mr. Tanguy  Polet', 'age': 52, 'title': 'CEO of France & Member of the Corp. Exec. Board', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,1,9,5,1693526400,1672444800,86400,2,32.68,32.24,32.24,32.68,32.68,32.24,32.24,32.68,1.68,0.0521,1683072000,0.65589994,1.155405,12.666667,1993,1993,1446,840,840,0.0,0.0,0,0,18467958784,20.93,33.96,0.84688216,31.1278,29.934404,30.0,0.91799265,USD,-36572688384,0.06255,588689118,565115008,0.0,0.0,13.0978,2.4950755,1672444800,1703980800,1688083200,-0.121,1364000000,2.58,-1.677,-18.159,PNK,EQUITY,SZLMY,SZLMY,SWISS LIFE HOLDING AG UNSP ADR ,Swiss Life Holding AG,1242048600,America/New_York,EDT,-14400000,32.68,none,72307998720,122.188,2014000000,16275000320,14.4,15.28,21806999552,190.418,36.8308,0.00563,0.14152999,4354000000,-21430499328,-182000000,-0.089,0.131,0.20181,0.09236,0.08956,CHF,4.0113
5,General-Guisan-Quai 40,PO Box 2831,Zurich,8022,Switzerland,41 43 284 33 11,https://www.swisslife.com,Insurance—Diversified,Financial Services,"Swiss Life Holding AG provides life, pensions, and financial solutions for private and corporate clients. It operates through Switzerland, France, Germany, International, Asset Managers, and Other segments. The company offers a range of life, pension, health, annuity, and investment-type policies to groups and individuals, as well as disability coverage. It also provides property and casualty, liability and motor, accident, and health insurance. In addition, the company manages assets and provides advisory services for institutional clients. Further, the company engages in the private equity, information technology, real estate, banking, staff restaurant/canteen, and investment funds businesses. Swiss Life Holding AG distributes its products through its sales force and distribution partners. The company operates in Switzerland and internationally under the Swiss Life Select, Tecis, Horbach, Proventus, Chase de Vere, and Fincentrum brands. Swiss Life Holding AG was founded in 1857 and is based in Zurich, Switzerland.",8856,"{'maxAge': 1, 'name': 'Mr. Theo  Iaponas', 'age': 44, 'title': 'CEO of International & Member of the Corp. Exec. Board', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,1,9,5,1693526400,1672444800,86400,2,32.68,32.24,32.24,32.68,32.68,32.24,32.24,32.68,1.68,0.0521,1683072000,0.65589994,1.155405,12.666667,1993,1993,1446,840,840,0.0,0.0,0,0,18467958784,20.93,33.96,0.84688216,31.1278,29.934404,30.0,0.91799265,USD,-36572688384,0.06255,588689118,565115008,0.0,0.0,13.0978,2.4950755,1672444800,1703980800,1688083200,-0.121,1364000000,2.58,-1.677,-18.159,PNK,EQUITY,SZLMY,SZLMY,SWISS LIFE HOLDING AG UNSP ADR ,Swiss Life Holding AG,1242048600,America/New_York,EDT,-14400000,32.68,none,72307998720,122.188,2014000000,16275000320,14.4,15.28,21806999552,190.418,36.8308,0.00563,0.14152999,4354000000,-21430499328,-182000000,-0.089,0.131,0.20181,0.09236,0.08956,CHF,4.0113
6,General-Guisan-Quai 40,PO Box 2831,Zurich,8022,Switzerland,41 43 284 33 11,https://www.swisslife.com,Insurance—Diversified,Financial Services,"Swiss Life Holding AG provides life, pensions, and financial solutions for private and corporate clients. It operates through Switzerland, France, Germany, International, Asset Managers, and Other segments. The company offers a range of life, pension, health, annuity, and investment-type policies to groups and individuals, as well as disability coverage. It also provides property and casualty, liability and motor, accident, and health insurance. In addition, the company manages assets and provides advisory services for institutional clients. Further, the company engages in the private equity, information technology, real estate, banking, staff restaurant/canteen, and investment funds businesses. Swiss Life Holding AG distributes its products through its sales force and distribution partners. The company operates in Switzerland and internationally under the Swiss Life Select, Tecis, Horbach, Proventus, Chase de Vere, and Fincentrum brands. Swiss Life Holding AG was founded in 1857 and is based in Zurich, Switzerland.",8856,"{'maxAge': 1, 'name': 'Rudolf  Keller', 'title': 'Head of Corp. Fin. and M&A', 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,1,9,5,1693526400,1672444800,86400,2,32.68,32.24,32.24,32.68,32.68,32.24,32.24,32.68,1.68,0.0521,1683072000,0.65589994,1.155405,12.666667,1993,1993,1446,840,840,0.0,0.0,0,0,18467958784,20.93,33.96,0.84688216,31.1278,29.934404,30.0,0.91799265,USD,-36572688384,0.06255,588689118,565115008,0.0,0.0,13.0978,2.4950755,1672444800,1703980800,1688083200,-0.121,1364000000,2.58,-1.677,-18.159,PNK,EQUITY,SZLMY,SZLMY,SWISS LIFE HOLDING AG UNSP ADR ,Swiss Life Holding AG,1242048600,America/New_York,EDT,-14400000,32.68,none,72307998720,122.188,2014000000,16275000320,14.4,15.28,21806999552,190.418,36.8308,0.00563,0.14152999,4354000000,-21430499328,-182000000,-0.089,0.131,0.20181,0.09236,0.08956,CHF,4.0113
7,General-Guisan-Quai 40,PO Box 2831,Zurich,8022,Switzerland,41 43 284 33 11,https://www.swisslife.com,Insurance—Diversified,Financial Services,"Swiss Life Holding AG provides life, pensions, and financial solutions for private and corporate clients. It operates through Switzerland, France, Germany, International, Asset Managers, and Other segments. The company offers a range of life, pension, health, annuity, and investment-type policies to groups and individuals, as well as disability coverage. It also provides property and casualty, liability and motor, accident, and health insurance. In addition, the company manages assets and provides advisory services for institutional clients. Further, the company engages in the private equity, information technology, real estate, banking, staff restaurant/canteen, and investment funds businesses. Swiss Life Holding AG distributes its products through its sales force and distribution partners. The company operates in Switzerland and internationally under the Swiss Life Select, Tecis, Horbach, Proventus, Chase de Vere, and Fincentrum brands. Swiss Life Holding AG was founded in 1857 and is based in Zurich, Switzerland.",8856,"{'maxAge': 1, 'name': 'Ms. Heidi  Hinterhuber', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,1,9,5,1693526400,1672444800,86400,2,32.68,32.24,32.24,32.68,32.68,32.24,32.24,32.68,1.68,0.0521,1683072000,0.65589994,1.155405,12.666667,1993,1993,1446,840,840,0.0,0.0,0,0,18467958784,20.93,33.96,0.84688216,31.1278,29.934404,30.0,0.91799265,USD,-36572688384,0.06255,588689118,565115008,0.0,0.0,13.0978,2.4950755,1672444800,1703980800,1688083200,-0.121,1364000000,2.58,-1.677,-18.159,PNK,EQUITY,SZLMY,SZLMY,SWISS LIFE HOLDING AG UNSP ADR ,Swiss Life Holding AG,1242048600,America/New_York,EDT,-14400000,32.68,none,72307998720,122.188,2014000000,16275000320,14.4,15.28,21806999552,190.418,36.8308,0.00563,0.14152999,4354000000,-21430499328,-182000000,-0.089,0.131,0.20181,0.09236,0.08956,CHF,4.0113
8,General-Guisan-Quai 40,PO Box 2831,Zurich,8022,Switzerland,41 43 284 33 11,https://www.swisslife.com,Insurance—Diversified,Financial Services,"Swiss Life Holding AG provides life, pensions, and financial solutions for private and corporate clients. It operates through Switzerland, France, Germany, International, Asset Managers, and Other segments. The company offers a range of life, pension, health, annuity, and investment-type policies to groups and individuals, as well as disability coverage. It also provides property and casualty, liability and motor, accident, and health insurance. In addition, the company manages assets and provides advisory services for institutional clients. Further, the company engages in the private equity, information technology, real estate, banking, staff restaurant/canteen, and investment funds businesses. Swiss Life Holding AG distributes its products through its sales force and distribution partners. The company operates in Switzerland and internationally under the Swiss Life Select, Tecis, Horbach, Proventus, Chase de Vere, and Fincentrum brands. Swiss Life Holding AG was founded in 1857 and is based in Zurich, Switzerland.",8856,"{'maxAge': 1, 'name': 'Mr. Robert  Moser', 'title': 'Head of Group Controlling', 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,1,9,5,1693526400,1672444800,86400,2,32.68,32.24,32.24,32.68,32.68,32.24,32.24,32.68,1.68,0.0521,1683072000,0.65589994,1.155405,12.666667,1993,1993,1446,840,840,0.0,0.0,0,0,18467958784,20.93,33.96,0.84688216,31.1278,29.934404,30.0,0.91799265,USD,-36572688384,0.06255,588689118,565115008,0.0,0.0,13.0978,2.4950755,1672444800,1703980800,1688083200,-0.121,1364000000,2.58,-1.677,-18.159,PNK,EQUITY,SZLMY,SZLMY,SWISS LIFE HOLDING AG UNSP ADR ,Swiss Life Holding AG,1242048600,America/New_York,EDT,-14400000,32.68,none,72307998720,122.188,2014000000,16275000320,14.4,15.28,21806999552,190.418,36.8308,0.00563,0.14152999,4354000000,-21430499328,-182000000,-0.089,0.131,0.20181,0.09236,0.08956,CHF,4.0113
9,General-Guisan-Quai 40,PO Box 2831,Zurich,8022,Switzerland,41 43 284 33 11,https://www.swisslife.com,Insurance—Diversified,Financial Services,"Swiss Life Holding AG provides life, pensions, and financial solutions for private and corporate clients. It operates through Switzerland, France, Germany, International, Asset Managers, and Other segments. The company offers a range of life, pension, health, annuity, and investment-type policies to groups and individuals, as well as disability coverage. It also provides property and casualty, liability and motor, accident, and health insurance. In addition, the company manages assets and provides advisory services for institutional clients. Further, the company engages in the private equity, information technology, real estate, banking, staff restaurant/canteen, and investment funds businesses. Swiss Life Holding AG distributes its products through its sales force and distribution partners. The company operates in Switzerland and internationally under the Swiss Life Select, Tecis, Horbach, Proventus, Chase de Vere, and Fincentrum brands. Swiss Life Holding AG was founded in 1857 and is based in Zurich, Switzerland.",8856,"{'maxAge': 1, 'name': 'Mr. José Antonio Blanco', 'title': 'Head of Investment Management for Third-Party Asset Management - Swiss Life Asset Mang.s', 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,1,9,5,1693526400,1672444800,86400,2,32.68,32.24,32.24,32.68,32.68,32.24,32.24,32.68,1.68,0.0521,1683072000,0.65589994,1.155405,12.666667,1993,1993,1446,840,840,0.0,0.0,0,0,18467958784,20.93,33.96,0.84688216,31.1278,29.934404,30.0,0.91799265,USD,-36572688384,0.06255,588689118,565115008,0.0,0.0,13.0978,2.4950755,1672444800,1703980800,1688083200,-0.121,1364000000,2.58,-1.677,-18.159,PNK,EQUITY,SZLMY,SZLMY,SWISS LIFE HOLDING AG UNSP ADR ,Swiss Life Holding AG,1242048600,America/New_York,EDT,-14400000,32.68,none,72307998720,122.188,2014000000,16275000320,14.4,15.28,21806999552,190.418,36.8308,0.00563,0.14152999,4354000000,-21430499328,-182000000,-0.089,0.131,0.20181,0.09236,0.08956,CHF,4.0113
