,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Saddlers House,4th Floor 44 Gutter Lane,London,EC2V 6BR,United Kingdom,44 20 3388 0600,44 20 3388 0601,https://www.centralnicgroup.com,Internet Content & Information,Communication Services,"CentralNic Group Plc provides domain name services worldwide. It operates through Online Presence and Online Marketing segments. The Online Presence segment provides tools for businesses to go online, such as reseller, registry operator, registry service provider, retail, and computer software channels, as well as strategic consultancy and related services. The Online Marketing segment offers advertising placement services for domain name owners, content website operators, and e-commerce website operators. It also sells domain names to registrants. CentralNic Group Plc was founded in 1996 and is headquartered in London, the United Kingdom.",823,"{'maxAge': 1, 'name': 'Mr. Michael  Riedl', 'age': 46, 'title': 'Group CEO & Exec. Director', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 905000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,128.4,129.2,128.9588,133.0,128.4,129.2,128.9588,133.0,0.01,0.0076,1683158400,125.67,0.409534,Infinity,696.8421,975701,975701,485743,448653,448653,132.0,132.8,362769376,1.2,133.0,0.45918024,1.2605715,1.2605715,0.012,9.345795e-05,GBp,434782400,0.00053,214588224,273995008,0.23875,0.50841,0.596,222.14763,1672444800,1703980800,1688083200,1.241,422000,0.0,0.19,0.55,8.183,LSE,EQUITY,TIG.L,TIG.L,CENTRALNIC GROUP PLC ORD 0.1P,CentralNic Group Plc,1693292400,Europe/London,BST,3600000,132.4,3.52,1.81,2.62,2.52,1.3,strong_buy,3,82600000,0.303,53135000,156400000,0.967,0.973,790036992,96.246,2.912,0.03891,0.00257,177696000,53672752,73675000,1.22,0.132,0.23643999,0.06726,0.04156,USD,
1,Saddlers House,4th Floor 44 Gutter Lane,London,EC2V 6BR,United Kingdom,44 20 3388 0600,44 20 3388 0601,https://www.centralnicgroup.com,Internet Content & Information,Communication Services,"CentralNic Group Plc provides domain name services worldwide. It operates through Online Presence and Online Marketing segments. The Online Presence segment provides tools for businesses to go online, such as reseller, registry operator, registry service provider, retail, and computer software channels, as well as strategic consultancy and related services. The Online Marketing segment offers advertising placement services for domain name owners, content website operators, and e-commerce website operators. It also sells domain names to registrants. CentralNic Group Plc was founded in 1996 and is headquartered in London, the United Kingdom.",823,"{'maxAge': 1, 'name': 'William  Green', 'age': 44, 'title': 'Group CFO & Director', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,128.4,129.2,128.9588,133.0,128.4,129.2,128.9588,133.0,0.01,0.0076,1683158400,125.67,0.409534,Infinity,696.8421,975701,975701,485743,448653,448653,132.0,132.8,362769376,1.2,133.0,0.45918024,1.2605715,1.2605715,0.012,9.345795e-05,GBp,434782400,0.00053,214588224,273995008,0.23875,0.50841,0.596,222.14763,1672444800,1703980800,1688083200,1.241,422000,0.0,0.19,0.55,8.183,LSE,EQUITY,TIG.L,TIG.L,CENTRALNIC GROUP PLC ORD 0.1P,CentralNic Group Plc,1693292400,Europe/London,BST,3600000,132.4,3.52,1.81,2.62,2.52,1.3,strong_buy,3,82600000,0.303,53135000,156400000,0.967,0.973,790036992,96.246,2.912,0.03891,0.00257,177696000,53672752,73675000,1.22,0.132,0.23643999,0.06726,0.04156,USD,
2,Saddlers House,4th Floor 44 Gutter Lane,London,EC2V 6BR,United Kingdom,44 20 3388 0600,44 20 3388 0601,https://www.centralnicgroup.com,Internet Content & Information,Communication Services,"CentralNic Group Plc provides domain name services worldwide. It operates through Online Presence and Online Marketing segments. The Online Presence segment provides tools for businesses to go online, such as reseller, registry operator, registry service provider, retail, and computer software channels, as well as strategic consultancy and related services. The Online Marketing segment offers advertising placement services for domain name owners, content website operators, and e-commerce website operators. It also sells domain names to registrants. CentralNic Group Plc was founded in 1996 and is headquartered in London, the United Kingdom.",823,"{'maxAge': 1, 'name': 'Mr. Carsten  Sjoerup', 'title': 'Chief Technology & Product Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,128.4,129.2,128.9588,133.0,128.4,129.2,128.9588,133.0,0.01,0.0076,1683158400,125.67,0.409534,Infinity,696.8421,975701,975701,485743,448653,448653,132.0,132.8,362769376,1.2,133.0,0.45918024,1.2605715,1.2605715,0.012,9.345795e-05,GBp,434782400,0.00053,214588224,273995008,0.23875,0.50841,0.596,222.14763,1672444800,1703980800,1688083200,1.241,422000,0.0,0.19,0.55,8.183,LSE,EQUITY,TIG.L,TIG.L,CENTRALNIC GROUP PLC ORD 0.1P,CentralNic Group Plc,1693292400,Europe/London,BST,3600000,132.4,3.52,1.81,2.62,2.52,1.3,strong_buy,3,82600000,0.303,53135000,156400000,0.967,0.973,790036992,96.246,2.912,0.03891,0.00257,177696000,53672752,73675000,1.22,0.132,0.23643999,0.06726,0.04156,USD,
3,Saddlers House,4th Floor 44 Gutter Lane,London,EC2V 6BR,United Kingdom,44 20 3388 0600,44 20 3388 0601,https://www.centralnicgroup.com,Internet Content & Information,Communication Services,"CentralNic Group Plc provides domain name services worldwide. It operates through Online Presence and Online Marketing segments. The Online Presence segment provides tools for businesses to go online, such as reseller, registry operator, registry service provider, retail, and computer software channels, as well as strategic consultancy and related services. The Online Marketing segment offers advertising placement services for domain name owners, content website operators, and e-commerce website operators. It also sells domain names to registrants. CentralNic Group Plc was founded in 1996 and is headquartered in London, the United Kingdom.",823,"{'maxAge': 1, 'name': 'Mr. Volker  Greimann', 'title': 'Legal Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,128.4,129.2,128.9588,133.0,128.4,129.2,128.9588,133.0,0.01,0.0076,1683158400,125.67,0.409534,Infinity,696.8421,975701,975701,485743,448653,448653,132.0,132.8,362769376,1.2,133.0,0.45918024,1.2605715,1.2605715,0.012,9.345795e-05,GBp,434782400,0.00053,214588224,273995008,0.23875,0.50841,0.596,222.14763,1672444800,1703980800,1688083200,1.241,422000,0.0,0.19,0.55,8.183,LSE,EQUITY,TIG.L,TIG.L,CENTRALNIC GROUP PLC ORD 0.1P,CentralNic Group Plc,1693292400,Europe/London,BST,3600000,132.4,3.52,1.81,2.62,2.52,1.3,strong_buy,3,82600000,0.303,53135000,156400000,0.967,0.973,790036992,96.246,2.912,0.03891,0.00257,177696000,53672752,73675000,1.22,0.132,0.23643999,0.06726,0.04156,USD,
4,Saddlers House,4th Floor 44 Gutter Lane,London,EC2V 6BR,United Kingdom,44 20 3388 0600,44 20 3388 0601,https://www.centralnicgroup.com,Internet Content & Information,Communication Services,"CentralNic Group Plc provides domain name services worldwide. It operates through Online Presence and Online Marketing segments. The Online Presence segment provides tools for businesses to go online, such as reseller, registry operator, registry service provider, retail, and computer software channels, as well as strategic consultancy and related services. The Online Marketing segment offers advertising placement services for domain name owners, content website operators, and e-commerce website operators. It also sells domain names to registrants. CentralNic Group Plc was founded in 1996 and is headquartered in London, the United Kingdom.",823,"{'maxAge': 1, 'name': 'Ms. Sarah  Ryan', 'title': 'Group Corp. Devel. Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,128.4,129.2,128.9588,133.0,128.4,129.2,128.9588,133.0,0.01,0.0076,1683158400,125.67,0.409534,Infinity,696.8421,975701,975701,485743,448653,448653,132.0,132.8,362769376,1.2,133.0,0.45918024,1.2605715,1.2605715,0.012,9.345795e-05,GBp,434782400,0.00053,214588224,273995008,0.23875,0.50841,0.596,222.14763,1672444800,1703980800,1688083200,1.241,422000,0.0,0.19,0.55,8.183,LSE,EQUITY,TIG.L,TIG.L,CENTRALNIC GROUP PLC ORD 0.1P,CentralNic Group Plc,1693292400,Europe/London,BST,3600000,132.4,3.52,1.81,2.62,2.52,1.3,strong_buy,3,82600000,0.303,53135000,156400000,0.967,0.973,790036992,96.246,2.912,0.03891,0.00257,177696000,53672752,73675000,1.22,0.132,0.23643999,0.06726,0.04156,USD,
5,Saddlers House,4th Floor 44 Gutter Lane,London,EC2V 6BR,United Kingdom,44 20 3388 0600,44 20 3388 0601,https://www.centralnicgroup.com,Internet Content & Information,Communication Services,"CentralNic Group Plc provides domain name services worldwide. It operates through Online Presence and Online Marketing segments. The Online Presence segment provides tools for businesses to go online, such as reseller, registry operator, registry service provider, retail, and computer software channels, as well as strategic consultancy and related services. The Online Marketing segment offers advertising placement services for domain name owners, content website operators, and e-commerce website operators. It also sells domain names to registrants. CentralNic Group Plc was founded in 1996 and is headquartered in London, the United Kingdom.",823,"{'maxAge': 1, 'name': 'Ms. Tracey  Hickling', 'title': 'Chief People Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,128.4,129.2,128.9588,133.0,128.4,129.2,128.9588,133.0,0.01,0.0076,1683158400,125.67,0.409534,Infinity,696.8421,975701,975701,485743,448653,448653,132.0,132.8,362769376,1.2,133.0,0.45918024,1.2605715,1.2605715,0.012,9.345795e-05,GBp,434782400,0.00053,214588224,273995008,0.23875,0.50841,0.596,222.14763,1672444800,1703980800,1688083200,1.241,422000,0.0,0.19,0.55,8.183,LSE,EQUITY,TIG.L,TIG.L,CENTRALNIC GROUP PLC ORD 0.1P,CentralNic Group Plc,1693292400,Europe/London,BST,3600000,132.4,3.52,1.81,2.62,2.52,1.3,strong_buy,3,82600000,0.303,53135000,156400000,0.967,0.973,790036992,96.246,2.912,0.03891,0.00257,177696000,53672752,73675000,1.22,0.132,0.23643999,0.06726,0.04156,USD,
6,Saddlers House,4th Floor 44 Gutter Lane,London,EC2V 6BR,United Kingdom,44 20 3388 0600,44 20 3388 0601,https://www.centralnicgroup.com,Internet Content & Information,Communication Services,"CentralNic Group Plc provides domain name services worldwide. It operates through Online Presence and Online Marketing segments. The Online Presence segment provides tools for businesses to go online, such as reseller, registry operator, registry service provider, retail, and computer software channels, as well as strategic consultancy and related services. The Online Marketing segment offers advertising placement services for domain name owners, content website operators, and e-commerce website operators. It also sells domain names to registrants. CentralNic Group Plc was founded in 1996 and is headquartered in London, the United Kingdom.",823,"{'maxAge': 1, 'name': 'Mr. Gavin  Brown', 'title': 'Head of Registry Solutions & Chief Innovation Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,128.4,129.2,128.9588,133.0,128.4,129.2,128.9588,133.0,0.01,0.0076,1683158400,125.67,0.409534,Infinity,696.8421,975701,975701,485743,448653,448653,132.0,132.8,362769376,1.2,133.0,0.45918024,1.2605715,1.2605715,0.012,9.345795e-05,GBp,434782400,0.00053,214588224,273995008,0.23875,0.50841,0.596,222.14763,1672444800,1703980800,1688083200,1.241,422000,0.0,0.19,0.55,8.183,LSE,EQUITY,TIG.L,TIG.L,CENTRALNIC GROUP PLC ORD 0.1P,CentralNic Group Plc,1693292400,Europe/London,BST,3600000,132.4,3.52,1.81,2.62,2.52,1.3,strong_buy,3,82600000,0.303,53135000,156400000,0.967,0.973,790036992,96.246,2.912,0.03891,0.00257,177696000,53672752,73675000,1.22,0.132,0.23643999,0.06726,0.04156,USD,
7,Saddlers House,4th Floor 44 Gutter Lane,London,EC2V 6BR,United Kingdom,44 20 3388 0600,44 20 3388 0601,https://www.centralnicgroup.com,Internet Content & Information,Communication Services,"CentralNic Group Plc provides domain name services worldwide. It operates through Online Presence and Online Marketing segments. The Online Presence segment provides tools for businesses to go online, such as reseller, registry operator, registry service provider, retail, and computer software channels, as well as strategic consultancy and related services. The Online Marketing segment offers advertising placement services for domain name owners, content website operators, and e-commerce website operators. It also sells domain names to registrants. CentralNic Group Plc was founded in 1996 and is headquartered in London, the United Kingdom.",823,"{'maxAge': 1, 'name': 'Mr. Stuart  Fuller', 'title': 'Head of Brand Services Division', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,128.4,129.2,128.9588,133.0,128.4,129.2,128.9588,133.0,0.01,0.0076,1683158400,125.67,0.409534,Infinity,696.8421,975701,975701,485743,448653,448653,132.0,132.8,362769376,1.2,133.0,0.45918024,1.2605715,1.2605715,0.012,9.345795e-05,GBp,434782400,0.00053,214588224,273995008,0.23875,0.50841,0.596,222.14763,1672444800,1703980800,1688083200,1.241,422000,0.0,0.19,0.55,8.183,LSE,EQUITY,TIG.L,TIG.L,CENTRALNIC GROUP PLC ORD 0.1P,CentralNic Group Plc,1693292400,Europe/London,BST,3600000,132.4,3.52,1.81,2.62,2.52,1.3,strong_buy,3,82600000,0.303,53135000,156400000,0.967,0.973,790036992,96.246,2.912,0.03891,0.00257,177696000,53672752,73675000,1.22,0.132,0.23643999,0.06726,0.04156,USD,
8,Saddlers House,4th Floor 44 Gutter Lane,London,EC2V 6BR,United Kingdom,44 20 3388 0600,44 20 3388 0601,https://www.centralnicgroup.com,Internet Content & Information,Communication Services,"CentralNic Group Plc provides domain name services worldwide. It operates through Online Presence and Online Marketing segments. The Online Presence segment provides tools for businesses to go online, such as reseller, registry operator, registry service provider, retail, and computer software channels, as well as strategic consultancy and related services. The Online Marketing segment offers advertising placement services for domain name owners, content website operators, and e-commerce website operators. It also sells domain names to registrants. CentralNic Group Plc was founded in 1996 and is headquartered in London, the United Kingdom.",823,"{'maxAge': 1, 'name': 'Mr. Vladimír  Vano', 'title': 'Group Economist & Head of Communications for the Slovak Market', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,128.4,129.2,128.9588,133.0,128.4,129.2,128.9588,133.0,0.01,0.0076,1683158400,125.67,0.409534,Infinity,696.8421,975701,975701,485743,448653,448653,132.0,132.8,362769376,1.2,133.0,0.45918024,1.2605715,1.2605715,0.012,9.345795e-05,GBp,434782400,0.00053,214588224,273995008,0.23875,0.50841,0.596,222.14763,1672444800,1703980800,1688083200,1.241,422000,0.0,0.19,0.55,8.183,LSE,EQUITY,TIG.L,TIG.L,CENTRALNIC GROUP PLC ORD 0.1P,CentralNic Group Plc,1693292400,Europe/London,BST,3600000,132.4,3.52,1.81,2.62,2.52,1.3,strong_buy,3,82600000,0.303,53135000,156400000,0.967,0.973,790036992,96.246,2.912,0.03891,0.00257,177696000,53672752,73675000,1.22,0.132,0.23643999,0.06726,0.04156,USD,
9,Saddlers House,4th Floor 44 Gutter Lane,London,EC2V 6BR,United Kingdom,44 20 3388 0600,44 20 3388 0601,https://www.centralnicgroup.com,Internet Content & Information,Communication Services,"CentralNic Group Plc provides domain name services worldwide. It operates through Online Presence and Online Marketing segments. The Online Presence segment provides tools for businesses to go online, such as reseller, registry operator, registry service provider, retail, and computer software channels, as well as strategic consultancy and related services. The Online Marketing segment offers advertising placement services for domain name owners, content website operators, and e-commerce website operators. It also sells domain names to registrants. CentralNic Group Plc was founded in 1996 and is headquartered in London, the United Kingdom.",823,"{'maxAge': 1, 'name': 'Mr. Robbie  Birkner', 'title': 'Head of Reseller Division', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,128.4,129.2,128.9588,133.0,128.4,129.2,128.9588,133.0,0.01,0.0076,1683158400,125.67,0.409534,Infinity,696.8421,975701,975701,485743,448653,448653,132.0,132.8,362769376,1.2,133.0,0.45918024,1.2605715,1.2605715,0.012,9.345795e-05,GBp,434782400,0.00053,214588224,273995008,0.23875,0.50841,0.596,222.14763,1672444800,1703980800,1688083200,1.241,422000,0.0,0.19,0.55,8.183,LSE,EQUITY,TIG.L,TIG.L,CENTRALNIC GROUP PLC ORD 0.1P,CentralNic Group Plc,1693292400,Europe/London,BST,3600000,132.4,3.52,1.81,2.62,2.52,1.3,strong_buy,3,82600000,0.303,53135000,156400000,0.967,0.973,790036992,96.246,2.912,0.03891,0.00257,177696000,53672752,73675000,1.22,0.132,0.23643999,0.06726,0.04156,USD,
