,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,10680 Treena Street,Suite 600 6th Floor,San Diego,CA,92131,United States,858 812 7300,858 812 7301,https://www.kratosdefense.com,Aerospace & Defense,Industrials,"Kratos Defense & Security Solutions, Inc. operates as a technology company that addresses the defense, National Security, and commercial markets. The company develops and fields transformative, affordable systems, products, and solutions. It operates through two segments, Kratos Government Solutions and Unmanned Systems. The company offers microwave electronic products, space and satellite communications, cybersecurity/warfare products, hypersonic and missile defense systems, rockets, training solutions, turbine and engine propulsion technologies, and defense and rocket support services, as well as command, control, communication, computing, combat, intelligence surveillance and reconnaissance systems. It also provides unmanned aerial systems, and unmanned ground and seaborne products, as well as related command, control, and communications systems, as well as directed energy products. The company primarily serves national security related agencies, the U.S. Department of Defense, intelligence agencies and classified agencies, international government agencies, and commercial customers. Kratos Defense & Security Solutions, Inc. was incorporated in 1994 and is headquartered in San Diego, California.",3600,"{'maxAge': 1, 'name': 'Mr. Eric M. DeMarco', 'age': 58, 'title': 'CEO, Pres & Director', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 1161910, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,7,6,5,1693526400,1672444800,86400,2,14.72,14.76,14.465,14.82,14.72,14.76,14.465,14.82,0.0,0.779391,29.2,991439,991439,927232,687290,687290,14.45,15.18,900,1000,1869661440,8.9,17.31,1.934266,14.9764,12.93735,0.0,0.0,USD,2190631168,-0.0269,125551787,128059000,2473954,2941348,1690761600,1693440000,0.019299999,0.016900001,0.86677,2.37,0.0197,7.408,1.9708424,1671926400,1703462400,1687651200,-26400000,-0.21,0.5,19.37,1:10,1252627200,2.266,52.282,NMS,EQUITY,KTOS,KTOS,Kratos Defense & Security Solut,"Kratos Defense & Security Solutions, Inc.",941812200,America/New_York,EDT,-14400000,14.6,20.0,14.0,17.67,18.0,2.2,buy,12,50000000,0.39,41900000,340900000,1.545,2.343,966600000,35.499,7.549,0.00377,-0.02046,226000000,-13100000,2000000,0.146,0.24788,0.04335,0.00983,USD,
1,10680 Treena Street,Suite 600 6th Floor,San Diego,CA,92131,United States,858 812 7300,858 812 7301,https://www.kratosdefense.com,Aerospace & Defense,Industrials,"Kratos Defense & Security Solutions, Inc. operates as a technology company that addresses the defense, National Security, and commercial markets. The company develops and fields transformative, affordable systems, products, and solutions. It operates through two segments, Kratos Government Solutions and Unmanned Systems. The company offers microwave electronic products, space and satellite communications, cybersecurity/warfare products, hypersonic and missile defense systems, rockets, training solutions, turbine and engine propulsion technologies, and defense and rocket support services, as well as command, control, communication, computing, combat, intelligence surveillance and reconnaissance systems. It also provides unmanned aerial systems, and unmanned ground and seaborne products, as well as related command, control, and communications systems, as well as directed energy products. The company primarily serves national security related agencies, the U.S. Department of Defense, intelligence agencies and classified agencies, international government agencies, and commercial customers. Kratos Defense & Security Solutions, Inc. was incorporated in 1994 and is headquartered in San Diego, California.",3600,"{'maxAge': 1, 'name': 'Ms. Deanna Hom Lund', 'age': 54, 'title': 'Exec. VP, CFO & Director', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 646209, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,7,6,5,1693526400,1672444800,86400,2,14.72,14.76,14.465,14.82,14.72,14.76,14.465,14.82,0.0,0.779391,29.2,991439,991439,927232,687290,687290,14.45,15.18,900,1000,1869661440,8.9,17.31,1.934266,14.9764,12.93735,0.0,0.0,USD,2190631168,-0.0269,125551787,128059000,2473954,2941348,1690761600,1693440000,0.019299999,0.016900001,0.86677,2.37,0.0197,7.408,1.9708424,1671926400,1703462400,1687651200,-26400000,-0.21,0.5,19.37,1:10,1252627200,2.266,52.282,NMS,EQUITY,KTOS,KTOS,Kratos Defense & Security Solut,"Kratos Defense & Security Solutions, Inc.",941812200,America/New_York,EDT,-14400000,14.6,20.0,14.0,17.67,18.0,2.2,buy,12,50000000,0.39,41900000,340900000,1.545,2.343,966600000,35.499,7.549,0.00377,-0.02046,226000000,-13100000,2000000,0.146,0.24788,0.04335,0.00983,USD,
2,10680 Treena Street,Suite 600 6th Floor,San Diego,CA,92131,United States,858 812 7300,858 812 7301,https://www.kratosdefense.com,Aerospace & Defense,Industrials,"Kratos Defense & Security Solutions, Inc. operates as a technology company that addresses the defense, National Security, and commercial markets. The company develops and fields transformative, affordable systems, products, and solutions. It operates through two segments, Kratos Government Solutions and Unmanned Systems. The company offers microwave electronic products, space and satellite communications, cybersecurity/warfare products, hypersonic and missile defense systems, rockets, training solutions, turbine and engine propulsion technologies, and defense and rocket support services, as well as command, control, communication, computing, combat, intelligence surveillance and reconnaissance systems. It also provides unmanned aerial systems, and unmanned ground and seaborne products, as well as related command, control, and communications systems, as well as directed energy products. The company primarily serves national security related agencies, the U.S. Department of Defense, intelligence agencies and classified agencies, international government agencies, and commercial customers. Kratos Defense & Security Solutions, Inc. was incorporated in 1994 and is headquartered in San Diego, California.",3600,"{'maxAge': 1, 'name': 'Mr. Phillip  Carrai', 'age': 60, 'title': 'Pres of Space, Training, & Cyber Division', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 507182, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,7,6,5,1693526400,1672444800,86400,2,14.72,14.76,14.465,14.82,14.72,14.76,14.465,14.82,0.0,0.779391,29.2,991439,991439,927232,687290,687290,14.45,15.18,900,1000,1869661440,8.9,17.31,1.934266,14.9764,12.93735,0.0,0.0,USD,2190631168,-0.0269,125551787,128059000,2473954,2941348,1690761600,1693440000,0.019299999,0.016900001,0.86677,2.37,0.0197,7.408,1.9708424,1671926400,1703462400,1687651200,-26400000,-0.21,0.5,19.37,1:10,1252627200,2.266,52.282,NMS,EQUITY,KTOS,KTOS,Kratos Defense & Security Solut,"Kratos Defense & Security Solutions, Inc.",941812200,America/New_York,EDT,-14400000,14.6,20.0,14.0,17.67,18.0,2.2,buy,12,50000000,0.39,41900000,340900000,1.545,2.343,966600000,35.499,7.549,0.00377,-0.02046,226000000,-13100000,2000000,0.146,0.24788,0.04335,0.00983,USD,
3,10680 Treena Street,Suite 600 6th Floor,San Diego,CA,92131,United States,858 812 7300,858 812 7301,https://www.kratosdefense.com,Aerospace & Defense,Industrials,"Kratos Defense & Security Solutions, Inc. operates as a technology company that addresses the defense, National Security, and commercial markets. The company develops and fields transformative, affordable systems, products, and solutions. It operates through two segments, Kratos Government Solutions and Unmanned Systems. The company offers microwave electronic products, space and satellite communications, cybersecurity/warfare products, hypersonic and missile defense systems, rockets, training solutions, turbine and engine propulsion technologies, and defense and rocket support services, as well as command, control, communication, computing, combat, intelligence surveillance and reconnaissance systems. It also provides unmanned aerial systems, and unmanned ground and seaborne products, as well as related command, control, and communications systems, as well as directed energy products. The company primarily serves national security related agencies, the U.S. Department of Defense, intelligence agencies and classified agencies, international government agencies, and commercial customers. Kratos Defense & Security Solutions, Inc. was incorporated in 1994 and is headquartered in San Diego, California.",3600,"{'maxAge': 1, 'name': 'Mr. Yonah  Adelman', 'age': 71, 'title': 'Pres of Microwave Electronics Division', 'yearBorn': 1951, 'fiscalYear': 2022, 'totalPay': 458838, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,7,6,5,1693526400,1672444800,86400,2,14.72,14.76,14.465,14.82,14.72,14.76,14.465,14.82,0.0,0.779391,29.2,991439,991439,927232,687290,687290,14.45,15.18,900,1000,1869661440,8.9,17.31,1.934266,14.9764,12.93735,0.0,0.0,USD,2190631168,-0.0269,125551787,128059000,2473954,2941348,1690761600,1693440000,0.019299999,0.016900001,0.86677,2.37,0.0197,7.408,1.9708424,1671926400,1703462400,1687651200,-26400000,-0.21,0.5,19.37,1:10,1252627200,2.266,52.282,NMS,EQUITY,KTOS,KTOS,Kratos Defense & Security Solut,"Kratos Defense & Security Solutions, Inc.",941812200,America/New_York,EDT,-14400000,14.6,20.0,14.0,17.67,18.0,2.2,buy,12,50000000,0.39,41900000,340900000,1.545,2.343,966600000,35.499,7.549,0.00377,-0.02046,226000000,-13100000,2000000,0.146,0.24788,0.04335,0.00983,USD,
4,10680 Treena Street,Suite 600 6th Floor,San Diego,CA,92131,United States,858 812 7300,858 812 7301,https://www.kratosdefense.com,Aerospace & Defense,Industrials,"Kratos Defense & Security Solutions, Inc. operates as a technology company that addresses the defense, National Security, and commercial markets. The company develops and fields transformative, affordable systems, products, and solutions. It operates through two segments, Kratos Government Solutions and Unmanned Systems. The company offers microwave electronic products, space and satellite communications, cybersecurity/warfare products, hypersonic and missile defense systems, rockets, training solutions, turbine and engine propulsion technologies, and defense and rocket support services, as well as command, control, communication, computing, combat, intelligence surveillance and reconnaissance systems. It also provides unmanned aerial systems, and unmanned ground and seaborne products, as well as related command, control, and communications systems, as well as directed energy products. The company primarily serves national security related agencies, the U.S. Department of Defense, intelligence agencies and classified agencies, international government agencies, and commercial customers. Kratos Defense & Security Solutions, Inc. was incorporated in 1994 and is headquartered in San Diego, California.",3600,"{'maxAge': 1, 'name': 'Mr. Steven S. Fendley', 'age': 53, 'title': 'Pres of Unmanned Systems Division', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 464254, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,7,6,5,1693526400,1672444800,86400,2,14.72,14.76,14.465,14.82,14.72,14.76,14.465,14.82,0.0,0.779391,29.2,991439,991439,927232,687290,687290,14.45,15.18,900,1000,1869661440,8.9,17.31,1.934266,14.9764,12.93735,0.0,0.0,USD,2190631168,-0.0269,125551787,128059000,2473954,2941348,1690761600,1693440000,0.019299999,0.016900001,0.86677,2.37,0.0197,7.408,1.9708424,1671926400,1703462400,1687651200,-26400000,-0.21,0.5,19.37,1:10,1252627200,2.266,52.282,NMS,EQUITY,KTOS,KTOS,Kratos Defense & Security Solut,"Kratos Defense & Security Solutions, Inc.",941812200,America/New_York,EDT,-14400000,14.6,20.0,14.0,17.67,18.0,2.2,buy,12,50000000,0.39,41900000,340900000,1.545,2.343,966600000,35.499,7.549,0.00377,-0.02046,226000000,-13100000,2000000,0.146,0.24788,0.04335,0.00983,USD,
5,10680 Treena Street,Suite 600 6th Floor,San Diego,CA,92131,United States,858 812 7300,858 812 7301,https://www.kratosdefense.com,Aerospace & Defense,Industrials,"Kratos Defense & Security Solutions, Inc. operates as a technology company that addresses the defense, National Security, and commercial markets. The company develops and fields transformative, affordable systems, products, and solutions. It operates through two segments, Kratos Government Solutions and Unmanned Systems. The company offers microwave electronic products, space and satellite communications, cybersecurity/warfare products, hypersonic and missile defense systems, rockets, training solutions, turbine and engine propulsion technologies, and defense and rocket support services, as well as command, control, communication, computing, combat, intelligence surveillance and reconnaissance systems. It also provides unmanned aerial systems, and unmanned ground and seaborne products, as well as related command, control, and communications systems, as well as directed energy products. The company primarily serves national security related agencies, the U.S. Department of Defense, intelligence agencies and classified agencies, international government agencies, and commercial customers. Kratos Defense & Security Solutions, Inc. was incorporated in 1994 and is headquartered in San Diego, California.",3600,"{'maxAge': 1, 'name': 'Ms. Maria Cervantes de Burgreen', 'age': 47, 'title': 'VP, Corp. Controller & Principal Accounting Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,7,6,5,1693526400,1672444800,86400,2,14.72,14.76,14.465,14.82,14.72,14.76,14.465,14.82,0.0,0.779391,29.2,991439,991439,927232,687290,687290,14.45,15.18,900,1000,1869661440,8.9,17.31,1.934266,14.9764,12.93735,0.0,0.0,USD,2190631168,-0.0269,125551787,128059000,2473954,2941348,1690761600,1693440000,0.019299999,0.016900001,0.86677,2.37,0.0197,7.408,1.9708424,1671926400,1703462400,1687651200,-26400000,-0.21,0.5,19.37,1:10,1252627200,2.266,52.282,NMS,EQUITY,KTOS,KTOS,Kratos Defense & Security Solut,"Kratos Defense & Security Solutions, Inc.",941812200,America/New_York,EDT,-14400000,14.6,20.0,14.0,17.67,18.0,2.2,buy,12,50000000,0.39,41900000,340900000,1.545,2.343,966600000,35.499,7.549,0.00377,-0.02046,226000000,-13100000,2000000,0.146,0.24788,0.04335,0.00983,USD,
6,10680 Treena Street,Suite 600 6th Floor,San Diego,CA,92131,United States,858 812 7300,858 812 7301,https://www.kratosdefense.com,Aerospace & Defense,Industrials,"Kratos Defense & Security Solutions, Inc. operates as a technology company that addresses the defense, National Security, and commercial markets. The company develops and fields transformative, affordable systems, products, and solutions. It operates through two segments, Kratos Government Solutions and Unmanned Systems. The company offers microwave electronic products, space and satellite communications, cybersecurity/warfare products, hypersonic and missile defense systems, rockets, training solutions, turbine and engine propulsion technologies, and defense and rocket support services, as well as command, control, communication, computing, combat, intelligence surveillance and reconnaissance systems. It also provides unmanned aerial systems, and unmanned ground and seaborne products, as well as related command, control, and communications systems, as well as directed energy products. The company primarily serves national security related agencies, the U.S. Department of Defense, intelligence agencies and classified agencies, international government agencies, and commercial customers. Kratos Defense & Security Solutions, Inc. was incorporated in 1994 and is headquartered in San Diego, California.",3600,"{'maxAge': 1, 'name': 'Mr. Kevin  Walden', 'title': 'Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,7,6,5,1693526400,1672444800,86400,2,14.72,14.76,14.465,14.82,14.72,14.76,14.465,14.82,0.0,0.779391,29.2,991439,991439,927232,687290,687290,14.45,15.18,900,1000,1869661440,8.9,17.31,1.934266,14.9764,12.93735,0.0,0.0,USD,2190631168,-0.0269,125551787,128059000,2473954,2941348,1690761600,1693440000,0.019299999,0.016900001,0.86677,2.37,0.0197,7.408,1.9708424,1671926400,1703462400,1687651200,-26400000,-0.21,0.5,19.37,1:10,1252627200,2.266,52.282,NMS,EQUITY,KTOS,KTOS,Kratos Defense & Security Solut,"Kratos Defense & Security Solutions, Inc.",941812200,America/New_York,EDT,-14400000,14.6,20.0,14.0,17.67,18.0,2.2,buy,12,50000000,0.39,41900000,340900000,1.545,2.343,966600000,35.499,7.549,0.00377,-0.02046,226000000,-13100000,2000000,0.146,0.24788,0.04335,0.00983,USD,
7,10680 Treena Street,Suite 600 6th Floor,San Diego,CA,92131,United States,858 812 7300,858 812 7301,https://www.kratosdefense.com,Aerospace & Defense,Industrials,"Kratos Defense & Security Solutions, Inc. operates as a technology company that addresses the defense, National Security, and commercial markets. The company develops and fields transformative, affordable systems, products, and solutions. It operates through two segments, Kratos Government Solutions and Unmanned Systems. The company offers microwave electronic products, space and satellite communications, cybersecurity/warfare products, hypersonic and missile defense systems, rockets, training solutions, turbine and engine propulsion technologies, and defense and rocket support services, as well as command, control, communication, computing, combat, intelligence surveillance and reconnaissance systems. It also provides unmanned aerial systems, and unmanned ground and seaborne products, as well as related command, control, and communications systems, as well as directed energy products. The company primarily serves national security related agencies, the U.S. Department of Defense, intelligence agencies and classified agencies, international government agencies, and commercial customers. Kratos Defense & Security Solutions, Inc. was incorporated in 1994 and is headquartered in San Diego, California.",3600,"{'maxAge': 1, 'name': 'Ms. Marie C. Mendoza', 'age': 49, 'title': 'Sr. VP, Gen. Counsel & Sec.', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,7,6,5,1693526400,1672444800,86400,2,14.72,14.76,14.465,14.82,14.72,14.76,14.465,14.82,0.0,0.779391,29.2,991439,991439,927232,687290,687290,14.45,15.18,900,1000,1869661440,8.9,17.31,1.934266,14.9764,12.93735,0.0,0.0,USD,2190631168,-0.0269,125551787,128059000,2473954,2941348,1690761600,1693440000,0.019299999,0.016900001,0.86677,2.37,0.0197,7.408,1.9708424,1671926400,1703462400,1687651200,-26400000,-0.21,0.5,19.37,1:10,1252627200,2.266,52.282,NMS,EQUITY,KTOS,KTOS,Kratos Defense & Security Solut,"Kratos Defense & Security Solutions, Inc.",941812200,America/New_York,EDT,-14400000,14.6,20.0,14.0,17.67,18.0,2.2,buy,12,50000000,0.39,41900000,340900000,1.545,2.343,966600000,35.499,7.549,0.00377,-0.02046,226000000,-13100000,2000000,0.146,0.24788,0.04335,0.00983,USD,
8,10680 Treena Street,Suite 600 6th Floor,San Diego,CA,92131,United States,858 812 7300,858 812 7301,https://www.kratosdefense.com,Aerospace & Defense,Industrials,"Kratos Defense & Security Solutions, Inc. operates as a technology company that addresses the defense, National Security, and commercial markets. The company develops and fields transformative, affordable systems, products, and solutions. It operates through two segments, Kratos Government Solutions and Unmanned Systems. The company offers microwave electronic products, space and satellite communications, cybersecurity/warfare products, hypersonic and missile defense systems, rockets, training solutions, turbine and engine propulsion technologies, and defense and rocket support services, as well as command, control, communication, computing, combat, intelligence surveillance and reconnaissance systems. It also provides unmanned aerial systems, and unmanned ground and seaborne products, as well as related command, control, and communications systems, as well as directed energy products. The company primarily serves national security related agencies, the U.S. Department of Defense, intelligence agencies and classified agencies, international government agencies, and commercial customers. Kratos Defense & Security Solutions, Inc. was incorporated in 1994 and is headquartered in San Diego, California.",3600,"{'maxAge': 1, 'name': 'Mr. Benjamin  Goodwin', 'age': 82, 'title': 'Sr. VP of Corp. Devel. & Gov. Affairs', 'yearBorn': 1940, 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,7,6,5,1693526400,1672444800,86400,2,14.72,14.76,14.465,14.82,14.72,14.76,14.465,14.82,0.0,0.779391,29.2,991439,991439,927232,687290,687290,14.45,15.18,900,1000,1869661440,8.9,17.31,1.934266,14.9764,12.93735,0.0,0.0,USD,2190631168,-0.0269,125551787,128059000,2473954,2941348,1690761600,1693440000,0.019299999,0.016900001,0.86677,2.37,0.0197,7.408,1.9708424,1671926400,1703462400,1687651200,-26400000,-0.21,0.5,19.37,1:10,1252627200,2.266,52.282,NMS,EQUITY,KTOS,KTOS,Kratos Defense & Security Solut,"Kratos Defense & Security Solutions, Inc.",941812200,America/New_York,EDT,-14400000,14.6,20.0,14.0,17.67,18.0,2.2,buy,12,50000000,0.39,41900000,340900000,1.545,2.343,966600000,35.499,7.549,0.00377,-0.02046,226000000,-13100000,2000000,0.146,0.24788,0.04335,0.00983,USD,
9,10680 Treena Street,Suite 600 6th Floor,San Diego,CA,92131,United States,858 812 7300,858 812 7301,https://www.kratosdefense.com,Aerospace & Defense,Industrials,"Kratos Defense & Security Solutions, Inc. operates as a technology company that addresses the defense, National Security, and commercial markets. The company develops and fields transformative, affordable systems, products, and solutions. It operates through two segments, Kratos Government Solutions and Unmanned Systems. The company offers microwave electronic products, space and satellite communications, cybersecurity/warfare products, hypersonic and missile defense systems, rockets, training solutions, turbine and engine propulsion technologies, and defense and rocket support services, as well as command, control, communication, computing, combat, intelligence surveillance and reconnaissance systems. It also provides unmanned aerial systems, and unmanned ground and seaborne products, as well as related command, control, and communications systems, as well as directed energy products. The company primarily serves national security related agencies, the U.S. Department of Defense, intelligence agencies and classified agencies, international government agencies, and commercial customers. Kratos Defense & Security Solutions, Inc. was incorporated in 1994 and is headquartered in San Diego, California.",3600,"{'maxAge': 1, 'name': 'Mr. David  Carter', 'age': 64, 'title': 'Pres of Defense & Rocket Support Services Division', 'yearBorn': 1958, 'fiscalYear': 2011, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,7,6,5,1693526400,1672444800,86400,2,14.72,14.76,14.465,14.82,14.72,14.76,14.465,14.82,0.0,0.779391,29.2,991439,991439,927232,687290,687290,14.45,15.18,900,1000,1869661440,8.9,17.31,1.934266,14.9764,12.93735,0.0,0.0,USD,2190631168,-0.0269,125551787,128059000,2473954,2941348,1690761600,1693440000,0.019299999,0.016900001,0.86677,2.37,0.0197,7.408,1.9708424,1671926400,1703462400,1687651200,-26400000,-0.21,0.5,19.37,1:10,1252627200,2.266,52.282,NMS,EQUITY,KTOS,KTOS,Kratos Defense & Security Solut,"Kratos Defense & Security Solutions, Inc.",941812200,America/New_York,EDT,-14400000,14.6,20.0,14.0,17.67,18.0,2.2,buy,12,50000000,0.39,41900000,340900000,1.545,2.343,966600000,35.499,7.549,0.00377,-0.02046,226000000,-13100000,2000000,0.146,0.24788,0.04335,0.00983,USD,
