,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,10055 Seminole Boulevard,Seminole,FL,33772,United States,727 397 9611,https://www.superiorgroupofcompanies.com,Apparel Manufacturing,Consumer Cyclical,"Superior Group of Companies, Inc. manufactures and sells apparel and accessories in the United States and internationally. It operates through three segments: Branded Products, Healthcare Apparel, and Contact Centers. The Branded Products segment produces and sells customized merchandising solutions, promotional products, and branded uniform to retail, hotel, food service, entertainment, technology, transportation, and other industries. The Healthcare Apparel segment manufactures and sells  healthcare apparel, such as scrubs, lab coats, protective apparel, and patient gowns. This segment sells healthcare service apparel to healthcare laundries, dealers, distributors, and physical, and e-commerce retailers. The Contact Centers segment offers nearshore business process outsourcing, and contact and call-center support services. The company was formerly known as Superior Uniform Group, Inc. and changed its name to Superior Group of Companies, Inc. in May 2018. Superior Group of Companies, Inc. was founded in 1920 and is headquartered in Seminole, Florida.",6600,"{'maxAge': 1, 'name': 'Mr. Michael L. Benstock', 'age': 66, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1956, 'fiscalYear': 2022, 'totalPay': 678311, 'exercisedValue': 46530, 'unexercisedValue': 0}",10,7,9,1,8,1693526400,1672444800,86400,2,7.66,7.7,7.7,7.9,7.66,7.7,7.7,7.9,0.56,0.075,1692835200,3.08,1.121369,10.394737,18613,18613,53664,27160,27160,7.79,8.47,800,1000,130383968,7.14,12.58,0.23825258,8.806,9.3816,0.56,0.07310705,USD,243581024,-0.01539,11368005,16504300,122634,126279,1690761600,1693440000,0.0074,0.31616,0.40157002,4.21,0.013300001,11.712,0.67452186,1672444800,1703980800,1688083200,-8424000,-0.53,0.76,-1.36,2:1,1423094400,0.445,8.864,NGM,EQUITY,SGC,SGC,"Superior Group of Companies, In","Superior Group of Companies, Inc.",99153000,America/New_York,EDT,-14400000,7.9,18.0,13.0,15.67,16.0,1.0,strong_buy,3,18749000,1.136,27480000,135907008,1.874,3.354,547251008,70.331,34.463,0.01893,-0.0425,193359000,40509124,43136000,-0.127,0.34745997,0.05021,0.025150001,USD,0.9405
1,10055 Seminole Boulevard,Seminole,FL,33772,United States,727 397 9611,https://www.superiorgroupofcompanies.com,Apparel Manufacturing,Consumer Cyclical,"Superior Group of Companies, Inc. manufactures and sells apparel and accessories in the United States and internationally. It operates through three segments: Branded Products, Healthcare Apparel, and Contact Centers. The Branded Products segment produces and sells customized merchandising solutions, promotional products, and branded uniform to retail, hotel, food service, entertainment, technology, transportation, and other industries. The Healthcare Apparel segment manufactures and sells  healthcare apparel, such as scrubs, lab coats, protective apparel, and patient gowns. This segment sells healthcare service apparel to healthcare laundries, dealers, distributors, and physical, and e-commerce retailers. The Contact Centers segment offers nearshore business process outsourcing, and contact and call-center support services. The company was formerly known as Superior Uniform Group, Inc. and changed its name to Superior Group of Companies, Inc. in May 2018. Superior Group of Companies, Inc. was founded in 1920 and is headquartered in Seminole, Florida.",6600,"{'maxAge': 1, 'name': 'Mr. Michael  Koempel', 'age': 52, 'title': 'CFO & Principal Accounting Officer', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 508140, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,9,1,8,1693526400,1672444800,86400,2,7.66,7.7,7.7,7.9,7.66,7.7,7.7,7.9,0.56,0.075,1692835200,3.08,1.121369,10.394737,18613,18613,53664,27160,27160,7.79,8.47,800,1000,130383968,7.14,12.58,0.23825258,8.806,9.3816,0.56,0.07310705,USD,243581024,-0.01539,11368005,16504300,122634,126279,1690761600,1693440000,0.0074,0.31616,0.40157002,4.21,0.013300001,11.712,0.67452186,1672444800,1703980800,1688083200,-8424000,-0.53,0.76,-1.36,2:1,1423094400,0.445,8.864,NGM,EQUITY,SGC,SGC,"Superior Group of Companies, In","Superior Group of Companies, Inc.",99153000,America/New_York,EDT,-14400000,7.9,18.0,13.0,15.67,16.0,1.0,strong_buy,3,18749000,1.136,27480000,135907008,1.874,3.354,547251008,70.331,34.463,0.01893,-0.0425,193359000,40509124,43136000,-0.127,0.34745997,0.05021,0.025150001,USD,0.9405
2,10055 Seminole Boulevard,Seminole,FL,33772,United States,727 397 9611,https://www.superiorgroupofcompanies.com,Apparel Manufacturing,Consumer Cyclical,"Superior Group of Companies, Inc. manufactures and sells apparel and accessories in the United States and internationally. It operates through three segments: Branded Products, Healthcare Apparel, and Contact Centers. The Branded Products segment produces and sells customized merchandising solutions, promotional products, and branded uniform to retail, hotel, food service, entertainment, technology, transportation, and other industries. The Healthcare Apparel segment manufactures and sells  healthcare apparel, such as scrubs, lab coats, protective apparel, and patient gowns. This segment sells healthcare service apparel to healthcare laundries, dealers, distributors, and physical, and e-commerce retailers. The Contact Centers segment offers nearshore business process outsourcing, and contact and call-center support services. The company was formerly known as Superior Uniform Group, Inc. and changed its name to Superior Group of Companies, Inc. in May 2018. Superior Group of Companies, Inc. was founded in 1920 and is headquartered in Seminole, Florida.",6600,"{'maxAge': 1, 'name': 'Mr. Philip  Koosed', 'age': 39, 'title': 'Chief Strategy Officer', 'yearBorn': 1983, 'fiscalYear': 2022, 'totalPay': 810243, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,9,1,8,1693526400,1672444800,86400,2,7.66,7.7,7.7,7.9,7.66,7.7,7.7,7.9,0.56,0.075,1692835200,3.08,1.121369,10.394737,18613,18613,53664,27160,27160,7.79,8.47,800,1000,130383968,7.14,12.58,0.23825258,8.806,9.3816,0.56,0.07310705,USD,243581024,-0.01539,11368005,16504300,122634,126279,1690761600,1693440000,0.0074,0.31616,0.40157002,4.21,0.013300001,11.712,0.67452186,1672444800,1703980800,1688083200,-8424000,-0.53,0.76,-1.36,2:1,1423094400,0.445,8.864,NGM,EQUITY,SGC,SGC,"Superior Group of Companies, In","Superior Group of Companies, Inc.",99153000,America/New_York,EDT,-14400000,7.9,18.0,13.0,15.67,16.0,1.0,strong_buy,3,18749000,1.136,27480000,135907008,1.874,3.354,547251008,70.331,34.463,0.01893,-0.0425,193359000,40509124,43136000,-0.127,0.34745997,0.05021,0.025150001,USD,0.9405
3,10055 Seminole Boulevard,Seminole,FL,33772,United States,727 397 9611,https://www.superiorgroupofcompanies.com,Apparel Manufacturing,Consumer Cyclical,"Superior Group of Companies, Inc. manufactures and sells apparel and accessories in the United States and internationally. It operates through three segments: Branded Products, Healthcare Apparel, and Contact Centers. The Branded Products segment produces and sells customized merchandising solutions, promotional products, and branded uniform to retail, hotel, food service, entertainment, technology, transportation, and other industries. The Healthcare Apparel segment manufactures and sells  healthcare apparel, such as scrubs, lab coats, protective apparel, and patient gowns. This segment sells healthcare service apparel to healthcare laundries, dealers, distributors, and physical, and e-commerce retailers. The Contact Centers segment offers nearshore business process outsourcing, and contact and call-center support services. The company was formerly known as Superior Uniform Group, Inc. and changed its name to Superior Group of Companies, Inc. in May 2018. Superior Group of Companies, Inc. was founded in 1920 and is headquartered in Seminole, Florida.",6600,"{'maxAge': 1, 'name': 'Mr. Jake  Himelstein', 'age': 39, 'title': 'Pres of BAMKO, LLC', 'yearBorn': 1983, 'fiscalYear': 2022, 'totalPay': 1473557, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,9,1,8,1693526400,1672444800,86400,2,7.66,7.7,7.7,7.9,7.66,7.7,7.7,7.9,0.56,0.075,1692835200,3.08,1.121369,10.394737,18613,18613,53664,27160,27160,7.79,8.47,800,1000,130383968,7.14,12.58,0.23825258,8.806,9.3816,0.56,0.07310705,USD,243581024,-0.01539,11368005,16504300,122634,126279,1690761600,1693440000,0.0074,0.31616,0.40157002,4.21,0.013300001,11.712,0.67452186,1672444800,1703980800,1688083200,-8424000,-0.53,0.76,-1.36,2:1,1423094400,0.445,8.864,NGM,EQUITY,SGC,SGC,"Superior Group of Companies, In","Superior Group of Companies, Inc.",99153000,America/New_York,EDT,-14400000,7.9,18.0,13.0,15.67,16.0,1.0,strong_buy,3,18749000,1.136,27480000,135907008,1.874,3.354,547251008,70.331,34.463,0.01893,-0.0425,193359000,40509124,43136000,-0.127,0.34745997,0.05021,0.025150001,USD,0.9405
4,10055 Seminole Boulevard,Seminole,FL,33772,United States,727 397 9611,https://www.superiorgroupofcompanies.com,Apparel Manufacturing,Consumer Cyclical,"Superior Group of Companies, Inc. manufactures and sells apparel and accessories in the United States and internationally. It operates through three segments: Branded Products, Healthcare Apparel, and Contact Centers. The Branded Products segment produces and sells customized merchandising solutions, promotional products, and branded uniform to retail, hotel, food service, entertainment, technology, transportation, and other industries. The Healthcare Apparel segment manufactures and sells  healthcare apparel, such as scrubs, lab coats, protective apparel, and patient gowns. This segment sells healthcare service apparel to healthcare laundries, dealers, distributors, and physical, and e-commerce retailers. The Contact Centers segment offers nearshore business process outsourcing, and contact and call-center support services. The company was formerly known as Superior Uniform Group, Inc. and changed its name to Superior Group of Companies, Inc. in May 2018. Superior Group of Companies, Inc. was founded in 1920 and is headquartered in Seminole, Florida.",6600,"{'maxAge': 1, 'name': 'Mr. Dominic  Leide', 'age': 46, 'title': 'Pres of The Office Gurus, LLC', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 1085621, 'exercisedValue': 12207, 'unexercisedValue': 16094}",10,7,9,1,8,1693526400,1672444800,86400,2,7.66,7.7,7.7,7.9,7.66,7.7,7.7,7.9,0.56,0.075,1692835200,3.08,1.121369,10.394737,18613,18613,53664,27160,27160,7.79,8.47,800,1000,130383968,7.14,12.58,0.23825258,8.806,9.3816,0.56,0.07310705,USD,243581024,-0.01539,11368005,16504300,122634,126279,1690761600,1693440000,0.0074,0.31616,0.40157002,4.21,0.013300001,11.712,0.67452186,1672444800,1703980800,1688083200,-8424000,-0.53,0.76,-1.36,2:1,1423094400,0.445,8.864,NGM,EQUITY,SGC,SGC,"Superior Group of Companies, In","Superior Group of Companies, Inc.",99153000,America/New_York,EDT,-14400000,7.9,18.0,13.0,15.67,16.0,1.0,strong_buy,3,18749000,1.136,27480000,135907008,1.874,3.354,547251008,70.331,34.463,0.01893,-0.0425,193359000,40509124,43136000,-0.127,0.34745997,0.05021,0.025150001,USD,0.9405
5,10055 Seminole Boulevard,Seminole,FL,33772,United States,727 397 9611,https://www.superiorgroupofcompanies.com,Apparel Manufacturing,Consumer Cyclical,"Superior Group of Companies, Inc. manufactures and sells apparel and accessories in the United States and internationally. It operates through three segments: Branded Products, Healthcare Apparel, and Contact Centers. The Branded Products segment produces and sells customized merchandising solutions, promotional products, and branded uniform to retail, hotel, food service, entertainment, technology, transportation, and other industries. The Healthcare Apparel segment manufactures and sells  healthcare apparel, such as scrubs, lab coats, protective apparel, and patient gowns. This segment sells healthcare service apparel to healthcare laundries, dealers, distributors, and physical, and e-commerce retailers. The Contact Centers segment offers nearshore business process outsourcing, and contact and call-center support services. The company was formerly known as Superior Uniform Group, Inc. and changed its name to Superior Group of Companies, Inc. in May 2018. Superior Group of Companies, Inc. was founded in 1920 and is headquartered in Seminole, Florida.",6600,"{'maxAge': 1, 'name': 'Mr. Mark  Decker', 'title': 'Chief Information Officer & VP of Information Technology', 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,9,1,8,1693526400,1672444800,86400,2,7.66,7.7,7.7,7.9,7.66,7.7,7.7,7.9,0.56,0.075,1692835200,3.08,1.121369,10.394737,18613,18613,53664,27160,27160,7.79,8.47,800,1000,130383968,7.14,12.58,0.23825258,8.806,9.3816,0.56,0.07310705,USD,243581024,-0.01539,11368005,16504300,122634,126279,1690761600,1693440000,0.0074,0.31616,0.40157002,4.21,0.013300001,11.712,0.67452186,1672444800,1703980800,1688083200,-8424000,-0.53,0.76,-1.36,2:1,1423094400,0.445,8.864,NGM,EQUITY,SGC,SGC,"Superior Group of Companies, In","Superior Group of Companies, Inc.",99153000,America/New_York,EDT,-14400000,7.9,18.0,13.0,15.67,16.0,1.0,strong_buy,3,18749000,1.136,27480000,135907008,1.874,3.354,547251008,70.331,34.463,0.01893,-0.0425,193359000,40509124,43136000,-0.127,0.34745997,0.05021,0.025150001,USD,0.9405
6,10055 Seminole Boulevard,Seminole,FL,33772,United States,727 397 9611,https://www.superiorgroupofcompanies.com,Apparel Manufacturing,Consumer Cyclical,"Superior Group of Companies, Inc. manufactures and sells apparel and accessories in the United States and internationally. It operates through three segments: Branded Products, Healthcare Apparel, and Contact Centers. The Branded Products segment produces and sells customized merchandising solutions, promotional products, and branded uniform to retail, hotel, food service, entertainment, technology, transportation, and other industries. The Healthcare Apparel segment manufactures and sells  healthcare apparel, such as scrubs, lab coats, protective apparel, and patient gowns. This segment sells healthcare service apparel to healthcare laundries, dealers, distributors, and physical, and e-commerce retailers. The Contact Centers segment offers nearshore business process outsourcing, and contact and call-center support services. The company was formerly known as Superior Uniform Group, Inc. and changed its name to Superior Group of Companies, Inc. in May 2018. Superior Group of Companies, Inc. was founded in 1920 and is headquartered in Seminole, Florida.",6600,"{'maxAge': 1, 'name': 'Mr. Jordan M. Alpert', 'age': 45, 'title': 'Sr. VP, Gen. Counsel & Sec.', 'yearBorn': 1977, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,9,1,8,1693526400,1672444800,86400,2,7.66,7.7,7.7,7.9,7.66,7.7,7.7,7.9,0.56,0.075,1692835200,3.08,1.121369,10.394737,18613,18613,53664,27160,27160,7.79,8.47,800,1000,130383968,7.14,12.58,0.23825258,8.806,9.3816,0.56,0.07310705,USD,243581024,-0.01539,11368005,16504300,122634,126279,1690761600,1693440000,0.0074,0.31616,0.40157002,4.21,0.013300001,11.712,0.67452186,1672444800,1703980800,1688083200,-8424000,-0.53,0.76,-1.36,2:1,1423094400,0.445,8.864,NGM,EQUITY,SGC,SGC,"Superior Group of Companies, In","Superior Group of Companies, Inc.",99153000,America/New_York,EDT,-14400000,7.9,18.0,13.0,15.67,16.0,1.0,strong_buy,3,18749000,1.136,27480000,135907008,1.874,3.354,547251008,70.331,34.463,0.01893,-0.0425,193359000,40509124,43136000,-0.127,0.34745997,0.05021,0.025150001,USD,0.9405
7,10055 Seminole Boulevard,Seminole,FL,33772,United States,727 397 9611,https://www.superiorgroupofcompanies.com,Apparel Manufacturing,Consumer Cyclical,"Superior Group of Companies, Inc. manufactures and sells apparel and accessories in the United States and internationally. It operates through three segments: Branded Products, Healthcare Apparel, and Contact Centers. The Branded Products segment produces and sells customized merchandising solutions, promotional products, and branded uniform to retail, hotel, food service, entertainment, technology, transportation, and other industries. The Healthcare Apparel segment manufactures and sells  healthcare apparel, such as scrubs, lab coats, protective apparel, and patient gowns. This segment sells healthcare service apparel to healthcare laundries, dealers, distributors, and physical, and e-commerce retailers. The Contact Centers segment offers nearshore business process outsourcing, and contact and call-center support services. The company was formerly known as Superior Uniform Group, Inc. and changed its name to Superior Group of Companies, Inc. in May 2018. Superior Group of Companies, Inc. was founded in 1920 and is headquartered in Seminole, Florida.",6600,"{'maxAge': 1, 'name': 'Mr. Ron  Klepner', 'age': 72, 'title': 'VP of Bus. Devel. Support', 'yearBorn': 1950, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,9,1,8,1693526400,1672444800,86400,2,7.66,7.7,7.7,7.9,7.66,7.7,7.7,7.9,0.56,0.075,1692835200,3.08,1.121369,10.394737,18613,18613,53664,27160,27160,7.79,8.47,800,1000,130383968,7.14,12.58,0.23825258,8.806,9.3816,0.56,0.07310705,USD,243581024,-0.01539,11368005,16504300,122634,126279,1690761600,1693440000,0.0074,0.31616,0.40157002,4.21,0.013300001,11.712,0.67452186,1672444800,1703980800,1688083200,-8424000,-0.53,0.76,-1.36,2:1,1423094400,0.445,8.864,NGM,EQUITY,SGC,SGC,"Superior Group of Companies, In","Superior Group of Companies, Inc.",99153000,America/New_York,EDT,-14400000,7.9,18.0,13.0,15.67,16.0,1.0,strong_buy,3,18749000,1.136,27480000,135907008,1.874,3.354,547251008,70.331,34.463,0.01893,-0.0425,193359000,40509124,43136000,-0.127,0.34745997,0.05021,0.025150001,USD,0.9405
8,10055 Seminole Boulevard,Seminole,FL,33772,United States,727 397 9611,https://www.superiorgroupofcompanies.com,Apparel Manufacturing,Consumer Cyclical,"Superior Group of Companies, Inc. manufactures and sells apparel and accessories in the United States and internationally. It operates through three segments: Branded Products, Healthcare Apparel, and Contact Centers. The Branded Products segment produces and sells customized merchandising solutions, promotional products, and branded uniform to retail, hotel, food service, entertainment, technology, transportation, and other industries. The Healthcare Apparel segment manufactures and sells  healthcare apparel, such as scrubs, lab coats, protective apparel, and patient gowns. This segment sells healthcare service apparel to healthcare laundries, dealers, distributors, and physical, and e-commerce retailers. The Contact Centers segment offers nearshore business process outsourcing, and contact and call-center support services. The company was formerly known as Superior Uniform Group, Inc. and changed its name to Superior Group of Companies, Inc. in May 2018. Superior Group of Companies, Inc. was founded in 1920 and is headquartered in Seminole, Florida.",6600,"{'maxAge': 1, 'name': 'Mr. Charles  Sheppard', 'age': 62, 'title': 'Sr. VP of Global Sourcing & Distribution', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,9,1,8,1693526400,1672444800,86400,2,7.66,7.7,7.7,7.9,7.66,7.7,7.7,7.9,0.56,0.075,1692835200,3.08,1.121369,10.394737,18613,18613,53664,27160,27160,7.79,8.47,800,1000,130383968,7.14,12.58,0.23825258,8.806,9.3816,0.56,0.07310705,USD,243581024,-0.01539,11368005,16504300,122634,126279,1690761600,1693440000,0.0074,0.31616,0.40157002,4.21,0.013300001,11.712,0.67452186,1672444800,1703980800,1688083200,-8424000,-0.53,0.76,-1.36,2:1,1423094400,0.445,8.864,NGM,EQUITY,SGC,SGC,"Superior Group of Companies, In","Superior Group of Companies, Inc.",99153000,America/New_York,EDT,-14400000,7.9,18.0,13.0,15.67,16.0,1.0,strong_buy,3,18749000,1.136,27480000,135907008,1.874,3.354,547251008,70.331,34.463,0.01893,-0.0425,193359000,40509124,43136000,-0.127,0.34745997,0.05021,0.025150001,USD,0.9405
9,10055 Seminole Boulevard,Seminole,FL,33772,United States,727 397 9611,https://www.superiorgroupofcompanies.com,Apparel Manufacturing,Consumer Cyclical,"Superior Group of Companies, Inc. manufactures and sells apparel and accessories in the United States and internationally. It operates through three segments: Branded Products, Healthcare Apparel, and Contact Centers. The Branded Products segment produces and sells customized merchandising solutions, promotional products, and branded uniform to retail, hotel, food service, entertainment, technology, transportation, and other industries. The Healthcare Apparel segment manufactures and sells  healthcare apparel, such as scrubs, lab coats, protective apparel, and patient gowns. This segment sells healthcare service apparel to healthcare laundries, dealers, distributors, and physical, and e-commerce retailers. The Contact Centers segment offers nearshore business process outsourcing, and contact and call-center support services. The company was formerly known as Superior Uniform Group, Inc. and changed its name to Superior Group of Companies, Inc. in May 2018. Superior Group of Companies, Inc. was founded in 1920 and is headquartered in Seminole, Florida.",6600,"{'maxAge': 1, 'name': 'Ms. Catherine  Beldotti Donlan', 'age': 54, 'title': 'Pres of Superior Uniform Group - Healthcare Apparel', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,9,1,8,1693526400,1672444800,86400,2,7.66,7.7,7.7,7.9,7.66,7.7,7.7,7.9,0.56,0.075,1692835200,3.08,1.121369,10.394737,18613,18613,53664,27160,27160,7.79,8.47,800,1000,130383968,7.14,12.58,0.23825258,8.806,9.3816,0.56,0.07310705,USD,243581024,-0.01539,11368005,16504300,122634,126279,1690761600,1693440000,0.0074,0.31616,0.40157002,4.21,0.013300001,11.712,0.67452186,1672444800,1703980800,1688083200,-8424000,-0.53,0.76,-1.36,2:1,1423094400,0.445,8.864,NGM,EQUITY,SGC,SGC,"Superior Group of Companies, In","Superior Group of Companies, Inc.",99153000,America/New_York,EDT,-14400000,7.9,18.0,13.0,15.67,16.0,1.0,strong_buy,3,18749000,1.136,27480000,135907008,1.874,3.354,547251008,70.331,34.463,0.01893,-0.0425,193359000,40509124,43136000,-0.127,0.34745997,0.05021,0.025150001,USD,0.9405
