,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,301 Riverside Avenue,2nd Floor,Westport,CT,06880,United States,203-221-1703,203-221-8253,https://compassdiversified.com,Conglomerates,Industrials,"Compass Diversified is a private equity firm specializing in add on acquisitions, buyouts, industry consolidation, recapitalization, late stage and middle market investments. It seeks to invest in niche industrial or branded consumer companies, manufacturing, distribution, consumer products, business services sector, safety & security, electronic components, food, foodservice. The firm prefers to invest in companies based in North America. It seeks to invest between $100 million and $800 million in companies with an EBITDA between $15 million to $80 million. It seeks to acquire controlling ownership interests in its portfolio companies and can make additional platform acquisitions. The firm prefer to have majority stake in companies. The firm invests through its balance sheet and typically holds investments between five to seven years. Compass Diversified was founded in 2006 and is based in Westport, Connecticut with an additional office in Costa Mesa, California.",4711,"{'maxAge': 1, 'name': 'Mr. Elias Joseph Sabo', 'age': 51, 'title': 'Partner & CEO', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,5,2,3,1693526400,1672444800,86400,2,20.19,20.06,19.7,20.25,20.19,20.06,19.7,20.25,1.0,0.0495,1689724800,6.65,1.715421,9.316038,306738,306738,129193,152430,152430,19.65,19.8,800,800,1419944064,16.32,22.91,0.6162093,21.4112,20.23265,1.0,0.04952947,USD,3844142592,0.045679998,62220175,71895904,818058,1014396,1690761600,1693440000,0.0114,0.13484,0.51849,7.57,0.013200001,12.141,1.6267194,1672444800,1703980800,1688083200,-0.484,-59135000,-0.85,2.12,1.59,1.668,10.72,NYQ,EQUITY,CODI,CODI,D/B/A Compass Diversified Holdi,Compass Diversified,1147959000,America/New_York,EDT,-14400000,19.75,30.0,21.0,27.0,27.5,1.9,buy,6,67354000,0.937,358611008,1946818944,1.099,3.769,2304321024,137.332,32.076,0.03652,0.01661,907744000,61956124,44285000,0.017,0.4209,0.15562001,0.08874,USD,
1,301 Riverside Avenue,2nd Floor,Westport,CT,06880,United States,203-221-1703,203-221-8253,https://compassdiversified.com,Conglomerates,Industrials,"Compass Diversified is a private equity firm specializing in add on acquisitions, buyouts, industry consolidation, recapitalization, late stage and middle market investments. It seeks to invest in niche industrial or branded consumer companies, manufacturing, distribution, consumer products, business services sector, safety & security, electronic components, food, foodservice. The firm prefers to invest in companies based in North America. It seeks to invest between $100 million and $800 million in companies with an EBITDA between $15 million to $80 million. It seeks to acquire controlling ownership interests in its portfolio companies and can make additional platform acquisitions. The firm prefer to have majority stake in companies. The firm invests through its balance sheet and typically holds investments between five to seven years. Compass Diversified was founded in 2006 and is based in Westport, Connecticut with an additional office in Costa Mesa, California.",4711,"{'maxAge': 1, 'name': 'Mr. Ryan J. Faulkingham CPA, CPA', 'age': 45, 'title': 'Exec. VP, CFO & Co-Compliance Officer', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 1072780, 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,5,2,3,1693526400,1672444800,86400,2,20.19,20.06,19.7,20.25,20.19,20.06,19.7,20.25,1.0,0.0495,1689724800,6.65,1.715421,9.316038,306738,306738,129193,152430,152430,19.65,19.8,800,800,1419944064,16.32,22.91,0.6162093,21.4112,20.23265,1.0,0.04952947,USD,3844142592,0.045679998,62220175,71895904,818058,1014396,1690761600,1693440000,0.0114,0.13484,0.51849,7.57,0.013200001,12.141,1.6267194,1672444800,1703980800,1688083200,-0.484,-59135000,-0.85,2.12,1.59,1.668,10.72,NYQ,EQUITY,CODI,CODI,D/B/A Compass Diversified Holdi,Compass Diversified,1147959000,America/New_York,EDT,-14400000,19.75,30.0,21.0,27.0,27.5,1.9,buy,6,67354000,0.937,358611008,1946818944,1.099,3.769,2304321024,137.332,32.076,0.03652,0.01661,907744000,61956124,44285000,0.017,0.4209,0.15562001,0.08874,USD,
2,301 Riverside Avenue,2nd Floor,Westport,CT,06880,United States,203-221-1703,203-221-8253,https://compassdiversified.com,Conglomerates,Industrials,"Compass Diversified is a private equity firm specializing in add on acquisitions, buyouts, industry consolidation, recapitalization, late stage and middle market investments. It seeks to invest in niche industrial or branded consumer companies, manufacturing, distribution, consumer products, business services sector, safety & security, electronic components, food, foodservice. The firm prefers to invest in companies based in North America. It seeks to invest between $100 million and $800 million in companies with an EBITDA between $15 million to $80 million. It seeks to acquire controlling ownership interests in its portfolio companies and can make additional platform acquisitions. The firm prefer to have majority stake in companies. The firm invests through its balance sheet and typically holds investments between five to seven years. Compass Diversified was founded in 2006 and is based in Westport, Connecticut with an additional office in Costa Mesa, California.",4711,"{'maxAge': 1, 'name': 'Mr. Patrick A. Maciariello', 'age': 47, 'title': 'Partner & COO', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,5,2,3,1693526400,1672444800,86400,2,20.19,20.06,19.7,20.25,20.19,20.06,19.7,20.25,1.0,0.0495,1689724800,6.65,1.715421,9.316038,306738,306738,129193,152430,152430,19.65,19.8,800,800,1419944064,16.32,22.91,0.6162093,21.4112,20.23265,1.0,0.04952947,USD,3844142592,0.045679998,62220175,71895904,818058,1014396,1690761600,1693440000,0.0114,0.13484,0.51849,7.57,0.013200001,12.141,1.6267194,1672444800,1703980800,1688083200,-0.484,-59135000,-0.85,2.12,1.59,1.668,10.72,NYQ,EQUITY,CODI,CODI,D/B/A Compass Diversified Holdi,Compass Diversified,1147959000,America/New_York,EDT,-14400000,19.75,30.0,21.0,27.0,27.5,1.9,buy,6,67354000,0.937,358611008,1946818944,1.099,3.769,2304321024,137.332,32.076,0.03652,0.01661,907744000,61956124,44285000,0.017,0.4209,0.15562001,0.08874,USD,
3,301 Riverside Avenue,2nd Floor,Westport,CT,06880,United States,203-221-1703,203-221-8253,https://compassdiversified.com,Conglomerates,Industrials,"Compass Diversified is a private equity firm specializing in add on acquisitions, buyouts, industry consolidation, recapitalization, late stage and middle market investments. It seeks to invest in niche industrial or branded consumer companies, manufacturing, distribution, consumer products, business services sector, safety & security, electronic components, food, foodservice. The firm prefers to invest in companies based in North America. It seeks to invest between $100 million and $800 million in companies with an EBITDA between $15 million to $80 million. It seeks to acquire controlling ownership interests in its portfolio companies and can make additional platform acquisitions. The firm prefer to have majority stake in companies. The firm invests through its balance sheet and typically holds investments between five to seven years. Compass Diversified was founded in 2006 and is based in Westport, Connecticut with an additional office in Costa Mesa, California.",4711,"{'maxAge': 1, 'name': 'Ms. Ke  Ding', 'title': 'Director of Fin. & Accounting', 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,5,2,3,1693526400,1672444800,86400,2,20.19,20.06,19.7,20.25,20.19,20.06,19.7,20.25,1.0,0.0495,1689724800,6.65,1.715421,9.316038,306738,306738,129193,152430,152430,19.65,19.8,800,800,1419944064,16.32,22.91,0.6162093,21.4112,20.23265,1.0,0.04952947,USD,3844142592,0.045679998,62220175,71895904,818058,1014396,1690761600,1693440000,0.0114,0.13484,0.51849,7.57,0.013200001,12.141,1.6267194,1672444800,1703980800,1688083200,-0.484,-59135000,-0.85,2.12,1.59,1.668,10.72,NYQ,EQUITY,CODI,CODI,D/B/A Compass Diversified Holdi,Compass Diversified,1147959000,America/New_York,EDT,-14400000,19.75,30.0,21.0,27.0,27.5,1.9,buy,6,67354000,0.937,358611008,1946818944,1.099,3.769,2304321024,137.332,32.076,0.03652,0.01661,907744000,61956124,44285000,0.017,0.4209,0.15562001,0.08874,USD,
4,301 Riverside Avenue,2nd Floor,Westport,CT,06880,United States,203-221-1703,203-221-8253,https://compassdiversified.com,Conglomerates,Industrials,"Compass Diversified is a private equity firm specializing in add on acquisitions, buyouts, industry consolidation, recapitalization, late stage and middle market investments. It seeks to invest in niche industrial or branded consumer companies, manufacturing, distribution, consumer products, business services sector, safety & security, electronic components, food, foodservice. The firm prefers to invest in companies based in North America. It seeks to invest between $100 million and $800 million in companies with an EBITDA between $15 million to $80 million. It seeks to acquire controlling ownership interests in its portfolio companies and can make additional platform acquisitions. The firm prefer to have majority stake in companies. The firm invests through its balance sheet and typically holds investments between five to seven years. Compass Diversified was founded in 2006 and is based in Westport, Connecticut with an additional office in Costa Mesa, California.",4711,"{'maxAge': 1, 'name': 'Mr. Joseph P. Milana CPA, CPA', 'title': 'CAO & Exec. VP of Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,5,2,3,1693526400,1672444800,86400,2,20.19,20.06,19.7,20.25,20.19,20.06,19.7,20.25,1.0,0.0495,1689724800,6.65,1.715421,9.316038,306738,306738,129193,152430,152430,19.65,19.8,800,800,1419944064,16.32,22.91,0.6162093,21.4112,20.23265,1.0,0.04952947,USD,3844142592,0.045679998,62220175,71895904,818058,1014396,1690761600,1693440000,0.0114,0.13484,0.51849,7.57,0.013200001,12.141,1.6267194,1672444800,1703980800,1688083200,-0.484,-59135000,-0.85,2.12,1.59,1.668,10.72,NYQ,EQUITY,CODI,CODI,D/B/A Compass Diversified Holdi,Compass Diversified,1147959000,America/New_York,EDT,-14400000,19.75,30.0,21.0,27.0,27.5,1.9,buy,6,67354000,0.937,358611008,1946818944,1.099,3.769,2304321024,137.332,32.076,0.03652,0.01661,907744000,61956124,44285000,0.017,0.4209,0.15562001,0.08874,USD,
5,301 Riverside Avenue,2nd Floor,Westport,CT,06880,United States,203-221-1703,203-221-8253,https://compassdiversified.com,Conglomerates,Industrials,"Compass Diversified is a private equity firm specializing in add on acquisitions, buyouts, industry consolidation, recapitalization, late stage and middle market investments. It seeks to invest in niche industrial or branded consumer companies, manufacturing, distribution, consumer products, business services sector, safety & security, electronic components, food, foodservice. The firm prefers to invest in companies based in North America. It seeks to invest between $100 million and $800 million in companies with an EBITDA between $15 million to $80 million. It seeks to acquire controlling ownership interests in its portfolio companies and can make additional platform acquisitions. The firm prefer to have majority stake in companies. The firm invests through its balance sheet and typically holds investments between five to seven years. Compass Diversified was founded in 2006 and is based in Westport, Connecticut with an additional office in Costa Mesa, California.",4711,"{'maxAge': 1, 'name': 'Ms. Carrie Wischer Ryan J.D.', 'title': 'Gen. Counsel, Chief Compliance Officer & Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,5,2,3,1693526400,1672444800,86400,2,20.19,20.06,19.7,20.25,20.19,20.06,19.7,20.25,1.0,0.0495,1689724800,6.65,1.715421,9.316038,306738,306738,129193,152430,152430,19.65,19.8,800,800,1419944064,16.32,22.91,0.6162093,21.4112,20.23265,1.0,0.04952947,USD,3844142592,0.045679998,62220175,71895904,818058,1014396,1690761600,1693440000,0.0114,0.13484,0.51849,7.57,0.013200001,12.141,1.6267194,1672444800,1703980800,1688083200,-0.484,-59135000,-0.85,2.12,1.59,1.668,10.72,NYQ,EQUITY,CODI,CODI,D/B/A Compass Diversified Holdi,Compass Diversified,1147959000,America/New_York,EDT,-14400000,19.75,30.0,21.0,27.0,27.5,1.9,buy,6,67354000,0.937,358611008,1946818944,1.099,3.769,2304321024,137.332,32.076,0.03652,0.01661,907744000,61956124,44285000,0.017,0.4209,0.15562001,0.08874,USD,
6,301 Riverside Avenue,2nd Floor,Westport,CT,06880,United States,203-221-1703,203-221-8253,https://compassdiversified.com,Conglomerates,Industrials,"Compass Diversified is a private equity firm specializing in add on acquisitions, buyouts, industry consolidation, recapitalization, late stage and middle market investments. It seeks to invest in niche industrial or branded consumer companies, manufacturing, distribution, consumer products, business services sector, safety & security, electronic components, food, foodservice. The firm prefers to invest in companies based in North America. It seeks to invest between $100 million and $800 million in companies with an EBITDA between $15 million to $80 million. It seeks to acquire controlling ownership interests in its portfolio companies and can make additional platform acquisitions. The firm prefer to have majority stake in companies. The firm invests through its balance sheet and typically holds investments between five to seven years. Compass Diversified was founded in 2006 and is based in Westport, Connecticut with an additional office in Costa Mesa, California.",4711,"{'maxAge': 1, 'name': 'Ms. Katharine  Melzer', 'title': 'MD & Head of Bus. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,5,2,3,1693526400,1672444800,86400,2,20.19,20.06,19.7,20.25,20.19,20.06,19.7,20.25,1.0,0.0495,1689724800,6.65,1.715421,9.316038,306738,306738,129193,152430,152430,19.65,19.8,800,800,1419944064,16.32,22.91,0.6162093,21.4112,20.23265,1.0,0.04952947,USD,3844142592,0.045679998,62220175,71895904,818058,1014396,1690761600,1693440000,0.0114,0.13484,0.51849,7.57,0.013200001,12.141,1.6267194,1672444800,1703980800,1688083200,-0.484,-59135000,-0.85,2.12,1.59,1.668,10.72,NYQ,EQUITY,CODI,CODI,D/B/A Compass Diversified Holdi,Compass Diversified,1147959000,America/New_York,EDT,-14400000,19.75,30.0,21.0,27.0,27.5,1.9,buy,6,67354000,0.937,358611008,1946818944,1.099,3.769,2304321024,137.332,32.076,0.03652,0.01661,907744000,61956124,44285000,0.017,0.4209,0.15562001,0.08874,USD,
7,301 Riverside Avenue,2nd Floor,Westport,CT,06880,United States,203-221-1703,203-221-8253,https://compassdiversified.com,Conglomerates,Industrials,"Compass Diversified is a private equity firm specializing in add on acquisitions, buyouts, industry consolidation, recapitalization, late stage and middle market investments. It seeks to invest in niche industrial or branded consumer companies, manufacturing, distribution, consumer products, business services sector, safety & security, electronic components, food, foodservice. The firm prefers to invest in companies based in North America. It seeks to invest between $100 million and $800 million in companies with an EBITDA between $15 million to $80 million. It seeks to acquire controlling ownership interests in its portfolio companies and can make additional platform acquisitions. The firm prefer to have majority stake in companies. The firm invests through its balance sheet and typically holds investments between five to seven years. Compass Diversified was founded in 2006 and is based in Westport, Connecticut with an additional office in Costa Mesa, California.",4711,"{'maxAge': 1, 'name': 'Ms. Kaajal  Ali', 'title': 'Director of People & Culture', 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,5,2,3,1693526400,1672444800,86400,2,20.19,20.06,19.7,20.25,20.19,20.06,19.7,20.25,1.0,0.0495,1689724800,6.65,1.715421,9.316038,306738,306738,129193,152430,152430,19.65,19.8,800,800,1419944064,16.32,22.91,0.6162093,21.4112,20.23265,1.0,0.04952947,USD,3844142592,0.045679998,62220175,71895904,818058,1014396,1690761600,1693440000,0.0114,0.13484,0.51849,7.57,0.013200001,12.141,1.6267194,1672444800,1703980800,1688083200,-0.484,-59135000,-0.85,2.12,1.59,1.668,10.72,NYQ,EQUITY,CODI,CODI,D/B/A Compass Diversified Holdi,Compass Diversified,1147959000,America/New_York,EDT,-14400000,19.75,30.0,21.0,27.0,27.5,1.9,buy,6,67354000,0.937,358611008,1946818944,1.099,3.769,2304321024,137.332,32.076,0.03652,0.01661,907744000,61956124,44285000,0.017,0.4209,0.15562001,0.08874,USD,
8,301 Riverside Avenue,2nd Floor,Westport,CT,06880,United States,203-221-1703,203-221-8253,https://compassdiversified.com,Conglomerates,Industrials,"Compass Diversified is a private equity firm specializing in add on acquisitions, buyouts, industry consolidation, recapitalization, late stage and middle market investments. It seeks to invest in niche industrial or branded consumer companies, manufacturing, distribution, consumer products, business services sector, safety & security, electronic components, food, foodservice. The firm prefers to invest in companies based in North America. It seeks to invest between $100 million and $800 million in companies with an EBITDA between $15 million to $80 million. It seeks to acquire controlling ownership interests in its portfolio companies and can make additional platform acquisitions. The firm prefer to have majority stake in companies. The firm invests through its balance sheet and typically holds investments between five to seven years. Compass Diversified was founded in 2006 and is based in Westport, Connecticut with an additional office in Costa Mesa, California.",4711,"{'maxAge': 1, 'name': 'Mr. Zachary T. Sawtelle', 'title': 'Partner & Head of East Coast Office', 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,5,2,3,1693526400,1672444800,86400,2,20.19,20.06,19.7,20.25,20.19,20.06,19.7,20.25,1.0,0.0495,1689724800,6.65,1.715421,9.316038,306738,306738,129193,152430,152430,19.65,19.8,800,800,1419944064,16.32,22.91,0.6162093,21.4112,20.23265,1.0,0.04952947,USD,3844142592,0.045679998,62220175,71895904,818058,1014396,1690761600,1693440000,0.0114,0.13484,0.51849,7.57,0.013200001,12.141,1.6267194,1672444800,1703980800,1688083200,-0.484,-59135000,-0.85,2.12,1.59,1.668,10.72,NYQ,EQUITY,CODI,CODI,D/B/A Compass Diversified Holdi,Compass Diversified,1147959000,America/New_York,EDT,-14400000,19.75,30.0,21.0,27.0,27.5,1.9,buy,6,67354000,0.937,358611008,1946818944,1.099,3.769,2304321024,137.332,32.076,0.03652,0.01661,907744000,61956124,44285000,0.017,0.4209,0.15562001,0.08874,USD,
9,301 Riverside Avenue,2nd Floor,Westport,CT,06880,United States,203-221-1703,203-221-8253,https://compassdiversified.com,Conglomerates,Industrials,"Compass Diversified is a private equity firm specializing in add on acquisitions, buyouts, industry consolidation, recapitalization, late stage and middle market investments. It seeks to invest in niche industrial or branded consumer companies, manufacturing, distribution, consumer products, business services sector, safety & security, electronic components, food, foodservice. The firm prefers to invest in companies based in North America. It seeks to invest between $100 million and $800 million in companies with an EBITDA between $15 million to $80 million. It seeks to acquire controlling ownership interests in its portfolio companies and can make additional platform acquisitions. The firm prefer to have majority stake in companies. The firm invests through its balance sheet and typically holds investments between five to seven years. Compass Diversified was founded in 2006 and is based in Westport, Connecticut with an additional office in Costa Mesa, California.",4711,"{'maxAge': 1, 'name': 'Mr. Lucas E. Scholhamer', 'title': 'VP', 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,5,2,3,1693526400,1672444800,86400,2,20.19,20.06,19.7,20.25,20.19,20.06,19.7,20.25,1.0,0.0495,1689724800,6.65,1.715421,9.316038,306738,306738,129193,152430,152430,19.65,19.8,800,800,1419944064,16.32,22.91,0.6162093,21.4112,20.23265,1.0,0.04952947,USD,3844142592,0.045679998,62220175,71895904,818058,1014396,1690761600,1693440000,0.0114,0.13484,0.51849,7.57,0.013200001,12.141,1.6267194,1672444800,1703980800,1688083200,-0.484,-59135000,-0.85,2.12,1.59,1.668,10.72,NYQ,EQUITY,CODI,CODI,D/B/A Compass Diversified Holdi,Compass Diversified,1147959000,America/New_York,EDT,-14400000,19.75,30.0,21.0,27.0,27.5,1.9,buy,6,67354000,0.937,358611008,1946818944,1.099,3.769,2304321024,137.332,32.076,0.03652,0.01661,907744000,61956124,44285000,0.017,0.4209,0.15562001,0.08874,USD,
