,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,909 Rose Avenue,Suite 200,North Bethesda,MD,20852-4041,United States,301 998 8100,301 998 3700,https://www.federalrealty.com,REIT—Retail,Real Estate,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail-based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as San Francisco and Los Angeles. Founded in 1962, Federal Realty's mission is to deliver long-term, sustainable growth through investing in communities where retail demand exceeds supply. Its expertise includes creating urban, mixed-use neighborhoods like Santana Row in San Jose, California, Pike & Rose in North Bethesda, Maryland and Assembly Row in Somerville, Massachusetts. These unique and vibrant environments that combine shopping, dining, living and working provide a destination experience valued by their respective communities. Federal Realty's 102 properties include approximately 3,300 tenants, in 26 million square feet, and approximately 3,100 residential units. Federal Realty has increased its quarterly dividends to its shareholders for 56 consecutive years, the longest record in the REIT industry. Federal Realty is an S&P 500 index member and its shares are traded on the NYSE under the symbol FRT.",314,"{'maxAge': 1, 'name': 'Mr. Donald C. Wood CPA', 'age': 61, 'title': 'CEO & Director', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 2441641, 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,1,8,3,1693526400,1672444800,86400,2,99.72,99.39,98.6,99.73,99.72,99.39,98.6,99.73,4.36,0.0437,1695254400,0.91910005,3.96,1.23686,21.025532,34.3125,572119,572119,577933,437980,437980,97.12,100.5,800,800,8119081472,85.27,115.08,7.304013,99.6802,100.04135,4.32,0.0433213,USD,13019352064,0.34875,80628135,81523296,1568880,2440306,1690761600,1693440000,0.019199999,0.01011,0.96723,2.27,0.0272,33.624,2.938972,1672444800,1703980800,1688083200,-0.019,378260992,4.7,2.88,5.15,3:2,500083200,11.712,18.971,NYQ,EQUITY,FRT,FRT,Federal Realty Investment Trust,Federal Realty Investment Trust,105283800,America/New_York,EDT,-14400000,98.82,125.0,95.0,110.56,110.0,2.4,buy,16,104079000,1.277,686273024,4576219136,0.341,0.346,1111591936,144.882,13.718,0.02977,0.12722,730580000,524994624,548524032,-0.045,0.058,0.68016,0.61737996,0.34475,USD,6.6057
1,909 Rose Avenue,Suite 200,North Bethesda,MD,20852-4041,United States,301 998 8100,301 998 3700,https://www.federalrealty.com,REIT—Retail,Real Estate,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail-based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as San Francisco and Los Angeles. Founded in 1962, Federal Realty's mission is to deliver long-term, sustainable growth through investing in communities where retail demand exceeds supply. Its expertise includes creating urban, mixed-use neighborhoods like Santana Row in San Jose, California, Pike & Rose in North Bethesda, Maryland and Assembly Row in Somerville, Massachusetts. These unique and vibrant environments that combine shopping, dining, living and working provide a destination experience valued by their respective communities. Federal Realty's 102 properties include approximately 3,300 tenants, in 26 million square feet, and approximately 3,100 residential units. Federal Realty has increased its quarterly dividends to its shareholders for 56 consecutive years, the longest record in the REIT industry. Federal Realty is an S&P 500 index member and its shares are traded on the NYSE under the symbol FRT.",314,"{'maxAge': 1, 'name': 'Mr. Jeffrey S. Berkes', 'age': 58, 'title': 'Pres & COO', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 1274988, 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,1,8,3,1693526400,1672444800,86400,2,99.72,99.39,98.6,99.73,99.72,99.39,98.6,99.73,4.36,0.0437,1695254400,0.91910005,3.96,1.23686,21.025532,34.3125,572119,572119,577933,437980,437980,97.12,100.5,800,800,8119081472,85.27,115.08,7.304013,99.6802,100.04135,4.32,0.0433213,USD,13019352064,0.34875,80628135,81523296,1568880,2440306,1690761600,1693440000,0.019199999,0.01011,0.96723,2.27,0.0272,33.624,2.938972,1672444800,1703980800,1688083200,-0.019,378260992,4.7,2.88,5.15,3:2,500083200,11.712,18.971,NYQ,EQUITY,FRT,FRT,Federal Realty Investment Trust,Federal Realty Investment Trust,105283800,America/New_York,EDT,-14400000,98.82,125.0,95.0,110.56,110.0,2.4,buy,16,104079000,1.277,686273024,4576219136,0.341,0.346,1111591936,144.882,13.718,0.02977,0.12722,730580000,524994624,548524032,-0.045,0.058,0.68016,0.61737996,0.34475,USD,6.6057
2,909 Rose Avenue,Suite 200,North Bethesda,MD,20852-4041,United States,301 998 8100,301 998 3700,https://www.federalrealty.com,REIT—Retail,Real Estate,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail-based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as San Francisco and Los Angeles. Founded in 1962, Federal Realty's mission is to deliver long-term, sustainable growth through investing in communities where retail demand exceeds supply. Its expertise includes creating urban, mixed-use neighborhoods like Santana Row in San Jose, California, Pike & Rose in North Bethesda, Maryland and Assembly Row in Somerville, Massachusetts. These unique and vibrant environments that combine shopping, dining, living and working provide a destination experience valued by their respective communities. Federal Realty's 102 properties include approximately 3,300 tenants, in 26 million square feet, and approximately 3,100 residential units. Federal Realty has increased its quarterly dividends to its shareholders for 56 consecutive years, the longest record in the REIT industry. Federal Realty is an S&P 500 index member and its shares are traded on the NYSE under the symbol FRT.",314,"{'maxAge': 1, 'name': 'Mr. Daniel  Guglielmone', 'age': 55, 'title': 'Exec. VP, CFO & Treasurer', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 1305486, 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,1,8,3,1693526400,1672444800,86400,2,99.72,99.39,98.6,99.73,99.72,99.39,98.6,99.73,4.36,0.0437,1695254400,0.91910005,3.96,1.23686,21.025532,34.3125,572119,572119,577933,437980,437980,97.12,100.5,800,800,8119081472,85.27,115.08,7.304013,99.6802,100.04135,4.32,0.0433213,USD,13019352064,0.34875,80628135,81523296,1568880,2440306,1690761600,1693440000,0.019199999,0.01011,0.96723,2.27,0.0272,33.624,2.938972,1672444800,1703980800,1688083200,-0.019,378260992,4.7,2.88,5.15,3:2,500083200,11.712,18.971,NYQ,EQUITY,FRT,FRT,Federal Realty Investment Trust,Federal Realty Investment Trust,105283800,America/New_York,EDT,-14400000,98.82,125.0,95.0,110.56,110.0,2.4,buy,16,104079000,1.277,686273024,4576219136,0.341,0.346,1111591936,144.882,13.718,0.02977,0.12722,730580000,524994624,548524032,-0.045,0.058,0.68016,0.61737996,0.34475,USD,6.6057
3,909 Rose Avenue,Suite 200,North Bethesda,MD,20852-4041,United States,301 998 8100,301 998 3700,https://www.federalrealty.com,REIT—Retail,Real Estate,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail-based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as San Francisco and Los Angeles. Founded in 1962, Federal Realty's mission is to deliver long-term, sustainable growth through investing in communities where retail demand exceeds supply. Its expertise includes creating urban, mixed-use neighborhoods like Santana Row in San Jose, California, Pike & Rose in North Bethesda, Maryland and Assembly Row in Somerville, Massachusetts. These unique and vibrant environments that combine shopping, dining, living and working provide a destination experience valued by their respective communities. Federal Realty's 102 properties include approximately 3,300 tenants, in 26 million square feet, and approximately 3,100 residential units. Federal Realty has increased its quarterly dividends to its shareholders for 56 consecutive years, the longest record in the REIT industry. Federal Realty is an S&P 500 index member and its shares are traded on the NYSE under the symbol FRT.",314,"{'maxAge': 1, 'name': 'Ms. Dawn M. Becker', 'age': 58, 'title': 'Exec. VP, Gen. Counsel & Sec.', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 1128584, 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,1,8,3,1693526400,1672444800,86400,2,99.72,99.39,98.6,99.73,99.72,99.39,98.6,99.73,4.36,0.0437,1695254400,0.91910005,3.96,1.23686,21.025532,34.3125,572119,572119,577933,437980,437980,97.12,100.5,800,800,8119081472,85.27,115.08,7.304013,99.6802,100.04135,4.32,0.0433213,USD,13019352064,0.34875,80628135,81523296,1568880,2440306,1690761600,1693440000,0.019199999,0.01011,0.96723,2.27,0.0272,33.624,2.938972,1672444800,1703980800,1688083200,-0.019,378260992,4.7,2.88,5.15,3:2,500083200,11.712,18.971,NYQ,EQUITY,FRT,FRT,Federal Realty Investment Trust,Federal Realty Investment Trust,105283800,America/New_York,EDT,-14400000,98.82,125.0,95.0,110.56,110.0,2.4,buy,16,104079000,1.277,686273024,4576219136,0.341,0.346,1111591936,144.882,13.718,0.02977,0.12722,730580000,524994624,548524032,-0.045,0.058,0.68016,0.61737996,0.34475,USD,6.6057
4,909 Rose Avenue,Suite 200,North Bethesda,MD,20852-4041,United States,301 998 8100,301 998 3700,https://www.federalrealty.com,REIT—Retail,Real Estate,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail-based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as San Francisco and Los Angeles. Founded in 1962, Federal Realty's mission is to deliver long-term, sustainable growth through investing in communities where retail demand exceeds supply. Its expertise includes creating urban, mixed-use neighborhoods like Santana Row in San Jose, California, Pike & Rose in North Bethesda, Maryland and Assembly Row in Somerville, Massachusetts. These unique and vibrant environments that combine shopping, dining, living and working provide a destination experience valued by their respective communities. Federal Realty's 102 properties include approximately 3,300 tenants, in 26 million square feet, and approximately 3,100 residential units. Federal Realty has increased its quarterly dividends to its shareholders for 56 consecutive years, the longest record in the REIT industry. Federal Realty is an S&P 500 index member and its shares are traded on the NYSE under the symbol FRT.",314,"{'maxAge': 1, 'name': 'Mr. Jan W. Sweetnam', 'age': 62, 'title': 'Exec. VP & Chief Investment Officer', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,1,8,3,1693526400,1672444800,86400,2,99.72,99.39,98.6,99.73,99.72,99.39,98.6,99.73,4.36,0.0437,1695254400,0.91910005,3.96,1.23686,21.025532,34.3125,572119,572119,577933,437980,437980,97.12,100.5,800,800,8119081472,85.27,115.08,7.304013,99.6802,100.04135,4.32,0.0433213,USD,13019352064,0.34875,80628135,81523296,1568880,2440306,1690761600,1693440000,0.019199999,0.01011,0.96723,2.27,0.0272,33.624,2.938972,1672444800,1703980800,1688083200,-0.019,378260992,4.7,2.88,5.15,3:2,500083200,11.712,18.971,NYQ,EQUITY,FRT,FRT,Federal Realty Investment Trust,Federal Realty Investment Trust,105283800,America/New_York,EDT,-14400000,98.82,125.0,95.0,110.56,110.0,2.4,buy,16,104079000,1.277,686273024,4576219136,0.341,0.346,1111591936,144.882,13.718,0.02977,0.12722,730580000,524994624,548524032,-0.045,0.058,0.68016,0.61737996,0.34475,USD,6.6057
5,909 Rose Avenue,Suite 200,North Bethesda,MD,20852-4041,United States,301 998 8100,301 998 3700,https://www.federalrealty.com,REIT—Retail,Real Estate,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail-based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as San Francisco and Los Angeles. Founded in 1962, Federal Realty's mission is to deliver long-term, sustainable growth through investing in communities where retail demand exceeds supply. Its expertise includes creating urban, mixed-use neighborhoods like Santana Row in San Jose, California, Pike & Rose in North Bethesda, Maryland and Assembly Row in Somerville, Massachusetts. These unique and vibrant environments that combine shopping, dining, living and working provide a destination experience valued by their respective communities. Federal Realty's 102 properties include approximately 3,300 tenants, in 26 million square feet, and approximately 3,100 residential units. Federal Realty has increased its quarterly dividends to its shareholders for 56 consecutive years, the longest record in the REIT industry. Federal Realty is an S&P 500 index member and its shares are traded on the NYSE under the symbol FRT.",314,"{'maxAge': 1, 'name': 'Ms. Melissa  Solis', 'age': 44, 'title': 'Chief Accounting Officer & Sr. VP', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,1,8,3,1693526400,1672444800,86400,2,99.72,99.39,98.6,99.73,99.72,99.39,98.6,99.73,4.36,0.0437,1695254400,0.91910005,3.96,1.23686,21.025532,34.3125,572119,572119,577933,437980,437980,97.12,100.5,800,800,8119081472,85.27,115.08,7.304013,99.6802,100.04135,4.32,0.0433213,USD,13019352064,0.34875,80628135,81523296,1568880,2440306,1690761600,1693440000,0.019199999,0.01011,0.96723,2.27,0.0272,33.624,2.938972,1672444800,1703980800,1688083200,-0.019,378260992,4.7,2.88,5.15,3:2,500083200,11.712,18.971,NYQ,EQUITY,FRT,FRT,Federal Realty Investment Trust,Federal Realty Investment Trust,105283800,America/New_York,EDT,-14400000,98.82,125.0,95.0,110.56,110.0,2.4,buy,16,104079000,1.277,686273024,4576219136,0.341,0.346,1111591936,144.882,13.718,0.02977,0.12722,730580000,524994624,548524032,-0.045,0.058,0.68016,0.61737996,0.34475,USD,6.6057
6,909 Rose Avenue,Suite 200,North Bethesda,MD,20852-4041,United States,301 998 8100,301 998 3700,https://www.federalrealty.com,REIT—Retail,Real Estate,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail-based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as San Francisco and Los Angeles. Founded in 1962, Federal Realty's mission is to deliver long-term, sustainable growth through investing in communities where retail demand exceeds supply. Its expertise includes creating urban, mixed-use neighborhoods like Santana Row in San Jose, California, Pike & Rose in North Bethesda, Maryland and Assembly Row in Somerville, Massachusetts. These unique and vibrant environments that combine shopping, dining, living and working provide a destination experience valued by their respective communities. Federal Realty's 102 properties include approximately 3,300 tenants, in 26 million square feet, and approximately 3,100 residential units. Federal Realty has increased its quarterly dividends to its shareholders for 56 consecutive years, the longest record in the REIT industry. Federal Realty is an S&P 500 index member and its shares are traded on the NYSE under the symbol FRT.",314,"{'maxAge': 1, 'name': 'Mr. Porter  Bellew', 'title': 'Chief Information Officer & VP', 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,1,8,3,1693526400,1672444800,86400,2,99.72,99.39,98.6,99.73,99.72,99.39,98.6,99.73,4.36,0.0437,1695254400,0.91910005,3.96,1.23686,21.025532,34.3125,572119,572119,577933,437980,437980,97.12,100.5,800,800,8119081472,85.27,115.08,7.304013,99.6802,100.04135,4.32,0.0433213,USD,13019352064,0.34875,80628135,81523296,1568880,2440306,1690761600,1693440000,0.019199999,0.01011,0.96723,2.27,0.0272,33.624,2.938972,1672444800,1703980800,1688083200,-0.019,378260992,4.7,2.88,5.15,3:2,500083200,11.712,18.971,NYQ,EQUITY,FRT,FRT,Federal Realty Investment Trust,Federal Realty Investment Trust,105283800,America/New_York,EDT,-14400000,98.82,125.0,95.0,110.56,110.0,2.4,buy,16,104079000,1.277,686273024,4576219136,0.341,0.346,1111591936,144.882,13.718,0.02977,0.12722,730580000,524994624,548524032,-0.045,0.058,0.68016,0.61737996,0.34475,USD,6.6057
7,909 Rose Avenue,Suite 200,North Bethesda,MD,20852-4041,United States,301 998 8100,301 998 3700,https://www.federalrealty.com,REIT—Retail,Real Estate,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail-based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as San Francisco and Los Angeles. Founded in 1962, Federal Realty's mission is to deliver long-term, sustainable growth through investing in communities where retail demand exceeds supply. Its expertise includes creating urban, mixed-use neighborhoods like Santana Row in San Jose, California, Pike & Rose in North Bethesda, Maryland and Assembly Row in Somerville, Massachusetts. These unique and vibrant environments that combine shopping, dining, living and working provide a destination experience valued by their respective communities. Federal Realty's 102 properties include approximately 3,300 tenants, in 26 million square feet, and approximately 3,100 residential units. Federal Realty has increased its quarterly dividends to its shareholders for 56 consecutive years, the longest record in the REIT industry. Federal Realty is an S&P 500 index member and its shares are traded on the NYSE under the symbol FRT.",314,"{'maxAge': 1, 'name': 'Ms. Leah  Andress Brady', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,1,8,3,1693526400,1672444800,86400,2,99.72,99.39,98.6,99.73,99.72,99.39,98.6,99.73,4.36,0.0437,1695254400,0.91910005,3.96,1.23686,21.025532,34.3125,572119,572119,577933,437980,437980,97.12,100.5,800,800,8119081472,85.27,115.08,7.304013,99.6802,100.04135,4.32,0.0433213,USD,13019352064,0.34875,80628135,81523296,1568880,2440306,1690761600,1693440000,0.019199999,0.01011,0.96723,2.27,0.0272,33.624,2.938972,1672444800,1703980800,1688083200,-0.019,378260992,4.7,2.88,5.15,3:2,500083200,11.712,18.971,NYQ,EQUITY,FRT,FRT,Federal Realty Investment Trust,Federal Realty Investment Trust,105283800,America/New_York,EDT,-14400000,98.82,125.0,95.0,110.56,110.0,2.4,buy,16,104079000,1.277,686273024,4576219136,0.341,0.346,1111591936,144.882,13.718,0.02977,0.12722,730580000,524994624,548524032,-0.045,0.058,0.68016,0.61737996,0.34475,USD,6.6057
8,909 Rose Avenue,Suite 200,North Bethesda,MD,20852-4041,United States,301 998 8100,301 998 3700,https://www.federalrealty.com,REIT—Retail,Real Estate,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail-based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as San Francisco and Los Angeles. Founded in 1962, Federal Realty's mission is to deliver long-term, sustainable growth through investing in communities where retail demand exceeds supply. Its expertise includes creating urban, mixed-use neighborhoods like Santana Row in San Jose, California, Pike & Rose in North Bethesda, Maryland and Assembly Row in Somerville, Massachusetts. These unique and vibrant environments that combine shopping, dining, living and working provide a destination experience valued by their respective communities. Federal Realty's 102 properties include approximately 3,300 tenants, in 26 million square feet, and approximately 3,100 residential units. Federal Realty has increased its quarterly dividends to its shareholders for 56 consecutive years, the longest record in the REIT industry. Federal Realty is an S&P 500 index member and its shares are traded on the NYSE under the symbol FRT.",314,"{'maxAge': 1, 'name': 'Mr. Michael  Ennes', 'title': 'Sr. VP of Mixed-Use Initiatives & Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,1,8,3,1693526400,1672444800,86400,2,99.72,99.39,98.6,99.73,99.72,99.39,98.6,99.73,4.36,0.0437,1695254400,0.91910005,3.96,1.23686,21.025532,34.3125,572119,572119,577933,437980,437980,97.12,100.5,800,800,8119081472,85.27,115.08,7.304013,99.6802,100.04135,4.32,0.0433213,USD,13019352064,0.34875,80628135,81523296,1568880,2440306,1690761600,1693440000,0.019199999,0.01011,0.96723,2.27,0.0272,33.624,2.938972,1672444800,1703980800,1688083200,-0.019,378260992,4.7,2.88,5.15,3:2,500083200,11.712,18.971,NYQ,EQUITY,FRT,FRT,Federal Realty Investment Trust,Federal Realty Investment Trust,105283800,America/New_York,EDT,-14400000,98.82,125.0,95.0,110.56,110.0,2.4,buy,16,104079000,1.277,686273024,4576219136,0.341,0.346,1111591936,144.882,13.718,0.02977,0.12722,730580000,524994624,548524032,-0.045,0.058,0.68016,0.61737996,0.34475,USD,6.6057
9,909 Rose Avenue,Suite 200,North Bethesda,MD,20852-4041,United States,301 998 8100,301 998 3700,https://www.federalrealty.com,REIT—Retail,Real Estate,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail-based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as San Francisco and Los Angeles. Founded in 1962, Federal Realty's mission is to deliver long-term, sustainable growth through investing in communities where retail demand exceeds supply. Its expertise includes creating urban, mixed-use neighborhoods like Santana Row in San Jose, California, Pike & Rose in North Bethesda, Maryland and Assembly Row in Somerville, Massachusetts. These unique and vibrant environments that combine shopping, dining, living and working provide a destination experience valued by their respective communities. Federal Realty's 102 properties include approximately 3,300 tenants, in 26 million square feet, and approximately 3,100 residential units. Federal Realty has increased its quarterly dividends to its shareholders for 56 consecutive years, the longest record in the REIT industry. Federal Realty is an S&P 500 index member and its shares are traded on the NYSE under the symbol FRT.",314,"{'maxAge': 1, 'name': 'Ms. Laura  Houser', 'title': 'VP of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,1,8,3,1693526400,1672444800,86400,2,99.72,99.39,98.6,99.73,99.72,99.39,98.6,99.73,4.36,0.0437,1695254400,0.91910005,3.96,1.23686,21.025532,34.3125,572119,572119,577933,437980,437980,97.12,100.5,800,800,8119081472,85.27,115.08,7.304013,99.6802,100.04135,4.32,0.0433213,USD,13019352064,0.34875,80628135,81523296,1568880,2440306,1690761600,1693440000,0.019199999,0.01011,0.96723,2.27,0.0272,33.624,2.938972,1672444800,1703980800,1688083200,-0.019,378260992,4.7,2.88,5.15,3:2,500083200,11.712,18.971,NYQ,EQUITY,FRT,FRT,Federal Realty Investment Trust,Federal Realty Investment Trust,105283800,America/New_York,EDT,-14400000,98.82,125.0,95.0,110.56,110.0,2.4,buy,16,104079000,1.277,686273024,4576219136,0.341,0.346,1111591936,144.882,13.718,0.02977,0.12722,730580000,524994624,548524032,-0.045,0.058,0.68016,0.61737996,0.34475,USD,6.6057
