,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2555 Telegraph Road,Bloomfield Hills,MI,48302-0954,United States,248 648 2500,https://www.penskeautomotive.com,Auto & Truck Dealerships,Auto & Truck Dealerships,Consumer Cyclical,Consumer Cyclical,"Penske Automotive Group, Inc., a diversified transportation services company, operates automotive and commercial truck dealerships in the United States and internationally. The company operates through four segments: Retail Automotive, Retail Commercial Truck, Other, and Non-Automotive Investments. It operates dealerships under franchise agreements with various automotive manufacturers and distributors. The company is also involved in the sale of new and used motor vehicles, maintenance and repair services, sale and placement of third-party finance and insurance products, third-party extended service and maintenance contracts, replacement and aftermarket automotive products, collision repair services, and wholesale of parts. In addition, it operates a heavy and medium duty truck dealership, which offers Freightliner and Western Star branded trucks, as well as offers a range of used trucks. Further, it imports and distributes Western Star heavy-duty trucks, MAN heavy and medium duty trucks and buses, and Dennis Eagle refuse collection vehicles with associated parts. Additionally, the company distributes diesel and gas engines, and power systems. Penske Automotive Group, Inc. was incorporated in 1990 and is headquartered in Bloomfield Hills, Michigan.",27000,"{'maxAge': 1, 'name': 'Mr. Roger S. Penske Sr.', 'age': 85, 'title': 'Chairman & CEO', 'yearBorn': 1937, 'fiscalYear': 2022, 'totalPay': 2300613, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,2,4,3,1693526400,1672444800,86400,2,167.94,167.45,162.63,168.0114,167.94,167.45,162.63,168.0114,2.56,0.0156,1691539200,0.1349,2.38,1.238243,9.326694,10.28688,1029468,1029468,397901,370560,370560,160.62,163.9,900,800,11028204544,94.49,180.84,0.3837232,167.9648,144.5165,2.56,0.015243539,USD,18254598144,0.04305,18317295,67298496,4012856,3281761,1690761600,1693440000,0.0596,0.21408,0.79597,7.44,0.2195,67298496,65.108,2.5168948,1672444800,1703980800,1688083200,-0.196,1237200000,17.57,15.93,16.88,2:1,1149206400,0.635,11.523,0.5323546,0.14113986,0.72,1691539200,NYQ,EQUITY,PAG,PAG,"Penske Automotive Group, Inc.","Penske Automotive Group, Inc.",846077400,America/New_York,EDT,3d310a5d-9a69-3485-bfd9-705abd8ca781,finmb_365436,-14400000,163.87,205.0,107.0,168.4,169.0,2.9,hold,5,119600000,1.777,1584199936,7318400000,0.199,1.004,28739999744,165.961,407.69,0.06415,0.28809,4838800000,-288800000,1184300032,-0.105,0.081,0.17033,0.055120002,0.05054,USD,
1,2555 Telegraph Road,Bloomfield Hills,MI,48302-0954,United States,248 648 2500,https://www.penskeautomotive.com,Auto & Truck Dealerships,Auto & Truck Dealerships,Consumer Cyclical,Consumer Cyclical,"Penske Automotive Group, Inc., a diversified transportation services company, operates automotive and commercial truck dealerships in the United States and internationally. The company operates through four segments: Retail Automotive, Retail Commercial Truck, Other, and Non-Automotive Investments. It operates dealerships under franchise agreements with various automotive manufacturers and distributors. The company is also involved in the sale of new and used motor vehicles, maintenance and repair services, sale and placement of third-party finance and insurance products, third-party extended service and maintenance contracts, replacement and aftermarket automotive products, collision repair services, and wholesale of parts. In addition, it operates a heavy and medium duty truck dealership, which offers Freightliner and Western Star branded trucks, as well as offers a range of used trucks. Further, it imports and distributes Western Star heavy-duty trucks, MAN heavy and medium duty trucks and buses, and Dennis Eagle refuse collection vehicles with associated parts. Additionally, the company distributes diesel and gas engines, and power systems. Penske Automotive Group, Inc. was incorporated in 1990 and is headquartered in Bloomfield Hills, Michigan.",27000,"{'maxAge': 1, 'name': 'Mr. Robert H. Kurnick Jr.', 'age': 60, 'title': 'Pres & Director', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 1117834, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,2,4,3,1693526400,1672444800,86400,2,167.94,167.45,162.63,168.0114,167.94,167.45,162.63,168.0114,2.56,0.0156,1691539200,0.1349,2.38,1.238243,9.326694,10.28688,1029468,1029468,397901,370560,370560,160.62,163.9,900,800,11028204544,94.49,180.84,0.3837232,167.9648,144.5165,2.56,0.015243539,USD,18254598144,0.04305,18317295,67298496,4012856,3281761,1690761600,1693440000,0.0596,0.21408,0.79597,7.44,0.2195,67298496,65.108,2.5168948,1672444800,1703980800,1688083200,-0.196,1237200000,17.57,15.93,16.88,2:1,1149206400,0.635,11.523,0.5323546,0.14113986,0.72,1691539200,NYQ,EQUITY,PAG,PAG,"Penske Automotive Group, Inc.","Penske Automotive Group, Inc.",846077400,America/New_York,EDT,3d310a5d-9a69-3485-bfd9-705abd8ca781,finmb_365436,-14400000,163.87,205.0,107.0,168.4,169.0,2.9,hold,5,119600000,1.777,1584199936,7318400000,0.199,1.004,28739999744,165.961,407.69,0.06415,0.28809,4838800000,-288800000,1184300032,-0.105,0.081,0.17033,0.055120002,0.05054,USD,
2,2555 Telegraph Road,Bloomfield Hills,MI,48302-0954,United States,248 648 2500,https://www.penskeautomotive.com,Auto & Truck Dealerships,Auto & Truck Dealerships,Consumer Cyclical,Consumer Cyclical,"Penske Automotive Group, Inc., a diversified transportation services company, operates automotive and commercial truck dealerships in the United States and internationally. The company operates through four segments: Retail Automotive, Retail Commercial Truck, Other, and Non-Automotive Investments. It operates dealerships under franchise agreements with various automotive manufacturers and distributors. The company is also involved in the sale of new and used motor vehicles, maintenance and repair services, sale and placement of third-party finance and insurance products, third-party extended service and maintenance contracts, replacement and aftermarket automotive products, collision repair services, and wholesale of parts. In addition, it operates a heavy and medium duty truck dealership, which offers Freightliner and Western Star branded trucks, as well as offers a range of used trucks. Further, it imports and distributes Western Star heavy-duty trucks, MAN heavy and medium duty trucks and buses, and Dennis Eagle refuse collection vehicles with associated parts. Additionally, the company distributes diesel and gas engines, and power systems. Penske Automotive Group, Inc. was incorporated in 1990 and is headquartered in Bloomfield Hills, Michigan.",27000,"{'maxAge': 1, 'name': 'Ms. Michelle  Hulgrave', 'age': 43, 'title': 'Exec. VP & CFO', 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 1037464, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,2,4,3,1693526400,1672444800,86400,2,167.94,167.45,162.63,168.0114,167.94,167.45,162.63,168.0114,2.56,0.0156,1691539200,0.1349,2.38,1.238243,9.326694,10.28688,1029468,1029468,397901,370560,370560,160.62,163.9,900,800,11028204544,94.49,180.84,0.3837232,167.9648,144.5165,2.56,0.015243539,USD,18254598144,0.04305,18317295,67298496,4012856,3281761,1690761600,1693440000,0.0596,0.21408,0.79597,7.44,0.2195,67298496,65.108,2.5168948,1672444800,1703980800,1688083200,-0.196,1237200000,17.57,15.93,16.88,2:1,1149206400,0.635,11.523,0.5323546,0.14113986,0.72,1691539200,NYQ,EQUITY,PAG,PAG,"Penske Automotive Group, Inc.","Penske Automotive Group, Inc.",846077400,America/New_York,EDT,3d310a5d-9a69-3485-bfd9-705abd8ca781,finmb_365436,-14400000,163.87,205.0,107.0,168.4,169.0,2.9,hold,5,119600000,1.777,1584199936,7318400000,0.199,1.004,28739999744,165.961,407.69,0.06415,0.28809,4838800000,-288800000,1184300032,-0.105,0.081,0.17033,0.055120002,0.05054,USD,
3,2555 Telegraph Road,Bloomfield Hills,MI,48302-0954,United States,248 648 2500,https://www.penskeautomotive.com,Auto & Truck Dealerships,Auto & Truck Dealerships,Consumer Cyclical,Consumer Cyclical,"Penske Automotive Group, Inc., a diversified transportation services company, operates automotive and commercial truck dealerships in the United States and internationally. The company operates through four segments: Retail Automotive, Retail Commercial Truck, Other, and Non-Automotive Investments. It operates dealerships under franchise agreements with various automotive manufacturers and distributors. The company is also involved in the sale of new and used motor vehicles, maintenance and repair services, sale and placement of third-party finance and insurance products, third-party extended service and maintenance contracts, replacement and aftermarket automotive products, collision repair services, and wholesale of parts. In addition, it operates a heavy and medium duty truck dealership, which offers Freightliner and Western Star branded trucks, as well as offers a range of used trucks. Further, it imports and distributes Western Star heavy-duty trucks, MAN heavy and medium duty trucks and buses, and Dennis Eagle refuse collection vehicles with associated parts. Additionally, the company distributes diesel and gas engines, and power systems. Penske Automotive Group, Inc. was incorporated in 1990 and is headquartered in Bloomfield Hills, Michigan.",27000,"{'maxAge': 1, 'name': 'Mr. Shane M. Spradlin', 'age': 52, 'title': 'Exec. VP, Gen. Counsel & Sec.', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 1341637, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,2,4,3,1693526400,1672444800,86400,2,167.94,167.45,162.63,168.0114,167.94,167.45,162.63,168.0114,2.56,0.0156,1691539200,0.1349,2.38,1.238243,9.326694,10.28688,1029468,1029468,397901,370560,370560,160.62,163.9,900,800,11028204544,94.49,180.84,0.3837232,167.9648,144.5165,2.56,0.015243539,USD,18254598144,0.04305,18317295,67298496,4012856,3281761,1690761600,1693440000,0.0596,0.21408,0.79597,7.44,0.2195,67298496,65.108,2.5168948,1672444800,1703980800,1688083200,-0.196,1237200000,17.57,15.93,16.88,2:1,1149206400,0.635,11.523,0.5323546,0.14113986,0.72,1691539200,NYQ,EQUITY,PAG,PAG,"Penske Automotive Group, Inc.","Penske Automotive Group, Inc.",846077400,America/New_York,EDT,3d310a5d-9a69-3485-bfd9-705abd8ca781,finmb_365436,-14400000,163.87,205.0,107.0,168.4,169.0,2.9,hold,5,119600000,1.777,1584199936,7318400000,0.199,1.004,28739999744,165.961,407.69,0.06415,0.28809,4838800000,-288800000,1184300032,-0.105,0.081,0.17033,0.055120002,0.05054,USD,
4,2555 Telegraph Road,Bloomfield Hills,MI,48302-0954,United States,248 648 2500,https://www.penskeautomotive.com,Auto & Truck Dealerships,Auto & Truck Dealerships,Consumer Cyclical,Consumer Cyclical,"Penske Automotive Group, Inc., a diversified transportation services company, operates automotive and commercial truck dealerships in the United States and internationally. The company operates through four segments: Retail Automotive, Retail Commercial Truck, Other, and Non-Automotive Investments. It operates dealerships under franchise agreements with various automotive manufacturers and distributors. The company is also involved in the sale of new and used motor vehicles, maintenance and repair services, sale and placement of third-party finance and insurance products, third-party extended service and maintenance contracts, replacement and aftermarket automotive products, collision repair services, and wholesale of parts. In addition, it operates a heavy and medium duty truck dealership, which offers Freightliner and Western Star branded trucks, as well as offers a range of used trucks. Further, it imports and distributes Western Star heavy-duty trucks, MAN heavy and medium duty trucks and buses, and Dennis Eagle refuse collection vehicles with associated parts. Additionally, the company distributes diesel and gas engines, and power systems. Penske Automotive Group, Inc. was incorporated in 1990 and is headquartered in Bloomfield Hills, Michigan.",27000,"{'maxAge': 1, 'name': 'Mr. Claude H. Denker III', 'age': 63, 'title': 'Exec. VP of HR', 'yearBorn': 1959, 'fiscalYear': 2022, 'totalPay': 1289732, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,2,4,3,1693526400,1672444800,86400,2,167.94,167.45,162.63,168.0114,167.94,167.45,162.63,168.0114,2.56,0.0156,1691539200,0.1349,2.38,1.238243,9.326694,10.28688,1029468,1029468,397901,370560,370560,160.62,163.9,900,800,11028204544,94.49,180.84,0.3837232,167.9648,144.5165,2.56,0.015243539,USD,18254598144,0.04305,18317295,67298496,4012856,3281761,1690761600,1693440000,0.0596,0.21408,0.79597,7.44,0.2195,67298496,65.108,2.5168948,1672444800,1703980800,1688083200,-0.196,1237200000,17.57,15.93,16.88,2:1,1149206400,0.635,11.523,0.5323546,0.14113986,0.72,1691539200,NYQ,EQUITY,PAG,PAG,"Penske Automotive Group, Inc.","Penske Automotive Group, Inc.",846077400,America/New_York,EDT,3d310a5d-9a69-3485-bfd9-705abd8ca781,finmb_365436,-14400000,163.87,205.0,107.0,168.4,169.0,2.9,hold,5,119600000,1.777,1584199936,7318400000,0.199,1.004,28739999744,165.961,407.69,0.06415,0.28809,4838800000,-288800000,1184300032,-0.105,0.081,0.17033,0.055120002,0.05054,USD,
5,2555 Telegraph Road,Bloomfield Hills,MI,48302-0954,United States,248 648 2500,https://www.penskeautomotive.com,Auto & Truck Dealerships,Auto & Truck Dealerships,Consumer Cyclical,Consumer Cyclical,"Penske Automotive Group, Inc., a diversified transportation services company, operates automotive and commercial truck dealerships in the United States and internationally. The company operates through four segments: Retail Automotive, Retail Commercial Truck, Other, and Non-Automotive Investments. It operates dealerships under franchise agreements with various automotive manufacturers and distributors. The company is also involved in the sale of new and used motor vehicles, maintenance and repair services, sale and placement of third-party finance and insurance products, third-party extended service and maintenance contracts, replacement and aftermarket automotive products, collision repair services, and wholesale of parts. In addition, it operates a heavy and medium duty truck dealership, which offers Freightliner and Western Star branded trucks, as well as offers a range of used trucks. Further, it imports and distributes Western Star heavy-duty trucks, MAN heavy and medium duty trucks and buses, and Dennis Eagle refuse collection vehicles with associated parts. Additionally, the company distributes diesel and gas engines, and power systems. Penske Automotive Group, Inc. was incorporated in 1990 and is headquartered in Bloomfield Hills, Michigan.",27000,"{'maxAge': 1, 'name': 'Mr. Richard A. Hook', 'age': 47, 'title': 'Exec. VP & Chief Information Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,2,4,3,1693526400,1672444800,86400,2,167.94,167.45,162.63,168.0114,167.94,167.45,162.63,168.0114,2.56,0.0156,1691539200,0.1349,2.38,1.238243,9.326694,10.28688,1029468,1029468,397901,370560,370560,160.62,163.9,900,800,11028204544,94.49,180.84,0.3837232,167.9648,144.5165,2.56,0.015243539,USD,18254598144,0.04305,18317295,67298496,4012856,3281761,1690761600,1693440000,0.0596,0.21408,0.79597,7.44,0.2195,67298496,65.108,2.5168948,1672444800,1703980800,1688083200,-0.196,1237200000,17.57,15.93,16.88,2:1,1149206400,0.635,11.523,0.5323546,0.14113986,0.72,1691539200,NYQ,EQUITY,PAG,PAG,"Penske Automotive Group, Inc.","Penske Automotive Group, Inc.",846077400,America/New_York,EDT,3d310a5d-9a69-3485-bfd9-705abd8ca781,finmb_365436,-14400000,163.87,205.0,107.0,168.4,169.0,2.9,hold,5,119600000,1.777,1584199936,7318400000,0.199,1.004,28739999744,165.961,407.69,0.06415,0.28809,4838800000,-288800000,1184300032,-0.105,0.081,0.17033,0.055120002,0.05054,USD,
6,2555 Telegraph Road,Bloomfield Hills,MI,48302-0954,United States,248 648 2500,https://www.penskeautomotive.com,Auto & Truck Dealerships,Auto & Truck Dealerships,Consumer Cyclical,Consumer Cyclical,"Penske Automotive Group, Inc., a diversified transportation services company, operates automotive and commercial truck dealerships in the United States and internationally. The company operates through four segments: Retail Automotive, Retail Commercial Truck, Other, and Non-Automotive Investments. It operates dealerships under franchise agreements with various automotive manufacturers and distributors. The company is also involved in the sale of new and used motor vehicles, maintenance and repair services, sale and placement of third-party finance and insurance products, third-party extended service and maintenance contracts, replacement and aftermarket automotive products, collision repair services, and wholesale of parts. In addition, it operates a heavy and medium duty truck dealership, which offers Freightliner and Western Star branded trucks, as well as offers a range of used trucks. Further, it imports and distributes Western Star heavy-duty trucks, MAN heavy and medium duty trucks and buses, and Dennis Eagle refuse collection vehicles with associated parts. Additionally, the company distributes diesel and gas engines, and power systems. Penske Automotive Group, Inc. was incorporated in 1990 and is headquartered in Bloomfield Hills, Michigan.",27000,"{'maxAge': 1, 'name': 'Mr. Anthony R. Pordon', 'age': 57, 'title': 'Exec. VP of Investor Relations & Corp. Devel.', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,2,4,3,1693526400,1672444800,86400,2,167.94,167.45,162.63,168.0114,167.94,167.45,162.63,168.0114,2.56,0.0156,1691539200,0.1349,2.38,1.238243,9.326694,10.28688,1029468,1029468,397901,370560,370560,160.62,163.9,900,800,11028204544,94.49,180.84,0.3837232,167.9648,144.5165,2.56,0.015243539,USD,18254598144,0.04305,18317295,67298496,4012856,3281761,1690761600,1693440000,0.0596,0.21408,0.79597,7.44,0.2195,67298496,65.108,2.5168948,1672444800,1703980800,1688083200,-0.196,1237200000,17.57,15.93,16.88,2:1,1149206400,0.635,11.523,0.5323546,0.14113986,0.72,1691539200,NYQ,EQUITY,PAG,PAG,"Penske Automotive Group, Inc.","Penske Automotive Group, Inc.",846077400,America/New_York,EDT,3d310a5d-9a69-3485-bfd9-705abd8ca781,finmb_365436,-14400000,163.87,205.0,107.0,168.4,169.0,2.9,hold,5,119600000,1.777,1584199936,7318400000,0.199,1.004,28739999744,165.961,407.69,0.06415,0.28809,4838800000,-288800000,1184300032,-0.105,0.081,0.17033,0.055120002,0.05054,USD,
7,2555 Telegraph Road,Bloomfield Hills,MI,48302-0954,United States,248 648 2500,https://www.penskeautomotive.com,Auto & Truck Dealerships,Auto & Truck Dealerships,Consumer Cyclical,Consumer Cyclical,"Penske Automotive Group, Inc., a diversified transportation services company, operates automotive and commercial truck dealerships in the United States and internationally. The company operates through four segments: Retail Automotive, Retail Commercial Truck, Other, and Non-Automotive Investments. It operates dealerships under franchise agreements with various automotive manufacturers and distributors. The company is also involved in the sale of new and used motor vehicles, maintenance and repair services, sale and placement of third-party finance and insurance products, third-party extended service and maintenance contracts, replacement and aftermarket automotive products, collision repair services, and wholesale of parts. In addition, it operates a heavy and medium duty truck dealership, which offers Freightliner and Western Star branded trucks, as well as offers a range of used trucks. Further, it imports and distributes Western Star heavy-duty trucks, MAN heavy and medium duty trucks and buses, and Dennis Eagle refuse collection vehicles with associated parts. Additionally, the company distributes diesel and gas engines, and power systems. Penske Automotive Group, Inc. was incorporated in 1990 and is headquartered in Bloomfield Hills, Michigan.",27000,"{'maxAge': 1, 'name': 'Ms. Tracy  Cassady', 'age': 49, 'title': 'Exec. VP of Marketing', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,2,4,3,1693526400,1672444800,86400,2,167.94,167.45,162.63,168.0114,167.94,167.45,162.63,168.0114,2.56,0.0156,1691539200,0.1349,2.38,1.238243,9.326694,10.28688,1029468,1029468,397901,370560,370560,160.62,163.9,900,800,11028204544,94.49,180.84,0.3837232,167.9648,144.5165,2.56,0.015243539,USD,18254598144,0.04305,18317295,67298496,4012856,3281761,1690761600,1693440000,0.0596,0.21408,0.79597,7.44,0.2195,67298496,65.108,2.5168948,1672444800,1703980800,1688083200,-0.196,1237200000,17.57,15.93,16.88,2:1,1149206400,0.635,11.523,0.5323546,0.14113986,0.72,1691539200,NYQ,EQUITY,PAG,PAG,"Penske Automotive Group, Inc.","Penske Automotive Group, Inc.",846077400,America/New_York,EDT,3d310a5d-9a69-3485-bfd9-705abd8ca781,finmb_365436,-14400000,163.87,205.0,107.0,168.4,169.0,2.9,hold,5,119600000,1.777,1584199936,7318400000,0.199,1.004,28739999744,165.961,407.69,0.06415,0.28809,4838800000,-288800000,1184300032,-0.105,0.081,0.17033,0.055120002,0.05054,USD,
8,2555 Telegraph Road,Bloomfield Hills,MI,48302-0954,United States,248 648 2500,https://www.penskeautomotive.com,Auto & Truck Dealerships,Auto & Truck Dealerships,Consumer Cyclical,Consumer Cyclical,"Penske Automotive Group, Inc., a diversified transportation services company, operates automotive and commercial truck dealerships in the United States and internationally. The company operates through four segments: Retail Automotive, Retail Commercial Truck, Other, and Non-Automotive Investments. It operates dealerships under franchise agreements with various automotive manufacturers and distributors. The company is also involved in the sale of new and used motor vehicles, maintenance and repair services, sale and placement of third-party finance and insurance products, third-party extended service and maintenance contracts, replacement and aftermarket automotive products, collision repair services, and wholesale of parts. In addition, it operates a heavy and medium duty truck dealership, which offers Freightliner and Western Star branded trucks, as well as offers a range of used trucks. Further, it imports and distributes Western Star heavy-duty trucks, MAN heavy and medium duty trucks and buses, and Dennis Eagle refuse collection vehicles with associated parts. Additionally, the company distributes diesel and gas engines, and power systems. Penske Automotive Group, Inc. was incorporated in 1990 and is headquartered in Bloomfield Hills, Michigan.",27000,"{'maxAge': 1, 'name': 'Mr. George W. Brochick', 'age': 77, 'title': 'Exec. VP of Strategic Devel.', 'yearBorn': 1945, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,2,4,3,1693526400,1672444800,86400,2,167.94,167.45,162.63,168.0114,167.94,167.45,162.63,168.0114,2.56,0.0156,1691539200,0.1349,2.38,1.238243,9.326694,10.28688,1029468,1029468,397901,370560,370560,160.62,163.9,900,800,11028204544,94.49,180.84,0.3837232,167.9648,144.5165,2.56,0.015243539,USD,18254598144,0.04305,18317295,67298496,4012856,3281761,1690761600,1693440000,0.0596,0.21408,0.79597,7.44,0.2195,67298496,65.108,2.5168948,1672444800,1703980800,1688083200,-0.196,1237200000,17.57,15.93,16.88,2:1,1149206400,0.635,11.523,0.5323546,0.14113986,0.72,1691539200,NYQ,EQUITY,PAG,PAG,"Penske Automotive Group, Inc.","Penske Automotive Group, Inc.",846077400,America/New_York,EDT,3d310a5d-9a69-3485-bfd9-705abd8ca781,finmb_365436,-14400000,163.87,205.0,107.0,168.4,169.0,2.9,hold,5,119600000,1.777,1584199936,7318400000,0.199,1.004,28739999744,165.961,407.69,0.06415,0.28809,4838800000,-288800000,1184300032,-0.105,0.081,0.17033,0.055120002,0.05054,USD,
9,2555 Telegraph Road,Bloomfield Hills,MI,48302-0954,United States,248 648 2500,https://www.penskeautomotive.com,Auto & Truck Dealerships,Auto & Truck Dealerships,Consumer Cyclical,Consumer Cyclical,"Penske Automotive Group, Inc., a diversified transportation services company, operates automotive and commercial truck dealerships in the United States and internationally. The company operates through four segments: Retail Automotive, Retail Commercial Truck, Other, and Non-Automotive Investments. It operates dealerships under franchise agreements with various automotive manufacturers and distributors. The company is also involved in the sale of new and used motor vehicles, maintenance and repair services, sale and placement of third-party finance and insurance products, third-party extended service and maintenance contracts, replacement and aftermarket automotive products, collision repair services, and wholesale of parts. In addition, it operates a heavy and medium duty truck dealership, which offers Freightliner and Western Star branded trucks, as well as offers a range of used trucks. Further, it imports and distributes Western Star heavy-duty trucks, MAN heavy and medium duty trucks and buses, and Dennis Eagle refuse collection vehicles with associated parts. Additionally, the company distributes diesel and gas engines, and power systems. Penske Automotive Group, Inc. was incorporated in 1990 and is headquartered in Bloomfield Hills, Michigan.",27000,"{'maxAge': 1, 'name': 'Mr. Bernie  Wolfe', 'title': 'Exec. VP of Western Region U.S Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,2,4,3,1693526400,1672444800,86400,2,167.94,167.45,162.63,168.0114,167.94,167.45,162.63,168.0114,2.56,0.0156,1691539200,0.1349,2.38,1.238243,9.326694,10.28688,1029468,1029468,397901,370560,370560,160.62,163.9,900,800,11028204544,94.49,180.84,0.3837232,167.9648,144.5165,2.56,0.015243539,USD,18254598144,0.04305,18317295,67298496,4012856,3281761,1690761600,1693440000,0.0596,0.21408,0.79597,7.44,0.2195,67298496,65.108,2.5168948,1672444800,1703980800,1688083200,-0.196,1237200000,17.57,15.93,16.88,2:1,1149206400,0.635,11.523,0.5323546,0.14113986,0.72,1691539200,NYQ,EQUITY,PAG,PAG,"Penske Automotive Group, Inc.","Penske Automotive Group, Inc.",846077400,America/New_York,EDT,3d310a5d-9a69-3485-bfd9-705abd8ca781,finmb_365436,-14400000,163.87,205.0,107.0,168.4,169.0,2.9,hold,5,119600000,1.777,1584199936,7318400000,0.199,1.004,28739999744,165.961,407.69,0.06415,0.28809,4838800000,-288800000,1184300032,-0.105,0.081,0.17033,0.055120002,0.05054,USD,
