,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Forward House,17 High Street,Henley-in-Arden,B95 5AA,United Kingdom,44 3302 231 430,https://www.mercia.co.uk,Asset Management,Financial Services,"Mercia Asset Management PLC is a private equity and venture capital firm specializing in incubation, seed EIS, early stage, emerging growth, mid venture, late stage and growth capital investments. It invests in technology focusing on sectors such as digital entertainment, consumer services, media, retailing, energy, healthcare, industrials, materials, real estate, telecommunication services, gaming, internet, software, electronics and hardware, advanced materials, transportation, biosciences, engineering and specialist manufacturing, and life sciences. The firm invests in Midlands, North of the United Kingdom, the North of England, and Scotland. It typically invest between £1 million ($1.25 million) and £10 million ($12.52 million). The firm also makes equity investments in companies either directly or via its funds under management and can also provide investments in form of debt or convertible securities. It prefers to take majority or minority stake in its portfolio companies. It seeks board position in its portfolio companies. Mercia Asset Management PLC was founded in April, 2014 and is based in Henley-in-Arden, United Kingdom with additional offices in Europe.",142,"{'maxAge': 1, 'name': 'Dr. Mark Andrew Payton Ph.D.', 'age': 54, 'title': 'CEO,MD & Director', 'yearBorn': 1968, 'fiscalYear': 2023, 'totalPay': 469000, 'exercisedValue': 0, 'unexercisedValue': 19877}",1703980800,86400,2,26.7,26.406,26.4,26.8,26.7,26.406,26.4,26.8,0.01,0.0322,1695859200,1.3175,1.09572,2680.0,26.8,136473,136473,392695,140179,140179,26.4,27.0,0,0,119683704,23.0,35.0,4.624385,26.42,28.2235,0.009,0.0003370786,GBp,82310184,0.10958,346430902,446580992,0.26913,0.52309,0.454,59.030834,1680220800,1711843200,1680220800,2836000,0.01,1.0,3.18,21.111,LSE,EQUITY,MERC.L,MERC.L,MERCIA ASSET MANAGEMENT PLC ORD,Mercia Asset Management PLC,1418889600,Europe/London,BST,3600000,26.8,61.0,61.0,61.0,61.0,1.5,strong_buy,1,37834000,0.085,3899000,907000,4.854,4.971,25881000,0.447,0.059,0.0043099998,0.01406,25881000,25375,1200000,0.306,1.0,0.15065,0.057729997,GBP,
1,Forward House,17 High Street,Henley-in-Arden,B95 5AA,United Kingdom,44 3302 231 430,https://www.mercia.co.uk,Asset Management,Financial Services,"Mercia Asset Management PLC is a private equity and venture capital firm specializing in incubation, seed EIS, early stage, emerging growth, mid venture, late stage and growth capital investments. It invests in technology focusing on sectors such as digital entertainment, consumer services, media, retailing, energy, healthcare, industrials, materials, real estate, telecommunication services, gaming, internet, software, electronics and hardware, advanced materials, transportation, biosciences, engineering and specialist manufacturing, and life sciences. The firm invests in Midlands, North of the United Kingdom, the North of England, and Scotland. It typically invest between £1 million ($1.25 million) and £10 million ($12.52 million). The firm also makes equity investments in companies either directly or via its funds under management and can also provide investments in form of debt or convertible securities. It prefers to take majority or minority stake in its portfolio companies. It seeks board position in its portfolio companies. Mercia Asset Management PLC was founded in April, 2014 and is based in Henley-in-Arden, United Kingdom with additional offices in Europe.",142,"{'maxAge': 1, 'name': 'Mr. Raymond Kenneth Chamberlain', 'age': 77, 'title': 'Co-Founder & Non-Exec. Director', 'yearBorn': 1945, 'fiscalYear': 2023, 'totalPay': 40000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,26.7,26.406,26.4,26.8,26.7,26.406,26.4,26.8,0.01,0.0322,1695859200,1.3175,1.09572,2680.0,26.8,136473,136473,392695,140179,140179,26.4,27.0,0,0,119683704,23.0,35.0,4.624385,26.42,28.2235,0.009,0.0003370786,GBp,82310184,0.10958,346430902,446580992,0.26913,0.52309,0.454,59.030834,1680220800,1711843200,1680220800,2836000,0.01,1.0,3.18,21.111,LSE,EQUITY,MERC.L,MERC.L,MERCIA ASSET MANAGEMENT PLC ORD,Mercia Asset Management PLC,1418889600,Europe/London,BST,3600000,26.8,61.0,61.0,61.0,61.0,1.5,strong_buy,1,37834000,0.085,3899000,907000,4.854,4.971,25881000,0.447,0.059,0.0043099998,0.01406,25881000,25375,1200000,0.306,1.0,0.15065,0.057729997,GBP,
2,Forward House,17 High Street,Henley-in-Arden,B95 5AA,United Kingdom,44 3302 231 430,https://www.mercia.co.uk,Asset Management,Financial Services,"Mercia Asset Management PLC is a private equity and venture capital firm specializing in incubation, seed EIS, early stage, emerging growth, mid venture, late stage and growth capital investments. It invests in technology focusing on sectors such as digital entertainment, consumer services, media, retailing, energy, healthcare, industrials, materials, real estate, telecommunication services, gaming, internet, software, electronics and hardware, advanced materials, transportation, biosciences, engineering and specialist manufacturing, and life sciences. The firm invests in Midlands, North of the United Kingdom, the North of England, and Scotland. It typically invest between £1 million ($1.25 million) and £10 million ($12.52 million). The firm also makes equity investments in companies either directly or via its funds under management and can also provide investments in form of debt or convertible securities. It prefers to take majority or minority stake in its portfolio companies. It seeks board position in its portfolio companies. Mercia Asset Management PLC was founded in April, 2014 and is based in Henley-in-Arden, United Kingdom with additional offices in Europe.",142,"{'maxAge': 1, 'name': 'Mr. Martin James Glanfield', 'age': 62, 'title': 'CFO & Director', 'yearBorn': 1960, 'fiscalYear': 2023, 'totalPay': 384000, 'exercisedValue': 0, 'unexercisedValue': 17284}",1703980800,86400,2,26.7,26.406,26.4,26.8,26.7,26.406,26.4,26.8,0.01,0.0322,1695859200,1.3175,1.09572,2680.0,26.8,136473,136473,392695,140179,140179,26.4,27.0,0,0,119683704,23.0,35.0,4.624385,26.42,28.2235,0.009,0.0003370786,GBp,82310184,0.10958,346430902,446580992,0.26913,0.52309,0.454,59.030834,1680220800,1711843200,1680220800,2836000,0.01,1.0,3.18,21.111,LSE,EQUITY,MERC.L,MERC.L,MERCIA ASSET MANAGEMENT PLC ORD,Mercia Asset Management PLC,1418889600,Europe/London,BST,3600000,26.8,61.0,61.0,61.0,61.0,1.5,strong_buy,1,37834000,0.085,3899000,907000,4.854,4.971,25881000,0.447,0.059,0.0043099998,0.01406,25881000,25375,1200000,0.306,1.0,0.15065,0.057729997,GBP,
3,Forward House,17 High Street,Henley-in-Arden,B95 5AA,United Kingdom,44 3302 231 430,https://www.mercia.co.uk,Asset Management,Financial Services,"Mercia Asset Management PLC is a private equity and venture capital firm specializing in incubation, seed EIS, early stage, emerging growth, mid venture, late stage and growth capital investments. It invests in technology focusing on sectors such as digital entertainment, consumer services, media, retailing, energy, healthcare, industrials, materials, real estate, telecommunication services, gaming, internet, software, electronics and hardware, advanced materials, transportation, biosciences, engineering and specialist manufacturing, and life sciences. The firm invests in Midlands, North of the United Kingdom, the North of England, and Scotland. It typically invest between £1 million ($1.25 million) and £10 million ($12.52 million). The firm also makes equity investments in companies either directly or via its funds under management and can also provide investments in form of debt or convertible securities. It prefers to take majority or minority stake in its portfolio companies. It seeks board position in its portfolio companies. Mercia Asset Management PLC was founded in April, 2014 and is based in Henley-in-Arden, United Kingdom with additional offices in Europe.",142,"{'maxAge': 1, 'name': 'Mr. Julian George Viggars', 'age': 54, 'title': 'Chief Investment Officer & Director', 'yearBorn': 1968, 'fiscalYear': 2023, 'totalPay': 383000, 'exercisedValue': 0, 'unexercisedValue': 17284}",1703980800,86400,2,26.7,26.406,26.4,26.8,26.7,26.406,26.4,26.8,0.01,0.0322,1695859200,1.3175,1.09572,2680.0,26.8,136473,136473,392695,140179,140179,26.4,27.0,0,0,119683704,23.0,35.0,4.624385,26.42,28.2235,0.009,0.0003370786,GBp,82310184,0.10958,346430902,446580992,0.26913,0.52309,0.454,59.030834,1680220800,1711843200,1680220800,2836000,0.01,1.0,3.18,21.111,LSE,EQUITY,MERC.L,MERC.L,MERCIA ASSET MANAGEMENT PLC ORD,Mercia Asset Management PLC,1418889600,Europe/London,BST,3600000,26.8,61.0,61.0,61.0,61.0,1.5,strong_buy,1,37834000,0.085,3899000,907000,4.854,4.971,25881000,0.447,0.059,0.0043099998,0.01406,25881000,25375,1200000,0.306,1.0,0.15065,0.057729997,GBP,
4,Forward House,17 High Street,Henley-in-Arden,B95 5AA,United Kingdom,44 3302 231 430,https://www.mercia.co.uk,Asset Management,Financial Services,"Mercia Asset Management PLC is a private equity and venture capital firm specializing in incubation, seed EIS, early stage, emerging growth, mid venture, late stage and growth capital investments. It invests in technology focusing on sectors such as digital entertainment, consumer services, media, retailing, energy, healthcare, industrials, materials, real estate, telecommunication services, gaming, internet, software, electronics and hardware, advanced materials, transportation, biosciences, engineering and specialist manufacturing, and life sciences. The firm invests in Midlands, North of the United Kingdom, the North of England, and Scotland. It typically invest between £1 million ($1.25 million) and £10 million ($12.52 million). The firm also makes equity investments in companies either directly or via its funds under management and can also provide investments in form of debt or convertible securities. It prefers to take majority or minority stake in its portfolio companies. It seeks board position in its portfolio companies. Mercia Asset Management PLC was founded in April, 2014 and is based in Henley-in-Arden, United Kingdom with additional offices in Europe.",142,"{'maxAge': 1, 'name': 'Dr. Paul  Mattick Ph.D.', 'title': 'Head of Sales & Private Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,26.7,26.406,26.4,26.8,26.7,26.406,26.4,26.8,0.01,0.0322,1695859200,1.3175,1.09572,2680.0,26.8,136473,136473,392695,140179,140179,26.4,27.0,0,0,119683704,23.0,35.0,4.624385,26.42,28.2235,0.009,0.0003370786,GBp,82310184,0.10958,346430902,446580992,0.26913,0.52309,0.454,59.030834,1680220800,1711843200,1680220800,2836000,0.01,1.0,3.18,21.111,LSE,EQUITY,MERC.L,MERC.L,MERCIA ASSET MANAGEMENT PLC ORD,Mercia Asset Management PLC,1418889600,Europe/London,BST,3600000,26.8,61.0,61.0,61.0,61.0,1.5,strong_buy,1,37834000,0.085,3899000,907000,4.854,4.971,25881000,0.447,0.059,0.0043099998,0.01406,25881000,25375,1200000,0.306,1.0,0.15065,0.057729997,GBP,
5,Forward House,17 High Street,Henley-in-Arden,B95 5AA,United Kingdom,44 3302 231 430,https://www.mercia.co.uk,Asset Management,Financial Services,"Mercia Asset Management PLC is a private equity and venture capital firm specializing in incubation, seed EIS, early stage, emerging growth, mid venture, late stage and growth capital investments. It invests in technology focusing on sectors such as digital entertainment, consumer services, media, retailing, energy, healthcare, industrials, materials, real estate, telecommunication services, gaming, internet, software, electronics and hardware, advanced materials, transportation, biosciences, engineering and specialist manufacturing, and life sciences. The firm invests in Midlands, North of the United Kingdom, the North of England, and Scotland. It typically invest between £1 million ($1.25 million) and £10 million ($12.52 million). The firm also makes equity investments in companies either directly or via its funds under management and can also provide investments in form of debt or convertible securities. It prefers to take majority or minority stake in its portfolio companies. It seeks board position in its portfolio companies. Mercia Asset Management PLC was founded in April, 2014 and is based in Henley-in-Arden, United Kingdom with additional offices in Europe.",142,"{'maxAge': 1, 'name': 'Ms. Sarah Louise Anne Williams L.L.B.', 'title': 'Group Gen. Counsel & Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,26.7,26.406,26.4,26.8,26.7,26.406,26.4,26.8,0.01,0.0322,1695859200,1.3175,1.09572,2680.0,26.8,136473,136473,392695,140179,140179,26.4,27.0,0,0,119683704,23.0,35.0,4.624385,26.42,28.2235,0.009,0.0003370786,GBp,82310184,0.10958,346430902,446580992,0.26913,0.52309,0.454,59.030834,1680220800,1711843200,1680220800,2836000,0.01,1.0,3.18,21.111,LSE,EQUITY,MERC.L,MERC.L,MERCIA ASSET MANAGEMENT PLC ORD,Mercia Asset Management PLC,1418889600,Europe/London,BST,3600000,26.8,61.0,61.0,61.0,61.0,1.5,strong_buy,1,37834000,0.085,3899000,907000,4.854,4.971,25881000,0.447,0.059,0.0043099998,0.01406,25881000,25375,1200000,0.306,1.0,0.15065,0.057729997,GBP,
6,Forward House,17 High Street,Henley-in-Arden,B95 5AA,United Kingdom,44 3302 231 430,https://www.mercia.co.uk,Asset Management,Financial Services,"Mercia Asset Management PLC is a private equity and venture capital firm specializing in incubation, seed EIS, early stage, emerging growth, mid venture, late stage and growth capital investments. It invests in technology focusing on sectors such as digital entertainment, consumer services, media, retailing, energy, healthcare, industrials, materials, real estate, telecommunication services, gaming, internet, software, electronics and hardware, advanced materials, transportation, biosciences, engineering and specialist manufacturing, and life sciences. The firm invests in Midlands, North of the United Kingdom, the North of England, and Scotland. It typically invest between £1 million ($1.25 million) and £10 million ($12.52 million). The firm also makes equity investments in companies either directly or via its funds under management and can also provide investments in form of debt or convertible securities. It prefers to take majority or minority stake in its portfolio companies. It seeks board position in its portfolio companies. Mercia Asset Management PLC was founded in April, 2014 and is based in Henley-in-Arden, United Kingdom with additional offices in Europe.",142,"{'maxAge': 1, 'name': 'Ms. Rosie  Bhattacharjee', 'title': 'Compliance Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,26.7,26.406,26.4,26.8,26.7,26.406,26.4,26.8,0.01,0.0322,1695859200,1.3175,1.09572,2680.0,26.8,136473,136473,392695,140179,140179,26.4,27.0,0,0,119683704,23.0,35.0,4.624385,26.42,28.2235,0.009,0.0003370786,GBp,82310184,0.10958,346430902,446580992,0.26913,0.52309,0.454,59.030834,1680220800,1711843200,1680220800,2836000,0.01,1.0,3.18,21.111,LSE,EQUITY,MERC.L,MERC.L,MERCIA ASSET MANAGEMENT PLC ORD,Mercia Asset Management PLC,1418889600,Europe/London,BST,3600000,26.8,61.0,61.0,61.0,61.0,1.5,strong_buy,1,37834000,0.085,3899000,907000,4.854,4.971,25881000,0.447,0.059,0.0043099998,0.01406,25881000,25375,1200000,0.306,1.0,0.15065,0.057729997,GBP,
7,Forward House,17 High Street,Henley-in-Arden,B95 5AA,United Kingdom,44 3302 231 430,https://www.mercia.co.uk,Asset Management,Financial Services,"Mercia Asset Management PLC is a private equity and venture capital firm specializing in incubation, seed EIS, early stage, emerging growth, mid venture, late stage and growth capital investments. It invests in technology focusing on sectors such as digital entertainment, consumer services, media, retailing, energy, healthcare, industrials, materials, real estate, telecommunication services, gaming, internet, software, electronics and hardware, advanced materials, transportation, biosciences, engineering and specialist manufacturing, and life sciences. The firm invests in Midlands, North of the United Kingdom, the North of England, and Scotland. It typically invest between £1 million ($1.25 million) and £10 million ($12.52 million). The firm also makes equity investments in companies either directly or via its funds under management and can also provide investments in form of debt or convertible securities. It prefers to take majority or minority stake in its portfolio companies. It seeks board position in its portfolio companies. Mercia Asset Management PLC was founded in April, 2014 and is based in Henley-in-Arden, United Kingdom with additional offices in Europe.",142,"{'maxAge': 1, 'name': 'Ms. Alison  Dwyer', 'title': 'Head of Marketing & Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,26.7,26.406,26.4,26.8,26.7,26.406,26.4,26.8,0.01,0.0322,1695859200,1.3175,1.09572,2680.0,26.8,136473,136473,392695,140179,140179,26.4,27.0,0,0,119683704,23.0,35.0,4.624385,26.42,28.2235,0.009,0.0003370786,GBp,82310184,0.10958,346430902,446580992,0.26913,0.52309,0.454,59.030834,1680220800,1711843200,1680220800,2836000,0.01,1.0,3.18,21.111,LSE,EQUITY,MERC.L,MERC.L,MERCIA ASSET MANAGEMENT PLC ORD,Mercia Asset Management PLC,1418889600,Europe/London,BST,3600000,26.8,61.0,61.0,61.0,61.0,1.5,strong_buy,1,37834000,0.085,3899000,907000,4.854,4.971,25881000,0.447,0.059,0.0043099998,0.01406,25881000,25375,1200000,0.306,1.0,0.15065,0.057729997,GBP,
8,Forward House,17 High Street,Henley-in-Arden,B95 5AA,United Kingdom,44 3302 231 430,https://www.mercia.co.uk,Asset Management,Financial Services,"Mercia Asset Management PLC is a private equity and venture capital firm specializing in incubation, seed EIS, early stage, emerging growth, mid venture, late stage and growth capital investments. It invests in technology focusing on sectors such as digital entertainment, consumer services, media, retailing, energy, healthcare, industrials, materials, real estate, telecommunication services, gaming, internet, software, electronics and hardware, advanced materials, transportation, biosciences, engineering and specialist manufacturing, and life sciences. The firm invests in Midlands, North of the United Kingdom, the North of England, and Scotland. It typically invest between £1 million ($1.25 million) and £10 million ($12.52 million). The firm also makes equity investments in companies either directly or via its funds under management and can also provide investments in form of debt or convertible securities. It prefers to take majority or minority stake in its portfolio companies. It seeks board position in its portfolio companies. Mercia Asset Management PLC was founded in April, 2014 and is based in Henley-in-Arden, United Kingdom with additional offices in Europe.",142,"{'maxAge': 1, 'name': 'Ms. Michelle  Heaselgrave', 'title': 'Head of People, Talent & Workspaces', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,26.7,26.406,26.4,26.8,26.7,26.406,26.4,26.8,0.01,0.0322,1695859200,1.3175,1.09572,2680.0,26.8,136473,136473,392695,140179,140179,26.4,27.0,0,0,119683704,23.0,35.0,4.624385,26.42,28.2235,0.009,0.0003370786,GBp,82310184,0.10958,346430902,446580992,0.26913,0.52309,0.454,59.030834,1680220800,1711843200,1680220800,2836000,0.01,1.0,3.18,21.111,LSE,EQUITY,MERC.L,MERC.L,MERCIA ASSET MANAGEMENT PLC ORD,Mercia Asset Management PLC,1418889600,Europe/London,BST,3600000,26.8,61.0,61.0,61.0,61.0,1.5,strong_buy,1,37834000,0.085,3899000,907000,4.854,4.971,25881000,0.447,0.059,0.0043099998,0.01406,25881000,25375,1200000,0.306,1.0,0.15065,0.057729997,GBP,
9,Forward House,17 High Street,Henley-in-Arden,B95 5AA,United Kingdom,44 3302 231 430,https://www.mercia.co.uk,Asset Management,Financial Services,"Mercia Asset Management PLC is a private equity and venture capital firm specializing in incubation, seed EIS, early stage, emerging growth, mid venture, late stage and growth capital investments. It invests in technology focusing on sectors such as digital entertainment, consumer services, media, retailing, energy, healthcare, industrials, materials, real estate, telecommunication services, gaming, internet, software, electronics and hardware, advanced materials, transportation, biosciences, engineering and specialist manufacturing, and life sciences. The firm invests in Midlands, North of the United Kingdom, the North of England, and Scotland. It typically invest between £1 million ($1.25 million) and £10 million ($12.52 million). The firm also makes equity investments in companies either directly or via its funds under management and can also provide investments in form of debt or convertible securities. It prefers to take majority or minority stake in its portfolio companies. It seeks board position in its portfolio companies. Mercia Asset Management PLC was founded in April, 2014 and is based in Henley-in-Arden, United Kingdom with additional offices in Europe.",142,"{'maxAge': 1, 'name': 'Ms. Ceri  Bailey', 'title': 'Head of Fund Admin. & Reporting', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,26.7,26.406,26.4,26.8,26.7,26.406,26.4,26.8,0.01,0.0322,1695859200,1.3175,1.09572,2680.0,26.8,136473,136473,392695,140179,140179,26.4,27.0,0,0,119683704,23.0,35.0,4.624385,26.42,28.2235,0.009,0.0003370786,GBp,82310184,0.10958,346430902,446580992,0.26913,0.52309,0.454,59.030834,1680220800,1711843200,1680220800,2836000,0.01,1.0,3.18,21.111,LSE,EQUITY,MERC.L,MERC.L,MERCIA ASSET MANAGEMENT PLC ORD,Mercia Asset Management PLC,1418889600,Europe/London,BST,3600000,26.8,61.0,61.0,61.0,61.0,1.5,strong_buy,1,37834000,0.085,3899000,907000,4.854,4.971,25881000,0.447,0.059,0.0043099998,0.01406,25881000,25375,1200000,0.306,1.0,0.15065,0.057729997,GBP,
