,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,126 Phillip Street,Level 18,Sydney,NSW,2000,Australia,61 2 9220 1000,61 2 9220 1001,https://www.ramsayhealth.com,Medical Care Facilities,Medical Care Facilities,Healthcare,Healthcare,"Ramsay Health Care Limited owns and operates hospitals. The company offers health care services to public and private patients. It operates facilities in approximately 530 locations in the Asia Pacific, the United Kingdom, France, and Nordics. Ramsay Health Care Limited was founded in 1964 and is based in Sydney, Australia.",89000,"{'maxAge': 1, 'name': 'Mr. Craig Ralph McNally', 'age': 61, 'title': 'CEO, MD & Exec. Director', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 3580260, 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,1,1,5,1693526400,1672444800,86400,2,51.52,52.05,51.53,52.55,51.52,52.05,51.53,52.55,0.75,0.0145000005,1693958400,0.84620005,1.89,0.572822,44.111115,24.116821,788172,788172,681652,669152,669152,51.61,51.62,0,0,11827566592,46.76,69.66,0.79040664,54.4876,61.35685,0.75,0.014557453,AUD,23863701504,0.019919999,179931136,229172000,0.21485001,0.27959,229172000,17.102,3.0177758,1688083200,1719705600,1688083200,265200000,1.17,2.14,1.03,1.595,20.407,-0.17092371,0.14113986,0.25,1693958400,ASX,EQUITY,RHC.AX,RHC.AX,RAMSAY FPO,Ramsay Health Care Limited,875664000,Australia/Sydney,AEST,4c1cf3af-3363-3ffe-9900-f11fa8ce4b5f,finmb_4469416,36000000,51.61,70.41,43.0,56.87,56.5,2.9,hold,15,720600000,3.158,1169400064,11886300160,0.797,1.022,14963900416,246.44,65.66,0.02022,0.07393,1644200000,145862496,1279600000,0.10988,0.078150004,0.04378,AUD,
1,126 Phillip Street,Level 18,Sydney,NSW,2000,Australia,61 2 9220 1000,61 2 9220 1001,https://www.ramsayhealth.com,Medical Care Facilities,Medical Care Facilities,Healthcare,Healthcare,"Ramsay Health Care Limited owns and operates hospitals. The company offers health care services to public and private patients. It operates facilities in approximately 530 locations in the Asia Pacific, the United Kingdom, France, and Nordics. Ramsay Health Care Limited was founded in 1964 and is based in Sydney, Australia.",89000,"{'maxAge': 1, 'name': 'Mr. Martyn J. Roberts', 'age': 54, 'title': 'Group Chief Financial Officer', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 1714548, 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,1,1,5,1693526400,1672444800,86400,2,51.52,52.05,51.53,52.55,51.52,52.05,51.53,52.55,0.75,0.0145000005,1693958400,0.84620005,1.89,0.572822,44.111115,24.116821,788172,788172,681652,669152,669152,51.61,51.62,0,0,11827566592,46.76,69.66,0.79040664,54.4876,61.35685,0.75,0.014557453,AUD,23863701504,0.019919999,179931136,229172000,0.21485001,0.27959,229172000,17.102,3.0177758,1688083200,1719705600,1688083200,265200000,1.17,2.14,1.03,1.595,20.407,-0.17092371,0.14113986,0.25,1693958400,ASX,EQUITY,RHC.AX,RHC.AX,RAMSAY FPO,Ramsay Health Care Limited,875664000,Australia/Sydney,AEST,4c1cf3af-3363-3ffe-9900-f11fa8ce4b5f,finmb_4469416,36000000,51.61,70.41,43.0,56.87,56.5,2.9,hold,15,720600000,3.158,1169400064,11886300160,0.797,1.022,14963900416,246.44,65.66,0.02022,0.07393,1644200000,145862496,1279600000,0.10988,0.078150004,0.04378,AUD,
2,126 Phillip Street,Level 18,Sydney,NSW,2000,Australia,61 2 9220 1000,61 2 9220 1001,https://www.ramsayhealth.com,Medical Care Facilities,Medical Care Facilities,Healthcare,Healthcare,"Ramsay Health Care Limited owns and operates hospitals. The company offers health care services to public and private patients. It operates facilities in approximately 530 locations in the Asia Pacific, the United Kingdom, France, and Nordics. Ramsay Health Care Limited was founded in 1964 and is based in Sydney, Australia.",89000,"{'maxAge': 1, 'name': 'Ms. Kelly  Hibbins', 'title': 'Group Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,1,1,5,1693526400,1672444800,86400,2,51.52,52.05,51.53,52.55,51.52,52.05,51.53,52.55,0.75,0.0145000005,1693958400,0.84620005,1.89,0.572822,44.111115,24.116821,788172,788172,681652,669152,669152,51.61,51.62,0,0,11827566592,46.76,69.66,0.79040664,54.4876,61.35685,0.75,0.014557453,AUD,23863701504,0.019919999,179931136,229172000,0.21485001,0.27959,229172000,17.102,3.0177758,1688083200,1719705600,1688083200,265200000,1.17,2.14,1.03,1.595,20.407,-0.17092371,0.14113986,0.25,1693958400,ASX,EQUITY,RHC.AX,RHC.AX,RAMSAY FPO,Ramsay Health Care Limited,875664000,Australia/Sydney,AEST,4c1cf3af-3363-3ffe-9900-f11fa8ce4b5f,finmb_4469416,36000000,51.61,70.41,43.0,56.87,56.5,2.9,hold,15,720600000,3.158,1169400064,11886300160,0.797,1.022,14963900416,246.44,65.66,0.02022,0.07393,1644200000,145862496,1279600000,0.10988,0.078150004,0.04378,AUD,
3,126 Phillip Street,Level 18,Sydney,NSW,2000,Australia,61 2 9220 1000,61 2 9220 1001,https://www.ramsayhealth.com,Medical Care Facilities,Medical Care Facilities,Healthcare,Healthcare,"Ramsay Health Care Limited owns and operates hospitals. The company offers health care services to public and private patients. It operates facilities in approximately 530 locations in the Asia Pacific, the United Kingdom, France, and Nordics. Ramsay Health Care Limited was founded in 1964 and is based in Sydney, Australia.",89000,"{'maxAge': 1, 'name': 'Ms. Henrietta  Rowe BECON, L.L.B.', 'title': 'Group Gen. Counsel & Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,1,1,5,1693526400,1672444800,86400,2,51.52,52.05,51.53,52.55,51.52,52.05,51.53,52.55,0.75,0.0145000005,1693958400,0.84620005,1.89,0.572822,44.111115,24.116821,788172,788172,681652,669152,669152,51.61,51.62,0,0,11827566592,46.76,69.66,0.79040664,54.4876,61.35685,0.75,0.014557453,AUD,23863701504,0.019919999,179931136,229172000,0.21485001,0.27959,229172000,17.102,3.0177758,1688083200,1719705600,1688083200,265200000,1.17,2.14,1.03,1.595,20.407,-0.17092371,0.14113986,0.25,1693958400,ASX,EQUITY,RHC.AX,RHC.AX,RAMSAY FPO,Ramsay Health Care Limited,875664000,Australia/Sydney,AEST,4c1cf3af-3363-3ffe-9900-f11fa8ce4b5f,finmb_4469416,36000000,51.61,70.41,43.0,56.87,56.5,2.9,hold,15,720600000,3.158,1169400064,11886300160,0.797,1.022,14963900416,246.44,65.66,0.02022,0.07393,1644200000,145862496,1279600000,0.10988,0.078150004,0.04378,AUD,
4,126 Phillip Street,Level 18,Sydney,NSW,2000,Australia,61 2 9220 1000,61 2 9220 1001,https://www.ramsayhealth.com,Medical Care Facilities,Medical Care Facilities,Healthcare,Healthcare,"Ramsay Health Care Limited owns and operates hospitals. The company offers health care services to public and private patients. It operates facilities in approximately 530 locations in the Asia Pacific, the United Kingdom, France, and Nordics. Ramsay Health Care Limited was founded in 1964 and is based in Sydney, Australia.",89000,"{'maxAge': 1, 'name': 'Ms. Colleen  Harris', 'age': 54, 'title': 'Group Chief People Officer', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,1,1,5,1693526400,1672444800,86400,2,51.52,52.05,51.53,52.55,51.52,52.05,51.53,52.55,0.75,0.0145000005,1693958400,0.84620005,1.89,0.572822,44.111115,24.116821,788172,788172,681652,669152,669152,51.61,51.62,0,0,11827566592,46.76,69.66,0.79040664,54.4876,61.35685,0.75,0.014557453,AUD,23863701504,0.019919999,179931136,229172000,0.21485001,0.27959,229172000,17.102,3.0177758,1688083200,1719705600,1688083200,265200000,1.17,2.14,1.03,1.595,20.407,-0.17092371,0.14113986,0.25,1693958400,ASX,EQUITY,RHC.AX,RHC.AX,RAMSAY FPO,Ramsay Health Care Limited,875664000,Australia/Sydney,AEST,4c1cf3af-3363-3ffe-9900-f11fa8ce4b5f,finmb_4469416,36000000,51.61,70.41,43.0,56.87,56.5,2.9,hold,15,720600000,3.158,1169400064,11886300160,0.797,1.022,14963900416,246.44,65.66,0.02022,0.07393,1644200000,145862496,1279600000,0.10988,0.078150004,0.04378,AUD,
5,126 Phillip Street,Level 18,Sydney,NSW,2000,Australia,61 2 9220 1000,61 2 9220 1001,https://www.ramsayhealth.com,Medical Care Facilities,Medical Care Facilities,Healthcare,Healthcare,"Ramsay Health Care Limited owns and operates hospitals. The company offers health care services to public and private patients. It operates facilities in approximately 530 locations in the Asia Pacific, the United Kingdom, France, and Nordics. Ramsay Health Care Limited was founded in 1964 and is based in Sydney, Australia.",89000,"{'maxAge': 1, 'name': 'Mr. Andrew  Wearne', 'title': 'Group Chief Risk Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,1,1,5,1693526400,1672444800,86400,2,51.52,52.05,51.53,52.55,51.52,52.05,51.53,52.55,0.75,0.0145000005,1693958400,0.84620005,1.89,0.572822,44.111115,24.116821,788172,788172,681652,669152,669152,51.61,51.62,0,0,11827566592,46.76,69.66,0.79040664,54.4876,61.35685,0.75,0.014557453,AUD,23863701504,0.019919999,179931136,229172000,0.21485001,0.27959,229172000,17.102,3.0177758,1688083200,1719705600,1688083200,265200000,1.17,2.14,1.03,1.595,20.407,-0.17092371,0.14113986,0.25,1693958400,ASX,EQUITY,RHC.AX,RHC.AX,RAMSAY FPO,Ramsay Health Care Limited,875664000,Australia/Sydney,AEST,4c1cf3af-3363-3ffe-9900-f11fa8ce4b5f,finmb_4469416,36000000,51.61,70.41,43.0,56.87,56.5,2.9,hold,15,720600000,3.158,1169400064,11886300160,0.797,1.022,14963900416,246.44,65.66,0.02022,0.07393,1644200000,145862496,1279600000,0.10988,0.078150004,0.04378,AUD,
6,126 Phillip Street,Level 18,Sydney,NSW,2000,Australia,61 2 9220 1000,61 2 9220 1001,https://www.ramsayhealth.com,Medical Care Facilities,Medical Care Facilities,Healthcare,Healthcare,"Ramsay Health Care Limited owns and operates hospitals. The company offers health care services to public and private patients. It operates facilities in approximately 530 locations in the Asia Pacific, the United Kingdom, France, and Nordics. Ramsay Health Care Limited was founded in 1964 and is based in Sydney, Australia.",89000,"{'maxAge': 1, 'name': 'Sir Edward  Byrne AC, DSc, FMEDSCI, FRACP, FRCP, FTSE, M.D., MBA', 'age': 70, 'title': 'Group Chief Medical Officer', 'yearBorn': 1952, 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,1,1,5,1693526400,1672444800,86400,2,51.52,52.05,51.53,52.55,51.52,52.05,51.53,52.55,0.75,0.0145000005,1693958400,0.84620005,1.89,0.572822,44.111115,24.116821,788172,788172,681652,669152,669152,51.61,51.62,0,0,11827566592,46.76,69.66,0.79040664,54.4876,61.35685,0.75,0.014557453,AUD,23863701504,0.019919999,179931136,229172000,0.21485001,0.27959,229172000,17.102,3.0177758,1688083200,1719705600,1688083200,265200000,1.17,2.14,1.03,1.595,20.407,-0.17092371,0.14113986,0.25,1693958400,ASX,EQUITY,RHC.AX,RHC.AX,RAMSAY FPO,Ramsay Health Care Limited,875664000,Australia/Sydney,AEST,4c1cf3af-3363-3ffe-9900-f11fa8ce4b5f,finmb_4469416,36000000,51.61,70.41,43.0,56.87,56.5,2.9,hold,15,720600000,3.158,1169400064,11886300160,0.797,1.022,14963900416,246.44,65.66,0.02022,0.07393,1644200000,145862496,1279600000,0.10988,0.078150004,0.04378,AUD,
7,126 Phillip Street,Level 18,Sydney,NSW,2000,Australia,61 2 9220 1000,61 2 9220 1001,https://www.ramsayhealth.com,Medical Care Facilities,Medical Care Facilities,Healthcare,Healthcare,"Ramsay Health Care Limited owns and operates hospitals. The company offers health care services to public and private patients. It operates facilities in approximately 530 locations in the Asia Pacific, the United Kingdom, France, and Nordics. Ramsay Health Care Limited was founded in 1964 and is based in Sydney, Australia.",89000,"{'maxAge': 1, 'name': 'Mr. Kah Peng Hong', 'age': 49, 'title': 'Group Chief Exec. Officer of Ramsay Sime Darby Health Care', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,1,1,5,1693526400,1672444800,86400,2,51.52,52.05,51.53,52.55,51.52,52.05,51.53,52.55,0.75,0.0145000005,1693958400,0.84620005,1.89,0.572822,44.111115,24.116821,788172,788172,681652,669152,669152,51.61,51.62,0,0,11827566592,46.76,69.66,0.79040664,54.4876,61.35685,0.75,0.014557453,AUD,23863701504,0.019919999,179931136,229172000,0.21485001,0.27959,229172000,17.102,3.0177758,1688083200,1719705600,1688083200,265200000,1.17,2.14,1.03,1.595,20.407,-0.17092371,0.14113986,0.25,1693958400,ASX,EQUITY,RHC.AX,RHC.AX,RAMSAY FPO,Ramsay Health Care Limited,875664000,Australia/Sydney,AEST,4c1cf3af-3363-3ffe-9900-f11fa8ce4b5f,finmb_4469416,36000000,51.61,70.41,43.0,56.87,56.5,2.9,hold,15,720600000,3.158,1169400064,11886300160,0.797,1.022,14963900416,246.44,65.66,0.02022,0.07393,1644200000,145862496,1279600000,0.10988,0.078150004,0.04378,AUD,
8,126 Phillip Street,Level 18,Sydney,NSW,2000,Australia,61 2 9220 1000,61 2 9220 1001,https://www.ramsayhealth.com,Medical Care Facilities,Medical Care Facilities,Healthcare,Healthcare,"Ramsay Health Care Limited owns and operates hospitals. The company offers health care services to public and private patients. It operates facilities in approximately 530 locations in the Asia Pacific, the United Kingdom, France, and Nordics. Ramsay Health Care Limited was founded in 1964 and is based in Sydney, Australia.",89000,"{'maxAge': 1, 'name': 'Doug  Meagher', 'title': 'CFO of Ramsay Australia', 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,1,1,5,1693526400,1672444800,86400,2,51.52,52.05,51.53,52.55,51.52,52.05,51.53,52.55,0.75,0.0145000005,1693958400,0.84620005,1.89,0.572822,44.111115,24.116821,788172,788172,681652,669152,669152,51.61,51.62,0,0,11827566592,46.76,69.66,0.79040664,54.4876,61.35685,0.75,0.014557453,AUD,23863701504,0.019919999,179931136,229172000,0.21485001,0.27959,229172000,17.102,3.0177758,1688083200,1719705600,1688083200,265200000,1.17,2.14,1.03,1.595,20.407,-0.17092371,0.14113986,0.25,1693958400,ASX,EQUITY,RHC.AX,RHC.AX,RAMSAY FPO,Ramsay Health Care Limited,875664000,Australia/Sydney,AEST,4c1cf3af-3363-3ffe-9900-f11fa8ce4b5f,finmb_4469416,36000000,51.61,70.41,43.0,56.87,56.5,2.9,hold,15,720600000,3.158,1169400064,11886300160,0.797,1.022,14963900416,246.44,65.66,0.02022,0.07393,1644200000,145862496,1279600000,0.10988,0.078150004,0.04378,AUD,
9,126 Phillip Street,Level 18,Sydney,NSW,2000,Australia,61 2 9220 1000,61 2 9220 1001,https://www.ramsayhealth.com,Medical Care Facilities,Medical Care Facilities,Healthcare,Healthcare,"Ramsay Health Care Limited owns and operates hospitals. The company offers health care services to public and private patients. It operates facilities in approximately 530 locations in the Asia Pacific, the United Kingdom, France, and Nordics. Ramsay Health Care Limited was founded in 1964 and is based in Sydney, Australia.",89000,"{'maxAge': 1, 'name': 'Dr. Rachna  Gandhi', 'title': 'Global Chief Digital & Data Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,1,1,5,1693526400,1672444800,86400,2,51.52,52.05,51.53,52.55,51.52,52.05,51.53,52.55,0.75,0.0145000005,1693958400,0.84620005,1.89,0.572822,44.111115,24.116821,788172,788172,681652,669152,669152,51.61,51.62,0,0,11827566592,46.76,69.66,0.79040664,54.4876,61.35685,0.75,0.014557453,AUD,23863701504,0.019919999,179931136,229172000,0.21485001,0.27959,229172000,17.102,3.0177758,1688083200,1719705600,1688083200,265200000,1.17,2.14,1.03,1.595,20.407,-0.17092371,0.14113986,0.25,1693958400,ASX,EQUITY,RHC.AX,RHC.AX,RAMSAY FPO,Ramsay Health Care Limited,875664000,Australia/Sydney,AEST,4c1cf3af-3363-3ffe-9900-f11fa8ce4b5f,finmb_4469416,36000000,51.61,70.41,43.0,56.87,56.5,2.9,hold,15,720600000,3.158,1169400064,11886300160,0.797,1.022,14963900416,246.44,65.66,0.02022,0.07393,1644200000,145862496,1279600000,0.10988,0.078150004,0.04378,AUD,
