,address1,address2,city,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2091 Gyeongchung-daero,Bubal-eup,Icheon-Si,South Korea,82 31 5185 4114,https://www.skhynix.com,Semiconductors,Technology,"SK hynix Inc., together with its subsidiaries, manufactures, distributes, and sells semiconductor products in Korea, China, rest of Asia, the United States, and Europe. The company offers DRAM, NAND storage products, SSD, MCP, and CMOS image sensors for server, networking, mobile, personal computer, consumer, and automotive applications. The company was formerly known as Hynix Semiconductor Inc. and changed its name to SK hynix, Inc. in March 2012. SK hynix, Inc. was founded in 1949 and is headquartered in Icheon-si, South Korea.","{'maxAge': 1, 'name': 'Mr. Noh-Jung  Kwak', 'age': 57, 'title': 'Co-CEO & Exec. Director', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,6,1,1,1693526400,86400,2,122200.0,122900.0,121600.0,124400.0,122200.0,122900.0,121600.0,124400.0,1200.0,0.0098,1687996800,1.5,0.908909,3579662,3579662,3343302,3147604,3147604,122800.0,122900.0,0,0,86688940425216,73100.0,129000.0,2.792008,117804.0,98333.0,KRW,109541245059072,17.809801,-0.26414,538545961,708243008,0.20546,0.40008,1672444800,1703980800,1688083200,-8201302966272,-0.36,1:21,1050278400,3.528,15.167,KSC,EQUITY,000660.KS,000660.KS,SK hynix,SK hynix Inc.,946944000,Asia/Seoul,KST,32400000,122400.0,180000.0,110000.0,146823.0,150000.0,1.7,buy,30,7490867036160,10886.632,7222102851584,32786498977792,0.616,1.5,31048958214144,57.061,45140.0,-0.039470002,-0.13203,15627855000000,-8570626113536,4371574947840,-0.471,0.03433,0.2326,-0.21051,KRW,0.6686
1,2091 Gyeongchung-daero,Bubal-eup,Icheon-Si,South Korea,82 31 5185 4114,https://www.skhynix.com,Semiconductors,Technology,"SK hynix Inc., together with its subsidiaries, manufactures, distributes, and sells semiconductor products in Korea, China, rest of Asia, the United States, and Europe. The company offers DRAM, NAND storage products, SSD, MCP, and CMOS image sensors for server, networking, mobile, personal computer, consumer, and automotive applications. The company was formerly known as Hynix Semiconductor Inc. and changed its name to SK hynix, Inc. in March 2012. SK hynix, Inc. was founded in 1949 and is headquartered in Icheon-si, South Korea.","{'maxAge': 1, 'name': 'Mr. Jung-ho  Park', 'age': 59, 'title': 'CEO & Vice Chairman', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,6,1,1,1693526400,86400,2,122200.0,122900.0,121600.0,124400.0,122200.0,122900.0,121600.0,124400.0,1200.0,0.0098,1687996800,1.5,0.908909,3579662,3579662,3343302,3147604,3147604,122800.0,122900.0,0,0,86688940425216,73100.0,129000.0,2.792008,117804.0,98333.0,KRW,109541245059072,17.809801,-0.26414,538545961,708243008,0.20546,0.40008,1672444800,1703980800,1688083200,-8201302966272,-0.36,1:21,1050278400,3.528,15.167,KSC,EQUITY,000660.KS,000660.KS,SK hynix,SK hynix Inc.,946944000,Asia/Seoul,KST,32400000,122400.0,180000.0,110000.0,146823.0,150000.0,1.7,buy,30,7490867036160,10886.632,7222102851584,32786498977792,0.616,1.5,31048958214144,57.061,45140.0,-0.039470002,-0.13203,15627855000000,-8570626113536,4371574947840,-0.471,0.03433,0.2326,-0.21051,KRW,0.6686
2,2091 Gyeongchung-daero,Bubal-eup,Icheon-Si,South Korea,82 31 5185 4114,https://www.skhynix.com,Semiconductors,Technology,"SK hynix Inc., together with its subsidiaries, manufactures, distributes, and sells semiconductor products in Korea, China, rest of Asia, the United States, and Europe. The company offers DRAM, NAND storage products, SSD, MCP, and CMOS image sensors for server, networking, mobile, personal computer, consumer, and automotive applications. The company was formerly known as Hynix Semiconductor Inc. and changed its name to SK hynix, Inc. in March 2012. SK hynix, Inc. was founded in 1949 and is headquartered in Icheon-si, South Korea.","{'maxAge': 1, 'name': 'Dong Sub  Kim', 'title': 'Pres and Head of Communication & External Affairs', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,6,1,1,1693526400,86400,2,122200.0,122900.0,121600.0,124400.0,122200.0,122900.0,121600.0,124400.0,1200.0,0.0098,1687996800,1.5,0.908909,3579662,3579662,3343302,3147604,3147604,122800.0,122900.0,0,0,86688940425216,73100.0,129000.0,2.792008,117804.0,98333.0,KRW,109541245059072,17.809801,-0.26414,538545961,708243008,0.20546,0.40008,1672444800,1703980800,1688083200,-8201302966272,-0.36,1:21,1050278400,3.528,15.167,KSC,EQUITY,000660.KS,000660.KS,SK hynix,SK hynix Inc.,946944000,Asia/Seoul,KST,32400000,122400.0,180000.0,110000.0,146823.0,150000.0,1.7,buy,30,7490867036160,10886.632,7222102851584,32786498977792,0.616,1.5,31048958214144,57.061,45140.0,-0.039470002,-0.13203,15627855000000,-8570626113536,4371574947840,-0.471,0.03433,0.2326,-0.21051,KRW,0.6686
3,2091 Gyeongchung-daero,Bubal-eup,Icheon-Si,South Korea,82 31 5185 4114,https://www.skhynix.com,Semiconductors,Technology,"SK hynix Inc., together with its subsidiaries, manufactures, distributes, and sells semiconductor products in Korea, China, rest of Asia, the United States, and Europe. The company offers DRAM, NAND storage products, SSD, MCP, and CMOS image sensors for server, networking, mobile, personal computer, consumer, and automotive applications. The company was formerly known as Hynix Semiconductor Inc. and changed its name to SK hynix, Inc. in March 2012. SK hynix, Inc. was founded in 1949 and is headquartered in Icheon-si, South Korea.","{'maxAge': 1, 'name': 'Woo-Hyun  Kim', 'title': 'VP & Head of Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,6,1,1,1693526400,86400,2,122200.0,122900.0,121600.0,124400.0,122200.0,122900.0,121600.0,124400.0,1200.0,0.0098,1687996800,1.5,0.908909,3579662,3579662,3343302,3147604,3147604,122800.0,122900.0,0,0,86688940425216,73100.0,129000.0,2.792008,117804.0,98333.0,KRW,109541245059072,17.809801,-0.26414,538545961,708243008,0.20546,0.40008,1672444800,1703980800,1688083200,-8201302966272,-0.36,1:21,1050278400,3.528,15.167,KSC,EQUITY,000660.KS,000660.KS,SK hynix,SK hynix Inc.,946944000,Asia/Seoul,KST,32400000,122400.0,180000.0,110000.0,146823.0,150000.0,1.7,buy,30,7490867036160,10886.632,7222102851584,32786498977792,0.616,1.5,31048958214144,57.061,45140.0,-0.039470002,-0.13203,15627855000000,-8570626113536,4371574947840,-0.471,0.03433,0.2326,-0.21051,KRW,0.6686
4,2091 Gyeongchung-daero,Bubal-eup,Icheon-Si,South Korea,82 31 5185 4114,https://www.skhynix.com,Semiconductors,Technology,"SK hynix Inc., together with its subsidiaries, manufactures, distributes, and sells semiconductor products in Korea, China, rest of Asia, the United States, and Europe. The company offers DRAM, NAND storage products, SSD, MCP, and CMOS image sensors for server, networking, mobile, personal computer, consumer, and automotive applications. The company was formerly known as Hynix Semiconductor Inc. and changed its name to SK hynix, Inc. in March 2012. SK hynix, Inc. was founded in 1949 and is headquartered in Icheon-si, South Korea.","{'maxAge': 1, 'name': 'Seong Hwan  Park', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,6,1,1,1693526400,86400,2,122200.0,122900.0,121600.0,124400.0,122200.0,122900.0,121600.0,124400.0,1200.0,0.0098,1687996800,1.5,0.908909,3579662,3579662,3343302,3147604,3147604,122800.0,122900.0,0,0,86688940425216,73100.0,129000.0,2.792008,117804.0,98333.0,KRW,109541245059072,17.809801,-0.26414,538545961,708243008,0.20546,0.40008,1672444800,1703980800,1688083200,-8201302966272,-0.36,1:21,1050278400,3.528,15.167,KSC,EQUITY,000660.KS,000660.KS,SK hynix,SK hynix Inc.,946944000,Asia/Seoul,KST,32400000,122400.0,180000.0,110000.0,146823.0,150000.0,1.7,buy,30,7490867036160,10886.632,7222102851584,32786498977792,0.616,1.5,31048958214144,57.061,45140.0,-0.039470002,-0.13203,15627855000000,-8570626113536,4371574947840,-0.471,0.03433,0.2326,-0.21051,KRW,0.6686
5,2091 Gyeongchung-daero,Bubal-eup,Icheon-Si,South Korea,82 31 5185 4114,https://www.skhynix.com,Semiconductors,Technology,"SK hynix Inc., together with its subsidiaries, manufactures, distributes, and sells semiconductor products in Korea, China, rest of Asia, the United States, and Europe. The company offers DRAM, NAND storage products, SSD, MCP, and CMOS image sensors for server, networking, mobile, personal computer, consumer, and automotive applications. The company was formerly known as Hynix Semiconductor Inc. and changed its name to SK hynix, Inc. in March 2012. SK hynix, Inc. was founded in 1949 and is headquartered in Icheon-si, South Korea.","{'maxAge': 1, 'name': 'Sang-Rak  Lee', 'title': 'VP & Head of Sales', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,6,1,1,1693526400,86400,2,122200.0,122900.0,121600.0,124400.0,122200.0,122900.0,121600.0,124400.0,1200.0,0.0098,1687996800,1.5,0.908909,3579662,3579662,3343302,3147604,3147604,122800.0,122900.0,0,0,86688940425216,73100.0,129000.0,2.792008,117804.0,98333.0,KRW,109541245059072,17.809801,-0.26414,538545961,708243008,0.20546,0.40008,1672444800,1703980800,1688083200,-8201302966272,-0.36,1:21,1050278400,3.528,15.167,KSC,EQUITY,000660.KS,000660.KS,SK hynix,SK hynix Inc.,946944000,Asia/Seoul,KST,32400000,122400.0,180000.0,110000.0,146823.0,150000.0,1.7,buy,30,7490867036160,10886.632,7222102851584,32786498977792,0.616,1.5,31048958214144,57.061,45140.0,-0.039470002,-0.13203,15627855000000,-8570626113536,4371574947840,-0.471,0.03433,0.2326,-0.21051,KRW,0.6686
6,2091 Gyeongchung-daero,Bubal-eup,Icheon-Si,South Korea,82 31 5185 4114,https://www.skhynix.com,Semiconductors,Technology,"SK hynix Inc., together with its subsidiaries, manufactures, distributes, and sells semiconductor products in Korea, China, rest of Asia, the United States, and Europe. The company offers DRAM, NAND storage products, SSD, MCP, and CMOS image sensors for server, networking, mobile, personal computer, consumer, and automotive applications. The company was formerly known as Hynix Semiconductor Inc. and changed its name to SK hynix, Inc. in March 2012. SK hynix, Inc. was founded in 1949 and is headquartered in Icheon-si, South Korea.","{'maxAge': 1, 'name': 'Joon  Choi', 'title': 'VP & Head of Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,6,1,1,1693526400,86400,2,122200.0,122900.0,121600.0,124400.0,122200.0,122900.0,121600.0,124400.0,1200.0,0.0098,1687996800,1.5,0.908909,3579662,3579662,3343302,3147604,3147604,122800.0,122900.0,0,0,86688940425216,73100.0,129000.0,2.792008,117804.0,98333.0,KRW,109541245059072,17.809801,-0.26414,538545961,708243008,0.20546,0.40008,1672444800,1703980800,1688083200,-8201302966272,-0.36,1:21,1050278400,3.528,15.167,KSC,EQUITY,000660.KS,000660.KS,SK hynix,SK hynix Inc.,946944000,Asia/Seoul,KST,32400000,122400.0,180000.0,110000.0,146823.0,150000.0,1.7,buy,30,7490867036160,10886.632,7222102851584,32786498977792,0.616,1.5,31048958214144,57.061,45140.0,-0.039470002,-0.13203,15627855000000,-8570626113536,4371574947840,-0.471,0.03433,0.2326,-0.21051,KRW,0.6686
7,2091 Gyeongchung-daero,Bubal-eup,Icheon-Si,South Korea,82 31 5185 4114,https://www.skhynix.com,Semiconductors,Technology,"SK hynix Inc., together with its subsidiaries, manufactures, distributes, and sells semiconductor products in Korea, China, rest of Asia, the United States, and Europe. The company offers DRAM, NAND storage products, SSD, MCP, and CMOS image sensors for server, networking, mobile, personal computer, consumer, and automotive applications. The company was formerly known as Hynix Semiconductor Inc. and changed its name to SK hynix, Inc. in March 2012. SK hynix, Inc. was founded in 1949 and is headquartered in Icheon-si, South Korea.","{'maxAge': 1, 'name': 'Myoung-Soo  Park', 'title': 'Head of DRAM Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,6,1,1,1693526400,86400,2,122200.0,122900.0,121600.0,124400.0,122200.0,122900.0,121600.0,124400.0,1200.0,0.0098,1687996800,1.5,0.908909,3579662,3579662,3343302,3147604,3147604,122800.0,122900.0,0,0,86688940425216,73100.0,129000.0,2.792008,117804.0,98333.0,KRW,109541245059072,17.809801,-0.26414,538545961,708243008,0.20546,0.40008,1672444800,1703980800,1688083200,-8201302966272,-0.36,1:21,1050278400,3.528,15.167,KSC,EQUITY,000660.KS,000660.KS,SK hynix,SK hynix Inc.,946944000,Asia/Seoul,KST,32400000,122400.0,180000.0,110000.0,146823.0,150000.0,1.7,buy,30,7490867036160,10886.632,7222102851584,32786498977792,0.616,1.5,31048958214144,57.061,45140.0,-0.039470002,-0.13203,15627855000000,-8570626113536,4371574947840,-0.471,0.03433,0.2326,-0.21051,KRW,0.6686
8,2091 Gyeongchung-daero,Bubal-eup,Icheon-Si,South Korea,82 31 5185 4114,https://www.skhynix.com,Semiconductors,Technology,"SK hynix Inc., together with its subsidiaries, manufactures, distributes, and sells semiconductor products in Korea, China, rest of Asia, the United States, and Europe. The company offers DRAM, NAND storage products, SSD, MCP, and CMOS image sensors for server, networking, mobile, personal computer, consumer, and automotive applications. The company was formerly known as Hynix Semiconductor Inc. and changed its name to SK hynix, Inc. in March 2012. SK hynix, Inc. was founded in 1949 and is headquartered in Icheon-si, South Korea.","{'maxAge': 1, 'name': 'Jeong Tae  Kim', 'title': 'Head of NAND Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,6,1,1,1693526400,86400,2,122200.0,122900.0,121600.0,124400.0,122200.0,122900.0,121600.0,124400.0,1200.0,0.0098,1687996800,1.5,0.908909,3579662,3579662,3343302,3147604,3147604,122800.0,122900.0,0,0,86688940425216,73100.0,129000.0,2.792008,117804.0,98333.0,KRW,109541245059072,17.809801,-0.26414,538545961,708243008,0.20546,0.40008,1672444800,1703980800,1688083200,-8201302966272,-0.36,1:21,1050278400,3.528,15.167,KSC,EQUITY,000660.KS,000660.KS,SK hynix,SK hynix Inc.,946944000,Asia/Seoul,KST,32400000,122400.0,180000.0,110000.0,146823.0,150000.0,1.7,buy,30,7490867036160,10886.632,7222102851584,32786498977792,0.616,1.5,31048958214144,57.061,45140.0,-0.039470002,-0.13203,15627855000000,-8570626113536,4371574947840,-0.471,0.03433,0.2326,-0.21051,KRW,0.6686
9,2091 Gyeongchung-daero,Bubal-eup,Icheon-Si,South Korea,82 31 5185 4114,https://www.skhynix.com,Semiconductors,Technology,"SK hynix Inc., together with its subsidiaries, manufactures, distributes, and sells semiconductor products in Korea, China, rest of Asia, the United States, and Europe. The company offers DRAM, NAND storage products, SSD, MCP, and CMOS image sensors for server, networking, mobile, personal computer, consumer, and automotive applications. The company was formerly known as Hynix Semiconductor Inc. and changed its name to SK hynix, Inc. in March 2012. SK hynix, Inc. was founded in 1949 and is headquartered in Icheon-si, South Korea.","{'maxAge': 1, 'name': 'Seon Yong  Cha', 'title': 'VP & Head of R&D', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,6,1,1,1693526400,86400,2,122200.0,122900.0,121600.0,124400.0,122200.0,122900.0,121600.0,124400.0,1200.0,0.0098,1687996800,1.5,0.908909,3579662,3579662,3343302,3147604,3147604,122800.0,122900.0,0,0,86688940425216,73100.0,129000.0,2.792008,117804.0,98333.0,KRW,109541245059072,17.809801,-0.26414,538545961,708243008,0.20546,0.40008,1672444800,1703980800,1688083200,-8201302966272,-0.36,1:21,1050278400,3.528,15.167,KSC,EQUITY,000660.KS,000660.KS,SK hynix,SK hynix Inc.,946944000,Asia/Seoul,KST,32400000,122400.0,180000.0,110000.0,146823.0,150000.0,1.7,buy,30,7490867036160,10886.632,7222102851584,32786498977792,0.616,1.5,31048958214144,57.061,45140.0,-0.039470002,-0.13203,15627855000000,-8570626113536,4371574947840,-0.471,0.03433,0.2326,-0.21051,KRW,0.6686
