,address1,address2,city,zip,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Kioi Tower,1-3 Kioicho Chiyoda-ku,Tokyo,102-8282,Japan,https://www.z-holdings.co.jp,Internet Retail,Consumer Cyclical,"Z Holdings Corporation engages in media and commerce businesses in Japan. The company focuses on shopping and reuse businesses. It also offers membership, e-commerce, and payment-related services. The company was founded in 1996 and is headquartered in Tokyo, Japan.",28385,"{'maxAge': 1, 'name': 'Mr. Takeshi  Idezawa', 'age': 49, 'title': 'Pres, CEO & Representative Director', 'yearBorn': 1973, 'fiscalYear': 2023, 'totalPay': 610200, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,1,8,3,1693526400,1703980800,86400,4,2.91,3.0,3.0,3.0,2.91,3.0,3.0,3.0,0.08,0.0278,1711584000,0.2189,0.783408,17.647058,2,2,5193,930,930,0.0,0.0,0,0,22772338688,2.405,3.03,0.013298998,2.78288,2.71617,5.56,1.9106529,USD,380081668096,0.11152001,2612933666,7530720256,0.63585,0.14651,392.521,0.0076429034,1680220800,1711843200,1688083200,0.479,190951997440,0.17,100:1,1380153600,0.222,1.211,PNK,EQUITY,YAHOF,YAHOF,Z HOLDINGS CORPORATION,Z Holdings Corporation,1410528600,America/New_York,EDT,-14400000,3.0,none,1846595026944,246.304,313751994368,1808665018368,1.072,1.507,1712334962688,54.179,228.436,0.012519999,0.06316,1161246000000,311835000832,103264002048,0.476,0.102,0.69833,0.18323,0.09182999,JPY,
1,Kioi Tower,1-3 Kioicho Chiyoda-ku,Tokyo,102-8282,Japan,https://www.z-holdings.co.jp,Internet Retail,Consumer Cyclical,"Z Holdings Corporation engages in media and commerce businesses in Japan. The company focuses on shopping and reuse businesses. It also offers membership, e-commerce, and payment-related services. The company was founded in 1996 and is headquartered in Tokyo, Japan.",28385,"{'maxAge': 1, 'name': 'Mr. Takao  Ozawa', 'age': 50, 'title': 'Sr. Managing Corp. Officer, E-Commerce CPO, Chief Group Synergy Officer & Director', 'yearBorn': 1972, 'fiscalYear': 2023, 'totalPay': 1159380, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,1,8,3,1693526400,1703980800,86400,4,2.91,3.0,3.0,3.0,2.91,3.0,3.0,3.0,0.08,0.0278,1711584000,0.2189,0.783408,17.647058,2,2,5193,930,930,0.0,0.0,0,0,22772338688,2.405,3.03,0.013298998,2.78288,2.71617,5.56,1.9106529,USD,380081668096,0.11152001,2612933666,7530720256,0.63585,0.14651,392.521,0.0076429034,1680220800,1711843200,1688083200,0.479,190951997440,0.17,100:1,1380153600,0.222,1.211,PNK,EQUITY,YAHOF,YAHOF,Z HOLDINGS CORPORATION,Z Holdings Corporation,1410528600,America/New_York,EDT,-14400000,3.0,none,1846595026944,246.304,313751994368,1808665018368,1.072,1.507,1712334962688,54.179,228.436,0.012519999,0.06316,1161246000000,311835000832,103264002048,0.476,0.102,0.69833,0.18323,0.09182999,JPY,
2,Kioi Tower,1-3 Kioicho Chiyoda-ku,Tokyo,102-8282,Japan,https://www.z-holdings.co.jp,Internet Retail,Consumer Cyclical,"Z Holdings Corporation engages in media and commerce businesses in Japan. The company focuses on shopping and reuse businesses. It also offers membership, e-commerce, and payment-related services. The company was founded in 1996 and is headquartered in Tokyo, Japan.",28385,"{'maxAge': 1, 'name': 'Mr. Taku  Oketani', 'age': 52, 'title': 'Sr. Managing Corp. Officer, Chief Strategy Officer & Director', 'yearBorn': 1970, 'fiscalYear': 2023, 'totalPay': 908520, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,1,8,3,1693526400,1703980800,86400,4,2.91,3.0,3.0,3.0,2.91,3.0,3.0,3.0,0.08,0.0278,1711584000,0.2189,0.783408,17.647058,2,2,5193,930,930,0.0,0.0,0,0,22772338688,2.405,3.03,0.013298998,2.78288,2.71617,5.56,1.9106529,USD,380081668096,0.11152001,2612933666,7530720256,0.63585,0.14651,392.521,0.0076429034,1680220800,1711843200,1688083200,0.479,190951997440,0.17,100:1,1380153600,0.222,1.211,PNK,EQUITY,YAHOF,YAHOF,Z HOLDINGS CORPORATION,Z Holdings Corporation,1410528600,America/New_York,EDT,-14400000,3.0,none,1846595026944,246.304,313751994368,1808665018368,1.072,1.507,1712334962688,54.179,228.436,0.012519999,0.06316,1161246000000,311835000832,103264002048,0.476,0.102,0.69833,0.18323,0.09182999,JPY,
3,Kioi Tower,1-3 Kioicho Chiyoda-ku,Tokyo,102-8282,Japan,https://www.z-holdings.co.jp,Internet Retail,Consumer Cyclical,"Z Holdings Corporation engages in media and commerce businesses in Japan. The company focuses on shopping and reuse businesses. It also offers membership, e-commerce, and payment-related services. The company was founded in 1996 and is headquartered in Tokyo, Japan.",28385,"{'maxAge': 1, 'name': 'Mr. Jungho  Shin', 'age': 50, 'title': 'Group Chief Product Officer & Representative Director', 'yearBorn': 1972, 'fiscalYear': 2023, 'totalPay': 705120, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,1,8,3,1693526400,1703980800,86400,4,2.91,3.0,3.0,3.0,2.91,3.0,3.0,3.0,0.08,0.0278,1711584000,0.2189,0.783408,17.647058,2,2,5193,930,930,0.0,0.0,0,0,22772338688,2.405,3.03,0.013298998,2.78288,2.71617,5.56,1.9106529,USD,380081668096,0.11152001,2612933666,7530720256,0.63585,0.14651,392.521,0.0076429034,1680220800,1711843200,1688083200,0.479,190951997440,0.17,100:1,1380153600,0.222,1.211,PNK,EQUITY,YAHOF,YAHOF,Z HOLDINGS CORPORATION,Z Holdings Corporation,1410528600,America/New_York,EDT,-14400000,3.0,none,1846595026944,246.304,313751994368,1808665018368,1.072,1.507,1712334962688,54.179,228.436,0.012519999,0.06316,1161246000000,311835000832,103264002048,0.476,0.102,0.69833,0.18323,0.09182999,JPY,
4,Kioi Tower,1-3 Kioicho Chiyoda-ku,Tokyo,102-8282,Japan,https://www.z-holdings.co.jp,Internet Retail,Consumer Cyclical,"Z Holdings Corporation engages in media and commerce businesses in Japan. The company focuses on shopping and reuse businesses. It also offers membership, e-commerce, and payment-related services. The company was founded in 1996 and is headquartered in Tokyo, Japan.",28385,"{'maxAge': 1, 'name': 'Mr. Jun  Masuda', 'age': 44, 'title': 'Sr. Managing Corp. Officer, Director & Entertainment Chief Product Officer', 'yearBorn': 1978, 'fiscalYear': 2023, 'totalPay': 461040, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,1,8,3,1693526400,1703980800,86400,4,2.91,3.0,3.0,3.0,2.91,3.0,3.0,3.0,0.08,0.0278,1711584000,0.2189,0.783408,17.647058,2,2,5193,930,930,0.0,0.0,0,0,22772338688,2.405,3.03,0.013298998,2.78288,2.71617,5.56,1.9106529,USD,380081668096,0.11152001,2612933666,7530720256,0.63585,0.14651,392.521,0.0076429034,1680220800,1711843200,1688083200,0.479,190951997440,0.17,100:1,1380153600,0.222,1.211,PNK,EQUITY,YAHOF,YAHOF,Z HOLDINGS CORPORATION,Z Holdings Corporation,1410528600,America/New_York,EDT,-14400000,3.0,none,1846595026944,246.304,313751994368,1808665018368,1.072,1.507,1712334962688,54.179,228.436,0.012519999,0.06316,1161246000000,311835000832,103264002048,0.476,0.102,0.69833,0.18323,0.09182999,JPY,
5,Kioi Tower,1-3 Kioicho Chiyoda-ku,Tokyo,102-8282,Japan,https://www.z-holdings.co.jp,Internet Retail,Consumer Cyclical,"Z Holdings Corporation engages in media and commerce businesses in Japan. The company focuses on shopping and reuse businesses. It also offers membership, e-commerce, and payment-related services. The company was founded in 1996 and is headquartered in Tokyo, Japan.",28385,"{'maxAge': 1, 'name': 'Mr. Ryosuke  Sakaue', 'title': 'Sr. Managing Corp. Officer & Group CFO', 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,1,8,3,1693526400,1703980800,86400,4,2.91,3.0,3.0,3.0,2.91,3.0,3.0,3.0,0.08,0.0278,1711584000,0.2189,0.783408,17.647058,2,2,5193,930,930,0.0,0.0,0,0,22772338688,2.405,3.03,0.013298998,2.78288,2.71617,5.56,1.9106529,USD,380081668096,0.11152001,2612933666,7530720256,0.63585,0.14651,392.521,0.0076429034,1680220800,1711843200,1688083200,0.479,190951997440,0.17,100:1,1380153600,0.222,1.211,PNK,EQUITY,YAHOF,YAHOF,Z HOLDINGS CORPORATION,Z Holdings Corporation,1410528600,America/New_York,EDT,-14400000,3.0,none,1846595026944,246.304,313751994368,1808665018368,1.072,1.507,1712334962688,54.179,228.436,0.012519999,0.06316,1161246000000,311835000832,103264002048,0.476,0.102,0.69833,0.18323,0.09182999,JPY,
6,Kioi Tower,1-3 Kioicho Chiyoda-ku,Tokyo,102-8282,Japan,https://www.z-holdings.co.jp,Internet Retail,Consumer Cyclical,"Z Holdings Corporation engages in media and commerce businesses in Japan. The company focuses on shopping and reuse businesses. It also offers membership, e-commerce, and payment-related services. The company was founded in 1996 and is headquartered in Tokyo, Japan.",28385,"{'maxAge': 1, 'name': 'Mr. In-Joon  Hwang', 'age': 57, 'title': 'Sr. Managing Corp. Officer, Chief Global Investment Officer & Global Bus. CPO', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,1,8,3,1693526400,1703980800,86400,4,2.91,3.0,3.0,3.0,2.91,3.0,3.0,3.0,0.08,0.0278,1711584000,0.2189,0.783408,17.647058,2,2,5193,930,930,0.0,0.0,0,0,22772338688,2.405,3.03,0.013298998,2.78288,2.71617,5.56,1.9106529,USD,380081668096,0.11152001,2612933666,7530720256,0.63585,0.14651,392.521,0.0076429034,1680220800,1711843200,1688083200,0.479,190951997440,0.17,100:1,1380153600,0.222,1.211,PNK,EQUITY,YAHOF,YAHOF,Z HOLDINGS CORPORATION,Z Holdings Corporation,1410528600,America/New_York,EDT,-14400000,3.0,none,1846595026944,246.304,313751994368,1808665018368,1.072,1.507,1712334962688,54.179,228.436,0.012519999,0.06316,1161246000000,311835000832,103264002048,0.476,0.102,0.69833,0.18323,0.09182999,JPY,
7,Kioi Tower,1-3 Kioicho Chiyoda-ku,Tokyo,102-8282,Japan,https://www.z-holdings.co.jp,Internet Retail,Consumer Cyclical,"Z Holdings Corporation engages in media and commerce businesses in Japan. The company focuses on shopping and reuse businesses. It also offers membership, e-commerce, and payment-related services. The company was founded in 1996 and is headquartered in Tokyo, Japan.",28385,"{'maxAge': 1, 'name': 'Mr. Shuichi  Kukita', 'title': 'Exec. VP, Sr. Managing Corp. Officer, Chief Sales Officer & Pres of Solutions Mrktng. Grp.', 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,1,8,3,1693526400,1703980800,86400,4,2.91,3.0,3.0,3.0,2.91,3.0,3.0,3.0,0.08,0.0278,1711584000,0.2189,0.783408,17.647058,2,2,5193,930,930,0.0,0.0,0,0,22772338688,2.405,3.03,0.013298998,2.78288,2.71617,5.56,1.9106529,USD,380081668096,0.11152001,2612933666,7530720256,0.63585,0.14651,392.521,0.0076429034,1680220800,1711843200,1688083200,0.479,190951997440,0.17,100:1,1380153600,0.222,1.211,PNK,EQUITY,YAHOF,YAHOF,Z HOLDINGS CORPORATION,Z Holdings Corporation,1410528600,America/New_York,EDT,-14400000,3.0,none,1846595026944,246.304,313751994368,1808665018368,1.072,1.507,1712334962688,54.179,228.436,0.012519999,0.06316,1161246000000,311835000832,103264002048,0.476,0.102,0.69833,0.18323,0.09182999,JPY,
8,Kioi Tower,1-3 Kioicho Chiyoda-ku,Tokyo,102-8282,Japan,https://www.z-holdings.co.jp,Internet Retail,Consumer Cyclical,"Z Holdings Corporation engages in media and commerce businesses in Japan. The company focuses on shopping and reuse businesses. It also offers membership, e-commerce, and payment-related services. The company was founded in 1996 and is headquartered in Tokyo, Japan.",28385,"{'maxAge': 1, 'name': 'Tomoaki  Tanida', 'title': 'Exec. Officer, Exec. VP & GM of Fin. Division, Commerce Company', 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,1,8,3,1693526400,1703980800,86400,4,2.91,3.0,3.0,3.0,2.91,3.0,3.0,3.0,0.08,0.0278,1711584000,0.2189,0.783408,17.647058,2,2,5193,930,930,0.0,0.0,0,0,22772338688,2.405,3.03,0.013298998,2.78288,2.71617,5.56,1.9106529,USD,380081668096,0.11152001,2612933666,7530720256,0.63585,0.14651,392.521,0.0076429034,1680220800,1711843200,1688083200,0.479,190951997440,0.17,100:1,1380153600,0.222,1.211,PNK,EQUITY,YAHOF,YAHOF,Z HOLDINGS CORPORATION,Z Holdings Corporation,1410528600,America/New_York,EDT,-14400000,3.0,none,1846595026944,246.304,313751994368,1808665018368,1.072,1.507,1712334962688,54.179,228.436,0.012519999,0.06316,1161246000000,311835000832,103264002048,0.476,0.102,0.69833,0.18323,0.09182999,JPY,
9,Kioi Tower,1-3 Kioicho Chiyoda-ku,Tokyo,102-8282,Japan,https://www.z-holdings.co.jp,Internet Retail,Consumer Cyclical,"Z Holdings Corporation engages in media and commerce businesses in Japan. The company focuses on shopping and reuse businesses. It also offers membership, e-commerce, and payment-related services. The company was founded in 1996 and is headquartered in Tokyo, Japan.",28385,"{'maxAge': 1, 'name': 'Mr. Yuji  Umemura', 'age': 55, 'title': 'Chief Information Security Officer', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,1,8,3,1693526400,1703980800,86400,4,2.91,3.0,3.0,3.0,2.91,3.0,3.0,3.0,0.08,0.0278,1711584000,0.2189,0.783408,17.647058,2,2,5193,930,930,0.0,0.0,0,0,22772338688,2.405,3.03,0.013298998,2.78288,2.71617,5.56,1.9106529,USD,380081668096,0.11152001,2612933666,7530720256,0.63585,0.14651,392.521,0.0076429034,1680220800,1711843200,1688083200,0.479,190951997440,0.17,100:1,1380153600,0.222,1.211,PNK,EQUITY,YAHOF,YAHOF,Z HOLDINGS CORPORATION,Z Holdings Corporation,1410528600,America/New_York,EDT,-14400000,3.0,none,1846595026944,246.304,313751994368,1808665018368,1.072,1.507,1712334962688,54.179,228.436,0.012519999,0.06316,1161246000000,311835000832,103264002048,0.476,0.102,0.69833,0.18323,0.09182999,JPY,
