,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1932 Wynnton Road,Columbus,GA,31999,United States,706 323 3431,https://www.aflac.com,Insurance—Life,Insurance—Life,Financial Services,Financial Services,"Aflac Incorporated, through its subsidiaries, provides supplemental health and life insurance products. It operates in two segments, Aflac Japan and Aflac U.S. The Aflac Japan segment offers cancer, medical, nursing care, work leave, GIFT, and whole and term life insurance products, as well as WAYS and child endowment plans under saving type insurance products in Japan. The Aflac U.S. segment provides cancer, accident, short-term disability, critical illness, hospital indemnity, dental, vision, long-term care and disability, and term and whole life insurance products in the United States. It sells its products through sales associates, brokers, independent corporate agencies, individual agencies, and affiliated corporate agencies. The company was founded in 1955 and is headquartered in Columbus, Georgia.",12882,"{'maxAge': 1, 'name': 'Mr. Daniel Paul Amos', 'age': 70, 'title': 'Chairman & CEO', 'yearBorn': 1952, 'fiscalYear': 2022, 'totalPay': 6281210, 'exercisedValue': 0, 'unexercisedValue': 0}",2,5,1,9,5,1693526400,1672444800,86400,2,77.31,76.8,76.15,77.09,77.31,76.8,76.15,77.09,1.68,0.0217,1692662400,0.2198,2.39,0.933955,10.256032,12.400324,4272632,4272632,2215812,2606330,2606330,75.55,76.55,800,800,45451685888,56.03,78.43,2.3939579,73.9682,69.67205,1.64,0.021213297,USD,50848968704,0.24134001,588793144,594062016,12788636,11582535,1690761600,1693440000,0.0215,0.09434,0.59828997,5.6,0.0217,594062016,34.295,2.2309377,1672444800,1703980800,1688083200,0.172,4582000128,7.46,6.17,2.15,2:1,1521417600,2.678,10.115,0.2673514,0.14113986,0.42,1692662400,NYQ,EQUITY,AFL,AFL,AFLAC Incorporated,Aflac Incorporated,322151400,America/New_York,EDT,01f4ad68-2aaa-3fc1-a133-155881ac8929,finmb_250178,-14400000,76.51,86.0,58.0,75.54,77.0,2.8,hold,13,7434999808,12.516,5026999808,12357000192,0.988,1.274,18986000384,60.458,30.862,0.02339,0.19569999,8080000000,-3617374976,3196000000,0.249,-0.027,0.42683998,0.26477,0.2624,USD,
1,1932 Wynnton Road,Columbus,GA,31999,United States,706 323 3431,https://www.aflac.com,Insurance—Life,Insurance—Life,Financial Services,Financial Services,"Aflac Incorporated, through its subsidiaries, provides supplemental health and life insurance products. It operates in two segments, Aflac Japan and Aflac U.S. The Aflac Japan segment offers cancer, medical, nursing care, work leave, GIFT, and whole and term life insurance products, as well as WAYS and child endowment plans under saving type insurance products in Japan. The Aflac U.S. segment provides cancer, accident, short-term disability, critical illness, hospital indemnity, dental, vision, long-term care and disability, and term and whole life insurance products in the United States. It sells its products through sales associates, brokers, independent corporate agencies, individual agencies, and affiliated corporate agencies. The company was founded in 1955 and is headquartered in Columbus, Georgia.",12882,"{'maxAge': 1, 'name': 'Mr. Frederick John  Crawford', 'age': 58, 'title': 'Pres & COO', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 4139219, 'exercisedValue': 0, 'unexercisedValue': 3675592}",2,5,1,9,5,1693526400,1672444800,86400,2,77.31,76.8,76.15,77.09,77.31,76.8,76.15,77.09,1.68,0.0217,1692662400,0.2198,2.39,0.933955,10.256032,12.400324,4272632,4272632,2215812,2606330,2606330,75.55,76.55,800,800,45451685888,56.03,78.43,2.3939579,73.9682,69.67205,1.64,0.021213297,USD,50848968704,0.24134001,588793144,594062016,12788636,11582535,1690761600,1693440000,0.0215,0.09434,0.59828997,5.6,0.0217,594062016,34.295,2.2309377,1672444800,1703980800,1688083200,0.172,4582000128,7.46,6.17,2.15,2:1,1521417600,2.678,10.115,0.2673514,0.14113986,0.42,1692662400,NYQ,EQUITY,AFL,AFL,AFLAC Incorporated,Aflac Incorporated,322151400,America/New_York,EDT,01f4ad68-2aaa-3fc1-a133-155881ac8929,finmb_250178,-14400000,76.51,86.0,58.0,75.54,77.0,2.8,hold,13,7434999808,12.516,5026999808,12357000192,0.988,1.274,18986000384,60.458,30.862,0.02339,0.19569999,8080000000,-3617374976,3196000000,0.249,-0.027,0.42683998,0.26477,0.2624,USD,
2,1932 Wynnton Road,Columbus,GA,31999,United States,706 323 3431,https://www.aflac.com,Insurance—Life,Insurance—Life,Financial Services,Financial Services,"Aflac Incorporated, through its subsidiaries, provides supplemental health and life insurance products. It operates in two segments, Aflac Japan and Aflac U.S. The Aflac Japan segment offers cancer, medical, nursing care, work leave, GIFT, and whole and term life insurance products, as well as WAYS and child endowment plans under saving type insurance products in Japan. The Aflac U.S. segment provides cancer, accident, short-term disability, critical illness, hospital indemnity, dental, vision, long-term care and disability, and term and whole life insurance products in the United States. It sells its products through sales associates, brokers, independent corporate agencies, individual agencies, and affiliated corporate agencies. The company was founded in 1955 and is headquartered in Columbus, Georgia.",12882,"{'maxAge': 1, 'name': 'Mr. Max Kristian  Broden', 'age': 43, 'title': 'Exec. VP & CFO', 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 2314444, 'exercisedValue': 0, 'unexercisedValue': 154908}",2,5,1,9,5,1693526400,1672444800,86400,2,77.31,76.8,76.15,77.09,77.31,76.8,76.15,77.09,1.68,0.0217,1692662400,0.2198,2.39,0.933955,10.256032,12.400324,4272632,4272632,2215812,2606330,2606330,75.55,76.55,800,800,45451685888,56.03,78.43,2.3939579,73.9682,69.67205,1.64,0.021213297,USD,50848968704,0.24134001,588793144,594062016,12788636,11582535,1690761600,1693440000,0.0215,0.09434,0.59828997,5.6,0.0217,594062016,34.295,2.2309377,1672444800,1703980800,1688083200,0.172,4582000128,7.46,6.17,2.15,2:1,1521417600,2.678,10.115,0.2673514,0.14113986,0.42,1692662400,NYQ,EQUITY,AFL,AFL,AFLAC Incorporated,Aflac Incorporated,322151400,America/New_York,EDT,01f4ad68-2aaa-3fc1-a133-155881ac8929,finmb_250178,-14400000,76.51,86.0,58.0,75.54,77.0,2.8,hold,13,7434999808,12.516,5026999808,12357000192,0.988,1.274,18986000384,60.458,30.862,0.02339,0.19569999,8080000000,-3617374976,3196000000,0.249,-0.027,0.42683998,0.26477,0.2624,USD,
3,1932 Wynnton Road,Columbus,GA,31999,United States,706 323 3431,https://www.aflac.com,Insurance—Life,Insurance—Life,Financial Services,Financial Services,"Aflac Incorporated, through its subsidiaries, provides supplemental health and life insurance products. It operates in two segments, Aflac Japan and Aflac U.S. The Aflac Japan segment offers cancer, medical, nursing care, work leave, GIFT, and whole and term life insurance products, as well as WAYS and child endowment plans under saving type insurance products in Japan. The Aflac U.S. segment provides cancer, accident, short-term disability, critical illness, hospital indemnity, dental, vision, long-term care and disability, and term and whole life insurance products in the United States. It sells its products through sales associates, brokers, independent corporate agencies, individual agencies, and affiliated corporate agencies. The company was founded in 1955 and is headquartered in Columbus, Georgia.",12882,"{'maxAge': 1, 'name': 'Ms. Audrey Boone Tillman Esq.', 'age': 57, 'title': 'Exec. VP & Gen. Counsel', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 1806064, 'exercisedValue': 640893, 'unexercisedValue': 2517761}",2,5,1,9,5,1693526400,1672444800,86400,2,77.31,76.8,76.15,77.09,77.31,76.8,76.15,77.09,1.68,0.0217,1692662400,0.2198,2.39,0.933955,10.256032,12.400324,4272632,4272632,2215812,2606330,2606330,75.55,76.55,800,800,45451685888,56.03,78.43,2.3939579,73.9682,69.67205,1.64,0.021213297,USD,50848968704,0.24134001,588793144,594062016,12788636,11582535,1690761600,1693440000,0.0215,0.09434,0.59828997,5.6,0.0217,594062016,34.295,2.2309377,1672444800,1703980800,1688083200,0.172,4582000128,7.46,6.17,2.15,2:1,1521417600,2.678,10.115,0.2673514,0.14113986,0.42,1692662400,NYQ,EQUITY,AFL,AFL,AFLAC Incorporated,Aflac Incorporated,322151400,America/New_York,EDT,01f4ad68-2aaa-3fc1-a133-155881ac8929,finmb_250178,-14400000,76.51,86.0,58.0,75.54,77.0,2.8,hold,13,7434999808,12.516,5026999808,12357000192,0.988,1.274,18986000384,60.458,30.862,0.02339,0.19569999,8080000000,-3617374976,3196000000,0.249,-0.027,0.42683998,0.26477,0.2624,USD,
4,1932 Wynnton Road,Columbus,GA,31999,United States,706 323 3431,https://www.aflac.com,Insurance—Life,Insurance—Life,Financial Services,Financial Services,"Aflac Incorporated, through its subsidiaries, provides supplemental health and life insurance products. It operates in two segments, Aflac Japan and Aflac U.S. The Aflac Japan segment offers cancer, medical, nursing care, work leave, GIFT, and whole and term life insurance products, as well as WAYS and child endowment plans under saving type insurance products in Japan. The Aflac U.S. segment provides cancer, accident, short-term disability, critical illness, hospital indemnity, dental, vision, long-term care and disability, and term and whole life insurance products in the United States. It sells its products through sales associates, brokers, independent corporate agencies, individual agencies, and affiliated corporate agencies. The company was founded in 1955 and is headquartered in Columbus, Georgia.",12882,"{'maxAge': 1, 'name': 'Mr. Bradley Eugene Dyslin C.F.A., CFA', 'title': 'Deputy Global CIO, Sr. MD, Global Head of Credit & Strategic Investment Opportunities', 'exercisedValue': 0, 'unexercisedValue': 0}",2,5,1,9,5,1693526400,1672444800,86400,2,77.31,76.8,76.15,77.09,77.31,76.8,76.15,77.09,1.68,0.0217,1692662400,0.2198,2.39,0.933955,10.256032,12.400324,4272632,4272632,2215812,2606330,2606330,75.55,76.55,800,800,45451685888,56.03,78.43,2.3939579,73.9682,69.67205,1.64,0.021213297,USD,50848968704,0.24134001,588793144,594062016,12788636,11582535,1690761600,1693440000,0.0215,0.09434,0.59828997,5.6,0.0217,594062016,34.295,2.2309377,1672444800,1703980800,1688083200,0.172,4582000128,7.46,6.17,2.15,2:1,1521417600,2.678,10.115,0.2673514,0.14113986,0.42,1692662400,NYQ,EQUITY,AFL,AFL,AFLAC Incorporated,Aflac Incorporated,322151400,America/New_York,EDT,01f4ad68-2aaa-3fc1-a133-155881ac8929,finmb_250178,-14400000,76.51,86.0,58.0,75.54,77.0,2.8,hold,13,7434999808,12.516,5026999808,12357000192,0.988,1.274,18986000384,60.458,30.862,0.02339,0.19569999,8080000000,-3617374976,3196000000,0.249,-0.027,0.42683998,0.26477,0.2624,USD,
5,1932 Wynnton Road,Columbus,GA,31999,United States,706 323 3431,https://www.aflac.com,Insurance—Life,Insurance—Life,Financial Services,Financial Services,"Aflac Incorporated, through its subsidiaries, provides supplemental health and life insurance products. It operates in two segments, Aflac Japan and Aflac U.S. The Aflac Japan segment offers cancer, medical, nursing care, work leave, GIFT, and whole and term life insurance products, as well as WAYS and child endowment plans under saving type insurance products in Japan. The Aflac U.S. segment provides cancer, accident, short-term disability, critical illness, hospital indemnity, dental, vision, long-term care and disability, and term and whole life insurance products in the United States. It sells its products through sales associates, brokers, independent corporate agencies, individual agencies, and affiliated corporate agencies. The company was founded in 1955 and is headquartered in Columbus, Georgia.",12882,"{'maxAge': 1, 'name': 'Ms. June Posey Howard CPA, CFA, CGMA', 'age': 55, 'title': 'Sr. VP of Financial Services & Chief Accounting Officer', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",2,5,1,9,5,1693526400,1672444800,86400,2,77.31,76.8,76.15,77.09,77.31,76.8,76.15,77.09,1.68,0.0217,1692662400,0.2198,2.39,0.933955,10.256032,12.400324,4272632,4272632,2215812,2606330,2606330,75.55,76.55,800,800,45451685888,56.03,78.43,2.3939579,73.9682,69.67205,1.64,0.021213297,USD,50848968704,0.24134001,588793144,594062016,12788636,11582535,1690761600,1693440000,0.0215,0.09434,0.59828997,5.6,0.0217,594062016,34.295,2.2309377,1672444800,1703980800,1688083200,0.172,4582000128,7.46,6.17,2.15,2:1,1521417600,2.678,10.115,0.2673514,0.14113986,0.42,1692662400,NYQ,EQUITY,AFL,AFL,AFLAC Incorporated,Aflac Incorporated,322151400,America/New_York,EDT,01f4ad68-2aaa-3fc1-a133-155881ac8929,finmb_250178,-14400000,76.51,86.0,58.0,75.54,77.0,2.8,hold,13,7434999808,12.516,5026999808,12357000192,0.988,1.274,18986000384,60.458,30.862,0.02339,0.19569999,8080000000,-3617374976,3196000000,0.249,-0.027,0.42683998,0.26477,0.2624,USD,
6,1932 Wynnton Road,Columbus,GA,31999,United States,706 323 3431,https://www.aflac.com,Insurance—Life,Insurance—Life,Financial Services,Financial Services,"Aflac Incorporated, through its subsidiaries, provides supplemental health and life insurance products. It operates in two segments, Aflac Japan and Aflac U.S. The Aflac Japan segment offers cancer, medical, nursing care, work leave, GIFT, and whole and term life insurance products, as well as WAYS and child endowment plans under saving type insurance products in Japan. The Aflac U.S. segment provides cancer, accident, short-term disability, critical illness, hospital indemnity, dental, vision, long-term care and disability, and term and whole life insurance products in the United States. It sells its products through sales associates, brokers, independent corporate agencies, individual agencies, and affiliated corporate agencies. The company was founded in 1955 and is headquartered in Columbus, Georgia.",12882,"{'maxAge': 1, 'name': 'Mr. James Todd Daniels', 'age': 51, 'title': 'Exec. VP, Director & CFO of Aflac Life Insurance Japan', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",2,5,1,9,5,1693526400,1672444800,86400,2,77.31,76.8,76.15,77.09,77.31,76.8,76.15,77.09,1.68,0.0217,1692662400,0.2198,2.39,0.933955,10.256032,12.400324,4272632,4272632,2215812,2606330,2606330,75.55,76.55,800,800,45451685888,56.03,78.43,2.3939579,73.9682,69.67205,1.64,0.021213297,USD,50848968704,0.24134001,588793144,594062016,12788636,11582535,1690761600,1693440000,0.0215,0.09434,0.59828997,5.6,0.0217,594062016,34.295,2.2309377,1672444800,1703980800,1688083200,0.172,4582000128,7.46,6.17,2.15,2:1,1521417600,2.678,10.115,0.2673514,0.14113986,0.42,1692662400,NYQ,EQUITY,AFL,AFL,AFLAC Incorporated,Aflac Incorporated,322151400,America/New_York,EDT,01f4ad68-2aaa-3fc1-a133-155881ac8929,finmb_250178,-14400000,76.51,86.0,58.0,75.54,77.0,2.8,hold,13,7434999808,12.516,5026999808,12357000192,0.988,1.274,18986000384,60.458,30.862,0.02339,0.19569999,8080000000,-3617374976,3196000000,0.249,-0.027,0.42683998,0.26477,0.2624,USD,
7,1932 Wynnton Road,Columbus,GA,31999,United States,706 323 3431,https://www.aflac.com,Insurance—Life,Insurance—Life,Financial Services,Financial Services,"Aflac Incorporated, through its subsidiaries, provides supplemental health and life insurance products. It operates in two segments, Aflac Japan and Aflac U.S. The Aflac Japan segment offers cancer, medical, nursing care, work leave, GIFT, and whole and term life insurance products, as well as WAYS and child endowment plans under saving type insurance products in Japan. The Aflac U.S. segment provides cancer, accident, short-term disability, critical illness, hospital indemnity, dental, vision, long-term care and disability, and term and whole life insurance products in the United States. It sells its products through sales associates, brokers, independent corporate agencies, individual agencies, and affiliated corporate agencies. The company was founded in 1955 and is headquartered in Columbus, Georgia.",12882,"{'maxAge': 1, 'name': 'Mr. Bradley L. Knox', 'title': 'Sr. VP & Counsel of Federal Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",2,5,1,9,5,1693526400,1672444800,86400,2,77.31,76.8,76.15,77.09,77.31,76.8,76.15,77.09,1.68,0.0217,1692662400,0.2198,2.39,0.933955,10.256032,12.400324,4272632,4272632,2215812,2606330,2606330,75.55,76.55,800,800,45451685888,56.03,78.43,2.3939579,73.9682,69.67205,1.64,0.021213297,USD,50848968704,0.24134001,588793144,594062016,12788636,11582535,1690761600,1693440000,0.0215,0.09434,0.59828997,5.6,0.0217,594062016,34.295,2.2309377,1672444800,1703980800,1688083200,0.172,4582000128,7.46,6.17,2.15,2:1,1521417600,2.678,10.115,0.2673514,0.14113986,0.42,1692662400,NYQ,EQUITY,AFL,AFL,AFLAC Incorporated,Aflac Incorporated,322151400,America/New_York,EDT,01f4ad68-2aaa-3fc1-a133-155881ac8929,finmb_250178,-14400000,76.51,86.0,58.0,75.54,77.0,2.8,hold,13,7434999808,12.516,5026999808,12357000192,0.988,1.274,18986000384,60.458,30.862,0.02339,0.19569999,8080000000,-3617374976,3196000000,0.249,-0.027,0.42683998,0.26477,0.2624,USD,
8,1932 Wynnton Road,Columbus,GA,31999,United States,706 323 3431,https://www.aflac.com,Insurance—Life,Insurance—Life,Financial Services,Financial Services,"Aflac Incorporated, through its subsidiaries, provides supplemental health and life insurance products. It operates in two segments, Aflac Japan and Aflac U.S. The Aflac Japan segment offers cancer, medical, nursing care, work leave, GIFT, and whole and term life insurance products, as well as WAYS and child endowment plans under saving type insurance products in Japan. The Aflac U.S. segment provides cancer, accident, short-term disability, critical illness, hospital indemnity, dental, vision, long-term care and disability, and term and whole life insurance products in the United States. It sells its products through sales associates, brokers, independent corporate agencies, individual agencies, and affiliated corporate agencies. The company was founded in 1955 and is headquartered in Columbus, Georgia.",12882,"{'maxAge': 1, 'name': 'Mr. Steven Kent  Beaver', 'age': 57, 'title': 'First Sr. VP & Deputy CFO of Aflac Japan', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",2,5,1,9,5,1693526400,1672444800,86400,2,77.31,76.8,76.15,77.09,77.31,76.8,76.15,77.09,1.68,0.0217,1692662400,0.2198,2.39,0.933955,10.256032,12.400324,4272632,4272632,2215812,2606330,2606330,75.55,76.55,800,800,45451685888,56.03,78.43,2.3939579,73.9682,69.67205,1.64,0.021213297,USD,50848968704,0.24134001,588793144,594062016,12788636,11582535,1690761600,1693440000,0.0215,0.09434,0.59828997,5.6,0.0217,594062016,34.295,2.2309377,1672444800,1703980800,1688083200,0.172,4582000128,7.46,6.17,2.15,2:1,1521417600,2.678,10.115,0.2673514,0.14113986,0.42,1692662400,NYQ,EQUITY,AFL,AFL,AFLAC Incorporated,Aflac Incorporated,322151400,America/New_York,EDT,01f4ad68-2aaa-3fc1-a133-155881ac8929,finmb_250178,-14400000,76.51,86.0,58.0,75.54,77.0,2.8,hold,13,7434999808,12.516,5026999808,12357000192,0.988,1.274,18986000384,60.458,30.862,0.02339,0.19569999,8080000000,-3617374976,3196000000,0.249,-0.027,0.42683998,0.26477,0.2624,USD,
9,1932 Wynnton Road,Columbus,GA,31999,United States,706 323 3431,https://www.aflac.com,Insurance—Life,Insurance—Life,Financial Services,Financial Services,"Aflac Incorporated, through its subsidiaries, provides supplemental health and life insurance products. It operates in two segments, Aflac Japan and Aflac U.S. The Aflac Japan segment offers cancer, medical, nursing care, work leave, GIFT, and whole and term life insurance products, as well as WAYS and child endowment plans under saving type insurance products in Japan. The Aflac U.S. segment provides cancer, accident, short-term disability, critical illness, hospital indemnity, dental, vision, long-term care and disability, and term and whole life insurance products in the United States. It sells its products through sales associates, brokers, independent corporate agencies, individual agencies, and affiliated corporate agencies. The company was founded in 1955 and is headquartered in Columbus, Georgia.",12882,"{'maxAge': 1, 'name': 'Mr. Timothy L. Callahan CISM, CISSP, CRISC', 'title': 'Sr. VP & Chief Information Security Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,5,1,9,5,1693526400,1672444800,86400,2,77.31,76.8,76.15,77.09,77.31,76.8,76.15,77.09,1.68,0.0217,1692662400,0.2198,2.39,0.933955,10.256032,12.400324,4272632,4272632,2215812,2606330,2606330,75.55,76.55,800,800,45451685888,56.03,78.43,2.3939579,73.9682,69.67205,1.64,0.021213297,USD,50848968704,0.24134001,588793144,594062016,12788636,11582535,1690761600,1693440000,0.0215,0.09434,0.59828997,5.6,0.0217,594062016,34.295,2.2309377,1672444800,1703980800,1688083200,0.172,4582000128,7.46,6.17,2.15,2:1,1521417600,2.678,10.115,0.2673514,0.14113986,0.42,1692662400,NYQ,EQUITY,AFL,AFL,AFLAC Incorporated,Aflac Incorporated,322151400,America/New_York,EDT,01f4ad68-2aaa-3fc1-a133-155881ac8929,finmb_250178,-14400000,76.51,86.0,58.0,75.54,77.0,2.8,hold,13,7434999808,12.516,5026999808,12357000192,0.988,1.274,18986000384,60.458,30.862,0.02339,0.19569999,8080000000,-3617374976,3196000000,0.249,-0.027,0.42683998,0.26477,0.2624,USD,
