,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1080 Grande AllEe West,Station Terminus PO Box 1907,Québec,QC,G1K 7M3,Canada,418-684-5000,https://www.ia.ca,Insurance—Diversified,Insurance—Diversified,Financial Services,Financial Services,"iA Financial Corporation Inc., through its subsidiary, Industrial Alliance Insurance and Financial Services Inc., provides various life and health insurance products in Canada and the United States. The company operates through Individual Insurance, Individual Wealth Management, Group Insurance, Group Savings and Retirement, and US Operations businesses. It also offers life, health, and disability insurance, as well as car, recreation vehicle, home, mortgage, and travel insurance. In addition, the company provides savings and investment, investment fund, private wealth management, registered retirement savings plan loan, and private wealth products and services. Further, it provides collective insurance and group pension plan, real estate, advisory, and brokerage services. iA Financial Corporation Inc. was founded in 1892 and is headquartered in Québec, Canada.","{'maxAge': 1, 'name': 'Mr. Denis Yves Ricard B.Sc., F.S.A., FCIA, FSA', 'age': 60, 'title': 'CEO, Pres & Director', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 2039331, 'exercisedValue': 1501386, 'unexercisedValue': 0}",6,4,4,7,4,1693526400,1672444800,86400,2,86.79,86.7,86.66,87.54,86.79,86.7,86.66,87.54,3.06,0.035099998,1692835200,0.2546,3.22,1.199809,7.9607663,8.373321,257367,257367,214598,234030,234030,87.24,87.29,0,0,8954031104,68.02,93.9,0.4527955,87.9604,85.51195,2.88,0.03318355,CAD,9278014464,0.059720002,102472924,102625000,901416,830734,1690761600,1693440000,0.0088,0.00126,0.47361,3.88,102625000,65.374,1.3346285,1672444800,1703980800,1688083200,0.299,1156000000,10.96,10.42,1.34,2:1,1116201600,0.469,0.746,0.19063866,0.14113986,0.765,1692835200,TOR,EQUITY,IAG.TO,IAG.TO,IA FINANCIAL CORPORATION,iA Financial Corporation Inc.,950193000,America/Toronto,EDT,b948b454-4173-36d7-a52c-419072be650a,finmb_877131,-14400000,87.25,109.0,95.0,100.25,100.0,2.2,buy,8,2564999936,24.994,12442000384,2513999872,2.752,5.632,19775000576,35.488,189.234,0.085760005,0.16702999,3311000000,-2096000000,1336000000,0.34,0.72217005,0.62918,0.60738,CAD,
1,1080 Grande AllEe West,Station Terminus PO Box 1907,Québec,QC,G1K 7M3,Canada,418-684-5000,https://www.ia.ca,Insurance—Diversified,Insurance—Diversified,Financial Services,Financial Services,"iA Financial Corporation Inc., through its subsidiary, Industrial Alliance Insurance and Financial Services Inc., provides various life and health insurance products in Canada and the United States. The company operates through Individual Insurance, Individual Wealth Management, Group Insurance, Group Savings and Retirement, and US Operations businesses. It also offers life, health, and disability insurance, as well as car, recreation vehicle, home, mortgage, and travel insurance. In addition, the company provides savings and investment, investment fund, private wealth management, registered retirement savings plan loan, and private wealth products and services. Further, it provides collective insurance and group pension plan, real estate, advisory, and brokerage services. iA Financial Corporation Inc. was founded in 1892 and is headquartered in Québec, Canada.","{'maxAge': 1, 'name': 'Mr. Alain  Bergeron B.B.A., C.F.A., CFA, CMT, M.Sc.', 'title': 'Exec. VP & Chief Investment Officer', 'fiscalYear': 2022, 'totalPay': 1355176, 'exercisedValue': 929205, 'unexercisedValue': 0}",6,4,4,7,4,1693526400,1672444800,86400,2,86.79,86.7,86.66,87.54,86.79,86.7,86.66,87.54,3.06,0.035099998,1692835200,0.2546,3.22,1.199809,7.9607663,8.373321,257367,257367,214598,234030,234030,87.24,87.29,0,0,8954031104,68.02,93.9,0.4527955,87.9604,85.51195,2.88,0.03318355,CAD,9278014464,0.059720002,102472924,102625000,901416,830734,1690761600,1693440000,0.0088,0.00126,0.47361,3.88,102625000,65.374,1.3346285,1672444800,1703980800,1688083200,0.299,1156000000,10.96,10.42,1.34,2:1,1116201600,0.469,0.746,0.19063866,0.14113986,0.765,1692835200,TOR,EQUITY,IAG.TO,IAG.TO,IA FINANCIAL CORPORATION,iA Financial Corporation Inc.,950193000,America/Toronto,EDT,b948b454-4173-36d7-a52c-419072be650a,finmb_877131,-14400000,87.25,109.0,95.0,100.25,100.0,2.2,buy,8,2564999936,24.994,12442000384,2513999872,2.752,5.632,19775000576,35.488,189.234,0.085760005,0.16702999,3311000000,-2096000000,1336000000,0.34,0.72217005,0.62918,0.60738,CAD,
2,1080 Grande AllEe West,Station Terminus PO Box 1907,Québec,QC,G1K 7M3,Canada,418-684-5000,https://www.ia.ca,Insurance—Diversified,Insurance—Diversified,Financial Services,Financial Services,"iA Financial Corporation Inc., through its subsidiary, Industrial Alliance Insurance and Financial Services Inc., provides various life and health insurance products in Canada and the United States. The company operates through Individual Insurance, Individual Wealth Management, Group Insurance, Group Savings and Retirement, and US Operations businesses. It also offers life, health, and disability insurance, as well as car, recreation vehicle, home, mortgage, and travel insurance. In addition, the company provides savings and investment, investment fund, private wealth management, registered retirement savings plan loan, and private wealth products and services. Further, it provides collective insurance and group pension plan, real estate, advisory, and brokerage services. iA Financial Corporation Inc. was founded in 1892 and is headquartered in Québec, Canada.","{'maxAge': 1, 'name': 'Mr. Michael Lee Stickney B.S., C.F.A., F.S.A., FCIA, FSA, M.B.A., MBA', 'title': 'Exec. VP, Chief Growth Officer US Operations & Co-Head of Acquisitions', 'fiscalYear': 2022, 'totalPay': 1127575, 'exercisedValue': 778202, 'unexercisedValue': 0}",6,4,4,7,4,1693526400,1672444800,86400,2,86.79,86.7,86.66,87.54,86.79,86.7,86.66,87.54,3.06,0.035099998,1692835200,0.2546,3.22,1.199809,7.9607663,8.373321,257367,257367,214598,234030,234030,87.24,87.29,0,0,8954031104,68.02,93.9,0.4527955,87.9604,85.51195,2.88,0.03318355,CAD,9278014464,0.059720002,102472924,102625000,901416,830734,1690761600,1693440000,0.0088,0.00126,0.47361,3.88,102625000,65.374,1.3346285,1672444800,1703980800,1688083200,0.299,1156000000,10.96,10.42,1.34,2:1,1116201600,0.469,0.746,0.19063866,0.14113986,0.765,1692835200,TOR,EQUITY,IAG.TO,IAG.TO,IA FINANCIAL CORPORATION,iA Financial Corporation Inc.,950193000,America/Toronto,EDT,b948b454-4173-36d7-a52c-419072be650a,finmb_877131,-14400000,87.25,109.0,95.0,100.25,100.0,2.2,buy,8,2564999936,24.994,12442000384,2513999872,2.752,5.632,19775000576,35.488,189.234,0.085760005,0.16702999,3311000000,-2096000000,1336000000,0.34,0.72217005,0.62918,0.60738,CAD,
3,1080 Grande AllEe West,Station Terminus PO Box 1907,Québec,QC,G1K 7M3,Canada,418-684-5000,https://www.ia.ca,Insurance—Diversified,Insurance—Diversified,Financial Services,Financial Services,"iA Financial Corporation Inc., through its subsidiary, Industrial Alliance Insurance and Financial Services Inc., provides various life and health insurance products in Canada and the United States. The company operates through Individual Insurance, Individual Wealth Management, Group Insurance, Group Savings and Retirement, and US Operations businesses. It also offers life, health, and disability insurance, as well as car, recreation vehicle, home, mortgage, and travel insurance. In addition, the company provides savings and investment, investment fund, private wealth management, registered retirement savings plan loan, and private wealth products and services. Further, it provides collective insurance and group pension plan, real estate, advisory, and brokerage services. iA Financial Corporation Inc. was founded in 1892 and is headquartered in Québec, Canada.","{'maxAge': 1, 'name': 'Mr. Pierre C. Miron', 'age': 64, 'title': 'Exec. VP & Chief Growth Officer Canadian Operations', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 1065138, 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,4,7,4,1693526400,1672444800,86400,2,86.79,86.7,86.66,87.54,86.79,86.7,86.66,87.54,3.06,0.035099998,1692835200,0.2546,3.22,1.199809,7.9607663,8.373321,257367,257367,214598,234030,234030,87.24,87.29,0,0,8954031104,68.02,93.9,0.4527955,87.9604,85.51195,2.88,0.03318355,CAD,9278014464,0.059720002,102472924,102625000,901416,830734,1690761600,1693440000,0.0088,0.00126,0.47361,3.88,102625000,65.374,1.3346285,1672444800,1703980800,1688083200,0.299,1156000000,10.96,10.42,1.34,2:1,1116201600,0.469,0.746,0.19063866,0.14113986,0.765,1692835200,TOR,EQUITY,IAG.TO,IAG.TO,IA FINANCIAL CORPORATION,iA Financial Corporation Inc.,950193000,America/Toronto,EDT,b948b454-4173-36d7-a52c-419072be650a,finmb_877131,-14400000,87.25,109.0,95.0,100.25,100.0,2.2,buy,8,2564999936,24.994,12442000384,2513999872,2.752,5.632,19775000576,35.488,189.234,0.085760005,0.16702999,3311000000,-2096000000,1336000000,0.34,0.72217005,0.62918,0.60738,CAD,
4,1080 Grande AllEe West,Station Terminus PO Box 1907,Québec,QC,G1K 7M3,Canada,418-684-5000,https://www.ia.ca,Insurance—Diversified,Insurance—Diversified,Financial Services,Financial Services,"iA Financial Corporation Inc., through its subsidiary, Industrial Alliance Insurance and Financial Services Inc., provides various life and health insurance products in Canada and the United States. The company operates through Individual Insurance, Individual Wealth Management, Group Insurance, Group Savings and Retirement, and US Operations businesses. It also offers life, health, and disability insurance, as well as car, recreation vehicle, home, mortgage, and travel insurance. In addition, the company provides savings and investment, investment fund, private wealth management, registered retirement savings plan loan, and private wealth products and services. Further, it provides collective insurance and group pension plan, real estate, advisory, and brokerage services. iA Financial Corporation Inc. was founded in 1892 and is headquartered in Québec, Canada.","{'maxAge': 1, 'name': 'Mr. Eric  Jobin B.Sc., F.S.A., FCIA, FSA', 'title': 'Exec. VP, CFO, & Chief Actuary', 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,4,7,4,1693526400,1672444800,86400,2,86.79,86.7,86.66,87.54,86.79,86.7,86.66,87.54,3.06,0.035099998,1692835200,0.2546,3.22,1.199809,7.9607663,8.373321,257367,257367,214598,234030,234030,87.24,87.29,0,0,8954031104,68.02,93.9,0.4527955,87.9604,85.51195,2.88,0.03318355,CAD,9278014464,0.059720002,102472924,102625000,901416,830734,1690761600,1693440000,0.0088,0.00126,0.47361,3.88,102625000,65.374,1.3346285,1672444800,1703980800,1688083200,0.299,1156000000,10.96,10.42,1.34,2:1,1116201600,0.469,0.746,0.19063866,0.14113986,0.765,1692835200,TOR,EQUITY,IAG.TO,IAG.TO,IA FINANCIAL CORPORATION,iA Financial Corporation Inc.,950193000,America/Toronto,EDT,b948b454-4173-36d7-a52c-419072be650a,finmb_877131,-14400000,87.25,109.0,95.0,100.25,100.0,2.2,buy,8,2564999936,24.994,12442000384,2513999872,2.752,5.632,19775000576,35.488,189.234,0.085760005,0.16702999,3311000000,-2096000000,1336000000,0.34,0.72217005,0.62918,0.60738,CAD,
5,1080 Grande AllEe West,Station Terminus PO Box 1907,Québec,QC,G1K 7M3,Canada,418-684-5000,https://www.ia.ca,Insurance—Diversified,Insurance—Diversified,Financial Services,Financial Services,"iA Financial Corporation Inc., through its subsidiary, Industrial Alliance Insurance and Financial Services Inc., provides various life and health insurance products in Canada and the United States. The company operates through Individual Insurance, Individual Wealth Management, Group Insurance, Group Savings and Retirement, and US Operations businesses. It also offers life, health, and disability insurance, as well as car, recreation vehicle, home, mortgage, and travel insurance. In addition, the company provides savings and investment, investment fund, private wealth management, registered retirement savings plan loan, and private wealth products and services. Further, it provides collective insurance and group pension plan, real estate, advisory, and brokerage services. iA Financial Corporation Inc. was founded in 1892 and is headquartered in Québec, Canada.","{'maxAge': 1, 'name': 'Ms. Manon  Gauthier CPA, CA, CFA', 'title': 'Sr. Vice-Pres of Admin., Individual Savings & Retirement', 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,4,7,4,1693526400,1672444800,86400,2,86.79,86.7,86.66,87.54,86.79,86.7,86.66,87.54,3.06,0.035099998,1692835200,0.2546,3.22,1.199809,7.9607663,8.373321,257367,257367,214598,234030,234030,87.24,87.29,0,0,8954031104,68.02,93.9,0.4527955,87.9604,85.51195,2.88,0.03318355,CAD,9278014464,0.059720002,102472924,102625000,901416,830734,1690761600,1693440000,0.0088,0.00126,0.47361,3.88,102625000,65.374,1.3346285,1672444800,1703980800,1688083200,0.299,1156000000,10.96,10.42,1.34,2:1,1116201600,0.469,0.746,0.19063866,0.14113986,0.765,1692835200,TOR,EQUITY,IAG.TO,IAG.TO,IA FINANCIAL CORPORATION,iA Financial Corporation Inc.,950193000,America/Toronto,EDT,b948b454-4173-36d7-a52c-419072be650a,finmb_877131,-14400000,87.25,109.0,95.0,100.25,100.0,2.2,buy,8,2564999936,24.994,12442000384,2513999872,2.752,5.632,19775000576,35.488,189.234,0.085760005,0.16702999,3311000000,-2096000000,1336000000,0.34,0.72217005,0.62918,0.60738,CAD,
6,1080 Grande AllEe West,Station Terminus PO Box 1907,Québec,QC,G1K 7M3,Canada,418-684-5000,https://www.ia.ca,Insurance—Diversified,Insurance—Diversified,Financial Services,Financial Services,"iA Financial Corporation Inc., through its subsidiary, Industrial Alliance Insurance and Financial Services Inc., provides various life and health insurance products in Canada and the United States. The company operates through Individual Insurance, Individual Wealth Management, Group Insurance, Group Savings and Retirement, and US Operations businesses. It also offers life, health, and disability insurance, as well as car, recreation vehicle, home, mortgage, and travel insurance. In addition, the company provides savings and investment, investment fund, private wealth management, registered retirement savings plan loan, and private wealth products and services. Further, it provides collective insurance and group pension plan, real estate, advisory, and brokerage services. iA Financial Corporation Inc. was founded in 1892 and is headquartered in Québec, Canada.","{'maxAge': 1, 'name': 'Ms. Marie-Annick  Bonneau', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,4,7,4,1693526400,1672444800,86400,2,86.79,86.7,86.66,87.54,86.79,86.7,86.66,87.54,3.06,0.035099998,1692835200,0.2546,3.22,1.199809,7.9607663,8.373321,257367,257367,214598,234030,234030,87.24,87.29,0,0,8954031104,68.02,93.9,0.4527955,87.9604,85.51195,2.88,0.03318355,CAD,9278014464,0.059720002,102472924,102625000,901416,830734,1690761600,1693440000,0.0088,0.00126,0.47361,3.88,102625000,65.374,1.3346285,1672444800,1703980800,1688083200,0.299,1156000000,10.96,10.42,1.34,2:1,1116201600,0.469,0.746,0.19063866,0.14113986,0.765,1692835200,TOR,EQUITY,IAG.TO,IAG.TO,IA FINANCIAL CORPORATION,iA Financial Corporation Inc.,950193000,America/Toronto,EDT,b948b454-4173-36d7-a52c-419072be650a,finmb_877131,-14400000,87.25,109.0,95.0,100.25,100.0,2.2,buy,8,2564999936,24.994,12442000384,2513999872,2.752,5.632,19775000576,35.488,189.234,0.085760005,0.16702999,3311000000,-2096000000,1336000000,0.34,0.72217005,0.62918,0.60738,CAD,
7,1080 Grande AllEe West,Station Terminus PO Box 1907,Québec,QC,G1K 7M3,Canada,418-684-5000,https://www.ia.ca,Insurance—Diversified,Insurance—Diversified,Financial Services,Financial Services,"iA Financial Corporation Inc., through its subsidiary, Industrial Alliance Insurance and Financial Services Inc., provides various life and health insurance products in Canada and the United States. The company operates through Individual Insurance, Individual Wealth Management, Group Insurance, Group Savings and Retirement, and US Operations businesses. It also offers life, health, and disability insurance, as well as car, recreation vehicle, home, mortgage, and travel insurance. In addition, the company provides savings and investment, investment fund, private wealth management, registered retirement savings plan loan, and private wealth products and services. Further, it provides collective insurance and group pension plan, real estate, advisory, and brokerage services. iA Financial Corporation Inc. was founded in 1892 and is headquartered in Québec, Canada.","{'maxAge': 1, 'name': 'Pierre  Picard', 'title': 'Mang. of PR', 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,4,7,4,1693526400,1672444800,86400,2,86.79,86.7,86.66,87.54,86.79,86.7,86.66,87.54,3.06,0.035099998,1692835200,0.2546,3.22,1.199809,7.9607663,8.373321,257367,257367,214598,234030,234030,87.24,87.29,0,0,8954031104,68.02,93.9,0.4527955,87.9604,85.51195,2.88,0.03318355,CAD,9278014464,0.059720002,102472924,102625000,901416,830734,1690761600,1693440000,0.0088,0.00126,0.47361,3.88,102625000,65.374,1.3346285,1672444800,1703980800,1688083200,0.299,1156000000,10.96,10.42,1.34,2:1,1116201600,0.469,0.746,0.19063866,0.14113986,0.765,1692835200,TOR,EQUITY,IAG.TO,IAG.TO,IA FINANCIAL CORPORATION,iA Financial Corporation Inc.,950193000,America/Toronto,EDT,b948b454-4173-36d7-a52c-419072be650a,finmb_877131,-14400000,87.25,109.0,95.0,100.25,100.0,2.2,buy,8,2564999936,24.994,12442000384,2513999872,2.752,5.632,19775000576,35.488,189.234,0.085760005,0.16702999,3311000000,-2096000000,1336000000,0.34,0.72217005,0.62918,0.60738,CAD,
8,1080 Grande AllEe West,Station Terminus PO Box 1907,Québec,QC,G1K 7M3,Canada,418-684-5000,https://www.ia.ca,Insurance—Diversified,Insurance—Diversified,Financial Services,Financial Services,"iA Financial Corporation Inc., through its subsidiary, Industrial Alliance Insurance and Financial Services Inc., provides various life and health insurance products in Canada and the United States. The company operates through Individual Insurance, Individual Wealth Management, Group Insurance, Group Savings and Retirement, and US Operations businesses. It also offers life, health, and disability insurance, as well as car, recreation vehicle, home, mortgage, and travel insurance. In addition, the company provides savings and investment, investment fund, private wealth management, registered retirement savings plan loan, and private wealth products and services. Further, it provides collective insurance and group pension plan, real estate, advisory, and brokerage services. iA Financial Corporation Inc. was founded in 1892 and is headquartered in Québec, Canada.","{'maxAge': 1, 'name': 'Ms. Lilia  Sham B.Sc., F.S.A., M.Sc., MAAA', 'title': 'Exec. VP of Corp. Strategy & Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,4,7,4,1693526400,1672444800,86400,2,86.79,86.7,86.66,87.54,86.79,86.7,86.66,87.54,3.06,0.035099998,1692835200,0.2546,3.22,1.199809,7.9607663,8.373321,257367,257367,214598,234030,234030,87.24,87.29,0,0,8954031104,68.02,93.9,0.4527955,87.9604,85.51195,2.88,0.03318355,CAD,9278014464,0.059720002,102472924,102625000,901416,830734,1690761600,1693440000,0.0088,0.00126,0.47361,3.88,102625000,65.374,1.3346285,1672444800,1703980800,1688083200,0.299,1156000000,10.96,10.42,1.34,2:1,1116201600,0.469,0.746,0.19063866,0.14113986,0.765,1692835200,TOR,EQUITY,IAG.TO,IAG.TO,IA FINANCIAL CORPORATION,iA Financial Corporation Inc.,950193000,America/Toronto,EDT,b948b454-4173-36d7-a52c-419072be650a,finmb_877131,-14400000,87.25,109.0,95.0,100.25,100.0,2.2,buy,8,2564999936,24.994,12442000384,2513999872,2.752,5.632,19775000576,35.488,189.234,0.085760005,0.16702999,3311000000,-2096000000,1336000000,0.34,0.72217005,0.62918,0.60738,CAD,
9,1080 Grande AllEe West,Station Terminus PO Box 1907,Québec,QC,G1K 7M3,Canada,418-684-5000,https://www.ia.ca,Insurance—Diversified,Insurance—Diversified,Financial Services,Financial Services,"iA Financial Corporation Inc., through its subsidiary, Industrial Alliance Insurance and Financial Services Inc., provides various life and health insurance products in Canada and the United States. The company operates through Individual Insurance, Individual Wealth Management, Group Insurance, Group Savings and Retirement, and US Operations businesses. It also offers life, health, and disability insurance, as well as car, recreation vehicle, home, mortgage, and travel insurance. In addition, the company provides savings and investment, investment fund, private wealth management, registered retirement savings plan loan, and private wealth products and services. Further, it provides collective insurance and group pension plan, real estate, advisory, and brokerage services. iA Financial Corporation Inc. was founded in 1892 and is headquartered in Québec, Canada.","{'maxAge': 1, 'name': 'Mr. Gary J. Coles', 'title': 'Sr. VP of Admin. & Group Insurance', 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,4,7,4,1693526400,1672444800,86400,2,86.79,86.7,86.66,87.54,86.79,86.7,86.66,87.54,3.06,0.035099998,1692835200,0.2546,3.22,1.199809,7.9607663,8.373321,257367,257367,214598,234030,234030,87.24,87.29,0,0,8954031104,68.02,93.9,0.4527955,87.9604,85.51195,2.88,0.03318355,CAD,9278014464,0.059720002,102472924,102625000,901416,830734,1690761600,1693440000,0.0088,0.00126,0.47361,3.88,102625000,65.374,1.3346285,1672444800,1703980800,1688083200,0.299,1156000000,10.96,10.42,1.34,2:1,1116201600,0.469,0.746,0.19063866,0.14113986,0.765,1692835200,TOR,EQUITY,IAG.TO,IAG.TO,IA FINANCIAL CORPORATION,iA Financial Corporation Inc.,950193000,America/Toronto,EDT,b948b454-4173-36d7-a52c-419072be650a,finmb_877131,-14400000,87.25,109.0,95.0,100.25,100.0,2.2,buy,8,2564999936,24.994,12442000384,2513999872,2.752,5.632,19775000576,35.488,189.234,0.085760005,0.16702999,3311000000,-2096000000,1336000000,0.34,0.72217005,0.62918,0.60738,CAD,
