,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Via Stalingrado, 45",Bologna,BO,40128,Italy,39 05 15 07 71 11,39 05 15 07 66 66,https://www.unipol.it,Insurance—Diversified,Financial Services,"Unipol Gruppo S.p.A., together with its subsidiaries, provides insurance products and services primarily in Italy. The company operates through Non-Life Insurance Business, Life Insurance Business, Real Estate Business, and Holding and Other Businesses segments. It offers non-life insurance products for vehicles, sports craft, and travel; home and condominiums; work related to businesses, traders, professionals, and legal protection; accident and health protection; and investments and welfare. The company also provides life insurance products; bancassurance; and reinsurance services. In addition, it is involved in the management of non-performing loans; operation and management of real estate properties; operation of hotels, residences, resorts, agricultural land, nursing homes, multi-specialist centers, and port facilities; provision of vehicle and glass repair services, mobile payments, telematics, and response services to assistance request; resale of used cars; marketing of e-bikes; and telemedicine businesses. Further, the company offers property services to homes and condominiums, and administrators and owners. The company was formerly known as Unipol Gruppo Finanziario S.p.A. and changed its name to Unipol Gruppo S.p.A. in June 2017. Unipol Gruppo S.p.A. was founded in 1961 and is based in Bologna, Italy.",11388,"{'maxAge': 1, 'name': 'Mr. Matteo  Laterza', 'age': 57, 'title': 'Gen. Mang.', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",3,4,7,7,7,1693526400,1388448000,86400,4,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,0.36,0.1418,1684713600,0.3637,1.147147,4.6,1,1,1,0,0,3994338816,2.22,2.54,0.2593878,2.53,2.33715,0.37,0.14624506,USD,8500677120,0.04773,925441703,1434259968,5.0105,0.5049396,1672444800,1703980800,1688083200,0.143,735000000,0.55,1:100,1334275200,0.552,4.136,PNK,EQUITY,UFGSY,UFGSY,UNIPOL GRUPPO SPA UNSPON ADR EA,Unipol Gruppo S.p.A.,1231770600,America/New_York,EDT,-14400000,2.53,none,1520999936,1.06,2055500032,4656000000,3.041,4.096,15399100416,52.18,10.7565,0.01437,0.11083,3546700000,-15520974848,2366500096,0.141,0.28,0.25798,0.13348,0.11214,EUR,
1,"Via Stalingrado, 45",Bologna,BO,40128,Italy,39 05 15 07 71 11,39 05 15 07 66 66,https://www.unipol.it,Insurance—Diversified,Financial Services,"Unipol Gruppo S.p.A., together with its subsidiaries, provides insurance products and services primarily in Italy. The company operates through Non-Life Insurance Business, Life Insurance Business, Real Estate Business, and Holding and Other Businesses segments. It offers non-life insurance products for vehicles, sports craft, and travel; home and condominiums; work related to businesses, traders, professionals, and legal protection; accident and health protection; and investments and welfare. The company also provides life insurance products; bancassurance; and reinsurance services. In addition, it is involved in the management of non-performing loans; operation and management of real estate properties; operation of hotels, residences, resorts, agricultural land, nursing homes, multi-specialist centers, and port facilities; provision of vehicle and glass repair services, mobile payments, telematics, and response services to assistance request; resale of used cars; marketing of e-bikes; and telemedicine businesses. Further, the company offers property services to homes and condominiums, and administrators and owners. The company was formerly known as Unipol Gruppo Finanziario S.p.A. and changed its name to Unipol Gruppo S.p.A. in June 2017. Unipol Gruppo S.p.A. was founded in 1961 and is based in Bologna, Italy.",11388,"{'maxAge': 1, 'name': 'Dr. Luca  Zaccherini', 'title': 'Chief Financial Officer', 'fiscalYear': 2013, 'totalPay': 32292, 'exercisedValue': 0, 'unexercisedValue': 0}",3,4,7,7,7,1693526400,1388448000,86400,4,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,0.36,0.1418,1684713600,0.3637,1.147147,4.6,1,1,1,0,0,3994338816,2.22,2.54,0.2593878,2.53,2.33715,0.37,0.14624506,USD,8500677120,0.04773,925441703,1434259968,5.0105,0.5049396,1672444800,1703980800,1688083200,0.143,735000000,0.55,1:100,1334275200,0.552,4.136,PNK,EQUITY,UFGSY,UFGSY,UNIPOL GRUPPO SPA UNSPON ADR EA,Unipol Gruppo S.p.A.,1231770600,America/New_York,EDT,-14400000,2.53,none,1520999936,1.06,2055500032,4656000000,3.041,4.096,15399100416,52.18,10.7565,0.01437,0.11083,3546700000,-15520974848,2366500096,0.141,0.28,0.25798,0.13348,0.11214,EUR,
2,"Via Stalingrado, 45",Bologna,BO,40128,Italy,39 05 15 07 71 11,39 05 15 07 66 66,https://www.unipol.it,Insurance—Diversified,Financial Services,"Unipol Gruppo S.p.A., together with its subsidiaries, provides insurance products and services primarily in Italy. The company operates through Non-Life Insurance Business, Life Insurance Business, Real Estate Business, and Holding and Other Businesses segments. It offers non-life insurance products for vehicles, sports craft, and travel; home and condominiums; work related to businesses, traders, professionals, and legal protection; accident and health protection; and investments and welfare. The company also provides life insurance products; bancassurance; and reinsurance services. In addition, it is involved in the management of non-performing loans; operation and management of real estate properties; operation of hotels, residences, resorts, agricultural land, nursing homes, multi-specialist centers, and port facilities; provision of vehicle and glass repair services, mobile payments, telematics, and response services to assistance request; resale of used cars; marketing of e-bikes; and telemedicine businesses. Further, the company offers property services to homes and condominiums, and administrators and owners. The company was formerly known as Unipol Gruppo Finanziario S.p.A. and changed its name to Unipol Gruppo S.p.A. in June 2017. Unipol Gruppo S.p.A. was founded in 1961 and is based in Bologna, Italy.",11388,"{'maxAge': 1, 'name': 'Mr. Maurizio  Castellina', 'age': 65, 'title': 'Gen. Mang. of Admin., Controlling & Operations', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",3,4,7,7,7,1693526400,1388448000,86400,4,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,0.36,0.1418,1684713600,0.3637,1.147147,4.6,1,1,1,0,0,3994338816,2.22,2.54,0.2593878,2.53,2.33715,0.37,0.14624506,USD,8500677120,0.04773,925441703,1434259968,5.0105,0.5049396,1672444800,1703980800,1688083200,0.143,735000000,0.55,1:100,1334275200,0.552,4.136,PNK,EQUITY,UFGSY,UFGSY,UNIPOL GRUPPO SPA UNSPON ADR EA,Unipol Gruppo S.p.A.,1231770600,America/New_York,EDT,-14400000,2.53,none,1520999936,1.06,2055500032,4656000000,3.041,4.096,15399100416,52.18,10.7565,0.01437,0.11083,3546700000,-15520974848,2366500096,0.141,0.28,0.25798,0.13348,0.11214,EUR,
3,"Via Stalingrado, 45",Bologna,BO,40128,Italy,39 05 15 07 71 11,39 05 15 07 66 66,https://www.unipol.it,Insurance—Diversified,Financial Services,"Unipol Gruppo S.p.A., together with its subsidiaries, provides insurance products and services primarily in Italy. The company operates through Non-Life Insurance Business, Life Insurance Business, Real Estate Business, and Holding and Other Businesses segments. It offers non-life insurance products for vehicles, sports craft, and travel; home and condominiums; work related to businesses, traders, professionals, and legal protection; accident and health protection; and investments and welfare. The company also provides life insurance products; bancassurance; and reinsurance services. In addition, it is involved in the management of non-performing loans; operation and management of real estate properties; operation of hotels, residences, resorts, agricultural land, nursing homes, multi-specialist centers, and port facilities; provision of vehicle and glass repair services, mobile payments, telematics, and response services to assistance request; resale of used cars; marketing of e-bikes; and telemedicine businesses. Further, the company offers property services to homes and condominiums, and administrators and owners. The company was formerly known as Unipol Gruppo Finanziario S.p.A. and changed its name to Unipol Gruppo S.p.A. in June 2017. Unipol Gruppo S.p.A. was founded in 1961 and is based in Bologna, Italy.",11388,"{'maxAge': 1, 'name': 'Mr. Riccardo  Baudi', 'title': 'Chief Investment Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",3,4,7,7,7,1693526400,1388448000,86400,4,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,0.36,0.1418,1684713600,0.3637,1.147147,4.6,1,1,1,0,0,3994338816,2.22,2.54,0.2593878,2.53,2.33715,0.37,0.14624506,USD,8500677120,0.04773,925441703,1434259968,5.0105,0.5049396,1672444800,1703980800,1688083200,0.143,735000000,0.55,1:100,1334275200,0.552,4.136,PNK,EQUITY,UFGSY,UFGSY,UNIPOL GRUPPO SPA UNSPON ADR EA,Unipol Gruppo S.p.A.,1231770600,America/New_York,EDT,-14400000,2.53,none,1520999936,1.06,2055500032,4656000000,3.041,4.096,15399100416,52.18,10.7565,0.01437,0.11083,3546700000,-15520974848,2366500096,0.141,0.28,0.25798,0.13348,0.11214,EUR,
4,"Via Stalingrado, 45",Bologna,BO,40128,Italy,39 05 15 07 71 11,39 05 15 07 66 66,https://www.unipol.it,Insurance—Diversified,Financial Services,"Unipol Gruppo S.p.A., together with its subsidiaries, provides insurance products and services primarily in Italy. The company operates through Non-Life Insurance Business, Life Insurance Business, Real Estate Business, and Holding and Other Businesses segments. It offers non-life insurance products for vehicles, sports craft, and travel; home and condominiums; work related to businesses, traders, professionals, and legal protection; accident and health protection; and investments and welfare. The company also provides life insurance products; bancassurance; and reinsurance services. In addition, it is involved in the management of non-performing loans; operation and management of real estate properties; operation of hotels, residences, resorts, agricultural land, nursing homes, multi-specialist centers, and port facilities; provision of vehicle and glass repair services, mobile payments, telematics, and response services to assistance request; resale of used cars; marketing of e-bikes; and telemedicine businesses. Further, the company offers property services to homes and condominiums, and administrators and owners. The company was formerly known as Unipol Gruppo Finanziario S.p.A. and changed its name to Unipol Gruppo S.p.A. in June 2017. Unipol Gruppo S.p.A. was founded in 1961 and is based in Bologna, Italy.",11388,"{'maxAge': 1, 'name': 'Mr. Adriano  Donati', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",3,4,7,7,7,1693526400,1388448000,86400,4,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,0.36,0.1418,1684713600,0.3637,1.147147,4.6,1,1,1,0,0,3994338816,2.22,2.54,0.2593878,2.53,2.33715,0.37,0.14624506,USD,8500677120,0.04773,925441703,1434259968,5.0105,0.5049396,1672444800,1703980800,1688083200,0.143,735000000,0.55,1:100,1334275200,0.552,4.136,PNK,EQUITY,UFGSY,UFGSY,UNIPOL GRUPPO SPA UNSPON ADR EA,Unipol Gruppo S.p.A.,1231770600,America/New_York,EDT,-14400000,2.53,none,1520999936,1.06,2055500032,4656000000,3.041,4.096,15399100416,52.18,10.7565,0.01437,0.11083,3546700000,-15520974848,2366500096,0.141,0.28,0.25798,0.13348,0.11214,EUR,
5,"Via Stalingrado, 45",Bologna,BO,40128,Italy,39 05 15 07 71 11,39 05 15 07 66 66,https://www.unipol.it,Insurance—Diversified,Financial Services,"Unipol Gruppo S.p.A., together with its subsidiaries, provides insurance products and services primarily in Italy. The company operates through Non-Life Insurance Business, Life Insurance Business, Real Estate Business, and Holding and Other Businesses segments. It offers non-life insurance products for vehicles, sports craft, and travel; home and condominiums; work related to businesses, traders, professionals, and legal protection; accident and health protection; and investments and welfare. The company also provides life insurance products; bancassurance; and reinsurance services. In addition, it is involved in the management of non-performing loans; operation and management of real estate properties; operation of hotels, residences, resorts, agricultural land, nursing homes, multi-specialist centers, and port facilities; provision of vehicle and glass repair services, mobile payments, telematics, and response services to assistance request; resale of used cars; marketing of e-bikes; and telemedicine businesses. Further, the company offers property services to homes and condominiums, and administrators and owners. The company was formerly known as Unipol Gruppo Finanziario S.p.A. and changed its name to Unipol Gruppo S.p.A. in June 2017. Unipol Gruppo S.p.A. was founded in 1961 and is based in Bologna, Italy.",11388,"{'maxAge': 1, 'name': 'P.  De Collibus', 'title': 'Chief Legal Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",3,4,7,7,7,1693526400,1388448000,86400,4,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,0.36,0.1418,1684713600,0.3637,1.147147,4.6,1,1,1,0,0,3994338816,2.22,2.54,0.2593878,2.53,2.33715,0.37,0.14624506,USD,8500677120,0.04773,925441703,1434259968,5.0105,0.5049396,1672444800,1703980800,1688083200,0.143,735000000,0.55,1:100,1334275200,0.552,4.136,PNK,EQUITY,UFGSY,UFGSY,UNIPOL GRUPPO SPA UNSPON ADR EA,Unipol Gruppo S.p.A.,1231770600,America/New_York,EDT,-14400000,2.53,none,1520999936,1.06,2055500032,4656000000,3.041,4.096,15399100416,52.18,10.7565,0.01437,0.11083,3546700000,-15520974848,2366500096,0.141,0.28,0.25798,0.13348,0.11214,EUR,
6,"Via Stalingrado, 45",Bologna,BO,40128,Italy,39 05 15 07 71 11,39 05 15 07 66 66,https://www.unipol.it,Insurance—Diversified,Financial Services,"Unipol Gruppo S.p.A., together with its subsidiaries, provides insurance products and services primarily in Italy. The company operates through Non-Life Insurance Business, Life Insurance Business, Real Estate Business, and Holding and Other Businesses segments. It offers non-life insurance products for vehicles, sports craft, and travel; home and condominiums; work related to businesses, traders, professionals, and legal protection; accident and health protection; and investments and welfare. The company also provides life insurance products; bancassurance; and reinsurance services. In addition, it is involved in the management of non-performing loans; operation and management of real estate properties; operation of hotels, residences, resorts, agricultural land, nursing homes, multi-specialist centers, and port facilities; provision of vehicle and glass repair services, mobile payments, telematics, and response services to assistance request; resale of used cars; marketing of e-bikes; and telemedicine businesses. Further, the company offers property services to homes and condominiums, and administrators and owners. The company was formerly known as Unipol Gruppo Finanziario S.p.A. and changed its name to Unipol Gruppo S.p.A. in June 2017. Unipol Gruppo S.p.A. was founded in 1961 and is based in Bologna, Italy.",11388,"{'maxAge': 1, 'name': 'Mr. Gianluca  Santi', 'title': 'Gen. Mang. of Bus. Devel. & Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",3,4,7,7,7,1693526400,1388448000,86400,4,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,0.36,0.1418,1684713600,0.3637,1.147147,4.6,1,1,1,0,0,3994338816,2.22,2.54,0.2593878,2.53,2.33715,0.37,0.14624506,USD,8500677120,0.04773,925441703,1434259968,5.0105,0.5049396,1672444800,1703980800,1688083200,0.143,735000000,0.55,1:100,1334275200,0.552,4.136,PNK,EQUITY,UFGSY,UFGSY,UNIPOL GRUPPO SPA UNSPON ADR EA,Unipol Gruppo S.p.A.,1231770600,America/New_York,EDT,-14400000,2.53,none,1520999936,1.06,2055500032,4656000000,3.041,4.096,15399100416,52.18,10.7565,0.01437,0.11083,3546700000,-15520974848,2366500096,0.141,0.28,0.25798,0.13348,0.11214,EUR,
7,"Via Stalingrado, 45",Bologna,BO,40128,Italy,39 05 15 07 71 11,39 05 15 07 66 66,https://www.unipol.it,Insurance—Diversified,Financial Services,"Unipol Gruppo S.p.A., together with its subsidiaries, provides insurance products and services primarily in Italy. The company operates through Non-Life Insurance Business, Life Insurance Business, Real Estate Business, and Holding and Other Businesses segments. It offers non-life insurance products for vehicles, sports craft, and travel; home and condominiums; work related to businesses, traders, professionals, and legal protection; accident and health protection; and investments and welfare. The company also provides life insurance products; bancassurance; and reinsurance services. In addition, it is involved in the management of non-performing loans; operation and management of real estate properties; operation of hotels, residences, resorts, agricultural land, nursing homes, multi-specialist centers, and port facilities; provision of vehicle and glass repair services, mobile payments, telematics, and response services to assistance request; resale of used cars; marketing of e-bikes; and telemedicine businesses. Further, the company offers property services to homes and condominiums, and administrators and owners. The company was formerly known as Unipol Gruppo Finanziario S.p.A. and changed its name to Unipol Gruppo S.p.A. in June 2017. Unipol Gruppo S.p.A. was founded in 1961 and is based in Bologna, Italy.",11388,"{'maxAge': 1, 'name': 'G. A. I. Giay', 'title': 'Chief Human Resource Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",3,4,7,7,7,1693526400,1388448000,86400,4,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,0.36,0.1418,1684713600,0.3637,1.147147,4.6,1,1,1,0,0,3994338816,2.22,2.54,0.2593878,2.53,2.33715,0.37,0.14624506,USD,8500677120,0.04773,925441703,1434259968,5.0105,0.5049396,1672444800,1703980800,1688083200,0.143,735000000,0.55,1:100,1334275200,0.552,4.136,PNK,EQUITY,UFGSY,UFGSY,UNIPOL GRUPPO SPA UNSPON ADR EA,Unipol Gruppo S.p.A.,1231770600,America/New_York,EDT,-14400000,2.53,none,1520999936,1.06,2055500032,4656000000,3.041,4.096,15399100416,52.18,10.7565,0.01437,0.11083,3546700000,-15520974848,2366500096,0.141,0.28,0.25798,0.13348,0.11214,EUR,
8,"Via Stalingrado, 45",Bologna,BO,40128,Italy,39 05 15 07 71 11,39 05 15 07 66 66,https://www.unipol.it,Insurance—Diversified,Financial Services,"Unipol Gruppo S.p.A., together with its subsidiaries, provides insurance products and services primarily in Italy. The company operates through Non-Life Insurance Business, Life Insurance Business, Real Estate Business, and Holding and Other Businesses segments. It offers non-life insurance products for vehicles, sports craft, and travel; home and condominiums; work related to businesses, traders, professionals, and legal protection; accident and health protection; and investments and welfare. The company also provides life insurance products; bancassurance; and reinsurance services. In addition, it is involved in the management of non-performing loans; operation and management of real estate properties; operation of hotels, residences, resorts, agricultural land, nursing homes, multi-specialist centers, and port facilities; provision of vehicle and glass repair services, mobile payments, telematics, and response services to assistance request; resale of used cars; marketing of e-bikes; and telemedicine businesses. Further, the company offers property services to homes and condominiums, and administrators and owners. The company was formerly known as Unipol Gruppo Finanziario S.p.A. and changed its name to Unipol Gruppo S.p.A. in June 2017. Unipol Gruppo S.p.A. was founded in 1961 and is based in Bologna, Italy.",11388,"{'maxAge': 1, 'name': 'R.  Avesani', 'title': 'Chief Innovation Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",3,4,7,7,7,1693526400,1388448000,86400,4,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,0.36,0.1418,1684713600,0.3637,1.147147,4.6,1,1,1,0,0,3994338816,2.22,2.54,0.2593878,2.53,2.33715,0.37,0.14624506,USD,8500677120,0.04773,925441703,1434259968,5.0105,0.5049396,1672444800,1703980800,1688083200,0.143,735000000,0.55,1:100,1334275200,0.552,4.136,PNK,EQUITY,UFGSY,UFGSY,UNIPOL GRUPPO SPA UNSPON ADR EA,Unipol Gruppo S.p.A.,1231770600,America/New_York,EDT,-14400000,2.53,none,1520999936,1.06,2055500032,4656000000,3.041,4.096,15399100416,52.18,10.7565,0.01437,0.11083,3546700000,-15520974848,2366500096,0.141,0.28,0.25798,0.13348,0.11214,EUR,
9,"Via Stalingrado, 45",Bologna,BO,40128,Italy,39 05 15 07 71 11,39 05 15 07 66 66,https://www.unipol.it,Insurance—Diversified,Financial Services,"Unipol Gruppo S.p.A., together with its subsidiaries, provides insurance products and services primarily in Italy. The company operates through Non-Life Insurance Business, Life Insurance Business, Real Estate Business, and Holding and Other Businesses segments. It offers non-life insurance products for vehicles, sports craft, and travel; home and condominiums; work related to businesses, traders, professionals, and legal protection; accident and health protection; and investments and welfare. The company also provides life insurance products; bancassurance; and reinsurance services. In addition, it is involved in the management of non-performing loans; operation and management of real estate properties; operation of hotels, residences, resorts, agricultural land, nursing homes, multi-specialist centers, and port facilities; provision of vehicle and glass repair services, mobile payments, telematics, and response services to assistance request; resale of used cars; marketing of e-bikes; and telemedicine businesses. Further, the company offers property services to homes and condominiums, and administrators and owners. The company was formerly known as Unipol Gruppo Finanziario S.p.A. and changed its name to Unipol Gruppo S.p.A. in June 2017. Unipol Gruppo S.p.A. was founded in 1961 and is based in Bologna, Italy.",11388,"{'maxAge': 1, 'name': 'Walter  Visani', 'title': 'Head of Ethics', 'exercisedValue': 0, 'unexercisedValue': 0}",3,4,7,7,7,1693526400,1388448000,86400,4,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,0.36,0.1418,1684713600,0.3637,1.147147,4.6,1,1,1,0,0,3994338816,2.22,2.54,0.2593878,2.53,2.33715,0.37,0.14624506,USD,8500677120,0.04773,925441703,1434259968,5.0105,0.5049396,1672444800,1703980800,1688083200,0.143,735000000,0.55,1:100,1334275200,0.552,4.136,PNK,EQUITY,UFGSY,UFGSY,UNIPOL GRUPPO SPA UNSPON ADR EA,Unipol Gruppo S.p.A.,1231770600,America/New_York,EDT,-14400000,2.53,none,1520999936,1.06,2055500032,4656000000,3.041,4.096,15399100416,52.18,10.7565,0.01437,0.11083,3546700000,-15520974848,2366500096,0.141,0.28,0.25798,0.13348,0.11214,EUR,
