,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,275 Kent Street,Level 18,Sydney,NSW,2000,Australia,61 2 9155 7713,61 2 8253 1207,https://www.westpac.com.au,Banks—Diversified,Financial Services,"Westpac Banking Corporation provides various banking and financial services in Australia, New Zealand, and internationally. It offers savings, term deposit, business transaction, not-for-profit transaction, foreign currency, farm management deposit, project and retention trust, and statutory trust accounts; home, personal, business, and commercial loans; car and equipment finance; business overdrafts and bank guarantees; debit and credit cards; international and travel services; share trading services; investment products; and home, car, travel, life, caravan and trailer, credit card and loan repayment, boat, and business insurance products. The company also provides corporate and institutional, transaction banking, financial market, corporate and structured finance, trade and supply chain financing, and industry specific banking and treasury services, as well as online banking services. It serves individuals; micro, small, and medium enterprises; commercial business and private wealth clients; and commercial, corporate, institutional, and government customers. The company was formerly known as Bank of New South Wales and changed its name to Westpac Banking Corporation in October 1982. The company was founded in 1817 and is based in Sydney, Australia.",34749,"{'maxAge': 1, 'name': 'Mr. Peter Francis King BEc, F.C.A., FCA', 'age': 52, 'title': 'CEO, MD & Director', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 2267790, 'exercisedValue': 0, 'unexercisedValue': 0}",10,2,1,1,3,1693526400,1672444800,86400,2,14.35,13.78,14.35,14.35,14.35,13.78,14.35,14.35,0.93,0.0651,1683763200,0.71669996,0.84084,12.8125,3708,3708,5143,9260,9260,0.0,0.0,0,0,50277810176,12.99,17.0,2.5401814,14.1576,14.7681,1.34,0.09337979,USD,82383822848,0.3241,3473233886,3503680000,0.0058,0.28345,20.728,0.69230026,1664496000,1696032000,1680220800,0.22,6412000256,1.12,4.162,PNK,EQUITY,WEBNF,WEBNF,WESTPAC BANKING CORPORATION,Westpac Banking Corporation,1234535400,America/New_York,EDT,-14400000,14.35,none,168705998848,48.151,200767995904,19793000448,5.658,0.0064700004,0.08979,19271000000,-14353000448,0.257,0.052,0.0,0.0,0.51326,AUD,
1,275 Kent Street,Level 18,Sydney,NSW,2000,Australia,61 2 9155 7713,61 2 8253 1207,https://www.westpac.com.au,Banks—Diversified,Financial Services,"Westpac Banking Corporation provides various banking and financial services in Australia, New Zealand, and internationally. It offers savings, term deposit, business transaction, not-for-profit transaction, foreign currency, farm management deposit, project and retention trust, and statutory trust accounts; home, personal, business, and commercial loans; car and equipment finance; business overdrafts and bank guarantees; debit and credit cards; international and travel services; share trading services; investment products; and home, car, travel, life, caravan and trailer, credit card and loan repayment, boat, and business insurance products. The company also provides corporate and institutional, transaction banking, financial market, corporate and structured finance, trade and supply chain financing, and industry specific banking and treasury services, as well as online banking services. It serves individuals; micro, small, and medium enterprises; commercial business and private wealth clients; and commercial, corporate, institutional, and government customers. The company was formerly known as Bank of New South Wales and changed its name to Westpac Banking Corporation in October 1982. The company was founded in 1817 and is based in Sydney, Australia.",34749,"{'maxAge': 1, 'name': 'Mr. Michael Campbell Rowland B.Com., F.C.A.', 'age': 61, 'title': 'Chief Financial Officer', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 1080055, 'exercisedValue': 0, 'unexercisedValue': 0}",10,2,1,1,3,1693526400,1672444800,86400,2,14.35,13.78,14.35,14.35,14.35,13.78,14.35,14.35,0.93,0.0651,1683763200,0.71669996,0.84084,12.8125,3708,3708,5143,9260,9260,0.0,0.0,0,0,50277810176,12.99,17.0,2.5401814,14.1576,14.7681,1.34,0.09337979,USD,82383822848,0.3241,3473233886,3503680000,0.0058,0.28345,20.728,0.69230026,1664496000,1696032000,1680220800,0.22,6412000256,1.12,4.162,PNK,EQUITY,WEBNF,WEBNF,WESTPAC BANKING CORPORATION,Westpac Banking Corporation,1234535400,America/New_York,EDT,-14400000,14.35,none,168705998848,48.151,200767995904,19793000448,5.658,0.0064700004,0.08979,19271000000,-14353000448,0.257,0.052,0.0,0.0,0.51326,AUD,
2,275 Kent Street,Level 18,Sydney,NSW,2000,Australia,61 2 9155 7713,61 2 8253 1207,https://www.westpac.com.au,Banks—Diversified,Financial Services,"Westpac Banking Corporation provides various banking and financial services in Australia, New Zealand, and internationally. It offers savings, term deposit, business transaction, not-for-profit transaction, foreign currency, farm management deposit, project and retention trust, and statutory trust accounts; home, personal, business, and commercial loans; car and equipment finance; business overdrafts and bank guarantees; debit and credit cards; international and travel services; share trading services; investment products; and home, car, travel, life, caravan and trailer, credit card and loan repayment, boat, and business insurance products. The company also provides corporate and institutional, transaction banking, financial market, corporate and structured finance, trade and supply chain financing, and industry specific banking and treasury services, as well as online banking services. It serves individuals; micro, small, and medium enterprises; commercial business and private wealth clients; and commercial, corporate, institutional, and government customers. The company was formerly known as Bank of New South Wales and changed its name to Westpac Banking Corporation in October 1982. The company was founded in 1817 and is based in Sydney, Australia.",34749,"{'maxAge': 1, 'name': 'Mr. Scott  Collary B.A.', 'age': 57, 'title': 'Chief Information Officer', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 1231644, 'exercisedValue': 0, 'unexercisedValue': 0}",10,2,1,1,3,1693526400,1672444800,86400,2,14.35,13.78,14.35,14.35,14.35,13.78,14.35,14.35,0.93,0.0651,1683763200,0.71669996,0.84084,12.8125,3708,3708,5143,9260,9260,0.0,0.0,0,0,50277810176,12.99,17.0,2.5401814,14.1576,14.7681,1.34,0.09337979,USD,82383822848,0.3241,3473233886,3503680000,0.0058,0.28345,20.728,0.69230026,1664496000,1696032000,1680220800,0.22,6412000256,1.12,4.162,PNK,EQUITY,WEBNF,WEBNF,WESTPAC BANKING CORPORATION,Westpac Banking Corporation,1234535400,America/New_York,EDT,-14400000,14.35,none,168705998848,48.151,200767995904,19793000448,5.658,0.0064700004,0.08979,19271000000,-14353000448,0.257,0.052,0.0,0.0,0.51326,AUD,
3,275 Kent Street,Level 18,Sydney,NSW,2000,Australia,61 2 9155 7713,61 2 8253 1207,https://www.westpac.com.au,Banks—Diversified,Financial Services,"Westpac Banking Corporation provides various banking and financial services in Australia, New Zealand, and internationally. It offers savings, term deposit, business transaction, not-for-profit transaction, foreign currency, farm management deposit, project and retention trust, and statutory trust accounts; home, personal, business, and commercial loans; car and equipment finance; business overdrafts and bank guarantees; debit and credit cards; international and travel services; share trading services; investment products; and home, car, travel, life, caravan and trailer, credit card and loan repayment, boat, and business insurance products. The company also provides corporate and institutional, transaction banking, financial market, corporate and structured finance, trade and supply chain financing, and industry specific banking and treasury services, as well as online banking services. It serves individuals; micro, small, and medium enterprises; commercial business and private wealth clients; and commercial, corporate, institutional, and government customers. The company was formerly known as Bank of New South Wales and changed its name to Westpac Banking Corporation in October 1982. The company was founded in 1817 and is based in Sydney, Australia.",34749,"{'maxAge': 1, 'name': 'Ms. Christine Joy Parker', 'age': 62, 'title': 'Group Exec. of HR', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 857153, 'exercisedValue': 0, 'unexercisedValue': 0}",10,2,1,1,3,1693526400,1672444800,86400,2,14.35,13.78,14.35,14.35,14.35,13.78,14.35,14.35,0.93,0.0651,1683763200,0.71669996,0.84084,12.8125,3708,3708,5143,9260,9260,0.0,0.0,0,0,50277810176,12.99,17.0,2.5401814,14.1576,14.7681,1.34,0.09337979,USD,82383822848,0.3241,3473233886,3503680000,0.0058,0.28345,20.728,0.69230026,1664496000,1696032000,1680220800,0.22,6412000256,1.12,4.162,PNK,EQUITY,WEBNF,WEBNF,WESTPAC BANKING CORPORATION,Westpac Banking Corporation,1234535400,America/New_York,EDT,-14400000,14.35,none,168705998848,48.151,200767995904,19793000448,5.658,0.0064700004,0.08979,19271000000,-14353000448,0.257,0.052,0.0,0.0,0.51326,AUD,
4,275 Kent Street,Level 18,Sydney,NSW,2000,Australia,61 2 9155 7713,61 2 8253 1207,https://www.westpac.com.au,Banks—Diversified,Financial Services,"Westpac Banking Corporation provides various banking and financial services in Australia, New Zealand, and internationally. It offers savings, term deposit, business transaction, not-for-profit transaction, foreign currency, farm management deposit, project and retention trust, and statutory trust accounts; home, personal, business, and commercial loans; car and equipment finance; business overdrafts and bank guarantees; debit and credit cards; international and travel services; share trading services; investment products; and home, car, travel, life, caravan and trailer, credit card and loan repayment, boat, and business insurance products. The company also provides corporate and institutional, transaction banking, financial market, corporate and structured finance, trade and supply chain financing, and industry specific banking and treasury services, as well as online banking services. It serves individuals; micro, small, and medium enterprises; commercial business and private wealth clients; and commercial, corporate, institutional, and government customers. The company was formerly known as Bank of New South Wales and changed its name to Westpac Banking Corporation in October 1982. The company was founded in 1817 and is based in Sydney, Australia.",34749,"{'maxAge': 1, 'name': 'Mr. Jason  Yetton B.Com., BCom, GDAppFin, TGMP', 'age': 52, 'title': 'Chief Exec. of Consumer', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 1143040, 'exercisedValue': 0, 'unexercisedValue': 0}",10,2,1,1,3,1693526400,1672444800,86400,2,14.35,13.78,14.35,14.35,14.35,13.78,14.35,14.35,0.93,0.0651,1683763200,0.71669996,0.84084,12.8125,3708,3708,5143,9260,9260,0.0,0.0,0,0,50277810176,12.99,17.0,2.5401814,14.1576,14.7681,1.34,0.09337979,USD,82383822848,0.3241,3473233886,3503680000,0.0058,0.28345,20.728,0.69230026,1664496000,1696032000,1680220800,0.22,6412000256,1.12,4.162,PNK,EQUITY,WEBNF,WEBNF,WESTPAC BANKING CORPORATION,Westpac Banking Corporation,1234535400,America/New_York,EDT,-14400000,14.35,none,168705998848,48.151,200767995904,19793000448,5.658,0.0064700004,0.08979,19271000000,-14353000448,0.257,0.052,0.0,0.0,0.51326,AUD,
5,275 Kent Street,Level 18,Sydney,NSW,2000,Australia,61 2 9155 7713,61 2 8253 1207,https://www.westpac.com.au,Banks—Diversified,Financial Services,"Westpac Banking Corporation provides various banking and financial services in Australia, New Zealand, and internationally. It offers savings, term deposit, business transaction, not-for-profit transaction, foreign currency, farm management deposit, project and retention trust, and statutory trust accounts; home, personal, business, and commercial loans; car and equipment finance; business overdrafts and bank guarantees; debit and credit cards; international and travel services; share trading services; investment products; and home, car, travel, life, caravan and trailer, credit card and loan repayment, boat, and business insurance products. The company also provides corporate and institutional, transaction banking, financial market, corporate and structured finance, trade and supply chain financing, and industry specific banking and treasury services, as well as online banking services. It serves individuals; micro, small, and medium enterprises; commercial business and private wealth clients; and commercial, corporate, institutional, and government customers. The company was formerly known as Bank of New South Wales and changed its name to Westpac Banking Corporation in October 1982. The company was founded in 1817 and is based in Sydney, Australia.",34749,"{'maxAge': 1, 'name': 'Ms. Carolyn  McCann B.A.', 'age': 49, 'title': 'Group Exec. of Customer & Corp. Services', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 923733, 'exercisedValue': 0, 'unexercisedValue': 0}",10,2,1,1,3,1693526400,1672444800,86400,2,14.35,13.78,14.35,14.35,14.35,13.78,14.35,14.35,0.93,0.0651,1683763200,0.71669996,0.84084,12.8125,3708,3708,5143,9260,9260,0.0,0.0,0,0,50277810176,12.99,17.0,2.5401814,14.1576,14.7681,1.34,0.09337979,USD,82383822848,0.3241,3473233886,3503680000,0.0058,0.28345,20.728,0.69230026,1664496000,1696032000,1680220800,0.22,6412000256,1.12,4.162,PNK,EQUITY,WEBNF,WEBNF,WESTPAC BANKING CORPORATION,Westpac Banking Corporation,1234535400,America/New_York,EDT,-14400000,14.35,none,168705998848,48.151,200767995904,19793000448,5.658,0.0064700004,0.08979,19271000000,-14353000448,0.257,0.052,0.0,0.0,0.51326,AUD,
6,275 Kent Street,Level 18,Sydney,NSW,2000,Australia,61 2 9155 7713,61 2 8253 1207,https://www.westpac.com.au,Banks—Diversified,Financial Services,"Westpac Banking Corporation provides various banking and financial services in Australia, New Zealand, and internationally. It offers savings, term deposit, business transaction, not-for-profit transaction, foreign currency, farm management deposit, project and retention trust, and statutory trust accounts; home, personal, business, and commercial loans; car and equipment finance; business overdrafts and bank guarantees; debit and credit cards; international and travel services; share trading services; investment products; and home, car, travel, life, caravan and trailer, credit card and loan repayment, boat, and business insurance products. The company also provides corporate and institutional, transaction banking, financial market, corporate and structured finance, trade and supply chain financing, and industry specific banking and treasury services, as well as online banking services. It serves individuals; micro, small, and medium enterprises; commercial business and private wealth clients; and commercial, corporate, institutional, and government customers. The company was formerly known as Bank of New South Wales and changed its name to Westpac Banking Corporation in October 1982. The company was founded in 1817 and is based in Sydney, Australia.",34749,"{'maxAge': 1, 'name': 'Mr. Anthony  Miller B.A., L.L.B.', 'age': 51, 'title': 'Chief Exec. of Bus. & Wealth', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 1575511, 'exercisedValue': 0, 'unexercisedValue': 0}",10,2,1,1,3,1693526400,1672444800,86400,2,14.35,13.78,14.35,14.35,14.35,13.78,14.35,14.35,0.93,0.0651,1683763200,0.71669996,0.84084,12.8125,3708,3708,5143,9260,9260,0.0,0.0,0,0,50277810176,12.99,17.0,2.5401814,14.1576,14.7681,1.34,0.09337979,USD,82383822848,0.3241,3473233886,3503680000,0.0058,0.28345,20.728,0.69230026,1664496000,1696032000,1680220800,0.22,6412000256,1.12,4.162,PNK,EQUITY,WEBNF,WEBNF,WESTPAC BANKING CORPORATION,Westpac Banking Corporation,1234535400,America/New_York,EDT,-14400000,14.35,none,168705998848,48.151,200767995904,19793000448,5.658,0.0064700004,0.08979,19271000000,-14353000448,0.257,0.052,0.0,0.0,0.51326,AUD,
7,275 Kent Street,Level 18,Sydney,NSW,2000,Australia,61 2 9155 7713,61 2 8253 1207,https://www.westpac.com.au,Banks—Diversified,Financial Services,"Westpac Banking Corporation provides various banking and financial services in Australia, New Zealand, and internationally. It offers savings, term deposit, business transaction, not-for-profit transaction, foreign currency, farm management deposit, project and retention trust, and statutory trust accounts; home, personal, business, and commercial loans; car and equipment finance; business overdrafts and bank guarantees; debit and credit cards; international and travel services; share trading services; investment products; and home, car, travel, life, caravan and trailer, credit card and loan repayment, boat, and business insurance products. The company also provides corporate and institutional, transaction banking, financial market, corporate and structured finance, trade and supply chain financing, and industry specific banking and treasury services, as well as online banking services. It serves individuals; micro, small, and medium enterprises; commercial business and private wealth clients; and commercial, corporate, institutional, and government customers. The company was formerly known as Bank of New South Wales and changed its name to Westpac Banking Corporation in October 1982. The company was founded in 1817 and is based in Sydney, Australia.",34749,"{'maxAge': 1, 'name': 'Mr. Ryan Armand Zanin C.F.A.', 'age': 59, 'title': 'Chief Risk Officer', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 1624296, 'exercisedValue': 0, 'unexercisedValue': 0}",10,2,1,1,3,1693526400,1672444800,86400,2,14.35,13.78,14.35,14.35,14.35,13.78,14.35,14.35,0.93,0.0651,1683763200,0.71669996,0.84084,12.8125,3708,3708,5143,9260,9260,0.0,0.0,0,0,50277810176,12.99,17.0,2.5401814,14.1576,14.7681,1.34,0.09337979,USD,82383822848,0.3241,3473233886,3503680000,0.0058,0.28345,20.728,0.69230026,1664496000,1696032000,1680220800,0.22,6412000256,1.12,4.162,PNK,EQUITY,WEBNF,WEBNF,WESTPAC BANKING CORPORATION,Westpac Banking Corporation,1234535400,America/New_York,EDT,-14400000,14.35,none,168705998848,48.151,200767995904,19793000448,5.658,0.0064700004,0.08979,19271000000,-14353000448,0.257,0.052,0.0,0.0,0.51326,AUD,
8,275 Kent Street,Level 18,Sydney,NSW,2000,Australia,61 2 9155 7713,61 2 8253 1207,https://www.westpac.com.au,Banks—Diversified,Financial Services,"Westpac Banking Corporation provides various banking and financial services in Australia, New Zealand, and internationally. It offers savings, term deposit, business transaction, not-for-profit transaction, foreign currency, farm management deposit, project and retention trust, and statutory trust accounts; home, personal, business, and commercial loans; car and equipment finance; business overdrafts and bank guarantees; debit and credit cards; international and travel services; share trading services; investment products; and home, car, travel, life, caravan and trailer, credit card and loan repayment, boat, and business insurance products. The company also provides corporate and institutional, transaction banking, financial market, corporate and structured finance, trade and supply chain financing, and industry specific banking and treasury services, as well as online banking services. It serves individuals; micro, small, and medium enterprises; commercial business and private wealth clients; and commercial, corporate, institutional, and government customers. The company was formerly known as Bank of New South Wales and changed its name to Westpac Banking Corporation in October 1982. The company was founded in 1817 and is based in Sydney, Australia.",34749,"{'maxAge': 1, 'name': 'Ms. Catherine Anne McGrath B.Com., L.L.B.', 'age': 51, 'title': 'Chief Exec. Officer of Westpac New Zealand Limited', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 794736, 'exercisedValue': 0, 'unexercisedValue': 0}",10,2,1,1,3,1693526400,1672444800,86400,2,14.35,13.78,14.35,14.35,14.35,13.78,14.35,14.35,0.93,0.0651,1683763200,0.71669996,0.84084,12.8125,3708,3708,5143,9260,9260,0.0,0.0,0,0,50277810176,12.99,17.0,2.5401814,14.1576,14.7681,1.34,0.09337979,USD,82383822848,0.3241,3473233886,3503680000,0.0058,0.28345,20.728,0.69230026,1664496000,1696032000,1680220800,0.22,6412000256,1.12,4.162,PNK,EQUITY,WEBNF,WEBNF,WESTPAC BANKING CORPORATION,Westpac Banking Corporation,1234535400,America/New_York,EDT,-14400000,14.35,none,168705998848,48.151,200767995904,19793000448,5.658,0.0064700004,0.08979,19271000000,-14353000448,0.257,0.052,0.0,0.0,0.51326,AUD,
9,275 Kent Street,Level 18,Sydney,NSW,2000,Australia,61 2 9155 7713,61 2 8253 1207,https://www.westpac.com.au,Banks—Diversified,Financial Services,"Westpac Banking Corporation provides various banking and financial services in Australia, New Zealand, and internationally. It offers savings, term deposit, business transaction, not-for-profit transaction, foreign currency, farm management deposit, project and retention trust, and statutory trust accounts; home, personal, business, and commercial loans; car and equipment finance; business overdrafts and bank guarantees; debit and credit cards; international and travel services; share trading services; investment products; and home, car, travel, life, caravan and trailer, credit card and loan repayment, boat, and business insurance products. The company also provides corporate and institutional, transaction banking, financial market, corporate and structured finance, trade and supply chain financing, and industry specific banking and treasury services, as well as online banking services. It serves individuals; micro, small, and medium enterprises; commercial business and private wealth clients; and commercial, corporate, institutional, and government customers. The company was formerly known as Bank of New South Wales and changed its name to Westpac Banking Corporation in October 1982. The company was founded in 1817 and is based in Sydney, Australia.",34749,"{'maxAge': 1, 'name': 'Mr. Andrew  Bowden', 'title': 'GM & Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",10,2,1,1,3,1693526400,1672444800,86400,2,14.35,13.78,14.35,14.35,14.35,13.78,14.35,14.35,0.93,0.0651,1683763200,0.71669996,0.84084,12.8125,3708,3708,5143,9260,9260,0.0,0.0,0,0,50277810176,12.99,17.0,2.5401814,14.1576,14.7681,1.34,0.09337979,USD,82383822848,0.3241,3473233886,3503680000,0.0058,0.28345,20.728,0.69230026,1664496000,1696032000,1680220800,0.22,6412000256,1.12,4.162,PNK,EQUITY,WEBNF,WEBNF,WESTPAC BANKING CORPORATION,Westpac Banking Corporation,1234535400,America/New_York,EDT,-14400000,14.35,none,168705998848,48.151,200767995904,19793000448,5.658,0.0064700004,0.08979,19271000000,-14353000448,0.257,0.052,0.0,0.0,0.51326,AUD,
