,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,revenuePerShare,grossProfits,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Ecospace Business Park,"Campus-2B, 11F/12 Rajarhat, New Town North 24 Parganas",Kolkata,700160,India,91 33 3014 1111,91 33 4459 1009,https://www.mcnallybharat.com,Engineering & Construction,Industrials,"McNally Bharat Engineering Company Limited primarily engages in engineering, procurement, and construction businesses in India. It operates through two segments, Turnkey Engineering and Other Engineering Services. The company offers its turnkey solutions in the areas of power, steel, coal and mining, ports, aluminum, material handling, mineral processing, cement, water, pyroprocessing, pneumatic handling of powdered materials, coal washing, port cranes, cement, civic, industrial water supply, and oil and gas sectors, as well as for infrastructure sectors, such as buildings and townships, high rises, roads, metro, rail etc. It also manufactures a range of products, including crushers and screeners, mobile crushing and screening plants, skid mounted coal sizers, mills, pressure vessels, material handling equipment, and steel plant equipment, as well as process equipment, such as flotation cells, thickeners, slurry pumps, etc. The company was formerly known as McNally-Bird Engineering Company Limited and changed its name to McNally Bharat Engineering Company Limited in 1972. McNally Bharat Engineering Company Limited was incorporated in 1961 and is headquartered in Kolkata, India.",190,"{'maxAge': 1, 'name': 'Mr. Srinivash  Singh', 'age': 76, 'title': 'CEO & Director', 'yearBorn': 1946, 'exercisedValue': 0, 'unexercisedValue': 0}",1577750400,86400,4,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,1379462400,0.0,0.682513,106534,106534,69857,11183,11183,0.0,0.0,0,0,782812736,3.05,5.1,0.23714326,3.915,3.9725,0.0,0.0,INR,31536740352,0.0,123303437,211571008,0.5399,0.06471,-157.148,1680220800,1711843200,1688083200,-14621232128,-69.11,9.554,-14.727,NSI,EQUITY,MBECL.NS,MBECL.NS,MCNALLY BHARAT ENG,McNally Bharat Engineering Company Limited,1160106300,Asia/Kolkata,IST,19800000,3.7,none,301209984,1.424,-2141376768,31055134720,3301011968,15.603,693868000,99958000,-0.553,0.16766001,-0.6487,-0.67364997,INR,
1,Ecospace Business Park,"Campus-2B, 11F/12 Rajarhat, New Town North 24 Parganas",Kolkata,700160,India,91 33 3014 1111,91 33 4459 1009,https://www.mcnallybharat.com,Engineering & Construction,Industrials,"McNally Bharat Engineering Company Limited primarily engages in engineering, procurement, and construction businesses in India. It operates through two segments, Turnkey Engineering and Other Engineering Services. The company offers its turnkey solutions in the areas of power, steel, coal and mining, ports, aluminum, material handling, mineral processing, cement, water, pyroprocessing, pneumatic handling of powdered materials, coal washing, port cranes, cement, civic, industrial water supply, and oil and gas sectors, as well as for infrastructure sectors, such as buildings and townships, high rises, roads, metro, rail etc. It also manufactures a range of products, including crushers and screeners, mobile crushing and screening plants, skid mounted coal sizers, mills, pressure vessels, material handling equipment, and steel plant equipment, as well as process equipment, such as flotation cells, thickeners, slurry pumps, etc. The company was formerly known as McNally-Bird Engineering Company Limited and changed its name to McNally Bharat Engineering Company Limited in 1972. McNally Bharat Engineering Company Limited was incorporated in 1961 and is headquartered in Kolkata, India.",190,"{'maxAge': 1, 'name': 'Mr. Pradyuman  Baidya', 'age': 58, 'title': 'Interim Chief Financial Officer', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1577750400,86400,4,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,1379462400,0.0,0.682513,106534,106534,69857,11183,11183,0.0,0.0,0,0,782812736,3.05,5.1,0.23714326,3.915,3.9725,0.0,0.0,INR,31536740352,0.0,123303437,211571008,0.5399,0.06471,-157.148,1680220800,1711843200,1688083200,-14621232128,-69.11,9.554,-14.727,NSI,EQUITY,MBECL.NS,MBECL.NS,MCNALLY BHARAT ENG,McNally Bharat Engineering Company Limited,1160106300,Asia/Kolkata,IST,19800000,3.7,none,301209984,1.424,-2141376768,31055134720,3301011968,15.603,693868000,99958000,-0.553,0.16766001,-0.6487,-0.67364997,INR,
2,Ecospace Business Park,"Campus-2B, 11F/12 Rajarhat, New Town North 24 Parganas",Kolkata,700160,India,91 33 3014 1111,91 33 4459 1009,https://www.mcnallybharat.com,Engineering & Construction,Industrials,"McNally Bharat Engineering Company Limited primarily engages in engineering, procurement, and construction businesses in India. It operates through two segments, Turnkey Engineering and Other Engineering Services. The company offers its turnkey solutions in the areas of power, steel, coal and mining, ports, aluminum, material handling, mineral processing, cement, water, pyroprocessing, pneumatic handling of powdered materials, coal washing, port cranes, cement, civic, industrial water supply, and oil and gas sectors, as well as for infrastructure sectors, such as buildings and townships, high rises, roads, metro, rail etc. It also manufactures a range of products, including crushers and screeners, mobile crushing and screening plants, skid mounted coal sizers, mills, pressure vessels, material handling equipment, and steel plant equipment, as well as process equipment, such as flotation cells, thickeners, slurry pumps, etc. The company was formerly known as McNally-Bird Engineering Company Limited and changed its name to McNally Bharat Engineering Company Limited in 1972. McNally Bharat Engineering Company Limited was incorporated in 1961 and is headquartered in Kolkata, India.",190,"{'maxAge': 1, 'name': 'Ms. Indrani  Ray', 'age': 51, 'title': 'Company Sec. & Compliance Officer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",1577750400,86400,4,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,1379462400,0.0,0.682513,106534,106534,69857,11183,11183,0.0,0.0,0,0,782812736,3.05,5.1,0.23714326,3.915,3.9725,0.0,0.0,INR,31536740352,0.0,123303437,211571008,0.5399,0.06471,-157.148,1680220800,1711843200,1688083200,-14621232128,-69.11,9.554,-14.727,NSI,EQUITY,MBECL.NS,MBECL.NS,MCNALLY BHARAT ENG,McNally Bharat Engineering Company Limited,1160106300,Asia/Kolkata,IST,19800000,3.7,none,301209984,1.424,-2141376768,31055134720,3301011968,15.603,693868000,99958000,-0.553,0.16766001,-0.6487,-0.67364997,INR,
3,Ecospace Business Park,"Campus-2B, 11F/12 Rajarhat, New Town North 24 Parganas",Kolkata,700160,India,91 33 3014 1111,91 33 4459 1009,https://www.mcnallybharat.com,Engineering & Construction,Industrials,"McNally Bharat Engineering Company Limited primarily engages in engineering, procurement, and construction businesses in India. It operates through two segments, Turnkey Engineering and Other Engineering Services. The company offers its turnkey solutions in the areas of power, steel, coal and mining, ports, aluminum, material handling, mineral processing, cement, water, pyroprocessing, pneumatic handling of powdered materials, coal washing, port cranes, cement, civic, industrial water supply, and oil and gas sectors, as well as for infrastructure sectors, such as buildings and townships, high rises, roads, metro, rail etc. It also manufactures a range of products, including crushers and screeners, mobile crushing and screening plants, skid mounted coal sizers, mills, pressure vessels, material handling equipment, and steel plant equipment, as well as process equipment, such as flotation cells, thickeners, slurry pumps, etc. The company was formerly known as McNally-Bird Engineering Company Limited and changed its name to McNally Bharat Engineering Company Limited in 1972. McNally Bharat Engineering Company Limited was incorporated in 1961 and is headquartered in Kolkata, India.",190,"{'maxAge': 1, 'name': 'Mr. Arindam  Sarkar B.E., B.E. (Civil)', 'age': 67, 'title': 'Pres of Engineering & Construction', 'yearBorn': 1955, 'exercisedValue': 0, 'unexercisedValue': 0}",1577750400,86400,4,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,1379462400,0.0,0.682513,106534,106534,69857,11183,11183,0.0,0.0,0,0,782812736,3.05,5.1,0.23714326,3.915,3.9725,0.0,0.0,INR,31536740352,0.0,123303437,211571008,0.5399,0.06471,-157.148,1680220800,1711843200,1688083200,-14621232128,-69.11,9.554,-14.727,NSI,EQUITY,MBECL.NS,MBECL.NS,MCNALLY BHARAT ENG,McNally Bharat Engineering Company Limited,1160106300,Asia/Kolkata,IST,19800000,3.7,none,301209984,1.424,-2141376768,31055134720,3301011968,15.603,693868000,99958000,-0.553,0.16766001,-0.6487,-0.67364997,INR,
4,Ecospace Business Park,"Campus-2B, 11F/12 Rajarhat, New Town North 24 Parganas",Kolkata,700160,India,91 33 3014 1111,91 33 4459 1009,https://www.mcnallybharat.com,Engineering & Construction,Industrials,"McNally Bharat Engineering Company Limited primarily engages in engineering, procurement, and construction businesses in India. It operates through two segments, Turnkey Engineering and Other Engineering Services. The company offers its turnkey solutions in the areas of power, steel, coal and mining, ports, aluminum, material handling, mineral processing, cement, water, pyroprocessing, pneumatic handling of powdered materials, coal washing, port cranes, cement, civic, industrial water supply, and oil and gas sectors, as well as for infrastructure sectors, such as buildings and townships, high rises, roads, metro, rail etc. It also manufactures a range of products, including crushers and screeners, mobile crushing and screening plants, skid mounted coal sizers, mills, pressure vessels, material handling equipment, and steel plant equipment, as well as process equipment, such as flotation cells, thickeners, slurry pumps, etc. The company was formerly known as McNally-Bird Engineering Company Limited and changed its name to McNally Bharat Engineering Company Limited in 1972. McNally Bharat Engineering Company Limited was incorporated in 1961 and is headquartered in Kolkata, India.",190,"{'maxAge': 1, 'name': 'Bose Ashoke Kumar', 'age': 67, 'title': 'Pres of Engineering', 'yearBorn': 1955, 'exercisedValue': 0, 'unexercisedValue': 0}",1577750400,86400,4,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,1379462400,0.0,0.682513,106534,106534,69857,11183,11183,0.0,0.0,0,0,782812736,3.05,5.1,0.23714326,3.915,3.9725,0.0,0.0,INR,31536740352,0.0,123303437,211571008,0.5399,0.06471,-157.148,1680220800,1711843200,1688083200,-14621232128,-69.11,9.554,-14.727,NSI,EQUITY,MBECL.NS,MBECL.NS,MCNALLY BHARAT ENG,McNally Bharat Engineering Company Limited,1160106300,Asia/Kolkata,IST,19800000,3.7,none,301209984,1.424,-2141376768,31055134720,3301011968,15.603,693868000,99958000,-0.553,0.16766001,-0.6487,-0.67364997,INR,
5,Ecospace Business Park,"Campus-2B, 11F/12 Rajarhat, New Town North 24 Parganas",Kolkata,700160,India,91 33 3014 1111,91 33 4459 1009,https://www.mcnallybharat.com,Engineering & Construction,Industrials,"McNally Bharat Engineering Company Limited primarily engages in engineering, procurement, and construction businesses in India. It operates through two segments, Turnkey Engineering and Other Engineering Services. The company offers its turnkey solutions in the areas of power, steel, coal and mining, ports, aluminum, material handling, mineral processing, cement, water, pyroprocessing, pneumatic handling of powdered materials, coal washing, port cranes, cement, civic, industrial water supply, and oil and gas sectors, as well as for infrastructure sectors, such as buildings and townships, high rises, roads, metro, rail etc. It also manufactures a range of products, including crushers and screeners, mobile crushing and screening plants, skid mounted coal sizers, mills, pressure vessels, material handling equipment, and steel plant equipment, as well as process equipment, such as flotation cells, thickeners, slurry pumps, etc. The company was formerly known as McNally-Bird Engineering Company Limited and changed its name to McNally Bharat Engineering Company Limited in 1972. McNally Bharat Engineering Company Limited was incorporated in 1961 and is headquartered in Kolkata, India.",190,"{'maxAge': 1, 'name': 'Mr. Asis Kumar Bhattacharya B.E.', 'age': 64, 'title': 'Pres of Electrical, Instrumentation & Solar', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",1577750400,86400,4,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,1379462400,0.0,0.682513,106534,106534,69857,11183,11183,0.0,0.0,0,0,782812736,3.05,5.1,0.23714326,3.915,3.9725,0.0,0.0,INR,31536740352,0.0,123303437,211571008,0.5399,0.06471,-157.148,1680220800,1711843200,1688083200,-14621232128,-69.11,9.554,-14.727,NSI,EQUITY,MBECL.NS,MBECL.NS,MCNALLY BHARAT ENG,McNally Bharat Engineering Company Limited,1160106300,Asia/Kolkata,IST,19800000,3.7,none,301209984,1.424,-2141376768,31055134720,3301011968,15.603,693868000,99958000,-0.553,0.16766001,-0.6487,-0.67364997,INR,
6,Ecospace Business Park,"Campus-2B, 11F/12 Rajarhat, New Town North 24 Parganas",Kolkata,700160,India,91 33 3014 1111,91 33 4459 1009,https://www.mcnallybharat.com,Engineering & Construction,Industrials,"McNally Bharat Engineering Company Limited primarily engages in engineering, procurement, and construction businesses in India. It operates through two segments, Turnkey Engineering and Other Engineering Services. The company offers its turnkey solutions in the areas of power, steel, coal and mining, ports, aluminum, material handling, mineral processing, cement, water, pyroprocessing, pneumatic handling of powdered materials, coal washing, port cranes, cement, civic, industrial water supply, and oil and gas sectors, as well as for infrastructure sectors, such as buildings and townships, high rises, roads, metro, rail etc. It also manufactures a range of products, including crushers and screeners, mobile crushing and screening plants, skid mounted coal sizers, mills, pressure vessels, material handling equipment, and steel plant equipment, as well as process equipment, such as flotation cells, thickeners, slurry pumps, etc. The company was formerly known as McNally-Bird Engineering Company Limited and changed its name to McNally Bharat Engineering Company Limited in 1972. McNally Bharat Engineering Company Limited was incorporated in 1961 and is headquartered in Kolkata, India.",190,"{'maxAge': 1, 'name': 'Mr. Rabindranath  Roy', 'age': 54, 'title': 'Pres of Construction', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",1577750400,86400,4,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,1379462400,0.0,0.682513,106534,106534,69857,11183,11183,0.0,0.0,0,0,782812736,3.05,5.1,0.23714326,3.915,3.9725,0.0,0.0,INR,31536740352,0.0,123303437,211571008,0.5399,0.06471,-157.148,1680220800,1711843200,1688083200,-14621232128,-69.11,9.554,-14.727,NSI,EQUITY,MBECL.NS,MBECL.NS,MCNALLY BHARAT ENG,McNally Bharat Engineering Company Limited,1160106300,Asia/Kolkata,IST,19800000,3.7,none,301209984,1.424,-2141376768,31055134720,3301011968,15.603,693868000,99958000,-0.553,0.16766001,-0.6487,-0.67364997,INR,
7,Ecospace Business Park,"Campus-2B, 11F/12 Rajarhat, New Town North 24 Parganas",Kolkata,700160,India,91 33 3014 1111,91 33 4459 1009,https://www.mcnallybharat.com,Engineering & Construction,Industrials,"McNally Bharat Engineering Company Limited primarily engages in engineering, procurement, and construction businesses in India. It operates through two segments, Turnkey Engineering and Other Engineering Services. The company offers its turnkey solutions in the areas of power, steel, coal and mining, ports, aluminum, material handling, mineral processing, cement, water, pyroprocessing, pneumatic handling of powdered materials, coal washing, port cranes, cement, civic, industrial water supply, and oil and gas sectors, as well as for infrastructure sectors, such as buildings and townships, high rises, roads, metro, rail etc. It also manufactures a range of products, including crushers and screeners, mobile crushing and screening plants, skid mounted coal sizers, mills, pressure vessels, material handling equipment, and steel plant equipment, as well as process equipment, such as flotation cells, thickeners, slurry pumps, etc. The company was formerly known as McNally-Bird Engineering Company Limited and changed its name to McNally Bharat Engineering Company Limited in 1972. McNally Bharat Engineering Company Limited was incorporated in 1961 and is headquartered in Kolkata, India.",190,"{'maxAge': 1, 'name': 'Mr. Arup Kanti Nandi AMI', 'age': 65, 'title': 'Pres of Marketing & Bus. Devel.', 'yearBorn': 1957, 'fiscalYear': 2019, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1577750400,86400,4,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,1379462400,0.0,0.682513,106534,106534,69857,11183,11183,0.0,0.0,0,0,782812736,3.05,5.1,0.23714326,3.915,3.9725,0.0,0.0,INR,31536740352,0.0,123303437,211571008,0.5399,0.06471,-157.148,1680220800,1711843200,1688083200,-14621232128,-69.11,9.554,-14.727,NSI,EQUITY,MBECL.NS,MBECL.NS,MCNALLY BHARAT ENG,McNally Bharat Engineering Company Limited,1160106300,Asia/Kolkata,IST,19800000,3.7,none,301209984,1.424,-2141376768,31055134720,3301011968,15.603,693868000,99958000,-0.553,0.16766001,-0.6487,-0.67364997,INR,
8,Ecospace Business Park,"Campus-2B, 11F/12 Rajarhat, New Town North 24 Parganas",Kolkata,700160,India,91 33 3014 1111,91 33 4459 1009,https://www.mcnallybharat.com,Engineering & Construction,Industrials,"McNally Bharat Engineering Company Limited primarily engages in engineering, procurement, and construction businesses in India. It operates through two segments, Turnkey Engineering and Other Engineering Services. The company offers its turnkey solutions in the areas of power, steel, coal and mining, ports, aluminum, material handling, mineral processing, cement, water, pyroprocessing, pneumatic handling of powdered materials, coal washing, port cranes, cement, civic, industrial water supply, and oil and gas sectors, as well as for infrastructure sectors, such as buildings and townships, high rises, roads, metro, rail etc. It also manufactures a range of products, including crushers and screeners, mobile crushing and screening plants, skid mounted coal sizers, mills, pressure vessels, material handling equipment, and steel plant equipment, as well as process equipment, such as flotation cells, thickeners, slurry pumps, etc. The company was formerly known as McNally-Bird Engineering Company Limited and changed its name to McNally Bharat Engineering Company Limited in 1972. McNally Bharat Engineering Company Limited was incorporated in 1961 and is headquartered in Kolkata, India.",190,"{'maxAge': 1, 'name': 'Mr. Debashis  Brahma', 'title': 'Associate VP & Group Head of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",1577750400,86400,4,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,1379462400,0.0,0.682513,106534,106534,69857,11183,11183,0.0,0.0,0,0,782812736,3.05,5.1,0.23714326,3.915,3.9725,0.0,0.0,INR,31536740352,0.0,123303437,211571008,0.5399,0.06471,-157.148,1680220800,1711843200,1688083200,-14621232128,-69.11,9.554,-14.727,NSI,EQUITY,MBECL.NS,MBECL.NS,MCNALLY BHARAT ENG,McNally Bharat Engineering Company Limited,1160106300,Asia/Kolkata,IST,19800000,3.7,none,301209984,1.424,-2141376768,31055134720,3301011968,15.603,693868000,99958000,-0.553,0.16766001,-0.6487,-0.67364997,INR,
9,Ecospace Business Park,"Campus-2B, 11F/12 Rajarhat, New Town North 24 Parganas",Kolkata,700160,India,91 33 3014 1111,91 33 4459 1009,https://www.mcnallybharat.com,Engineering & Construction,Industrials,"McNally Bharat Engineering Company Limited primarily engages in engineering, procurement, and construction businesses in India. It operates through two segments, Turnkey Engineering and Other Engineering Services. The company offers its turnkey solutions in the areas of power, steel, coal and mining, ports, aluminum, material handling, mineral processing, cement, water, pyroprocessing, pneumatic handling of powdered materials, coal washing, port cranes, cement, civic, industrial water supply, and oil and gas sectors, as well as for infrastructure sectors, such as buildings and townships, high rises, roads, metro, rail etc. It also manufactures a range of products, including crushers and screeners, mobile crushing and screening plants, skid mounted coal sizers, mills, pressure vessels, material handling equipment, and steel plant equipment, as well as process equipment, such as flotation cells, thickeners, slurry pumps, etc. The company was formerly known as McNally-Bird Engineering Company Limited and changed its name to McNally Bharat Engineering Company Limited in 1972. McNally Bharat Engineering Company Limited was incorporated in 1961 and is headquartered in Kolkata, India.",190,"{'maxAge': 1, 'name': 'Mr. Kunal  Chattopadhyay', 'age': 65, 'title': 'VP', 'yearBorn': 1957, 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}",1577750400,86400,4,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,1379462400,0.0,0.682513,106534,106534,69857,11183,11183,0.0,0.0,0,0,782812736,3.05,5.1,0.23714326,3.915,3.9725,0.0,0.0,INR,31536740352,0.0,123303437,211571008,0.5399,0.06471,-157.148,1680220800,1711843200,1688083200,-14621232128,-69.11,9.554,-14.727,NSI,EQUITY,MBECL.NS,MBECL.NS,MCNALLY BHARAT ENG,McNally Bharat Engineering Company Limited,1160106300,Asia/Kolkata,IST,19800000,3.7,none,301209984,1.424,-2141376768,31055134720,3301011968,15.603,693868000,99958000,-0.553,0.16766001,-0.6487,-0.67364997,INR,
