,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7 Place du Chancelier Adenauer,CS 31622,Paris,75016,France,33 1 53 43 74 37,33 1 53 43 74 38,https://www.urw.com,REIT—Retail,Real Estate,"Unibail-Rodamco-Westfield is an owner, developer and operator of sustainable, high-quality real estate assets in the most dynamic cities in Europe and the United States. The Group operates 75 shopping centres in 12 countries, including 39 which carry the iconic Westfield brand. These centres attract over 900 million visits annually and provide a unique platform for retailers and brands to connect with consumers. URW also has a portfolio of high-quality offices, 10 convention and exhibition venues in Paris, and a EUR 3 Bn development pipeline of mainly mixed-use assets. Currently, its EUR 51 Bn portfolio is 87% in retail, 6% in offices, 5% in convention and exhibition venues, and 2% in services (as at June 30, 2023). URW is a committed partner to major cities on urban regeneration projects, through both mixed-use development and the retrofitting of buildings to industry-leading sustainability standards. These commitments are enhanced by the Group's Better Places 2030 agenda, which strives to make a positive environmental, social and economic impact on the cities and communities where URW operates. URW's stapled shares are listed on Euronext Paris (Ticker: URW), with a secondary listing in Australia through Chess Depositary Interests. The Group benefits from a BBB+ rating from Standard & Poor's and from a Baa2 rating from Moody's.",2570,"{'maxAge': 1, 'name': 'Mr. Jean-Marie  Tritant', 'age': 55, 'title': 'Chairman of the Management Board & Group CEO', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 2859093, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,3,1,1,1693526400,1672444800,86400,2,53.19,50.0,50.0,50.0,53.19,50.0,50.0,50.0,1593648000,0.0,2.003378,4.9701786,6100,6100,898,760,760,0.0,0.0,0,0,6952049664,40.75,63.545,2.4634314,55.10706,54.389416,0.0,0.0,USD,34901065728,-0.34037998,99369468,139040992,0.27014,0.32546002,118.089,0.42340946,1672444800,1703980800,1688083200,-960600000,-7.44,10.06,12.367,24.309,PNK,EQUITY,UNBLF,UNBLF,UNIBAIL-RODAMCO-WESTFIELD,Unibail-Rodamco-Westfield SE,1015597800,America/New_York,EDT,-14400000,50.0,none,3828800000,27.537,1435699968,27679899648,1.554,1.63,2822099968,126.352,20.328,0.01589,-0.04378,1834000000,888425024,2231500032,-0.083,0.57716,0.50873,0.49176,EUR,0.6631
1,7 Place du Chancelier Adenauer,CS 31622,Paris,75016,France,33 1 53 43 74 37,33 1 53 43 74 38,https://www.urw.com,REIT—Retail,Real Estate,"Unibail-Rodamco-Westfield is an owner, developer and operator of sustainable, high-quality real estate assets in the most dynamic cities in Europe and the United States. The Group operates 75 shopping centres in 12 countries, including 39 which carry the iconic Westfield brand. These centres attract over 900 million visits annually and provide a unique platform for retailers and brands to connect with consumers. URW also has a portfolio of high-quality offices, 10 convention and exhibition venues in Paris, and a EUR 3 Bn development pipeline of mainly mixed-use assets. Currently, its EUR 51 Bn portfolio is 87% in retail, 6% in offices, 5% in convention and exhibition venues, and 2% in services (as at June 30, 2023). URW is a committed partner to major cities on urban regeneration projects, through both mixed-use development and the retrofitting of buildings to industry-leading sustainability standards. These commitments are enhanced by the Group's Better Places 2030 agenda, which strives to make a positive environmental, social and economic impact on the cities and communities where URW operates. URW's stapled shares are listed on Euronext Paris (Ticker: URW), with a secondary listing in Australia through Chess Depositary Interests. The Group benefits from a BBB+ rating from Standard & Poor's and from a Baa2 rating from Moody's.",2570,"{'maxAge': 1, 'name': 'Mr. Fabrice  Mouchel', 'age': 52, 'title': 'Group CFO & Member of Management Board', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 2022368, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,3,1,1,1693526400,1672444800,86400,2,53.19,50.0,50.0,50.0,53.19,50.0,50.0,50.0,1593648000,0.0,2.003378,4.9701786,6100,6100,898,760,760,0.0,0.0,0,0,6952049664,40.75,63.545,2.4634314,55.10706,54.389416,0.0,0.0,USD,34901065728,-0.34037998,99369468,139040992,0.27014,0.32546002,118.089,0.42340946,1672444800,1703980800,1688083200,-960600000,-7.44,10.06,12.367,24.309,PNK,EQUITY,UNBLF,UNBLF,UNIBAIL-RODAMCO-WESTFIELD,Unibail-Rodamco-Westfield SE,1015597800,America/New_York,EDT,-14400000,50.0,none,3828800000,27.537,1435699968,27679899648,1.554,1.63,2822099968,126.352,20.328,0.01589,-0.04378,1834000000,888425024,2231500032,-0.083,0.57716,0.50873,0.49176,EUR,0.6631
2,7 Place du Chancelier Adenauer,CS 31622,Paris,75016,France,33 1 53 43 74 37,33 1 53 43 74 38,https://www.urw.com,REIT—Retail,Real Estate,"Unibail-Rodamco-Westfield is an owner, developer and operator of sustainable, high-quality real estate assets in the most dynamic cities in Europe and the United States. The Group operates 75 shopping centres in 12 countries, including 39 which carry the iconic Westfield brand. These centres attract over 900 million visits annually and provide a unique platform for retailers and brands to connect with consumers. URW also has a portfolio of high-quality offices, 10 convention and exhibition venues in Paris, and a EUR 3 Bn development pipeline of mainly mixed-use assets. Currently, its EUR 51 Bn portfolio is 87% in retail, 6% in offices, 5% in convention and exhibition venues, and 2% in services (as at June 30, 2023). URW is a committed partner to major cities on urban regeneration projects, through both mixed-use development and the retrofitting of buildings to industry-leading sustainability standards. These commitments are enhanced by the Group's Better Places 2030 agenda, which strives to make a positive environmental, social and economic impact on the cities and communities where URW operates. URW's stapled shares are listed on Euronext Paris (Ticker: URW), with a secondary listing in Australia through Chess Depositary Interests. The Group benefits from a BBB+ rating from Standard & Poor's and from a Baa2 rating from Moody's.",2570,"{'maxAge': 1, 'name': 'Mr. Sylvain  Montcouquiol', 'age': 48, 'title': 'Chief Resources & Sustainability Officer and Member of Management Board', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 1055618, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,3,1,1,1693526400,1672444800,86400,2,53.19,50.0,50.0,50.0,53.19,50.0,50.0,50.0,1593648000,0.0,2.003378,4.9701786,6100,6100,898,760,760,0.0,0.0,0,0,6952049664,40.75,63.545,2.4634314,55.10706,54.389416,0.0,0.0,USD,34901065728,-0.34037998,99369468,139040992,0.27014,0.32546002,118.089,0.42340946,1672444800,1703980800,1688083200,-960600000,-7.44,10.06,12.367,24.309,PNK,EQUITY,UNBLF,UNBLF,UNIBAIL-RODAMCO-WESTFIELD,Unibail-Rodamco-Westfield SE,1015597800,America/New_York,EDT,-14400000,50.0,none,3828800000,27.537,1435699968,27679899648,1.554,1.63,2822099968,126.352,20.328,0.01589,-0.04378,1834000000,888425024,2231500032,-0.083,0.57716,0.50873,0.49176,EUR,0.6631
3,7 Place du Chancelier Adenauer,CS 31622,Paris,75016,France,33 1 53 43 74 37,33 1 53 43 74 38,https://www.urw.com,REIT—Retail,Real Estate,"Unibail-Rodamco-Westfield is an owner, developer and operator of sustainable, high-quality real estate assets in the most dynamic cities in Europe and the United States. The Group operates 75 shopping centres in 12 countries, including 39 which carry the iconic Westfield brand. These centres attract over 900 million visits annually and provide a unique platform for retailers and brands to connect with consumers. URW also has a portfolio of high-quality offices, 10 convention and exhibition venues in Paris, and a EUR 3 Bn development pipeline of mainly mixed-use assets. Currently, its EUR 51 Bn portfolio is 87% in retail, 6% in offices, 5% in convention and exhibition venues, and 2% in services (as at June 30, 2023). URW is a committed partner to major cities on urban regeneration projects, through both mixed-use development and the retrofitting of buildings to industry-leading sustainability standards. These commitments are enhanced by the Group's Better Places 2030 agenda, which strives to make a positive environmental, social and economic impact on the cities and communities where URW operates. URW's stapled shares are listed on Euronext Paris (Ticker: URW), with a secondary listing in Australia through Chess Depositary Interests. The Group benefits from a BBB+ rating from Standard & Poor's and from a Baa2 rating from Moody's.",2570,"{'maxAge': 1, 'name': 'Ms. Anne-Sophie  Sancerre', 'title': 'Chief Customer & Retail Officer and Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,3,1,1,1693526400,1672444800,86400,2,53.19,50.0,50.0,50.0,53.19,50.0,50.0,50.0,1593648000,0.0,2.003378,4.9701786,6100,6100,898,760,760,0.0,0.0,0,0,6952049664,40.75,63.545,2.4634314,55.10706,54.389416,0.0,0.0,USD,34901065728,-0.34037998,99369468,139040992,0.27014,0.32546002,118.089,0.42340946,1672444800,1703980800,1688083200,-960600000,-7.44,10.06,12.367,24.309,PNK,EQUITY,UNBLF,UNBLF,UNIBAIL-RODAMCO-WESTFIELD,Unibail-Rodamco-Westfield SE,1015597800,America/New_York,EDT,-14400000,50.0,none,3828800000,27.537,1435699968,27679899648,1.554,1.63,2822099968,126.352,20.328,0.01589,-0.04378,1834000000,888425024,2231500032,-0.083,0.57716,0.50873,0.49176,EUR,0.6631
4,7 Place du Chancelier Adenauer,CS 31622,Paris,75016,France,33 1 53 43 74 37,33 1 53 43 74 38,https://www.urw.com,REIT—Retail,Real Estate,"Unibail-Rodamco-Westfield is an owner, developer and operator of sustainable, high-quality real estate assets in the most dynamic cities in Europe and the United States. The Group operates 75 shopping centres in 12 countries, including 39 which carry the iconic Westfield brand. These centres attract over 900 million visits annually and provide a unique platform for retailers and brands to connect with consumers. URW also has a portfolio of high-quality offices, 10 convention and exhibition venues in Paris, and a EUR 3 Bn development pipeline of mainly mixed-use assets. Currently, its EUR 51 Bn portfolio is 87% in retail, 6% in offices, 5% in convention and exhibition venues, and 2% in services (as at June 30, 2023). URW is a committed partner to major cities on urban regeneration projects, through both mixed-use development and the retrofitting of buildings to industry-leading sustainability standards. These commitments are enhanced by the Group's Better Places 2030 agenda, which strives to make a positive environmental, social and economic impact on the cities and communities where URW operates. URW's stapled shares are listed on Euronext Paris (Ticker: URW), with a secondary listing in Australia through Chess Depositary Interests. The Group benefits from a BBB+ rating from Standard & Poor's and from a Baa2 rating from Moody's.",2570,"{'maxAge': 1, 'name': 'Mr. Vincent  Rouget', 'title': 'Chief Strategy & Investment Officer and Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,3,1,1,1693526400,1672444800,86400,2,53.19,50.0,50.0,50.0,53.19,50.0,50.0,50.0,1593648000,0.0,2.003378,4.9701786,6100,6100,898,760,760,0.0,0.0,0,0,6952049664,40.75,63.545,2.4634314,55.10706,54.389416,0.0,0.0,USD,34901065728,-0.34037998,99369468,139040992,0.27014,0.32546002,118.089,0.42340946,1672444800,1703980800,1688083200,-960600000,-7.44,10.06,12.367,24.309,PNK,EQUITY,UNBLF,UNBLF,UNIBAIL-RODAMCO-WESTFIELD,Unibail-Rodamco-Westfield SE,1015597800,America/New_York,EDT,-14400000,50.0,none,3828800000,27.537,1435699968,27679899648,1.554,1.63,2822099968,126.352,20.328,0.01589,-0.04378,1834000000,888425024,2231500032,-0.083,0.57716,0.50873,0.49176,EUR,0.6631
5,7 Place du Chancelier Adenauer,CS 31622,Paris,75016,France,33 1 53 43 74 37,33 1 53 43 74 38,https://www.urw.com,REIT—Retail,Real Estate,"Unibail-Rodamco-Westfield is an owner, developer and operator of sustainable, high-quality real estate assets in the most dynamic cities in Europe and the United States. The Group operates 75 shopping centres in 12 countries, including 39 which carry the iconic Westfield brand. These centres attract over 900 million visits annually and provide a unique platform for retailers and brands to connect with consumers. URW also has a portfolio of high-quality offices, 10 convention and exhibition venues in Paris, and a EUR 3 Bn development pipeline of mainly mixed-use assets. Currently, its EUR 51 Bn portfolio is 87% in retail, 6% in offices, 5% in convention and exhibition venues, and 2% in services (as at June 30, 2023). URW is a committed partner to major cities on urban regeneration projects, through both mixed-use development and the retrofitting of buildings to industry-leading sustainability standards. These commitments are enhanced by the Group's Better Places 2030 agenda, which strives to make a positive environmental, social and economic impact on the cities and communities where URW operates. URW's stapled shares are listed on Euronext Paris (Ticker: URW), with a secondary listing in Australia through Chess Depositary Interests. The Group benefits from a BBB+ rating from Standard & Poor's and from a Baa2 rating from Moody's.",2570,"{'maxAge': 1, 'name': 'Ms. Meriem  Delfi', 'title': 'Group Director of Treasury, Financing & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,3,1,1,1693526400,1672444800,86400,2,53.19,50.0,50.0,50.0,53.19,50.0,50.0,50.0,1593648000,0.0,2.003378,4.9701786,6100,6100,898,760,760,0.0,0.0,0,0,6952049664,40.75,63.545,2.4634314,55.10706,54.389416,0.0,0.0,USD,34901065728,-0.34037998,99369468,139040992,0.27014,0.32546002,118.089,0.42340946,1672444800,1703980800,1688083200,-960600000,-7.44,10.06,12.367,24.309,PNK,EQUITY,UNBLF,UNBLF,UNIBAIL-RODAMCO-WESTFIELD,Unibail-Rodamco-Westfield SE,1015597800,America/New_York,EDT,-14400000,50.0,none,3828800000,27.537,1435699968,27679899648,1.554,1.63,2822099968,126.352,20.328,0.01589,-0.04378,1834000000,888425024,2231500032,-0.083,0.57716,0.50873,0.49176,EUR,0.6631
6,7 Place du Chancelier Adenauer,CS 31622,Paris,75016,France,33 1 53 43 74 37,33 1 53 43 74 38,https://www.urw.com,REIT—Retail,Real Estate,"Unibail-Rodamco-Westfield is an owner, developer and operator of sustainable, high-quality real estate assets in the most dynamic cities in Europe and the United States. The Group operates 75 shopping centres in 12 countries, including 39 which carry the iconic Westfield brand. These centres attract over 900 million visits annually and provide a unique platform for retailers and brands to connect with consumers. URW also has a portfolio of high-quality offices, 10 convention and exhibition venues in Paris, and a EUR 3 Bn development pipeline of mainly mixed-use assets. Currently, its EUR 51 Bn portfolio is 87% in retail, 6% in offices, 5% in convention and exhibition venues, and 2% in services (as at June 30, 2023). URW is a committed partner to major cities on urban regeneration projects, through both mixed-use development and the retrofitting of buildings to industry-leading sustainability standards. These commitments are enhanced by the Group's Better Places 2030 agenda, which strives to make a positive environmental, social and economic impact on the cities and communities where URW operates. URW's stapled shares are listed on Euronext Paris (Ticker: URW), with a secondary listing in Australia through Chess Depositary Interests. The Group benefits from a BBB+ rating from Standard & Poor's and from a Baa2 rating from Moody's.",2570,"{'maxAge': 1, 'name': 'Mr. David  Zeitoun', 'age': 54, 'title': 'Exec. MD & Group Gen. Counsel', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,3,1,1,1693526400,1672444800,86400,2,53.19,50.0,50.0,50.0,53.19,50.0,50.0,50.0,1593648000,0.0,2.003378,4.9701786,6100,6100,898,760,760,0.0,0.0,0,0,6952049664,40.75,63.545,2.4634314,55.10706,54.389416,0.0,0.0,USD,34901065728,-0.34037998,99369468,139040992,0.27014,0.32546002,118.089,0.42340946,1672444800,1703980800,1688083200,-960600000,-7.44,10.06,12.367,24.309,PNK,EQUITY,UNBLF,UNBLF,UNIBAIL-RODAMCO-WESTFIELD,Unibail-Rodamco-Westfield SE,1015597800,America/New_York,EDT,-14400000,50.0,none,3828800000,27.537,1435699968,27679899648,1.554,1.63,2822099968,126.352,20.328,0.01589,-0.04378,1834000000,888425024,2231500032,-0.083,0.57716,0.50873,0.49176,EUR,0.6631
7,7 Place du Chancelier Adenauer,CS 31622,Paris,75016,France,33 1 53 43 74 37,33 1 53 43 74 38,https://www.urw.com,REIT—Retail,Real Estate,"Unibail-Rodamco-Westfield is an owner, developer and operator of sustainable, high-quality real estate assets in the most dynamic cities in Europe and the United States. The Group operates 75 shopping centres in 12 countries, including 39 which carry the iconic Westfield brand. These centres attract over 900 million visits annually and provide a unique platform for retailers and brands to connect with consumers. URW also has a portfolio of high-quality offices, 10 convention and exhibition venues in Paris, and a EUR 3 Bn development pipeline of mainly mixed-use assets. Currently, its EUR 51 Bn portfolio is 87% in retail, 6% in offices, 5% in convention and exhibition venues, and 2% in services (as at June 30, 2023). URW is a committed partner to major cities on urban regeneration projects, through both mixed-use development and the retrofitting of buildings to industry-leading sustainability standards. These commitments are enhanced by the Group's Better Places 2030 agenda, which strives to make a positive environmental, social and economic impact on the cities and communities where URW operates. URW's stapled shares are listed on Euronext Paris (Ticker: URW), with a secondary listing in Australia through Chess Depositary Interests. The Group benefits from a BBB+ rating from Standard & Poor's and from a Baa2 rating from Moody's.",2570,"{'maxAge': 1, 'name': 'Ms. Christi  Karandikar', 'title': 'Exec. MD & Group People Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,3,1,1,1693526400,1672444800,86400,2,53.19,50.0,50.0,50.0,53.19,50.0,50.0,50.0,1593648000,0.0,2.003378,4.9701786,6100,6100,898,760,760,0.0,0.0,0,0,6952049664,40.75,63.545,2.4634314,55.10706,54.389416,0.0,0.0,USD,34901065728,-0.34037998,99369468,139040992,0.27014,0.32546002,118.089,0.42340946,1672444800,1703980800,1688083200,-960600000,-7.44,10.06,12.367,24.309,PNK,EQUITY,UNBLF,UNBLF,UNIBAIL-RODAMCO-WESTFIELD,Unibail-Rodamco-Westfield SE,1015597800,America/New_York,EDT,-14400000,50.0,none,3828800000,27.537,1435699968,27679899648,1.554,1.63,2822099968,126.352,20.328,0.01589,-0.04378,1834000000,888425024,2231500032,-0.083,0.57716,0.50873,0.49176,EUR,0.6631
8,7 Place du Chancelier Adenauer,CS 31622,Paris,75016,France,33 1 53 43 74 37,33 1 53 43 74 38,https://www.urw.com,REIT—Retail,Real Estate,"Unibail-Rodamco-Westfield is an owner, developer and operator of sustainable, high-quality real estate assets in the most dynamic cities in Europe and the United States. The Group operates 75 shopping centres in 12 countries, including 39 which carry the iconic Westfield brand. These centres attract over 900 million visits annually and provide a unique platform for retailers and brands to connect with consumers. URW also has a portfolio of high-quality offices, 10 convention and exhibition venues in Paris, and a EUR 3 Bn development pipeline of mainly mixed-use assets. Currently, its EUR 51 Bn portfolio is 87% in retail, 6% in offices, 5% in convention and exhibition venues, and 2% in services (as at June 30, 2023). URW is a committed partner to major cities on urban regeneration projects, through both mixed-use development and the retrofitting of buildings to industry-leading sustainability standards. These commitments are enhanced by the Group's Better Places 2030 agenda, which strives to make a positive environmental, social and economic impact on the cities and communities where URW operates. URW's stapled shares are listed on Euronext Paris (Ticker: URW), with a secondary listing in Australia through Chess Depositary Interests. The Group benefits from a BBB+ rating from Standard & Poor's and from a Baa2 rating from Moody's.",2570,"{'maxAge': 1, 'name': 'Mr. Arnaud  Burlin', 'title': 'Chief Operating Officer of Central Europe', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,3,1,1,1693526400,1672444800,86400,2,53.19,50.0,50.0,50.0,53.19,50.0,50.0,50.0,1593648000,0.0,2.003378,4.9701786,6100,6100,898,760,760,0.0,0.0,0,0,6952049664,40.75,63.545,2.4634314,55.10706,54.389416,0.0,0.0,USD,34901065728,-0.34037998,99369468,139040992,0.27014,0.32546002,118.089,0.42340946,1672444800,1703980800,1688083200,-960600000,-7.44,10.06,12.367,24.309,PNK,EQUITY,UNBLF,UNBLF,UNIBAIL-RODAMCO-WESTFIELD,Unibail-Rodamco-Westfield SE,1015597800,America/New_York,EDT,-14400000,50.0,none,3828800000,27.537,1435699968,27679899648,1.554,1.63,2822099968,126.352,20.328,0.01589,-0.04378,1834000000,888425024,2231500032,-0.083,0.57716,0.50873,0.49176,EUR,0.6631
9,7 Place du Chancelier Adenauer,CS 31622,Paris,75016,France,33 1 53 43 74 37,33 1 53 43 74 38,https://www.urw.com,REIT—Retail,Real Estate,"Unibail-Rodamco-Westfield is an owner, developer and operator of sustainable, high-quality real estate assets in the most dynamic cities in Europe and the United States. The Group operates 75 shopping centres in 12 countries, including 39 which carry the iconic Westfield brand. These centres attract over 900 million visits annually and provide a unique platform for retailers and brands to connect with consumers. URW also has a portfolio of high-quality offices, 10 convention and exhibition venues in Paris, and a EUR 3 Bn development pipeline of mainly mixed-use assets. Currently, its EUR 51 Bn portfolio is 87% in retail, 6% in offices, 5% in convention and exhibition venues, and 2% in services (as at June 30, 2023). URW is a committed partner to major cities on urban regeneration projects, through both mixed-use development and the retrofitting of buildings to industry-leading sustainability standards. These commitments are enhanced by the Group's Better Places 2030 agenda, which strives to make a positive environmental, social and economic impact on the cities and communities where URW operates. URW's stapled shares are listed on Euronext Paris (Ticker: URW), with a secondary listing in Australia through Chess Depositary Interests. The Group benefits from a BBB+ rating from Standard & Poor's and from a Baa2 rating from Moody's.",2570,"{'maxAge': 1, 'name': 'Mr. Bruno Donjon De Saint Martin', 'title': 'Exec. MD of Investment and Offices & Mixed-use Europe', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,3,1,1,1693526400,1672444800,86400,2,53.19,50.0,50.0,50.0,53.19,50.0,50.0,50.0,1593648000,0.0,2.003378,4.9701786,6100,6100,898,760,760,0.0,0.0,0,0,6952049664,40.75,63.545,2.4634314,55.10706,54.389416,0.0,0.0,USD,34901065728,-0.34037998,99369468,139040992,0.27014,0.32546002,118.089,0.42340946,1672444800,1703980800,1688083200,-960600000,-7.44,10.06,12.367,24.309,PNK,EQUITY,UNBLF,UNBLF,UNIBAIL-RODAMCO-WESTFIELD,Unibail-Rodamco-Westfield SE,1015597800,America/New_York,EDT,-14400000,50.0,none,3828800000,27.537,1435699968,27679899648,1.554,1.63,2822099968,126.352,20.328,0.01589,-0.04378,1834000000,888425024,2231500032,-0.083,0.57716,0.50873,0.49176,EUR,0.6631
