,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,919 East Hillsdale Boulevard,Suite 250,Foster City,CA,94404,United States,650 473 7700,https://www.geron.com,Biotechnology,Healthcare,"Geron Corporation, a late-stage clinical biopharmaceutical company, focuses on the development and commercialization of therapeutics for myeloid hematologic malignancies. It develops imetelstat, a telomerase inhibitor that is in Phase 3 clinical trials, which inhibits the uncontrolled proliferation of malignant stem and progenitor cells in myeloid hematologic malignancies for the treatment of low or intermediate-1 risk myelodysplastic syndromes and intermediate-2 or high-risk myelofibrosis. Geron Corporation was incorporated in 1990 and is headquartered in Foster City, California.",107,"{'maxAge': 1, 'name': 'Dr. John A. Scarlett M.D.', 'age': 71, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1951, 'fiscalYear': 2022, 'totalPay': 1528462, 'exercisedValue': 0, 'unexercisedValue': 4105147}",9,5,6,7,7,1693526400,1672444800,86400,4,2.3,2.3,2.18,2.315,2.3,2.3,2.18,2.315,0.0,0.828146,-6.138889,15926081,15926081,5240425,8152060,8152060,2.2,2.21,3200,27000,1170871296,1.95,3.84,2601.9363,2.7984,2.76625,0.0,0.0,USD,888302528,0.0,491104873,523371008,33292223,26945441,1690761600,1693440000,0.0636,0.0013,0.64596003,6.14,0.0639,0.572,3.8636363,1672444800,1703980800,1688083200,-171035008,-0.38,-0.36,-1.24,1058:1000,1405987200,1974.006,-5.118,NMS,EQUITY,GERN,GERN,Geron Corporation,Geron Corporation,838819800,America/New_York,EDT,-14400000,2.21,6.0,4.0,4.83,5.0,1.5,strong_buy,6,371377984,0.71,-173563008,55928000,5.134,5.199,450000,18.741,0.001,-0.33273,-0.77659,-93668000,-78422624,-140728992,-0.603,0.0,0.0,-386.53778,USD,
1,919 East Hillsdale Boulevard,Suite 250,Foster City,CA,94404,United States,650 473 7700,https://www.geron.com,Biotechnology,Healthcare,"Geron Corporation, a late-stage clinical biopharmaceutical company, focuses on the development and commercialization of therapeutics for myeloid hematologic malignancies. It develops imetelstat, a telomerase inhibitor that is in Phase 3 clinical trials, which inhibits the uncontrolled proliferation of malignant stem and progenitor cells in myeloid hematologic malignancies for the treatment of low or intermediate-1 risk myelodysplastic syndromes and intermediate-2 or high-risk myelofibrosis. Geron Corporation was incorporated in 1990 and is headquartered in Foster City, California.",107,"{'maxAge': 1, 'name': 'Ms. Olivia Kyusuk Bloom', 'age': 53, 'title': 'Exec. VP of Fin., CFO, Treasurer and Principal Financial & Accounting Officer', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 826024, 'exercisedValue': 0, 'unexercisedValue': 1348190}",9,5,6,7,7,1693526400,1672444800,86400,4,2.3,2.3,2.18,2.315,2.3,2.3,2.18,2.315,0.0,0.828146,-6.138889,15926081,15926081,5240425,8152060,8152060,2.2,2.21,3200,27000,1170871296,1.95,3.84,2601.9363,2.7984,2.76625,0.0,0.0,USD,888302528,0.0,491104873,523371008,33292223,26945441,1690761600,1693440000,0.0636,0.0013,0.64596003,6.14,0.0639,0.572,3.8636363,1672444800,1703980800,1688083200,-171035008,-0.38,-0.36,-1.24,1058:1000,1405987200,1974.006,-5.118,NMS,EQUITY,GERN,GERN,Geron Corporation,Geron Corporation,838819800,America/New_York,EDT,-14400000,2.21,6.0,4.0,4.83,5.0,1.5,strong_buy,6,371377984,0.71,-173563008,55928000,5.134,5.199,450000,18.741,0.001,-0.33273,-0.77659,-93668000,-78422624,-140728992,-0.603,0.0,0.0,-386.53778,USD,
2,919 East Hillsdale Boulevard,Suite 250,Foster City,CA,94404,United States,650 473 7700,https://www.geron.com,Biotechnology,Healthcare,"Geron Corporation, a late-stage clinical biopharmaceutical company, focuses on the development and commercialization of therapeutics for myeloid hematologic malignancies. It develops imetelstat, a telomerase inhibitor that is in Phase 3 clinical trials, which inhibits the uncontrolled proliferation of malignant stem and progenitor cells in myeloid hematologic malignancies for the treatment of low or intermediate-1 risk myelodysplastic syndromes and intermediate-2 or high-risk myelofibrosis. Geron Corporation was incorporated in 1990 and is headquartered in Foster City, California.",107,"{'maxAge': 1, 'name': 'Dr. Andrew J. Grethlein', 'age': 58, 'title': 'Exec. VP & COO', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 847199, 'exercisedValue': 0, 'unexercisedValue': 995146}",9,5,6,7,7,1693526400,1672444800,86400,4,2.3,2.3,2.18,2.315,2.3,2.3,2.18,2.315,0.0,0.828146,-6.138889,15926081,15926081,5240425,8152060,8152060,2.2,2.21,3200,27000,1170871296,1.95,3.84,2601.9363,2.7984,2.76625,0.0,0.0,USD,888302528,0.0,491104873,523371008,33292223,26945441,1690761600,1693440000,0.0636,0.0013,0.64596003,6.14,0.0639,0.572,3.8636363,1672444800,1703980800,1688083200,-171035008,-0.38,-0.36,-1.24,1058:1000,1405987200,1974.006,-5.118,NMS,EQUITY,GERN,GERN,Geron Corporation,Geron Corporation,838819800,America/New_York,EDT,-14400000,2.21,6.0,4.0,4.83,5.0,1.5,strong_buy,6,371377984,0.71,-173563008,55928000,5.134,5.199,450000,18.741,0.001,-0.33273,-0.77659,-93668000,-78422624,-140728992,-0.603,0.0,0.0,-386.53778,USD,
3,919 East Hillsdale Boulevard,Suite 250,Foster City,CA,94404,United States,650 473 7700,https://www.geron.com,Biotechnology,Healthcare,"Geron Corporation, a late-stage clinical biopharmaceutical company, focuses on the development and commercialization of therapeutics for myeloid hematologic malignancies. It develops imetelstat, a telomerase inhibitor that is in Phase 3 clinical trials, which inhibits the uncontrolled proliferation of malignant stem and progenitor cells in myeloid hematologic malignancies for the treatment of low or intermediate-1 risk myelodysplastic syndromes and intermediate-2 or high-risk myelofibrosis. Geron Corporation was incorporated in 1990 and is headquartered in Foster City, California.",107,"{'maxAge': 1, 'name': 'Ms. Aron  Feingold', 'title': 'VP of Investor Relations & Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,6,7,7,1693526400,1672444800,86400,4,2.3,2.3,2.18,2.315,2.3,2.3,2.18,2.315,0.0,0.828146,-6.138889,15926081,15926081,5240425,8152060,8152060,2.2,2.21,3200,27000,1170871296,1.95,3.84,2601.9363,2.7984,2.76625,0.0,0.0,USD,888302528,0.0,491104873,523371008,33292223,26945441,1690761600,1693440000,0.0636,0.0013,0.64596003,6.14,0.0639,0.572,3.8636363,1672444800,1703980800,1688083200,-171035008,-0.38,-0.36,-1.24,1058:1000,1405987200,1974.006,-5.118,NMS,EQUITY,GERN,GERN,Geron Corporation,Geron Corporation,838819800,America/New_York,EDT,-14400000,2.21,6.0,4.0,4.83,5.0,1.5,strong_buy,6,371377984,0.71,-173563008,55928000,5.134,5.199,450000,18.741,0.001,-0.33273,-0.77659,-93668000,-78422624,-140728992,-0.603,0.0,0.0,-386.53778,USD,
4,919 East Hillsdale Boulevard,Suite 250,Foster City,CA,94404,United States,650 473 7700,https://www.geron.com,Biotechnology,Healthcare,"Geron Corporation, a late-stage clinical biopharmaceutical company, focuses on the development and commercialization of therapeutics for myeloid hematologic malignancies. It develops imetelstat, a telomerase inhibitor that is in Phase 3 clinical trials, which inhibits the uncontrolled proliferation of malignant stem and progenitor cells in myeloid hematologic malignancies for the treatment of low or intermediate-1 risk myelodysplastic syndromes and intermediate-2 or high-risk myelofibrosis. Geron Corporation was incorporated in 1990 and is headquartered in Foster City, California.",107,"{'maxAge': 1, 'name': 'Mr. Scott  Samuels', 'title': 'Exec. VP, Chief Legal Officer & Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,6,7,7,1693526400,1672444800,86400,4,2.3,2.3,2.18,2.315,2.3,2.3,2.18,2.315,0.0,0.828146,-6.138889,15926081,15926081,5240425,8152060,8152060,2.2,2.21,3200,27000,1170871296,1.95,3.84,2601.9363,2.7984,2.76625,0.0,0.0,USD,888302528,0.0,491104873,523371008,33292223,26945441,1690761600,1693440000,0.0636,0.0013,0.64596003,6.14,0.0639,0.572,3.8636363,1672444800,1703980800,1688083200,-171035008,-0.38,-0.36,-1.24,1058:1000,1405987200,1974.006,-5.118,NMS,EQUITY,GERN,GERN,Geron Corporation,Geron Corporation,838819800,America/New_York,EDT,-14400000,2.21,6.0,4.0,4.83,5.0,1.5,strong_buy,6,371377984,0.71,-173563008,55928000,5.134,5.199,450000,18.741,0.001,-0.33273,-0.77659,-93668000,-78422624,-140728992,-0.603,0.0,0.0,-386.53778,USD,
5,919 East Hillsdale Boulevard,Suite 250,Foster City,CA,94404,United States,650 473 7700,https://www.geron.com,Biotechnology,Healthcare,"Geron Corporation, a late-stage clinical biopharmaceutical company, focuses on the development and commercialization of therapeutics for myeloid hematologic malignancies. It develops imetelstat, a telomerase inhibitor that is in Phase 3 clinical trials, which inhibits the uncontrolled proliferation of malignant stem and progenitor cells in myeloid hematologic malignancies for the treatment of low or intermediate-1 risk myelodysplastic syndromes and intermediate-2 or high-risk myelofibrosis. Geron Corporation was incorporated in 1990 and is headquartered in Foster City, California.",107,"{'maxAge': 1, 'name': 'Ms. Shannon  Odam', 'title': 'VP of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,6,7,7,1693526400,1672444800,86400,4,2.3,2.3,2.18,2.315,2.3,2.3,2.18,2.315,0.0,0.828146,-6.138889,15926081,15926081,5240425,8152060,8152060,2.2,2.21,3200,27000,1170871296,1.95,3.84,2601.9363,2.7984,2.76625,0.0,0.0,USD,888302528,0.0,491104873,523371008,33292223,26945441,1690761600,1693440000,0.0636,0.0013,0.64596003,6.14,0.0639,0.572,3.8636363,1672444800,1703980800,1688083200,-171035008,-0.38,-0.36,-1.24,1058:1000,1405987200,1974.006,-5.118,NMS,EQUITY,GERN,GERN,Geron Corporation,Geron Corporation,838819800,America/New_York,EDT,-14400000,2.21,6.0,4.0,4.83,5.0,1.5,strong_buy,6,371377984,0.71,-173563008,55928000,5.134,5.199,450000,18.741,0.001,-0.33273,-0.77659,-93668000,-78422624,-140728992,-0.603,0.0,0.0,-386.53778,USD,
6,919 East Hillsdale Boulevard,Suite 250,Foster City,CA,94404,United States,650 473 7700,https://www.geron.com,Biotechnology,Healthcare,"Geron Corporation, a late-stage clinical biopharmaceutical company, focuses on the development and commercialization of therapeutics for myeloid hematologic malignancies. It develops imetelstat, a telomerase inhibitor that is in Phase 3 clinical trials, which inhibits the uncontrolled proliferation of malignant stem and progenitor cells in myeloid hematologic malignancies for the treatment of low or intermediate-1 risk myelodysplastic syndromes and intermediate-2 or high-risk myelofibrosis. Geron Corporation was incorporated in 1990 and is headquartered in Foster City, California.",107,"{'maxAge': 1, 'name': 'Ms. Melissa A. Kelly Behrs', 'age': 58, 'title': 'Exec. VP of Bus. Operations & Chief Alliance Officer', 'yearBorn': 1964, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,6,7,7,1693526400,1672444800,86400,4,2.3,2.3,2.18,2.315,2.3,2.3,2.18,2.315,0.0,0.828146,-6.138889,15926081,15926081,5240425,8152060,8152060,2.2,2.21,3200,27000,1170871296,1.95,3.84,2601.9363,2.7984,2.76625,0.0,0.0,USD,888302528,0.0,491104873,523371008,33292223,26945441,1690761600,1693440000,0.0636,0.0013,0.64596003,6.14,0.0639,0.572,3.8636363,1672444800,1703980800,1688083200,-171035008,-0.38,-0.36,-1.24,1058:1000,1405987200,1974.006,-5.118,NMS,EQUITY,GERN,GERN,Geron Corporation,Geron Corporation,838819800,America/New_York,EDT,-14400000,2.21,6.0,4.0,4.83,5.0,1.5,strong_buy,6,371377984,0.71,-173563008,55928000,5.134,5.199,450000,18.741,0.001,-0.33273,-0.77659,-93668000,-78422624,-140728992,-0.603,0.0,0.0,-386.53778,USD,
7,919 East Hillsdale Boulevard,Suite 250,Foster City,CA,94404,United States,650 473 7700,https://www.geron.com,Biotechnology,Healthcare,"Geron Corporation, a late-stage clinical biopharmaceutical company, focuses on the development and commercialization of therapeutics for myeloid hematologic malignancies. It develops imetelstat, a telomerase inhibitor that is in Phase 3 clinical trials, which inhibits the uncontrolled proliferation of malignant stem and progenitor cells in myeloid hematologic malignancies for the treatment of low or intermediate-1 risk myelodysplastic syndromes and intermediate-2 or high-risk myelofibrosis. Geron Corporation was incorporated in 1990 and is headquartered in Foster City, California.",107,"{'maxAge': 1, 'name': 'Mr. Anil  Kapur', 'age': 52, 'title': 'Exec. VP of Corp. Strategy & Chief Commercial Officer', 'yearBorn': 1970, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,6,7,7,1693526400,1672444800,86400,4,2.3,2.3,2.18,2.315,2.3,2.3,2.18,2.315,0.0,0.828146,-6.138889,15926081,15926081,5240425,8152060,8152060,2.2,2.21,3200,27000,1170871296,1.95,3.84,2601.9363,2.7984,2.76625,0.0,0.0,USD,888302528,0.0,491104873,523371008,33292223,26945441,1690761600,1693440000,0.0636,0.0013,0.64596003,6.14,0.0639,0.572,3.8636363,1672444800,1703980800,1688083200,-171035008,-0.38,-0.36,-1.24,1058:1000,1405987200,1974.006,-5.118,NMS,EQUITY,GERN,GERN,Geron Corporation,Geron Corporation,838819800,America/New_York,EDT,-14400000,2.21,6.0,4.0,4.83,5.0,1.5,strong_buy,6,371377984,0.71,-173563008,55928000,5.134,5.199,450000,18.741,0.001,-0.33273,-0.77659,-93668000,-78422624,-140728992,-0.603,0.0,0.0,-386.53778,USD,
8,919 East Hillsdale Boulevard,Suite 250,Foster City,CA,94404,United States,650 473 7700,https://www.geron.com,Biotechnology,Healthcare,"Geron Corporation, a late-stage clinical biopharmaceutical company, focuses on the development and commercialization of therapeutics for myeloid hematologic malignancies. It develops imetelstat, a telomerase inhibitor that is in Phase 3 clinical trials, which inhibits the uncontrolled proliferation of malignant stem and progenitor cells in myeloid hematologic malignancies for the treatment of low or intermediate-1 risk myelodysplastic syndromes and intermediate-2 or high-risk myelofibrosis. Geron Corporation was incorporated in 1990 and is headquartered in Foster City, California.",107,"{'maxAge': 1, 'name': 'Mr. Edward E. Koval', 'age': 60, 'title': 'Exec. VP & Chief Bus. Officer', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,6,7,7,1693526400,1672444800,86400,4,2.3,2.3,2.18,2.315,2.3,2.3,2.18,2.315,0.0,0.828146,-6.138889,15926081,15926081,5240425,8152060,8152060,2.2,2.21,3200,27000,1170871296,1.95,3.84,2601.9363,2.7984,2.76625,0.0,0.0,USD,888302528,0.0,491104873,523371008,33292223,26945441,1690761600,1693440000,0.0636,0.0013,0.64596003,6.14,0.0639,0.572,3.8636363,1672444800,1703980800,1688083200,-171035008,-0.38,-0.36,-1.24,1058:1000,1405987200,1974.006,-5.118,NMS,EQUITY,GERN,GERN,Geron Corporation,Geron Corporation,838819800,America/New_York,EDT,-14400000,2.21,6.0,4.0,4.83,5.0,1.5,strong_buy,6,371377984,0.71,-173563008,55928000,5.134,5.199,450000,18.741,0.001,-0.33273,-0.77659,-93668000,-78422624,-140728992,-0.603,0.0,0.0,-386.53778,USD,
9,919 East Hillsdale Boulevard,Suite 250,Foster City,CA,94404,United States,650 473 7700,https://www.geron.com,Biotechnology,Healthcare,"Geron Corporation, a late-stage clinical biopharmaceutical company, focuses on the development and commercialization of therapeutics for myeloid hematologic malignancies. It develops imetelstat, a telomerase inhibitor that is in Phase 3 clinical trials, which inhibits the uncontrolled proliferation of malignant stem and progenitor cells in myeloid hematologic malignancies for the treatment of low or intermediate-1 risk myelodysplastic syndromes and intermediate-2 or high-risk myelofibrosis. Geron Corporation was incorporated in 1990 and is headquartered in Foster City, California.",107,"{'maxAge': 1, 'name': 'Dr. Faye  Feller M.D.', 'age': 40, 'title': 'Exec. VP & Chief Medical Officer', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,6,7,7,1693526400,1672444800,86400,4,2.3,2.3,2.18,2.315,2.3,2.3,2.18,2.315,0.0,0.828146,-6.138889,15926081,15926081,5240425,8152060,8152060,2.2,2.21,3200,27000,1170871296,1.95,3.84,2601.9363,2.7984,2.76625,0.0,0.0,USD,888302528,0.0,491104873,523371008,33292223,26945441,1690761600,1693440000,0.0636,0.0013,0.64596003,6.14,0.0639,0.572,3.8636363,1672444800,1703980800,1688083200,-171035008,-0.38,-0.36,-1.24,1058:1000,1405987200,1974.006,-5.118,NMS,EQUITY,GERN,GERN,Geron Corporation,Geron Corporation,838819800,America/New_York,EDT,-14400000,2.21,6.0,4.0,4.83,5.0,1.5,strong_buy,6,371377984,0.71,-173563008,55928000,5.134,5.199,450000,18.741,0.001,-0.33273,-0.77659,-93668000,-78422624,-140728992,-0.603,0.0,0.0,-386.53778,USD,
