,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1000 Alfred Nobel Drive,Hercules,CA,94547,United States,510 724 7000,510 741 5817,https://www.bio-rad.com,Medical Devices,Healthcare,"Bio-Rad Laboratories, Inc. manufactures, and distributes life science research and clinical diagnostic products in the United States, Europe, Asia, Canada, and Latin America. The company operates through Life Science and Clinical Diagnostics segments. The Life Science segment develops, manufactures, and markets reagents, apparatus, and laboratory instruments that are used in research techniques, biopharmaceutical production processes, and food testing regimes. It focuses on selected segments of the life sciences market in proteomics, genomics, biopharmaceutical production, cellular biology, and food safety. This segment serves universities and medical schools, industrial research organizations, government agencies, pharmaceutical manufacturers, biotechnology researchers, food producers, and food testing laboratories. The Clinical Diagnostics segment designs, manufactures, sells, and supports test systems, informatics systems, test kits, and specialized quality controls for clinical laboratories in the diagnostics market. This segment offers reagents, instruments, and software, which address specific niches within the in vitro diagnostics test market. It sells its products to reference laboratories, hospital laboratories, state newborn screening facilities, physicians' office laboratories, and transfusion laboratories. In addition, the company offers products and systems to separate complex chemical and biological materials, as well as to identify, analyze, and purify components. The company offers its products through its direct sales force, as well as through distributors, agents, brokers, and resellers. Bio-Rad Laboratories, Inc. was founded in 1952 and is headquartered in Hercules, California.",8200,"{'maxAge': 1, 'name': 'Mr. Norman D. Schwartz', 'age': 72, 'title': 'Chairman, CEO & Pres', 'yearBorn': 1950, 'fiscalYear': 2022, 'totalPay': 2129637, 'exercisedValue': 15227430, 'unexercisedValue': 34999260}",10,10,8,10,10,1693526400,1672444800,86400,2,373.28,370.93,370.93,384.37,373.28,370.93,370.93,384.37,0.0,0.886583,26.03668,501381,501381,196075,219200,219200,369.49,402.08,800,800,10996751360,344.63,509.62,3.97132,392.0288,422.51755,0.0,0.0,USD,10598915072,-0.1547,20537411,24004000,435054,336255,1690761600,1693440000,0.015,0.14511,0.80739,2.59,0.0209,290.51,1.2950673,1672444800,1703980800,1688083200,-428363008,-15.27,14.45,1.62,2:1,1015545600,3.828,19.813,NYQ,EQUITY,BIO,BIO,"Bio-Rad Laboratories, Inc.","Bio-Rad Laboratories, Inc.",320509800,America/New_York,EDT,-14400000,376.23,560.0,510.0,530.17,525.0,1.9,buy,6,1722685952,59.247,534945984,1382252032,3.82,5.393,2769041920,16.364,93.577,0.019960001,-0.04932,1568430000,159374000,286822016,-0.014,0.54147,0.19319001,0.14220001,USD,
1,1000 Alfred Nobel Drive,Hercules,CA,94547,United States,510 724 7000,510 741 5817,https://www.bio-rad.com,Medical Devices,Healthcare,"Bio-Rad Laboratories, Inc. manufactures, and distributes life science research and clinical diagnostic products in the United States, Europe, Asia, Canada, and Latin America. The company operates through Life Science and Clinical Diagnostics segments. The Life Science segment develops, manufactures, and markets reagents, apparatus, and laboratory instruments that are used in research techniques, biopharmaceutical production processes, and food testing regimes. It focuses on selected segments of the life sciences market in proteomics, genomics, biopharmaceutical production, cellular biology, and food safety. This segment serves universities and medical schools, industrial research organizations, government agencies, pharmaceutical manufacturers, biotechnology researchers, food producers, and food testing laboratories. The Clinical Diagnostics segment designs, manufactures, sells, and supports test systems, informatics systems, test kits, and specialized quality controls for clinical laboratories in the diagnostics market. This segment offers reagents, instruments, and software, which address specific niches within the in vitro diagnostics test market. It sells its products to reference laboratories, hospital laboratories, state newborn screening facilities, physicians' office laboratories, and transfusion laboratories. In addition, the company offers products and systems to separate complex chemical and biological materials, as well as to identify, analyze, and purify components. The company offers its products through its direct sales force, as well as through distributors, agents, brokers, and resellers. Bio-Rad Laboratories, Inc. was founded in 1952 and is headquartered in Hercules, California.",8200,"{'maxAge': 1, 'name': 'Mr. Ilan  Daskal', 'age': 56, 'title': 'Exec. VP & CFO', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 952434, 'exercisedValue': 0, 'unexercisedValue': 77455}",10,10,8,10,10,1693526400,1672444800,86400,2,373.28,370.93,370.93,384.37,373.28,370.93,370.93,384.37,0.0,0.886583,26.03668,501381,501381,196075,219200,219200,369.49,402.08,800,800,10996751360,344.63,509.62,3.97132,392.0288,422.51755,0.0,0.0,USD,10598915072,-0.1547,20537411,24004000,435054,336255,1690761600,1693440000,0.015,0.14511,0.80739,2.59,0.0209,290.51,1.2950673,1672444800,1703980800,1688083200,-428363008,-15.27,14.45,1.62,2:1,1015545600,3.828,19.813,NYQ,EQUITY,BIO,BIO,"Bio-Rad Laboratories, Inc.","Bio-Rad Laboratories, Inc.",320509800,America/New_York,EDT,-14400000,376.23,560.0,510.0,530.17,525.0,1.9,buy,6,1722685952,59.247,534945984,1382252032,3.82,5.393,2769041920,16.364,93.577,0.019960001,-0.04932,1568430000,159374000,286822016,-0.014,0.54147,0.19319001,0.14220001,USD,
2,1000 Alfred Nobel Drive,Hercules,CA,94547,United States,510 724 7000,510 741 5817,https://www.bio-rad.com,Medical Devices,Healthcare,"Bio-Rad Laboratories, Inc. manufactures, and distributes life science research and clinical diagnostic products in the United States, Europe, Asia, Canada, and Latin America. The company operates through Life Science and Clinical Diagnostics segments. The Life Science segment develops, manufactures, and markets reagents, apparatus, and laboratory instruments that are used in research techniques, biopharmaceutical production processes, and food testing regimes. It focuses on selected segments of the life sciences market in proteomics, genomics, biopharmaceutical production, cellular biology, and food safety. This segment serves universities and medical schools, industrial research organizations, government agencies, pharmaceutical manufacturers, biotechnology researchers, food producers, and food testing laboratories. The Clinical Diagnostics segment designs, manufactures, sells, and supports test systems, informatics systems, test kits, and specialized quality controls for clinical laboratories in the diagnostics market. This segment offers reagents, instruments, and software, which address specific niches within the in vitro diagnostics test market. It sells its products to reference laboratories, hospital laboratories, state newborn screening facilities, physicians' office laboratories, and transfusion laboratories. In addition, the company offers products and systems to separate complex chemical and biological materials, as well as to identify, analyze, and purify components. The company offers its products through its direct sales force, as well as through distributors, agents, brokers, and resellers. Bio-Rad Laboratories, Inc. was founded in 1952 and is headquartered in Hercules, California.",8200,"{'maxAge': 1, 'name': 'Dr. Andrew J. Last Ph.D.', 'age': 62, 'title': 'Exec. VP & COO', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 1116742, 'exercisedValue': 0, 'unexercisedValue': 121250}",10,10,8,10,10,1693526400,1672444800,86400,2,373.28,370.93,370.93,384.37,373.28,370.93,370.93,384.37,0.0,0.886583,26.03668,501381,501381,196075,219200,219200,369.49,402.08,800,800,10996751360,344.63,509.62,3.97132,392.0288,422.51755,0.0,0.0,USD,10598915072,-0.1547,20537411,24004000,435054,336255,1690761600,1693440000,0.015,0.14511,0.80739,2.59,0.0209,290.51,1.2950673,1672444800,1703980800,1688083200,-428363008,-15.27,14.45,1.62,2:1,1015545600,3.828,19.813,NYQ,EQUITY,BIO,BIO,"Bio-Rad Laboratories, Inc.","Bio-Rad Laboratories, Inc.",320509800,America/New_York,EDT,-14400000,376.23,560.0,510.0,530.17,525.0,1.9,buy,6,1722685952,59.247,534945984,1382252032,3.82,5.393,2769041920,16.364,93.577,0.019960001,-0.04932,1568430000,159374000,286822016,-0.014,0.54147,0.19319001,0.14220001,USD,
3,1000 Alfred Nobel Drive,Hercules,CA,94547,United States,510 724 7000,510 741 5817,https://www.bio-rad.com,Medical Devices,Healthcare,"Bio-Rad Laboratories, Inc. manufactures, and distributes life science research and clinical diagnostic products in the United States, Europe, Asia, Canada, and Latin America. The company operates through Life Science and Clinical Diagnostics segments. The Life Science segment develops, manufactures, and markets reagents, apparatus, and laboratory instruments that are used in research techniques, biopharmaceutical production processes, and food testing regimes. It focuses on selected segments of the life sciences market in proteomics, genomics, biopharmaceutical production, cellular biology, and food safety. This segment serves universities and medical schools, industrial research organizations, government agencies, pharmaceutical manufacturers, biotechnology researchers, food producers, and food testing laboratories. The Clinical Diagnostics segment designs, manufactures, sells, and supports test systems, informatics systems, test kits, and specialized quality controls for clinical laboratories in the diagnostics market. This segment offers reagents, instruments, and software, which address specific niches within the in vitro diagnostics test market. It sells its products to reference laboratories, hospital laboratories, state newborn screening facilities, physicians' office laboratories, and transfusion laboratories. In addition, the company offers products and systems to separate complex chemical and biological materials, as well as to identify, analyze, and purify components. The company offers its products through its direct sales force, as well as through distributors, agents, brokers, and resellers. Bio-Rad Laboratories, Inc. was founded in 1952 and is headquartered in Hercules, California.",8200,"{'maxAge': 1, 'name': 'Dr. Simon  May', 'title': 'Exec. VP & Pres of the Life Science Group', 'fiscalYear': 2022, 'totalPay': 787764, 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,8,10,10,1693526400,1672444800,86400,2,373.28,370.93,370.93,384.37,373.28,370.93,370.93,384.37,0.0,0.886583,26.03668,501381,501381,196075,219200,219200,369.49,402.08,800,800,10996751360,344.63,509.62,3.97132,392.0288,422.51755,0.0,0.0,USD,10598915072,-0.1547,20537411,24004000,435054,336255,1690761600,1693440000,0.015,0.14511,0.80739,2.59,0.0209,290.51,1.2950673,1672444800,1703980800,1688083200,-428363008,-15.27,14.45,1.62,2:1,1015545600,3.828,19.813,NYQ,EQUITY,BIO,BIO,"Bio-Rad Laboratories, Inc.","Bio-Rad Laboratories, Inc.",320509800,America/New_York,EDT,-14400000,376.23,560.0,510.0,530.17,525.0,1.9,buy,6,1722685952,59.247,534945984,1382252032,3.82,5.393,2769041920,16.364,93.577,0.019960001,-0.04932,1568430000,159374000,286822016,-0.014,0.54147,0.19319001,0.14220001,USD,
4,1000 Alfred Nobel Drive,Hercules,CA,94547,United States,510 724 7000,510 741 5817,https://www.bio-rad.com,Medical Devices,Healthcare,"Bio-Rad Laboratories, Inc. manufactures, and distributes life science research and clinical diagnostic products in the United States, Europe, Asia, Canada, and Latin America. The company operates through Life Science and Clinical Diagnostics segments. The Life Science segment develops, manufactures, and markets reagents, apparatus, and laboratory instruments that are used in research techniques, biopharmaceutical production processes, and food testing regimes. It focuses on selected segments of the life sciences market in proteomics, genomics, biopharmaceutical production, cellular biology, and food safety. This segment serves universities and medical schools, industrial research organizations, government agencies, pharmaceutical manufacturers, biotechnology researchers, food producers, and food testing laboratories. The Clinical Diagnostics segment designs, manufactures, sells, and supports test systems, informatics systems, test kits, and specialized quality controls for clinical laboratories in the diagnostics market. This segment offers reagents, instruments, and software, which address specific niches within the in vitro diagnostics test market. It sells its products to reference laboratories, hospital laboratories, state newborn screening facilities, physicians' office laboratories, and transfusion laboratories. In addition, the company offers products and systems to separate complex chemical and biological materials, as well as to identify, analyze, and purify components. The company offers its products through its direct sales force, as well as through distributors, agents, brokers, and resellers. Bio-Rad Laboratories, Inc. was founded in 1952 and is headquartered in Hercules, California.",8200,"{'maxAge': 1, 'name': 'Ms. Dara  Grantham Wright', 'age': 46, 'title': 'Exec. VP & Pres of Clinical Diagnostics Group', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 849528, 'exercisedValue': 0, 'unexercisedValue': 80722}",10,10,8,10,10,1693526400,1672444800,86400,2,373.28,370.93,370.93,384.37,373.28,370.93,370.93,384.37,0.0,0.886583,26.03668,501381,501381,196075,219200,219200,369.49,402.08,800,800,10996751360,344.63,509.62,3.97132,392.0288,422.51755,0.0,0.0,USD,10598915072,-0.1547,20537411,24004000,435054,336255,1690761600,1693440000,0.015,0.14511,0.80739,2.59,0.0209,290.51,1.2950673,1672444800,1703980800,1688083200,-428363008,-15.27,14.45,1.62,2:1,1015545600,3.828,19.813,NYQ,EQUITY,BIO,BIO,"Bio-Rad Laboratories, Inc.","Bio-Rad Laboratories, Inc.",320509800,America/New_York,EDT,-14400000,376.23,560.0,510.0,530.17,525.0,1.9,buy,6,1722685952,59.247,534945984,1382252032,3.82,5.393,2769041920,16.364,93.577,0.019960001,-0.04932,1568430000,159374000,286822016,-0.014,0.54147,0.19319001,0.14220001,USD,
5,1000 Alfred Nobel Drive,Hercules,CA,94547,United States,510 724 7000,510 741 5817,https://www.bio-rad.com,Medical Devices,Healthcare,"Bio-Rad Laboratories, Inc. manufactures, and distributes life science research and clinical diagnostic products in the United States, Europe, Asia, Canada, and Latin America. The company operates through Life Science and Clinical Diagnostics segments. The Life Science segment develops, manufactures, and markets reagents, apparatus, and laboratory instruments that are used in research techniques, biopharmaceutical production processes, and food testing regimes. It focuses on selected segments of the life sciences market in proteomics, genomics, biopharmaceutical production, cellular biology, and food safety. This segment serves universities and medical schools, industrial research organizations, government agencies, pharmaceutical manufacturers, biotechnology researchers, food producers, and food testing laboratories. The Clinical Diagnostics segment designs, manufactures, sells, and supports test systems, informatics systems, test kits, and specialized quality controls for clinical laboratories in the diagnostics market. This segment offers reagents, instruments, and software, which address specific niches within the in vitro diagnostics test market. It sells its products to reference laboratories, hospital laboratories, state newborn screening facilities, physicians' office laboratories, and transfusion laboratories. In addition, the company offers products and systems to separate complex chemical and biological materials, as well as to identify, analyze, and purify components. The company offers its products through its direct sales force, as well as through distributors, agents, brokers, and resellers. Bio-Rad Laboratories, Inc. was founded in 1952 and is headquartered in Hercules, California.",8200,"{'maxAge': 1, 'name': 'Mr. Ajit  Ramalingam', 'age': 49, 'title': 'Sr. VP & Chief Accounting Officer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,8,10,10,1693526400,1672444800,86400,2,373.28,370.93,370.93,384.37,373.28,370.93,370.93,384.37,0.0,0.886583,26.03668,501381,501381,196075,219200,219200,369.49,402.08,800,800,10996751360,344.63,509.62,3.97132,392.0288,422.51755,0.0,0.0,USD,10598915072,-0.1547,20537411,24004000,435054,336255,1690761600,1693440000,0.015,0.14511,0.80739,2.59,0.0209,290.51,1.2950673,1672444800,1703980800,1688083200,-428363008,-15.27,14.45,1.62,2:1,1015545600,3.828,19.813,NYQ,EQUITY,BIO,BIO,"Bio-Rad Laboratories, Inc.","Bio-Rad Laboratories, Inc.",320509800,America/New_York,EDT,-14400000,376.23,560.0,510.0,530.17,525.0,1.9,buy,6,1722685952,59.247,534945984,1382252032,3.82,5.393,2769041920,16.364,93.577,0.019960001,-0.04932,1568430000,159374000,286822016,-0.014,0.54147,0.19319001,0.14220001,USD,
6,1000 Alfred Nobel Drive,Hercules,CA,94547,United States,510 724 7000,510 741 5817,https://www.bio-rad.com,Medical Devices,Healthcare,"Bio-Rad Laboratories, Inc. manufactures, and distributes life science research and clinical diagnostic products in the United States, Europe, Asia, Canada, and Latin America. The company operates through Life Science and Clinical Diagnostics segments. The Life Science segment develops, manufactures, and markets reagents, apparatus, and laboratory instruments that are used in research techniques, biopharmaceutical production processes, and food testing regimes. It focuses on selected segments of the life sciences market in proteomics, genomics, biopharmaceutical production, cellular biology, and food safety. This segment serves universities and medical schools, industrial research organizations, government agencies, pharmaceutical manufacturers, biotechnology researchers, food producers, and food testing laboratories. The Clinical Diagnostics segment designs, manufactures, sells, and supports test systems, informatics systems, test kits, and specialized quality controls for clinical laboratories in the diagnostics market. This segment offers reagents, instruments, and software, which address specific niches within the in vitro diagnostics test market. It sells its products to reference laboratories, hospital laboratories, state newborn screening facilities, physicians' office laboratories, and transfusion laboratories. In addition, the company offers products and systems to separate complex chemical and biological materials, as well as to identify, analyze, and purify components. The company offers its products through its direct sales force, as well as through distributors, agents, brokers, and resellers. Bio-Rad Laboratories, Inc. was founded in 1952 and is headquartered in Hercules, California.",8200,"{'maxAge': 1, 'name': 'Mr. Yong  Chung', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,8,10,10,1693526400,1672444800,86400,2,373.28,370.93,370.93,384.37,373.28,370.93,370.93,384.37,0.0,0.886583,26.03668,501381,501381,196075,219200,219200,369.49,402.08,800,800,10996751360,344.63,509.62,3.97132,392.0288,422.51755,0.0,0.0,USD,10598915072,-0.1547,20537411,24004000,435054,336255,1690761600,1693440000,0.015,0.14511,0.80739,2.59,0.0209,290.51,1.2950673,1672444800,1703980800,1688083200,-428363008,-15.27,14.45,1.62,2:1,1015545600,3.828,19.813,NYQ,EQUITY,BIO,BIO,"Bio-Rad Laboratories, Inc.","Bio-Rad Laboratories, Inc.",320509800,America/New_York,EDT,-14400000,376.23,560.0,510.0,530.17,525.0,1.9,buy,6,1722685952,59.247,534945984,1382252032,3.82,5.393,2769041920,16.364,93.577,0.019960001,-0.04932,1568430000,159374000,286822016,-0.014,0.54147,0.19319001,0.14220001,USD,
7,1000 Alfred Nobel Drive,Hercules,CA,94547,United States,510 724 7000,510 741 5817,https://www.bio-rad.com,Medical Devices,Healthcare,"Bio-Rad Laboratories, Inc. manufactures, and distributes life science research and clinical diagnostic products in the United States, Europe, Asia, Canada, and Latin America. The company operates through Life Science and Clinical Diagnostics segments. The Life Science segment develops, manufactures, and markets reagents, apparatus, and laboratory instruments that are used in research techniques, biopharmaceutical production processes, and food testing regimes. It focuses on selected segments of the life sciences market in proteomics, genomics, biopharmaceutical production, cellular biology, and food safety. This segment serves universities and medical schools, industrial research organizations, government agencies, pharmaceutical manufacturers, biotechnology researchers, food producers, and food testing laboratories. The Clinical Diagnostics segment designs, manufactures, sells, and supports test systems, informatics systems, test kits, and specialized quality controls for clinical laboratories in the diagnostics market. This segment offers reagents, instruments, and software, which address specific niches within the in vitro diagnostics test market. It sells its products to reference laboratories, hospital laboratories, state newborn screening facilities, physicians' office laboratories, and transfusion laboratories. In addition, the company offers products and systems to separate complex chemical and biological materials, as well as to identify, analyze, and purify components. The company offers its products through its direct sales force, as well as through distributors, agents, brokers, and resellers. Bio-Rad Laboratories, Inc. was founded in 1952 and is headquartered in Hercules, California.",8200,"{'maxAge': 1, 'name': 'Mr. Timothy S. Ernst', 'age': 62, 'title': 'Exec. VP, Gen. Counsel & Sec.', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,8,10,10,1693526400,1672444800,86400,2,373.28,370.93,370.93,384.37,373.28,370.93,370.93,384.37,0.0,0.886583,26.03668,501381,501381,196075,219200,219200,369.49,402.08,800,800,10996751360,344.63,509.62,3.97132,392.0288,422.51755,0.0,0.0,USD,10598915072,-0.1547,20537411,24004000,435054,336255,1690761600,1693440000,0.015,0.14511,0.80739,2.59,0.0209,290.51,1.2950673,1672444800,1703980800,1688083200,-428363008,-15.27,14.45,1.62,2:1,1015545600,3.828,19.813,NYQ,EQUITY,BIO,BIO,"Bio-Rad Laboratories, Inc.","Bio-Rad Laboratories, Inc.",320509800,America/New_York,EDT,-14400000,376.23,560.0,510.0,530.17,525.0,1.9,buy,6,1722685952,59.247,534945984,1382252032,3.82,5.393,2769041920,16.364,93.577,0.019960001,-0.04932,1568430000,159374000,286822016,-0.014,0.54147,0.19319001,0.14220001,USD,
8,1000 Alfred Nobel Drive,Hercules,CA,94547,United States,510 724 7000,510 741 5817,https://www.bio-rad.com,Medical Devices,Healthcare,"Bio-Rad Laboratories, Inc. manufactures, and distributes life science research and clinical diagnostic products in the United States, Europe, Asia, Canada, and Latin America. The company operates through Life Science and Clinical Diagnostics segments. The Life Science segment develops, manufactures, and markets reagents, apparatus, and laboratory instruments that are used in research techniques, biopharmaceutical production processes, and food testing regimes. It focuses on selected segments of the life sciences market in proteomics, genomics, biopharmaceutical production, cellular biology, and food safety. This segment serves universities and medical schools, industrial research organizations, government agencies, pharmaceutical manufacturers, biotechnology researchers, food producers, and food testing laboratories. The Clinical Diagnostics segment designs, manufactures, sells, and supports test systems, informatics systems, test kits, and specialized quality controls for clinical laboratories in the diagnostics market. This segment offers reagents, instruments, and software, which address specific niches within the in vitro diagnostics test market. It sells its products to reference laboratories, hospital laboratories, state newborn screening facilities, physicians' office laboratories, and transfusion laboratories. In addition, the company offers products and systems to separate complex chemical and biological materials, as well as to identify, analyze, and purify components. The company offers its products through its direct sales force, as well as through distributors, agents, brokers, and resellers. Bio-Rad Laboratories, Inc. was founded in 1952 and is headquartered in Hercules, California.",8200,"{'maxAge': 1, 'name': 'Matthew  Werner', 'title': 'Sr. VP and Chief Compliance & Privacy Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,8,10,10,1693526400,1672444800,86400,2,373.28,370.93,370.93,384.37,373.28,370.93,370.93,384.37,0.0,0.886583,26.03668,501381,501381,196075,219200,219200,369.49,402.08,800,800,10996751360,344.63,509.62,3.97132,392.0288,422.51755,0.0,0.0,USD,10598915072,-0.1547,20537411,24004000,435054,336255,1690761600,1693440000,0.015,0.14511,0.80739,2.59,0.0209,290.51,1.2950673,1672444800,1703980800,1688083200,-428363008,-15.27,14.45,1.62,2:1,1015545600,3.828,19.813,NYQ,EQUITY,BIO,BIO,"Bio-Rad Laboratories, Inc.","Bio-Rad Laboratories, Inc.",320509800,America/New_York,EDT,-14400000,376.23,560.0,510.0,530.17,525.0,1.9,buy,6,1722685952,59.247,534945984,1382252032,3.82,5.393,2769041920,16.364,93.577,0.019960001,-0.04932,1568430000,159374000,286822016,-0.014,0.54147,0.19319001,0.14220001,USD,
9,1000 Alfred Nobel Drive,Hercules,CA,94547,United States,510 724 7000,510 741 5817,https://www.bio-rad.com,Medical Devices,Healthcare,"Bio-Rad Laboratories, Inc. manufactures, and distributes life science research and clinical diagnostic products in the United States, Europe, Asia, Canada, and Latin America. The company operates through Life Science and Clinical Diagnostics segments. The Life Science segment develops, manufactures, and markets reagents, apparatus, and laboratory instruments that are used in research techniques, biopharmaceutical production processes, and food testing regimes. It focuses on selected segments of the life sciences market in proteomics, genomics, biopharmaceutical production, cellular biology, and food safety. This segment serves universities and medical schools, industrial research organizations, government agencies, pharmaceutical manufacturers, biotechnology researchers, food producers, and food testing laboratories. The Clinical Diagnostics segment designs, manufactures, sells, and supports test systems, informatics systems, test kits, and specialized quality controls for clinical laboratories in the diagnostics market. This segment offers reagents, instruments, and software, which address specific niches within the in vitro diagnostics test market. It sells its products to reference laboratories, hospital laboratories, state newborn screening facilities, physicians' office laboratories, and transfusion laboratories. In addition, the company offers products and systems to separate complex chemical and biological materials, as well as to identify, analyze, and purify components. The company offers its products through its direct sales force, as well as through distributors, agents, brokers, and resellers. Bio-Rad Laboratories, Inc. was founded in 1952 and is headquartered in Hercules, California.",8200,"{'maxAge': 1, 'name': 'Colleen  Corey', 'title': 'Exec. VP of Global HR', 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,8,10,10,1693526400,1672444800,86400,2,373.28,370.93,370.93,384.37,373.28,370.93,370.93,384.37,0.0,0.886583,26.03668,501381,501381,196075,219200,219200,369.49,402.08,800,800,10996751360,344.63,509.62,3.97132,392.0288,422.51755,0.0,0.0,USD,10598915072,-0.1547,20537411,24004000,435054,336255,1690761600,1693440000,0.015,0.14511,0.80739,2.59,0.0209,290.51,1.2950673,1672444800,1703980800,1688083200,-428363008,-15.27,14.45,1.62,2:1,1015545600,3.828,19.813,NYQ,EQUITY,BIO,BIO,"Bio-Rad Laboratories, Inc.","Bio-Rad Laboratories, Inc.",320509800,America/New_York,EDT,-14400000,376.23,560.0,510.0,530.17,525.0,1.9,buy,6,1722685952,59.247,534945984,1382252032,3.82,5.393,2769041920,16.364,93.577,0.019960001,-0.04932,1568430000,159374000,286822016,-0.014,0.54147,0.19319001,0.14220001,USD,
