,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1290 Broadway,Suite 1000,Denver,CO,80203,United States,303 623 2577,303 623 7850,https://www.all-starfunds.com/fundfacts-asg.php,Asset Management,Asset Management,Financial Services,Financial Services,"Liberty All-Star Growth Fund, Inc. is a closed-ended equity mutual fund launched and managed by ALPS Advisers, Inc. It is co-managed by Weatherbie Capital, LLC, Congress Asset Management Company, and Sustainable Growth Advisers, LP. The fund invests in the public equity markets of the United States. It seeks to invest in stocks of companies operating across diversified sectors. The fund primarily invests in growth stocks of companies across all market capitalizations. It employs fundamental analysis with a bottom-up stock picking approach to create its portfolio. The fund benchmarks the performance of its portfolio against the NASDAQ Composite Index, Russell 3000 Growth Index, and the S&P 500 Index. It conducts in-house research to make its investments. The fund was previously known as Charles Allmon Trust, Inc. Liberty All-Star Growth Fund, Inc. was formed on March 14, 1986 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Edmund Joseph Burke', 'age': 61, 'title': 'VP and Director', 'yearBorn': 1961, 'fiscalYear': 2013, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,5.09,5.09,4.99,5.1,5.09,5.09,4.99,5.1,0.44,0.087799996,1689811200,0.5733,9.41,1.339557,6.6800003,242705,242705,193338,210190,210190,4.98,5.02,1800,4000,291767392,4.82,5.71,150.55333,5.3078,5.2163,0.43,0.08447937,USD,292827168,22.08839,58237000,136787,34074,1690761600,1693440000,0.0023,0.00317,0.17836,0.65,0.0023999999,58237000,5.676,0.88266385,1672444800,1703980800,1688083200,42806572,0.75,151.1,-0.08743167,0.14113986,0.11,1689811200,NYQ,EQUITY,ASG,ASG,"Liberty All-Star Growth Fund, I","Liberty All-Star Growth Fund, Inc.",510503400,America/New_York,EDT,d0b3ef57-c476-3cfd-9d0d-4660709ef9b9,finmb_3590559,-14400000,5.01,none,1059561,0.902,1.143,1937967,0.321,0.033,-0.00315,0.13535,1809513,0.146,1.0,0.0,-0.83255994,USD,
1,1290 Broadway,Suite 1000,Denver,CO,80203,United States,303 623 2577,303 623 7850,https://www.all-starfunds.com/fundfacts-asg.php,Asset Management,Asset Management,Financial Services,Financial Services,"Liberty All-Star Growth Fund, Inc. is a closed-ended equity mutual fund launched and managed by ALPS Advisers, Inc. It is co-managed by Weatherbie Capital, LLC, Congress Asset Management Company, and Sustainable Growth Advisers, LP. The fund invests in the public equity markets of the United States. It seeks to invest in stocks of companies operating across diversified sectors. The fund primarily invests in growth stocks of companies across all market capitalizations. It employs fundamental analysis with a bottom-up stock picking approach to create its portfolio. The fund benchmarks the performance of its portfolio against the NASDAQ Composite Index, Russell 3000 Growth Index, and the S&P 500 Index. It conducts in-house research to make its investments. The fund was previously known as Charles Allmon Trust, Inc. Liberty All-Star Growth Fund, Inc. was formed on March 14, 1986 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Ronald Adair Sauer', 'title': 'Sr. Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,5.09,5.09,4.99,5.1,5.09,5.09,4.99,5.1,0.44,0.087799996,1689811200,0.5733,9.41,1.339557,6.6800003,242705,242705,193338,210190,210190,4.98,5.02,1800,4000,291767392,4.82,5.71,150.55333,5.3078,5.2163,0.43,0.08447937,USD,292827168,22.08839,58237000,136787,34074,1690761600,1693440000,0.0023,0.00317,0.17836,0.65,0.0023999999,58237000,5.676,0.88266385,1672444800,1703980800,1688083200,42806572,0.75,151.1,-0.08743167,0.14113986,0.11,1689811200,NYQ,EQUITY,ASG,ASG,"Liberty All-Star Growth Fund, I","Liberty All-Star Growth Fund, Inc.",510503400,America/New_York,EDT,d0b3ef57-c476-3cfd-9d0d-4660709ef9b9,finmb_3590559,-14400000,5.01,none,1059561,0.902,1.143,1937967,0.321,0.033,-0.00315,0.13535,1809513,0.146,1.0,0.0,-0.83255994,USD,
2,1290 Broadway,Suite 1000,Denver,CO,80203,United States,303 623 2577,303 623 7850,https://www.all-starfunds.com/fundfacts-asg.php,Asset Management,Asset Management,Financial Services,Financial Services,"Liberty All-Star Growth Fund, Inc. is a closed-ended equity mutual fund launched and managed by ALPS Advisers, Inc. It is co-managed by Weatherbie Capital, LLC, Congress Asset Management Company, and Sustainable Growth Advisers, LP. The fund invests in the public equity markets of the United States. It seeks to invest in stocks of companies operating across diversified sectors. The fund primarily invests in growth stocks of companies across all market capitalizations. It employs fundamental analysis with a bottom-up stock picking approach to create its portfolio. The fund benchmarks the performance of its portfolio against the NASDAQ Composite Index, Russell 3000 Growth Index, and the S&P 500 Index. It conducts in-house research to make its investments. The fund was previously known as Charles Allmon Trust, Inc. Liberty All-Star Growth Fund, Inc. was formed on March 14, 1986 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Craig C. Blum C.F.A., CFA', 'title': 'Group Managing Director and Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,5.09,5.09,4.99,5.1,5.09,5.09,4.99,5.1,0.44,0.087799996,1689811200,0.5733,9.41,1.339557,6.6800003,242705,242705,193338,210190,210190,4.98,5.02,1800,4000,291767392,4.82,5.71,150.55333,5.3078,5.2163,0.43,0.08447937,USD,292827168,22.08839,58237000,136787,34074,1690761600,1693440000,0.0023,0.00317,0.17836,0.65,0.0023999999,58237000,5.676,0.88266385,1672444800,1703980800,1688083200,42806572,0.75,151.1,-0.08743167,0.14113986,0.11,1689811200,NYQ,EQUITY,ASG,ASG,"Liberty All-Star Growth Fund, I","Liberty All-Star Growth Fund, Inc.",510503400,America/New_York,EDT,d0b3ef57-c476-3cfd-9d0d-4660709ef9b9,finmb_3590559,-14400000,5.01,none,1059561,0.902,1.143,1937967,0.321,0.033,-0.00315,0.13535,1809513,0.146,1.0,0.0,-0.83255994,USD,
3,1290 Broadway,Suite 1000,Denver,CO,80203,United States,303 623 2577,303 623 7850,https://www.all-starfunds.com/fundfacts-asg.php,Asset Management,Asset Management,Financial Services,Financial Services,"Liberty All-Star Growth Fund, Inc. is a closed-ended equity mutual fund launched and managed by ALPS Advisers, Inc. It is co-managed by Weatherbie Capital, LLC, Congress Asset Management Company, and Sustainable Growth Advisers, LP. The fund invests in the public equity markets of the United States. It seeks to invest in stocks of companies operating across diversified sectors. The fund primarily invests in growth stocks of companies across all market capitalizations. It employs fundamental analysis with a bottom-up stock picking approach to create its portfolio. The fund benchmarks the performance of its portfolio against the NASDAQ Composite Index, Russell 3000 Growth Index, and the S&P 500 Index. It conducts in-house research to make its investments. The fund was previously known as Charles Allmon Trust, Inc. Liberty All-Star Growth Fund, Inc. was formed on March 14, 1986 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Joshua Daniel Bennett C.F.A., CFA', 'title': 'Co-Portfolio Mang. of Fund', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,5.09,5.09,4.99,5.1,5.09,5.09,4.99,5.1,0.44,0.087799996,1689811200,0.5733,9.41,1.339557,6.6800003,242705,242705,193338,210190,210190,4.98,5.02,1800,4000,291767392,4.82,5.71,150.55333,5.3078,5.2163,0.43,0.08447937,USD,292827168,22.08839,58237000,136787,34074,1690761600,1693440000,0.0023,0.00317,0.17836,0.65,0.0023999999,58237000,5.676,0.88266385,1672444800,1703980800,1688083200,42806572,0.75,151.1,-0.08743167,0.14113986,0.11,1689811200,NYQ,EQUITY,ASG,ASG,"Liberty All-Star Growth Fund, I","Liberty All-Star Growth Fund, Inc.",510503400,America/New_York,EDT,d0b3ef57-c476-3cfd-9d0d-4660709ef9b9,finmb_3590559,-14400000,5.01,none,1059561,0.902,1.143,1937967,0.321,0.033,-0.00315,0.13535,1809513,0.146,1.0,0.0,-0.83255994,USD,
4,1290 Broadway,Suite 1000,Denver,CO,80203,United States,303 623 2577,303 623 7850,https://www.all-starfunds.com/fundfacts-asg.php,Asset Management,Asset Management,Financial Services,Financial Services,"Liberty All-Star Growth Fund, Inc. is a closed-ended equity mutual fund launched and managed by ALPS Advisers, Inc. It is co-managed by Weatherbie Capital, LLC, Congress Asset Management Company, and Sustainable Growth Advisers, LP. The fund invests in the public equity markets of the United States. It seeks to invest in stocks of companies operating across diversified sectors. The fund primarily invests in growth stocks of companies across all market capitalizations. It employs fundamental analysis with a bottom-up stock picking approach to create its portfolio. The fund benchmarks the performance of its portfolio against the NASDAQ Composite Index, Russell 3000 Growth Index, and the S&P 500 Index. It conducts in-house research to make its investments. The fund was previously known as Charles Allmon Trust, Inc. Liberty All-Star Growth Fund, Inc. was formed on March 14, 1986 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. George Patrice Fraise', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,5.09,5.09,4.99,5.1,5.09,5.09,4.99,5.1,0.44,0.087799996,1689811200,0.5733,9.41,1.339557,6.6800003,242705,242705,193338,210190,210190,4.98,5.02,1800,4000,291767392,4.82,5.71,150.55333,5.3078,5.2163,0.43,0.08447937,USD,292827168,22.08839,58237000,136787,34074,1690761600,1693440000,0.0023,0.00317,0.17836,0.65,0.0023999999,58237000,5.676,0.88266385,1672444800,1703980800,1688083200,42806572,0.75,151.1,-0.08743167,0.14113986,0.11,1689811200,NYQ,EQUITY,ASG,ASG,"Liberty All-Star Growth Fund, I","Liberty All-Star Growth Fund, Inc.",510503400,America/New_York,EDT,d0b3ef57-c476-3cfd-9d0d-4660709ef9b9,finmb_3590559,-14400000,5.01,none,1059561,0.902,1.143,1937967,0.321,0.033,-0.00315,0.13535,1809513,0.146,1.0,0.0,-0.83255994,USD,
5,1290 Broadway,Suite 1000,Denver,CO,80203,United States,303 623 2577,303 623 7850,https://www.all-starfunds.com/fundfacts-asg.php,Asset Management,Asset Management,Financial Services,Financial Services,"Liberty All-Star Growth Fund, Inc. is a closed-ended equity mutual fund launched and managed by ALPS Advisers, Inc. It is co-managed by Weatherbie Capital, LLC, Congress Asset Management Company, and Sustainable Growth Advisers, LP. The fund invests in the public equity markets of the United States. It seeks to invest in stocks of companies operating across diversified sectors. The fund primarily invests in growth stocks of companies across all market capitalizations. It employs fundamental analysis with a bottom-up stock picking approach to create its portfolio. The fund benchmarks the performance of its portfolio against the NASDAQ Composite Index, Russell 3000 Growth Index, and the S&P 500 Index. It conducts in-house research to make its investments. The fund was previously known as Charles Allmon Trust, Inc. Liberty All-Star Growth Fund, Inc. was formed on March 14, 1986 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Gordon Michael Marchand CFA, CIC', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,5.09,5.09,4.99,5.1,5.09,5.09,4.99,5.1,0.44,0.087799996,1689811200,0.5733,9.41,1.339557,6.6800003,242705,242705,193338,210190,210190,4.98,5.02,1800,4000,291767392,4.82,5.71,150.55333,5.3078,5.2163,0.43,0.08447937,USD,292827168,22.08839,58237000,136787,34074,1690761600,1693440000,0.0023,0.00317,0.17836,0.65,0.0023999999,58237000,5.676,0.88266385,1672444800,1703980800,1688083200,42806572,0.75,151.1,-0.08743167,0.14113986,0.11,1689811200,NYQ,EQUITY,ASG,ASG,"Liberty All-Star Growth Fund, I","Liberty All-Star Growth Fund, Inc.",510503400,America/New_York,EDT,d0b3ef57-c476-3cfd-9d0d-4660709ef9b9,finmb_3590559,-14400000,5.01,none,1059561,0.902,1.143,1937967,0.321,0.033,-0.00315,0.13535,1809513,0.146,1.0,0.0,-0.83255994,USD,
6,1290 Broadway,Suite 1000,Denver,CO,80203,United States,303 623 2577,303 623 7850,https://www.all-starfunds.com/fundfacts-asg.php,Asset Management,Asset Management,Financial Services,Financial Services,"Liberty All-Star Growth Fund, Inc. is a closed-ended equity mutual fund launched and managed by ALPS Advisers, Inc. It is co-managed by Weatherbie Capital, LLC, Congress Asset Management Company, and Sustainable Growth Advisers, LP. The fund invests in the public equity markets of the United States. It seeks to invest in stocks of companies operating across diversified sectors. The fund primarily invests in growth stocks of companies across all market capitalizations. It employs fundamental analysis with a bottom-up stock picking approach to create its portfolio. The fund benchmarks the performance of its portfolio against the NASDAQ Composite Index, Russell 3000 Growth Index, and the S&P 500 Index. It conducts in-house research to make its investments. The fund was previously known as Charles Allmon Trust, Inc. Liberty All-Star Growth Fund, Inc. was formed on March 14, 1986 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Chang  Lee', 'title': 'Portfolio manager', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,5.09,5.09,4.99,5.1,5.09,5.09,4.99,5.1,0.44,0.087799996,1689811200,0.5733,9.41,1.339557,6.6800003,242705,242705,193338,210190,210190,4.98,5.02,1800,4000,291767392,4.82,5.71,150.55333,5.3078,5.2163,0.43,0.08447937,USD,292827168,22.08839,58237000,136787,34074,1690761600,1693440000,0.0023,0.00317,0.17836,0.65,0.0023999999,58237000,5.676,0.88266385,1672444800,1703980800,1688083200,42806572,0.75,151.1,-0.08743167,0.14113986,0.11,1689811200,NYQ,EQUITY,ASG,ASG,"Liberty All-Star Growth Fund, I","Liberty All-Star Growth Fund, Inc.",510503400,America/New_York,EDT,d0b3ef57-c476-3cfd-9d0d-4660709ef9b9,finmb_3590559,-14400000,5.01,none,1059561,0.902,1.143,1937967,0.321,0.033,-0.00315,0.13535,1809513,0.146,1.0,0.0,-0.83255994,USD,
7,1290 Broadway,Suite 1000,Denver,CO,80203,United States,303 623 2577,303 623 7850,https://www.all-starfunds.com/fundfacts-asg.php,Asset Management,Asset Management,Financial Services,Financial Services,"Liberty All-Star Growth Fund, Inc. is a closed-ended equity mutual fund launched and managed by ALPS Advisers, Inc. It is co-managed by Weatherbie Capital, LLC, Congress Asset Management Company, and Sustainable Growth Advisers, LP. The fund invests in the public equity markets of the United States. It seeks to invest in stocks of companies operating across diversified sectors. The fund primarily invests in growth stocks of companies across all market capitalizations. It employs fundamental analysis with a bottom-up stock picking approach to create its portfolio. The fund benchmarks the performance of its portfolio against the NASDAQ Composite Index, Russell 3000 Growth Index, and the S&P 500 Index. It conducts in-house research to make its investments. The fund was previously known as Charles Allmon Trust, Inc. Liberty All-Star Growth Fund, Inc. was formed on March 14, 1986 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Michael  Olson CFA', 'title': 'Portfolio manager', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,5.09,5.09,4.99,5.1,5.09,5.09,4.99,5.1,0.44,0.087799996,1689811200,0.5733,9.41,1.339557,6.6800003,242705,242705,193338,210190,210190,4.98,5.02,1800,4000,291767392,4.82,5.71,150.55333,5.3078,5.2163,0.43,0.08447937,USD,292827168,22.08839,58237000,136787,34074,1690761600,1693440000,0.0023,0.00317,0.17836,0.65,0.0023999999,58237000,5.676,0.88266385,1672444800,1703980800,1688083200,42806572,0.75,151.1,-0.08743167,0.14113986,0.11,1689811200,NYQ,EQUITY,ASG,ASG,"Liberty All-Star Growth Fund, I","Liberty All-Star Growth Fund, Inc.",510503400,America/New_York,EDT,d0b3ef57-c476-3cfd-9d0d-4660709ef9b9,finmb_3590559,-14400000,5.01,none,1059561,0.902,1.143,1937967,0.321,0.033,-0.00315,0.13535,1809513,0.146,1.0,0.0,-0.83255994,USD,
8,1290 Broadway,Suite 1000,Denver,CO,80203,United States,303 623 2577,303 623 7850,https://www.all-starfunds.com/fundfacts-asg.php,Asset Management,Asset Management,Financial Services,Financial Services,"Liberty All-Star Growth Fund, Inc. is a closed-ended equity mutual fund launched and managed by ALPS Advisers, Inc. It is co-managed by Weatherbie Capital, LLC, Congress Asset Management Company, and Sustainable Growth Advisers, LP. The fund invests in the public equity markets of the United States. It seeks to invest in stocks of companies operating across diversified sectors. The fund primarily invests in growth stocks of companies across all market capitalizations. It employs fundamental analysis with a bottom-up stock picking approach to create its portfolio. The fund benchmarks the performance of its portfolio against the NASDAQ Composite Index, Russell 3000 Growth Index, and the S&P 500 Index. It conducts in-house research to make its investments. The fund was previously known as Charles Allmon Trust, Inc. Liberty All-Star Growth Fund, Inc. was formed on March 14, 1986 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Robert Lawrence Rohn', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,5.09,5.09,4.99,5.1,5.09,5.09,4.99,5.1,0.44,0.087799996,1689811200,0.5733,9.41,1.339557,6.6800003,242705,242705,193338,210190,210190,4.98,5.02,1800,4000,291767392,4.82,5.71,150.55333,5.3078,5.2163,0.43,0.08447937,USD,292827168,22.08839,58237000,136787,34074,1690761600,1693440000,0.0023,0.00317,0.17836,0.65,0.0023999999,58237000,5.676,0.88266385,1672444800,1703980800,1688083200,42806572,0.75,151.1,-0.08743167,0.14113986,0.11,1689811200,NYQ,EQUITY,ASG,ASG,"Liberty All-Star Growth Fund, I","Liberty All-Star Growth Fund, Inc.",510503400,America/New_York,EDT,d0b3ef57-c476-3cfd-9d0d-4660709ef9b9,finmb_3590559,-14400000,5.01,none,1059561,0.902,1.143,1937967,0.321,0.033,-0.00315,0.13535,1809513,0.146,1.0,0.0,-0.83255994,USD,
9,1290 Broadway,Suite 1000,Denver,CO,80203,United States,303 623 2577,303 623 7850,https://www.all-starfunds.com/fundfacts-asg.php,Asset Management,Asset Management,Financial Services,Financial Services,"Liberty All-Star Growth Fund, Inc. is a closed-ended equity mutual fund launched and managed by ALPS Advisers, Inc. It is co-managed by Weatherbie Capital, LLC, Congress Asset Management Company, and Sustainable Growth Advisers, LP. The fund invests in the public equity markets of the United States. It seeks to invest in stocks of companies operating across diversified sectors. The fund primarily invests in growth stocks of companies across all market capitalizations. It employs fundamental analysis with a bottom-up stock picking approach to create its portfolio. The fund benchmarks the performance of its portfolio against the NASDAQ Composite Index, Russell 3000 Growth Index, and the S&P 500 Index. It conducts in-house research to make its investments. The fund was previously known as Charles Allmon Trust, Inc. Liberty All-Star Growth Fund, Inc. was formed on March 14, 1986 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Todd W. Solomon C.F.A., CFA', 'age': 52, 'title': 'VP and Portfolio Mang.', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,5.09,5.09,4.99,5.1,5.09,5.09,4.99,5.1,0.44,0.087799996,1689811200,0.5733,9.41,1.339557,6.6800003,242705,242705,193338,210190,210190,4.98,5.02,1800,4000,291767392,4.82,5.71,150.55333,5.3078,5.2163,0.43,0.08447937,USD,292827168,22.08839,58237000,136787,34074,1690761600,1693440000,0.0023,0.00317,0.17836,0.65,0.0023999999,58237000,5.676,0.88266385,1672444800,1703980800,1688083200,42806572,0.75,151.1,-0.08743167,0.14113986,0.11,1689811200,NYQ,EQUITY,ASG,ASG,"Liberty All-Star Growth Fund, I","Liberty All-Star Growth Fund, Inc.",510503400,America/New_York,EDT,d0b3ef57-c476-3cfd-9d0d-4660709ef9b9,finmb_3590559,-14400000,5.01,none,1059561,0.902,1.143,1937967,0.321,0.033,-0.00315,0.13535,1809513,0.146,1.0,0.0,-0.83255994,USD,
