,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Marble Arch House,66 Seymour Street,London,W1H 5BX,United Kingdom,44 20 78871000,44 20 78871010,https://www.hammerson.com,REIT—Retail,Real Estate,"Hammerson is a cities business. An owner, operator and developer of prime urban real estate, with a portfolio value of £4.7billion (as at 30 June 2023), in some of the fastest growing cities in the UK, Ireland and France. Our portfolio and adjacent lands leverage our experience and capabilities to create and manage exceptional city centre destinations with the opportunity to drive value and reshape entire neighbourhoods. Our assets are high profile and play an important role in our communities, welcoming c. 175 million visitors each year and supporting 20,000+ jobs though our retail, dining and social occupiers. These destinations include Bullring in Birmingham, The Oracle in Reading, Dundrum Estate, Dublin and Terraces du Port in Marseille. We also hold investments in Value Retail, best-in-class villages such as Bicester Village, Oxfordshire. Hammerson also holds 80 acres of attractive pre-development and strategic land. This includes complementary adjacent land, creating optionality to enhance both the scale and diversity of the existing estate, and stand-alone land opportunities. These include Martineau Galleries in Birmingham and Bishopsgate Goodsyard, Shoreditch.",320,"{'maxAge': 1, 'name': 'Ms. Rita-Rose  Gagne', 'age': 60, 'title': 'CEO & Exec. Director', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 1895000, 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,9,1,7,1693526400,1672444800,86400,2,25.22,25.2,24.44,25.54,25.22,25.2,24.44,25.54,0.01,0.057800002,1692835200,2.222972,11.864735,9590122,9590122,12410039,13603656,13603656,24.4,26.0,0,0,1226666368,17.039,30.81,4.5873837,25.27,25.85495,0.007,0.0002775575,GBp,2455207936,-0.80666,3789989175,4994570240,0.25966,0.49808997,0.517,47.504833,1672444800,1703980800,1688083200,-215700000,-0.04,2.07,0.95,1:5,1599004800,9.182,14.485,LSE,EQUITY,HMSO.L,HMSO.L,HAMMERSON PLC ORD 5P,Hammerson Plc,583743600,Europe/London,BST,3600000,24.56,36.0,13.0,24.58,25.0,2.9,hold,19,479600000,0.097,169500000,1681500032,2.231,2.351,267400000,65.461,0.054,0.0225,-0.080340005,250000000,73550000,89400000,-0.149,0.83957,0.63388,0.62902,GBP,
1,Marble Arch House,66 Seymour Street,London,W1H 5BX,United Kingdom,44 20 78871000,44 20 78871010,https://www.hammerson.com,REIT—Retail,Real Estate,"Hammerson is a cities business. An owner, operator and developer of prime urban real estate, with a portfolio value of £4.7billion (as at 30 June 2023), in some of the fastest growing cities in the UK, Ireland and France. Our portfolio and adjacent lands leverage our experience and capabilities to create and manage exceptional city centre destinations with the opportunity to drive value and reshape entire neighbourhoods. Our assets are high profile and play an important role in our communities, welcoming c. 175 million visitors each year and supporting 20,000+ jobs though our retail, dining and social occupiers. These destinations include Bullring in Birmingham, The Oracle in Reading, Dundrum Estate, Dublin and Terraces du Port in Marseille. We also hold investments in Value Retail, best-in-class villages such as Bicester Village, Oxfordshire. Hammerson also holds 80 acres of attractive pre-development and strategic land. This includes complementary adjacent land, creating optionality to enhance both the scale and diversity of the existing estate, and stand-alone land opportunities. These include Martineau Galleries in Birmingham and Bishopsgate Goodsyard, Shoreditch.",320,"{'maxAge': 1, 'name': 'Mr. Himanshu  Raja', 'age': 41, 'title': 'CFO & Exec. Director', 'yearBorn': 1981, 'fiscalYear': 2022, 'totalPay': 1034000, 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,9,1,7,1693526400,1672444800,86400,2,25.22,25.2,24.44,25.54,25.22,25.2,24.44,25.54,0.01,0.057800002,1692835200,2.222972,11.864735,9590122,9590122,12410039,13603656,13603656,24.4,26.0,0,0,1226666368,17.039,30.81,4.5873837,25.27,25.85495,0.007,0.0002775575,GBp,2455207936,-0.80666,3789989175,4994570240,0.25966,0.49808997,0.517,47.504833,1672444800,1703980800,1688083200,-215700000,-0.04,2.07,0.95,1:5,1599004800,9.182,14.485,LSE,EQUITY,HMSO.L,HMSO.L,HAMMERSON PLC ORD 5P,Hammerson Plc,583743600,Europe/London,BST,3600000,24.56,36.0,13.0,24.58,25.0,2.9,hold,19,479600000,0.097,169500000,1681500032,2.231,2.351,267400000,65.461,0.054,0.0225,-0.080340005,250000000,73550000,89400000,-0.149,0.83957,0.63388,0.62902,GBP,
2,Marble Arch House,66 Seymour Street,London,W1H 5BX,United Kingdom,44 20 78871000,44 20 78871010,https://www.hammerson.com,REIT—Retail,Real Estate,"Hammerson is a cities business. An owner, operator and developer of prime urban real estate, with a portfolio value of £4.7billion (as at 30 June 2023), in some of the fastest growing cities in the UK, Ireland and France. Our portfolio and adjacent lands leverage our experience and capabilities to create and manage exceptional city centre destinations with the opportunity to drive value and reshape entire neighbourhoods. Our assets are high profile and play an important role in our communities, welcoming c. 175 million visitors each year and supporting 20,000+ jobs though our retail, dining and social occupiers. These destinations include Bullring in Birmingham, The Oracle in Reading, Dundrum Estate, Dublin and Terraces du Port in Marseille. We also hold investments in Value Retail, best-in-class villages such as Bicester Village, Oxfordshire. Hammerson also holds 80 acres of attractive pre-development and strategic land. This includes complementary adjacent land, creating optionality to enhance both the scale and diversity of the existing estate, and stand-alone land opportunities. These include Martineau Galleries in Birmingham and Bishopsgate Goodsyard, Shoreditch.",320,"{'maxAge': 1, 'name': 'Mr. Gregoire  Peureux', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,9,1,7,1693526400,1672444800,86400,2,25.22,25.2,24.44,25.54,25.22,25.2,24.44,25.54,0.01,0.057800002,1692835200,2.222972,11.864735,9590122,9590122,12410039,13603656,13603656,24.4,26.0,0,0,1226666368,17.039,30.81,4.5873837,25.27,25.85495,0.007,0.0002775575,GBp,2455207936,-0.80666,3789989175,4994570240,0.25966,0.49808997,0.517,47.504833,1672444800,1703980800,1688083200,-215700000,-0.04,2.07,0.95,1:5,1599004800,9.182,14.485,LSE,EQUITY,HMSO.L,HMSO.L,HAMMERSON PLC ORD 5P,Hammerson Plc,583743600,Europe/London,BST,3600000,24.56,36.0,13.0,24.58,25.0,2.9,hold,19,479600000,0.097,169500000,1681500032,2.231,2.351,267400000,65.461,0.054,0.0225,-0.080340005,250000000,73550000,89400000,-0.149,0.83957,0.63388,0.62902,GBP,
3,Marble Arch House,66 Seymour Street,London,W1H 5BX,United Kingdom,44 20 78871000,44 20 78871010,https://www.hammerson.com,REIT—Retail,Real Estate,"Hammerson is a cities business. An owner, operator and developer of prime urban real estate, with a portfolio value of £4.7billion (as at 30 June 2023), in some of the fastest growing cities in the UK, Ireland and France. Our portfolio and adjacent lands leverage our experience and capabilities to create and manage exceptional city centre destinations with the opportunity to drive value and reshape entire neighbourhoods. Our assets are high profile and play an important role in our communities, welcoming c. 175 million visitors each year and supporting 20,000+ jobs though our retail, dining and social occupiers. These destinations include Bullring in Birmingham, The Oracle in Reading, Dundrum Estate, Dublin and Terraces du Port in Marseille. We also hold investments in Value Retail, best-in-class villages such as Bicester Village, Oxfordshire. Hammerson also holds 80 acres of attractive pre-development and strategic land. This includes complementary adjacent land, creating optionality to enhance both the scale and diversity of the existing estate, and stand-alone land opportunities. These include Martineau Galleries in Birmingham and Bishopsgate Goodsyard, Shoreditch.",320,"{'maxAge': 1, 'name': 'Mr. Simon  Travis', 'title': 'Group Investment Director & MD of Premium Outlets', 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,9,1,7,1693526400,1672444800,86400,2,25.22,25.2,24.44,25.54,25.22,25.2,24.44,25.54,0.01,0.057800002,1692835200,2.222972,11.864735,9590122,9590122,12410039,13603656,13603656,24.4,26.0,0,0,1226666368,17.039,30.81,4.5873837,25.27,25.85495,0.007,0.0002775575,GBp,2455207936,-0.80666,3789989175,4994570240,0.25966,0.49808997,0.517,47.504833,1672444800,1703980800,1688083200,-215700000,-0.04,2.07,0.95,1:5,1599004800,9.182,14.485,LSE,EQUITY,HMSO.L,HMSO.L,HAMMERSON PLC ORD 5P,Hammerson Plc,583743600,Europe/London,BST,3600000,24.56,36.0,13.0,24.58,25.0,2.9,hold,19,479600000,0.097,169500000,1681500032,2.231,2.351,267400000,65.461,0.054,0.0225,-0.080340005,250000000,73550000,89400000,-0.149,0.83957,0.63388,0.62902,GBP,
4,Marble Arch House,66 Seymour Street,London,W1H 5BX,United Kingdom,44 20 78871000,44 20 78871010,https://www.hammerson.com,REIT—Retail,Real Estate,"Hammerson is a cities business. An owner, operator and developer of prime urban real estate, with a portfolio value of £4.7billion (as at 30 June 2023), in some of the fastest growing cities in the UK, Ireland and France. Our portfolio and adjacent lands leverage our experience and capabilities to create and manage exceptional city centre destinations with the opportunity to drive value and reshape entire neighbourhoods. Our assets are high profile and play an important role in our communities, welcoming c. 175 million visitors each year and supporting 20,000+ jobs though our retail, dining and social occupiers. These destinations include Bullring in Birmingham, The Oracle in Reading, Dundrum Estate, Dublin and Terraces du Port in Marseille. We also hold investments in Value Retail, best-in-class villages such as Bicester Village, Oxfordshire. Hammerson also holds 80 acres of attractive pre-development and strategic land. This includes complementary adjacent land, creating optionality to enhance both the scale and diversity of the existing estate, and stand-alone land opportunities. These include Martineau Galleries in Birmingham and Bishopsgate Goodsyard, Shoreditch.",320,"{'maxAge': 1, 'name': 'Josh  Warren', 'title': 'Director of Strategy & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,9,1,7,1693526400,1672444800,86400,2,25.22,25.2,24.44,25.54,25.22,25.2,24.44,25.54,0.01,0.057800002,1692835200,2.222972,11.864735,9590122,9590122,12410039,13603656,13603656,24.4,26.0,0,0,1226666368,17.039,30.81,4.5873837,25.27,25.85495,0.007,0.0002775575,GBp,2455207936,-0.80666,3789989175,4994570240,0.25966,0.49808997,0.517,47.504833,1672444800,1703980800,1688083200,-215700000,-0.04,2.07,0.95,1:5,1599004800,9.182,14.485,LSE,EQUITY,HMSO.L,HMSO.L,HAMMERSON PLC ORD 5P,Hammerson Plc,583743600,Europe/London,BST,3600000,24.56,36.0,13.0,24.58,25.0,2.9,hold,19,479600000,0.097,169500000,1681500032,2.231,2.351,267400000,65.461,0.054,0.0225,-0.080340005,250000000,73550000,89400000,-0.149,0.83957,0.63388,0.62902,GBP,
5,Marble Arch House,66 Seymour Street,London,W1H 5BX,United Kingdom,44 20 78871000,44 20 78871010,https://www.hammerson.com,REIT—Retail,Real Estate,"Hammerson is a cities business. An owner, operator and developer of prime urban real estate, with a portfolio value of £4.7billion (as at 30 June 2023), in some of the fastest growing cities in the UK, Ireland and France. Our portfolio and adjacent lands leverage our experience and capabilities to create and manage exceptional city centre destinations with the opportunity to drive value and reshape entire neighbourhoods. Our assets are high profile and play an important role in our communities, welcoming c. 175 million visitors each year and supporting 20,000+ jobs though our retail, dining and social occupiers. These destinations include Bullring in Birmingham, The Oracle in Reading, Dundrum Estate, Dublin and Terraces du Port in Marseille. We also hold investments in Value Retail, best-in-class villages such as Bicester Village, Oxfordshire. Hammerson also holds 80 acres of attractive pre-development and strategic land. This includes complementary adjacent land, creating optionality to enhance both the scale and diversity of the existing estate, and stand-alone land opportunities. These include Martineau Galleries in Birmingham and Bishopsgate Goodsyard, Shoreditch.",320,"{'maxAge': 1, 'name': 'Mr. Robert George Alexander Dunn', 'title': 'Gen. Counsel & Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,9,1,7,1693526400,1672444800,86400,2,25.22,25.2,24.44,25.54,25.22,25.2,24.44,25.54,0.01,0.057800002,1692835200,2.222972,11.864735,9590122,9590122,12410039,13603656,13603656,24.4,26.0,0,0,1226666368,17.039,30.81,4.5873837,25.27,25.85495,0.007,0.0002775575,GBp,2455207936,-0.80666,3789989175,4994570240,0.25966,0.49808997,0.517,47.504833,1672444800,1703980800,1688083200,-215700000,-0.04,2.07,0.95,1:5,1599004800,9.182,14.485,LSE,EQUITY,HMSO.L,HMSO.L,HAMMERSON PLC ORD 5P,Hammerson Plc,583743600,Europe/London,BST,3600000,24.56,36.0,13.0,24.58,25.0,2.9,hold,19,479600000,0.097,169500000,1681500032,2.231,2.351,267400000,65.461,0.054,0.0225,-0.080340005,250000000,73550000,89400000,-0.149,0.83957,0.63388,0.62902,GBP,
6,Marble Arch House,66 Seymour Street,London,W1H 5BX,United Kingdom,44 20 78871000,44 20 78871010,https://www.hammerson.com,REIT—Retail,Real Estate,"Hammerson is a cities business. An owner, operator and developer of prime urban real estate, with a portfolio value of £4.7billion (as at 30 June 2023), in some of the fastest growing cities in the UK, Ireland and France. Our portfolio and adjacent lands leverage our experience and capabilities to create and manage exceptional city centre destinations with the opportunity to drive value and reshape entire neighbourhoods. Our assets are high profile and play an important role in our communities, welcoming c. 175 million visitors each year and supporting 20,000+ jobs though our retail, dining and social occupiers. These destinations include Bullring in Birmingham, The Oracle in Reading, Dundrum Estate, Dublin and Terraces du Port in Marseille. We also hold investments in Value Retail, best-in-class villages such as Bicester Village, Oxfordshire. Hammerson also holds 80 acres of attractive pre-development and strategic land. This includes complementary adjacent land, creating optionality to enhance both the scale and diversity of the existing estate, and stand-alone land opportunities. These include Martineau Galleries in Birmingham and Bishopsgate Goodsyard, Shoreditch.",320,"{'maxAge': 1, 'name': 'Ms. Catrin  Sharp', 'title': 'Head of Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,9,1,7,1693526400,1672444800,86400,2,25.22,25.2,24.44,25.54,25.22,25.2,24.44,25.54,0.01,0.057800002,1692835200,2.222972,11.864735,9590122,9590122,12410039,13603656,13603656,24.4,26.0,0,0,1226666368,17.039,30.81,4.5873837,25.27,25.85495,0.007,0.0002775575,GBp,2455207936,-0.80666,3789989175,4994570240,0.25966,0.49808997,0.517,47.504833,1672444800,1703980800,1688083200,-215700000,-0.04,2.07,0.95,1:5,1599004800,9.182,14.485,LSE,EQUITY,HMSO.L,HMSO.L,HAMMERSON PLC ORD 5P,Hammerson Plc,583743600,Europe/London,BST,3600000,24.56,36.0,13.0,24.58,25.0,2.9,hold,19,479600000,0.097,169500000,1681500032,2.231,2.351,267400000,65.461,0.054,0.0225,-0.080340005,250000000,73550000,89400000,-0.149,0.83957,0.63388,0.62902,GBP,
7,Marble Arch House,66 Seymour Street,London,W1H 5BX,United Kingdom,44 20 78871000,44 20 78871010,https://www.hammerson.com,REIT—Retail,Real Estate,"Hammerson is a cities business. An owner, operator and developer of prime urban real estate, with a portfolio value of £4.7billion (as at 30 June 2023), in some of the fastest growing cities in the UK, Ireland and France. Our portfolio and adjacent lands leverage our experience and capabilities to create and manage exceptional city centre destinations with the opportunity to drive value and reshape entire neighbourhoods. Our assets are high profile and play an important role in our communities, welcoming c. 175 million visitors each year and supporting 20,000+ jobs though our retail, dining and social occupiers. These destinations include Bullring in Birmingham, The Oracle in Reading, Dundrum Estate, Dublin and Terraces du Port in Marseille. We also hold investments in Value Retail, best-in-class villages such as Bicester Village, Oxfordshire. Hammerson also holds 80 acres of attractive pre-development and strategic land. This includes complementary adjacent land, creating optionality to enhance both the scale and diversity of the existing estate, and stand-alone land opportunities. These include Martineau Galleries in Birmingham and Bishopsgate Goodsyard, Shoreditch.",320,"{'maxAge': 1, 'name': 'Ms. Jessica  Oppenheimer', 'title': 'Chief People Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,9,1,7,1693526400,1672444800,86400,2,25.22,25.2,24.44,25.54,25.22,25.2,24.44,25.54,0.01,0.057800002,1692835200,2.222972,11.864735,9590122,9590122,12410039,13603656,13603656,24.4,26.0,0,0,1226666368,17.039,30.81,4.5873837,25.27,25.85495,0.007,0.0002775575,GBp,2455207936,-0.80666,3789989175,4994570240,0.25966,0.49808997,0.517,47.504833,1672444800,1703980800,1688083200,-215700000,-0.04,2.07,0.95,1:5,1599004800,9.182,14.485,LSE,EQUITY,HMSO.L,HMSO.L,HAMMERSON PLC ORD 5P,Hammerson Plc,583743600,Europe/London,BST,3600000,24.56,36.0,13.0,24.58,25.0,2.9,hold,19,479600000,0.097,169500000,1681500032,2.231,2.351,267400000,65.461,0.054,0.0225,-0.080340005,250000000,73550000,89400000,-0.149,0.83957,0.63388,0.62902,GBP,
8,Marble Arch House,66 Seymour Street,London,W1H 5BX,United Kingdom,44 20 78871000,44 20 78871010,https://www.hammerson.com,REIT—Retail,Real Estate,"Hammerson is a cities business. An owner, operator and developer of prime urban real estate, with a portfolio value of £4.7billion (as at 30 June 2023), in some of the fastest growing cities in the UK, Ireland and France. Our portfolio and adjacent lands leverage our experience and capabilities to create and manage exceptional city centre destinations with the opportunity to drive value and reshape entire neighbourhoods. Our assets are high profile and play an important role in our communities, welcoming c. 175 million visitors each year and supporting 20,000+ jobs though our retail, dining and social occupiers. These destinations include Bullring in Birmingham, The Oracle in Reading, Dundrum Estate, Dublin and Terraces du Port in Marseille. We also hold investments in Value Retail, best-in-class villages such as Bicester Village, Oxfordshire. Hammerson also holds 80 acres of attractive pre-development and strategic land. This includes complementary adjacent land, creating optionality to enhance both the scale and diversity of the existing estate, and stand-alone land opportunities. These include Martineau Galleries in Birmingham and Bishopsgate Goodsyard, Shoreditch.",320,"{'maxAge': 1, 'name': 'Mr. Richard J. Shaw CPA', 'age': 55, 'title': 'Deputy Chief Financial Officer', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,9,1,7,1693526400,1672444800,86400,2,25.22,25.2,24.44,25.54,25.22,25.2,24.44,25.54,0.01,0.057800002,1692835200,2.222972,11.864735,9590122,9590122,12410039,13603656,13603656,24.4,26.0,0,0,1226666368,17.039,30.81,4.5873837,25.27,25.85495,0.007,0.0002775575,GBp,2455207936,-0.80666,3789989175,4994570240,0.25966,0.49808997,0.517,47.504833,1672444800,1703980800,1688083200,-215700000,-0.04,2.07,0.95,1:5,1599004800,9.182,14.485,LSE,EQUITY,HMSO.L,HMSO.L,HAMMERSON PLC ORD 5P,Hammerson Plc,583743600,Europe/London,BST,3600000,24.56,36.0,13.0,24.58,25.0,2.9,hold,19,479600000,0.097,169500000,1681500032,2.231,2.351,267400000,65.461,0.054,0.0225,-0.080340005,250000000,73550000,89400000,-0.149,0.83957,0.63388,0.62902,GBP,
9,Marble Arch House,66 Seymour Street,London,W1H 5BX,United Kingdom,44 20 78871000,44 20 78871010,https://www.hammerson.com,REIT—Retail,Real Estate,"Hammerson is a cities business. An owner, operator and developer of prime urban real estate, with a portfolio value of £4.7billion (as at 30 June 2023), in some of the fastest growing cities in the UK, Ireland and France. Our portfolio and adjacent lands leverage our experience and capabilities to create and manage exceptional city centre destinations with the opportunity to drive value and reshape entire neighbourhoods. Our assets are high profile and play an important role in our communities, welcoming c. 175 million visitors each year and supporting 20,000+ jobs though our retail, dining and social occupiers. These destinations include Bullring in Birmingham, The Oracle in Reading, Dundrum Estate, Dublin and Terraces du Port in Marseille. We also hold investments in Value Retail, best-in-class villages such as Bicester Village, Oxfordshire. Hammerson also holds 80 acres of attractive pre-development and strategic land. This includes complementary adjacent land, creating optionality to enhance both the scale and diversity of the existing estate, and stand-alone land opportunities. These include Martineau Galleries in Birmingham and Bishopsgate Goodsyard, Shoreditch.",320,"{'maxAge': 1, 'name': 'Ms. Louise Shaljean Ellison', 'age': 55, 'title': 'Group Head of Sustainability', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,9,1,7,1693526400,1672444800,86400,2,25.22,25.2,24.44,25.54,25.22,25.2,24.44,25.54,0.01,0.057800002,1692835200,2.222972,11.864735,9590122,9590122,12410039,13603656,13603656,24.4,26.0,0,0,1226666368,17.039,30.81,4.5873837,25.27,25.85495,0.007,0.0002775575,GBp,2455207936,-0.80666,3789989175,4994570240,0.25966,0.49808997,0.517,47.504833,1672444800,1703980800,1688083200,-215700000,-0.04,2.07,0.95,1:5,1599004800,9.182,14.485,LSE,EQUITY,HMSO.L,HMSO.L,HAMMERSON PLC ORD 5P,Hammerson Plc,583743600,Europe/London,BST,3600000,24.56,36.0,13.0,24.58,25.0,2.9,hold,19,479600000,0.097,169500000,1681500032,2.231,2.351,267400000,65.461,0.054,0.0225,-0.080340005,250000000,73550000,89400000,-0.149,0.83957,0.63388,0.62902,GBP,
